year,lake,species,grand_total,comments,region,values
1993,Erie,Rock Bass,4,NA,Ohio (OH),0
1993,Erie,Rock Bass,4,NA,Pennsylvania (PA),0
1993,Erie,Rock Bass,4,NA,U.S. Total,3
1993,Erie,Rock Bass,4,NA,Canada (ONT),1
1994,Erie,Rock Bass,3,NA,Michigan (MI),0
1994,Erie,Rock Bass,3,NA,New York (NY),2
1994,Erie,Rock Bass,3,NA,Ohio (OH),0
1994,Erie,Rock Bass,3,NA,Pennsylvania (PA),0
1994,Erie,Rock Bass,3,NA,U.S. Total,2
1994,Erie,Rock Bass,3,NA,Canada (ONT),1
1995,Erie,Rock Bass,4,NA,Michigan (MI),0
1995,Erie,Rock Bass,4,NA,New York (NY),3
1995,Erie,Rock Bass,4,NA,Ohio (OH),0
1995,Erie,Rock Bass,4,NA,Pennsylvania (PA),0
1995,Erie,Rock Bass,4,NA,U.S. Total,3
1995,Erie,Rock Bass,4,NA,Canada (ONT),1
1996,Erie,Rock Bass,4,NA,Michigan (MI),0
1996,Erie,Rock Bass,4,NA,New York (NY),2
1996,Erie,Rock Bass,4,NA,Ohio (OH),0
1996,Erie,Rock Bass,4,NA,Pennsylvania (PA),2
1996,Erie,Rock Bass,4,NA,U.S. Total,4
1996,Erie,Rock Bass,4,NA,Canada (ONT),0
1997,Erie,Rock Bass,2,ONT: Data is Processor weight (thousands of pounds),Michigan (MI),0
1997,Erie,Rock Bass,2,ONT: Data is Processor weight (thousands of pounds),New York (NY),1
1997,Erie,Rock Bass,2,ONT: Data is Processor weight (thousands of pounds),Ohio (OH),0
1997,Erie,Rock Bass,2,ONT: Data is Processor weight (thousands of pounds),Pennsylvania (PA),0
1997,Erie,Rock Bass,2,ONT: Data is Processor weight (thousands of pounds),U.S. Total,1
1997,Erie,Rock Bass,2,ONT: Data is Processor weight (thousands of pounds),Canada (ONT),1
1998,Erie,Rock Bass,11,NA,Michigan (MI),0
1998,Erie,Rock Bass,11,NA,New York (NY),0
1998,Erie,Rock Bass,11,NA,Ohio (OH),0
1998,Erie,Rock Bass,11,NA,Pennsylvania (PA),0
1998,Erie,Rock Bass,11,NA,U.S. Total,0
1998,Erie,Rock Bass,11,NA,Canada (ONT),11
1999,Erie,Rock Bass,13,NA,Michigan (MI),0
1999,Erie,Rock Bass,13,NA,New York (NY),1
1999,Erie,Rock Bass,13,NA,Ohio (OH),0
1999,Erie,Rock Bass,13,NA,Pennsylvania (PA),0
1999,Erie,Rock Bass,13,NA,U.S. Total,1
1999,Erie,Rock Bass,13,NA,Canada (ONT),12
2000,Erie,Rock Bass,0,Canadian data is processor weight,Michigan (MI),NA
2000,Erie,Rock Bass,0,Canadian data is processor weight,New York (NY),0
2000,Erie,Rock Bass,0,Canadian data is processor weight,Ohio (OH),NA
2000,Erie,Rock Bass,0,Canadian data is processor weight,Pennsylvania (PA),NA
2000,Erie,Rock Bass,0,Canadian data is processor weight,U.S. Total,0
2000,Erie,Rock Bass,0,Canadian data is processor weight,Canada (ONT),0
2001,Erie,Rock Bass,0,Canadian data is processor weight,Michigan (MI),NA
2001,Erie,Rock Bass,0,Canadian data is processor weight,New York (NY),0
2001,Erie,Rock Bass,0,Canadian data is processor weight,Ohio (OH),NA
2001,Erie,Rock Bass,0,Canadian data is processor weight,Pennsylvania (PA),NA
2001,Erie,Rock Bass,0,Canadian data is processor weight,U.S. Total,0
2001,Erie,Rock Bass,0,Canadian data is processor weight,Canada (ONT),0
2002,Erie,Rock Bass,1,Canadian data is landed weight,Michigan (MI),NA
2002,Erie,Rock Bass,1,Canadian data is landed weight,New York (NY),NA
2002,Erie,Rock Bass,1,Canadian data is landed weight,Ohio (OH),NA
2002,Erie,Rock Bass,1,Canadian data is landed weight,Pennsylvania (PA),1
2002,Erie,Rock Bass,1,Canadian data is landed weight,U.S. Total,1
2002,Erie,Rock Bass,1,Canadian data is landed weight,Canada (ONT),0
2003,Erie,Rock Bass,0,Canadian data is landed weight,Michigan (MI),NA
2003,Erie,Rock Bass,0,Canadian data is landed weight,New York (NY),0
2003,Erie,Rock Bass,0,Canadian data is landed weight,Ohio (OH),NA
2003,Erie,Rock Bass,0,Canadian data is landed weight,Pennsylvania (PA),NA
2003,Erie,Rock Bass,0,Canadian data is landed weight,U.S. Total,0
2003,Erie,Rock Bass,0,Canadian data is landed weight,Canada (ONT),0
2004,Erie,Rock Bass,0,Canadian data is landed weight,Michigan (MI),NA
2004,Erie,Rock Bass,0,Canadian data is landed weight,New York (NY),0
2004,Erie,Rock Bass,0,Canadian data is landed weight,Ohio (OH),NA
2004,Erie,Rock Bass,0,Canadian data is landed weight,Pennsylvania (PA),NA
2004,Erie,Rock Bass,0,Canadian data is landed weight,U.S. Total,0
2004,Erie,Rock Bass,0,Canadian data is landed weight,Canada (ONT),0
2005,Erie,Rock Bass,0,Canadian data is landed weight,Michigan (MI),NA
2005,Erie,Rock Bass,0,Canadian data is landed weight,New York (NY),NA
2005,Erie,Rock Bass,0,Canadian data is landed weight,Ohio (OH),NA
2005,Erie,Rock Bass,0,Canadian data is landed weight,Pennsylvania (PA),0
2005,Erie,Rock Bass,0,Canadian data is landed weight,U.S. Total,0
2005,Erie,Rock Bass,0,Canadian data is landed weight,Canada (ONT),0
2006,Erie,Rock Bass,0,NA,Michigan (MI),NA
2006,Erie,Rock Bass,0,NA,New York (NY),0
2006,Erie,Rock Bass,0,NA,Ohio (OH),NA
2006,Erie,Rock Bass,0,NA,Pennsylvania (PA),NA
2006,Erie,Rock Bass,0,NA,U.S. Total,0
2006,Erie,Rock Bass,0,NA,Canada (ONT),0
2007,Erie,Rock Bass,1,NA,Michigan (MI),NA
2007,Erie,Rock Bass,1,NA,New York (NY),0
2007,Erie,Rock Bass,1,NA,Ohio (OH),NA
2007,Erie,Rock Bass,1,NA,Pennsylvania (PA),0
2007,Erie,Rock Bass,1,NA,U.S. Total,0
2007,Erie,Rock Bass,1,NA,Canada (ONT),0
2008,Erie,Rock Bass,1,NA,Michigan (MI),NA
2008,Erie,Rock Bass,1,NA,New York (NY),0
2008,Erie,Rock Bass,1,NA,Ohio (OH),NA
2008,Erie,Rock Bass,1,NA,Pennsylvania (PA),0
2008,Erie,Rock Bass,1,NA,U.S. Total,0
2008,Erie,Rock Bass,1,NA,Canada (ONT),0
2009,Erie,Rock Bass,0,NA,Michigan (MI),NA
2009,Erie,Rock Bass,0,NA,New York (NY),0
2009,Erie,Rock Bass,0,NA,Ohio (OH),NA
2009,Erie,Rock Bass,0,NA,Pennsylvania (PA),0
2009,Erie,Rock Bass,0,NA,U.S. Total,0
2009,Erie,Rock Bass,0,NA,Canada (ONT),0
2010,Erie,Rock Bass,0,NA,Michigan (MI),NA
2010,Erie,Rock Bass,0,NA,New York (NY),0
2010,Erie,Rock Bass,0,NA,Ohio (OH),NA
2010,Erie,Rock Bass,0,NA,Pennsylvania (PA),0
2010,Erie,Rock Bass,0,NA,U.S. Total,0
2010,Erie,Rock Bass,0,NA,Canada (ONT),0
2011,Erie,Rock Bass,1,NA,Michigan (MI),NA
2011,Erie,Rock Bass,1,NA,New York (NY),0
2011,Erie,Rock Bass,1,NA,Ohio (OH),NA
2011,Erie,Rock Bass,1,NA,Pennsylvania (PA),0
2011,Erie,Rock Bass,1,NA,U.S. Total,0
2011,Erie,Rock Bass,1,NA,Canada (ONT),0
2012,Erie,Rock Bass,6,NA,Michigan (MI),NA
2012,Erie,Rock Bass,6,NA,New York (NY),0
2012,Erie,Rock Bass,6,NA,Ohio (OH),NA
2012,Erie,Rock Bass,6,NA,Pennsylvania (PA),0
2012,Erie,Rock Bass,6,NA,U.S. Total,0
2012,Erie,Rock Bass,6,NA,Canada (ONT),5
2013,Erie,Rock Bass,0,NA,Michigan (MI),NA
2013,Erie,Rock Bass,0,NA,New York (NY),0
2013,Erie,Rock Bass,0,NA,Ohio (OH),NA
2013,Erie,Rock Bass,0,NA,Pennsylvania (PA),NA
2013,Erie,Rock Bass,0,NA,U.S. Total,0
2013,Erie,Rock Bass,0,NA,Canada (ONT),0
2014,Erie,Rock Bass,0,NA,Michigan (MI),NA
2014,Erie,Rock Bass,0,NA,New York (NY),0
2014,Erie,Rock Bass,0,NA,Ohio (OH),NA
2014,Erie,Rock Bass,0,NA,Pennsylvania (PA),NA
2014,Erie,Rock Bass,0,NA,U.S. Total,0
2014,Erie,Rock Bass,0,NA,Canada (ONT),0
2015,Erie,Rock Bass,0,NA,Michigan (MI),NA
2015,Erie,Rock Bass,0,NA,New York (NY),0
2015,Erie,Rock Bass,0,NA,Ohio (OH),NA
2015,Erie,Rock Bass,0,NA,Pennsylvania (PA),NA
2015,Erie,Rock Bass,0,NA,U.S. Total,0
2015,Erie,Rock Bass,0,NA,Canada (ONT),0
1885,Erie,Sauger,NA,NA,Michigan (MI),91
1885,Erie,Sauger,NA,NA,New York (NY),73
1885,Erie,Sauger,NA,NA,Ohio (OH),5275
1885,Erie,Sauger,NA,NA,Pennsylvania (PA),30
1885,Erie,Sauger,NA,NA,U.S. Total,5469
1885,Erie,Sauger,NA,NA,Canada (ONT),NA
1886,Erie,Sauger,NA,NA,Michigan (MI),NA
1886,Erie,Sauger,NA,NA,New York (NY),NA
1886,Erie,Sauger,NA,NA,Ohio (OH),NA
1886,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1886,Erie,Sauger,NA,NA,U.S. Total,NA
1886,Erie,Sauger,NA,NA,Canada (ONT),NA
1887,Erie,Sauger,NA,NA,Michigan (MI),NA
1887,Erie,Sauger,NA,NA,New York (NY),NA
1887,Erie,Sauger,NA,NA,Ohio (OH),NA
1887,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1887,Erie,Sauger,NA,NA,U.S. Total,NA
1887,Erie,Sauger,NA,NA,Canada (ONT),NA
1888,Erie,Sauger,NA,NA,Michigan (MI),NA
1888,Erie,Sauger,NA,NA,New York (NY),NA
1888,Erie,Sauger,NA,NA,Ohio (OH),NA
1888,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1888,Erie,Sauger,NA,NA,U.S. Total,NA
1888,Erie,Sauger,NA,NA,Canada (ONT),NA
1889,Erie,Sauger,NA,NA,Michigan (MI),NA
1889,Erie,Sauger,NA,NA,New York (NY),NA
1889,Erie,Sauger,NA,NA,Ohio (OH),NA
1889,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1889,Erie,Sauger,NA,NA,U.S. Total,NA
1889,Erie,Sauger,NA,NA,Canada (ONT),NA
1890,Erie,Sauger,NA,NA,Michigan (MI),306
1890,Erie,Sauger,NA,NA,New York (NY),NA
1890,Erie,Sauger,NA,NA,Ohio (OH),3843
1890,Erie,Sauger,NA,NA,Pennsylvania (PA),31
1890,Erie,Sauger,NA,NA,U.S. Total,4180
1890,Erie,Sauger,NA,NA,Canada (ONT),NA
1891,Erie,Sauger,NA,NA,Michigan (MI),20
1891,Erie,Sauger,NA,NA,New York (NY),NA
1891,Erie,Sauger,NA,NA,Ohio (OH),NA
1891,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1891,Erie,Sauger,NA,NA,U.S. Total,NA
1891,Erie,Sauger,NA,NA,Canada (ONT),NA
1892,Erie,Sauger,NA,NA,Michigan (MI),101
1892,Erie,Sauger,NA,NA,New York (NY),NA
1892,Erie,Sauger,NA,NA,Ohio (OH),NA
1892,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1892,Erie,Sauger,NA,NA,U.S. Total,NA
1892,Erie,Sauger,NA,NA,Canada (ONT),NA
1893,Erie,Sauger,NA,NA,Michigan (MI),37
1893,Erie,Sauger,NA,NA,New York (NY),NA
1893,Erie,Sauger,NA,NA,Ohio (OH),NA
1893,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1893,Erie,Sauger,NA,NA,U.S. Total,NA
1893,Erie,Sauger,NA,NA,Canada (ONT),NA
1894,Erie,Sauger,NA,NA,Michigan (MI),57
1894,Erie,Sauger,NA,NA,New York (NY),NA
1894,Erie,Sauger,NA,NA,Ohio (OH),NA
1894,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1894,Erie,Sauger,NA,NA,U.S. Total,NA
1894,Erie,Sauger,NA,NA,Canada (ONT),NA
1895,Erie,Sauger,NA,NA,Michigan (MI),75
1895,Erie,Sauger,NA,NA,New York (NY),NA
1895,Erie,Sauger,NA,NA,Ohio (OH),NA
1895,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1895,Erie,Sauger,NA,NA,U.S. Total,NA
1895,Erie,Sauger,NA,NA,Canada (ONT),NA
1896,Erie,Sauger,NA,NA,Michigan (MI),113
1896,Erie,Sauger,NA,NA,New York (NY),NA
1896,Erie,Sauger,NA,NA,Ohio (OH),NA
1896,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1896,Erie,Sauger,NA,NA,U.S. Total,NA
1896,Erie,Sauger,NA,NA,Canada (ONT),NA
1897,Erie,Sauger,NA,NA,Michigan (MI),102
1897,Erie,Sauger,NA,NA,New York (NY),NA
1897,Erie,Sauger,NA,NA,Ohio (OH),4806
1897,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1897,Erie,Sauger,NA,NA,U.S. Total,4908
1897,Erie,Sauger,NA,NA,Canada (ONT),NA
1898,Erie,Sauger,NA,NA,Michigan (MI),116
1898,Erie,Sauger,NA,NA,New York (NY),NA
1898,Erie,Sauger,NA,NA,Ohio (OH),NA
1898,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1898,Erie,Sauger,NA,NA,U.S. Total,NA
1898,Erie,Sauger,NA,NA,Canada (ONT),NA
1899,Erie,Sauger,NA,NA,Michigan (MI),85
1899,Erie,Sauger,NA,NA,New York (NY),9
1899,Erie,Sauger,NA,NA,Ohio (OH),2962
1899,Erie,Sauger,NA,NA,Pennsylvania (PA),11
1899,Erie,Sauger,NA,NA,U.S. Total,3067
1899,Erie,Sauger,NA,NA,Canada (ONT),NA
1900,Erie,Sauger,NA,NA,Michigan (MI),208
1900,Erie,Sauger,NA,NA,New York (NY),NA
1900,Erie,Sauger,NA,NA,Ohio (OH),NA
1900,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1900,Erie,Sauger,NA,NA,U.S. Total,NA
1900,Erie,Sauger,NA,NA,Canada (ONT),NA
1901,Erie,Sauger,NA,NA,Michigan (MI),169
1901,Erie,Sauger,NA,NA,New York (NY),NA
1901,Erie,Sauger,NA,NA,Ohio (OH),NA
1901,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1901,Erie,Sauger,NA,NA,U.S. Total,NA
1901,Erie,Sauger,NA,NA,Canada (ONT),NA
1902,Erie,Sauger,NA,NA,Michigan (MI),125
1902,Erie,Sauger,NA,NA,New York (NY),NA
1902,Erie,Sauger,NA,NA,Ohio (OH),NA
1902,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1902,Erie,Sauger,NA,NA,U.S. Total,NA
1902,Erie,Sauger,NA,NA,Canada (ONT),NA
1903,Erie,Sauger,NA,NA,Michigan (MI),142
1903,Erie,Sauger,NA,NA,New York (NY),7
1903,Erie,Sauger,NA,NA,Ohio (OH),1858
1903,Erie,Sauger,NA,NA,Pennsylvania (PA),7
1903,Erie,Sauger,NA,NA,U.S. Total,2014
1903,Erie,Sauger,NA,NA,Canada (ONT),NA
1904,Erie,Sauger,NA,NA,Michigan (MI),93
1904,Erie,Sauger,NA,NA,New York (NY),NA
1904,Erie,Sauger,NA,NA,Ohio (OH),NA
1904,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1904,Erie,Sauger,NA,NA,U.S. Total,NA
1904,Erie,Sauger,NA,NA,Canada (ONT),NA
1905,Erie,Sauger,NA,NA,Michigan (MI),151
1905,Erie,Sauger,NA,NA,New York (NY),NA
1905,Erie,Sauger,NA,NA,Ohio (OH),NA
1905,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1905,Erie,Sauger,NA,NA,U.S. Total,NA
1905,Erie,Sauger,NA,NA,Canada (ONT),NA
1906,Erie,Sauger,NA,NA,Michigan (MI),205
1906,Erie,Sauger,NA,NA,New York (NY),NA
1906,Erie,Sauger,NA,NA,Ohio (OH),NA
1906,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1906,Erie,Sauger,NA,NA,U.S. Total,NA
1906,Erie,Sauger,NA,NA,Canada (ONT),NA
1907,Erie,Sauger,NA,NA,Michigan (MI),111
1907,Erie,Sauger,NA,NA,New York (NY),NA
1907,Erie,Sauger,NA,NA,Ohio (OH),NA
1907,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1907,Erie,Sauger,NA,NA,U.S. Total,NA
1907,Erie,Sauger,NA,NA,Canada (ONT),NA
1908,Erie,Sauger,NA,NA,Michigan (MI),140
1908,Erie,Sauger,NA,NA,New York (NY),40
1908,Erie,Sauger,NA,NA,Ohio (OH),2358
1908,Erie,Sauger,NA,NA,Pennsylvania (PA),19
1908,Erie,Sauger,NA,NA,U.S. Total,2557
1908,Erie,Sauger,NA,NA,Canada (ONT),NA
1909,Erie,Sauger,NA,NA,Michigan (MI),NA
1909,Erie,Sauger,NA,NA,New York (NY),NA
1909,Erie,Sauger,NA,NA,Ohio (OH),NA
1909,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1909,Erie,Sauger,NA,NA,U.S. Total,NA
1909,Erie,Sauger,NA,NA,Canada (ONT),NA
1910,Erie,Sauger,NA,NA,Michigan (MI),NA
1910,Erie,Sauger,NA,NA,New York (NY),NA
1910,Erie,Sauger,NA,NA,Ohio (OH),NA
1910,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1910,Erie,Sauger,NA,NA,U.S. Total,NA
1910,Erie,Sauger,NA,NA,Canada (ONT),NA
1911,Erie,Sauger,NA,NA,Michigan (MI),NA
1911,Erie,Sauger,NA,NA,New York (NY),NA
1911,Erie,Sauger,NA,NA,Ohio (OH),NA
1911,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1911,Erie,Sauger,NA,NA,U.S. Total,NA
1911,Erie,Sauger,NA,NA,Canada (ONT),NA
1912,Erie,Sauger,NA,NA,Michigan (MI),NA
1912,Erie,Sauger,NA,NA,New York (NY),NA
1912,Erie,Sauger,NA,NA,Ohio (OH),NA
1912,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1912,Erie,Sauger,NA,NA,U.S. Total,NA
1912,Erie,Sauger,NA,NA,Canada (ONT),NA
1913,Erie,Sauger,NA,OH: Records cover only part of season.,Michigan (MI),NA
1913,Erie,Sauger,NA,OH: Records cover only part of season.,New York (NY),NA
1913,Erie,Sauger,NA,OH: Records cover only part of season.,Ohio (OH),1248
1913,Erie,Sauger,NA,OH: Records cover only part of season.,Pennsylvania (PA),NA
1913,Erie,Sauger,NA,OH: Records cover only part of season.,U.S. Total,NA
1913,Erie,Sauger,NA,OH: Records cover only part of season.,Canada (ONT),NA
1914,Erie,Sauger,NA,NA,Michigan (MI),NA
1914,Erie,Sauger,NA,NA,New York (NY),NA
1914,Erie,Sauger,NA,NA,Ohio (OH),4561
1914,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1914,Erie,Sauger,NA,NA,U.S. Total,4561
1914,Erie,Sauger,NA,NA,Canada (ONT),NA
1915,Erie,Sauger,NA,NA,Michigan (MI),NA
1915,Erie,Sauger,NA,NA,New York (NY),NA
1915,Erie,Sauger,NA,NA,Ohio (OH),4523
1915,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1915,Erie,Sauger,NA,NA,U.S. Total,4523
1915,Erie,Sauger,NA,NA,Canada (ONT),NA
1916,Erie,Sauger,NA,NA,Michigan (MI),NA
1916,Erie,Sauger,NA,NA,New York (NY),NA
1916,Erie,Sauger,NA,NA,Ohio (OH),6181
1916,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1916,Erie,Sauger,NA,NA,U.S. Total,6181
1916,Erie,Sauger,NA,NA,Canada (ONT),NA
1917,Erie,Sauger,NA,NA,Michigan (MI),NA
1917,Erie,Sauger,NA,NA,New York (NY),NA
1917,Erie,Sauger,NA,NA,Ohio (OH),4334
1917,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1917,Erie,Sauger,NA,NA,U.S. Total,4334
1917,Erie,Sauger,NA,NA,Canada (ONT),NA
1918,Erie,Sauger,NA,NA,Michigan (MI),NA
1918,Erie,Sauger,NA,NA,New York (NY),NA
1918,Erie,Sauger,NA,NA,Ohio (OH),2095
1918,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1918,Erie,Sauger,NA,NA,U.S. Total,2095
1918,Erie,Sauger,NA,NA,Canada (ONT),NA
1919,Erie,Sauger,NA,NA,Michigan (MI),NA
1919,Erie,Sauger,NA,NA,New York (NY),NA
1919,Erie,Sauger,NA,NA,Ohio (OH),2652
1919,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1919,Erie,Sauger,NA,NA,U.S. Total,2652
1919,Erie,Sauger,NA,NA,Canada (ONT),NA
1920,Erie,Sauger,NA,NA,Michigan (MI),NA
1920,Erie,Sauger,NA,NA,New York (NY),NA
1920,Erie,Sauger,NA,NA,Ohio (OH),2926
1920,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1920,Erie,Sauger,NA,NA,U.S. Total,2926
1920,Erie,Sauger,NA,NA,Canada (ONT),NA
1921,Erie,Sauger,NA,NA,Michigan (MI),NA
1921,Erie,Sauger,NA,NA,New York (NY),NA
1921,Erie,Sauger,NA,NA,Ohio (OH),5004
1921,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1921,Erie,Sauger,NA,NA,U.S. Total,5004
1921,Erie,Sauger,NA,NA,Canada (ONT),NA
1922,Erie,Sauger,NA,NA,Michigan (MI),NA
1922,Erie,Sauger,NA,NA,New York (NY),NA
1922,Erie,Sauger,NA,NA,Ohio (OH),3409
1922,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1922,Erie,Sauger,NA,NA,U.S. Total,3409
1922,Erie,Sauger,NA,NA,Canada (ONT),NA
1923,Erie,Sauger,NA,NA,Michigan (MI),NA
1923,Erie,Sauger,NA,NA,New York (NY),NA
1923,Erie,Sauger,NA,NA,Ohio (OH),3312
1923,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1923,Erie,Sauger,NA,NA,U.S. Total,3312
1923,Erie,Sauger,NA,NA,Canada (ONT),NA
1924,Erie,Sauger,NA,NA,Michigan (MI),NA
1924,Erie,Sauger,NA,NA,New York (NY),NA
1924,Erie,Sauger,NA,NA,Ohio (OH),1829
1924,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1924,Erie,Sauger,NA,NA,U.S. Total,1829
1924,Erie,Sauger,NA,NA,Canada (ONT),NA
1925,Erie,Sauger,NA,NA,Michigan (MI),NA
1925,Erie,Sauger,NA,NA,New York (NY),NA
1925,Erie,Sauger,NA,NA,Ohio (OH),2119
1925,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1925,Erie,Sauger,NA,NA,U.S. Total,2119
1925,Erie,Sauger,NA,NA,Canada (ONT),NA
1926,Erie,Sauger,NA,NA,Michigan (MI),6
1926,Erie,Sauger,NA,NA,New York (NY),NA
1926,Erie,Sauger,NA,NA,Ohio (OH),1545
1926,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1926,Erie,Sauger,NA,NA,U.S. Total,1551
1926,Erie,Sauger,NA,NA,Canada (ONT),NA
1927,Erie,Sauger,NA,NA,Michigan (MI),24
1927,Erie,Sauger,NA,NA,New York (NY),NA
1927,Erie,Sauger,NA,NA,Ohio (OH),1144
1927,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1927,Erie,Sauger,NA,NA,U.S. Total,1168
1927,Erie,Sauger,NA,NA,Canada (ONT),NA
1928,Erie,Sauger,NA,NA,Michigan (MI),14
1928,Erie,Sauger,NA,NA,New York (NY),NA
1928,Erie,Sauger,NA,NA,Ohio (OH),1492
1928,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1928,Erie,Sauger,NA,NA,U.S. Total,1506
1928,Erie,Sauger,NA,NA,Canada (ONT),NA
1929,Erie,Sauger,NA,NA,Michigan (MI),15
1929,Erie,Sauger,NA,NA,New York (NY),NA
1929,Erie,Sauger,NA,NA,Ohio (OH),1529
1929,Erie,Sauger,NA,NA,Pennsylvania (PA),1
1929,Erie,Sauger,NA,NA,U.S. Total,1545
1929,Erie,Sauger,NA,NA,Canada (ONT),NA
1930,Erie,Sauger,NA,NA,Michigan (MI),24
1930,Erie,Sauger,NA,NA,New York (NY),NA
1930,Erie,Sauger,NA,NA,Ohio (OH),1508
1930,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1930,Erie,Sauger,NA,NA,U.S. Total,1532
1930,Erie,Sauger,NA,NA,Canada (ONT),NA
1931,Erie,Sauger,NA,NA,Michigan (MI),27
1931,Erie,Sauger,NA,NA,New York (NY),NA
1931,Erie,Sauger,NA,NA,Ohio (OH),1999
1931,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1931,Erie,Sauger,NA,NA,U.S. Total,2026
1931,Erie,Sauger,NA,NA,Canada (ONT),NA
1932,Erie,Sauger,NA,NA,Michigan (MI),62
1932,Erie,Sauger,NA,NA,New York (NY),NA
1932,Erie,Sauger,NA,NA,Ohio (OH),3089
1932,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1932,Erie,Sauger,NA,NA,U.S. Total,3151
1932,Erie,Sauger,NA,NA,Canada (ONT),NA
1933,Erie,Sauger,NA,NA,Michigan (MI),67
1933,Erie,Sauger,NA,NA,New York (NY),NA
1933,Erie,Sauger,NA,NA,Ohio (OH),2152
1933,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1933,Erie,Sauger,NA,NA,U.S. Total,2219
1933,Erie,Sauger,NA,NA,Canada (ONT),NA
1934,Erie,Sauger,NA,NA,Michigan (MI),47
1934,Erie,Sauger,NA,NA,New York (NY),NA
1934,Erie,Sauger,NA,NA,Ohio (OH),738
1934,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1934,Erie,Sauger,NA,NA,U.S. Total,785
1934,Erie,Sauger,NA,NA,Canada (ONT),NA
1935,Erie,Sauger,NA,NA,Michigan (MI),58
1935,Erie,Sauger,NA,NA,New York (NY),NA
1935,Erie,Sauger,NA,NA,Ohio (OH),1479
1935,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1935,Erie,Sauger,NA,NA,U.S. Total,1537
1935,Erie,Sauger,NA,NA,Canada (ONT),NA
1936,Erie,Sauger,NA,NA,Michigan (MI),33
1936,Erie,Sauger,NA,NA,New York (NY),NA
1936,Erie,Sauger,NA,NA,Ohio (OH),1704
1936,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1936,Erie,Sauger,NA,NA,U.S. Total,1737
1936,Erie,Sauger,NA,NA,Canada (ONT),NA
1937,Erie,Sauger,NA,NA,Michigan (MI),42
1937,Erie,Sauger,NA,NA,New York (NY),1
1937,Erie,Sauger,NA,NA,Ohio (OH),1172
1937,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1937,Erie,Sauger,NA,NA,U.S. Total,1215
1937,Erie,Sauger,NA,NA,Canada (ONT),NA
1938,Erie,Sauger,NA,NA,Michigan (MI),42
1938,Erie,Sauger,NA,NA,New York (NY),0
1938,Erie,Sauger,NA,NA,Ohio (OH),802
1938,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1938,Erie,Sauger,NA,NA,U.S. Total,844
1938,Erie,Sauger,NA,NA,Canada (ONT),NA
1939,Erie,Sauger,NA,NA,Michigan (MI),79
1939,Erie,Sauger,NA,NA,New York (NY),0
1939,Erie,Sauger,NA,NA,Ohio (OH),1661
1939,Erie,Sauger,NA,NA,Pennsylvania (PA),NA
1939,Erie,Sauger,NA,NA,U.S. Total,1740
1939,Erie,Sauger,NA,NA,Canada (ONT),NA
