id,book,book_num,chapter,chapter_num,character,full_text,character_words,writer,director,imdb_rating
1864,Water,1,The Waterbending Scroll,9,Aang,[Smiles; somewhat cheerfully.] Mud and bugs!,Mud and bugs!,John O'Bryan,Anthony Lioi,8
1865,Water,1,The Waterbending Scroll,9,Sokka,Okay. [Takes stick and walks over to Appa who is floating in the water.],Okay.,John O'Bryan,Anthony Lioi,8
1866,Water,1,The Waterbending Scroll,9,Scene Description,"Scene changes to Zuko's ship in the ocean. On the deck, Zuko is practicing firebending with his  Lieutenant Lee when the boat turns and they are thrown to one side on their backs.",NA,John O'Bryan,Anthony Lioi,8
1867,Water,1,The Waterbending Scroll,9,Zuko,[Close-up of his face; he glares at the tower.] Someone's changing our course.,Someone's changing our course.,John O'Bryan,Anthony Lioi,8
1868,Water,1,The Waterbending Scroll,9,Scene Description,Cuts to a crew member steering the ship at the top of the boat.,NA,John O'Bryan,Anthony Lioi,8
1869,Water,1,The Waterbending Scroll,9,Zuko,"[Storming in, yelling.] What is the meaning of this mutiny? No one told you to change course! [Shows Iroh and the rest of the crew playing Pai Sho behind them.]",What is the meaning of this mutiny? No one told you to change course!,John O'Bryan,Anthony Lioi,8
1870,Water,1,The Waterbending Scroll,9,Iroh,"Actually, someone did. I assure you, it is a matter of utmost importance, Prince Zuko. [Scratches beard.]","Actually, someone did. I assure you, it is a matter of utmost importance, Prince Zuko.",John O'Bryan,Anthony Lioi,8
1871,Water,1,The Waterbending Scroll,9,Zuko,[Hopefully.] Is it something to do with the Avatar?,Is it something to do with the Avatar?,John O'Bryan,Anthony Lioi,8
1872,Water,1,The Waterbending Scroll,9,Iroh,"Even more urgent. It seems, I- [Rubs forehead in stress.] -I have lost my lotus tile. [Moves a piece of his across the Pai Sho board.]","Even more urgent. It seems, I-  -I have lost my lotus tile.",John O'Bryan,Anthony Lioi,8
1873,Water,1,The Waterbending Scroll,9,Zuko,[Confused.] Lotus tile?,Lotus tile?,John O'Bryan,Anthony Lioi,8
1874,Water,1,The Waterbending Scroll,9,Iroh,"For my Pai Sho game. Most people think the lotus tile insignificant, but it is essential for the unusual strategy that I employ.","For my Pai Sho game. Most people think the lotus tile insignificant, but it is essential for the unusual strategy that I employ.",John O'Bryan,Anthony Lioi,8
1875,Water,1,The Waterbending Scroll,9,Zuko,[In disbelief.] You've changed our course for a stupid lotus tile?,You've changed our course for a stupid lotus tile?,John O'Bryan,Anthony Lioi,8
1876,Water,1,The Waterbending Scroll,9,Iroh,"See, you, like most people, underestimate it's value. Just give me ten minutes to check the merchants at this port of call. [Excitedly.] Hopefully, they will have the lotus tile in stock and I can get on with my life. [Zuko breathes fire up at the ceiling in anger and Iroh smiles.] I'm lucky to have such an understanding nephew.","See, you, like most people, underestimate it's value. Just give me ten minutes to check the merchants at this port of call.  Hopefully, they will have the lotus tile in stock and I can get on with my life.  I'm lucky to have such an understanding nephew.",John O'Bryan,Anthony Lioi,8
1877,Water,1,The Waterbending Scroll,9,Scene Description,"The room fills with smoke of Zuko's outburst, clouding the scene from view.
Cut to a scene of a content Appa floating in the river while Sokka stands on his stomach and brushes in between his toes with the branch.",NA,John O'Bryan,Anthony Lioi,8
1878,Water,1,The Waterbending Scroll,9,Sokka,"Yeah, don't get too happy. You've got to do me next. [Appa moans happily.]","Yeah, don't get too happy. You've got to do me next.",John O'Bryan,Anthony Lioi,8
1879,Water,1,The Waterbending Scroll,9,Scene Description,Shows Katara and Aang by the shore.,NA,John O'Bryan,Anthony Lioi,8
1880,Water,1,The Waterbending Scroll,9,Katara,"This is a pretty basic move, but is still took me months to perfect. So don't get frustrated if you don't get it right away. [She moves her hands back and forth and makes small waves in the water, while Aang looks up, smiling.] Just push and pull the water like this. The key is getting the wrist movement right.","This is a pretty basic move, but is still took me months to perfect. So don't get frustrated if you don't get it right away.  Just push and pull the water like this. The key is getting the wrist movement right.",John O'Bryan,Anthony Lioi,8
1881,Water,1,The Waterbending Scroll,9,Aang,"[Stands up.] Like this? [Does the hand movements Katara is doing, but nothing is happening yet.]",Like this?,John O'Bryan,Anthony Lioi,8
1882,Water,1,The Waterbending Scroll,9,Katara,[Kindly.] That's almost right. If you keep practicing I'm sure eventually—,That's almost right. If you keep practicing I'm sure eventually—,John O'Bryan,Anthony Lioi,8
1883,Water,1,The Waterbending Scroll,9,Aang,"Hey, I'm bending it already! [Shows Aang making much bigger waves than Katara's on his first try.]","Hey, I'm bending it already!",John O'Bryan,Anthony Lioi,8
1884,Water,1,The Waterbending Scroll,9,Katara,"[Surprised.] Wow, I can't believe you got that so quickly. It took me two months to learn that move.","Wow, I can't believe you got that so quickly. It took me two months to learn that move.",John O'Bryan,Anthony Lioi,8
1885,Water,1,The Waterbending Scroll,9,Aang,"[Shrugs shoulders.] Well, you had to figure it all on your own. I'm lucky enough to have a great teacher.","Well, you had to figure it all on your own. I'm lucky enough to have a great teacher.",John O'Bryan,Anthony Lioi,8
1886,Water,1,The Waterbending Scroll,9,Katara,[Smiles.] Thanks.,Thanks.,John O'Bryan,Anthony Lioi,8
1887,Water,1,The Waterbending Scroll,9,Aang,"So, what's next?","So, what's next?",John O'Bryan,Anthony Lioi,8
1888,Water,1,The Waterbending Scroll,9,Katara,"This is a more difficult move. I call it streaming the water. [She moves her hands and raises a stream of water from the river into the air and moves it around.] It's harder than it looks, so don't be disappointed if- [Shows Aang already controlling a stream of water, moving it around and above his body and neatly coiling it back into the river, much to Katara's dismay.] Nice work. [She frowns.] Though the over-the-head flare was unnecessary.","This is a more difficult move. I call it streaming the water.  It's harder than it looks, so don't be disappointed if-  Nice work.  Though the over-the-head flare was unnecessary.",John O'Bryan,Anthony Lioi,8
1889,Water,1,The Waterbending Scroll,9,Aang,"Sorry. [Excited.] Well, don't stop now! Keep 'em coming!","Sorry.  Well, don't stop now! Keep 'em coming!",John O'Bryan,Anthony Lioi,8
1890,Water,1,The Waterbending Scroll,9,Katara,"[Looks up sadly.] Well I kind of know this one other move, but it's pretty hard. I haven't even totally figured it out yet. The idea is to create a big, powerful wave. [She moves her hands up, shaking, and starts to get a big mass of water to rise out of the river, but it pops before forming into anything substantial.]","Well I kind of know this one other move, but it's pretty hard. I haven't even totally figured it out yet. The idea is to create a big, powerful wave.",John O'Bryan,Anthony Lioi,8
1891,Water,1,The Waterbending Scroll,9,Aang,"So, like this? [He raises his hands and creates a massive wave that towers over their heads.]","So, like this?",John O'Bryan,Anthony Lioi,8
1892,Water,1,The Waterbending Scroll,9,Sokka,"[Still working on cleaning up Appa, he looks up and stares at Aang's wave crashing toward him in fear.] Aang?! [The wave throws Sokka off into the water and his head slowly rises out, annoyed.]",Aang?!,John O'Bryan,Anthony Lioi,8
1893,Water,1,The Waterbending Scroll,9,Aang,[Smiling.] Looks like I got the hang of that move! What else do you got?,Looks like I got the hang of that move! What else do you got?,John O'Bryan,Anthony Lioi,8
1894,Water,1,The Waterbending Scroll,9,Katara,[Angry at Aang's quick success.] That's enough practicing for today.,That's enough practicing for today.,John O'Bryan,Anthony Lioi,8
1895,Water,1,The Waterbending Scroll,9,Sokka,"[Head still sticking out of the water.] Yeah, I'll say! [Points to the left.] You just ""practiced"" our supplies down the river. [Shows a group of bags floating away.]","Yeah, I'll say!  You just ""practiced"" our supplies down the river.",John O'Bryan,Anthony Lioi,8
1896,Water,1,The Waterbending Scroll,9,Aang,"[Looking guilty.] Uh, sorry. [Smiles worriedly.] I'm sure we can find somewhere to replace all this stuff.","Uh, sorry.  I'm sure we can find somewhere to replace all this stuff.",John O'Bryan,Anthony Lioi,8
1897,Water,1,The Waterbending Scroll,9,Sokka,My life was hard enough when you were just an airbender. [Sinks back underwater.],My life was hard enough when you were just an airbender.,John O'Bryan,Anthony Lioi,8
1898,Water,1,The Waterbending Scroll,9,Scene Description,"Cuts to Katara, Sokka, and Aang walking through the streets of a city market and port. Shows many armed men staring at the trio. Sokka and Katara look nervous while Aang looks around in wonder.",NA,John O'Bryan,Anthony Lioi,8
1899,Water,1,The Waterbending Scroll,9,Sokka,[Walking back from alleyway with a bag over his shoulders.] We've got exactly three copper pieces left from the money that King Bumi gave us. Let's spend it wisely.,We've got exactly three copper pieces left from the money that King Bumi gave us. Let's spend it wisely.,John O'Bryan,Anthony Lioi,8
1900,Water,1,The Waterbending Scroll,9,Aang,"Uh, make that two copper pieces, Sokka. I couldn't say no to this whistle! [Pulls out a white whistle that looks like a bison, takes a huge breath and blows into it, but it barely makes a sound.]","Uh, make that two copper pieces, Sokka. I couldn't say no to this whistle!",John O'Bryan,Anthony Lioi,8
1901,Water,1,The Waterbending Scroll,9,Sokka,[Pulls out fingers over his ears after expecting a loud noise.] It doesn't even work. [Aang stops blowing when Momo squawks at him.] See? Even Momo thinks it's a piece of junk.,It doesn't even work.  See? Even Momo thinks it's a piece of junk.,John O'Bryan,Anthony Lioi,8
1902,Water,1,The Waterbending Scroll,9,Katara,"No offense Aang, but I'll hold the money from now on. [Aang hands her the two copper coins.]","No offense Aang, but I'll hold the money from now on.",John O'Bryan,Anthony Lioi,8
1903,Water,1,The Waterbending Scroll,9,Scene Description,Cuts to the other side of the port where a man is talking in front of his boat docked in the water.,NA,John O'Bryan,Anthony Lioi,8
1904,Water,1,The Waterbending Scroll,9,Oh,"[Moving hands and shouting excitedly.] Earth Nation! Fire Nation! Water Nation! So long as bargains are your inclination, you're welcome here! Don't be shy, come on by! [Sokka, Katara, and Aang walk by and he runs up to them.] Oh! You there, I can see from your clothing that you're world-traveling types. Perhaps I can interest you in some exotic curios?","Earth Nation! Fire Nation! Water Nation! So long as bargains are your inclination, you're welcome here! Don't be shy, come on by!  Oh! You there, I can see from your clothing that you're world-traveling types. Perhaps I can interest you in some exotic curios?",John O'Bryan,Anthony Lioi,8
1905,Water,1,The Waterbending Scroll,9,Aang,[Walks back to the man.] Sure! What are curios?,Sure! What are curios?,John O'Bryan,Anthony Lioi,8
1906,Water,1,The Waterbending Scroll,9,Oh,"[Looks confused and thinks.] I'm not entirely sure. But we got 'em! [Puts his hand on Aang's shoulder and smiles, walking him into the ship.]",I'm not entirely sure. But we got 'em!,John O'Bryan,Anthony Lioi,8
1907,Water,1,The Waterbending Scroll,9,Scene Description,"Cuts to the inside of the boat where strange collectibles are lined up on shelves on the walls. Aang, Katara, and Sokka walk in.",NA,John O'Bryan,Anthony Lioi,8
1908,Water,1,The Waterbending Scroll,9,Aang,"[Looks up close at an item on a shelf, confused.] Huh?",Huh?,John O'Bryan,Anthony Lioi,8
1909,Water,1,The Waterbending Scroll,9,Scene Description,Katara stares at an ornate monkey statue on one of the shelves eerily.,NA,John O'Bryan,Anthony Lioi,8
1910,Water,1,The Waterbending Scroll,9,Pirate captain,"[Standing in a dark doorway as Aang passes by with Momo on his back.] I've never seen such a fine specimen of lemur. [Walks into the light, an iguana parrot on his shoulder.] That beast would fetch me a hefty sum if you'd be interested in bartering. [The iguana parrot squawks at them.]",I've never seen such a fine specimen of lemur.  That beast would fetch me a hefty sum if you'd be interested in bartering.,John O'Bryan,Anthony Lioi,8
1911,Water,1,The Waterbending Scroll,9,Aang,[Grabbing Momo.] Momo's not for sale.,Momo's not for sale.,John O'Bryan,Anthony Lioi,8
1912,Water,1,The Waterbending Scroll,9,Scene Description,Shows Katara walking over to a shelf where a number of scrolls are kept. She grabs one with the waterbending symbol on it and opens it to see lines of waterbending diagrams and writing.,NA,John O'Bryan,Anthony Lioi,8
1913,Water,1,The Waterbending Scroll,9,Katara,"[Smiling.] Look at this, Aang. It's a waterbending scroll! [Aang walks over.] Check out these crazy moves.","Look at this, Aang. It's a waterbending scroll!  Check out these crazy moves.",John O'Bryan,Anthony Lioi,8
1914,Water,1,The Waterbending Scroll,9,Aang,"[Turns to the captain, excited.] Where did you get a waterbending scroll?",Where did you get a waterbending scroll?,John O'Bryan,Anthony Lioi,8
1915,Water,1,The Waterbending Scroll,9,Pirate captain,"[Slams his hand onto the scroll and pulls it away.] Let's just say I got it up North, at a most reasonable price, free. [Rolls the scroll back up and puts it away back in its shelf.]","Let's just say I got it up North, at a most reasonable price, free.",John O'Bryan,Anthony Lioi,8
1916,Water,1,The Waterbending Scroll,9,Sokka,"[Turns around and looks at the captain from the other side of the room.] Wait a minute ... Sea loving traders, with suspiciously acquired merchandise, [Raises eyebrows, almost yelling.] and pet reptile birds? [Turns around to Oh, almost spitting in his face.] You guys are pirates!","Wait a minute ... Sea loving traders, with suspiciously acquired merchandise,  and pet reptile birds?  You guys are pirates!",John O'Bryan,Anthony Lioi,8
1917,Water,1,The Waterbending Scroll,9,Oh,"[Puts his arm around a terrified Sokka's shoulders.] We prefer to think of ourselves as ""high risk traders.""","We prefer to think of ourselves as ""high risk traders.""",John O'Bryan,Anthony Lioi,8
