id,scene_description
2524,[Fades back to Aang.]
2528,[The tribe leaders look at each other skeptically.]
2529,[To the Gan Jin leader.]
2530,[Bowing.]
2532,[Appa licks Aang as the Gan Jin leader approaches.]
2534,[Covered in Appa's slobber.]
2535,[Recoils in disgust.]
2537,[Both tribes cheer as they start walking.]
2538,[Running forward.]
2541,[Flabbergasted.]
2543,[Shocked.]
2543,[In devilish admiration.]
2547,[Voice-over.]
2548,[Close-up as he is looking toward Katara; contentedly.]
2550,[Alarmed.]
2550,"[He looks to his left and right, uneasy.]"
2552,[Surprised.]
2553,"[Whispering, his tone sad.]"
2554,[Frontal shot; his voice soft and sad.]
2556,[Voice-over.]
2558,[Echoing voice-over.]
2558,[Cut to a downward view of an unconscious Aang sinking.]
2560,[Drowsily.]
2560,[He looks around.]
2561,"[Shot looking down, sliding right; Aang turns to his friends.]"
2561,"[He curls up, facing away from them.]"
2562,"[Curls up, facing away from Aang.]"
2563,"[Frontal shot of Aang with Katara behind him, looking at him in concern.]"
2564,[Looking lost.]
2566,[Briefly closing his eyes.]
2567,[Sitting up behind Katara; upbeat.]
2567,"[Katara glares at him, an expression Sokka returns.]"
2569,"[Pets Appa's head. Cut to a close shot as he looks up at a flock of birds arranged in a ""V"" flying overhead, their goose-like honking audible.]"
2571,[Looking from the contents of the bag up to Aang.]
2571,[She steps onto Appa's tail and walks to the saddle.]
2572,"[Side-shot as he suddenly straightens up, his tone serious.]"
2572,[Momo lands on the pack behind him.]
2573,"[Shot cuts beside Sokka, facing out toward Katara and Aang, who turn to look at him; curious.]"
2574,"[Frontal shot; his eyes are bugged out in terror and the camera zooms in on him, rolling slightly as the shot takes on a greenish tint and alien music dubs the scene.]"
2574,"[The colors return to normal as the shot cuts to Katara's face as she shakes her head. Behind her, Aang goes back to adjusting the reins. Cut to Sokka again as he points at Momo.]"
2574,[He glares at Momo while crossing his arms.]
2577,[Walking up to Iroh.]
2579,[He turns to face Zuko.]
2580,"[Taking a few steps in Iroh's direction, pointing briefly northward.]"
2581,[Cut to his face; stern.]
2582,[Cut to his face as he advances on his uncle angrily.]
2586,"[Reassuringly, a twinge of uncertainty in his voice, almost as if he does not fully believe what he is saying.]"
2588,[Scowling.]
2589,"[Shaking the watermelon, which emits an audible sloshing sound.]"
2590,"[As the shot zooms out, the merchant moves around the stand where Katara stands. Sokka and Aang, staff in hand, stand beside them; the former is filling a basket with fruit.]"
2591,[Taking a step toward Katara.]
2592,"[As the shot cuts to a frontal view of her, she puts the melon back on the stand.]"
2593,"[Annoyed, grabbing a basket full of fruits from Sokka.]"
2598,"[Camera cuts to show Aang, who appears alarmed by the prediction.]"
2599,[Gesturing to the sky with both arms.]
2600,[Nervously suggesting to Katara and Sokka.]
2601,[Indicating the fair weather.]
2605,"[Cut to a side shot of the couple, showing Sokka running up to them.]"
2606,"[Interrupting, raising his hand.]"
2607,"[Shoots a triumphant look at his wife, who scowls back.]"
2608,"[After a short pause, to Katara and Aang.]"
2609,"[Rounding on Sokka, his expression wild.]"
2612,[Pleasantly.]
2613,[Whirling around and walking toward Jee; angry.]
2613,[Jabs two fingers into Jee's chest.]
2613,"[Begins to walk away from Jee, who follows Zuko with his eyes, continuing his taunting after a short pause.]"
2614,"[Behind Jee, Iroh's expression turns to panic and he makes a cutting motion at his throat with his hand, trying to signal Lieutenant Jee to stop. Cut to Zuko's back as he stops walking before switching to his face as he listens to Jee's words.]"
2614,"[Cut to a close-up of Iroh's face as he gasps slightly, reaching out a hand in desperation before moving it to his forehead in resignation, believing Jee has gone too far. Cut back to Zuko's face, contorted with rage.]"
2616,"[Both Zuko and Jee wrist-block the other's arm; smoke rises from a furious Zuko's hand. Interrupting the staredown, Iroh extends an arm and pulls theirs apart; the smoke fades.]"
2623,[The fisherman turns around to look at Aang.]
2624,[Katara and Aang smile.]
2625,[Katara and Aang frown now.]
2627,[Aang's eyes widen.]
2628,"[Behind Katara's back, Aang slowly begins to backpedal away from her.]"
2628,[Katara turns around to see Aang backing away.]
2631,"[She gets on Appa, who is floating beside the dock.]"
2636,"[Hands Sokka a crate, interrupting him impolitely.]"
2638,[Quietly.]
2641,[Surprised.]
2642,[Speaks in a sad voice.]
2643,[Puts her hand on his shoulder.]
2665,[He picks up the propeller toy.]
2677,[Iroh cuts him off.]
2681,[Massages his beard.]
2684,[Places his hands on Zuko's shoulders.]
2685,[Points to the guard.]
2686,[Leads Zuko away with his left hand still on his shoulder.]
2688,[Another elder soldier walks by them into the war chamber.]
2689,[Bows to Iroh.]
2691,[Bujing shows the place on the map.]
2694,[Zuko is shown standing up.]
2696,[Massages his beard again.]
2696,[Slightly bows his head.]
2703,[Aang is shown making his own. But everyone else makes theirs vanish.]
2719,[To Aang.]
2723,[Flashback quickly ends.]
2725,[Flashback shows an overview of the chamber; the camera cuts to show Zuko preparing for the Agni Kai.]
2725,[Flashback shows the tippet that was on Zuko's shoulders fall down to the ground.]
2725,"[Frontal shot of a surprised Zuko; as the camera zooms in on him, his expression changes to one of fear.]"
2736,[Stands up.]
2736,[He activates the Avatar State.]
2741,"[Flashback starts again, showing Aang looking out the window of his bedroom.]"
2743,"[Gyatso is shown opening the door more, spotting the scroll, and opening it up. He gasps, and sees a storm coming outside the window.]"
2744,"[Still in present, but flashback playing still.]"
2744,"[Flashback shows Aang and Appa through the storm, and how Aang got into the iceberg.]"
2758,[Cut to a side-view of Zuko.]
2758,[Slightly lowers his head.]
2761,"[Frontal shot; kneels on his knees and forearms, while looking at the floor.]"
2761,"[Gazes up at his father, tears shimmering in his eyes as his voice starts to waiver.]"
2762,[Far off frontal shot of Zuko as Ozai's shadow and eventually his head come into view.]
2765,[Zuko pushes himself up on his knees and hands. Cut to a frontal shot of Zuko as he starts to shake.]
2765,"[Zuko looks up at Ozai, tears streaming down his face.]"
2767,[Voice-over; Iroh closes his eyes and averts his head to the left.]
2775,[Grabs lady and brings her near the fire.]
2824,[In response to Zhao; somewhat angrily.]
2825,[Annoyed.]
2829,[Cutting Zhao off mid-sentence while getting close to him and scoffing angrily.]
2831,[Furiously.]
2833,[Intrigued.]
2835,[Pleased.]
2837,[Pressing a wet rag onto Sokka's forehead.]
2841,[Laughs.]
2846,[Starts coughing.]
2848,"[She coughs again, this time with greater force, and lightly groans after.]"
2849,[Shielding his face.]
2850,[Delirious.]
2850,[He flails his arms as if he is hitting something.]
2851,[He grabs his glider and begins to head out just as a flash of lightning strikes.]
2851,[To Appa and Momo.]
2851,[Appa groans while Momo chitters.]
2854,[A larger Fire Nation ship pulls up next to theirs.]
2858,[To Zuko.]
2859,"[As Iroh makes a move in his Pai Sho game, another player slaps his hand against his own forehead as if he lost.]"
2860,[Looking down.]
2863,[Iroh wins his game.]
2863,[A crew member punches himself.]
2865,[Reading Aang's wanted poster out loud.]
2868,[Weakly.]
2869,[Also weak.]
2869,[Holds up a water skin.]
2869,"[She is shown through Momo's eyes, speaking gibberish.]"
2869,[Momo takes the skin and flies off.]
2871,[Speaking fast.]
2871,[Gets cut off by the herbalist.]
2872,[She pets Miyuki who begins to purr.]
2876,"[Walking among the shrubbery, looking around and muttering to herself.]"
2881,"[Turning back, desperation and fear on his face.]"
2881,[Turns back out to sea and whispers.]
2883,[She plucks a flower from the tree.]
2884,[He lifts up his head off the table.]
2884,"[Close-up of the mixing bowl as the herbalist drops the flower into the mixture, and Aang grabs for the bowl.]"
2888,"[Close-up, holding her spoon at the ready for a new attack.]"
2889,"[Rubs his hand, flinching.]"
2890,[Lowers her spoon; laughs.]
2893,[Confused.]
2895,[Shocked and disgusted; his eye twitches.]
2898,[Crazily.]
2900,"[Screams as he sees the Yuyan Archers taking aim at him. Panicking, he frees himself from the arrow that had pinned his foot to the ground and runs. He falls off a cliff into a swamp and finds the frozen frogs.]"
2903,[Angry.]
2904,[Aang looks down sadly.]
2904,[Aang looks angry again.]
2904,"[Aang takes a deep breath and blows at gale force at Zhao, who falls over.]"
2906,[Weakly.]
2907,[Weakly.]
2909,[Weakly; in disgust.]
2909,[Momo's ear go straight up. He jumps off her and scampers.]
2915,[The crowd cheers.]
2915,[The crowd cheers.]
2917,[To the frogs.]
2919,[The Blue Spirit opens the door and motions for him to follow.]
2921,"[The Blue Spirit comes back, picks him up by the collar and carries him out.]"
2923,"[With a weak, sickly voice.]"
2924,[Delirious.]
2924,[Katara gets an annoyed look on her face.]
2932,[Shouting.]
2932,"[Cut to the escapees running, Aang passes the Blue Spirit.]"
2941,[Through gritted teeth.]
2954,[To Zuko.]
2961,[With his mouth full; still spouting out nonsense.]
2968,[Excitedly.]
2970,[Camera zooms out to the lake and the group's camp site.]
2972,[Observes the fishing pole.]
2973,[Sheepishly.]
2973,[He holds up an intricately woven necklace decorated with a red flower.]
2974,[Walks over and examines the necklace.]
2975,[Rises to his feet.]
2977,[Smiling and approaching him.]
2977,[Takes the necklace.]
2978,[Sarcastically.]
2983,[Off-camera.]
2985,[Nervously.]
2985,[Puts his right hand behind his head in embarrassment.]
2986,"[Emerges from the water, holding the se tu.]"
2986,"[Makes kissing noises before the se tu breaks free from his grasp, slapping Sokka in the face with its tail and disappearing under the water.]"
2987,[Embarrassed.]
2988,[Annoyed.]
2988,[Pats the side of his head.]
2988,"[Pets Momo, who lands on Aang's shoulder.]"
2989,[Dismayed.]
2991,[Urgently.]
2993,[Dodges another swift swing of the bear's claws.]
2998,[Happily.]
2998,[Laughs bemusedly.]
2999,[Cups a hand to her mouth and makes gestures with her other hand.]
3000,[Swings a fist upward.]
3004,[Holding his hands out in front of him and assuming a fighting stance.]
3006,[Joyfully picks up the egg.]
3006,[He sniffs it.]
3007,[Folds hands together and bows slightly.]
3010,[Looks off to the side as she ponders this.]
3010,[Faces the man with a bright expression on her face.]
3012,[Cheerfully.]
3012,[He bids them a farewell and begins to walk away only to turn back again.]
3014,[Excitedly.]
3019,[She ducks under the umbrella.]
3020,[Holding egg above his head to shield himself from the rain.]
3021,[Smugly.]
3023,[Crossly.]
3025,[Stops walking and hops from foot to foot in an exaggerated way.]
3025,[The rain continues to fall.]
3029,[Disgusted.]
3032,[Excitedly.]
3036,[Pleased.]
3037,[Rubs nose in disinterest.]
3038,[Aang and Katara seat themselves on the pillows.]
3039,[Brightening.]
3040,[Holds up index finger in gesture.]
3040,[To Aang.]
3041,[Flatly.]
3042,[Delighted.]
3044,[Awkwardly.]
3045,[Waves hand in dismissal and jokes.]
3045,[Spreads arms outward in emphasis.]
3047,[Begins walking away.]
3047,[Smiles slyly.]
3047,[Turns and leaves.]
3051,[Nonchalantly.]
3054,"[Dreamily, while casting Aang a flirtatious look.]"
3055,[Breezily.]
3056,[Trying to contain her laughter.]
3058,[Nervously.]
3058,[Leaves in a hurry.]
3062,[Rising in anticipation.]
3064,[Delighted; with his mouth full.]
3064,[Holding out bowl to Aang.]
3065,[Refusing the bowl.]
3065,[Sokka shrugs and continues eating the puffs; trying to act casual.]
3066,"[Causally, holding up puff.]"
3067,[Trying to act cool.]
3067,[Tenses a bit and bites his fingers nervously.]
3070,[Aang sticks out his tongue; slight pause.]
3070,[Aang immediately perks up upon hearing this.]
3071,[Somewhat dramatically.]
3072,[Excitedly.]
3077,"[Disgusted, looking away and holding up a hand to signal Aang to stop.]"
3078,[Entering the room with Katara.]
3079,[Rising.]
3080,[Dryly.]
3081,[Holding up his hands in protest.]
3082,[Sokka resumes picking his teeth in disgust; to Aang.]
3084,[Urging Aang to pick a bone.]
3084,[Aang takes one bone and they sit down.]
3084,[Aang tosses the bone into the fire.]
3087,[Surprised.]
3089,[Her and Aang shielding their faces in surprise.]
3089,[Cuts to shot of the bone lying in the fire and back to Aunt Wu who is fascinated.]
3090,[Casually.]
3091,[Surprised.]
3092,[Excited.]
3095,[Trying to cheer him up.]
