feature_id,description,history
459903,NA,"Some suggest the town is named for a Mr. Orrin Sage of Wareham, Massachusetts, who commonly signed his name 'O. Sage'. He donated $2000 and 600 acres of land for a public library. Others feel the town was named after the well known tribe of Indians known as the Osage. Founded in 1856 and incorporated in 1871."
459906,NA,Incorporated in 1866 and reincorporated in 1886.
459913,NA,Founded in 1877.
459918,NA,Founded in 1879 and incorporated in 1888.
459952,NA,Founded in 1843 and incorporated in 1888.
459973,NA,Founded in 1884 and incorporated in 1920.
459975,NA,Founded in 1868 and incorporated in 1881.
459977,NA,Founded in 1872 and incorporated in 1884.
459978,NA,Founded in 1861.
459980,NA,Founded in 1886 and incorporated in 1909.
459983,NA,Founded in 1871 and incorporated in 1882.
459986,NA,Founded in 1883 and incorporated in 1894.
459998,NA,Founded in 1900 and incorporated in 1901.
460003,NA,Founded in 1847.
460004,NA,"Founded in 1854. A Spanish word meaning ""stick."""
460029,NA,Incorporated on 7 December 1874.
460045,NA,Founded in 1882 and incorporated in 1883.
460061,NA,Founded in 1882.
460063,NA,Pella was known as Straw Town for a long time because the first improvised houses of the Dutch colony there were built of straw. Founded in 1848 and incorporated in 1868.
460077,NA,"Founded in 1853. Named after the city of Peoria, Illinois."
460080,NA,"Founded in 1883 and incorporated in 1933. An Indian word meaning ""gorge in the rocks."""
460083,NA,Founded in 1890.
460089,NA,Founded in 1869 and incorporated in 1875.
460093,NA,Founded in 1928.
460096,NA,Founded in 1882 and incorporated in 1891.
460100,NA,Founded in 1874. Current spelling of the name adopted in 1894.
460102,NA,Platted in 1881.
460155,NA,Platted in 1881.
460200,NA,"The name Plainfield is borrowed from Plainfield, Illinois. (IA-T6) Founded in 1866 and incorporated in 1895."
460201,NA,Disincorporated in 1987.
460204,NA,Founded in 1879 and incorporated in 1916.
460234,NA,Incorporated in 1956.
460275,NA,Founded in 1836 and incorporated in 1900.
460320,NA,Founded in 1854 and incorporated in 1884.
460321,NA,Founded in 1849 and incorporated in 1872.
460323,NA,Founded in 1882 and incorporated in 1900.
460339,NA,Founded in 1870 and incorporated in 1900.
460342,NA,Founded in 1870 and incorporated in 1892. Became the county seat of Pocahontas County in 1875.
460351,NA,Founded in 1850 and incorporated in 1875.
460354,NA,Platted in 1870 and incorporated in 1880.
460361,NA,Incorporated in 1908.
460369,NA,Founded in 1882 and incorporated in 1883.
460373,NA,Platted in 1853. Incorporated on 11 March 1873.
460449,NA,Named by combining the initials of the persons present at the laying of the corner stone.
460466,NA,Platted in 1878 and incorporated in 1894.
460469,NA,Founded in 1856.
460483,"Located along the Wapsipinicon River, 14.5 km (9 mi) southeast of Independence.","Settled around 1840 after 250,000 acres were ceded to the US Government in a treaty signted in 1837.  ""Quasqueton"" is a corruption of ""Quasquetuck"" meaning ""swift running waters.""  (US-T131/1967/History of Quasqueton, p2)"
460495,NA,Founded in 1880 and incorporated in 1891.
460510,NA,Founded in 1900 and incorporated in 1908.
460511,NA,Current name adopted in 1891. Incorporated in 1900.
460519,NA,Founded in 1873 and incorporated in 1896.
460520,NA,Founded in 1878 and incorporated in 1940.
460522,NA,Founded in 1877 and incorporated in 1881.
460531,NA,Founded in 1892 and incorporated in 1897.
460541,NA,Platted in 1857 and incorporated in 1956.
460544,NA,Founded in 1903 and incorporated in 1905.
460545,NA,Founded in 1877 and incorporated in 1912.
460554,NA,Founded in 1869 and incorporated in 1876. Named on account of a near-by grove of trees of this species.
460563,NA,Founded in 1880.
460567,NA,"Named New Ireland when the Cavnaugh brothers platted the town in 1850, the town was renamed Redfield in honor of Col. James Redfield who was killed during the Civil War. (IA-T1)"
460584,NA,Incorporated in 1889.
460626,NA,Platted in 1899.
460638,NA,Platted in 1904.
460642,NA,"Named for Captain C. M. Rippey, an old settler."
460657,NA,Founded in 1872 and incorporated in 1882.
460679,NA,Founded in 1870 and incorporated in 1876.
460699,NA,Founded in 1888 and incorporated in 1910.
460739,NA,Founded in 1858 and incorporated in 1882.
460743,NA,Founded in 1874. Named from its location on the falls of Rock River.
460754,NA,Platted in 1876.
460813,NA,Platted in 1882.
460817,NA,Platted in 1855.
460836,NA,Founded in 1884 and incorporated in 1901.
460837,NA,Founded in 1873 and incorporated in 1920.
460839,NA,Founded in 1900 and incorporated in 1910.
460841,NA,Founded in 1900.
460844,NA,"Originally platted as Danville in 1869, the town was renamed for a man who promised to contribute $1000 for a church if the town was renamed for him. (IA-T1) Incorporated in 1900."
460848,NA,Founded in 1881 ans incorporated in 1903.
460861,NA,Founded in 1867 and incorporated in 1887.
460866,NA,Founded in 1878 and incorporated in 1885.
460867,NA,Founded in 1869 and incorporated in 1907.
460870,NA,Founded in 1888 and incorporated in 1901.
460877,NA,"There lived in Carrollport now Sabula, a person named Carroll with a bad  reputation.  Even though he had come after the town was named, the townspeople insinuated that the town was named after him.  This is one of the factors that brought about a name change (IA-T6).  Before 1846, the town had been called Carrolport, and then Charlestown.  The name was changed to Sabula in honor of Mrs. Sabula Wood (IA-T1)."
460882,NA,Named for an Indian tribe.
460930,NA,"This name was not borrowed from the sacred calendar, it is said, but from the names of two proprietors; Anthony R. Pierce and J. Q. Saint.  The present  combination was chosen because the form was already familar. (IA-T6)"
461233,NA,Founded in 1872 and incorporated in 1900.
461380,NA,"Known from 1856 to 1878 as New Buffalo, the town was named Salix, short for Salix Longifolia, the scientific name for the willow trees fringing the  banks of a small lake in the vicinity. (IA-T2)"
461464,NA,The inhabitants of this town named it after their home province in Prussia. Previosly it had been called Morgan and Hohenzollern. (IA-T1) Platted in 1899.
461484,NA,Founded in 1872.
461492,NA,Platted in 1869 and incorporated in 1880.
461494,NA,"First called Reynolds, the town officially adopted its present name, Swea City, in 1893. It is derived from the swedish word, Svea. (IA-T1) Incorporated in 1895."
461495,NA,Incorporated in 1876.
461507,NA,"First known as Floyds Bluff, it was later named Sergeant Bluff, both names honoring Sergeant Charles Floyd, a new member of the Lewis and Clark expedittion who died on the journey. (IA-T1)"
461518,NA,"A doctor Rodgers made the remark that the chief engineer of the railroad and the then governor of New York were both named Seymour.  Mr. Fox then spoke  up and suggested, 'Yes, and Seymour is the name of the best town in Indiana, too.'  The name was thus selected (IA-T6)."
461541,NA,Founded in 1884 and incorporated in 1905. Current spelling of name adopted in 1892.
461552,NA,Founded in 1874 and incorporated in 1876.
461554,NA,Platted in 1870 and incorporated in 1877.
461555,NA,Founded in 1873 and incorporated on 18 January 1882.
461558,NA,Founded in 1873 and incorporated in 1876.
461561,NA,Founded in 1855 and incorporated in 1875.
461565,NA,Founded in 1854 and incorporated in 1874.
461566,NA,Founded in 1870 and incorporated in 1871.
461591,NA,Incorporated in 1968.
461598,NA,Founded in 1872 and incorporated in 1876.
461599,NA,"Founded in 1851 and incorporated in 1870. Named after the city of Sidney, Ohio."
461606,NA,Founded in 1844 and incorporated in 1858.
461609,NA,Founded in 1879 and incorporated in 1883.
461652,NA,Founded in 1889 and incorporated in 1891.
461653,NA,Founded in 1854. Incorporated in 1857.
461655,NA,County seat of Buena Vista County from 1869 to 1878.
461667,NA,Incorporated in 1890.
461673,NA,"Sloan was named after Samuel Sloan, a well known New York railroad man. The town was established after the railroad came through around 1868. (IA-T2) Incorporated in 1883."
461707,NA,"The town of Smithland, sometimes called Smithtown, was settled by three Apostate Mormans; William White, Curtis Lamb, and J. Sumner. In honor of the first of these, it was originally called Whites Settlement. In 1852, Orrin B.(Old Buckskin) Smith, his brother Edwin, and John Hurley, purchased two claims from Sumner. The settlement became known as Smithland, in honor of Smith who greatly helped build the community. (IA-T2) Incorporated in 1883."
461739,NA,Founded in 1899 and incorporated in 1901.
461748,NA,Incorporated in 1877.
461750,NA,Platted in 1900 and incorporated in 1902.
461775,NA,Founded in 1855 and incorporated in 1892.
461847,NA,Founded in 1869.
461848,NA,Founded in 1860 and incorporated in 1894.
461851,NA,Incorporated in 1878.
461859,NA,Founded in 1867 and incorporated in 1912.
461898,NA,Founded in 1872 and incorporated in 1881.
461955,NA,Founded in 1870 and incorporated in 1883.
461958,NA,Platted in 1868 and incorporated in 1886.
461964,NA,Founded in 1863 and incorporated in 1867.
461977,NA,Founded in 1855 and incorporated in 1875. Current name adopted in 1870.
462001,NA,Incorporated in 1903.
462002,NA,"The name was Fulton in 1855, but later, when a shipment of goods went to another Iowa town of that name, the name was changed. (IA-T1) Incorporated in 1902."
462017,NA,Founded in 1869 and incorporated in 1873. Became the county seat of Buena Vista County in 1878.
462019,NA,Founded in 1878 and incorporated in 1881.
462020,NA,Founded in 1872 and incorporated in 1909.
462029,NA,Founded in 1880 and incorporated in 1883.
462032,NA,Founded in 1853 and incorporated in 1887.
462040,NA,Founded in 1889 and incorporated in 1895.
462041,NA,Founded in 1870 and incorporated in 1877.
462071,NA,Founded in 1882 and incorporated in 1901.
462074,NA,Founded in 1871.
462083,NA,Founded in 1870 and incorporated in 1894.
462084,NA,Founded in 1891.
462121,NA,Founded in 1882 and incorporated in 1895.
462123,NA,Founded in 1882 and incorporated in 1883.
462129,NA,Founded in 1887 and incorporated in 1892.
462147,NA,Current name adopted in 1870.
462157,NA,Founded in 1904 and incorporated in 1933.
462169,NA,Founded in 1852 and incorporated in 1868.
462172,NA,Founded in 1882.
462174,NA,Founded in 1860.
462191,NA,Platted in 1882 and incorporated in 1883.
462194,NA,Founded in 1902 and incorporated in 1915.
462198,NA,Founded in 1895 and incorporated in 1899.
462202,NA,Incorporated in 1894.
462216,NA,Founded in 1892 and incorporated in 1894.
462224,NA,Founded in 1881 and incorporated in 1900.
462226,NA,Founded in 1879 and incorporated in 1883.
462227,NA,Founded in 1887 and incorporated in 1892.
462237,NA,Founded in 1856 and incorporated in 1879.
462241,NA,"Founded in 1867 and incorporated in 1906. Named after the city of Tiffin, Ohio."
462251,NA,Founded in 1881 and incorporated in 1884.
462257,NA,Platted in 1840 and incorporated in 1857.
462264,NA,Founded in 1898 and incorporated in 1900.
462271,NA,"Founded in 1853 and incorporated in 1866. Named after the city of Toledo, Ohio."
462280,NA,"Founded in 1853 and incorporated in 1909. Named after Toronto, Ontario."
462294,NA,Founded in 1873 and incorporated in 1875
462298,NA,Founded in 1893 and incorporated in 1905.
462329,NA,Incorporated in 1894.
462339,NA,"Founded in 1848. Named after the city of Troy, Ohio."
462343,NA,Founded in 1870.
462348,NA,Incorporated in 1917.
462360,NA,"Founded in 1887 and incorporated in 1900. Named after the city of Turin, Italy."
462413,NA,Founded in 1895 and incorporated in 1903.
462414,NA,Founded in 1900.
462415,NA,Founded in 1869 and incorporated in 1902.
462416,NA,Founded in 1868 and incorporated in 1874.
462475,NA,Founded in 1849 and incorporated in 1922.
462482,NA,Founded in 1928 and incorporated in 1935.
462486,NA,Founded and incorporated in 1909.
462503,NA,Founded in 1847 and incorporated in 1892. Current spelling of the name adopted in 1880.
462504,NA,Incorporated in 1917.
462506,NA,Incorporated in 1891.
462511,NA,Founded in 1869 and incorporated in 1875.
462514,NA,Founded in 1883.
462533,NA,Founded and incorporated in 1883.
462534,NA,Founded in 1869 and incorporated in 1877.
462538,NA,"Founded in 1853 and incorporated in 1891. Current name adopted in 1880. Named after the city of Van Wert, Ohio."
462545,NA,Founded in 1899 and incorporated in 1901.
462549,NA,Founded in 1885 and incorporated in 1960.
462561,NA,Founded in 1863 and incorporated in 1868. Current name adopted in 1865.
462574,NA,"The town was first known as The Forks because of its position between The Middle and The West Nodaway Rivers. The present name, Villisca, means in Indian, 'a pretty place.' Incorporated in 1869."
462577,NA,Founded in 1887 and incorporated in 1898.
462578,NA,Founded in 1881 and incorporated in 1913.
462580,NA,Founded in 1849 and incorporated in 1869.
462589,NA,Laid out in 1852.
462592,NA,Platted in 1856.
462593,NA,Platted in 1900.
462607,NA,Platted in 1884 and incorporated in 1954. Current name adopted in 1899.
462608,NA,Founded in 1873 and incorporated in 1891.
462614,NA,Founded in 1877 and incorporated in 1880.
462622,NA,Founded in 1882 and incorporated in 1913.
462626,NA,Founded in 1871 and incorporated in 1877.
462662,NA,Incorporated in 1856.
462686,NA,Founded in 1839 and incorporated in 1864. Named for former U.S. President George Washington.
462723,NA,Founded in 1868 and incorporated in 1890.
462727,NA,Founded in 1845 and incorporated in 1868.
462734,NA,Incorporated in 1912.
462744,NA,Founded in 1859.
462752,NA,Incorporated in 1878.
462754,NA,Founded in 1853 and incorporated in 1883.
462757,NA,Founded in 1854 and incorporated on 25 April 1859.
462772,Located 17.7 k (11 mi) W of Winterset (US-T121).,NA
462784,NA,Founded in 1880.
462787,NA,Founded in 1870 and incorporated in 1885.
462790,NA,Founded in 1894 and incorporated in 1896.
462796,NA,Founded in 1871 and incorporated in 1908.
462798,NA,Founded in 1871 and incorporated in 1892.
462803,NA,Founded in 1856.
462807,NA,Platted in 1869 and incorporated in 1875.
462827,NA,Founded in 1882 and incorporated in 1883.
