brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,12S Fair Sand (fair skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2241934sw?$50px$,12S Fair Sand (fair skin w/ yellow undertones),Fair Sand,12S,RGB,#F8C996,31.2244897959184,0.875,0.780392156862745
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,12B Fair Beige (fair skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2260697sw?$50px$,12B Fair Beige (fair skin w/ pink undertones),Fair Beige,12B,RGB,#F6CC9D,31.685393258427,0.831775700934579,0.790196078431373
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,13N Ivory (fair skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2241935sw?$50px$,13N Ivory (fair skin w/ neutral undertones),Ivory,13N,RGB,#F1C491,31.875,0.774193548387097,0.756862745098039
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,16N Fair-Light Neutral (fair to light skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2282443sw?$50px$,16N Fair-Light Neutral (fair to light skin w/ neutral undertones),Fair-Light Neutral,16N,RGB,#ECB275,30.7563025210084,0.75796178343949006,0.692156862745098
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,16H Fair-Light Honey (fair to light skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2260698sw?$50px$,16H Fair-Light Honey (fair to light skin w/ peach undertones),Fair-Light Honey,16H,RGB,#E6AD74,30,0.695121951219512,0.67843137254902
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,22S Light Sand (light skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2241936sw?$50px$,22S Light Sand (light skin w/ yellow undertones),Light Sand,22S,RGB,#EBB67B,31.6071428571429,0.736842105263158,0.701960784313725
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,22N Light Neutral (light skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2260700sw?$50px$,22N Light Neutral (light skin w/ neutral undertones),Light Neutral,22N,RGB,#F1C288,33.1428571428571,0.789473684210526,0.73921568627451
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,22B Light Beige (light skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2260699sw?$50px$,22B Light Beige (light skin w/ pink undertones),Light Beige,22B,RGB,#E7B382,29.1089108910891,0.67785234899328894,0.707843137254902
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,22G Light Golden (light skin w/ golden or olive undertones),https://images.ulta.com/is/image/Ulta/2538327sw?$50px$,22G Light Golden (light skin w/ golden or olive undertones),Light Golden,22G,RGB,#D3A46E,32.0792079207921,0.534391534391534,0.629411764705882
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,27S Light-Medium Sand (light to medium skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2260701sw?$50px$,27S Light-Medium Sand (light to medium skin w/ yellow undertones),Light-Medium Sand,27S,RGB,#DEA269,29.2307692307692,0.639344262295082,0.641176470588235
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,27N Light-Medium Neutral (light to medium skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2282444sw?$50px$,27N Light-Medium Neutral (light to medium skin w/ neutral undertones),Light-Medium Neutral,27N,RGB,#E8AD73,29.7435897435897,0.717791411042945,0.680392156862745
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,29B Light-Medium Beige (light to medium skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2260702sw?$50px$,29B Light-Medium Beige (light to medium skin w/ pink undertones),Light-Medium Beige,29B,RGB,#DEA877,28.5436893203883,0.609467455621302,0.668627450980392
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,29H Light-Medium Honey (light to medium skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2241937sw?$50px$,29H Light-Medium Honey (light to medium skin w/ peach undertones),Light-Medium Honey,29H,RGB,#E5A769,30,0.704545454545455,0.654901960784314
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,35S Medium Sand (medium skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2260703sw?$50px$,35S Medium Sand (medium skin w/ yellow undertones),Medium Sand,35S,RGB,#E6A766,30.46875,0.719101123595506,0.650980392156863
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,35N Medium Neutral (medium skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2282446sw?$50px$,35N Medium Neutral (medium skin w/ neutral undertones),Medium Neutral,35N,RGB,#DEA169,28.7179487179487,0.639344262295082,0.641176470588235
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,35B Medium Beige (medium skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2282445sw?$50px$,35B Medium Beige (medium skin w/ pink undertones),Medium Beige,35B,RGB,#E0A170,26.25,0.64367816091954,0.658823529411765
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,35H Medium Honey (medium skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2241938sw?$50px$,35H Medium Honey (medium skin w/ peach undertones),Medium Honey,35H,RGB,#E6A973,28.1739130434783,0.696969696969697,0.676470588235294
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,36H Medium-Tan Honey (medium to tan skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2260704sw?$50px$,36H Medium-Tan Honey (medium to tan skin w/ peach undertones),Medium-Tan Honey,36H,RGB,#D9A16D,28.8888888888889,0.58695652173913,0.63921568627451
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,37S Medium-Tan Sand (medium to tan skin w/ yellow undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2538325sw?$50px$,37S Medium-Tan Sand (medium to tan skin w/ yellow undertones),Medium-Tan Sand,37S,RGB,#A66C47,23.3684210526316,0.40084388185654,0.464705882352941
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,37B Medium-Tan Beige (medium to tan skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2538340sw?$50px$,37B Medium-Tan Beige (medium to tan skin w/ pink undertones),Medium-Tan Beige,37B,RGB,#A76D49,22.9787234042553,0.391666666666667,0.470588235294118
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,39N Medium-Tan Neutral (medium to tan skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2538330sw?$50px$,39N Medium-Tan Neutral (medium to tan skin w/ neutral undertones),Medium-Tan Neutral,39N,RGB,#B37E4C,29.126213592233,0.403921568627451,0.5
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,40H Tan Honey (tan skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2241939sw?$50px$,40H Tan Honey (tan skin w/ peach undertones),Tan Honey,40H,RGB,#CC905C,27.8571428571429,0.523364485981308,0.580392156862745
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,42G Tan Golden (tan skin w/ golden or olive undertones),https://images.ulta.com/is/image/Ulta/2538334sw?$50px$,42G Tan Golden (tan skin w/ golden or olive undertones),Tan Golden,42G,RGB,#C89362,28.8235294117647,0.481132075471698,0.584313725490196
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,42N Tan Neutral (tan skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2538328sw?$50px$,42N Tan Neutral (tan skin w/ neutral undertones),Tan Neutral,42N,RGB,#BD895E,27.1578947368421,0.418502202643172,0.554901960784314
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,44S Tan Sand (tan skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2282447sw?$50px$,44S Tan Sand (tan skin w/ yellow undertones),Tan Sand,44S,RGB,#CA8C52,29,0.530973451327434,0.556862745098039
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,46S Tan-Deep Sand (tan to deep skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2241940sw?$50px$,46S Tan-Deep Sand (tan to deep skin w/ yellow undertones),Tan-Deep Sand,46S,RGB,#C98950,28.2644628099174,0.528384279475983,0.550980392156863
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,47H Tan-Deep Honey (tan to deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2282448sw?$50px$,47H Tan-Deep Honey (tan to deep skin w/ peach undertones),Tan-Deep Honey,47H,RGB,#C6844E,27,0.512820512820513,0.541176470588235
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,47G Tan-Deep Golden (tan to deep skin w/ golden or olive undertones),https://images.ulta.com/is/image/Ulta/2538332sw?$50px$,47G Tan-Deep Golden (tan to deep skin w/ golden or olive undertones),Tan-Deep Golden,47G,RGB,#A16536,26.3551401869159,0.497674418604651,0.42156862745098
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,48N Tan-Deep Neutral (tan to deep skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2538349sw?$50px$,48N Tan-Deep Neutral (tan to deep skin w/ neutral undertones),Tan-Deep Neutral,48N,RGB,#9A653E,25.4347826086957,0.425925925925926,0.423529411764706
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,51S Deep Sand (deep skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2241941sw?$50px$,51S Deep Sand (deep skin w/ yellow undertones),Deep Sand,51S,RGB,#B27246,24.4444444444444,0.435483870967742,0.486274509803922
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,51G Deep Golden (deep skin w/ golden or olive undertones),https://images.ulta.com/is/image/Ulta/2538345sw?$50px$,51G Deep Golden (deep skin w/ golden or olive undertones),Deep Golden,51G,RGB,#844F2E,23.0232558139535,0.48314606741573,0.349019607843137
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,51N Deep Neutral (deep skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2538344sw?$50px$,51N Deep Neutral (deep skin w/ neutral undertones),Deep Neutral,51N,RGB,#67442D,23.7931034482759,0.391891891891892,0.290196078431373
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,53H Deep Honey (deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2282449sw?$50px$,53H Deep Honey (deep skin w/ peach undertones),Deep Honey,53H,RGB,#9C613B,23.5051546391753,0.451162790697674,0.42156862745098
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,56G Rich Golden (deeper skin w/ golden or olive undertones),https://images.ulta.com/is/image/Ulta/2538338sw?$50px$,56G Rich Golden (deeper skin w/ golden or olive undertones),Rich Golden,56G,RGB,#704533,17.7049180327869,0.374233128834356,0.319607843137255
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,57S Rich Sand (deeper skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2538343sw?$50px$,57S Rich Sand (deeper skin w/ yellow undertones),Rich Sand,57S,RGB,#734132,13.8461538461538,0.393939393939394,0.323529411764706
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,57H Rich Honey (deeper skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2282450sw?$50px$,57H Rich Honey (deeper skin w/ peach undertones),Rich Honey,57H,RGB,#7B4D2B,25.5,0.481927710843373,0.325490196078431
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,58N Rich Neutral (deeper skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2538346sw?$50px$,58N Rich Neutral (deeper skin w/ neutral undertones),Rich Neutral,58N,RGB,#5D3B29,20.7692307692308,0.388059701492537,0.262745098039216
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,60H Mahogany (very deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2538333sw?$50px$,60H Mahogany (very deep skin w/ peach undertones),Mahogany,60H,RGB,#53332A,13.1707317073171,0.328,0.245098039215686
Tarte,Clay Stick Foundation,https://www.ulta.com/clay-stick-foundation?productId=xlsImpprod16321378,Tan Deep Honey (tan to deep skin w/ peach undertones)  selected,https://images.ulta.com/is/image/Ulta/2511248sw?$tn$,Tan Deep Honey (tan to deep skin w/ peach undertones),Tan Deep Honey,NA,RGB,#C8794A,22.3809523809524,0.533898305084746,0.537254901960784
Tarte,Clay Stick Foundation,https://www.ulta.com/clay-stick-foundation?productId=xlsImpprod16321378,Deep Honey (deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2511253sw?$50px$,Deep Honey (deep skin w/ peach undertones),Deep Honey,NA,RGB,#954834,12.3711340206186,0.482587064676617,0.394117647058824
Tarte,Clay Stick Foundation,https://www.ulta.com/clay-stick-foundation?productId=xlsImpprod16321378,Rich Honey (deeper skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2511251sw?$50px$,Rich Honey (deeper skin w/ peach undertones),Rich Honey,NA,RGB,#793223,10.4651162790698,0.551282051282051,0.305882352941176
Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Natural Beige (medium with neutral undertones)  selected,https://images.ulta.com/is/image/Ulta/2566720sw?$tn$,Natural Beige (medium with neutral undertones),Natural Beige,NA,RGB,#D58352,22.4427480916031,0.609302325581395,0.57843137254902
Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Cloud (fairest with neutral to rosy undertones),https://images.ulta.com/is/image/Ulta/2566710sw?$50px$,Cloud (fairest with neutral to rosy undertones),Cloud,NA,RGB,#FDD1B9,21.1764705882353,0.944444444444444,0.858823529411765
Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Swan (very fair with neutral undertones),https://images.ulta.com/is/image/Ulta/2566711sw?$50px$,Swan (very fair with neutral undertones),Swan,NA,RGB,#FCCEAF,24.1558441558442,0.927710843373494,0.837254901960784
Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Snow (very fair with neutral to rosy undertones),https://images.ulta.com/is/image/Ulta/2566708sw?$50px$,Snow (very fair with neutral to rosy undertones),Snow,NA,RGB,#FCC9AC,21.75,0.930232558139535,0.831372549019608
Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Ivory (very fair with golden undertones),https://images.ulta.com/is/image/Ulta/2566709sw?$50px$,Ivory (very fair with golden undertones),Ivory,NA,RGB,#FDC396,26.2135922330097,0.962616822429906,0.790196078431373
Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Almond (fair with golden undertones),https://images.ulta.com/is/image/Ulta/2566707sw?$50px$,Almond (fair with golden undertones),Almond,NA,RGB,#F3B98C,26.2135922330097,0.811023622047244,0.750980392156863
Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Seashell (fair with rosy undertones),https://images.ulta.com/is/image/Ulta/2566712sw?$50px$,Seashell (fair with rosy undertones),Seashell,NA,RGB,#EFB08B,22.2,0.757575757575758,0.741176470588235
Too Faced,Born This Way Matte 24 Hour Foundation,https://www.ulta.com/born-this-way-matte-24-hour-foundation?productId=pimprod2016800,Pearl (fair with neutral to rosy undertones),https://images.ulta.com/is/image/Ulta/2566714sw?$50px$,Pearl (fair with neutral to rosy undertones),Pearl,NA,RGB,#FCBE95,23.8834951456311,0.944954128440367,0.786274509803922
