judge_id,court_name,court_type,president_name,president_party,nomination_date,predecessor_last_name,predecessor_first_name,senate_confirmation_date,commission_date,chief_judge_begin,chief_judge_end,retirement_from_active_service,termination_date,termination_reason
2540,"U. S. District Court, Western District of Pennsylvania",USDC,Richard M. Nixon,Republican,03/11/1970,Willson,Joseph P.,04/23/1970,04/24/1970,NA,NA,NA,03/27/1973,Appointment to Another Judicial Position
3251,Court of Claims,Court of Claims,Chester A. Arthur,Republican,12/12/1883,Davis,J.C. Bancroft,12/18/1883,12/18/1883,NA,NA,NA,04/10/1905,Death
2541,"U. S. District Court, Northern District of Ohio",USDC,Ulysses Grant,Republican,12/02/1873,Sherman,Charles T.,12/08/1873,12/08/1873,NA,NA,NA,06/01/1889,Retirement
2542,"U. S. District Court, Southern District of California",USDC,Grover Cleveland,Democratic,02/25/1895,Ross,Erskine M.,03/01/1895,03/01/1895,NA,NA,NA,01/31/1915,Retirement
3314,U. S. Customs Court,U. S. Customs Court,Reassignment,Reassignment,NA,new,NA,NA,05/28/1926,NA,NA,NA,09/30/1930,Death
2543,"U. S. District Court, Western District of Tennessee",USDC,Richard M. Nixon,Republican,11/24/1970,new,NA,12/11/1970,12/12/1970,NA,NA,NA,09/10/1982,Appointment to Another Judicial Position
2544,"U. S. District Court, Northern District of Ohio",USDC,William J. Clinton,Democratic,11/19/1993,Manos,John Michael,02/10/1994,02/11/1994,NA,NA,02/14/2006,NA,NA
2545,"U. S. District Court, District of Missouri",USDC,Andrew Jackson,Democratic,06/16/1836,Peck,James H.,06/27/1836,06/27/1836,NA,NA,NA,03/03/1857,Reassignment
2546,"U. S. District Court, Eastern District of Pennsylvania",USDC,Herbert Hoover,Republican,04/14/1932,Thompson,J. Whitaker,05/19/1932,05/20/1932,NA,NA,08/29/1957,10/22/1970,Death
2547,"U. S. District Court, Northern District of California",USDC,Franklin D. Roosevelt,Democratic,06/21/1939,new,NA,07/11/1939,07/14/1939,NA,NA,01/01/1947,01/04/1953,Death
2548,"U. S. District Court, Southern District of New York",USDC,Richard M. Nixon,Republican,05/31/1974,Ryan,Sylvester J.,06/21/1974,07/09/1974,NA,NA,NA,05/10/1984,Death
2549,"U. S. District Court, Southern District of Texas",USDC,George H.W. Bush,Republican,11/20/1991,new,NA,04/08/1992,04/13/1992,NA,NA,01/01/2006,NA,NA
3006,U. S. Court of Appeals for the Second Circuit,USCA,George W. Bush,Republican,03/05/2003,Leval,Pierre N.,06/11/2003,06/12/2003,NA,NA,NA,NA,NA
2550,"U. S. District Court, Western District of Texas",USDC,Woodrow Wilson,Democratic,12/19/1916,Maxey,Thomas S.,12/21/1916,12/21/1916,NA,NA,11/30/1931,05/13/1949,Death
2551,"U. S. District Court, Eastern District of Louisiana",USDC,John F. Kennedy,Democratic,09/05/1961,new,NA,09/14/1961,09/15/1961,NA,NA,NA,04/16/1972,Reassignment
2552,"U. S. District Court, Western District of Oklahoma",USDC,Jimmy Carter,Democratic,09/28/1979,new,NA,10/31/1979,11/02/1979,NA,NA,11/26/1994,NA,NA
2553,"U. S. District Court, Eastern District of Louisiana",USDC,Richard M. Nixon,Republican,04/14/1971,new,NA,06/18/1971,06/22/1971,NA,NA,NA,01/24/1978,Death
2554,"U. S. District Court, Northern District of Ohio",USDC,Calvin Coolidge,Republican,12/10/1928,Westenhaver,David C.,12/17/1928,12/17/1928,NA,NA,NA,10/05/1938,Death
2555,"U. S. District Court, Northern District of Ohio",USDC,Woodrow Wilson,Democratic,03/12/1917,Clarke,John Hessin,03/14/1917,03/14/1917,NA,NA,NA,07/29/1928,Death
2556,"U. S. District Court, Southern District of California",USDC,Harry S Truman,Democratic,09/23/1949,new,NA,10/15/1949,10/18/1949,NA,NA,12/31/1965,04/14/1983,Death
2557,"U. S. District Court, Eastern District of New York",USDC,Ronald Reagan,Republican,05/11/1983,Pratt,George C.,06/22/1983,06/22/1983,NA,NA,06/30/1994,NA,NA
3273,Court of Claims,Court of Claims,Herbert Hoover,Republican,05/23/1930,Graham,Samuel J.,06/02/1930,06/02/1930,NA,NA,NA,06/27/1939,Appointment to Another Judicial Position
2558,"U. S. District Court, Eastern District of Washington",USDC,William J. Clinton,Democratic,05/24/1995,Quackenbush,Justin L.,06/30/1995,06/30/1995,NA,NA,07/12/2009,NA,NA
2559,"U. S. District Court, Eastern District of Illinois",USDC,Calvin Coolidge,Republican,02/26/1927,English,George W.,03/01/1927,03/01/1927,NA,NA,03/03/1956,02/02/1967,Death
2560,U. S. District Court for the District of Columbia [Supreme Court of the District of Columbia],USDC,Herbert Hoover,Republican,04/18/1929,new,NA,05/03/1929,05/03/1929,NA,NA,NA,06/04/1930,Appointment to Another Judicial Position
2561,"U. S. District Court, District of Vermont",USDC,Rutherford B. Hayes,Republican,03/15/1877,Smalley,David Allen,03/16/1877,03/16/1877,NA,NA,NA,09/30/1906,Retirement
2562,"U. S. District Court, Southern District of California",USDC,Lyndon B. Johnson,Democratic,08/17/1964,Yankwich,Leon R.,09/15/1964,09/15/1964,NA,NA,NA,09/18/1966,Reassignment
2807,"U. S. District Court, Southern District of California",USDC,William J. Clinton,Democratic,06/04/1998,Rhoades,John S.,10/21/1998,10/22/1998,NA,NA,08/15/2010,NA,NA
2563,"U. S. District Court, Western District of Missouri",USDC,Ronald Reagan,Republican,09/14/1987,Roberts,Ross T.,12/08/1987,12/09/1987,NA,NA,04/30/2007,NA,NA
2564,"U. S. District Court, District of New Jersey",USDC,Lyndon B. Johnson,Democratic,08/25/1967,Meaney,Thomas F.,10/12/1967,10/12/1967,NA,NA,09/01/1978,06/08/1983,Death
3252,Court of Claims,Court of Claims,Franklin D. Roosevelt,Democratic,06/23/1939,Whaley,Richard S.,07/11/1939,07/13/1939,NA,NA,07/19/1964,03/26/1967,Death
2565,"U. S. District Court, District of Indiana",USDC,Abraham Lincoln,Republican,01/14/1864,Smith,Caleb B.,01/18/1864,01/18/1864,NA,NA,NA,09/04/1864,Death
2566,Supreme Court of the United States,USSC,John F. Kennedy,Democratic,04/03/1962,Whittaker,Charles Evans,04/11/1962,04/12/1962,NA,NA,06/28/1993,04/15/2002,Death
2567,Supreme Court of the United States,USSC,Grover Cleveland,Democratic,02/19/1894,Blatchford,Samuel,02/19/1894,02/19/1894,NA,NA,NA,12/19/1910,Appointment to Another Judicial Position
2568,"U. S. District Court, Northern District of Ohio",USDC,Jimmy Carter,Democratic,03/28/1980,new,NA,05/21/1980,05/23/1980,NA,NA,02/26/1999,11/12/2011,Death
3178,U. S. Court of Appeals for the Sixth Circuit,USCA,George W. Bush,Republican,04/15/2008,Neilson,Susan Bieke,06/24/2008,08/08/2008,NA,NA,NA,NA,NA
2973,"U. S. District Court, Northern District of California",USDC,George W. Bush,Republican,07/25/2002,Legge,Charles E.,11/14/2002,11/15/2002,NA,NA,NA,NA,NA
3038,"U. S. District Court, Eastern District of Oklahoma",USDC,George W. Bush,Republican,05/15/2003,Seay,Frank Howell,09/30/2003,10/02/2003,NA,NA,NA,NA,NA
3555,"U. S. District Court, Eastern District of Missouri",USDC,Barack Obama,Democratic,01/06/2014,Hamilton,Jean Constance,07/16/2014,07/17/2014,NA,NA,NA,NA,NA
2695,"U. S. District Court, Southern District of Ohio",USDC,Chester A. Arthur,Republican,02/09/1883,Swing,Philip Bergen,02/19/1883,02/19/1883,NA,NA,NA,03/12/1883,Death
2569,"U. S. District Court, Northern District of Florida",USDC,Harry S Truman,Democratic,01/30/1950,new,NA,02/21/1950,02/23/1950,NA,NA,06/30/1961,01/13/1974,Death
3123,"U. S. District Court, Western District of North Carolina",USDC,George W. Bush,Republican,02/14/2006,McKnight,H. Brent,06/22/2006,07/05/2006,NA,NA,NA,NA,NA
2570,"U. S. District Court, Eastern District of Washington",USDC,Theodore Roosevelt,Republican,03/10/1905,new,NA,03/14/1905,03/14/1905,NA,NA,NA,10/15/1910,Death
2571,"U. S. District Court, Western District of Missouri",USDC,Dwight D. Eisenhower,Republican,05/11/1954,Reeves,Albert L.,07/07/1954,07/08/1954,NA,NA,NA,06/21/1956,Appointment to Another Judicial Position
2872,"U. S. District Court, Middle District of Florida",USDC,William J. Clinton,Democratic,10/20/1999,Hodges,William Terrell,05/24/2000,05/25/2000,NA,NA,NA,NA,NA
2572,"U. S. District Court, Northern District of California",USDC,George H.W. Bush,Republican,07/26/1991,new,NA,02/06/1992,02/10/1992,NA,NA,03/02/2009,NA,NA
2573,"U. S. District Court, Eastern District of Louisiana",USDC,Jimmy Carter,Democratic,06/05/1979,new,NA,09/25/1979,09/26/1979,NA,NA,NA,12/10/1994,Death
2574,"U. S. District Court, Western District of Virginia",USDC,Richard M. Nixon,Republican,06/19/1969,new,NA,07/11/1969,07/14/1969,NA,NA,NA,10/27/1972,Appointment to Another Judicial Position
2575,U. S. Court of Appeals for the Fifth Circuit,USCA,George H.W. Bush,Republican,11/17/1989,Hill,Robert Madden,03/09/1990,03/12/1990,NA,NA,09/30/2010,NA,NA
3115,"U. S. District Court, District of New Jersey",USDC,George W. Bush,Republican,01/25/2006,Bissell,John W.,05/26/2006,06/12/2006,NA,NA,NA,NA,NA
2576,U. S. Court of Appeals for the Ninth Circuit,USCA,Ronald Reagan,Republican,08/01/1984,new,NA,10/03/1984,10/11/1984,NA,NA,12/31/1996,03/02/2000,Death
2577,U. S. Court of Appeals for the Ninth Circuit,USCA,Herbert Hoover,Republican,04/18/1929,new,NA,05/02/1929,05/02/1929,NA,NA,05/10/1945,09/08/1954,Death
2578,"U. S. District Court, Eastern District of Kentucky",USDC,Ronald Reagan,Republican,08/11/1981,Hermansdorfer,Howard David,09/25/1981,09/28/1981,NA,NA,12/31/2000,NA,NA
2579,"U. S. District Court, Northern District of California",USDC,William J. Clinton,Democratic,10/07/1993,new,NA,11/20/1993,11/22/1993,NA,NA,NA,NA,NA
2580,"U. S. District Court, Northern District of Illinois",USDC,Warren G. Harding,Republican,07/11/1922,Landis,Kenesaw M.,07/18/1922,07/18/1922,NA,NA,12/31/1940,09/30/1948,Death
2581,U. S. Court of Appeals for the District of Columbia Circuit,USCA,Richard M. Nixon,Republican,02/16/1970,Burger,Warren E.,02/24/1970,02/25/1970,NA,NA,12/06/1984,11/08/1985,Retirement
2582,"U. S. District Court, Northern District of Ohio",USDC,Franklin D. Roosevelt,Democratic,05/19/1939,West,Samuel H.,06/01/1939,06/03/1939,NA,NA,08/31/1949,02/23/1973,Death
2583,"U. S. District Court, Eastern District of California",USDC,Richard M. Nixon,Republican,10/23/1969,Halbert,Sherrill,12/17/1969,12/18/1969,NA,NA,01/27/1983,07/08/1998,Death
3350,U. S. District Court for the District of Columbia,USDC,Barack Obama,Democratic,05/20/2010,Robertson,James,12/22/2010,12/27/2010,NA,NA,NA,01/24/2014,Appointment to Another Judicial Position
2584,"U. S. District Court, District of Michigan",USDC,Andrew Jackson,Democratic,07/02/1836,new,NA,07/02/1836,01/26/1837,NA,NA,NA,02/24/1863,Reassignment
2585,"U. S. District Court, Western District of Pennsylvania",USDC,James Monroe,Jeffersonian Republican,05/10/1824,Walker,Jonathan H.,05/12/1824,05/12/1824,NA,NA,NA,04/14/1831,Resignation
2586,"U. S. District Court, District of South Carolina",USDC,Ronald Reagan,Republican,07/09/1981,Hemphill,Robert W.,07/20/1981,07/22/1981,NA,NA,NA,07/10/1986,Appointment to Another Judicial Position
2587,U. S. Court of Appeals for the Fourth Circuit,USCA,Ronald Reagan,Republican,01/30/1984,"Butzner, Jr.",John Decker,08/09/1984,08/13/1984,NA,NA,NA,NA,NA
2588,"U. S. District Court, Northern District of Illinois",USDC,John F. Kennedy,Democratic,09/14/1961,new,NA,09/21/1961,09/22/1961,NA,NA,04/23/1979,12/09/1995,Death
2589,"U. S. District Court, District of Minnesota",USDC,William H. Taft,Republican,05/08/1909,Purdy,Milton Dwight,05/18/1909,05/18/1909,NA,NA,NA,03/13/1914,Death
2590,"U. S. District Court, District of Maryland",USDC,William J. Clinton,Democratic,08/06/1993,Ramsey,Norman P.,08/17/1994,08/18/1994,NA,NA,05/08/2013,01/03/2014,Retirement
2591,"U. S. District Court, Northern District of Illinois",USDC,Ronald Reagan,Republican,03/13/1985,new,NA,04/03/1985,04/04/1985,NA,NA,NA,11/17/1999,Appointment to Another Judicial Position
2592,"U. S. District Court, District of Kansas",USDC,Abraham Lincoln,Republican,03/08/1861,new,NA,03/12/1861,03/12/1861,NA,NA,NA,09/21/1863,Death
2593,"U. S. District Court, Eastern District of South Carolina",USDC,Harry S Truman,Democratic,06/17/1952,Waring,Julius Waties,07/02/1952,07/03/1952,NA,NA,NA,02/25/1962,Death
2594,"U. S. District Court, Central District of California",USDC,Richard M. Nixon,Republican,05/08/1969,Hall,Peirson M.,06/19/1969,06/20/1969,NA,NA,01/17/1981,05/06/2000,Death
2595,"U. S. District Court, Western District of Virginia",USDC,Gerald Ford,Republican,09/08/1976,Dalton,Ted,09/17/1976,09/17/1976,NA,NA,11/21/1988,11/04/2012,Death
2596,U. S. Court of Appeals for the Fifth Circuit,USCA,Jimmy Carter,Democratic,04/14/1980,Goldberg,Irving Loeb,06/18/1980,06/18/1980,NA,NA,07/02/1990,08/29/1993,Death
2597,"U. S. District Court, Eastern District of Arkansas",USDC,Benjamin Harrison,Republican,08/14/1890,Caldwell,Henry C.,09/22/1890,09/22/1890,NA,NA,NA,07/07/1900,Death
2598,U. S. Court of Appeals for the Fourth Circuit,USCA,George H.W. Bush,Republican,01/27/1992,Chapman,Robert Foster,02/27/1992,03/02/1992,NA,NA,07/08/2009,11/02/2013,Death
3384,"U. S. District Court, Southern District of Florida",USDC,Barack Obama,Democratic,01/05/2011,Hurley,Daniel T.K.,08/02/2011,08/04/2011,NA,NA,NA,NA,NA
2599,"U. S. District Court, Western District of Arkansas",USDC,Lyndon B. Johnson,Democratic,05/24/1967,Miller,John E.,06/12/1967,06/12/1967,NA,NA,10/31/1981,01/24/1994,Death
2600,"U. S. District Court, Eastern District of Virginia",USDC,Jimmy Carter,Democratic,04/09/1979,new,NA,09/29/1980,09/30/1980,NA,NA,05/01/1992,02/19/2011,Death
2601,"U. S. District Court, Eastern District of Oklahoma",USDC,Woodrow Wilson,Democratic,12/03/1918,Campbell,Ralph E.,01/07/1919,01/07/1919,NA,NA,NA,04/21/1937,Appointment to Another Judicial Position
2602,"U. S. District Court, Northern District of California",USDC,Richard M. Nixon,Republican,06/12/1971,new,NA,07/29/1971,07/29/1971,NA,NA,02/24/1987,01/03/2008,Death
2603,U. S. Court of Appeals for the District of Columbia Circuit,USCA,Ronald Reagan,Republican,02/19/1986,Wilkey,Malcolm R.,06/13/1986,06/16/1986,NA,NA,09/30/2001,NA,NA
3253,Court of Claims,Court of Claims,Herbert Hoover,Republican,10/17/1929,Sinnott,Nichols J.,11/01/1929,11/01/1929,NA,NA,NA,04/05/1940,Death
2604,"U. S. District Court, Northern District of Ohio",USDC,Franklin Pierce,Democratic,02/10/1855,new,NA,02/20/1855,02/20/1855,NA,NA,NA,11/11/1866,Death
2605,"U. S. District Court, Western District of Pennsylvania",USDC,Dwight D. Eisenhower,Republican,06/08/1953,Burns,Owen M.,07/14/1953,07/14/1953,NA,NA,10/18/1968,08/03/1998,Death
3261,Court of Claims,Court of Claims,Abraham Lincoln,Republican,03/06/1863,NA,NA,03/07/1863,03/07/1863,NA,NA,NA,03/16/1868,Death
2612,"U. S. District Court, Eastern District of Arkansas",USDC,William J. Clinton,Democratic,08/06/1993,Eisele,G. Thomas,09/30/1993,10/01/1993,NA,NA,10/01/2008,NA,NA
2830,U. S. Court of Appeals for the Eleventh Circuit,USCA,William J. Clinton,Democratic,05/27/1999,Hatchett,Joseph W.,07/30/1999,08/09/1999,NA,NA,NA,NA,NA
3315,U. S. Customs Court,U. S. Customs Court,Dwight D. Eisenhower,Republican,07/07/1954,Cole,William P.,07/24/1954,07/26/1954,NA,NA,04/01/1966,04/23/1976,Death
2606,"U. S. District Court, Eastern District of Tennessee",USDC,John F. Kennedy,Democratic,05/24/1961,Darr,Leslie R.,06/14/1961,06/15/1961,NA,NA,NA,09/29/1982,Death
2607,Supreme Court of the United States,USSC,George Washington,NA,09/24/1789,new,NA,09/26/1789,09/29/1789,NA,NA,NA,08/21/1798,Death
2608,"U. S. District Court, Northern District of Texas",USDC,Woodrow Wilson,Democratic,05/23/1919,new,NA,06/24/1919,06/24/1919,NA,NA,07/31/1947,08/03/1951,Death
2609,"U. S. District Court, Western District of Virginia",USDC,George H.W. Bush,Republican,03/06/1990,Williams,Glen M.,05/11/1990,05/14/1990,NA,NA,NA,07/31/2014,Retirement
2610,U. S. Court of Appeals for the First Circuit,USCA,Herbert Hoover,Republican,09/09/1929,Johnson,Charles Fletcher,10/02/1929,10/02/1929,NA,NA,03/31/1940,10/22/1942,Death
2611,"U. S. District Court, Central District of California",USDC,Ronald Reagan,Republican,09/09/1985,new,NA,10/16/1985,10/17/1985,NA,NA,NA,NA,NA
3424,"U. S. District Court, Eastern District of Missouri",USDC,Barack Obama,Democratic,09/22/2011,Laughrey,Nanette Kay,04/23/2012,04/30/2012,NA,NA,NA,NA,NA
2811,"U. S. District Court, Eastern District of Texas",USDC,Ulysses Grant,Republican,12/15/1870,Watrous,John C.,NA,NA,NA,NA,NA,03/03/1871,Recess Appointment-Not Confirmed
2613,"U. S. District Court, District of Maryland",USDC,John Adams,Federalist,12/05/1799,Paca,William,12/10/1799,12/10/1799,NA,NA,NA,04/05/1806,Death
2614,"U. S. District Court, District of Utah",USDC,Jimmy Carter,Democratic,11/01/1979,new,NA,12/04/1979,12/06/1979,NA,NA,06/08/1997,05/19/2009,Death
2615,"U. S. District Court, Northern District of Ohio",USDC,William McKinley,Republican,01/21/1901,new,NA,01/23/1901,01/23/1901,NA,NA,NA,02/01/1905,Resignation
2616,"U. S. District Court, Southern District of Mississippi",USDC,Ronald Reagan,Republican,09/11/1985,new,NA,10/16/1985,10/17/1985,NA,NA,NA,NA,NA
2617,"U. S. District Court, District of Idaho",USDC,William J. Clinton,Democratic,05/24/1995,Ryan,Harold L.,08/11/1995,08/14/1995,NA,NA,NA,NA,NA
2618,"U. S. District Court, District of Colorado",USDC,Richard M. Nixon,Republican,12/08/1970,new,NA,12/16/1970,12/18/1970,NA,NA,04/08/1982,08/01/1984,Retirement
2619,"U. S. District Court, Southern District of New York",USDC,Warren G. Harding,Republican,12/28/1922,new,NA,01/04/1923,01/04/1923,NA,NA,NA,04/01/1929,Resignation
2620,"U. S. District Court, District of Maryland",USDC,John F. Kennedy,Democratic,01/15/1962,new,NA,02/07/1962,02/17/1962,NA,NA,NA,06/27/1966,Appointment to Another Judicial Position
2621,U. S. Court of Appeals for the Second Circuit,USCA,Ronald Reagan,Republican,11/18/1981,Mansfield,Walter Roe,12/09/1981,12/10/1981,NA,NA,09/30/2000,NA,NA
2622,U. S. Court of Appeals for the Fifth Circuit,USCA,Dwight D. Eisenhower,Republican,03/14/1957,Borah,Wayne G.,06/26/1957,06/27/1957,NA,NA,01/15/1977,05/15/1999,Death
2623,"U. S. District Court, Eastern District of Illinois",USDC,Lyndon B. Johnson,Democratic,08/17/1966,Platt,Casper,09/20/1966,09/21/1966,NA,NA,03/31/1978,03/31/1979,Reassignment
2624,"U. S. District Court, Middle District of Tennessee",USDC,Jimmy Carter,Democratic,08/01/1978,"Gray, Jr.",Frank,08/11/1978,08/11/1978,NA,NA,11/03/1995,NA,NA
2625,"U. S. District Court, Western District of Michigan",USDC,Abraham Lincoln,Republican,03/10/1863,new,NA,03/11/1863,03/11/1863,NA,NA,NA,04/25/1886,Death
2627,"U. S. District Court, Middle District of Pennsylvania",USDC,William H. Taft,Republican,02/20/1911,Archbald,Robert W.,03/02/1911,03/02/1911,NA,NA,NA,04/07/1925,Death
2628,U. S. Circuit Court for the Second Circuit,USCC (1801),John Adams,Federalist,02/18/1801,new,NA,02/20/1801,02/20/1801,NA,NA,NA,07/01/1802,Abolition of Court
2629,"U. S. District Court, District of Massachusetts",USDC,Ronald Reagan,Republican,03/08/1985,new,NA,04/03/1985,04/04/1985,NA,NA,01/01/2013,NA,NA
3498,"U. S. District Court, Western District of New York",USDC,Barack Obama,Democratic,05/16/2013,Siragusa,Charles J.,12/12/2013,12/17/2013,NA,NA,NA,NA,NA
2979,"U. S. District Court, District of New Jersey",USDC,George W. Bush,Republican,08/01/2002,Politan,Nicholas H.,11/14/2002,12/04/2002,NA,NA,NA,NA,NA
2630,"U. S. District Court, District of New Jersey",USDC,Ronald Reagan,Republican,09/14/1987,Cowen,Robert E.,12/08/1987,12/09/1987,NA,NA,09/18/2000,06/30/2004,Retirement
2631,"U. S. District Court, Southern District of Iowa",USDC,Ronald Reagan,Republican,07/01/1987,Stuart,William C.,08/05/1987,08/06/1987,NA,NA,10/16/2001,NA,NA
2632,"U. S. District Court, Northern District of California",USDC,Dwight D. Eisenhower,Republican,04/24/1958,Roche,Michael J.,05/15/1958,05/19/1958,NA,NA,04/30/1975,04/19/1981,Death
2633,U. S. Court of Appeals for the Eighth Circuit,USCA,Ronald Reagan,Republican,06/25/1985,new,NA,07/19/1985,07/22/1985,NA,NA,NA,NA,NA
2634,"U. S. District Court, District of Oregon",USDC,Theodore Roosevelt,Republican,12/05/1905,Bellinger,Charles B.,01/10/1906,01/10/1906,NA,NA,NA,09/21/1926,Death
