prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title
2,Costa Book of the Year,Costa Book of the Year,Costa,2006,no/any/multi genre,0106,winner,Penney,Stef,"Penney, Stef",woman,unknown,TRUE,White British,Scottish,Bachelors,unknown,Philosophy and Theology,Philosophy and Theology,85813646,00259,The Tenderness of Wolves
3,Costa First Novel Award,Costa First Novel Award,Costa,2006,fiction,0106,winner,Penney,Stef,"Penney, Stef",woman,unknown,TRUE,White British,Scottish,Bachelors,unknown,Philosophy and Theology,Philosophy and Theology,85813646,00259,The Tenderness of Wolves
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,non-fiction,0683,shortlisted,Reiss,Tom,"Reiss, Tom",man,unknown,FALSE,Jewish,Jewish American,unknown,unknown,unknown,unknown,225448,00849,The Orientalist
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,non-fiction,0678,winner,Shapiro,James,"Shapiro, James",man,unknown,FALSE,Jewish,Jewish American,Doctorate,University of Chicago,Language and Literature,English Literature,111853839,00844,A Year in the Life of William Shakespear
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,fiction,0070,shortlisted,Smith,Ali,"Smith, Ali",woman,queer,TRUE,White British,Scottish,unknown,unknown,unknown,unknown,118024365,00305,The Accidental
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,fiction,0022,winner,Smith,Zadie,"Smith, Zadie",woman,unknown,TRUE,Black British,Jamaican British,unknown,unknown,unknown,unknown,14951645,00303,On Beauty
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,fiction,0249,shortlisted,St Aubyn,Edward,"St Aubyn, Edward",man,unknown,TRUE,White British,English,unknown,Sydney University,unknown,unknown,85649927,00313,Mother's Milk
5,Costa Biography Award,Costa Biography Award,Costa,2006,biography,0107,winner,Thompson,Brian,"Thompson, Brian",man,unknown,TRUE,White British,English,unknown,unknown,unknown,unknown,n/a,00327,Keeping Mum
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,fiction,0357,shortlisted,Tiffany,Carrie,"Tiffany, Carrie",woman,unknown,TRUE,White British,Irish British Australian,Masters,Royal Melbourne Institute of Technology,Writing,Creative Writing,71688469,00449,Everyman's Rules for Scientific Living
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,fiction,0235,shortlisted,Waters,Sarah,"Waters, Sarah",woman,queer,TRUE,White British,Welsh British,Doctorate,University of London,Language and Literature,English Literature,74035188,00352,The Night Watch
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,fiction,0235,shortlisted,Waters,Sarah,"Waters, Sarah",woman,queer,TRUE,White British,Welsh British,Doctorate,University of London,Language and Literature,English Literature,74035188,00352,The Night Watch
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,crime,0475,shortlisted,Wilson,Laura,"Wilson, Laura",woman,unknown,TRUE,White British,English,unknown,University of Oxford,Language and Literature,English,121020429,00607,A Thousand Lies
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2007,fiction,0329,winner,Adichie,Chimamanda Ngozi,"Adichie, Chimamanda Ngozi",woman,unknown,FALSE,African,Nigerian America,Masters,Johns Hopkins University/Yale University,Multiple,Creative Writing/African History,87194517,00442,Half of a Yellow Sun
8,Booker Prize,Man Booker Prize,Booker Foundation,2007,fiction,0242,shortlisted,Barker,Nicola,"Barker, Nicola",woman,unknown,TRUE,White British,English,Bachelors,Durham University,unknown,unknown,66627085,00022,Darkmans
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2007,crime,0467,shortlisted,Blunt,Giles,"Blunt, Giles",man,unknown,FALSE,Non-UK White,White Canadian,Bachelors,University of Toronto,Language and Literature,English Literature,79514077,00597,Fields of Grief
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2007,crime,0462,shortlisted,Burke,James Lee,"Burke, James Lee",man,unknown,FALSE,Non-UK White,White American,Masters,University of Missouri,Language and Literature,English,110621918,00598,Pegasus Descending
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2007,non-fiction,0674,shortlisted,Buruma,Ian,"Buruma, Ian",man,unknown,FALSE,Jewish,Dutch Jewish American,Masters,Nihon University,History and Cultural Studies,Japanese Cinema,108393038,00840,Murder in Amsterdam
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2007,non-fiction,0673,winner,Chandrasekaran,Rajiv,"Chandrasekaran, Rajiv",man,unknown,FALSE,Asian,Indian American,Bachelors,Stanford University,Politics and Economics,Political Science,75737703,00839,Imperial Life in the Emerald City
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2007,fiction,0159,shortlisted,Cusk,Rachel,"Cusk, Rachel",woman,unknown,TRUE,White British,British,Bachelors,University of Oxford,Language and Literature,English Literature,318745,00443,Arlington Park
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2007,fiction,0245,shortlisted,Desai,Kiran,"Desai, Kiran",woman,unknown,TRUE,Asian,Indian American,Masters,University of Delhi,Language and Literature,English Literature,34618623,00071,The Inheritance of Loss
8,Booker Prize,Man Booker Prize,Booker Foundation,2007,fiction,0241,winner,Enright,Anne,"Enright, Anne",woman,unknown,FALSE,Irish,Irish,Masters,University of East Anglia,Writing,Creative Writing,84193881,00086,The Gathering
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2007,crime,0468,shortlisted,Flynn,Gillian,"Flynn, Gillian",woman,unknown,FALSE,Non-UK White,White American,Masters,Northwestern University,Writing,Journalism,103168327,00599,Sharp Objects
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2007,fiction,0355,shortlisted,Guo,Xiaolu,"Guo, Xiaolu",woman,unknown,TRUE,Asian,Chinese British,Masters,Beijing Film Academy/National Film & TV School,Arts,Film Studies,76549542,00444,A Concise Chinese-English Dictionary for Lovers
8,Booker Prize,Man Booker Prize,Booker Foundation,2007,fiction,0201,shortlisted,Hamid,Mohsin,"Hamid, Mohsin",man,unknown,TRUE,Asian,Pakistani British,Juris Doctor,Harvard University,Law,Law,12483166,00130,The Reluctant Fundamentalist
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2007,fiction,0356,shortlisted,Harris,Jane,"Harris, Jane",woman,unknown,TRUE,White British,English,Doctorate,University of East Anglia,unknown,unknown,60249802,00445,The Observations
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2007,non-fiction,0675,shortlisted,Hennessy,Peter,"Hennessy, Peter",man,unknown,TRUE,White British,Irish British,Doctorate,unknown,History and Cultural Studies,unknown,120884366,00841,Having it so Good
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2007,non-fiction,0676,shortlisted,Howell,Georgina,"Howell, Georgina",woman,unknown,TRUE,White British,British,none,none,none,none,113526788,00842,Daughter of the Desert
8,Booker Prize,Man Booker Prize,Booker Foundation,2007,fiction,0243,shortlisted,Jones,Lloyd,"Jones, Lloyd",man,unknown,FALSE,Non-UK White,White New Zealander,Bachelors,Victoria University of Wellington,unknown,unknown,114286911,00161,Mister Pip
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2007,children's,0105,winner,Kelley,Ann,"Kelley, Ann",woman,unknown,TRUE,White British,British,unknown,unknown,unknown,unknown,66427389,00165,The Bower Bird
2,Costa Book of the Year,Costa Book of the Year,Costa,2007,no/any/multi genre,0101,winner,Kennedy,AL,"Kennedy, AL",woman,unknown,TRUE,White British,Scottish,Bachelors,University of Warwick,Arts,Theatre,258149105999268490230,00168,Day
4,Costa Novel Award,Costa Novel Award,Costa,2007,fiction,0101,winner,Kennedy,AL,"Kennedy, AL",woman,unknown,TRUE,White British,Scottish,Bachelors,University of Warwick,Arts,Theatre,258149105999268490230,00168,Day
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2007,fiction,0016,winner,McCarthy,Cormac,"McCarthy, Cormac",man,unknown,FALSE,Non-UK White,White American,none,none,none,none,29558386,00205,The Road
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2007,sff,0500,winner,McDonald,Ian,"McDonald, Ian",man,unknown,TRUE,Irish,Scottish Irish,unknown,unknown,unknown,unknown,100337159,00643,Brasyl
8,Booker Prize,Man Booker Prize,Booker Foundation,2007,fiction,0017,shortlisted,McEwan,Ian,"McEwan, Ian",man,unknown,TRUE,White British,English,Masters,University of East Anglia,Writing,Creative Writing,109587997,00211,On Chesil Beach
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2007,poetry,0535,winner,O'Brien,Sean,"O'Brien, Sean",man,unknown,TRUE,White British,British,Masters,University of Birmingham,Language and Literature,Poetry,69042526,00683,The Drowned Book
3,Costa First Novel Award,Costa First Novel Award,Costa,2007,fiction,0102,winner,O'Flynn,Catherine,"O'Flynn, Catherine",woman,unknown,TRUE,Irish,British Irish,unknown,University of Oxford,Language and Literature,Medieval English,88101250,00246,What Was Lost
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2007,crime,0469,shortlisted,Russell,Craig,"Russell, Craig",man,unknown,TRUE,White British,Scottish,unknown,unknown,unknown,unknown,45415961,00600,Brother Grimm
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2007,crime,0470,shortlisted,Sansom,CJ,"Sansom, CJ",man,unknown,TRUE,White British,British,Doctorate,University of Birmingham,History and Cultural Studies,History,38748761,00601,Sovereign
5,Costa Biography Award,Costa Biography Award,Costa,2007,biography,0103,winner,Sebag-Montefiore,Simon,"Sebag-Montefiore, Simon",man,unknown,TRUE,Jewish,Jewish British,Doctorate,University of Cambridge,History and Cultural Studies,History,22399708,00287,Young Stalin
8,Booker Prize,Man Booker Prize,Booker Foundation,2007,fiction,0244,shortlisted,Sinha,Indra,"Sinha, Indra",man,unknown,TRUE,Asian,Indian British,unknown,unknown,unknown,unknown,12625717,00299,Animal's People
6,Costa Poetry Award,Costa Poetry Award,Costa,2007,poetry,0104,winner,Sprackland,Jean,"Sprackland, Jean",woman,unknown,TRUE,White British,English,Bachelors,University of Cambridge,Language and Literature,English Literature,58706449,00310,Tilt
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2007,crime,0466,winner,Temple,Peter,"Temple, Peter",man,unknown,FALSE,Non-UK White,White South African Australian,unknown,unknown,unknown,unknown,28238136,00596,The Broken Shore
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2007,non-fiction,0677,shortlisted,Tinniswood,Adrian,"Tinniswood, Adrian",man,unknown,TRUE,White British,English,unknown,unknown,unknown,unknown,85106258,00843,The Verneys
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2007,fiction,0212,shortlisted,Tyler,Anne,"Tyler, Anne",woman,unknown,FALSE,Non-UK White,White American,Bachelors,Duke University,unknown,unknown,39384885,00446,Digging to America
8,Booker Prize,Man Booker Prize,Booker Foundation,2008,fiction,0236,winner,Adiga,Aravind,"Adiga, Aravind",man,unknown,FALSE,Asian,Indian Australian,Masters,University of Oxford,Language and Literature,English Literature,85852158,00001,The White Tiger
5,Costa Biography Award,Costa Biography Award,Costa,2008,biography,0098,winner,Athill,Diana,"Athill, Diana",woman,unknown,TRUE,White British,British,Bachelors,University of Oxford,Language and Literature,English Literature,64099286,00007,Somewhere Towards the End
2,Costa Book of the Year,Costa Book of the Year,Costa,2008,no/any/multi genre,0014,winner,Barry,Sebastian,"Barry, Sebastian",man,unknown,FALSE,Irish,Irish,unknown,"Trinity College, Dublin",Language and Literature,Latin and English,86463948,00029,The Secret Scripture
4,Costa Novel Award,Costa Novel Award,Costa,2008,fiction,0014,winner,Barry,Sebastian,"Barry, Sebastian",man,unknown,FALSE,Irish,Irish,unknown,"Trinity College, Dublin",Language and Literature,Latin and English,86463948,00029,The Secret Scripture
8,Booker Prize,Man Booker Prize,Booker Foundation,2008,fiction,0014,shortlisted,Barry,Sebastian,"Barry, Sebastian",man,unknown,FALSE,Irish,Irish,unknown,"Trinity College, Dublin",Language and Literature,Latin and English,86463948,00029,The Secret Scripture
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2008,fiction,0015,winner,Belben,Rosalind,"Belben, Rosalind",woman,unknown,TRUE,White British,English,unknown,unknown,unknown,unknown,47420863,00031,Our Horses in Egypt
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2008,crime,0462,shortlisted,Burke,James Lee,"Burke, James Lee",man,unknown,FALSE,Non-UK White,White American,Masters,University of Missouri,Language and Literature,English,110621918,00591,The Tin Roof Blowdown
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2008,non-fiction,0668,shortlisted,Butcher,Tim,"Butcher, Tim",man,unknown,TRUE,White British,English,Bachelors,University of Oxford,unknown,unknown,15981728,00834,Blood River
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2008,non-fiction,0669,shortlisted,Cocker,Mark,"Cocker, Mark",man,unknown,TRUE,White British,British,unknown,unknown,unknown,unknown,262233100,00835,Crow Country
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2008,crime,0463,shortlisted,Cotterill,Colin,"Cotterill, Colin",man,unknown,TRUE,White British,British Australian,unknown,unknown,unknown,unknown,24107055,00592,Coroner's Lunch
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2008,non-fiction,0670,shortlisted,Figes,Orlando,"Figes, Orlando",man,unknown,TRUE,Jewish,Jewish German British,Doctorate,University of Cambridge,History and Cultural Studies,History,92926708,00836,The Whisperers
6,Costa Poetry Award,Costa Poetry Award,Costa,2008,poetry,0099,winner,Foulds,Adam,"Foulds, Adam",man,unknown,TRUE,White British,British,Masters,University of East Anglia,Writing,Creative Writing,29061877,00103,The Broken Word
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2008,non-fiction,0671,shortlisted,French,Patrick,"French, Patrick",man,unknown,TRUE,White British,British,Doctorate,University of Edinburgh,History and Cultural Studies,South Asian Studies,14914733,00837,The World Is What it Is
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2008,crime,0461,winner,Fyfield,Frances,"Fyfield, Frances",woman,unknown,TRUE,White British,English,Bachelors,unknown,Language and Literature,English,76372462,00590,Blood From Stone
8,Booker Prize,Man Booker Prize,Booker Foundation,2008,fiction,0237,shortlisted,Ghosh,Amitav,"Ghosh, Amitav",man,unknown,FALSE,Asian,Indian American,Doctorate,University of Oxford,History and Cultural Studies,Social Anthropology,261269554,00118,Sea of Poppies
8,Booker Prize,Man Booker Prize,Booker Foundation,2008,fiction,0238,shortlisted,Grant,Linda,"Grant, Linda",woman,unknown,TRUE,Jewish,Jewish,Masters,McMaster University,Language and Literature,English Literature,102200710,00120,The Clothes on Their Backs
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2008,poetry,0534,winner,Hadfield,Jen,"Hadfield, Jen",woman,unknown,TRUE,White British,Canadian British,Masters,University of Glasgow,Writing,Creative Writing,81023729,00682,Nigh- No- Place
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2008,crime,0453,shortlisted,Hamilton,Steve,"Hamilton, Steve",man,unknown,FALSE,Non-UK White,White American,unknown,unknown,unknown,unknown,27352806,00593,Night Work
8,Booker Prize,Man Booker Prize,Booker Foundation,2008,fiction,0239,shortlisted,Hensher,Philip,"Hensher, Philip",man,queer,TRUE,White British,English,Doctorate,University of Cambridge,History and Cultural Studies,Art History,7549507,00139,The Northern Clemency
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2008,fiction,0351,shortlisted,Huston,Nancy,"Huston, Nancy",woman,unknown,FALSE,Non-UK White,White Canadian,Masters,École des Hautes Études,Language and Literature,Linguistics,109886636,00438,Fault Lines
