year,events,subject,country,state,era
1896,"On July 21 the National Association of Colored Women is formed in Washington, D.C. Mary Church Terrell is chosen as its first president.",Black Organizations,United States,District of Columbia,1801-1900
1896,"In September George Washington Carver is appointed director of agricultural research at Tuskegee Institute. His work advances peanut, sweet potato, and soybean farming.",Exploration and Discovery,United States,Alabama,1801-1900
1896,John Shippen became the first black professional golfer when he participated in a tournament in England.,African American Athletes,United States,District of Columbia,1801-1900
1897,"The American Negro Academy is established on March 5 in Washington, D.C. to encourage African American participation in art, literature and philosophy.",Black Organizations,United States,District of Columbia,1801-1900
1897,"The first Phillis Wheatley Home is founded in Detroit. These homes, established in most cities with large African American populations, provide temporary accommodations and social services for single African American women.",Black Organizations,United States,Michigan,1801-1900
1898,"In January the Louisiana Legislature introduces the Grandfather Clause into the state's constitution. Only males whose fathers or grandfathers were qualified to vote on January 1, 1867, are automatically registered. Others (African Americans) must comply with educational or property requirements.",Jim Crow Legislation,United States,Louisiana,1801-1900
1898,The Spanish-American War begins on April 21. Sixteen regiments of black volunteers are recruited; four see combat in Cuba and the Philippines Five African Americans win Congressional Medals of Honor during the war. A number of black officers command troops for the first time.,African Americans and the Military,United States,n.a.,1801-1900
1898,"The National Afro-American Council is founded on September 15 in Rochester, New York. The organization elects Bishop Alexander Walters as its first president.",Black Organizations,United States,New York,1801-1900
1898,"On November 10, in Wilmington, North Carolina, eight black Americans were killed as white conservative Democrats forcibly removed from power black and white Republican officeholders in the city.  The episode would be known as the Wilmington Riot.",Racial Violence,United States,North Carolina,1801-1900
1898,"The North Carolina Mutual and Provident Insurance Company of Durham, North Carolina and the National Benefit Life Insurance Company of Washington, D.C. are established.",Black Business,United States,North Carolina,1801-1900
1898,The U.S. Supreme Court in Williams v. Mississippi upholds the provisions of the Mississippi Constitution of 1890 which effectively disfranchises virtually all of the black voters in the state.,Civil Rights,United States,District of Columbia,1801-1900
1899,"In May, the 24th Infantry returns to occupy the Coeur d'Alene Mining District in northern Idaho after violence again erupts.",African Americans and the Military,United States,Idaho,1801-1900
1899,The Afro-American Council designates June 4 as a national day of fasting to protest lynching and massacres.,Black Organizations,United States,New York,1801-1900
1899,"Scott Joplin composes the Maple Leaf Rag, which introduces ragtime music to the United States.",19th Century Black Music,United States,Missouri,1801-1900
1900,"Census of 1900, U.S. population: 75,994,575, Black population: 8,833,994 (11.6 percent)",Black Population,United States,District of Columbia,1801-1900
1900,"In January James Weldon Johnson writes the lyrics and his brother John Rosamond Johnson composes the music for Lift Every Voice and Sing in their hometown of Jacksonville, Florida in celebration of the birthday of Abraham Lincoln. The song is eventually adopted as the black national anthem.",19th Century Black Music,United States,Florida,1801-1900
1900,The New Orleans Race Riot (also known as the Robert Charles Riot) erupts on July 23 and lasts four days. Twelve African Americans and seven whites were killed.,Racial Violence,United States,Louisiana,1801-1900
1900,"On August 23, the National Negro Business League is founded in Boston by Booker T. Washington to promote business enterprise.",Black Business,United States,Massachusetts,1801-1900
1900,"In September Nannie Helen Burroughs leads the founding of the Women's' Convention of the National Baptist Convention at its meeting in Richmond, Virginia.",Black Organizations,United States,Virginia,1801-1900
1900,This year marks the beginning of significant West Indian immigration to the United States.,Black Immigrants,United States,n. a.,1801-1900
1900,"By 1900 nearly two-thirds of the landowners in the Mississippi Delta were black farmers, most of whom had bought and cleared land after the Civil War.",African American Farmers,United States,Mississippi,1801-1900
1900,"An estimated 30,000 black teachers have been trained since the end of the U.S. Civil War in 1865. They are a major factor in helping more than half the black population achieve literacy by this date.",Black Education,United States,n.a.,1801-1900
1901,"The last African American congressman elected in the 19th Century, George H. White, Republican of North Carolina, leaves office. No African American will serve in Congress for the next 28 years.",Black Politics,United States,North Carolina,1901-2000
1901,"On October 11, when Bert Williams and George Walker record their music for the Victor Talking Machine Company, they become the first African American recording artists.",Black Entertainment,United States,New York,1901-2000
1901,"On October 16, only one month after becoming President, Theodore Roosevelt holds an afternoon meeting at the White House with Booker T. Washington. At the end of the meeting the President informally invites Washington to remain for dinner, making the Tuskegee educator the first black American to dine at the White House with a president. Roosevelts casual act generates a national furor.",Segregated America,United States,District of Columbia,1901-2000
1901,Booker T. Washington's autobiography Up From Slavery is published.,Art and Literature,United States,Alabama,1901-2000
