"","name","team","game_year","game_week","rush_att","rush_yds","rush_avg","rush_tds","rush_fumbles","rec","rec_yds","rec_avg","rec_tds","rec_fumbles","pass_att","pass_yds","pass_tds","int","sck","pass_fumbles","rate","position"
"2124","Ricky Williams","NO",2001,4,30,136,4.5,1,0,5,42,8.4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2125","Curtis Martin","NYJ",2001,4,26,135,5.2,2,0,2,18,9,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2126","Correll Buckhalter","PHI",2001,4,21,134,6.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"2127","Travis Henry","BUF",2001,4,19,113,5.9,0,0,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2128","Terry Allen","BAL",2001,4,22,108,4.9,1,0,2,12,6,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2129","LaDainian Tomlinson","",2001,4,19,102,5.4,1,0,2,12,6,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2130","Damon Washington","NYG",2001,4,25,90,3.6,0,0,1,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2131","James Stewart","DET",2001,4,13,88,6.8,0,0,4,36,9,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2132","Michael Pittman","ARI",2001,4,22,83,3.8,0,0,2,16,8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2133","Mike Alstott","TB",2001,4,15,77,5.1,1,0,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2134","Garrison Hearst","SF",2001,4,18,74,4.1,0,0,1,18,18,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2135","Marshall Faulk","",2001,4,14,71,5.1,1,1,9,80,8.9,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"2136","Maurice Smith","ATL",2001,4,17,71,4.2,0,0,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2137","Jason Brookins","BAL",2001,4,15,68,4.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"2138","James Jackson","CLE",2001,4,26,68,2.6,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"2139","Corey Dillon","CIN",2001,4,19,64,3.4,0,0,1,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2140","Kordell Stewart","PIT",2001,4,9,62,6.9,1,1,NA,NA,NA,NA,NA,24,151,0,0,2,1,80.4,"QB"
"2141","Amos Zereoue","PIT",2001,4,8,60,7.5,0,1,1,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"2142","Ahman Green","GB",2001,4,15,59,3.9,0,0,7,65,9.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2143","Anthony Thomas","CHI",2001,4,11,57,5.2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2144","Charlie Garner","OAK",2001,4,12,53,4.4,0,0,2,15,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2145","Antowain Smith","NE",2001,4,14,47,3.4,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2146","Tim Biakabutuka","CAR",2001,4,10,45,4.5,0,0,2,22,11,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2147","Priest Holmes","KC",2001,4,17,42,2.5,0,0,7,58,8.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2148","Stephen Davis","WAS",2001,4,12,39,3.2,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2149","Ron Dayne","NYG",2001,4,16,39,2.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"2150","Elvis Joseph","JAX",2001,4,12,39,3.2,0,0,2,19,9.5,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2151","Jay Fiedler","MIA",2001,4,7,37,5.3,0,0,NA,NA,NA,NA,NA,21,87,1,1,0,0,59,"QB"
"2152","Tyrone Wheatley","OAK",2001,4,12,33,2.8,2,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2153","Kevan Barlow","SF",2001,4,11,32,2.9,0,0,1,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2154","Olandis Gary","DEN",2001,4,9,28,3.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"2155","James Allen","CHI",2001,4,12,27,2.2,0,0,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2156","Rob Johnson","BUF",2001,4,3,27,9,0,0,NA,NA,NA,NA,NA,4,57,1,1,1,0,116.7,"WR/TE"
"2157","Eddie George","TEN",2001,4,13,26,2,0,0,5,25,5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2158","Travis Minor","MIA",2001,4,7,25,3.6,0,0,1,-1,-1,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2159","Emmitt Smith","DAL",2001,4,16,25,1.6,0,0,3,21,7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2160","Michael Bennett","MIN",2001,4,8,24,3,0,0,3,12,4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2161","Aaron Brooks","NO",2001,4,6,24,4,0,0,NA,NA,NA,NA,NA,30,210,0,1,0,0,59,"QB"
"2162","Tim Couch","CLE",2001,4,2,24,12,0,0,NA,NA,NA,NA,NA,27,203,1,0,4,0,89,"QB"
"2163","Troy Hambrick","DAL",2001,4,4,24,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2164","Terry Jackson","SF",2001,4,3,24,8,0,0,2,22,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2165","Donovan McNabb","PHI",2001,4,3,24,8,0,0,NA,NA,NA,NA,NA,29,280,2,1,2,0,105.5,"QB"
"2166","Quincy Carter","DAL",2001,4,3,21,7,0,0,NA,NA,NA,NA,NA,5,4,0,0,0,0,39.6,"WR/TE"
"2167","Jeff Garcia","SF",2001,4,3,20,6.7,1,0,NA,NA,NA,NA,NA,31,212,2,1,1,0,84.3,"QB"
"2168","Michael Vick","ATL",2001,4,5,18,3.6,0,1,NA,NA,NA,NA,NA,18,186,0,0,5,1,100.7,"QB"
"2169","Anthony Wright","DAL",2001,4,4,18,4.5,0,0,NA,NA,NA,NA,NA,22,126,2,0,1,0,109.3,"QB"
"2170","Obafemi Ayanbadejo","BAL",2001,4,2,17,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2171","Stacey Mack","JAX",2001,4,8,17,2.1,0,0,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2172","Trung Canidate","",2001,4,2,16,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2173","Brad Johnson","TB",2001,4,2,16,8,0,1,NA,NA,NA,NA,NA,29,184,0,0,5,1,93.1,"QB"
"2174","Laveranues Coles","NYJ",2001,4,2,15,7.5,0,0,5,77,15.4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2175","Larry Centers","BUF",2001,4,5,14,2.8,1,0,12,75,6.2,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2176","Marc Edwards","NE",2001,4,3,14,4.7,0,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2177","Brian Griese","DEN",2001,4,8,14,1.8,0,0,NA,NA,NA,NA,NA,20,121,1,1,2,0,69,"QB"
"2178","Brian Mitchell","PHI",2001,4,3,14,4.7,0,0,3,82,27.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2179","Travis Taylor","BAL",2001,4,1,14,14,0,0,5,80,16,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2180","Thomas Jones","ARI",2001,4,5,13,2.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"2181","Brad Hoover","CAR",2001,4,2,12,6,0,0,4,25,6.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2182","Steve McNair","TEN",2001,4,3,12,4,0,0,NA,NA,NA,NA,NA,32,154,0,1,3,0,53.4,"QB"
"2183","Desmond Howard","DET",2001,4,2,11,5.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2184","Donnell Bennett","WAS",2001,4,2,10,5,0,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2185","Isaac Bruce","",2001,4,1,10,10,0,0,6,66,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2186","Kevin Faulk","NE",2001,4,4,10,2.5,0,0,2,15,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2187","Joey Galloway","DAL",2001,4,1,10,10,0,0,2,59,29.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2188","Tom Brady","NE",2001,4,2,9,4.5,0,2,NA,NA,NA,NA,NA,24,86,0,0,4,2,58.7,"QB"
"2189","Trent Dilfer","SEA",2001,4,5,9,1.8,0,0,NA,NA,NA,NA,NA,23,219,1,1,2,0,92.5,"QB"
"2190","Doug Flutie","",2001,4,3,9,3,0,0,NA,NA,NA,NA,NA,37,149,0,0,1,0,57.2,"QB"
"2191","Mike Green","TEN",2001,4,1,9,9,0,0,1,7,7,0,0,1,0,0,1,0,0,0,"WR/TE"
"2192","Dorsey Levens","GB",2001,4,2,9,4.5,0,0,2,5,2.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2193","Amani Toomer","NYG",2001,4,1,9,9,0,0,7,97,13.9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2194","Richie Anderson","NYJ",2001,4,1,8,8,0,0,2,9,4.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2195","Tim Dwight","",2001,4,1,8,8,0,0,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2196","Tim Seder","DAL",2001,4,1,8,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2197","Rodney Thomas","ATL",2001,4,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2198","Alex Van Pelt","BUF",2001,4,2,8,4,0,0,NA,NA,NA,NA,NA,41,268,3,1,1,0,90.3,"QB"
"2199","Michael Westbrook","WAS",2001,4,1,8,8,0,0,4,34,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2200","Charlie Batch","DET",2001,4,1,7,7,0,1,NA,NA,NA,NA,NA,16,113,0,1,3,1,62.8,"QB"
"2201","Rich Gannon","OAK",2001,4,8,7,0.9,0,0,NA,NA,NA,NA,NA,28,209,1,0,1,0,107.6,"QB"
"2202","Greg Comella","NYG",2001,4,2,6,3,0,0,3,30,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2203","Richard Huntley","CAR",2001,4,3,6,2,0,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2204","Aaron Stecker","TB",2001,4,2,6,3,0,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2205","Doug Chapman","MIN",2001,4,1,5,5,0,0,1,13,13,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2206","Brett Favre","GB",2001,4,2,5,2.5,0,0,NA,NA,NA,NA,NA,35,258,1,3,1,0,54.2,"QB"
"2207","Terrell Fletcher","",2001,4,1,5,5,0,0,1,7,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2208","LaMont Jordan","NYJ",2001,4,2,5,2.5,0,0,1,-1,-1,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2209","Randy Jordan","OAK",2001,4,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2210","Jim Kleinsasser","MIN",2001,4,2,5,2.5,0,0,4,48,12,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2211","Todd Pinkston","PHI",2001,4,1,5,5,0,0,4,90,22.5,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2212","Bob Christian","ATL",2001,4,1,4,4,0,0,2,24,12,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2213","Quincy Morgan","CLE",2001,4,1,4,4,0,0,2,26,13,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2214","Sammy Morris","BUF",2001,4,2,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2215","Zack Crockett","OAK",2001,4,1,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2216","James McKnight","MIA",2001,4,1,3,3,0,0,2,17,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2217","Chris Chandler","ATL",2001,4,1,2,2,0,0,NA,NA,NA,NA,NA,12,75,0,3,1,0,37.2,"QB"
"2218","Curtis Conway","",2001,4,2,2,1,0,0,3,37,12.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2219","Cecil Martin","PHI",2001,4,2,2,1,0,0,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2220","Robert Thomas","DAL",2001,4,1,2,2,0,0,2,3,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2221","Mark Brunell","JAX",2001,4,1,1,1,0,0,NA,NA,NA,NA,NA,39,233,1,0,3,0,80.4,"QB"
"2222","William Henderson","GB",2001,4,2,1,0.5,0,0,2,13,6.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2223","Jon Kitna","CIN",2001,4,2,1,0.5,0,0,NA,NA,NA,NA,NA,34,164,1,1,2,0,66.3,"QB"
"2224","Jake Plummer","ARI",2001,4,1,1,1,0,0,NA,NA,NA,NA,NA,32,238,2,1,1,0,87.8,"QB"
"2225","Jamel White","CLE",2001,4,2,1,0.5,0,0,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2226","Tony Banks","WAS",2001,4,2,0,0,0,0,NA,NA,NA,NA,NA,31,151,0,2,4,0,30.4,"QB"
"2227","Daunte Culpepper","MIN",2001,4,0,0,0,0,0,NA,NA,NA,NA,NA,34,332,2,1,6,0,106.5,"QB"
"2228","Az-Zahir Hakim","",2001,4,1,0,0,0,0,5,44,8.8,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2229","Deuce McAllister","NO",2001,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2230","Cory Schlesinger","DET",2001,4,1,0,0,0,0,3,19,6.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2231","Terrelle Smith","NO",2001,4,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2232","Ty Detmer","DET",2001,4,1,-1,-1,0,0,NA,NA,NA,NA,NA,18,149,0,1,3,0,78,"QB"
"2233","Vinny Testaverde","NYJ",2001,4,1,-1,-1,0,0,NA,NA,NA,NA,NA,25,173,2,0,0,0,107.6,"QB"
"2234","Isaac Byrd","CAR",2001,4,1,-2,-2,0,0,2,19,9.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2235","Kerry Collins","NYG",2001,4,2,-2,-1,0,0,NA,NA,NA,NA,NA,29,177,1,2,1,0,53.4,"QB"
"2236","Jamie Martin","",2001,4,3,-3,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2237","Eric Moulds","BUF",2001,4,1,-4,-4,0,0,5,107,21.4,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2238","Marty Booker","CHI",2001,4,1,-5,-5,0,0,1,63,63,1,0,1,34,1,0,0,0,158.3,"WR/TE"
"2239","Antonio Freeman","GB",2001,4,1,-5,-5,0,0,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2240","Priest Holmes","KC",2001,5,20,150,7.5,2,0,3,-1,-0.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2241","Ricky Williams","NO",2001,5,31,147,4.7,1,1,4,31,7.8,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"2242","Shaun Alexander","SEA",2001,5,33,142,4.3,2,1,2,24,12,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"2243","Corey Dillon","CIN",2001,5,31,140,4.5,1,0,3,16,5.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2244","Curtis Martin","NYJ",2001,5,22,120,5.5,1,0,2,16,8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2245","Edgerrin James","IND",2001,5,26,116,4.5,0,0,6,51,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2246","Jerome Bettis","PIT",2001,5,19,112,5.9,0,0,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2247","James Stewart","DET",2001,5,16,108,6.8,0,0,3,22,7.3,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2248","Emmitt Smith","DAL",2001,5,25,107,4.3,0,0,5,45,9,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2249","Stephen Davis","WAS",2001,5,23,99,4.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"2250","Ron Dayne","NYG",2001,5,20,88,4.4,1,0,1,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2251","Eddie George","TEN",2001,5,29,85,2.9,1,0,3,47,15.7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2252","Daunte Culpepper","MIN",2001,5,7,83,11.9,2,0,NA,NA,NA,NA,NA,27,244,1,1,6,0,98.4,"QB"
"2253","Garrison Hearst","SF",2001,5,12,78,6.5,0,0,5,35,7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2254","Terry Allen","BAL",2001,5,18,75,4.2,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2255","James Allen","CHI",2001,5,18,75,4.2,1,0,2,11,5.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2256","LaDainian Tomlinson","",2001,5,24,74,3.1,1,1,3,13,4.3,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"2257","Jeff Garcia","SF",2001,5,14,70,5,1,0,NA,NA,NA,NA,NA,41,332,3,0,1,0,115.1,"QB"
"2258","Troy Hambrick","DAL",2001,5,9,68,7.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"2259","Anthony Thomas","CHI",2001,5,11,58,5.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"2260","Ahman Green","GB",2001,5,20,54,2.7,1,1,2,18,9,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"2261","Steve McNair","TEN",2001,5,9,54,6,1,0,NA,NA,NA,NA,NA,23,230,1,1,2,0,94.5,"QB"
"2262","Lamar Smith","MIA",2001,5,24,54,2.2,0,2,6,23,3.8,1,2,NA,NA,NA,NA,NA,NA,NA,"RB"
"2263","Charlie Garner","OAK",2001,5,15,53,3.5,0,0,4,30,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2264","Mike Anderson","DEN",2001,5,17,51,3,0,0,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2265","Michael Pittman","ARI",2001,5,16,50,3.1,0,0,5,25,5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2266","Maurice Smith","ATL",2001,5,20,50,2.5,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2267","Aaron Brooks","NO",2001,5,7,49,7,0,0,NA,NA,NA,NA,NA,40,180,2,1,2,0,56.2,"QB"
"2268","Kordell Stewart","PIT",2001,5,7,47,6.7,0,0,NA,NA,NA,NA,NA,25,141,1,0,3,0,88.9,"QB"
"2269","Michael Bennett","MIN",2001,5,13,46,3.5,0,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2270","Amos Zereoue","PIT",2001,5,8,42,5.2,0,0,2,17,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2271","Brandon Bennett","CIN",2001,5,7,41,5.9,0,0,2,18,9,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2272","Randall Cunningham","BAL",2001,5,4,40,10,1,0,NA,NA,NA,NA,NA,10,70,0,0,0,0,72.9,"QB"
"2273","Kevan Barlow","SF",2001,5,8,38,4.8,1,0,1,7,7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2274","Brian Griese","DEN",2001,5,2,38,19,0,0,NA,NA,NA,NA,NA,36,209,2,3,3,0,65.6,"QB"
"2275","Antowain Smith","NE",2001,5,15,36,2.4,1,0,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2276","Jason Brookins","BAL",2001,5,9,33,3.7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"2277","Anthony Wright","DAL",2001,5,8,32,4,0,0,NA,NA,NA,NA,NA,28,177,0,1,1,0,58.2,"QB"
"2278","Tim Biakabutuka","CAR",2001,5,13,30,2.3,0,0,3,58,19.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2279","Travis Minor","MIA",2001,5,1,29,29,1,0,2,35,17.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2280","Jay Fiedler","MIA",2001,5,2,27,13.5,0,0,NA,NA,NA,NA,NA,34,213,1,2,2,0,69.9,"QB"
"2281","Marshall Faulk","",2001,5,8,25,3.1,0,2,5,38,7.6,0,2,NA,NA,NA,NA,NA,NA,NA,"RB"
"2282","Tyrone Wheatley","OAK",2001,5,6,24,4,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2283","Chris Chandler","ATL",2001,5,2,22,11,0,0,NA,NA,NA,NA,NA,36,268,2,1,2,0,84,"QB"
"2284","James Jackson","CLE",2001,5,14,22,1.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"2285","Jamel White","CLE",2001,5,3,19,6.3,0,0,3,27,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2286","Jon Kitna","CIN",2001,5,4,18,4.5,0,0,NA,NA,NA,NA,NA,38,201,1,0,0,0,76.8,"QB"
"2287","Lamont Warren","DET",2001,5,2,18,9,0,0,2,12,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2288","Bob Christian","ATL",2001,5,2,16,8,0,0,3,15,5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2289","Warrick Dunn","TB",2001,5,10,16,1.6,1,0,7,65,9.3,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2290","Rich Gannon","OAK",2001,5,7,16,2.3,0,1,NA,NA,NA,NA,NA,32,243,0,0,3,1,80.6,"QB"
"2291","Trent Green","KC",2001,5,2,14,7,0,0,NA,NA,NA,NA,NA,33,127,0,1,4,0,45.9,"QB"
"2292","Thomas Jones","ARI",2001,5,6,14,2.3,0,0,2,17,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2293","Doug Chapman","MIN",2001,5,4,12,3,0,0,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2294","David Boston","ARI",2001,5,1,11,11,0,0,6,85,14.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2295","Kerry Collins","NYG",2001,5,2,11,5.5,0,0,NA,NA,NA,NA,NA,32,242,1,2,3,0,62.2,"QB"
"2296","Trung Canidate","",2001,5,5,10,2,1,0,3,9,3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2297","Obafemi Ayanbadejo","BAL",2001,5,2,9,4.5,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2298","Terrell Fletcher","",2001,5,1,8,8,0,0,2,14,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2299","Jay Graham","SEA",2001,5,2,8,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2300","Randy Jordan","OAK",2001,5,2,8,4,0,0,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2301","Dorsey Levens","GB",2001,5,2,7,3.5,0,0,4,17,4.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2302","Patrick Pass","NE",2001,5,1,7,7,0,0,1,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2303","Jake Plummer","ARI",2001,5,2,7,3.5,0,0,NA,NA,NA,NA,NA,37,216,1,0,1,0,80.5,"QB"
"2304","Mack Strong","SEA",2001,5,1,7,7,0,0,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2305","Trent Dilfer","SEA",2001,5,1,6,6,0,0,NA,NA,NA,NA,NA,18,110,0,0,2,0,83.1,"QB"
"2306","Kurt Warner","",2001,5,3,6,2,0,1,NA,NA,NA,NA,NA,46,316,0,1,6,1,72.4,"QB"
"2307","Richie Anderson","NYJ",2001,5,1,5,5,0,0,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2308","Marc Edwards","NE",2001,5,4,5,1.2,0,0,1,15,15,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2309","Mike Alstott","TB",2001,5,5,4,0.8,0,0,1,-3,-3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"2310","Tony Banks","WAS",2001,5,3,4,1.3,0,0,NA,NA,NA,NA,NA,18,132,1,0,2,0,97.5,"QB"
"2311","Brad Johnson","TB",2001,5,2,4,2,0,0,NA,NA,NA,NA,NA,50,287,3,1,1,0,77.7,"QB"
"2312","Jerald Sowell","NYJ",2001,5,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2313","Darrin Chiaverini","DAL",2001,5,1,3,3,0,0,2,25,12.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2314","Michael Cloud","KC",2001,5,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2315","Olandis Gary","DEN",2001,5,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2316","Mike Green","TEN",2001,5,3,3,1,0,0,2,13,6.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2317","James McKnight","MIA",2001,5,1,3,3,0,0,1,13,13,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2318","Jim Miller","CHI",2001,5,2,3,1.5,0,0,NA,NA,NA,NA,NA,21,116,0,2,0,0,45,"QB"
"2319","Cory Schlesinger","DET",2001,5,1,3,3,0,0,4,22,5.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"2320","Troy Edwards","PIT",2001,5,1,2,2,0,0,1,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
