marker_id,marker_no,title,subtitle,addl_subtitle,year_erected,erected_by,latitude_minus_s,longitude_minus_w,street_address,city_or_town,section_or_quarter,county_or_parish,state_or_prov,location,missing,link
28594,30,Groundwater Irrigation Beginnings,NA,NA,1986,E Clampus Vitus,36.58028,-119.63111,1880 Art Gonzales Parkway,Selma,NA,Fresno County,California,"Marker can be reached from Art Gonzales Parkway, 0.2 miles Highland Avenue.",NA,http://www.hmdb.org/m.asp?m=28594
28707,490,Mormon Pioneers / Mormon Pioneer Adobes,NA,NA,1996,"Daughters of Utah Pioneers, John M. Horner Camp, Mission Peak Camp, Alameda Company.",37.56096,-121.96806,810 Walnut Avenue,Fremont,Cherry - Guardino,Alameda County,California,"Marker is at the intersection of Walnut Avenue and Gallaudet Drive, on the right when traveling east on Walnut Avenue.",NA,http://www.hmdb.org/m.asp?m=28707
28732,391,Sanchez Adobe,NA,NA,1953,County of San Mateo in cooperation with the San Mateo County Historical Association,37.58748,-122.49377,1000 Linda Mar Boulevard,Pacifica,NA,San Mateo County,California,"Marker is on Linda Mar Boulevard, on the right.",NA,http://www.hmdb.org/m.asp?m=28732
28840,42,Kerman,NA,NA,2003,"Jim Savage Chapter 1852, E Clampus Vitus",36.72056,-120.06033,1000 South Madera Avenue,Kerman,NA,Fresno County,California,"Marker is at the intersection of South Madera Avenue (State Highway 145) and West California Avenue, in the median on South Madera Avenue.",NA,http://www.hmdb.org/m.asp?m=28840
28844,29,Poole's Ferry,Smith's Ferry,NA,1985,E Clampus Vitus,36.58444,-119.45778,1460 South Reed Avenue,Reedley,NA,Fresno County,California,"Marker is at the intersection of Reed Avenue and Olson Avenue, on the right when traveling south on Reed Avenue.",NA,http://www.hmdb.org/m.asp?m=28844
28910,503,First County Courthouse,NA,NA,1953,California State Park Commission and the Alameda County Parlors of the Native Sons and Daughters of the Golden West,37.59667,-122.0811,30925 Union City Boulevard,Union City,NA,Alameda County,California,"Marker is on Union City Boulevard near Cambridge Way, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=28910
28960,925,Peralta Hacienda,Begun in 1821,Fruitvale History Tour Site,NA,NA,37.78703,-122.21736,2465 34th Avenue,Oakland,Peralta Hacienda,Alameda County,California,Marker can be reached from 34th Avenue near Hyde Street.,NA,http://www.hmdb.org/m.asp?m=28960
29057,921,Site of Mission San Pedro,Y San Pablo De Bicuner,NA,1980,"State Department of Parks and Recreation in cooperation with E Clampus Vitus, Imperial Valley Pioneers, Phil Porretta & Family, Bureau of Land Management, Yuma County Historical Society and Quechan Tribal Council.",32.81637,-114.51512,NA,Winterhaven,NA,Imperial County,California,"Marker is on West Mehring Road, 0.1 miles west of Imperial Road, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=29057
29118,937,Liberty Bell Slot Machine,NA,NA,1984,E Clampus Vitus and the California State Department of Parks and Recreation,37.79105,-122.39935,NA,San Francisco,Financial District,San Francisco City and County,California,"Marker is at the intersection of Market Street and Bush Street, on the left when traveling east on Market Street.",NA,http://www.hmdb.org/m.asp?m=29118
29181,1923,Central Park Veterans Memorial – World War I,NA,NA,NA,American Legion Post No.82,37.56095,-122.32232,3050 East 5th Avenue,San Mateo,NA,San Mateo County,California,Marker can be reached from South El Camino Real (State Highway 82).,NA,http://www.hmdb.org/m.asp?m=29181
29431,1029,The Jimmy Doolittle Pier – Alameda Naval Air Station,Pier No. 3,USS Hornet,NA,"Halcyon-Alameda Parlor No. 47, Native Sons of the Golden West",37.77227,-122.30096,707 W Hornet Ave,Alameda,NA,Alameda County,California,Marker can be reached from the intersection of Hornet Avenue and Ferry Point.,NA,http://www.hmdb.org/m.asp?m=29431
29467,859,Von Schmidt State Boundary Monument,NA,NA,1974,"State Department of Parks and Recreation in cooperation with the Needles Chapter, San Bernardino County Museum Association, and the California, Arizona and Nevada Development Association – Can – Do.",35.01407,-114.66197,NA,Needles,NA,San Bernardino County,California,"Marker is on Needles Highway, 0.1 miles south of Aha Macav Parkway, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=29467
29468,188,Von Schmidt State Boundary Monument,NA,NA,1974,"Needles Chapter San Bernadino County Museum Association and California, Arizona and Nevada Development Association ""Can Do""",35.01424,-114.66182,NA,Needles,NA,San Bernardino County,California,"Marker is on Needles Highway, 0.1 miles south of Aha Macav Parkway, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=29468
29548,100,Morse’s Corners,NA,NA,1977,San Mateo County Historical Association,37.56645,-122.32327,147 South B Street,San Mateo,NA,San Mateo County,California,"Marker is at the intersection of South B Street and 2nd Avenue, on the right when traveling north on South B Street.",NA,http://www.hmdb.org/m.asp?m=29548
29663,771,The Dogtown Nugget,NA,NA,1955,"Centennial Parlor No. 295, Native Daughters of the Golden West",39.80405,-121.57865,NA,Magalia,NA,Butte County,California,"Marker is on Old Skyway Road, 0.3 miles north of Pentz-Magalia Road, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=29663
29671,Butte 011,Old Paradise Depot,NA,NA,1982,"Pair-O-Dice Chapter 7-11, E Clampus Vitus, Centennial Chapter No. 295, Native Daughters of the Golden West and Paradise Visitors Bureau.",39.75297,-121.62394,502 Pearson Road,Paradise,NA,Butte County,California,"Marker is on Black Olive Drive north of Pearson Road, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=29671
30126,902,First Unitarian Church,NA,NA,1979,State Department of Parks and Recreation and the Members of the Congregation,37.33956,-121.8902,160 North 3rd Street,San Jose,Downtown San Jose,Santa Clara County,California,"Marker is on North 3rd Street south of East St. James Street, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=30126
30171,644,"Home of Martin Murphy, Jr.",NA,NA,1960,"California State Park Commission, City of Sunnyvale and The Sunnyvale Historical Society",37.38209,-122.02634,NA,Sunnyvale,Heritage District,Santa Clara County,California,Marker can be reached from North Sunnyvale Avenue east of East California Avenue.,NA,http://www.hmdb.org/m.asp?m=30171
30327,952,Site of World’s First Broadcasting Station,NA,NA,1992,"State Department of Parks and Recreation, California Pioneers of Santa Clara County and Mountain Charlie Chapter No. 1850, E. Clampus Vitus.",37.33405,-121.88945,50 W San Fernando St,San Jose,Downtown San Jose,Santa Clara County,California,Marker can be reached from West San Fernando Street west of South 1st Street.,NA,http://www.hmdb.org/m.asp?m=30327
30667,556,Rancho San Francisco,NA,NA,1958,California State Parks Commission in cooperation with the Los Angeles County Board of Supervisors and the Death Valley '49ers,34.44025,-118.60522,NA,Santa Clarita,Valencia,Los Angeles County,California,"Marker is on The Old Road east of Henry Mayo Drive, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=30667
31007,973,Turner / Robertson Shipyard,1882 – 1918,NA,1987,"State Department of Parks and Recreation in cooperation with the City of Benicia, August 6, 1987",38.0623,-122.17925,West 12th Street,Benicia,NA,Solano County,California,NA,NA,http://www.hmdb.org/m.asp?m=31007
31102,1,Old Moraga Townsite,NA,NA,1970,Moraga Historical Society,37.83453,-122.13105,1545 School Street,Moraga,NA,Contra Costa County,California,"Marker is at the intersection of School Street and Country Club Drive, on the right when traveling north on School Street.",NA,http://www.hmdb.org/m.asp?m=31102
31923,3,Tuolumne County Jail,1857 – 1960,NA,1973,Tuolumne County Board of Supervisors and the Tuolumne County Historical Society,37.9837,-120.38552,158 West Bradford Avenue,Sonora,NA,Tuolumne County,California,"Marker can be reached from West Bradford Avenue west of Lower Sunset Drive, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=31923
32067,327-1,Site of Original Mission Dolores Chapel and Dolores Lagoon / Rammaytush,NA,NA,1995,California Dept. of Parks & Recreation and the Albion/Camp Neighborhood Assoc.,37.76403,-122.42272,NA,San Francisco,Mission Dolores,San Francisco City and County,California,Marker is at the intersection of Albion Street and Camp Street on Albion Street.,NA,http://www.hmdb.org/m.asp?m=32067
32169,784,El Camino Real,NA,NA,1963,The California State Park Commissionn and the Committee for El Camino Real,37.76412,-122.42653,3321 16th Street,San Francisco,Mission Dolores,San Francisco City and County,California,"Marker is on Dolores Street north of Chula Lane, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=32169
32621,2,"""Old"" San Mateo County Courthouse",NA,NA,2006,Native Sons of the Golden West,37.48698,-122.22984,2200 Broadway Street,Redwood City,NA,San Mateo County,California,Marker is on Broadway Street near Hamilton Street.,NA,http://www.hmdb.org/m.asp?m=32621
32635,778,The La Grange Mine,NA,NA,1963,California State Park Commission,40.73861,-122.99611,NA,Weaverville,NA,Trinity County,California,"Marker is on Highway 299, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=32635
32748,999,Marin County Civic Center,NA,NA,1992,State Department of Parks and Recreation,37.99722,-122.53111,NA,San Rafael,NA,Marin County,California,Marker can be reached from Peter Behr Drive.,NA,http://www.hmdb.org/m.asp?m=32748
33319,650,Site of What Cheer House,NA,NA,1959,"California State Park Commission, the California Historical Society, American Trust Company",37.79379,-122.40217,NA,San Francisco,Financial District,San Francisco City and County,California,Marker is at the intersection of Leidesdorff Street and Sacramento Street on Leidesdorff Street.,NA,http://www.hmdb.org/m.asp?m=33319
33402,453,"Site of the Bank of Lucas, Turner & Co.",(Sherman's Bank),NA,1950,California Centennials Commission and the Society of California Pioneers,37.7965,-122.40338,802 Montgomery Street,San Francisco,North Beach,San Francisco City and County,California,Marker is at the intersection of Jackson Street and Montgomery Street on Jackson Street.,NA,http://www.hmdb.org/m.asp?m=33402
33775,696,"Western Headquarters of Russell, Majors, and Waddell",NA,NA,1960,California State Park Commission,37.79499,-122.40333,601 Montgomery Street,San Francisco,Chinatown,San Francisco City and County,California,"Marker is at the intersection of Montgomery Street and Merchant Street, on the right when traveling south on Montgomery Street.",NA,http://www.hmdb.org/m.asp?m=33775
33781,8,Ramirez – Preston Building,Early 1850’s,NA,2002,Tuolumne County Historical Society,37.95298,-120.42304,NA,Jamestown,NA,Tuolumne County,California,"Marker is at the intersection of Main Street and Lemon Drop Lane, on the right when traveling west on Main Street.",NA,http://www.hmdb.org/m.asp?m=33781
33877,537,Cottonwood Charcoal Kilns,NA,NA,1955,California Eastern Sierra Museum Association,36.4152,-118.01204,NA,Cartago,NA,Inyo County,California,<font color=red> Reported missing.</font>,Confirmed Missing,http://www.hmdb.org/m.asp?m=33877
34157,507,Disaster in 1872,Grave of 1872 Earthquake Victims,NA,NA,NA,36.61835,-118.06852,NA,Lone Pine,NA,Inyo County,California,"Marker can be reached from U.S. 395, 0.1 miles south of Pangborne Lane, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=34157
34769,277,Francisco Garces,1738 – 1781,Spanish Franciscan,1939,NA,35.387,-119.01883,NA,Bakersfield,NA,Kern County,California,"Marker is at the intersection of North Chester Avenue and Golden State Highway (California Route 204), in the median on North Chester Avenue.",NA,http://www.hmdb.org/m.asp?m=34769
35020,751,First U.S. Naval Station In The Pacific,NA,NA,1960,California State Park Commission and Solano County Historical Society,38.10974,-122.26401,11 Tennessee Street,Vallejo,NA,Solano County,California,"Marker is at the intersection of Tennessee Street and Mare Island Way, on the left when traveling west on Tennessee Street.",NA,http://www.hmdb.org/m.asp?m=35020
36602,51,Old Point Loma Lighthouse,NA,NA,1988,"The State Department of Parks and Recreation in cooperation with The National Park Service and Squibob Chapter, E. Vitus Clampus, April 16, 1988",32.6726,-117.24077,1800 Cabrillo Memorial Drive,San Diego,NA,San Diego County,California,NA,NA,http://www.hmdb.org/m.asp?m=36602
37149,6,Robinson Plaza,NA,NA,1999,City Council of Nevada City,39.26284,-121.01701,NA,Nevada City,NA,Nevada County,California,"Marker is on Union Alley, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=37149
37174,3,Roseville’s First City Hall,NA,NA,NA,Roseville Historical Society,38.75104,-121.28445,NA,Roseville,NA,Placer County,California,"Marker is at the intersection of Lincoln Street and Pacific Street, on the right when traveling south on Lincoln Street.",NA,http://www.hmdb.org/m.asp?m=37174
37235,4,Lest We Forget,NA,NA,NA,Roseville Historical Society,38.75006,-121.28622,NA,Roseville,NA,Placer County,California,"Marker is on North Grant Street west of Pacific Street, on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=37235
39015,530,Sutter’s Mill Site,NA,NA,1948,Historic Landmarks Committees Native Sons and Native Daughters of the Golden West,38.80349,-120.89228,NA,Coloma,NA,El Dorado County,California,"Marker can be reached from Coloma Road (California Route 49) north of Mt Murply Road, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=39015
39828,YUB-12,Church of the Immaculate Conception,State of California Point of Historical Interest: Yub-12,NA,2010,"Wm. Bull Meek-Wm. Morris Stewart, Chapter 10, E Clampus Vitus",39.2075,-121.2975,8444 Smartville Road,Smartsville,NA,Yuba County,California,"Marker is on Smartville Road, 0.6 miles north of California Highway 20, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=39828
39865,08-01,Rough and Ready Toll House,NA,NA,2009,"Wm. Bull Meek - Wm. Morris Stewart Chapter No. 10, E Clampus Vitus, Nevada City, Ca.",39.23001,-121.13628,14365 Rough and Ready Highway,Rough and Ready,NA,Nevada County,California,"Marker is on Rough and Ready Highway, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=39865
40132,804,Wolfskill Grant,University of California Experimental Farm,NA,1966,"California State Park Commission, the Solano County Historical Society",38.50473,-121.98056,4334 Putah Creek Road,Winters,NA,Solano County,California,"Marker is on Putah Creek Road, 1 mile west of Winters Road, on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=40132
40182,1,Roseville Carnegie Library,NA,NA,1988,Roseville Historical Society,38.75375,-121.28542,557 Lincoln Street,Roseville,NA,Placer County,California,"Marker is on Lincoln Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=40182
40210,247,The First Long Distance Telephone,NA,NA,1940,"Columbia Parlor No.70, Native Daughters of the Golden West",39.30664,-121.16281,20346 Pleasant Valley Road,French Corral,NA,Nevada County,California,"Marker is on Pleasant Valley Road, 4.2 miles west of Route 49, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=40210
40284,Nev 02-96,Charles Marsh House,NA,NA,1996,"Wm. Bull Meek – Wm. Morris Stewart Chapter 10, E Clampus Vitus and Nev. County Landmarks Commission",39.26306,-121.01587,123 Nevada Street,Nevada City,NA,Nevada County,California,"Marker is on Nevada Street near Grove Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=40284
40294,Nev. 0018,Trinity Episcopal Church,NA,NA,1973,Hydraulic Parlor No. 56 N.S.G.W. & Grand Parlor N.S.G.W.,39.26329,-121.01578,202 High Street,Nevada City,NA,Nevada County,California,"Marker is at the intersection of Nevada Street and Grove Street and High Street, on the right when traveling south on Nevada Street.",NA,http://www.hmdb.org/m.asp?m=40294
