tag,JD,launch_date,launch_year,type,variant,mission,agency,state_code,category,agency_type
1976-101,2443066.45,1976-10-14,1976,Delta 2914,,Marisat C,US,US,O,state
1976-004,2442795.48,1976-01-17,1976,Delta 2914,,CTS,US,US,O,state
1976-010,2442807.5,1976-01-29,1976,Atlas SLV-3D Centaur,,INTELSAT IVA F2,US,US,O,state
1976-017,2442828.44,1976-02-19,1976,Delta 2914,,Marisat A,US,US,O,state
1976-029,2442864.45,1976-03-26,1976,Delta 3914,,RCA-B,US,US,O,state
1976-035,2442891.37,1976-04-22,1976,Delta 2914,,NATO 3A,US,US,O,state
1976-039,2442902.83,1976-05-04,1976,Delta 2913,,Lageos,US,US,O,state
1976-042,2442912.44,1976-05-13,1976,Atlas SLV-3D Centaur,,Comstar D-1,US,US,O,state
1976-053,2442939.51,1976-06-10,1976,Delta 2914,,Marisat B,US,US,O,state
1976-066,2442968.48,1976-07-08,1976,Delta 2914,C,Palapa A1,US,US,O,state
1976-073,2442982.42,1976-07-22,1976,Atlas SLV-3D Centaur,,Comstar D-2,US,US,O,state
1976-077,2442989.21,1976-07-29,1976,Delta 2310,,ITOS H,US,US,O,state
1977-102,2443439.08,1977-10-22,1977,Delta 2914,,ISEE A,US,US,O,state
1977-005,2443171.53,1977-01-28,1977,Delta 2914,,NATO 3B,US,US,O,state
1977-106,2443444.7,1977-10-28,1977,Scout D-1,,NNS O-11,US,US,O,state
1977-108,2443470.57,1977-11-23,1977,Delta 2914,,Meteosat 1,US,US,O,state
1977-018,2443213.47,1977-03-10,1977,Delta 2914,,Palapa A2,US,US,O,state
1977-118,2443492.53,1977-12-15,1977,Delta 2914,,CS,US,US,O,state
1977-029,2443253.93,1977-04-20,1977,Delta 2914,,Geos 1,US,US,O,state
1977-041,2443290.41,1977-05-26,1977,Atlas SLV-3D Centaur,,INTELSAT IVA F4,US,US,O,state
1977-048,2443310.95,1977-06-16,1977,Delta 2914,,GOES B,US,US,O,state
1977-065,2443338.94,1977-07-14,1977,Delta 2914,,GMS,US,US,O,state
1977-075,2443367.77,1977-08-12,1977,Atlas SLV-3D Centaur,,HEAO A,US,US,O,state
1977-080,2443381.49,1977-08-25,1977,Delta 2313,,Sirio 1,US,US,O,state
1978-002,2443515.51,1978-01-07,1978,Atlas SLV-3D Centaur,,INTELSAT IVA F3,US,US,O,state
1978-103,2443825.73,1978-11-13,1978,Atlas SLV-3D Centaur,,HEAO B,US,US,O,state
1978-106,2443831.53,1978-11-19,1978,Delta 2914,,NATO 3C,US,US,O,state
1978-012,2443535.23,1978-01-26,1978,Delta 2914,,IUE,US,US,O,state
1978-016,2443549.39,1978-02-09,1978,Atlas SLV-3D Centaur,,FLTSATCOM F1,US,US,O,state
1978-116,2443858.51,1978-12-16,1978,Delta 3914,,Anik B,US,US,O,state
1978-026,2443573.25,1978-03-05,1978,Delta 2910,,Landsat C,US,US,O,state
1978-035,2443599.48,1978-03-31,1978,Atlas SLV-3D Centaur,,INTELSAT IVA F6,US,US,O,state
1978-039,2443606.42,1978-04-07,1978,Delta 2914,,BSE,US,US,O,state
1978-041,2443624.93,1978-04-26,1978,Scout D-1,,AEM-A,US,US,O,state
1978-044,2443640.46,1978-05-11,1978,Delta 3914,,OTS 2,US,US,O,state
1978-051,2443649.05,1978-05-20,1978,Atlas SLV-3D Centaur,,Pioneer Venus Orbiter,US,US,O,state
1978-062,2443675.95,1978-06-16,1978,Delta 2914,,GOES C,US,US,O,state
1978-068,2443689.43,1978-06-29,1978,Atlas SLV-3D Centaur,,Comstar D-3,US,US,O,state
1978-071,2443703.95,1978-07-14,1978,Delta 2914,,Geos 2,US,US,O,state
1978-078,2443728.81,1978-08-08,1978,Atlas SLV-3D Centaur,,Pioneer Venus Multiprobe,US,US,O,state
1978-079,2443733.13,1978-08-12,1978,Delta 2914,,ISEE C,US,US,O,state
1978-098,2443805.84,1978-10-24,1978,Delta 2910,,Nimbus G,US,US,O,state
1979-101,2444214.57,1979-12-07,1979,Delta 3914,,RCA-C,US,US,O,state
1979-007,2443904.4,1979-01-30,1979,Delta 2914,,P78-2,US,US,O,state
1979-013,2443923.18,1979-02-18,1979,Scout D-1,,AEM-B,US,US,O,state
1979-038,2443998.29,1979-05-04,1979,Atlas SLV-3D Centaur,,FLTSATCOM F2,US,US,O,state
1979-047,2444027.48,1979-06-02,1979,Scout D-1,,Ariel 6,US,US,O,state
1979-072,2444095.51,1979-08-10,1979,Delta 2914,,Westar 3,US,US,O,state
1979-082,2444136.73,1979-09-20,1979,Atlas SLV-3D Centaur,,HEAO C,US,US,O,state
1979-094,2444177.09,1979-10-30,1979,Scout G-1,,AEM-C,US,US,O,state
1980-004,2444256.56,1980-01-18,1980,Atlas SLV-3D Centaur,,FLTSATCOM F3,US,US,O,state
1980-014,2444284.16,1980-02-14,1980,Delta 3910,,SMM,US,US,O,state
1980-074,2444492.44,1980-09-09,1980,Delta 3914,,GOES D,US,US,O,state
1980-087,2444543.66,1980-10-31,1980,Atlas SLV-3D Centaur,,FLTSATCOM F4,US,US,O,state
1980-091,2444559.45,1980-11-15,1980,Delta 3910/PAM,,SBS 1,US,US,O,state
1980-098,2444580.48,1980-12-06,1980,Atlas SLV-3D Centaur,,INTELSAT V F2,US,US,O,state
1981-100,2444883.98,1981-10-06,1981,Delta 2310,,Solar Mesosphere Explore,US,US,O,state
1981-111,2444921.13,1981-11-12,1981,Space Shuttle,,OV-102 OFT-2,US,US,O,state
1981-114,2444928.57,1981-11-20,1981,Delta 3910/PAM,,RCA-D,US,US,O,state
1981-018,2444657.47,1981-02-21,1981,Atlas SLV-3D Centaur,,Comstar D-4,US,US,O,state
1981-119,2444954.48,1981-12-15,1981,Atlas SLV-3D Centaur,,INTELSAT V F3,US,US,O,state
1981-034,2444707,1981-04-12,1981,Space Shuttle,,OV-102 OFT-1,US,US,O,state
1981-044,2444739.76,1981-05-15,1981,Scout G-1,,Nova 1,US,US,O,state
1981-049,2444747.44,1981-05-22,1981,Delta 3914,,GOES E,US,US,O,state
1981-050,2444748.45,1981-05-23,1981,Atlas SLV-3D Centaur,,INTELSAT V F1,US,US,O,state
1981-070,2444819.91,1981-08-03,1981,Delta 3913,,DE A,US,US,O,state
1981-073,2444822.84,1981-08-06,1981,Atlas SLV-3D Centaur,,FLTSATCOM F5,US,US,O,state
1981-096,2444872.46,1981-09-24,1981,Delta 3910/PAM,,SBS 2,US,US,O,state
1982-004,2444985.58,1982-01-16,1982,Delta 3910/PAM,,RCA-C',US,US,O,state
1982-105,2445270.56,1982-10-28,1982,Delta 3924,,RCA-E,US,US,O,state
1982-110,2445285.01,1982-11-11,1982,Space Shuttle,,OV-102 PAM deploy,US,US,O,state
1982-014,2445026.5,1982-02-26,1982,Delta 3910/PAM,,Westar 4,US,US,O,state
1982-017,2445033.52,1982-03-05,1982,Atlas SLV-3D Centaur,,INTELSAT V F4,US,US,O,state
1982-022,2445051.17,1982-03-22,1982,Space Shuttle,,OV-102 OFT-3,US,US,O,state
1982-031,2445069.78,1982-04-10,1982,Delta 3910/PAM,,Insat 1A,US,US,O,state
1982-058,2445129.52,1982-06-09,1982,Delta 3910/PAM,,Westar 5,US,US,O,state
1982-065,2445148.12,1982-06-27,1982,Space Shuttle,,OV-102 OFT-4,US,US,O,state
1982-072,2445167.25,1982-07-16,1982,Delta 3920,,Landsat D,US,US,O,state
1982-082,2445208.47,1982-08-26,1982,Delta 3920/PAM,,Anik D-1,US,US,O,state
1982-097,2445241.47,1982-09-28,1982,Atlas SLV-3D Centaur,,INTELSAT V F5,US,US,O,state
1983-004,2445360.6,1983-01-26,1983,Delta 3910,,IRAS,US,US,O,state
1983-116,2445667.17,1983-11-28,1983,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1983-026,2445429.27,1983-04-04,1983,Space Shuttle,,OV-099 IUS deploy,US,US,O,state
1983-030,2445436.44,1983-04-11,1983,Delta 3924,,RCA-F,US,US,O,state
1983-041,2445453.43,1983-04-28,1983,Delta 3914,,GOES F,US,US,O,state
1983-047,2445474.43,1983-05-19,1983,Atlas SLV-3D Centaur,,INTELSAT V F6,US,US,O,state
1983-051,2445481.14,1983-05-26,1983,Delta 3914,,Exosat,US,US,O,state
1983-059,2445503.98,1983-06-18,1983,Space Shuttle,,OV-099 PAM deploy/FF,US,US,O,state
1983-063,2445513.15,1983-06-27,1983,Scout D-1,,NNS O-16,US,US,O,state
1983-065,2445514.46,1983-06-28,1983,Delta 3920/PAM,,Galaxy I,US,US,O,state
1983-077,2445544.45,1983-07-28,1983,Delta 3920/PAM,,Telstar 301,US,US,O,state
1983-089,2445576.77,1983-08-30,1983,Space Shuttle,,OV-099 PAM deploy,US,US,O,state
1983-094,2445586.45,1983-09-08,1983,Delta 3924,,RCA-G,US,US,O,state
1983-098,2445600.43,1983-09-22,1983,Delta 3920/PAM,,Galaxy II,US,US,O,state
1984-101,2445965.43,1984-09-21,1984,Delta 3920/PAM,,Galaxy III,US,US,O,state
1984-108,2445978.96,1984-10-05,1984,Space Shuttle,,OV-099 LEO deploy,US,US,O,state
1984-110,2445985.57,1984-10-12,1984,Scout G-1,,Nova 3,US,US,O,state
1984-011,2445734.04,1984-02-03,1984,Space Shuttle,,OV-099 PAM deploy/FF,US,US,O,state
1984-113,2446013.01,1984-11-08,1984,Space Shuttle,,OV-103 PAM deploy/Rend,US,US,O,state
1984-115,2446018.52,1984-11-14,1984,Delta 3914,,NATO 3D,US,US,O,state
1984-021,2445761.25,1984-03-01,1984,Delta 3920,,Landsat D',US,US,O,state
1984-034,2445797.08,1984-04-06,1984,Space Shuttle,,OV-099 LEO deploy/Rend,US,US,O,state
1984-057,2445861.46,1984-06-09,1984,Atlas G Centaur,,INTELSAT V F9,US,US,O,state
1984-088,2445929.12,1984-08-16,1984,Delta 3924,,AMPTE-CCE,US,US,O,state
1984-093,2445943.03,1984-08-30,1984,Space Shuttle,,OV-103 PAM deploy,US,US,O,state
1985-104,2446369.21,1985-10-30,1985,Space Shuttle,,OV-099 Spacelab,US,US,O,state
1985-109,2446396.52,1985-11-27,1985,Space Shuttle,,OV-104 PAM deploy,US,US,O,state
1985-010,2446090.33,1985-01-24,1985,Space Shuttle,,OV-103 IUS deploy,US,US,O,state
1985-114,2446412.61,1985-12-13,1985,Scout G-1,,ITV 1,US,US,O,state
1985-025,2446147.5,1985-03-22,1985,Atlas G Centaur,,INTELSAT VA F10,US,US,O,state
1985-028,2446168.08,1985-04-12,1985,Space Shuttle,,OV-103 PAM deploy,US,US,O,state
1985-034,2446185.17,1985-04-29,1985,Space Shuttle,,OV-099 Spacelab,US,US,O,state
1985-048,2446233.98,1985-06-17,1985,Space Shuttle,,OV-103 PAM deploy/FF,US,US,O,state
1985-055,2446246.53,1985-06-30,1985,Atlas G Centaur,,INTELSAT VA F11,US,US,O,state
1985-063,2446276.38,1985-07-29,1985,Space Shuttle,,OV-099 Spacelab,US,US,O,state
1985-066,2446280.65,1985-08-03,1985,Scout G-1,,NNS O-24,US,US,O,state
1985-076,2446304.96,1985-08-27,1985,Space Shuttle,,OV-103 PAM deploy/Rend,US,US,O,state
1985-087,2446337.47,1985-09-28,1985,Atlas G Centaur,,INTELSAT VA F12,US,US,O,state
1985-092,2446342.14,1985-10-03,1985,Space Shuttle,,OV-104 IUS deploy,US,US,O,state
1986-003,2446443,1986-01-12,1986,Space Shuttle,,OV-102 PAM deploy,US,US,O,state
1986-069,2446679.13,1986-09-05,1986,Delta 3920,,Payload Adapter System,US,US,O,state
1986-088,2446748.52,1986-11-14,1986,Scout G-1,,NNS O-17,US,US,O,state
1986-096,2446769.6,1986-12-05,1986,Atlas G Centaur,,FLTSATCOM F7,US,US,O,state
1987-022,2446853.46,1987-02-26,1987,Delta 3924,,GOES H,US,US,O,state
1987-029,2446875.43,1987-03-20,1987,Delta 3920/PAM,,Palapa B2P,US,US,O,state
1987-080,2447055.31,1987-09-16,1987,Scout G-1,,NNS O-27,US,US,O,state
1988-106,2447498.1,1988-12-02,1988,Space Shuttle,,OV-104 LEO deploy,US,US,O,state
1988-008,2447200.42,1988-02-08,1988,Delta 3910,,Canister Cluster,US,US,O,state
1988-033,2447277.58,1988-04-26,1988,Scout G-1,,NNS O-23,US,US,O,state
1988-052,2447328.79,1988-06-16,1988,Scout G-1,,Nova 2,US,US,O,state
1988-074,2447398.79,1988-08-25,1988,Scout G-1,,NNS O-25,US,US,O,state
1988-091,2447434.15,1988-09-29,1988,Space Shuttle,,OV-103 IUS deploy,US,US,O,state
1989-021,2447599.12,1989-03-13,1989,Space Shuttle,,OV-103 IUS deploy,US,US,O,state
1989-033,2447651.28,1989-05-04,1989,Space Shuttle,,OV-104 IUS deploy,US,US,O,state
1989-061,2447747.03,1989-08-08,1989,Space Shuttle,,OV-102 Medium deploy,US,US,O,state
1989-077,2447794.87,1989-09-25,1989,Atlas G Centaur,,FLTSATCOM F8,US,US,O,state
1989-084,2447818.2,1989-10-18,1989,Space Shuttle,,OV-104 IUS deploy,US,US,O,state
1989-089,2447849.11,1989-11-18,1989,Delta 5920-8,,COBE,US,US,O,state
1989-090,2447853.52,1989-11-23,1989,Space Shuttle,,OV-103 IUS deploy,US,US,O,state
1990-002,2447901.02,1990-01-09,1990,Space Shuttle,,OV-102 Medium dep/Rend,US,US,O,state
1990-106,2448227.78,1990-12-02,1990,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1990-019,2447950.83,1990-02-28,1990,Space Shuttle,,OV-104 LEO deploy,US,US,O,state
1990-037,2448006.02,1990-04-24,1990,Space Shuttle,,OV-103 HST mission,US,US,O,state
1990-043,2448021.24,1990-05-09,1990,Scout G-1,,MACSAT 1,US,US,O,state
1990-090,2448170.99,1990-10-06,1990,Space Shuttle,,OV-103 IUS deploy,US,US,O,state
1990-097,2448211.49,1990-11-15,1990,Space Shuttle,,OV-104 Medium dep,US,US,O,state
1991-027,2448352.1,1991-04-05,1991,Space Shuttle,,OV-104 LEO deploy,US,US,O,state
1991-031,2448374.98,1991-04-28,1991,Space Shuttle,,OV-103 Research/FF,US,US,O,state
1991-040,2448413.06,1991-06-05,1991,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1991-045,2448437.08,1991-06-29,1991,Scout G-1,,REX,US,US,O,state
1991-054,2448471.13,1991-08-02,1991,Space Shuttle,,OV-104 IUS deploy,US,US,O,state
1991-063,2448512.47,1991-09-12,1991,Space Shuttle,,OV-103 LEO deploy,US,US,O,state
1991-080,2448585.49,1991-11-24,1991,Space Shuttle,,OV-104 IUS deploy,US,US,O,state
1992-002,2448644.12,1992-01-22,1992,Space Shuttle,,OV-103 Spacelab,US,US,O,state
1992-015,2448706.05,1992-03-24,1992,Space Shuttle,,OV-104 Spacelab,US,US,O,state
1992-026,2448750.49,1992-05-07,1992,Space Shuttle,,OV-105 Rendezvous,US,US,O,state
1992-034,2448799.18,1992-06-25,1992,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1992-038,2448807.1,1992-07-03,1992,Scout G-1,,SAMPEX,US,US,O,state
1992-049,2448835.08,1992-07-31,1992,Space Shuttle,,OV-104 Research/FF,US,US,O,state
1992-061,2448878.1,1992-09-12,1992,Space Shuttle,,OV-105 Spacelab,US,US,O,state
1992-070,2448918.22,1992-10-22,1992,Space Shuttle,,OV-102 Research/Med dep,US,US,O,state
1992-078,2448948.07,1992-11-21,1992,Scout G-1,,MSTI-1,US,US,O,state
1992-086,2448959.06,1992-12-02,1992,Space Shuttle,,OV-103 Medium deploy,US,US,O,state
1993-003,2449001.08,1993-01-13,1993,Space Shuttle,,OV-105 IUS deploy,US,US,O,state
1993-023,2449085.73,1993-04-08,1993,Space Shuttle,,OV-103 Spacelab,US,US,O,state
1993-027,2449104.12,1993-04-26,1993,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1993-037,2449160.05,1993-06-21,1993,Space Shuttle,,OV-105 Research/Rendez,US,US,O,state
1993-041,2449164.48,1993-06-25,1993,Scout G-1,,RADCAL,US,US,O,state
1993-058,2449242.99,1993-09-12,1993,Space Shuttle,,OV-103 IUS deploy/FF,US,US,O,state
1993-065,2449279.12,1993-10-18,1993,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1993-075,2449323.89,1993-12-02,1993,Space Shuttle,,OV-105 HST mission,US,US,O,state
1994-006,2449387.01,1994-02-03,1994,Space Shuttle,,OV-103 Research/FF,US,US,O,state
1994-015,2449416.08,1994-03-04,1994,Space Shuttle,,OV-102 Research,US,US,O,state
1994-020,2449451.96,1994-04-09,1994,Space Shuttle,,OV-105 Spacelab,US,US,O,state
1994-028,2449481.62,1994-05-09,1994,Scout G-1,,MSTI-2,US,US,O,state
1994-039,2449542.2,1994-07-08,1994,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1994-059,2449605.43,1994-09-09,1994,Space Shuttle,,OV-103 Research/FF,US,US,O,state
1994-062,2449625.97,1994-09-30,1994,Space Shuttle,,OV-105 Spacelab,US,US,O,state
1994-073,2449660.21,1994-11-03,1994,Space Shuttle,,OV-104 Spacelab,US,US,O,state
1995-004,2449751.72,1995-02-03,1995,Space Shuttle,,OV-103 Shuttle/Mir,US,US,O,state
1995-007,2449778.78,1995-03-02,1995,Space Shuttle,,OV-105 Spacelab,US,US,O,state
1995-030,2449896.31,1995-06-27,1995,Space Shuttle,,OV-104 Shuttle/Mir,US,US,O,state
1995-035,2449912.07,1995-07-13,1995,Space Shuttle,,OV-103 IUS deploy,US,US,O,state
1995-048,2449968.13,1995-09-07,1995,Space Shuttle,,OV-105 Research/FF,US,US,O,state
1995-056,2450011.08,1995-10-20,1995,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1995-061,2450034.02,1995-11-12,1995,Space Shuttle,,OV-104 Shuttle/Mir,US,US,O,state
1996-001,2450093.9,1996-01-11,1996,Space Shuttle,,OV-105 Research/FF,US,US,O,state
1996-012,2450136.35,1996-02-22,1996,Space Shuttle,,OV-102 Research/FF,US,US,O,state
1996-018,2450164.84,1996-03-22,1996,Space Shuttle,,OV-104 Shuttle/Mir,US,US,O,state
1996-032,2450222.94,1996-05-19,1996,Space Shuttle,,OV-105 Research/FF,US,US,O,state
1996-036,2450255.12,1996-06-20,1996,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1996-057,2450342.87,1996-09-16,1996,Space Shuttle,,OV-104 Shuttle/Mir,US,US,O,state
1996-065,2450407.33,1996-11-19,1996,Space Shuttle,,OV-102 Research/FF,US,US,O,state
1997-001,2450460.89,1997-01-12,1997,Space Shuttle,,OV-104 Shuttle/Mir,US,US,O,state
1997-004,2450490.87,1997-02-11,1997,Space Shuttle,,OV-103 HST mission,US,US,O,state
1997-013,2450543.31,1997-04-04,1997,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1997-023,2450583.84,1997-05-15,1997,Space Shuttle,,OV-104 Shuttle/Mir,US,US,O,state
1997-032,2450631.25,1997-07-01,1997,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1997-039,2450668.11,1997-08-07,1997,Space Shuttle,,OV-103 Research/FF,US,US,O,state
1997-055,2450717.61,1997-09-26,1997,Space Shuttle,,OV-104 Shuttle/Mir,US,US,O,state
1997-061,2450736.86,1997-10-15,1997,Titan 401B/Centaur,,Cassini,US,US,O,state
1997-073,2450772.32,1997-11-19,1997,Space Shuttle,,OV-102 Research/FF,US,US,O,state
1998-003,2450836.62,1998-01-23,1998,Space Shuttle,,OV-105 Shuttle/Mir,US,US,O,state
1998-022,2450921.26,1998-04-17,1998,Space Shuttle,,OV-102 Spacelab,US,US,O,state
1998-034,2450967.42,1998-06-02,1998,Space Shuttle,,OV-103 Shuttle/Mir,US,US,O,state
1998-064,2451116.31,1998-10-29,1998,Space Shuttle,,OV-103 Research/FF,US,US,O,state
1998-069,2451151.86,1998-12-04,1998,Space Shuttle,,OV-105 ISS,US,US,O,state
1999-030,2451325.95,1999-05-27,1999,Space Shuttle,,OV-103 ISS,US,US,O,state
1999-040,2451382.69,1999-07-23,1999,Space Shuttle,,OV-102 IUS deploy,US,US,O,state
1999-069,2451532.53,1999-12-20,1999,Space Shuttle,,OV-103 HST mission,US,US,O,state
2000-010,2451586.24,2000-02-11,2000,Space Shuttle,,OV-105 Spacelab,US,US,O,state
2000-027,2451683.92,2000-05-19,2000,Space Shuttle,,OV-104 ISS,US,US,O,state
2000-053,2451796.03,2000-09-08,2000,Space Shuttle,,OV-104 ISS,US,US,O,state
2000-062,2451829.47,2000-10-11,2000,Space Shuttle,,OV-103 ISS,US,US,O,state
2000-078,2451879.63,2000-12-01,2000,Space Shuttle,,OV-105 ISS,US,US,O,state
2001-006,2451948.47,2001-02-07,2001,Space Shuttle,,OV-104 ISS,US,US,O,state
2001-010,2451976.99,2001-03-08,2001,Space Shuttle,,OV-103 ISS,US,US,O,state
2001-016,2452019.28,2001-04-19,2001,Space Shuttle,,OV-105 ISS,US,US,O,state
2001-028,2452102.88,2001-07-12,2001,Space Shuttle,,OV-104 ISS,US,US,O,state
2001-035,2452132.38,2001-08-10,2001,Space Shuttle,,OV-103 ISS,US,US,O,state
2001-054,2452249.43,2001-12-05,2001,Space Shuttle,,OV-105 ISS,US,US,O,state
2002-010,2452334.97,2002-03-01,2002,Space Shuttle,,OV-102 HST mission,US,US,O,state
2002-018,2452373.36,2002-04-08,2002,Space Shuttle,,OV-104 ISS,US,US,O,state
2002-028,2452431.39,2002-06-05,2002,Space Shuttle,,OV-105 ISS,US,US,O,state
2002-047,2452555.32,2002-10-07,2002,Space Shuttle,,OV-104 ISS,US,US,O,state
2002-052,2452602.53,2002-11-24,2002,Space Shuttle,,OV-105 ISS,US,US,O,state
2003-003,2452656.15,2003-01-16,2003,Space Shuttle,,OV-102 Research,US,US,O,state
2005-026,2453578.11,2005-07-26,2005,Space Shuttle,,OV-103 ISS,US,US,O,state
2006-028,2453921.28,2006-07-04,2006,Space Shuttle,,OV-103 ISS,US,US,O,state
2006-036,2453988.14,2006-09-09,2006,Space Shuttle,,OV-104 ISS,US,US,O,state
2006-055,2454079.57,2006-12-10,2006,Space Shuttle,,OV-103 ISS,US,US,O,state
2007-024,2454260.48,2007-06-08,2007,Space Shuttle,,OV-104 ISS,US,US,O,state
2007-035,2454321.44,2007-08-08,2007,Space Shuttle,,OV-105 ISS,US,US,O,state
2007-050,2454397.15,2007-10-23,2007,Space Shuttle,,OV-103 ISS,US,US,O,state
2008-005,2454504.32,2008-02-07,2008,Space Shuttle,,OV-104 ISS,US,US,O,state
2008-009,2454536.77,2008-03-11,2008,Space Shuttle,,OV-105 ISS,US,US,O,state
2008-027,2454618.38,2008-05-31,2008,Space Shuttle,,OV-103 ISS,US,US,O,state
2008-059,2454785.54,2008-11-15,2008,Space Shuttle,,OV-105 ISS,US,US,O,state
2009-012,2454906.49,2009-03-15,2009,Space Shuttle,,OV-103 ISS,US,US,O,state
2009-025,2454963.25,2009-05-11,2009,Space Shuttle,,OV-104 HST mission,US,US,O,state
2009-038,2455028.42,2009-07-15,2009,Space Shuttle,,OV-105 ISS,US,US,O,state
2009-045,2455072.67,2009-08-29,2009,Space Shuttle,,OV-103 ISS,US,US,O,state
2009-062,2455152.31,2009-11-16,2009,Space Shuttle,,OV-104 ISS,US,US,O,state
2010-004,2455235.88,2010-02-08,2010,Space Shuttle,,OV-105 ISS,US,US,O,state
2010-012,2455291.93,2010-04-05,2010,Space Shuttle,,OV-103 ISS,US,US,O,state
2010-019,2455331.26,2010-05-14,2010,Space Shuttle,,OV-104 ISS,US,US,O,state
2011-008,2455617.41,2011-02-24,2011,Space Shuttle,,OV-103 ISS,US,US,O,state
2011-020,2455698.04,2011-05-16,2011,Space Shuttle,,OV-105 ISS,US,US,O,state
2011-031,2455751.15,2011-07-08,2011,Space Shuttle,,OV-104 ISS,US,US,O,state
1959-F05,2436766.23,1959-07-16,1959,Juno II,,NASA S-1,US,US,F,state
1960-F04,2437017.07,1960-03-23,1960,Juno II,,NASA S-46,US,US,F,state
1960-F07,2437067.89,1960-05-13,1960,Thor Delta,,A-10 Echo,US,US,F,state
1960-F17,2437273.38,1960-12-04,1960,Scout X-1,,NASA S-56,US,US,F,state
1961-F01,2437355.51,1961-02-25,1961,Juno II,,NASA S-45,US,US,F,state
1961-F04,2437444.33,1961-05-24,1961,Juno II,,NASA S-45A,US,US,F,state
1961-F06,2437481.21,1961-06-30,1961,Scout X-1,,NASA S-55,US,US,F,state
1964-F02,2438473.97,1964-03-19,1964,Thor Delta B,,BE-A,US,US,F,state
1964-F09,2438577.09,1964-06-30,1964,Atlas Centaur,,AC-3,US,US,F,state
1965-F04,2438822.06,1965-03-02,1965,Atlas Centaur,,Surveyor SD-1,US,US,F,state
1965-F09,2438998.14,1965-08-25,1965,Thor Delta C,,OSO C,US,US,F,state
1968-F08,2440118.51,1968-09-19,1968,Thor Delta M,,INTELSAT III F-1,US,US,F,state
1969-F12,2440461.42,1969-08-27,1969,Thor Delta L,,TETR C,US,US,F,state
1971-F04,2441080.55,1971-05-09,1971,Atlas SLV-3C Centaur,,Mariner 71H,US,US,F,state
1973-F06,2441880.22,1973-07-16,1973,Delta 0300,,ITOS E,US,US,F,state
1975-F01,2442464.48,1975-02-20,1975,Atlas SLV-3D Centaur,,INTELSAT IV F6,US,US,F,state
1977-F04,2443400.48,1977-09-13,1977,Delta 3914,,OTS 1,US,US,F,state
1977-F05,2443416.54,1977-09-30,1977,Atlas SLV-3D Centaur,,INTELSAT IVA F5,US,US,F,state
1986-F01,2446459.19,1986-01-28,1986,Space Shuttle,,OV-099 IUS deploy,US,US,F,state
1986-F04,2446554.43,1986-05-03,1986,Delta 3914,,GOES G,US,US,F,state
1987-F02,2446881.39,1987-03-26,1987,Atlas G Centaur,,FLTSATCOM F6,US,US,F,state
1975-082,2442664.73,1975-09-09,1975,N-1,,ETS 1,J,J,O,state
1976-019,2442837.65,1976-02-29,1976,N-1,,ISS,J,J,O,state
1977-014,2443197.87,1977-02-23,1977,N-1,,ETS-2,J,J,O,state
1978-018,2443555.67,1978-02-16,1978,N-1,,ISS-b,J,J,O,state
1979-009,2443910.87,1979-02-06,1979,N-1,,ECS,J,J,O,state
1980-018,2444291.86,1980-02-22,1980,N-1,,ECS-b,J,J,O,state
1981-012,2444646.85,1981-02-11,1981,N-2,,ETS-4,J,J,O,state
1981-076,2444827.34,1981-08-10,1981,N-2,,GMS 2,J,J,O,state
1982-087,2445215.71,1982-09-03,1982,N-1,,ETS 3,J,J,O,state
1983-006,2445369.86,1983-02-04,1983,N-2,,CS 2A,J,J,O,state
1983-081,2445552.35,1983-08-05,1983,N-2,,CS-2B,J,J,O,state
1984-005,2445722.83,1984-01-23,1984,N-2,,BS 2A,J,J,O,state
1984-080,2445915.35,1984-08-02,1984,N-2,,GMS 3,J,J,O,state
1986-016,2446473.83,1986-02-12,1986,N-2,,BS 2b,J,J,O,state
1986-061,2446655.36,1986-08-12,1986,H-1,(2),EGP,J,J,O,state
1987-018,2446845.56,1987-02-19,1987,N-2,(2),MOS-1,J,J,O,state
1987-070,2447034.89,1987-08-27,1987,H-1,,ETS-5,J,J,O,state
1988-012,2447210.92,1988-02-19,1988,H-1,,CS-3A,J,J,O,state
1988-086,2447420.92,1988-09-16,1988,H-1,,CS-3B,J,J,O,state
1989-070,2447775.3,1989-09-05,1989,H-1,6R,GMS 4,J,J,O,state
1990-013,2447929.56,1990-02-07,1990,H-1,(2),Mos-1b,J,J,O,state
1990-077,2448131.88,1990-08-28,1990,H-1,,BS 3A,J,J,O,state
1991-060,2448493.86,1991-08-25,1991,H-1,,BS 3B,J,J,O,state
1992-007,2448663.58,1992-02-11,1992,H-1,(2),ERS-1,J,J,O,state
1994-007,2449387.43,1994-02-03,1994,H-II,,OREX,J,J,O,state
