Animal Type,Complaint Type,Date Received,Suburb,Electoral Division
dog,Private Impound,February 2018,Garbutt,Division 8
dog,Private Impound,February 2018,Garbutt,Division 8
dog,Private Impound,February 2018,Garbutt,Division 8
dog,Attack,February 2018,Gulliver,Division 8
dog,Enclosure,February 2018,Gulliver,Division 8
dog,Enclosure,February 2018,Gulliver,Division 8
dog,Noise,February 2018,Gulliver,Division 8
cat,Private Impound,February 2018,Gulliver,Division 8
cat,Private Impound,February 2018,Gulliver,Division 8
cat,Private Impound,February 2018,Gulliver,Division 8
cat,Private Impound,February 2018,Gulliver,Division 8
dog,Attack,February 2018,Mount Louisa,Division 8
dog,Attack,February 2018,Mount Louisa,Division 8
dog,Noise,February 2018,Mount Louisa,Division 8
cat,Private Impound,February 2018,Mount Louisa,Division 8
cat,Private Impound,February 2018,Mount Louisa,Division 8
dog,Private Impound,February 2018,Mount Louisa,Division 8
dog,Private Impound,February 2018,Mount Louisa,Division 8
dog,Private Impound,February 2018,Mount Louisa,Division 8
dog,Private Impound,February 2018,Mount Louisa,Division 8
dog,Enclosure,February 2018,Mundingburra,Division 8
dog,Noise,February 2018,Mundingburra,Division 8
dog,Aggressive Animal,February 2018,Vincent,Division 8
dog,Attack,February 2018,Vincent,Division 8
cat,Enclosure,February 2018,Vincent,Division 8
cat,Enclosure,February 2018,Vincent,Division 8
dog,Enclosure,February 2018,Vincent,Division 8
cat,Private Impound,February 2018,Vincent,Division 8
dog,Private Impound,February 2018,Vincent,Division 8
dog,Aggressive Animal,February 2018,Currajong,Division 9
dog,Enclosure,February 2018,Currajong,Division 9
cat,Private Impound,February 2018,Currajong,Division 9
dog,Wandering,February 2018,Currajong,Division 9
dog,Noise,February 2018,Hermit Park,Division 9
dog,Noise,February 2018,Hermit Park,Division 9
dog,Noise,February 2018,Hermit Park,Division 9
cat,Private Impound,February 2018,Hermit Park,Division 9
dog,Private Impound,February 2018,Hyde Park,Division 9
dog,Private Impound,February 2018,Hyde Park,Division 9
dog,Private Impound,February 2018,Hyde Park,Division 9
dog,Attack,February 2018,Mundingburra,Division 9
dog,Noise,February 2018,Mundingburra,Division 9
dog,Private Impound,February 2018,Mundingburra,Division 9
dog,Private Impound,February 2018,Mysterton,Division 9
dog,Private Impound,February 2018,Mysterton,Division 9
dog,Private Impound,February 2018,Mysterton,Division 9
dog,Aggressive Animal,February 2018,Pimlico,Division 9
dog,Noise,February 2018,Pimlico,Division 9
dog,Private Impound,February 2018,Pimlico,Division 9
dog,Aggressive Animal,February 2018,Railway Estate,Division 9
cat,Private Impound,February 2018,Railway Estate,Division 9
dog,Private Impound,February 2018,Railway Estate,Division 9
dog,Noise,February 2018,Rosslea,Division 9
cat,Private Impound,February 2018,Rosslea,Division 9
dog,Private Impound,February 2018,Rosslea,Division 9
cat,Private Impound,February 2018,Townsville City,Division 9
dog,Aggressive Animal,February 2018,West End,Division 9
dog,Attack,February 2018,West End,Division 9
dog,Attack,February 2018,West End,Division 9
dog,Enclosure,February 2018,West End,Division 9
dog,Noise,February 2018,West End,Division 9
dog,Noise,February 2018,West End,Division 9
cat,Private Impound,February 2018,West End,Division 9
cat,Private Impound,February 2018,West End,Division 9
cat,Wandering,February 2018,West End,Division 9
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,February 2018,Unallocated,Unallocated
dog,Attack,February 2018,Unallocated,Unallocated
dog,Attack,February 2018,Unallocated,Unallocated
dog,Attack,February 2018,Unallocated,Unallocated
dog,Attack,February 2018,Unallocated,Unallocated
dog,Attack,February 2018,Unallocated,Unallocated
dog,Attack,February 2018,Unallocated,Unallocated
dog,Attack,February 2018,Unallocated,Unallocated
dog,Enclosure,February 2018,Unallocated,Unallocated
dog,Private Impound,February 2018,Unallocated,Unallocated
dog,Private Impound,February 2018,Unallocated,Unallocated
dog,Private Impound,February 2018,Unallocated,Unallocated
dog,Private Impound,February 2018,Unallocated,Unallocated
dog,Private Impound,February 2018,Unallocated,Unallocated
dog,Private Impound,February 2018,Unallocated,Unallocated
dog,Private Impound,February 2018,Unallocated,Unallocated
dog,Private Impound,February 2018,Unallocated,Unallocated
dog,Private Impound,February 2018,Unallocated,Unallocated
dog,Private Impound,February 2018,Unallocated,Unallocated
dog,Private Impound,February 2018,Unallocated,Unallocated
cat,Wandering,February 2018,Unallocated,Unallocated
cat,Wandering,February 2018,Unallocated,Unallocated
cat,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Wandering,February 2018,Unallocated,Unallocated
dog,Aggressive Animal,January 2018,Alice River,Division 1
dog,Noise,January 2018,Alice River,Division 1
dog,Private Impound,January 2018,Alice River,Division 1
dog,Attack,January 2018,Black River,Division 1
dog,Enclosure,January 2018,Black River,Division 1
dog,Private Impound,January 2018,Bluewater,Division 1
dog,Attack,January 2018,Bluewater Park,Division 1
dog,Attack,January 2018,Bohle Plains,Division 1
cat,Private Impound,January 2018,Bohle Plains,Division 1
dog,Wandering,January 2018,Bohle Plains,Division 1
dog,Aggressive Animal,January 2018,Jensen,Division 1
dog,Noise,January 2018,Jensen,Division 1
dog,Noise,January 2018,Jensen,Division 1
dog,Private Impound,January 2018,Jensen,Division 1
dog,Attack,January 2018,Mount Louisa,Division 1
dog,Noise,January 2018,Mount Louisa,Division 1
dog,Noise,January 2018,Saunders Beach,Division 1
dog,Wandering,January 2018,Saunders Beach,Division 1
dog,Enclosure,January 2018,Toolakea,Division 1
dog,Noise,January 2018,Toolakea,Division 1
dog,Aggressive Animal,January 2018,Yabulu,Division 1
dog,Aggressive Animal,January 2018,Yabulu,Division 1
dog,Aggressive Animal,January 2018,Yabulu,Division 1
dog,Enclosure,January 2018,Yabulu,Division 1
dog,Enclosure,January 2018,Yabulu,Division 1
dog,Enclosure,January 2018,Yabulu,Division 1
dog,Enclosure,January 2018,Yabulu,Division 1
dog,Private Impound,January 2018,Yabulu,Division 1
dog,Private Impound,January 2018,Yabulu,Division 1
dog,Attack,January 2018,Alligator Creek,Division 10
dog,Aggressive Animal,January 2018,Cluden,Division 10
dog,Enclosure,January 2018,Cungulla,Division 10
dog,Enclosure,January 2018,Cungulla,Division 10
dog,Enclosure,January 2018,Idalia,Division 10
cat,Private Impound,January 2018,Idalia,Division 10
dog,Attack,January 2018,Majors Creek,Division 10
dog,Enclosure,January 2018,Oak Valley,Division 10
dog,Private Impound,January 2018,Oak Valley,Division 10
dog,Noise,January 2018,Railway Estate,Division 10
dog,Private Impound,January 2018,Railway Estate,Division 10
dog,Private Impound,January 2018,Stuart,Division 10
dog,Aggressive Animal,January 2018,Wulguru,Division 10
dog,Aggressive Animal,January 2018,Wulguru,Division 10
dog,Aggressive Animal,January 2018,Wulguru,Division 10
dog,Attack,January 2018,Wulguru,Division 10
dog,Attack,January 2018,Wulguru,Division 10
dog,Enclosure,January 2018,Wulguru,Division 10
dog,Enclosure,January 2018,Wulguru,Division 10
cat,Private Impound,January 2018,Wulguru,Division 10
cat,Private Impound,January 2018,Wulguru,Division 10
cat,Private Impound,January 2018,Wulguru,Division 10
cat,Private Impound,January 2018,Wulguru,Division 10
dog,Private Impound,January 2018,Wulguru,Division 10
dog,Private Impound,January 2018,Wulguru,Division 10
dog,Private Impound,January 2018,Wulguru,Division 10
dog,Wandering,January 2018,Wulguru,Division 10
dog,Aggressive Animal,January 2018,Burdell,Division 2
dog,Enclosure,January 2018,Burdell,Division 2
dog,Noise,January 2018,Burdell,Division 2
dog,Noise,January 2018,Burdell,Division 2
dog,Noise,January 2018,Burdell,Division 2
dog,Noise,January 2018,Burdell,Division 2
cat,Private Impound,January 2018,Burdell,Division 2
dog,Private Impound,January 2018,Burdell,Division 2
dog,Wandering,January 2018,Burdell,Division 2
dog,Attack,January 2018,Bushland Beach,Division 2
dog,Attack,January 2018,Bushland Beach,Division 2
dog,Attack,January 2018,Bushland Beach,Division 2
dog,Enclosure,January 2018,Bushland Beach,Division 2
dog,Enclosure,January 2018,Bushland Beach,Division 2
dog,Enclosure,January 2018,Bushland Beach,Division 2
dog,Enclosure,January 2018,Bushland Beach,Division 2
dog,Enclosure,January 2018,Bushland Beach,Division 2
dog,Noise,January 2018,Bushland Beach,Division 2
dog,Private Impound,January 2018,Bushland Beach,Division 2
dog,Attack,January 2018,Deeragun,Division 2
dog,Enclosure,January 2018,Deeragun,Division 2
dog,Noise,January 2018,Deeragun,Division 2
dog,Noise,January 2018,Deeragun,Division 2
dog,Noise,January 2018,Deeragun,Division 2
dog,Noise,January 2018,Deeragun,Division 2
dog,Noise,January 2018,Deeragun,Division 2
dog,Noise,January 2018,Deeragun,Division 2
cat,Private Impound,January 2018,Deeragun,Division 2
cat,Private Impound,January 2018,Deeragun,Division 2
dog,Private Impound,January 2018,Deeragun,Division 2
dog,Private Impound,January 2018,Deeragun,Division 2
dog,Private Impound,January 2018,Deeragun,Division 2
dog,Private Impound,January 2018,Deeragun,Division 2
dog,Private Impound,January 2018,Deeragun,Division 2
dog,Private Impound,January 2018,Deeragun,Division 2
dog,Private Impound,January 2018,Deeragun,Division 2
dog,Private Impound,January 2018,Deeragun,Division 2
dog,Private Impound,January 2018,Deeragun,Division 2
dog,Aggressive Animal,January 2018,Mount Low,Division 2
dog,Aggressive Animal,January 2018,Mount Low,Division 2
dog,Enclosure,January 2018,Mount Low,Division 2
dog,Noise,January 2018,Mount Low,Division 2
dog,Noise,January 2018,Mount Low,Division 2
dog,Noise,January 2018,Mount Low,Division 2
dog,Aggressive Animal,January 2018,Arcadia,Division 3
dog,Enclosure,January 2018,Arcadia,Division 3
dog,Private Impound,January 2018,Belgian Gardens,Division 3
dog,Private Impound,January 2018,Belgian Gardens,Division 3
dog,Private Impound,January 2018,Bohle,Division 3
dog,Enclosure,January 2018,Garbutt,Division 3
dog,Enclosure,January 2018,Garbutt,Division 3
dog,Enclosure,January 2018,Garbutt,Division 3
cat,Private Impound,January 2018,Garbutt,Division 3
cat,Private Impound,January 2018,Garbutt,Division 3
dog,Private Impound,January 2018,Garbutt,Division 3
dog,Wandering,January 2018,Nelly Bay,Division 3
dog,Wandering,January 2018,Nelly Bay,Division 3
dog,Aggressive Animal,January 2018,North Ward,Division 3
dog,Aggressive Animal,January 2018,North Ward,Division 3
dog,Enclosure,January 2018,North Ward,Division 3
dog,Noise,January 2018,North Ward,Division 3
dog,Aggressive Animal,January 2018,Pallarenda,Division 3
dog,Enclosure,January 2018,Pallarenda,Division 3
dog,Noise,January 2018,Pallarenda,Division 3
dog,Enclosure,January 2018,Picnic Bay,Division 3
dog,Noise,January 2018,Picnic Bay,Division 3
dog,Aggressive Animal,January 2018,South Townsville,Division 3
dog,Enclosure,January 2018,South Townsville,Division 3
dog,Noise,January 2018,South Townsville,Division 3
cat,Private Impound,January 2018,South Townsville,Division 3
cat,Private Impound,January 2018,South Townsville,Division 3
cat,Private Impound,January 2018,South Townsville,Division 3
dog,Attack,January 2018,Townsville City,Division 3
dog,Attack,January 2018,Townsville City,Division 3
dog,Private Impound,January 2018,Townsville City,Division 3
dog,Aggressive Animal,January 2018,Condon,Division 4
dog,Attack,January 2018,Condon,Division 4
cat,Enclosure,January 2018,Condon,Division 4
dog,Enclosure,January 2018,Condon,Division 4
cat,Private Impound,January 2018,Condon,Division 4
cat,Private Impound,January 2018,Condon,Division 4
dog,Private Impound,January 2018,Condon,Division 4
