year,gnis_id,geometry,metadata,number_of_records,parkname,region,state,unit_code,unit_name,unit_type,visitors
2014,1416045,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KATM_metadata.xml,1,Katmai,AK,AK,KATM,Katmai National Park,National Park,30896
2014,1416045,POLYGON,http://nrdata.nps.gov/programs/Lands/KATM_metadata.xml,1,Katmai,AK,AK,KATM,Katmai National Preserve,National Preserve,30896
2014,1419645,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KEFJ_metadata.xml,1,Kenai Fjords,AK,AK,KEFJ,Kenai Fjords National Park,National Park,270666
2014,1423115,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KLGO_metadata.xml,1,Klondike Gold Rush,AK,AK,KLGO,Klondike Gold Rush National Historical Park,National Historical Park,1085202
2014,1416046,POLYGON,http://nrdata.nps.gov/programs/Lands/KOVA_metadata.xml,1,Kobuk Valley,AK,AK,KOVA,Kobuk Valley National Park,National Park,0
2014,1416049,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LACL_metadata.xml,1,Lake Clark,AK,AK,LACL,Lake Clark National Park,National Park,16100
2014,1416049,POLYGON,http://nrdata.nps.gov/programs/Lands/LACL_metadata.xml,1,Lake Clark,AK,AK,LACL,Lake Clark National Preserve,National Preserve,16100
2014,1413640,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/NOAT_metadata.xml,1,Noatak,AK,AK,NOAT,Noatak National Preserve,National Preserve,0
2014,1417085,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SITK_metadata.xml,1,Sitka,AK,AK,SITK,Sitka National Historical Park,National Historical Park,157297
2014,1416055,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WRST_metadata.xml,1,Wrangell-St. Elias,AK,AK,WRST,Wrangell-St. Elias National Park,National Park,74722
2014,1416055,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WRST_metadata.xml,1,Wrangell-St. Elias,AK,AK,WRST,Wrangell-St. Elias National Preserve,National Preserve,74722
2014,1416058,POLYGON,http://nrdata.nps.gov/programs/Lands/YUCH_metadata.xml,1,Yukon-Charley Rivers,AK,AK,YUCH,Yukon-Charley Rivers National Preserve,National Preserve,2329
2014,1473199,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/RICH_metadata.xml,1,Richmond,NE,VA,RICH,Richmond National Battlefield Park,National Battlefield Park,179552
2014,2733439,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PAAV_METADATA.xml,1,Pennsylvania Avenue,NC,DC,PAAV,Pennsylvania Avenue National Historic Site,National Historic Site,54035
2014,1528421,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/NOCA_metadata.xml,1,North Cascades,PW,WA,NOCA,North Cascades National Park,National Park,23865
2014,1528425,POLYGON,http://nrdata.nps.gov/programs/Lands/LACH_metadata.xml,1,Lake Chelan,PW,WA,LACH,Lake Chelan National Recreation Area,National Recreation Area,35360
2014,1528419,POLYGON,http://nrdata.nps.gov/programs/Lands/ROLA_metadata.xml,1,Ross Lake,PW,WA,ROLA,Ross Lake National Recreation Area,National Recreation Area,710612
2014,2733443,POLYGON,http://nrdata.nps.gov/programs/Lands/GRSA_METADATA.xml,1,Great Sand Dunes,IM,CO,GRSA,Great Sand Dunes National Park,National Park,271774
2014,2733443,POLYGON,http://nrdata.nps.gov/programs/Lands/GRSA_METADATA.xml,1,Great Sand Dunes,IM,CO,GRSA,Great Sand Dunes National Preserve,National Preserve,271774
2014,1888958,POLYGON,http://nrdata.nps.gov/programs/Lands/SACN_METADATA.xml,1,Saint Croix,MW,WI,SACN,Saint Croix National Scenic Riverway,National Scenic Riverway,671582
2014,1966567,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/NPSA_METADATA.xml,1,National Park of American Samoa,PW,AS,NPSA,National Park of American Samoa,National Park,13953
2014,1803454,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GLAC_metadata.xml,1,Glacier,IM,MT,GLAC,Glacier National Park,National Park,2338528
2014,660491,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/VOYA_METADATA.xml,1,Voyageurs,MW,MN,VOYA,Voyageurs National Park,National Park,239160
2014,1556735,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HAFE_metadata.xml,1,Harpers Ferry,NC,WV,HAFE,Harpers Ferry National Historical Park,National Historical Park,261202
2014,634820,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PIRO_metadata.xml,1,Pictured Rocks,MW,MI,PIRO,Pictured Rocks National Lakeshore,National Lakeshore,527897
2014,1888945,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MOJA_METADATA.xml,1,Mojave,PW,CA,MOJA,Mojave National Preserve,National Preserve,554560
2014,74272,POLYGON,http://nrdata.nps.gov/programs/Lands/BUFF_metadata.xml,1,Buffalo,MW,AR,BUFF,Buffalo National River,National River,1357057
2014,735922,POLYGON,http://nrdata.nps.gov/programs/Lands/WICR_metadata.xml,1,Wilson's Creek,MW,MO,WICR,Wilson's Creek National Battlefield,National Battlefield,161058
2013,1163670,POLYGON,NA,1,Crater Lake,PW,OR,CRLA,Crater Lake National Park,National Park,523027
2013,1531834,MULTIPOLYGON,NA,1,Lake Roosevelt,PW,WA,LARO,Lake Roosevelt National Recreation Area,National Recreation Area,1254409
2013,2055170,MULTIPOLYGON,NA,1,Lewis and Clark,PW,WA,LEWI,Lewis and Clark National Historical Park,National Historical Park,217022
2013,1530459,MULTIPOLYGON,NA,1,Olympic,PW,WA,OLYM,Olympic National Park,National Park,3085340
2013,277263,POLYGON,NA,1,Santa Monica Mountains,PW,CA,SAMO,Santa Monica Mountains National Recreation Area,National Recreation Area,633054
2013,578853,MULTIPOLYGON,NA,1,NA,NE,ME,ACAD,Acadia National Park,National Park,2254922
2013,1329499,MULTIPOLYGON,NA,1,NA,IM,TX,AMIS,Amistad National Recreation Area,National Recreation Area,1025151
2013,589056,POLYGON,NA,1,NA,NE,MD,ASIS,Assateague Island National Seashore,National Seashore,2056828
2013,1377082,POLYGON,NA,1,NA,IM,TX,BIBE,Big Bend National Park,National Park,316953
2013,302659,POLYGON,NA,1,NA,SE,FL,BICY,Big Cypress National Preserve,National Preserve,1007788
2013,1309762,MULTIPOLYGON,NA,1,NA,SE,TN,BISO,Big South Fork National River and Recreation Area,National River and Recreation Area,565063
2013,1009494,MULTIPOLYGON,NA,1,NA,NT,NC,BLRI,Blue Ridge Parkway,Parkway,12877368
2013,1877617,POLYGON,NA,1,NA,NE,WV,BLUE,Bluestone National Scenic River,National Scenic River,36266
2013,982628,MULTIPOLYGON,NA,1,NA,SE,NC,CAHA,Cape Hatteras National Seashore,National Seashore,2214565
2013,1000889,POLYGON,NA,1,NA,SE,NC,CALO,Cape Lookout National Seashore,National Seashore,416568
2013,1688073,POLYGON,NA,1,NA,SE,GA,CHAT,Chattahoochee River National Recreation Area,National Recreation Area,3039892
2013,330990,MULTIPOLYGON,NA,1,NA,SE,GA,CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,905984
2013,583731,MULTIPOLYGON,NA,1,NA,NC,DC,CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park,4941367
2013,1986829,MULTIPOLYGON,NA,1,NA,PW,ID,CRMO,Craters of the Moon National Monument,National Monument,200525
2013,325829,MULTIPOLYGON,NA,1,NA,SE,GA,CUIS,Cumberland Island National Seashore,National Seashore,51435
2013,1193711,POLYGON,NA,1,NA,NE,PA,DEWA,Delaware Water Gap National Recreation Area,National Recreation Area,4843350
2013,1888913,MULTIPOLYGON,NA,1,NA,IM,NM,ELMA,El Malpais National Monument,National Monument,137904
2013,293666,POLYGON,NA,1,NA,SE,FL,EVER,Everglades National Park,National Park,1047116
2013,970121,MULTIPOLYGON,NA,1,NA,NE,NY,FIIS,Fire Island National Seashore,National Seashore,294219
2013,985324,POLYGON,NA,1,NA,SE,NC,FORA,Fort Raleigh National Historic Site,National Historic Site,263598
2013,1741168,POLYGON,NA,1,NA,NE,WV,GARI,Gauley River National Recreation Area,National Recreation Area,135309
2013,1018241,MULTIPOLYGON,NA,1,NA,SE,NC,GRSM,Great Smoky Mountains National Park,National Park,9354695
2013,1177725,MULTIPOLYGON,NA,1,NA,NE,PA,INDE,Independence National Historical Park,National Historical Park,3553070
2013,1616980,POLYGON,NA,1,NA,MW,MI,ISRO,Isle Royale National Park,National Park,16274
2013,1384770,POLYGON,NA,1,NA,IM,TX,LAMR,Lake Meredith National Recreation Area,National Recreation Area,554272
2013,1888940,MULTIPOLYGON,NA,1,NA,NE,MA,LOWE,Lowell National Historical Park,National Historical Park,517763
2013,1888944,POLYGON,NA,1,NA,MW,MN,MISS,Mississippi National River and Recreation Area,National River and Recreation Area,100111
2013,2733411,MULTIPOLYGON,NA,1,NA,MW,SD,MNRR,Missouri National Recreation River,National Recreation River,169698
2013,394735,MULTIPOLYGON,NA,1,NA,PW,WA,NEPE,Nez Perce National Historical Park,National Historical Park,297973
2013,1877618,POLYGON,NA,1,NA,NE,VA,NERI,New River Gorge National River,National River,1071823
2013,1309684,POLYGON,NA,1,NA,SE,TN,OBRI,Obed Wild and Scenic River,Wild and Scenic River,198367
2013,277109,POLYGON,NA,1,NA,PW,CA,REDW,Redwood National Park,National Park,393364
2013,2766087,POLYGON,NA,1,NA,IM,TX,RIGR,Rio Grande Wild and Scenic River,Wild and Scenic River,703
2013,530563,MULTIPOLYGON,NA,1,NA,NC,DC,ROCR,Rock Creek Park,Park,1968995
2013,1879024,MULTIPOLYGON,NA,1,NA,SE,PR,SAJU,San Juan National Historic Site,National Historic Site,1328802
2013,1488805,MULTIPOLYGON,NA,1,NA,NE,VA,SHEN,Shenandoah National Park,National Park,1136505
2013,1270094,MULTIPOLYGON,NA,1,NA,SE,MS,SHIL,Shiloh National Battlefield,National Battlefield,536206
2013,638101,MULTIPOLYGON,NA,1,NA,MW,MI,SLBE,Sleeping Bear Dunes National Lakeshore,National Lakeshore,1340007
2013,1877509,POLYGON,NA,1,NA,NE,PA,STEA,Steamtown National Historic Site,National Historic Site,81174
2013,1888964,MULTIPOLYGON,NA,1,NA,SE,TN,STRI,Stones River National Battlefield,National Battlefield,258242
2013,2733416,MULTIPOLYGON,NA,1,NA,SE,FL,TIMU,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,1031667
2013,679217,MULTIPOLYGON,NA,1,NA,SE,LA,VICK,Vicksburg National Military Park,National Military Park,573838
2013,203271,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BLCA_metadata.xml,1,Black Canyon of the Gunnison,IM,CO,BLCA,Black Canyon of the Gunnison National Park,National Park,175852
2013,806297,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LIBI_metadata.xml,1,Little Bighorn Battlefield,IM,MT,LIBI,Little Bighorn Battlefield National Monument,National Monument,277883
2013,936867,POLYGON,http://nrdata.nps.gov/programs/Lands/CAVO_metadata.xml,1,Capulin Volcano,IM,NM,CAVO,Capulin Volcano National Monument,National Monument,48466
2013,1888916,POLYGON,http://nrdata.nps.gov/programs/Lands/FOBO_metadata.xml,1,Fort Bowie,IM,AZ,FOBO,Fort Bowie National Historic Site,National Historic Site,8082
2013,928945,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GICL_metadata.xml,1,Gila Cliff Dwellings,IM,NM,GICL,Gila Cliff Dwellings National Monument,National Monument,27825
2013,1470042,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MANA_metadata.xml,1,Manassas,NC,VA,MANA,Manassas National Battlefield Park,National Battlefield Park,538888
2013,35519,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/TUMA_metadata.xml,1,Tumacacori,IM,AZ,TUMA,Tumacacori National Historical Park,National Historical Park,31433
2013,35601,POLYGON,http://nrdata.nps.gov/programs/Lands/TUZI_metadata.xml,1,Tuzigoot,IM,AZ,TUZI,Tuzigoot National Monument,National Monument,85746
2013,830099,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOME_metadata.xml,1,Homestead,MW,NE,HOME,Homestead National Monument of America,National Monument,67396
2013,1888974,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WOTR_metadata.xml,1,Wolf Trap Farm Park,NC,VA,WOTR,Wolf Trap National Park for the Performing Arts,National Park,441166
2013,588388,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MONO_metadata.xml,1,Monocacy,NC,MD,MONO,Monocacy National Battlefield,National Battlefield,37647
2013,589057,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ANTI_metadata.xml,1,Antietam,NC,MD,ANTI,Antietam National Battlefield,National Battlefield,370832
2013,307911,POLYGON,http://nrdata.nps.gov/programs/Lands/CASA_metadata.xml,1,Castillo de San Marcos,SE,FL,CASA,Castillo de San Marcos National Monument,National Monument,778128
2013,1446610,POLYGON,http://nrdata.nps.gov/programs/Lands/TICA_metadata.xml,1,Timpanogos Cave,IM,UT,TICA,Timpanogos Cave National Monument,National Monument,91269
2013,2733420,POLYGON,http://nrdata.nps.gov/programs/Lands/THIS_metadata.xml,1,Theodore Roosevelt Island,NC,DC,THIS,Theodore Roosevelt Island,National Memorial,162599
2013,530776,POLYGON,http://nrdata.nps.gov/programs/Lands/LYBA_metadata.xml,1,Lyndon Baines Johnson Grove,NC,DC,LYBA,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,294979
2013,1888900,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ARHO_metadata.xml,1,Arlington House,NC,VA,ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial,586531
2013,490476,POLYGON,http://nrdata.nps.gov/programs/Lands/CUGA_metadata.xml,1,Cumberland Gap,SE,KY,CUGA,Cumberland Gap National Historical Park,National Historical Park,768363
2013,38197,POLYGON,http://nrdata.nps.gov/programs/Lands/WUPA_metadata.xml,1,Wupatki,IM,AZ,WUPA,Wupatki National Monument,National Monument,190878
2013,597496,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GREE_metadata.xml,1,Greenbelt Park,NC,MD,GREE,Greenbelt Park,Other Designation,142742
1980,1888969,POLYGON,http://nrdata.nps.gov/programs/Lands/TUPE_metadata.xml,1,Tupelo,SE,MS,TUPE,Tupelo National Battlefield,National Battlefield,686
1980,667556,POLYGON,http://nrdata.nps.gov/programs/Lands/BRCR_metadata.xml,1,Brices Cross Roads,SE,MS,BRCR,Brices Cross Roads National Battlefield Site,National Battlefield Site,2179
2013,234493,MULTIPOLYGON,NA,1,Point Reyes,PW,CA,PORE,Point Reyes National Seashore,National Seashore,2641808
2013,1222505,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOSU_metadata.xml,1,Fort Sumter,SE,SC,FOSU,Fort Sumter National Monument,National Monument,815007
2013,1006677,POLYGON,http://nrdata.nps.gov/programs/Lands/CARL_metadata.xml,1,Carl Sandburg Home,SE,NC,CARL,Carl Sandburg Home National Historic Site,National Historic Site,81710
2013,191398,POLYGON,http://nrdata.nps.gov/programs/Lands/FLFO_metadata.xml,1,Florissant Fossil Beds,IM,CO,FLFO,Florissant Fossil Beds National Monument,National Monument,58032
2013,35382,POLYGON,http://nrdata.nps.gov/programs/Lands/TONT_metadata.xml,1,Tonto,IM,AZ,TONT,Tonto National Monument,National Monument,39632
2013,1888929,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOFR_metadata.xml,1,Home of Franklin D Roosevelt,NE,NY,HOFR,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,147218
2013,1227788,POLYGON,http://nrdata.nps.gov/programs/Lands/NISI_metadata.xml,1,Ninety Six,SE,SC,NISI,Ninety Six National Historic Site,National Historic Site,69624
2013,1252725,POLYGON,http://nrdata.nps.gov/programs/Lands/CHPI_metadata.xml,1,Charles Pinckney,SE,SC,CHPI,Charles Pinckney National Historic Site,National Historic Site,47309
2013,1613756,POLYGON,http://nrdata.nps.gov/programs/Lands/BUIS_metadata.xml,1,Buck Island Reef,SE,VI,BUIS,Buck Island Reef National Monument,National Monument,28972
2013,1439558,POLYGON,http://nrdata.nps.gov/programs/Lands/CEBR_metadata.xml,1,Cedar Breaks,IM,UT,CEBR,Cedar Breaks National Monument,National Monument,466450
2013,1383785,POLYGON,http://nrdata.nps.gov/programs/Lands/PAIS_metadata.xml,1,Padre Island,IM,TX,PAIS,Padre Island National Seashore,National Seashore,515830
2013,1455716,POLYGON,http://nrdata.nps.gov/programs/Lands/ARCH_metadata.xml,1,Arches,IM,UT,ARCH,Arches National Park,National Park,1082866
2013,34968,POLYGON,http://nrdata.nps.gov/programs/Lands/SUCR_metadata.xml,1,Sunset Crater Volcano,IM,AZ,SUCR,Sunset Crater Volcano National Monument,National Monument,184864
2013,2733422,POLYGON,http://nrdata.nps.gov/programs/Lands/MABE_metadata.xml,1,Mary McLeod Bethune Council House,NC,DC,MABE,Mary McLeod Bethune Council House National Historic Site,National Historic Site,5686
2013,2733423,POLYGON,http://nrdata.nps.gov/programs/Lands/FRDO_metadata.xml,1,Frederick Douglass,NC,DC,FRDO,Frederick Douglass National Historic Site,National Historic Site,47625
2013,530748,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOTH_metadata.xml,1,Ford's Theatre,NC,DC,FOTH,Ford's Theatre National Historic Site,National Historic Site,665876
2013,2510335,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BRVB_metadata.xml,1,Brown v. Board of Education,MW,KS,BRVB,Brown v. Board of Education National Historic Site,National Historic Site,19356
2013,56686,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOSM_metadata.xml,1,Fort Smith,MW,AR,FOSM,Fort Smith National Historic Site,National Historic Site,69584
2013,9526,POLYGON,http://nrdata.nps.gov/programs/Lands/PISP_metadata.xml,1,Pipe Spring,IM,AZ,PISP,Pipe Spring National Monument,National Monument,51118
2013,906062,POLYGON,http://nrdata.nps.gov/programs/Lands/ELMO_metadata.xml,1,El Morro,IM,NM,ELMO,El Morro National Monument,National Monument,40051
2013,1101907,POLYGON,http://nrdata.nps.gov/programs/Lands/CHIC_metadata.xml,1,Chickasaw,IM,OK,CHIC,Chickasaw National Recreation Area,National Recreation Area,1099669
2013,1304837,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ANJO_metadata.xml,1,Andrew Johnson,SE,TN,ANJO,Andrew Johnson National Historic Site,National Historic Site,42929
2013,1888959,POLYGON,http://nrdata.nps.gov/programs/Lands/SAPA_metadata.xml,1,Saint Paul's Church,NE,NY,SAPA,Saint Paul's Church National Historic Site,National Historic Site,14016
2013,945983,POLYGON,http://nrdata.nps.gov/programs/Lands/CACL_metadata.xml,1,Castle Clinton,NE,NY,CACL,Castle Clinton National Monument,National Monument,2180694
2013,1605065,POLYGON,http://nrdata.nps.gov/programs/Lands/FOBU_metadata.xml,1,Fossil Butte,IM,WY,FOBU,Fossil Butte National Monument,National Monument,17662
2013,456249,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/EFMO_metadata.xml,1,Effigy Mounds,MW,IA,EFMO,Effigy Mounds National Monument,National Monument,71074
2013,202599,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOVE_metadata.xml,1,Hovenweep,IM,UT,HOVE,Hovenweep National Monument,National Monument,24959
2013,889156,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOUN_metadata.xml,1,Fort Union,IM,NM,FOUN,Fort Union National Monument,National Monument,8965
2013,15492,POLYGON,http://nrdata.nps.gov/programs/Lands/ORPI_metadata.xml,1,Organ Pipe Cactus,IM,AZ,ORPI,Organ Pipe Cactus National Monument,National Monument,206860
2013,1821086,POLYGON,http://nrdata.nps.gov/programs/Lands/LIHO_metadata.xml,1,Lincoln Home,MW,IL,LIHO,Lincoln Home National Historic Site,National Historic Site,209405
2013,496556,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ABLI_metadata.xml,1,Abraham Lincoln Birthplace,SE,KY,ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park,163928
2013,307632,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/DRTO_metadata.xml,1,Dry Tortugas,SE,FL,DRTO,Dry Tortugas National Park,National Park,58401
2013,314290,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOFR_metadata.xml,1,Fort Frederica,SE,GA,FOFR,Fort Frederica National Monument,National Monument,217580
2013,1676813,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PISC_metadata.xml,1,Piscataway Park,NC,MD,PISC,Piscataway Park,Other Designation,161999
2013,1804731,POLYGON,http://nrdata.nps.gov/programs/Lands/MANZ_metadata.xml,1,Manzanar,PW,CA,MANZ,Manzanar National Historic Site,National Historic Site,77511
2013,914261,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WHSA_metadata.xml,1,White Sands,IM,NM,WHSA,White Sands National Monument,National Monument,490544
2013,1450197,POLYGON,http://nrdata.nps.gov/programs/Lands/BRCA_metadata.xml,1,Bryce Canyon,IM,UT,BRCA,Bryce Canyon National Park,National Park,1311875
