acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes
1005527,5/14/2013,PA,Champion,F,Pennsylvania Dept. of Agriculture,Mountain resort,recreation,alpine activity,Alpine gravity course,alpine slide,Alpine Supply Company,1,,M,"Patron was traveling down slide, came up high on turns, put hand out to steady himself and lacerated left hand.",Transported to hospital for lacerated hand,,Impact: extremity hit something outside carrier,,,,
1005192,5/14/2013,OK,Frederick,P,Oklahoma Dept. of Labor,Carnival or rental,recreation,inflatable,Inflatable obstacle course,inflatable obstacle course,Cutting Edge Creations,7,,,"Several inflatables were set up for a school event. All were secured to the ground. Winds were approximately 15 mph with gusts in the 20's. A whirlwind came into the area and picked up the Rat Race 20 feet into the air and flipped it over a bounce house, landing 30-40 yards from where it was. &nbsp;Students were on the device when it became airborne and were thrown to the ground. 7 were taken to the hospital: 5 injured in the Rat Race, 1 injured earlier in another inflatable, and 1 injured in the grandstand. The inflatables had not been inspected per state law prior to operation.","Two children were hospitalized overnight, five were treated and released.",https://saferparksdata.org/sites/default/files/accident_reports/OK-2013-05-14.pdf,"Device tipped over, blew away, or collapsed",,1,,
1007882,5/15/2013,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,other attraction,Simulator,motion simulator,In-house,1,41,M,Patron stated he had chest pain and shortness of breath after ride. Has history of motion sickness.,"Chest pain, shortness of breath",,Body pain (normal motion),,,,
1007783,5/15/2013,CA,Santa Rosa,F,California Division of Occupational Safety and Health,City or county park,amusement ride,spinning,Carousel,36' Carousel,"Chance Manufacturing, Inc.",1,4,M,"Patron was riding on outside carousel horse. He fell off while the ride was running, hitting his shoulder on the platform and his head on the ground. As he was falling, he caught himself and slowed the descent of the fall. He hit his head and rolled off to the ground.",Shoulder and head injuries,,Fall: ejection/fall from ride,,,,
1005203,5/15/2013,OK,Edmond,F,Oklahoma Dept. of Labor,School or church,recreation,inflatable,Inflatable bouncer,inflatable bounce,,1,5,M,Climbing into the moon bounce and another child kicked him in the mouth.,Bleeding from mouth,,Collision: patrons collided (participatory),,,,
1001744,5/15/2013,OH,Sandusky,F,Ohio Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Philadelphia Toboggan Coasters (PTC),1,42,F,Patron reported back pain radiating to her chest after exiting the coaster. &nbsp;extreme pain in chest and back after riding. Patron told park medical staff she takes medication for hypertension. She was transported to the hospital and admitted.,"Back and chest pain, admitted to hospital",,Body pain (normal motion),,,,
1007884,5/16/2013,CA,Carlsbad,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - family/kiddie,family/kiddie coaster,Gerstlauer,1,2,,Mother stated they were walking through the entrance when air gates closed on the child's upper stomach and right chest.,Injury to stomach and chest,,Entrapment or pinch-point,,,,
1006718,5/16/2013,CA,Porterville,P,California Division of Occupational Safety and Health,Carnival or rental,amusement ride,vertical drop,Drop tower,Frog Hopper,S&S Worldwide,0,,,"During a normal cycle of the ride, it became stuck in the raised position. All patrons were evacuated by the Fire Department. One of the brake cams was not adjusted properly and engaged when the attraction was cycling with an unbalanced load. Owner/operator was required to retrain maintenance employees and update maintenance program to include additional inspection points.",No injuries were reported,,Equipment failure,1,1,,
1005528,5/17/2013,PA,West Mifflin,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,National Amusements,1,18,M,Patrons father called several days later to report that his son had bumped his head on the car as it was coming into the station.,Head bump,,Impact: hit something within ride vehicle,,,,
1003991,5/17/2013,IA,Council Bluffs,P,United States Consumer Product Safety Commission,Carnival or rental,amusement ride,spinning,Roundabout,4X4 Kiddie Truck,"Wisdom Industries, Ltd.",1,5,M,"One of the trucks containing 3 child patrons tipped over forward into the truck in front of it while in motion. A 5yo boy riding in the back seat was ejected from the truck and was dragged around the circumference of the ride until the operator was able to engage the emergency stop. Two other children were not ejected, but suffered minor injuries. Investigators found that a hitch ball connecting the truck to the ride's center spoke had become dislodged from the socket which it was supposed to be connected to.","5yo boy suffered a head laceration requiring 16 staples and an unknown number of sutures plus cuts, scrapes, buises, and was hospitalized overnight. 4yo boy and 8yo girl in the same truck suffered minor injuries.",https://saferparksdata.org/sites/default/files/accident_reports/CPSC-IA-2013-05-17.pdf,Fall: ejection/fall from ride,1,,,
1001129,5/17/2013,IA,Council Bluffs,P,Iowa Workforce Development,Carnival or rental,amusement ride,spinning,Roundabout,4X4 Kiddie Truck,"Wisdom Industries, Ltd.",1,,,The truck flipped over onto the one in front of it. Child had a laceration on the forehead and transported to the hospital.,Laceration on the forehead,,Equipment failure,1,,,
1000804,5/17/2013,FL,ORLANDO,F,Florida Dept. of Agriculture,Water park,recreation,challenge activity,Water ski tow,water ski tow,,1,29,M,29 year old male patron was attemping an advanced maneuver when he fell resulting in a dislocated shoulder.,Dislocated shoulder,,"Fall: patron fell off inner tube, mat or board",,,,
1007885,5/18/2013,CA,San Diego,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Morgan,1,35,M,Patron stated the ride operator pinched his leg twice while trying to close the lap bar.,Injury to leg,,Load/Unload: hit or pinched by restraint,,,,
1005530,5/18/2013,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Body slide,body slide,,1,3,M,"Patron was stepping into the area at the entrance of the slide. He tripped and fell face first, hitting his face on the slide.",1&quot; laceration to right eyebrow requiring stitches,,Load/Unload: scrape or stumble,,,,
1005529,5/18/2013,PA,,P,Pennsylvania Dept. of Agriculture,Carnival or rental,recreation,inflatable,Inflatable game,inflatable bungee run,,1,6,F,"Patron climbed over the wall of the bungee run. She was told numerous times to not do this. When she did, she fell and broke her arm.",Fractured arm,,Fall: patron fell from device (participatory),,,,
1005204,5/18/2013,OK,Edmond,F,Oklahoma Dept. of Labor,School or church,recreation,inflatable,Inflatable bouncer,inflatable bounce,,1,6,F,Someone tripped her on accident in the the moon bounce.,Sprained ankle,,Collision: patrons collided (participatory),,,,
1003961,5/18/2013,TX,Seguin,F,Texas Dept. of Insurance,Amusement park,water park,water slide,Mat slide,mat slide,,1,27,F,flipped off mat at end of ride,Reports muscle tearing in shoulder,,"Fall: patron fell off inner tube, mat or board",,,,
1003471,5/18/2013,TX,Grapevine,F,Texas Dept. of Insurance,Water park,water park,water slide,Funnel,Tornado waterslide,Pro Slide,1,,F,Injured person bit her lip while riding slide,Laceration to lip,,Impact: hit something in participatory attraction,,,,
1003267,5/18/2013,NJ,,P,New Jersey Dept. of Community Affairs,Carnival or rental,recreation,challenge activity,Climbing wall,climbing wall,,1,23,F,Participant was climbing rockway section of ride and feel off of the rockwall and landed of inflatable floor.,Injuries not described,,Fall: patron fell from device (participatory),,,,
1003064,5/18/2013,NJ,,P,New Jersey Dept. of Community Affairs,Carnival or rental,recreation,inflatable,Inflatable bouncer,inflatable jump-slide combo,,1,9,M,The 9 year old boy fell off the stairs while trying to climb them and his sister jumped from the top of those stairs right on top of him and kept jumping.,"Ambulance was called, but all exam &amp; x-rays came back fine. Bruising.",,Fall: patron fell from device (participatory),,,,
1001138,5/18/2013,IL,Heyworth,P,Illinois Department of Labor,Carnival or rental,amusement ride,spinning,Spinning cups/tubs,Tubs of Fun,Hampton Amusement Rides LLC,1,6,,Leg twisted around center hub.,Broken leg requiring surgery,,Entrapment or pinch-point,,,,
1000987,5/18/2013,FL,SILVER SPRINGS,F,Florida Dept. of Agriculture,Water park,water park,water slide,Water slide - undefined,waterslide,,1,32,F,32 year old female patron hit head while descending down the slide.,Head pain,,Impact: hit something in participatory attraction,,,,
1000930,5/18/2013,FL,ORLANDO,F,Florida Dept. of Agriculture,Water park,recreation,challenge activity,Water ski tow,water ski tow,,1,27,M,27 year old female patron was attempting to put on the binding of the board when it slipped impacting her toenail.,Pain to toenail,,Impact: hit something in participatory attraction,,,,
1000459,5/18/2013,FL,JACKSONVILLE BEACH,F,Florida Dept. of Agriculture,Family entertainment center,water park,aquatic play,Aquatic play area,water play structure,,1,9,M,9 year old male patron lost his balance and slipped on the stairs exiting the water structure.,Shoulder pain,,Fall: in climb or play area,,,,
1008160,5/19/2013,CA,Valencia,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Flume ride,Hydro Flume,Arrow Dynamics,1,30,F,Patron stated she was exiting the boat in the station when another boat hit hers from behind and she lost her balance and fell. She hit her shoulder and head.,Injury to shoulder and head,,Load/Unload: injured when vehicle moved,,,,
1007782,5/19/2013,CA,Roseville,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,serpentine tube slide,In-house,1,21,M,Patron was going down the slide and didn't notice a knee cut until he came out of the catch pool.,Laceration to knee,,Impact: hit something in participatory attraction,,,,
1000931,5/19/2013,FL,ORLANDO,F,Florida Dept. of Agriculture,Water park,recreation,challenge activity,Water ski tow,water ski tow,,1,22,M,22 year old male patron fell while attempting an advanced maneuver hitting his shin on the slider.,Broken shin,,Impact: hit something in participatory attraction,,,,
1005531,5/20/2013,PA,West Mifflin,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,pendulum,Spinning pendulum,Discovery,Moser Rides SRL (Soriani),1,21,F,Patron said she may have bumped her head on safety restraint during the ride.,Neck and back pain,,Impact: hit something within ride vehicle,,,,
1005029,5/20/2013,OK,Woodward,P,Oklahoma Dept. of Labor,Carnival or rental,recreation,inflatable,Inflatable slide,inflatable slide,,1,10,F,Patron was sliding down and leaned on her elbow for balance.,Abrasion to elbow,,Burn (includes friction burn),,,,
1001415,5/20/2013,NC,Concord,F,North Carolina Dept. of Labor,Water park,water park,water slide,Tube slide,tube slide,,1,,F,"Patron came down the slide and somehow turned backwards. After exiting the tube, she fell off her tube and hit her head on the bottom of the pool.",Hit head and complained of dizziness and disorientation.,,"Fall: patron fell off inner tube, mat or board",,,,
1005532,5/22/2013,PA,Langhorne,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,water slide,Tube slide,tube slide,,1,2,F,Patron was riding with her sister and injured right leg.,Leg injury,,Unknown (not enough info),,,,
1005048,5/22/2013,OK,,P,Oklahoma Dept. of Labor,Carnival or rental,amusement ride,other attraction,Non-motorized spinners,Twin Spin,,1,12,F,Patron was dizzy when she got off and scratched her toe on the side of the ride.,1-cm laceration to inside of right big toe,,Load/Unload: scrape or stumble,,,,
1005044,5/22/2013,OK,,P,Oklahoma Dept. of Labor,Carnival or rental,recreation,challenge activity,Mechanical bull-type,inflatable surf ride,,1,12,M,Patron was riding and lost his front footing and began to fall. The operator couldn't correct ride speed fast enough before it came back up and hit his knee.,Injury to knee,,Impact: person hit by ride,,,,
1005037,5/22/2013,OK,Lawton,P,Oklahoma Dept. of Labor,Carnival or rental,recreation,inflatable,Inflatable game,inflatable joust,,1,10,M,"Patron jumped over the boom arm and his legs didn't clear the arm. He landed on his chest and bent his back, arching it.","Hyperextension, bruising to back",,Awkward landing,,,,
