name,category,cr,size,type,descriptive_tags,alignment,ac,initiative,hp,hp_number,speed,speed_base_number,str,dex,con,int,wis,cha,str_save,dex_save,con_save,int_save,wis_save,cha_save,skills,resistances,vulnerabilities,immunities,gear,senses,languages,full_text
Young Silver Dragon,Silver Dragons,9,Large,Dragon,Metallic,Lawful Good,18,4,168 (16d10 + 80),168,"Speed 40 ft., Fly 80 ft.",40,23,10,21,14,11,19,6,4,5,2,4,4,"History +6, Perception +8, Stealth +4",NA,NA,Cold,NA,"Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 18","Common, Draconic","Young Silver Dragon
Large Dragon (Metallic), Lawful Good
AC 18		                     Initiative +4 (14)
HP 168 (16d10 + 80)
Speed 40 ft., Fly 80 ft.
MOD SAVE             MOD SAVE            MOD SAVE
Str 23 +6 +6          Dex 10 +0 +4         Con 21 +5 +5
Int 14 +2 +2          Wis 11 +0 +4         Cha 19 +4 +4
Skills History +6, Perception +8, Stealth +4
Immunities Cold
Senses Blindsight 30 ft., Darkvision 120 ft.;
Passive Perception 18
Languages Common, Draconic
CR 9 (XP 5,000; PB +4)
Actions
Multiattack. The dragon makes three Rend attacks. It
can replace one attack with a use of Paralyzing Breath.
Rend. Melee Attack Roll: +10, reach 10 ft. Hit: 15 (2d8
+ 6) Slashing damage.
Cold Breath (Recharge 5–6). Constitution Saving
Throw: DC 17, each creature in a 30-foot Cone. Failure:
49 (11d8) Cold damage. Success: Half damage.
Paralyzing Breath. Constitution Saving Throw: DC 17,
each creature in a 30-foot Cone. First Failure: The target
has the Incapacitated condition until the end of its next
turn, when it repeats the save. Second Failure: The tar-
get has the Paralyzed condition, and it repeats the save
at the end of each of its turns, ending the effect on itself
on a success. After 1 minute, it succeeds automatically."
Adult Silver Dragon,Silver Dragons,16,Huge,Dragon,Metallic,Lawful Good,19,10,216 (16d12 + 112),216,"Speed 40 ft., Fly 80 ft.",40,27,10,25,16,13,22,8,5,7,3,6,6,"History +8, Perception +11, Stealth +5",NA,NA,Cold,NA,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 21","Common, Draconic","Adult Silver Dragon
Huge Dragon (Metallic), Lawful Good
AC 19		                  Initiative +10 (20)
HP 216 (16d12 + 112)
Speed 40 ft., Fly 80 ft.
MOD SAVE            MOD SAVE             MOD SAVE
Str 27 +8 +8         Dex 10 +0 +5        Con 25 +7 +7
Int 16 +3 +3         Wis 13 +1 +6        Cha 22 +6 +6
Skills History +8, Perception +11, Stealth +5
Immunities Cold
Senses Blindsight 60 ft., Darkvision 120 ft.;
Passive Perception 21
Languages Common, Draconic
CR 16 (XP 15,000, or 18,000 in lair; PB +5)
Traits
Legendary Resistance (3/Day, or 4/Day in Lair). If
the dragon fails a saving throw, it can choose to suc-
ceed instead.
Actions
Multiattack. The dragon makes three Rend attacks.
It can replace one attack with a use of (A) Paralyzing
Breath or (B) Spellcasting to cast Ice Knife.
Rend. Melee Attack Roll: +13, reach 10 ft. Hit: 17 (2d8
+ 8) Slashing damage plus 4 (1d8) Cold damage.
Cold Breath (Recharge 5–6). Constitution Saving
Throw: DC 20, each creature in a 60-foot Cone. Fail-
ure: 54 (12d8) Cold damage. Success: Half damage.
Paralyzing Breath. Constitution Saving Throw: DC 20,
each creature in a 60-foot Cone. First Failure: The target
has the Incapacitated condition until the end of its next
turn, when it repeats the save. Second Failure: The tar-
get has the Paralyzed condition, and it repeats the save
at the end of each of its turns, ending the effect on itself
on a success. After 1 minute, it succeeds automatically.
Spellcasting. The dragon casts one of the following
spells, requiring no Material components and using
Charisma as the spellcasting ability (spell save DC 19,
+11 to hit with spell attacks):
At Will: Detect Magic, Hold Monster, Ice Knife,
Shapechange (Beast or Humanoid form only, no
Temporary Hit Points gained from the spell, and no
Concentration or Temporary Hit Points required to
maintain the spell)
1/Day Each: Ice Storm (level 5 version), Zone of Truth
Legendary Actions
Legendary Action Uses: 3 (4 in Lair). Immediately after
another creature’s turn, the dragon can expend a use to
take one of the following actions. The dragon regains all
expended uses at the start of each of its turns.
Chill. The dragon uses Spellcasting to cast Hold Mon-
ster. The dragon can’t take this action again until the
start of its next turn.
Cold Gale. Dexterity Saving Throw: DC 19, each crea-
ture in a 60-foot-long, 10-foot-wide Line. Failure: 14
(4d6) Cold damage, and the target is pushed up to 30
feet straight away from the dragon. Success: Half dam-
age only. Failure or Success: The dragon can’t take this
action again until the start of its next turn.
Pounce. The dragon moves up to half its Speed, and it
makes one Rend attack."
Ancient Silver Dragon,Silver Dragons,23,Gargantuan,Dragon,Metallic,Lawful Good,22,14,468 (24d20 + 216),468,"Speed 40 ft., Fly 80 ft.",40,30,10,29,18,15,26,10,7,9,4,9,8,"History +11, Perception +16, Stealth +7",NA,NA,Cold,NA,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 26","Common, Draconic","Ancient Silver Dragon
Gargantuan Dragon (Metallic), Lawful Good
AC 22                 Initiative +14 (24)
HP 468 (24d20 + 216)
Speed 40 ft., Fly 80 ft.
MOD SAVE             MOD SAVE            MOD SAVE
Str 30 +10 +10 Dex 10 +0 +7                 Con 29 +9 +9
Int 18 +4 +4 Wis 15 +2 +9                   Cha 26 +8 +8
Skills History +11, Perception +16, Stealth +7
Immunities Cold
Senses Blindsight 60 ft., Darkvision 120 ft.;
Passive Perception 26
Languages Common, Draconic
CR 23 (XP 50,000, or 62,000 in lair; PB +7)
Traits
Legendary Resistance (4/Day, or 5/Day in Lair). If
the dragon fails a saving throw, it can choose to suc-
ceed instead.
Actions
Multiattack. The dragon makes three Rend attacks.
It can replace one attack with a use of (A) Paralyz-
ing Breath or (B) Spellcasting to cast Ice Knife (level
2 version).
Rend. Melee Attack Roll: +17, reach 15 ft. Hit: 19 (2d8
+ 10) Slashing damage plus 9 (2d8) Cold damage.
Cold Breath (Recharge 5–6). Constitution Saving
Throw: DC 24, each creature in a 90-foot Cone. Fail-
ure: 67 (15d8) Cold damage. Success: Half damage.
Paralyzing Breath. Constitution Saving Throw: DC 24,
each creature in a 90-foot Cone. First Failure: The target
has the Incapacitated condition until the end of its next
turn, when it repeats the save. Second Failure: The tar-
get has the Paralyzed condition, and it repeats the save
at the end of each of its turns, ending the effect on itself
on a success. After 1 minute, it succeeds automatically.
Spellcasting. The dragon casts one of the following
spells, requiring no Material components and using
Charisma as the spellcasting ability (spell save DC 23,
+15 to hit with spell attacks):
At Will: Detect Magic, Hold Monster, Ice Knife (level 2
version), Shapechange (Beast or Humanoid form only,
no Temporary Hit Points gained from the spell, and
no Concentration or Temporary Hit Points required to
maintain the spell)
1/Day Each: Control Weather, Ice Storm (level 7 ver-
sion), Teleport, Zone of Truth
Legendary Actions
Legendary Action Uses: 3 (4 in Lair). Immediately after
another creature’s turn, the dragon can expend a use to
take one of the following actions. The dragon regains all
expended uses at the start of each of its turns.
Chill. The dragon uses Spellcasting to cast Hold Mon-
ster. The dragon can’t take this action again until the
start of its next turn.
Cold Gale. Dexterity Saving Throw: DC 23, each crea-
ture in a 60-foot-long, 10-foot-wide Line. Failure: 14
(4d6) Cold damage, and the target is pushed up to 30
feet straight away from the dragon. Success: Half dam-
age only. Failure or Success: The dragon can’t take this
action again until the start of its next turn.
Pounce. The dragon moves up to half its Speed, and it
makes one Rend attack."
Skeleton,Skeletons,0.25,Medium,Undead,NA,Lawful Evil,14,3,13 (2d8 + 4),13,Speed 30 ft.,30,10,16,15,6,8,5,0,3,2,-2,-1,-3,NA,NA,Bludgeoning,"Poison; Exhaustion, Poisoned","Shortbow, Shortsword",Darkvision 60 ft.; Passive Perception 9,Understands Common plus one other language but can’t speak,"Skeleton
Medium Undead, Lawful Evil
AC 14 		                   Initiative +3 (13)
HP 13 (2d8 + 4)
Speed 30 ft.
MOD SAVE            MOD SAVE             MOD SAVE
Str 10 +0 +0         Dex 16 +3 +3         Con 15 +2 +2
Int 6 −2 −2          Wis 8 −1 −1          Cha 5 −3 −3
Vulnerabilities Bludgeoning
Immunities Poison; Exhaustion, Poisoned
Gear Shortbow, Shortsword
Senses Darkvision 60 ft.; Passive Perception 9
Languages Understands Common plus one other language
but can’t speak
CR 1/4 (XP 50; PB +2)
Actions
Shortsword. Melee Attack Roll: +5, reach 5 ft. Hit: 6
(1d6 + 3) Piercing damage.
Shortbow. Ranged Attack Roll: +5, range 80/320 ft. Hit:
6 (1d6 + 3) Piercing damage."
Warhorse Skeleton,Skeletons,0.5,Large,Undead,NA,Lawful Evil,13,1,22 (3d10 + 6),22,Speed 60 ft.,60,18,12,15,2,8,5,4,1,2,-4,-1,-3,NA,NA,Bludgeoning,"Poison; Exhaustion, Poisoned",NA,Darkvision 60 ft.; Passive Perception 9,None,"Warhorse Skeleton
Large Undead, Lawful Evil
AC 13		                     Initiative +1 (11)
HP 22 (3d10 + 6)
Speed 60 ft.
MOD SAVE             MOD SAVE          MOD SAVE
Str 18 +4 +4         Dex 12 +1 +1          Con 15 +2 +2
Int 2 −4 −4          Wis 8 −1 −1           Cha 5 −3 −3
Vulnerabilities Bludgeoning
Immunities Poison; Exhaustion, Poisoned
Senses Darkvision 60 ft.; Passive Perception 9
Languages None
CR 1/2 (XP 100; PB +2)
Actions
Hooves. Melee Attack Roll: +6, reach 5 ft. Hit: 7 (1d6
+ 4) Bludgeoning damage. If the target is a Large or
smaller creature and the skeleton moved 20+ feet
straight toward it immediately before the hit, the target
has the Prone condition."
Minotaur Skeleton,Skeletons,2,Large,Undead,NA,Lawful Evil,12,0,45 (6d10 + 12),45,Speed 40 ft.,40,18,11,15,6,8,5,4,0,2,-2,-1,-3,NA,NA,Bludgeoning,"Poison; Exhaustion, Poisoned",NA,Darkvision 60 ft.; Passive Perception 9,Understands Abyssal but can’t speak,"Minotaur Skeleton
Large Undead, Lawful Evil
AC 12		                     Initiative +0 (10)
HP 45 (6d10 + 12)
Speed 40 ft.
MOD SAVE             MOD SAVE          MOD SAVE
Str 18 +4 +4         Dex 11 +0 +0          Con 15 +2 +2
Int 6 −2 −2          Wis 8 −1 −1           Cha 5 −3 −3
Vulnerabilities Bludgeoning
Immunities Poison; Exhaustion, Poisoned
Senses Darkvision 60 ft.; Passive Perception 9
Languages Understands Abyssal but can’t speak
CR 2 (XP 450; PB +2)
Actions
Gore. Melee Attack Roll: +6, reach 5 ft. Hit: 11 (2d6
+ 4) Piercing damage. If the target is a Large or smaller
creature and the skeleton moved 20+ feet straight
toward it immediately before the hit, the target takes
an extra 9 (2d8) Piercing damage and has the Prone
condition.
Slam. Melee Attack Roll: +6, reach 5 ft. Hit: 15 (2d10
+ 4) Bludgeoning damage."
Solar,Solar,21,Large,Celestial,Angel,Lawful Good,21,20,297 (22d10 + 176),297,"Speed 50 ft., Fly 150 ft. (hover)",50,26,22,26,25,25,30,8,6,8,7,7,10,Perception +14,NA,NA,"Poison, Radiant; Charmed, Exhaustion, Frightened, Poisoned",NA,Truesight 120 ft.; Passive Perception 24,All; telepathy 120 ft.,"Solar
Large Celestial (Angel), Lawful Good
AC 21		                      Initiative +20 (30)
HP 297 (22d10 + 176)
Speed 50 ft., Fly 150 ft. (hover)
MOD SAVE              MOD SAVE           MOD SAVE
Str 26 +8 +8          Dex 22 +6 +6         Con 26 +8 +8
Int 25 +7 +7          Wis 25 +7 +7         Cha 30 +10 +10
Skills Perception +14
Immunities Poison, Radiant; Charmed, Exhaustion,
Frightened, Poisoned
Senses Truesight 120 ft.; Passive Perception 24
Languages All; telepathy 120 ft.
CR 21 (XP 33,000; PB +7)
Traits
Divine Awareness. The solar knows if it hears a lie.
Exalted Restoration. If the solar dies outside Mount
Celestia, its body disappears, and it gains a new body
instantly, reviving with all its Hit Points somewhere in
Mount Celestia.
Legendary Resistance (4/Day). If the solar fails a saving
throw, it can choose to succeed instead.
Magic Resistance. The solar has Advantage on saving
throws against spells and other magical effects.
Actions
Multiattack. The solar makes two Flying Sword attacks.
It can replace one attack with a use of Slaying Bow.
Flying Sword. Melee or Ranged Attack Roll: +15, reach
10 ft. or range 120 ft. Hit: 22 (4d6 + 8) Slashing damage
plus 36 (8d8) Radiant damage. Hit or Miss: The sword
magically returns to the solar’s hand or hovers within 5
feet of the solar immediately after a ranged attack.
Slaying Bow. Dexterity Saving Throw: DC 21, one crea-
ture the solar can see within 600 feet. Failure: If the
creature has 100 Hit Points or fewer, it dies. It other-
wise takes 24 (4d8 + 6) Piercing damage plus 36 (8d8)
Radiant damage.
Spellcasting. The solar casts one of the following spells,
requiring no Material components and using Charisma
as the spellcasting ability (spell save DC 25):
At Will: Detect Evil and Good
1/Day Each: Commune, Control Weather, Dispel Evil
and Good, Resurrection
Bonus Actions
Divine Aid (3/Day). The solar casts Cure Wounds (level
2 version), Lesser Restoration, or Remove Curse, using
the same spellcasting ability as Spellcasting.
Legendary Actions
Legendary Action Uses: 3. Immediately after another
creature’s turn, the solar can expend a use to take one of
the following actions. The solar regains all expended uses
at the start of each of its turns.
Blinding Gaze. Constitution Saving Throw: DC 25, one
creature the solar can see within 120 feet. Failure: The
target has the Blinded condition for 1 minute. Failure or
Success: The solar can’t take this action again until the
start of its next turn.
Radiant Teleport. The solar teleports up to 60 feet to an
unoccupied space it can see. Dexterity Saving Throw:
DC 25, each creature in a 10-foot Emanation originat-
ing from the solar at its destination space. Failure: 11
(2d10) Radiant damage. Success: Half damage."
Specter,Specter,1,Medium,Undead,NA,Chaotic Evil,12,2,22 (5d8),22,"Speed 30 ft., Fly 50 ft. (hover)",30,1,14,11,10,10,11,-5,2,0,0,0,0,NA,"Acid, Bludgeoning, Cold, Fire, Lightning, Piercing, Slashing, Thunder",NA,"Necrotic, Poison; Charmed, Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",NA,Darkvision 60 ft.; Passive Perception 10,Understands Common plus one other language but can’t speak,"Specter
Medium Undead, Chaotic Evil
AC 12		                      Initiative +2 (12)
HP 22 (5d8)
Speed 30 ft., Fly 50 ft. (hover)
MOD SAVE              MOD SAVE          MOD SAVE
Str 1 −5 −5           Dex 14 +2 +2          Con 11 +0 +0
Int 10 +0 +0          Wis 10 +0 +0          Cha 11 +0 +0
Resistances Acid, Bludgeoning, Cold, Fire, Lightning,
Piercing, Slashing, Thunder
Immunities Necrotic, Poison; Charmed, Exhaustion,
Grappled, Paralyzed, Petrified, Poisoned, Prone,
Restrained, Unconscious
Senses Darkvision 60 ft.; Passive Perception 10
Languages Understands Common plus one other language
but can’t speak
CR 1 (XP 200; PB +2)
Traits
Incorporeal Movement. The specter can move through
other creatures and objects as if they were Difficult
Terrain. It takes 5 (1d10) Force damage if it ends its turn
inside an object.
Sunlight Sensitivity. While in sunlight, the specter has
Disadvantage on ability checks and attack rolls.
Actions
Life Drain. Melee Attack Roll: +4, reach 5 ft. Hit: 7
(2d6) Necrotic damage. If the target is a creature, its Hit
Point maximum decreases by an amount equal to the
damage taken."
Sphinx of Wonder,Sphinxes,1,Tiny,Celestial,NA,Lawful Good,13,3,24 (7d4 + 7),24,"Speed 20 ft., Fly 40 ft.",20,6,17,13,15,12,11,-2,3,1,2,1,0,"Arcana +4, Religion +4, Stealth +5","Necrotic, Psychic, Radiant",NA,NA,NA,Darkvision 60 ft.; Passive Perception 11,"Celestial, Common","Sphinx of Wonder
Tiny Celestial, Lawful Good
AC 13 		                   Initiative +3 (13)
HP 24 (7d4 + 7)
Speed 20 ft., Fly 40 ft.
MOD SAVE            MOD SAVE            MOD SAVE
Str 6 −2 −2           Dex 17 +3 +3        Con 13 +1 +1
Int 15 +2 +2          Wis 12 +1 +1        Cha 11 +0 +0
Skills Arcana +4, Religion +4, Stealth +5
Resistances Necrotic, Psychic, Radiant
Senses Darkvision 60 ft.; Passive Perception 11
Languages Celestial, Common
CR 1 (XP 200; PB +2)
Traits
Magic Resistance. The sphinx has Advantage on saving
throws against spells and other magical effects.
Actions
Rend. Melee Attack Roll: +5, reach 5 ft. Hit: 5 (1d4 + 3)
Slashing damage plus 7 (2d6) Radiant damage.
Reactions
Burst of Ingenuity (2/Day). Trigger: The sphinx or an-
other creature within 30 feet makes an ability check or
a saving throw. Response: The sphinx adds 2 to the roll."
Sphinx of Lore,Sphinxes,11,Large,Celestial,NA,Lawful Neutral,17,10,170 (20d10 + 60),170,"Speed 40 ft., Fly 60 ft.",40,18,15,16,18,18,18,4,2,3,4,4,4,"Arcana +12, History +12, Perception +8, Religion +12","Necrotic, Radiant",NA,"Psychic; Charmed, Frightened",NA,Truesight 120 ft.; Passive Perception 18,"Celestial, Common","Sphinx of Lore
Large Celestial, Lawful Neutral
AC 17		                    Initiative +10 (20)
HP 170 (20d10 + 60)
Speed 40 ft., Fly 60 ft.
MOD SAVE            MOD SAVE            MOD SAVE
Str 18 +4 +4          Dex 15 +2 +2        Con 16 +3 +3
Int 18 +4 +4          Wis 18 +4 +4        Cha 18 +4 +4
Skills Arcana +12, History +12, Perception +8,
Religion +12
Resistances Necrotic, Radiant
Immunities Psychic; Charmed, Frightened
Senses Truesight 120 ft.; Passive Perception 18
Languages Celestial, Common
CR 11 (XP 7,200, or 8,400 in lair; PB +4)
Traits
Inscrutable. No magic can observe the sphinx remotely
or detect its thoughts without its permission. Wisdom
(Insight) checks made to ascertain its intentions or sin-
cerity are made with Disadvantage.
Legendary Resistance (3/Day, or 4/Day in Lair). If
the sphinx fails a saving throw, it can choose to suc-
ceed instead.
Actions
Multiattack. The sphinx makes three Claw attacks.
Claw. Melee Attack Roll: +8, reach 5 ft. Hit: 14 (3d6
+ 4) Slashing damage.
Mind-Rending Roar (Recharge 5–6). Wisdom Saving
Throw: DC 16, each enemy in a 300-foot Emanation
originating from the sphinx. Failure: 35 (10d6) Psychic
damage, and the target has the Incapacitated condition
until the start of the sphinx’s next turn.
Spellcasting. The sphinx casts one of the following
spells, requiring no Material components and using In-
telligence as the spellcasting ability (spell save DC 16):
At Will: Detect Magic, Identify, Mage Hand, Minor Illu-
sion, Prestidigitation
1/Day Each: Dispel Magic, Legend Lore, Locate Object,
Plane Shift, Remove Curse, Tongues
Legendary Actions
Legendary Action Uses: 3 (4 in Lair). Immediately after
another creature’s turn, the sphinx can expend a use to
take one of the following actions. The sphinx regains all
expended uses at the start of each of its turns.
Arcane Prowl. The sphinx can teleport up to 30 feet
to an unoccupied space it can see, and it makes one
Claw attack.
Weight of Years. Constitution Saving Throw: DC 16,
one creature the sphinx can see within 120 feet. Failure:
The target gains 1 Exhaustion level. While the target has
any Exhaustion levels, it appears 3d10 years older. Fail-
ure or Success: The sphinx can’t take this action again
until the start of its next turn."
