date,hour,country,vote_1,vote_2,vote_3,vote_4,vote_5
2019-10-30,12,"",Stitchbird,Bellbird,Orange-fronted Parakeet,Kingfisher,Fantail
2019-10-30,12,"",Black Robin,Chatham Island Mollymawk,Kākāpō,Little Spotted Kiwi,Southern Royal Albatross
2019-10-30,12,"",Fantail,Weka,Yellow-eyed penguin,Mōhua,Pied Shag
2019-10-30,12,"",Yellow-eyed penguin,Kōkako,Morepork,New Zealand Falcon,Rock Wren
2019-10-30,12,"",Kea,Antipodean Albatross,Blue Duck,Kākāpō,Tūī
2019-10-30,12,"",Kākā,Takahē,Orange-fronted Parakeet,Banded Dotterel,New Zealand Falcon
2019-10-30,12,"",Black Robin,Orange-fronted Parakeet,Yellow-eyed penguin,Kākāpō,Kākā
2019-10-30,12,"",Kākāpō,Little Spotted Kiwi,Black Robin,Chatham Island Mollymawk,Kākā
2019-10-30,12,"",Yellow-eyed penguin,Black Robin,Black Stilt,The Otago Shag,Saddleback
2019-10-30,12,"",Kākā,Southern Brown Kiwi,Kea,Antipodean Albatross,Tūī
2019-10-30,12,"",Tūī,Kākāpō,Kea,Saddleback,North Island Brown Kiwi
2019-10-30,12,"",Banded Dotterel,Hutton's Shearwater,Black Stilt,New Zealand Falcon,Little Spotted Kiwi
2019-10-30,12,"",New Zealand Falcon,Harrier,Kākā,Morepork,Antipodean Albatross
2019-10-30,12,"",Royal Spoonbill,Barn Owl,Southern Brown Kiwi,Little Spotted Kiwi,New Zealand Dabchick
2019-10-30,12,"",Bellbird,Grey Warbler,Kingfisher,Welcome Swallow,Tūī
2019-10-30,12,"",Tūī,Fantail,North Island Brown Kiwi,New Zealand Robin,Bellbird
2019-10-30,12,"",Fantail,Yellow-eyed penguin,Little Penguin,Morepork,Kākāpō
2019-10-30,12,"",Little Penguin,Rifleman,Barn Owl,Royal Spoonbill,New Zealand Dabchick
2019-10-30,12,"",Kea,Chatham Island Mollymawk,Gibson's Albatross,Kākā,Kākāpō
2019-10-30,12,"",Fantail,Tūī,Chatham Island Oystercatcher,South Island Pied Oystercatcher,Orange-fronted Parakeet
2019-10-30,12,"",Rifleman,Barn Owl,Royal Spoonbill,Morepork,New Zealand Dabchick
2019-10-30,12,"",Blue Duck,Orange-fronted Parakeet,Grey Duck,Black Stilt,Kākā
2019-10-30,12,"",Wrybill,Banded Dotterel,Black-billed Gull,Black-fronted Tern,New Zealand Dotterel
2019-10-30,12,"",Rockhopper Penguin,Takahē,Morepork,Harrier,Yellow-eyed penguin
2019-10-30,12,"",Banded Dotterel,Chatham Island Oystercatcher,Kākā,Kākāpō,Yellow-eyed penguin
2019-10-30,12,"",Black Robin,Tūī,New Zealand Dotterel,Rifleman,Blue Duck
2019-10-30,12,"",Black Stilt,Kākāpō,Blue Duck,Antipodean Albatross,New Zealand Falcon
2019-10-30,12,"",Fantail,Black Robin,Kea,Tūī,New Zealand Falcon
2019-10-30,12,"",Takahē,Orange-fronted Parakeet,Black Robin,South Island Kōkako,Chatham Island Mollymawk
2019-10-30,12,"",Banded Dotterel,Shining Cuckoo,Morepork,Tūī,Fantail
2019-10-30,12,"",Blue Duck,Little Spotted Kiwi,Kākāpō,Great Spotted Kiwi,Fiordland Crested Penguin
2019-10-30,12,"",Harrier,Kea,Tūī,Black Robin,Kererū
2019-10-30,12,"",New Zealand Falcon,Kererū,Kea,Kākā,Kākāpō
2019-10-30,12,"",Fantail,Mōhua,Southern Brown Kiwi,New Zealand Falcon,Great Spotted Kiwi
2019-10-30,12,"",South Island Kōkako,Yellow-eyed penguin,Morepork,Little Penguin,Kea
2019-10-30,12,"",Fantail,Kea,Yellow-eyed penguin,Morepork,New Zealand Falcon
2019-10-30,12,"",Rockhopper Penguin,Chatham Island Mollymawk,Yellow-eyed penguin,Bittern,New Zealand Dabchick
2019-10-30,12,"",Tomtit,Little Penguin,Scaup,Shore Plover,Silvereye
2019-10-30,12,"",Bittern,Tūī,Southern Brown Kiwi,Little Spotted Kiwi,Fantail
2019-10-30,12,"",Spotted Shag,White Heron,Yellow-eyed penguin,New Zealand Dotterel,The Otago Shag
2019-10-30,12,"",Northern Royal Albatross,Yellow-eyed penguin,Kākāpō,Gibson's Albatross,Antipodean Albatross
2019-10-30,12,"",Tomtit,Banded Dotterel,New Zealand Dotterel,Weka,Rifleman
2019-10-30,12,"",Mōhua,South Island Kōkako,New Zealand Dabchick,Stitchbird,Kōkako
2019-10-30,12,"",South Island Kōkako,Kākā,Stitchbird,New Zealand Falcon,Chatham Island Mollymawk
2019-10-30,12,"",Kākāpō,Fantail,Kea,Kōkako,Kererū
2019-10-30,12,"",Fantail,Mōhua,Southern Brown Kiwi,New Zealand Falcon,Takahē
2019-10-30,12,"",Stitchbird,Bellbird,Orange-fronted Parakeet,Pūkeko,Rifleman
2019-10-30,12,"",Fantail,Mōhua,New Zealand Dotterel,Banded Dotterel,Orange-fronted Parakeet
2019-10-30,12,"",Kākāpō,Yellow-eyed penguin,Mōhua,Orange-fronted Parakeet,Black Stilt
2019-10-30,12,"",Great Spotted Kiwi,Kea,Kākā,Morepork,Shining Cuckoo
2019-10-30,12,"",Weka,Fernbird,Black Robin,Barn Owl,Fairy Tern
2019-10-30,12,"",Southern Brown Kiwi,Little Penguin,Yellow-eyed penguin,Tūī,Rifleman
2019-10-30,12,"",Fantail,Rifleman,Kākāpō,Kōkako,Tūī
2019-10-30,12,"",Kingfisher,Kākāpō,Saddleback,Kererū,Silvereye
2019-10-30,12,"",Morepork,North Island Brown Kiwi,Kea,Kererū,Chatham Island Oystercatcher
2019-10-30,12,"",Kererū,Harrier,Morepork,Tūī,New Zealand Falcon
2019-10-30,12,"",Northern Royal Albatross,Yellow-eyed penguin,Bar-tailed Godwit,Southern Royal Albatross,Kākāpō
2019-10-30,12,"",Fantail,Kingfisher,Tūī,Morepork,Blue Duck
2019-10-30,12,"",Kererū,Kingfisher,Morepork,Fantail,New Zealand Robin
2019-10-30,12,"",Yellow-eyed penguin,Southern Royal Albatross,Southern Brown Kiwi,Kākāpō,Tūī
2019-10-30,12,"",Blue Duck,Yellow-eyed penguin,Fiordland Crested Penguin,Rockhopper Penguin,Orange-fronted Parakeet
2019-10-30,12,"",New Zealand Falcon,Orange-fronted Parakeet,Kererū,Kākā,Kākāpō
2019-10-30,12,"",Kererū,Kingfisher,Little Penguin,Morepork,Fantail
2019-10-30,12,"",Black Robin,South Island Kōkako,Tūī,Kākā,Kōkako
2019-10-30,13,"",Stitchbird,Fantail,Morepork,Orange-fronted Parakeet,Banded Dotterel
2019-10-30,13,"",Blue Duck,Fantail,Takahē,Kea,White Heron
2019-10-30,13,"",Fantail,Barn Owl,Tūī,Kingfisher,Rockhopper Penguin
2019-10-30,13,"",Shore Plover,Southern Brown Kiwi,Whenua Hou Diving Petrel,Yellow-eyed penguin,Kākā
2019-10-30,13,"",Antipodean Albatross,North Island Brown Kiwi,Banded Dotterel,Bar-tailed Godwit,Black Petrel
2019-10-30,13,"",Kererū,Black Robin,Variable Oystercatcher,Kākā,Rockhopper Penguin
2019-10-30,13,"",Kererū,Shore Plover,Kākāpō,Little Spotted Kiwi,Mōhua
2019-10-30,13,"",Northern Royal Albatross,Yellow-eyed penguin,Kākāpō,Takahē,Kingfisher
2019-10-30,13,"",New Zealand Dotterel,Gibson's Albatross,Kākāpō,South Island Kōkako,Yellow-eyed penguin
2019-10-30,13,"",Yellow-eyed penguin,Mōhua,New Zealand Dotterel,Southern Brown Kiwi,Orange-fronted Parakeet
2019-10-30,13,"",Kākāpō,Blue Duck,Kākā,Little Spotted Kiwi,Takahē
2019-10-30,13,"",Black Robin,Kākā,Morepork,Pūkeko,Northern Royal Albatross
2019-10-30,13,"",Kākā,Kākāpō,Mōhua,New Zealand Dotterel,Yellow-eyed penguin
2019-10-30,13,"",New Zealand Dotterel,Bar-tailed Godwit,New Zealand Falcon,Welcome Swallow,Morepork
2019-10-30,13,"",Banded Dotterel,Bittern,Blue Duck,Black Stilt,Orange-fronted Parakeet
2019-10-30,13,"",Tūī,Kea,North Island Brown Kiwi,Southern Brown Kiwi,Great Spotted Kiwi
2019-10-30,13,"",Fantail,Tūī,Rockhopper Penguin,Yellow-eyed penguin,North Island Brown Kiwi
2019-10-30,13,"",New Zealand Dotterel,Tomtit,Little Penguin,Kākāpō,New Zealand Falcon
2019-10-30,13,"",Stitchbird,Morepork,Shining Cuckoo,Kōkako,Fantail
2019-10-30,13,"",Kea,Kākā,Kākāpō,New Zealand Dotterel,Orange-fronted Parakeet
2019-10-30,13,"",Rockhopper Penguin,Fairy Tern,Mōhua,Black Robin,Saddleback
2019-10-30,13,"",Orange-fronted Parakeet,Shore Plover,Rockhopper Penguin,Yellow-eyed penguin,South Island Kōkako
2019-10-30,13,"",Yellow-eyed penguin,Spotted Shag,Fairy Tern,Fiordland Crested Penguin,Shore Plover
2019-10-30,13,"",Black Robin,Brown Teal,Whenua Hou Diving Petrel,Antipodean Albatross,Banded Dotterel
2019-10-30,13,"",Black Robin,Fairy Tern,Yellow-eyed penguin,Takahē,Southern Royal Albatross
2019-10-30,13,"",Blue Duck,Kākāpō,Yellow-eyed penguin,Kākā,South Island Kōkako
2019-10-30,13,"",Fiordland Crested Penguin,Little Penguin,Little Spotted Kiwi,Rockhopper Penguin,Yellow-eyed penguin
2019-10-30,13,"",Morepork,Fantail,Tūī,Bellbird,Kākā
2019-10-30,13,"",Pūkeko,Silvereye,Fantail,Morepork,Kākāpō
2019-10-30,13,"",Yellow-eyed penguin,Fiordland Crested Penguin,Mōhua,Silvereye,Saddleback
2019-10-30,13,"",Kākāpō,Yellow-eyed penguin,North Island Brown Kiwi,Southern Royal Albatross,Fantail
2019-10-30,13,"",Kākāpō,Orange-fronted Parakeet,Black-fronted Tern,Black Robin,Banded Dotterel
2019-10-30,13,"",Little Penguin,Rockhopper Penguin,Fiordland Crested Penguin,Yellow-eyed penguin,""
2019-10-30,13,"",New Zealand Robin,Bellbird,Kingfisher,Blue Duck,Kōkako
2019-10-30,13,"",Takahē,Royal Spoonbill,Blue Duck,Rockhopper Penguin,Kea
2019-10-30,13,"",Yellow-eyed penguin,Fiordland Crested Penguin,Rockhopper Penguin,Chatham Island Mollymawk,Black Stilt
2019-10-30,13,"",Grey Warbler,"","","",""
2019-10-30,13,"",Barn Owl,Fantail,Great Spotted Kiwi,Kea,Kākāpō
2019-10-30,13,"",Kererū,Kākāpō,Kingfisher,New Zealand Falcon,Silvereye
2019-10-30,13,"",Tomtit,Rifleman,Rock Wren,Yellow-eyed penguin,Morepork
2019-10-30,13,"",Rock Wren,Orange-fronted Parakeet,Kākā,Mōhua,Kea
2019-10-30,13,"",Kākāpō,Yellow-eyed penguin,Little Spotted Kiwi,Kea,Antipodean Albatross
2019-10-30,13,"",Mōhua,Southern Brown Kiwi,Tomtit,Silvereye,Little Penguin
2019-10-30,13,"",Kākāpō,Kākā,Chatham Island Oystercatcher,Mōhua,Yellow-eyed penguin
2019-10-30,13,"",Northern Royal Albatross,Antipodean Albatross,Campbell Black-Browed Albatross,Southern Royal Albatross,Gibson's Albatross
2019-10-30,13,"",Morepork,Rockhopper Penguin,Fantail,Little Penguin,New Zealand Robin
2019-10-30,13,"",Kākā,Black Robin,Fantail,Kererū,Kingfisher
2019-10-30,13,"",New Zealand Dotterel,Bittern,Tūī,Mōhua,Yellow-eyed penguin
2019-10-30,13,"",Yellow-eyed penguin,Rockhopper Penguin,Little Penguin,Chatham Island Oystercatcher,Arctic Skua
2019-10-30,13,"",Kererū,Rockhopper Penguin,Fiordland Crested Penguin,White Heron,Southern Brown Kiwi
2019-10-30,13,"",Orange-fronted Parakeet,South Island Pied Oystercatcher,Pūkeko,Rifleman,Kingfisher
2019-10-30,13,"",Banded Dotterel,New Zealand Dotterel,Antipodean Albatross,New Zealand Falcon,The Otago Shag
2019-10-30,13,"",Fairy Tern,Bittern,Antipodean Albatross,Blue Duck,Gibson's Albatross
2019-10-30,13,"",South Island Kōkako,Rock Wren,Kākāpō,Kingfisher,Takahē
2019-10-30,13,"",Blue Duck,Tūī,Kererū,New Zealand Falcon,Fantail
2019-10-30,13,"",Yellow-eyed penguin,Black Robin,Orange-fronted Parakeet,Fairy Tern,Gibson's Albatross
2019-10-30,13,"",Morepork,Rockhopper Penguin,Kākāpō,Yellow-eyed penguin,Kingfisher
2019-10-30,13,"",New Zealand Falcon,Morepork,Harrier,Saddleback,Kōkako
2019-10-30,13,"",Black Robin,Kōkako,Little Penguin,Tomtit,Gibson's Albatross
2019-10-30,13,"",Wrybill,Chatham Island Mollymawk,Campbell Black-Browed Albatross,Hutton's Shearwater,Australasian Gannet
2019-10-30,13,"",Kererū,Tūī,Australasian Gannet,Southern Brown Kiwi,Bellbird
2019-10-30,13,"",Kōkako,Morepork,New Zealand Falcon,Blue Duck,Kea
2019-10-30,13,"",New Zealand Falcon,New Zealand Dabchick,Bar-tailed Godwit,Variable Oystercatcher,Black Stilt
2019-10-30,13,"",Banded Dotterel,Stitchbird,Bittern,Shore Plover,Black Robin
2019-10-30,13,"",Kererū,Yellow-eyed penguin,Kea,Tūī,Mōhua
2019-10-30,13,"",Fantail,Morepork,Silvereye,Kākā,Tūī
2019-10-30,13,"",Yellow-eyed penguin,Northern Royal Albatross,New Zealand Falcon,Harrier,Barn Owl
2019-10-30,13,"",Little Penguin,Royal Spoonbill,Black Robin,Yellow-eyed penguin,Chatham Island Mollymawk
2019-10-30,13,"",Rock Wren,Kākā,South Island Kōkako,Antipodean Albatross,Orange-fronted Parakeet
2019-10-30,13,"",Banded Dotterel,Black Robin,Blue Duck,Fantail,White Heron
2019-10-30,13,"",Morepork,Australasian Crested Grebe,Tūī,Barn Owl,Rockhopper Penguin
2019-10-30,13,"",Kingfisher,Silvereye,Little Penguin,Fantail,Tūī
2019-10-30,13,"",Kākāpō,Rockhopper Penguin,Kākā,Kererū,Black Robin
2019-10-30,13,"",Fantail,New Zealand Falcon,Barn Owl,Morepork,Rifleman
2019-10-30,13,"",Australasian Crested Grebe,Barn Owl,Bellbird,Black-fronted Tern,Little Penguin
2019-10-30,13,"",Kea,Kākāpō,Morepork,Tūī,New Zealand Falcon
2019-10-30,13,"",Fernbird,Southern Brown Kiwi,Banded Dotterel,North Island Brown Kiwi,Black Robin
2019-10-30,13,"",Kākā,South Island Kōkako,Banded Dotterel,Black Robin,Chatham Island Mollymawk
2019-10-30,13,"",Antipodean Albatross,New Zealand Dotterel,Gibson's Albatross,Banded Dotterel,Kākā
2019-10-30,13,"",Harrier,New Zealand Falcon,Barn Owl,Orange-fronted Parakeet,Kākā
2019-10-30,13,"",Morepork,Tūī,Stitchbird,Takahē,Kingfisher
2019-10-30,13,"",Kea,Banded Dotterel,Campbell Black-Browed Albatross,Fantail,Fiordland Crested Penguin
2019-10-30,13,"",Kōkako,Kākāpō,Stitchbird,Great Spotted Kiwi,Mōhua
2019-10-30,13,"",Silvereye,Fantail,South Island Pied Oystercatcher,Harrier,South Island Kōkako
2019-10-30,13,"",Yellow-eyed penguin,Little Penguin,Kingfisher,Bellbird,Fantail
2019-10-30,13,"",Yellow-eyed penguin,Whitehead,White Heron,Southern Brown Kiwi,Little Penguin
2019-10-30,13,"",Harrier,Kea,Kingfisher,Kākāpō,Kākā
2019-10-30,13,"",Black Robin,Kākā,Black-billed Gull,New Zealand Falcon,Kākāpō
2019-10-30,13,"",Arctic Skua,Kākā,Kererū,Hutton's Shearwater,Banded Dotterel
2019-10-30,13,"",Bittern,Bar-tailed Godwit,Kākāpō,Banded Dotterel,Little Penguin
2019-10-30,13,"",Kea,Yellow-eyed penguin,Fiordland Crested Penguin,Little Penguin,Rockhopper Penguin
2019-10-30,13,"",Kākāpō,Takahē,Rockhopper Penguin,Orange-fronted Parakeet,Kōkako
2019-10-30,13,"",New Zealand Dabchick,Rifleman,Rockhopper Penguin,Royal Spoonbill,Morepork
2019-10-30,13,"",Grey Duck,North Island Brown Kiwi,Northern Royal Albatross,Harrier,Royal Spoonbill
2019-10-30,13,"",Kererū,Tūī,Welcome Swallow,Bellbird,Fantail
2019-10-30,13,"",Australasian Gannet,Black Petrel,Little Penguin,Fairy Tern,Yellow-eyed penguin
2019-10-30,13,"",Little Penguin,Yellow-eyed penguin,Little Spotted Kiwi,Rockhopper Penguin,North Island Brown Kiwi
2019-10-30,13,"",Blue Duck,Yellow-eyed penguin,"","",""
2019-10-30,13,"",Australasian Crested Grebe,New Zealand Falcon,Harrier,Kererū,Kākāpō
2019-10-30,13,"",Kākāpō,Kererū,Fiordland Crested Penguin,Kōkako,Takahē
2019-10-30,13,"",Tūī,Kea,North Island Brown Kiwi,Fiordland Crested Penguin,Pūkeko
2019-10-30,13,"",Kererū,Tūī,Kea,Kākāpō,Fantail
2019-10-30,13,"",Kea,Kākāpō,Kākā,New Zealand Falcon,""
2019-10-30,13,"",Barn Owl,Fiordland Crested Penguin,Kākā,Little Penguin,Morepork
2019-10-30,13,"",New Zealand Dabchick,Fiordland Crested Penguin,Takahē,Bittern,Weka
2019-10-30,13,"",Takahē,Saddleback,Rockhopper Penguin,Kererū,Kākā
2019-10-30,13,"",Takahē,Southern Brown Kiwi,North Island Brown Kiwi,Morepork,Little Spotted Kiwi
2019-10-30,13,"",Kākāpō,Black-billed Gull,Kererū,Black Robin,Fiordland Crested Penguin
2019-10-30,13,"",New Zealand Dabchick,Southern Brown Kiwi,Black Robin,Black Stilt,Blue Duck
2019-10-30,13,"",Fantail,Takahē,Kea,Morepork,Kingfisher
2019-10-30,13,"",Rifleman,Fantail,Morepork,Kingfisher,Silvereye
2019-10-30,13,"",Rockhopper Penguin,Fiordland Crested Penguin,Little Penguin,Yellow-eyed penguin,South Island Pied Oystercatcher
2019-10-30,13,"",Tūī,Fantail,Takahē,Yellow-eyed penguin,Great Spotted Kiwi
2019-10-30,13,"",Southern Brown Kiwi,New Zealand Falcon,Kākāpō,Campbell Black-Browed Albatross,Little Spotted Kiwi
2019-10-30,13,"",Yellow-eyed penguin,South Island Kōkako,Kōkako,Kākāpō,Hutton's Shearwater
2019-10-30,13,"",Kingfisher,Rockhopper Penguin,Kākāpō,Northern Royal Albatross,Gibson's Albatross
2019-10-30,13,"",Black Robin,Black Stilt,New Zealand Dotterel,New Zealand Falcon,Saddleback
2019-10-30,13,"",Kākāpō,Orange-fronted Parakeet,Black Robin,Yellow-eyed penguin,Chatham Island Oystercatcher
2019-10-30,13,"",Fantail,Kea,Yellow-eyed penguin,Tūī,New Zealand Falcon
2019-10-30,13,"",Yellow-eyed penguin,Welcome Swallow,Kākāpō,Kākā,Orange-fronted Parakeet
2019-10-30,13,"",South Island Kōkako,New Zealand Dabchick,Black Stilt,The Otago Shag,Black Robin
2019-10-30,13,"",Kākā,Tūī,Kererū,Kingfisher,Silvereye
2019-10-30,13,"",Yellow-eyed penguin,Rockhopper Penguin,Tūī,New Zealand Falcon,Banded Dotterel
2019-10-30,13,"",Harrier,Kākā,Kōkako,Morepork,Tomtit
2019-10-30,13,"",Tūī,Weka,Pūkeko,Morepork,Kākāpō
2019-10-30,13,"",Little Penguin,South Island Kōkako,Tūī,New Zealand Falcon,Morepork
2019-10-30,13,"",Blue Duck,Kākāpō,Rockhopper Penguin,Kea,Fantail
2019-10-30,13,"",Banded Dotterel,Pūkeko,"","",""
2019-10-30,13,"",Mōhua,South Island Pied Oystercatcher,Southern Brown Kiwi,Bellbird,Orange-fronted Parakeet
2019-10-30,13,"",Kererū,"","","",""
2019-10-30,13,"",Mōhua,Little Penguin,Little Spotted Kiwi,Chatham Island Oystercatcher,Orange-fronted Parakeet
2019-10-30,13,"",Kea,Yellow-eyed penguin,Gibson's Albatross,Orange-fronted Parakeet,Antipodean Albatross
2019-10-30,13,"",Kākāpō,Kākā,Silvereye,Gibson's Albatross,""
2019-10-30,13,"",Kākāpō,Saddleback,Kea,Kākā,Banded Dotterel
2019-10-30,13,"",Mōhua,Southern Brown Kiwi,Bittern,Kererū,Fantail
2019-10-30,13,"",Kākāpō,Bellbird,Barn Owl,South Island Kōkako,Southern Brown Kiwi
2019-10-30,13,"",Antipodean Albatross,Kea,Northern Royal Albatross,Black Robin,Southern Royal Albatross
2019-10-30,13,"",Morepork,Fantail,New Zealand Falcon,Kākāpō,Little Penguin
2019-10-30,13,"",Barn Owl,Kererū,Buller's Mollymawk,Yellow-eyed penguin,Antipodean Albatross
2019-10-30,13,"",Fantail,Little Penguin,Rockhopper Penguin,Blue Duck,Orange-fronted Parakeet
2019-10-30,13,"",Whenua Hou Diving Petrel,Wrybill,Antipodean Albatross,New Zealand Dotterel,Bittern
2019-10-30,13,"",Banded Dotterel,Orange-fronted Parakeet,Antipodean Albatross,Kākāpō,Blue Duck
2019-10-30,13,"",Yellow-eyed penguin,Morepork,Antipodean Albatross,"",""
2019-10-30,13,"",Black Robin,Fantail,Stitchbird,Kererū,Little Spotted Kiwi
2019-10-30,13,"",Royal Spoonbill,Little Penguin,Kererū,Kingfisher,Southern Brown Kiwi
2019-10-30,13,"",Black-billed Gull,South Island Kōkako,Rock Wren,Banded Dotterel,Black Robin
2019-10-30,13,"",Yellow-eyed penguin,Tūī,Kererū,Southern Royal Albatross,New Zealand Falcon
2019-10-30,13,"",Harrier,Kea,Kererū,Kākāpō,Little shag
2019-10-30,13,"",Black Stilt,Kingfisher,Kākāpō,Takahē,Tūī
2019-10-30,13,"",New Zealand Falcon,Takahē,Yellow-eyed penguin,South Polar Skua,Pied Shag
2019-10-30,13,"",South Island Kōkako,Kākāpō,Southern Brown Kiwi,Kea,Takahē
2019-10-30,13,"",Yellow-eyed penguin,Blue Duck,Orange-fronted Parakeet,Fernbird,New Zealand Dotterel
2019-10-30,13,"",Banded Dotterel,Stitchbird,Saddleback,Shore Plover,Rock Wren
2019-10-30,13,"",Kea,New Zealand Falcon,Tūī,Morepork,South Island Kōkako
2019-10-30,13,"",Kākāpō,South Island Kōkako,Kākā,Fantail,New Zealand Falcon
2019-10-30,13,"",Yellow-eyed penguin,Little Spotted Kiwi,Kākāpō,Kākā,Black-billed Gull
2019-10-30,13,"",Antipodean Albatross,Banded Dotterel,Black Robin,Grey Warbler,Fantail
2019-10-30,13,"",Fantail,Tūī,New Zealand Falcon,Morepork,Grey Warbler
2019-10-30,13,"",South Island Kōkako,Southern Brown Kiwi,Yellow-eyed penguin,New Zealand Falcon,Black Robin
2019-10-30,13,"",Orange-fronted Parakeet,Kea,Kingfisher,Kākā,Mōhua
2019-10-30,13,"",New Zealand Falcon,New Zealand Dotterel,Banded Dotterel,Stitchbird,Black Robin
2019-10-30,13,"",Fairy Tern,Hutton's Shearwater,Shore Plover,Kākā,South Island Kōkako
2019-10-30,13,"",Kākāpō,Kea,Takahē,Kākā,Southern Royal Albatross
2019-10-30,13,"",Weka,Welcome Swallow,Bellbird,Blue Duck,Bittern
2019-10-30,13,"",Yellow-eyed penguin,Kākāpō,Kākā,Tūī,Antipodean Albatross
2019-10-30,13,"",Southern Brown Kiwi,Black Robin,Little Spotted Kiwi,Rockhopper Penguin,North Island Brown Kiwi
2019-10-30,13,"",Yellow-eyed penguin,Kingfisher,Variable Oystercatcher,The Otago Shag,Bellbird
2019-10-30,13,"",Yellow-eyed penguin,Morepork,South Island Kōkako,Kōkako,Rockhopper Penguin
2019-10-30,13,"",Little Penguin,Black Robin,Yellow-eyed penguin,Banded Dotterel,Little Spotted Kiwi
2019-10-30,13,"",Rock Wren,Kākāpō,Banded Dotterel,Little Penguin,Tūī
2019-10-30,13,"",Rockhopper Penguin,Kererū,Stitchbird,New Zealand Falcon,Orange-fronted Parakeet
2019-10-30,13,"",Rifleman,Morepork,Kererū,Barn Owl,Pūkeko
2019-10-30,13,"",Fairy Tern,Banded Dotterel,New Zealand Dotterel,Bittern,Black Robin
2019-10-30,13,"",Rockhopper Penguin,Gibson's Albatross,Fairy Tern,Chatham Island Oystercatcher,Chatham Island Mollymawk
2019-10-30,13,"",Antipodean Albatross,Banded Dotterel,Shore Plover,South Island Kōkako,Southern Brown Kiwi
2019-10-30,13,"",Black Robin,Little Penguin,Wrybill,Grey Warbler,Morepork
2019-10-30,13,"",Tūī,Fantail,Kākā,Kākāpō,Kea
2019-10-30,13,"",Blue Duck,Black Robin,Kōkako,Kākā,Little Penguin
2019-10-30,13,"",Kākāpō,Kingfisher,Barn Owl,Fantail,Tūī
2019-10-30,13,"",Harrier,Kererū,Morepork,Rockhopper Penguin,Kingfisher
2019-10-30,13,"",Blue Duck,Morepork,Fantail,New Zealand Falcon,Antipodean Albatross
2019-10-30,13,"",Shore Plover,Morepork,Kōkako,Kākā,Kererū
2019-10-30,13,"",Morepork,Tūī,Grey Warbler,Fantail,Kākā
2019-10-30,13,"",Black Robin,Kererū,Banded Dotterel,Barn Owl,Welcome Swallow
2019-10-30,13,"",New Zealand Falcon,Fantail,Tūī,Variable Oystercatcher,Kererū
2019-10-30,13,"",Southern Royal Albatross,Antipodean Albatross,Fiordland Crested Penguin,Stitchbird,Black Stilt
2019-10-30,13,"",Stitchbird,Rifleman,Yellow-eyed penguin,Whitehead,Kākā
2019-10-30,13,"",Fantail,Black Robin,Kea,Southern Brown Kiwi,Kākā
2019-10-30,13,"",Grey Warbler,Rockhopper Penguin,Fantail,Welcome Swallow,Tūī
2019-10-30,13,"",Rock Wren,Little shag,Little Penguin,Rockhopper Penguin,Morepork
2019-10-30,13,"",Hutton's Shearwater,Little Spotted Kiwi,Mōhua,New Zealand Dotterel,Yellow-eyed penguin
