broad_field,major_field,field,year,n_phds
Life sciences,Agricultural sciences and natural resources,"Plant pathology and phytopathology, agricultural",2012,71
Life sciences,Agricultural sciences and natural resources,"Plant sciences, other",2012,77
Life sciences,Agricultural sciences and natural resources,"Soil chemistry, microbiology",2012,15
Life sciences,Agricultural sciences and natural resources,"Soil sciences, other",2012,37
Life sciences,Agricultural sciences and natural resources,"Wildlife, range management",2012,39
Life sciences,Agricultural sciences and natural resources,"Wood science, pulp and paper technology",2012,16
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, generala",2012,8
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, otherb",2012,11
Life sciences,Biological and biomedical sciences,Anatomy,2012,23
Life sciences,Biological and biomedical sciences,Bacteriology,2012,23
Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),2012,847
Life sciences,Biological and biomedical sciences,Bioinformatics,2012,145
Life sciences,Biological and biomedical sciences,Biomedical sciences,2012,366
Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,2012,174
Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),2012,193
Life sciences,Biological and biomedical sciences,Biotechnology,2012,54
Life sciences,Biological and biomedical sciences,Botany and plant biology,2012,110
Life sciences,Biological and biomedical sciences,Cancer biology,2012,381
Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",2012,376
Life sciences,Biological and biomedical sciences,Computational biology,2012,94
Life sciences,Biological and biomedical sciences,Developmental biology and embryology,2012,174
Life sciences,Biological and biomedical sciences,Ecology,2012,415
Life sciences,Biological and biomedical sciences,Endocrinology,2012,26
Life sciences,Biological and biomedical sciences,Entomology,2012,120
Life sciences,Biological and biomedical sciences,Environmental toxicologyc,2012,45
Life sciences,Biological and biomedical sciences,Epidemiology,2012,365
Life sciences,Biological and biomedical sciences,Evolutionary biology,2012,203
Life sciences,Biological and biomedical sciences,"Genetics, genomics, human and animal",2012,334
Life sciences,Biological and biomedical sciences,Immunology,2012,455
Life sciences,Biological and biomedical sciences,Microbiology,2012,451
Life sciences,Biological and biomedical sciences,Molecular biology,2012,620
Life sciences,Biological and biomedical sciences,Molecular medicine,2012,NA
Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiologye",2012,1053
Life sciences,Biological and biomedical sciences,Nutrition sciences,2012,183
Life sciences,Biological and biomedical sciences,Parasitology,2012,29
Life sciences,Biological and biomedical sciences,"Pathology, human and animal",2012,95
Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",2012,308
Life sciences,Biological and biomedical sciences,"Physiology, human and animal",2012,254
Life sciences,Biological and biomedical sciences,Plant genetics,2012,41
Life sciences,Biological and biomedical sciences,Plant pathology and phytopathology (biological sciences),2012,25
Life sciences,Biological and biomedical sciences,Plant physiology,2012,19
Life sciences,Biological and biomedical sciences,Structural biology,2012,57
Life sciences,Biological and biomedical sciences,Toxicology,2012,101
Life sciences,Biological and biomedical sciences,Virology,2012,162
Life sciences,Biological and biomedical sciences,Wildlife biology,2012,NA
Life sciences,Biological and biomedical sciences,Zoology,2012,51
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",2012,223
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, other",2012,92
Life sciences,Health sciences,Environmental health,2012,67
Life sciences,Health sciences,Environmental toxicologyc,2012,NA
Life sciences,Health sciences,Gerontology (health sciences),2012,14
Life sciences,Health sciences,Health and behavior,2012,NA
Life sciences,Health sciences,Health services research,2012,NA
Life sciences,Health sciences,Health systems administration,2012,51
Life sciences,Health sciences,"Kinesiology, exercise sciencef",2012,228
Life sciences,Health sciences,"Medical physics, radiological science",2012,80
Life sciences,Health sciences,Nursing science,2012,552
Life sciences,Health sciences,"Oral biology, oral pathology",2012,15
Life sciences,Health sciences,Pharmaceutical sciencesg,2012,295
Life sciences,Health sciences,Public health,2012,349
Life sciences,Health sciences,"Rehabilitation, therapeutic services",2012,80
Life sciences,Health sciences,Speech-language pathology and audiology,2012,119
Life sciences,Health sciences,Veterinary sciences,2012,59
Life sciences,Health sciences,"Health sciences, general",2012,37
Life sciences,Health sciences,"Health sciences, other",2012,76
Life sciences,Chemistry,Analytical chemistry,2012,370
Life sciences,Chemistry,Chemical biology,2012,NA
Life sciences,Chemistry,Inorganic chemistry,2012,307
Life sciences,Chemistry,Medicinal chemistryh,2012,NA
Life sciences,Chemistry,Organic chemistry,2012,667
Life sciences,Chemistry,Physical chemistry,2012,360
Life sciences,Chemistry,Polymer chemistry,2012,125
Life sciences,Chemistry,Theoretical chemistry,2012,78
Life sciences,Chemistry,"Chemistry, general",2012,290
Life sciences,Chemistry,"Chemistry, other",2012,219
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,2012,205
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric chemistry and climatology,2012,50
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric physics and dynamics,2012,51
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Meteorology,2012,18
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, general",2012,61
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, other",2012,25
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,2012,462
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geochemistry,2012,68
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geology,2012,112
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geomorphology, glacial geology",2012,16
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geophysics and seismology,2012,95
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Mineralogy and petrology,2012,19
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Paleontology,2012,41
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Stratigraphy and sedimentation,2012,16
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, general",2012,34
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, other",2012,61
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,2012,274
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Hydrology and water resources,2012,52
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine biology and biological oceanography,2012,100
