current_up_to,region_id,iso3_code,total_members,deposits_ref,deposits_abstract,deposits_license,deposits_crossmark,deposits_updates,deposits_textmining,deposits_status_info,acknowledges_funding,deposits_funder_id,deposits_grant_id,deposits_orcid,deposits_orcid_for_authors,deposits_orcid_for_chairs,deposits_orcid_for_editors,deposits_orcid_for_translators,deposits_ror_id,deposits_ror_id_for_affiliations,deposits_ror_id_for_funders,deposits_ror_id_for_institutions
2025-05-31,SSF,CAF,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-05-31,SSF,CIV,1,1,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-05-31,SSF,CMR,6,0,5,0,0,0,1,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2025-05-31,SSF,COD,16,2,16,1,1,0,2,NA,0,0,NA,5,5,0,0,0,1,1,0,0
2025-05-31,SSF,COG,1,1,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,1,1,0,0
2025-05-31,SSF,COM,1,0,1,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-05-31,SSF,ETH,15,4,15,8,0,0,10,NA,0,0,NA,9,9,0,0,0,0,0,0,0
2025-05-31,SSF,GAB,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-05-31,SSF,GHA,32,10,29,17,2,0,18,NA,1,1,NA,19,19,0,1,0,2,1,0,1
2025-05-31,SSF,KEN,67,23,59,36,2,0,42,NA,1,0,NA,36,36,0,1,0,1,1,0,0
2025-05-31,SSF,LBR,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-05-31,SSF,MDG,4,1,3,1,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-05-31,SSF,MLI,4,0,4,1,0,0,2,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-05-31,SSF,MOZ,1,0,1,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-05-31,SSF,MRT,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-05-31,SSF,MUS,5,0,4,0,1,1,0,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2025-05-31,SSF,MWI,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-05-31,SSF,NAM,3,0,3,3,0,0,3,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-05-31,SSF,NGA,147,34,122,53,5,1,55,NA,4,3,NA,61,61,1,1,0,1,1,1,0
2025-05-31,SSF,RWA,8,1,8,2,0,0,2,NA,0,0,NA,5,4,0,1,0,0,0,0,0
2025-05-31,SSF,SDN,13,1,10,2,0,0,6,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2025-05-31,SSF,SEN,7,0,6,1,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2025-05-31,SSF,SLE,1,1,1,1,0,0,1,NA,1,1,NA,1,1,0,0,0,0,0,0,0
2025-05-31,SSF,SOM,9,1,9,3,0,0,4,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2025-05-31,SSF,TGO,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,1,1,0,0
2025-05-31,SSF,TZA,23,8,23,8,0,0,11,NA,1,0,NA,14,14,0,1,0,1,1,0,0
2025-05-31,SSF,UGA,17,7,15,7,0,0,6,NA,0,0,NA,10,10,0,2,0,1,1,0,0
2025-05-31,SSF,ZAF,83,40,57,35,8,4,32,NA,9,9,NA,58,58,1,8,0,6,6,0,1
2025-05-31,SSF,ZMB,4,2,4,1,1,0,3,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2025-05-31,SSF,ZWE,4,2,4,2,0,0,2,NA,1,1,NA,2,2,0,1,0,0,0,0,0
2025-04-30,EAS,AUS,229,62,167,66,10,6,59,NA,11,12,NA,147,147,1,23,0,14,14,0,1
2025-04-30,EAS,BRN,5,0,5,2,0,0,3,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2025-04-30,EAS,CHN,161,63,81,38,16,5,37,NA,10,10,NA,46,46,0,2,0,0,0,0,0
2025-04-30,EAS,FJI,1,1,1,0,0,0,0,NA,1,1,NA,1,1,0,0,0,0,0,0,0
2025-04-30,EAS,HKG,101,34,77,40,7,2,39,NA,7,7,NA,35,35,2,4,1,5,5,0,0
2025-04-30,EAS,IDN,4046,455,3960,3210,169,11,3915,NA,95,84,NA,2433,2432,0,8,0,2,2,0,0
2025-04-30,EAS,JPN,680,621,26,22,7,5,18,NA,67,65,NA,88,88,0,4,0,61,61,0,0
2025-04-30,EAS,KHM,10,4,9,4,0,0,4,NA,0,0,NA,8,8,0,0,0,0,0,0,0
2025-04-30,EAS,KOR,2562,1235,604,433,609,204,440,NA,559,545,NA,398,398,0,1,0,0,0,0,0
2025-04-30,EAS,LAO,4,1,4,1,1,1,2,NA,0,0,NA,2,2,0,1,1,0,0,0,0
2025-04-30,EAS,MAC,6,1,3,1,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,EAS,MMR,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,EAS,MNG,13,6,13,9,1,0,10,NA,1,1,NA,8,8,0,1,0,0,0,0,0
2025-04-30,EAS,MYS,170,49,141,65,4,1,79,NA,17,16,NA,86,86,0,5,0,1,1,0,0
2025-04-30,EAS,NZL,50,19,46,23,2,1,22,NA,3,3,NA,37,37,2,6,1,4,4,0,0
2025-04-30,EAS,PHL,139,27,127,43,9,0,52,NA,2,2,NA,73,72,0,3,0,2,2,0,0
2025-04-30,EAS,PYF,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,EAS,SGP,61,24,50,32,9,3,31,NA,7,7,NA,37,36,0,4,0,2,2,0,0
2025-04-30,EAS,THA,77,31,68,45,2,0,51,NA,2,2,NA,45,45,0,1,0,0,0,0,0
2025-04-30,EAS,TLS,3,1,3,2,0,0,3,NA,1,1,NA,2,2,0,0,0,0,0,0,0
2025-04-30,EAS,TWN,32,12,18,8,5,2,8,NA,3,3,NA,13,13,0,0,0,0,0,0,0
2025-04-30,EAS,VNM,146,29,142,30,2,0,106,NA,5,5,NA,55,55,0,0,0,1,1,0,0
2025-04-30,EAS,WSM,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,ECS,ALB,16,9,15,9,0,0,9,NA,0,0,NA,7,7,0,1,1,1,1,0,0
2025-04-30,ECS,ARM,55,46,52,5,1,0,6,NA,4,4,NA,19,19,0,1,0,0,0,0,0
2025-04-30,ECS,AUT,69,17,47,20,2,0,24,NA,0,2,NA,43,43,2,8,0,2,2,0,0
2025-04-30,ECS,AZE,54,9,44,4,2,0,7,NA,1,1,NA,30,30,0,0,0,3,3,0,0
2025-04-30,ECS,BEL,55,19,36,19,0,0,18,NA,7,6,NA,33,32,0,7,0,4,4,0,1
2025-04-30,ECS,BGR,83,26,75,25,3,2,26,NA,6,6,NA,47,47,1,2,2,2,2,0,0
2025-04-30,ECS,BIH,82,23,77,29,0,0,44,NA,4,4,NA,38,38,0,1,0,13,13,0,0
2025-04-30,ECS,BLR,31,13,23,11,3,0,10,NA,1,1,NA,20,20,0,2,0,1,1,0,0
2025-04-30,ECS,CHE,149,41,122,57,7,2,47,NA,21,19,NA,81,79,0,24,1,5,5,0,1
2025-04-30,ECS,CYP,10,4,9,3,1,1,4,NA,1,1,NA,7,7,0,2,0,1,1,0,0
2025-04-30,ECS,CZE,127,64,96,51,7,4,36,NA,12,11,NA,83,81,0,14,0,6,6,0,1
2025-04-30,ECS,DEU,267,86,210,107,17,9,77,NA,29,29,NA,151,149,1,44,3,14,13,1,2
2025-04-30,ECS,DNK,25,10,21,11,3,1,8,NA,3,3,NA,16,16,0,4,0,0,0,0,0
2025-04-30,ECS,ESP,523,194,440,240,32,5,257,NA,59,55,NA,369,369,18,62,4,11,9,0,3
2025-04-30,ECS,EST,17,8,13,7,1,1,8,NA,1,1,NA,10,10,1,3,1,0,0,0,0
2025-04-30,ECS,FIN,140,8,137,87,1,1,120,NA,10,10,NA,109,109,0,9,1,0,0,0,0
2025-04-30,ECS,FRA,136,48,109,48,12,7,42,NA,12,13,NA,78,78,1,18,1,5,5,0,0
2025-04-30,ECS,FRO,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,ECS,GBR,672,219,488,248,64,40,220,NA,71,69,NA,358,354,2,55,6,21,20,1,4
2025-04-30,ECS,GEO,39,7,33,9,2,0,18,NA,2,2,NA,19,19,0,0,0,0,0,0,0
2025-04-30,ECS,GRC,44,7,33,8,2,2,6,NA,2,1,NA,20,20,0,2,0,0,0,0,0
2025-04-30,ECS,HRV,198,40,184,20,2,1,17,NA,2,2,NA,162,162,0,8,1,13,13,1,0
2025-04-30,ECS,HUN,321,64,278,88,2,2,124,NA,5,5,NA,167,167,0,17,5,3,3,0,1
2025-04-30,ECS,IRL,31,10,25,8,0,0,8,NA,1,0,NA,20,19,0,4,0,4,4,0,0
2025-04-30,ECS,ISL,8,1,7,4,1,0,3,NA,0,0,NA,3,3,0,1,0,0,0,0,0
2025-04-30,ECS,ITA,144,53,107,39,6,4,37,NA,8,7,NA,74,73,3,10,1,1,1,0,0
2025-04-30,ECS,KAZ,146,54,135,41,2,1,62,NA,5,5,NA,107,106,0,1,1,9,9,0,0
2025-04-30,ECS,KGZ,29,11,21,5,0,0,4,NA,3,3,NA,18,18,0,1,0,2,2,0,0
2025-04-30,ECS,LTU,47,19,39,23,8,3,24,NA,4,4,NA,30,29,1,7,2,1,1,0,0
2025-04-30,ECS,LUX,2,1,2,0,0,0,0,NA,0,1,NA,2,2,0,0,0,0,0,0,0
2025-04-30,ECS,LVA,16,9,14,9,1,0,8,NA,1,1,NA,11,11,4,4,1,0,0,0,0
2025-04-30,ECS,MCO,2,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,ECS,MDA,44,6,37,8,0,0,2,NA,0,0,NA,34,34,0,3,0,4,4,0,0
2025-04-30,ECS,MKD,43,9,23,13,2,0,11,NA,1,1,NA,11,11,0,0,0,1,1,0,0
2025-04-30,ECS,MNE,12,5,11,3,0,0,3,NA,0,0,NA,6,6,0,1,0,0,0,0,0
2025-04-30,ECS,NLD,145,53,120,72,8,5,76,NA,26,27,NA,90,90,0,17,1,8,6,0,2
2025-04-30,ECS,NOR,34,19,26,17,2,2,16,NA,4,4,NA,25,25,0,2,0,1,1,0,0
2025-04-30,ECS,POL,356,185,303,190,21,7,190,NA,22,20,NA,306,306,5,72,17,6,5,1,1
2025-04-30,ECS,PRT,154,31,123,51,5,1,60,NA,5,6,NA,116,114,4,27,3,0,0,0,0
2025-04-30,ECS,ROU,255,116,216,65,6,1,59,NA,11,10,NA,143,142,0,14,1,1,1,0,0
2025-04-30,ECS,RUS,1518,690,1145,406,86,11,419,NA,120,115,NA,1080,1078,13,82,23,183,183,2,1
2025-04-30,ECS,SRB,89,40,78,34,4,0,38,NA,21,21,NA,64,64,1,15,1,9,9,1,0
2025-04-30,ECS,SVK,46,20,38,15,1,0,14,NA,6,6,NA,31,30,2,5,2,1,1,0,0
2025-04-30,ECS,SVN,51,17,42,23,1,0,21,NA,5,5,NA,31,31,1,6,1,4,4,2,1
2025-04-30,ECS,SWE,114,37,98,61,9,6,65,NA,10,9,NA,75,75,0,18,2,1,1,0,0
2025-04-30,ECS,TJK,3,1,2,0,0,0,0,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2025-04-30,ECS,TUR,1762,1415,1515,118,18,3,122,NA,1133,652,NA,1488,1488,5,25,88,5,5,0,0
2025-04-30,ECS,UKR,593,301,523,256,5,0,316,NA,16,16,NA,490,490,15,64,11,6,6,0,0
2025-04-30,ECS,UZB,67,22,56,25,2,0,29,NA,0,0,NA,30,30,0,0,0,3,3,0,0
2025-04-30,ECS,XKX,8,4,8,4,0,0,5,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2025-04-30,LCN,ARG,117,46,107,73,1,1,84,NA,5,5,NA,92,92,2,7,3,2,1,0,1
2025-04-30,LCN,BHS,2,1,1,0,0,0,1,NA,0,1,NA,2,2,0,0,0,1,1,0,0
2025-04-30,LCN,BLZ,2,2,2,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,LCN,BOL,39,14,39,24,3,1,29,NA,3,3,NA,34,34,0,1,0,1,1,0,0
2025-04-30,LCN,BRA,1760,453,1471,922,42,10,1184,NA,78,76,NA,1339,1334,27,129,22,6,6,1,1
2025-04-30,LCN,BRB,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,LCN,CHL,91,24,84,59,3,1,61,NA,6,6,NA,77,77,0,6,2,4,3,0,3
2025-04-30,LCN,COL,259,179,252,204,38,12,211,NA,47,44,NA,224,222,8,58,8,14,13,1,0
2025-04-30,LCN,CRI,26,7,26,22,0,0,20,NA,0,0,NA,22,22,0,0,0,0,0,0,0
2025-04-30,LCN,CUB,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,LCN,DOM,11,2,11,11,0,0,11,NA,0,0,NA,9,9,0,0,0,0,0,0,0
2025-04-30,LCN,ECU,177,82,172,138,5,1,145,NA,5,5,NA,159,159,5,20,1,1,1,0,1
2025-04-30,LCN,GTM,20,16,19,17,0,0,17,NA,3,3,NA,15,15,0,0,0,0,0,0,0
2025-04-30,LCN,GUY,2,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,LCN,HND,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,LCN,HTI,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,LCN,JAM,3,1,3,0,1,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,LCN,MEX,284,117,264,161,11,6,162,NA,21,21,NA,223,222,16,44,7,4,4,0,0
2025-04-30,LCN,NIC,2,1,2,2,0,0,2,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,LCN,PAN,17,8,17,15,0,0,16,NA,0,0,NA,16,16,0,3,0,3,3,0,0
2025-04-30,LCN,PER,222,66,218,160,4,0,176,NA,3,3,NA,197,197,1,12,1,4,4,0,0
2025-04-30,LCN,PRI,12,6,9,5,0,0,7,NA,0,0,NA,9,9,0,1,1,0,0,0,0
2025-04-30,LCN,PRY,36,10,35,24,2,0,25,NA,0,0,NA,34,34,1,2,0,0,0,0,0
2025-04-30,LCN,SLV,6,4,6,5,0,0,5,NA,0,0,NA,6,6,0,0,0,0,0,0,0
2025-04-30,LCN,TTO,4,2,4,1,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,LCN,URY,69,8,29,21,0,0,22,NA,0,0,NA,48,48,0,1,0,0,0,0,0
2025-04-30,LCN,VEN,32,22,30,22,0,0,20,NA,4,4,NA,30,30,0,6,2,0,0,0,0
2025-04-30,LCN,VGB,2,2,1,1,1,1,1,NA,1,1,NA,1,1,0,0,0,0,0,0,0
2025-04-30,MEA,AFG,18,5,17,10,3,1,11,NA,0,0,NA,11,11,0,0,0,0,0,0,0
2025-04-30,MEA,ARE,51,19,37,21,4,0,23,NA,3,3,NA,23,23,0,2,0,1,1,0,0
2025-04-30,MEA,BHR,5,0,4,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,MEA,DZA,135,14,32,26,2,1,28,NA,2,1,NA,17,17,2,1,0,1,1,0,0
2025-04-30,MEA,EGY,50,19,29,15,12,2,16,NA,6,6,NA,19,19,0,3,0,0,0,0,0
2025-04-30,MEA,IRQ,225,50,183,127,17,0,145,NA,3,4,NA,113,113,1,1,0,0,0,0,0
2025-04-30,MEA,ISR,21,4,15,2,0,0,3,NA,0,0,NA,8,8,0,2,0,1,1,0,0
2025-04-30,MEA,JOR,50,6,31,11,1,0,14,NA,1,1,NA,17,17,0,0,0,0,0,0,0
2025-04-30,MEA,KWT,9,1,6,2,0,0,2,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2025-04-30,MEA,LBN,17,3,14,6,1,0,5,NA,2,1,NA,5,5,0,1,0,0,0,0,0
2025-04-30,MEA,LBY,22,9,17,13,2,0,13,NA,1,0,NA,11,11,0,1,0,2,2,1,0
2025-04-30,MEA,MAR,31,7,19,11,2,0,12,NA,1,0,NA,14,14,0,2,0,1,1,0,0
2025-04-30,MEA,MLT,3,1,3,1,0,0,1,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2025-04-30,MEA,OMN,11,2,9,3,0,0,3,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2025-04-30,MEA,PAK,421,100,378,222,38,7,258,NA,13,12,NA,196,196,0,6,0,0,0,0,0
2025-04-30,MEA,PSE,23,5,13,5,0,0,7,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2025-04-30,MEA,QAT,11,5,10,3,3,1,3,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2025-04-30,MEA,SAU,44,6,23,12,4,1,13,NA,4,4,NA,17,17,0,0,0,2,2,0,0
2025-04-30,MEA,SYR,3,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,MEA,TUN,14,1,6,3,0,0,2,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2025-04-30,MEA,YEM,32,4,21,12,1,0,17,NA,1,1,NA,10,10,0,0,0,0,0,0,0
2025-04-30,NAC,CAN,285,91,215,101,17,6,112,NA,12,13,NA,150,150,3,16,0,11,8,1,3
2025-04-30,NAC,USA,2195,828,1422,643,137,88,566,NA,210,224,NA,994,984,16,105,17,145,140,5,22
2025-04-30,SAS,BGD,131,30,117,43,5,2,42,NA,6,4,NA,59,59,1,1,0,4,4,0,0
2025-04-30,SAS,BTN,6,1,6,3,0,0,3,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2025-04-30,SAS,IND,1333,293,909,331,81,23,370,NA,38,37,NA,372,371,2,21,1,5,5,1,0
2025-04-30,SAS,LKA,21,3,18,4,0,0,2,NA,2,1,NA,12,12,1,1,0,2,2,1,0
2025-04-30,SAS,MDV,3,0,3,1,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2025-04-30,SAS,NPL,44,9,43,26,0,0,33,NA,1,1,NA,33,33,0,1,0,0,0,0,0
2025-04-30,SSF,AGO,5,3,5,5,0,0,5,NA,0,0,NA,5,5,0,2,0,0,0,0,0
2025-04-30,SSF,BDI,2,1,1,1,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,SSF,BEN,6,2,5,1,0,0,2,NA,0,0,NA,4,4,0,1,0,0,0,0,0
2025-04-30,SSF,BFA,4,1,4,2,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2025-04-30,SSF,BWA,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,SSF,CAF,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,SSF,CIV,1,1,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,SSF,CMR,6,0,5,0,0,0,1,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2025-04-30,SSF,COD,16,2,16,1,1,0,2,NA,0,0,NA,5,5,0,0,0,1,1,0,0
2025-04-30,SSF,COG,1,1,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,1,1,0,0
2025-04-30,SSF,ETH,14,4,14,7,0,0,9,NA,0,0,NA,9,9,0,0,0,0,0,0,0
2025-04-30,SSF,GHA,30,10,27,16,2,0,16,NA,1,1,NA,17,17,0,0,0,2,1,0,1
2025-04-30,SSF,KEN,66,22,58,36,2,0,41,NA,1,0,NA,36,36,0,1,0,1,1,0,0
2025-04-30,SSF,MDG,4,1,3,1,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,SSF,MLI,4,0,4,1,0,0,2,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,SSF,MOZ,1,0,1,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,SSF,MRT,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,SSF,MUS,4,0,3,0,1,1,0,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2025-04-30,SSF,MWI,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-04-30,SSF,NAM,3,0,3,3,0,0,3,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,SSF,NGA,147,35,122,53,5,1,54,NA,4,3,NA,59,59,1,1,0,1,1,1,0
2025-04-30,SSF,RWA,8,0,8,1,0,0,1,NA,0,0,NA,4,3,0,1,0,0,0,0,0
2025-04-30,SSF,SDN,13,1,10,2,0,0,6,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2025-04-30,SSF,SEN,7,0,6,1,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2025-04-30,SSF,SLE,1,1,1,1,0,0,1,NA,1,1,NA,1,1,0,0,0,0,0,0,0
2025-04-30,SSF,SOM,9,1,9,3,0,0,4,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2025-04-30,SSF,TGO,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-04-30,SSF,TZA,20,6,20,8,0,0,9,NA,1,0,NA,12,12,0,1,0,1,1,0,0
2025-04-30,SSF,UGA,17,7,14,6,0,0,6,NA,0,0,NA,9,9,0,2,0,0,0,0,0
2025-04-30,SSF,ZAF,82,39,57,35,7,4,32,NA,9,9,NA,58,58,1,8,0,6,6,0,1
2025-04-30,SSF,ZMB,4,2,4,1,0,0,3,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2025-04-30,SSF,ZWE,3,2,3,1,0,0,1,NA,1,1,NA,2,2,0,1,0,0,0,0,0
2025-03-31,EAS,AUS,226,62,164,64,10,6,57,NA,11,12,NA,145,145,1,22,0,14,14,0,1
2025-03-31,EAS,BRN,5,0,5,2,0,0,3,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2025-03-31,EAS,CHN,160,62,80,38,16,5,36,NA,10,10,NA,44,44,0,2,0,0,0,0,0
2025-03-31,EAS,FJI,1,1,1,0,0,0,0,NA,1,1,NA,1,1,0,0,0,0,0,0,0
2025-03-31,EAS,HKG,99,31,75,39,6,2,37,NA,5,5,NA,33,33,2,4,1,4,4,0,0
2025-03-31,EAS,IDN,4004,446,3915,3156,169,11,3872,NA,93,82,NA,2375,2374,0,8,0,2,2,0,0
2025-03-31,EAS,JPN,680,621,26,22,7,5,18,NA,65,63,NA,88,88,0,4,0,58,58,0,0
2025-03-31,EAS,KHM,10,4,9,4,0,0,4,NA,0,0,NA,8,8,0,0,0,0,0,0,0
2025-03-31,EAS,KOR,2561,1233,602,431,606,204,437,NA,556,543,NA,396,396,0,1,0,0,0,0,0
2025-03-31,EAS,LAO,4,1,4,1,1,1,2,NA,0,0,NA,2,2,0,1,1,0,0,0,0
2025-03-31,EAS,MAC,5,1,3,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-03-31,EAS,MMR,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-03-31,EAS,MNG,12,6,12,8,1,0,9,NA,1,1,NA,8,8,0,1,0,0,0,0,0
2025-03-31,EAS,MYS,167,49,140,64,4,1,78,NA,17,16,NA,86,86,0,5,0,1,1,0,0
2025-03-31,EAS,NZL,50,19,46,23,2,1,22,NA,3,3,NA,37,37,2,6,1,4,4,0,0
2025-03-31,EAS,PHL,137,25,125,43,9,0,51,NA,2,2,NA,72,71,0,3,0,1,1,0,0
2025-03-31,EAS,PYF,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-03-31,EAS,SGP,61,23,50,31,8,3,30,NA,6,6,NA,36,35,0,4,0,1,1,0,0
2025-03-31,EAS,THA,74,29,65,42,2,0,48,NA,2,2,NA,43,43,0,1,0,0,0,0,0
2025-03-31,EAS,TLS,3,1,3,2,0,0,3,NA,1,1,NA,2,2,0,0,0,0,0,0,0
2025-03-31,EAS,TWN,34,13,19,8,5,2,8,NA,3,3,NA,13,13,0,0,0,0,0,0,0
2025-03-31,EAS,VNM,144,29,140,30,2,0,104,NA,5,5,NA,52,52,0,0,0,1,1,0,0
2025-03-31,EAS,WSM,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2025-03-31,ECS,ALB,16,9,15,9,0,0,9,NA,0,0,NA,7,7,0,1,1,0,0,0,0
2025-03-31,ECS,ARM,54,45,51,5,1,0,6,NA,4,4,NA,19,19,0,1,0,0,0,0,0
2025-03-31,ECS,AUT,69,17,47,20,2,0,24,NA,0,2,NA,43,43,2,8,0,2,2,0,0
2025-03-31,ECS,AZE,53,9,43,4,2,0,7,NA,1,1,NA,30,30,0,0,0,3,3,0,0
2025-03-31,ECS,BEL,55,19,36,19,0,0,18,NA,7,6,NA,33,32,0,7,0,4,4,0,1
2025-03-31,ECS,BGR,78,26,71,24,3,2,25,NA,6,6,NA,45,45,1,2,2,2,2,0,0
2025-03-31,ECS,BIH,82,22,77,29,0,0,44,NA,4,4,NA,38,38,0,1,0,12,12,0,0
2025-03-31,ECS,BLR,31,13,23,11,3,0,10,NA,1,1,NA,20,20,0,2,0,1,1,0,0
2025-03-31,ECS,CHE,146,40,120,57,7,2,47,NA,21,19,NA,80,78,0,24,1,5,5,0,1
2025-03-31,ECS,CYP,10,4,9,3,1,1,4,NA,1,1,NA,7,7,0,2,0,1,1,0,0
2025-03-31,ECS,CZE,125,63,95,51,8,4,36,NA,11,10,NA,80,78,0,13,0,6,6,0,1
2025-03-31,ECS,DEU,264,85,208,103,17,9,76,NA,28,28,NA,150,148,1,43,3,12,11,1,2
2025-03-31,ECS,DNK,25,10,21,11,3,1,8,NA,3,3,NA,16,16,0,4,0,0,0,0,0
2025-03-31,ECS,ESP,518,192,436,236,32,5,254,NA,57,53,NA,364,364,17,58,3,10,8,0,3
2025-03-31,ECS,EST,17,8,13,7,1,1,8,NA,1,1,NA,10,10,1,3,1,0,0,0,0
2025-03-31,ECS,FIN,140,8,137,86,1,1,120,NA,10,10,NA,109,109,0,9,1,0,0,0,0
2025-03-31,ECS,FRA,135,48,106,48,12,7,42,NA,12,13,NA,76,76,1,17,1,5,5,0,0
2025-03-31,ECS,FRO,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2025-03-31,ECS,GBR,664,214,480,242,63,40,216,NA,70,68,NA,353,350,2,54,6,20,19,1,4
2025-03-31,ECS,GEO,38,6,33,8,1,0,17,NA,1,1,NA,18,18,0,0,0,0,0,0,0
2025-03-31,ECS,GRC,43,7,32,8,2,2,6,NA,2,1,NA,20,20,0,2,0,0,0,0,0
2025-03-31,ECS,HRV,198,40,184,20,2,1,17,NA,2,2,NA,162,162,0,8,1,13,13,0,0
2025-03-31,ECS,HUN,320,60,277,87,2,2,122,NA,5,5,NA,164,164,0,16,5,3,3,0,1
2025-03-31,ECS,IRL,30,10,24,8,0,0,8,NA,1,0,NA,19,18,0,4,0,4,4,0,0
2025-03-31,ECS,ISL,8,1,7,4,1,0,3,NA,0,0,NA,3,3,0,1,0,0,0,0,0
2025-03-31,ECS,ITA,142,53,104,39,6,4,37,NA,8,7,NA,73,72,3,10,1,1,1,0,0
