year,sample_size,employment,members,covered,p_members,p_covered,facet
2011,10880,10974.431877233315,1077.5851724999998,1185.7529229666666,0.09819052368402481,0.10804685950279236,demographics: hispanic male
2012,11143,11419.306839558361,1148.2959564000012,1266.064278116667,0.10055741667747498,0.11087050288915634,demographics: hispanic male
2013,11509,11906.416976116665,1117.9678952499999,1214.9532761500004,0.09389624744653702,0.10204188525676727,demographics: hispanic male
2014,11279,11747.709763858285,1083.8518274416665,1204.8093991999995,0.0922606885433197,0.10255695879459381,demographics: hispanic male
2015,11266,12116.649955950039,1134.2143227916663,1261.7864818333346,0.09360790997743607,0.10413657873868942,demographics: hispanic male
2016,11734,12559.931593399955,1147.0201456083337,1278.3483738916661,0.09132375568151474,0.10177988559007645,demographics: hispanic male
2017,11414,12743.994260375,1205.7760419833353,1339.1561871666693,0.09461523592472076,0.10508135706186295,demographics: hispanic male
2018,11266,13090.13268696669,1228.3715923166665,1360.343652191666,0.09383950382471085,0.1039213016629219,demographics: hispanic male
2019,11245,13434.579563199972,1255.475130266666,1426.1473132249982,0.09345101565122604,0.10615496337413788,demographics: hispanic male
2020,9334,12617.677298116661,1267.459343341668,1406.7545841833337,0.10045108199119568,0.11149077117443085,demographics: hispanic male
2021,10074,13294.301063433315,1213.898203966667,1385.380426966667,0.09130966663360596,0.10420859605073929,demographics: hispanic male
2022,10197,14089.86015965838,1264.6236784916653,1422.8136496833313,0.08975417166948318,0.10098139196634293,demographics: hispanic male
1973,726,1125.1487499999994,255.64922999999987,NA,0.22721371054649353,NA,demographics: hispanic female
1974,800,1254.5103499999996,258.12796000000003,NA,0.2057599276304245,NA,demographics: hispanic female
1975,783,1261.8751799999989,228.85930000000002,NA,0.18136444687843323,NA,demographics: hispanic female
1976,804,1307.870109999999,210.97484000000006,NA,0.1613117754459381,NA,demographics: hispanic female
1977,955,1383.0808200000013,242.14649000000006,277.38376999999997,0.1750776171684265,0.2005549967288971,demographics: hispanic female
1978,1015,1561.1854499999984,242.24614000000005,282.73483999999996,0.1551680713891983,0.1811026632785797,demographics: hispanic female
1979,1071,1656.0655899999992,322.98362000000003,371.9881800000001,0.19503068923950195,0.22462165355682373,demographics: hispanic female
1980,1346,1863.3713400000017,337.25864,392.80729,0.18099379539489746,0.21080462634563446,demographics: hispanic female
1981,299,1959.4486399999994,273.44496000000004,328.78260000000006,0.13955199718475342,0.1677934229373932,demographics: hispanic female
1983,3659,2014.709504166664,331.95195916666637,404.35441249999974,0.1647641807794571,0.20070110261440277,demographics: hispanic female
1984,3959,2212.8269349999964,342.49231499999996,405.81029333333305,0.15477591753005981,0.18338997662067413,demographics: hispanic female
1985,3911,2473.8500841666614,334.51604000000003,404.70942916666644,0.13522082567214966,0.16359497606754303,demographics: hispanic female
1986,3912,2640.5977233333306,366.26555833333333,434.6789533333336,0.1387055516242981,0.16461384296417236,demographics: hispanic female
1987,4110,2845.553733333326,372.2631816666667,429.5653333333335,0.13082276284694672,0.15096019208431244,demographics: hispanic female
1988,3893,3098.3345508333323,386.9693641666667,443.48659499999945,0.12489592283964157,0.1431370973587036,demographics: hispanic female
1989,4127,3184.468467500003,402.6937274999998,460.4469633333331,0.12645556032657623,0.14459146559238434,demographics: hispanic female
1990,5203,3617.547097499999,446.74843833333284,509.1696991666662,0.12349484860897064,0.140749990940094,demographics: hispanic female
1991,5261,3645.603552499999,488.54347000000007,585.6186166666671,0.13400894403457642,0.16063694655895233,demographics: hispanic female
1992,5137,3713.3846366666617,441.67198000000013,529.2917524999998,0.11894053965806961,0.1425362080335617,demographics: hispanic female
1993,5205,3839.5920041666704,504.1766475,582.5772750000007,0.13130995631217957,0.15172895789146423,demographics: hispanic female
1994,5235,4016.021349924984,487.21309253333357,570.3080005166664,0.12131735682487488,0.1420082151889801,demographics: hispanic female
1995,5406,4178.46249029167,485.98635425000026,565.4655923666676,0.11630745977163315,0.13532862067222595,demographics: hispanic female
1996,5179,4344.8345722,513.0860121,601.882545333334,0.11809103190898895,0.13852830231189728,demographics: hispanic female
1997,5676,4728.005958158321,503.3797345833335,578.6019567083332,0.10646766424179077,0.12237758934497833,demographics: hispanic female
1998,5907,5014.591830383323,533.5796256416661,617.0838089666674,0.10640539228916168,0.12305763363838196,demographics: hispanic female
1999,6261,5353.325086408329,558.9993629916668,632.2704932500004,0.10442095994949341,0.11810799688100815,demographics: hispanic female
2000,6925,5725.032909691663,582.3365834749999,676.5009292416665,0.10171759873628616,0.11816541850566864,demographics: hispanic female
2001,7166,5844.529773841637,618.1535000500006,699.1707266000017,0.105766162276268,0.11962822824716568,demographics: hispanic female
2002,7578,6002.8377399000055,606.0598329749998,678.0045935333325,0.10096222162246704,0.11294734477996826,demographics: hispanic female
2003,7981,6500.885551616689,661.7923405333339,752.5400149583334,0.101800337433815,0.11575961858034134,demographics: hispanic female
2004,8076,6676.322342266727,660.6799316583339,757.8343404666675,0.09895866364240646,0.11351075023412704,demographics: hispanic female
2005,8284,6866.3866070916765,699.9496561250005,796.3014048583339,0.10193857550621033,0.11597095429897308,demographics: hispanic female
2006,8824,7278.987841649998,706.4370903416653,790.5373149583321,0.09705155342817307,0.10860539227724075,demographics: hispanic female
2007,8972,7615.164187658315,728.1667675166661,818.2652775166665,0.09562062472105026,0.10745208710432053,demographics: hispanic female
2008,8869,7573.975345583318,755.9923836833339,851.6768886583333,0.09981447458267212,0.11244780570268631,demographics: hispanic female
2009,8970,7515.407591224962,732.6370293666673,836.4901099333333,0.09748467057943344,0.11130335927009583,demographics: hispanic female
2010,9136,7616.4913141583575,729.6800155250002,824.7842693999999,0.09580264240503311,0.10828927159309387,demographics: hispanic female
2011,9078,7752.720011858354,747.6906680083335,828.6373456083337,0.09644236415624619,0.10688343644142151,demographics: hispanic female
2012,9237,8728.723669233335,831.7074332583329,929.1421322166661,0.09528397023677826,0.10644650459289551,demographics: hispanic female
2013,9372,8837.232852100004,830.598177633333,922.7482384000003,0.09398849308490753,0.10441596806049347,demographics: hispanic female
2014,9218,8730.911960983312,777.1775540083335,881.7051527000008,0.08901447802782059,0.10098660737276077,demographics: hispanic female
2015,9339,9208.346521449983,848.6880144083331,973.9657270833333,0.09216508269309998,0.10576988011598587,demographics: hispanic female
2016,9613,9460.669036458348,769.1447492000004,892.069769866667,0.08129919320344925,0.09429246187210083,demographics: hispanic female
2017,9484,9785.915157699985,886.130404891666,1005.4544611749991,0.09055161476135254,0.10274506360292435,demographics: hispanic female
2018,9618,10254.613938441686,873.0885969166668,973.4083842083332,0.08514104783535004,0.0949239432811737,demographics: hispanic female
2019,9742,10710.11803979994,890.8779095083344,1038.6648391333342,0.08318096399307251,0.0969797745347023,demographics: hispanic female
2020,7833,9756.920374208308,926.1958977916654,1044.9364852249985,0.09492707252502441,0.10709695518016815,demographics: hispanic female
2021,8425,10284.25143969171,901.6407982916675,1037.9504883333343,0.08767198771238327,0.10092620551586151,demographics: hispanic female
2022,8582,11166.404675941663,962.4853982250003,1096.0678414916677,0.08619474619626999,0.09815762937068939,demographics: hispanic female
