response_id,pair_id,term1,term2,selected
4713,8,Will Happen,Almost Certain,Will Happen
4713,9,Chances are Slight,Highly Likely,Highly Likely
4713,10,Might Happen,Improbable,Might Happen
4712,1,Will Happen,Highly Unlikely,Will Happen
4712,2,Almost Certain,Very Good Chance,Almost Certain
4712,3,Could Happen,Likely,Likely
4712,4,May Happen,Improbable,May Happen
4712,5,Realistic Possibility,Probable,Probable
4712,6,Chances are Slight,Remote Chance,Chances are Slight
4712,7,Unlikely,Better than Even,Better than Even
4712,8,About Even,Almost No Chance,About Even
4712,9,Little Chance,Might Happen,Might Happen
4712,10,Highly Unlikely,Will Happen,Will Happen
4711,1,Probable,Unlikely,Probable
4711,2,Little Chance,About Even,About Even
4711,3,Likely,Realistic Possibility,Likely
4711,4,May Happen,Almost No Chance,May Happen
4711,5,Better than Even,Highly Unlikely,Better than Even
4711,6,Remote Chance,Might Happen,Might Happen
4711,7,Almost Certain,Improbable,Almost Certain
4711,8,Will Happen,Very Good Chance,Will Happen
4711,9,Highly Likely,Could Happen,Highly Likely
4711,10,Unlikely,Probable,Probable
4710,1,Might Happen,Improbable,Might Happen
4710,2,Realistic Possibility,About Even,Realistic Possibility
4710,3,Little Chance,Remote Chance,Remote Chance
4710,4,Almost No Chance,Highly Likely,Highly Likely
4710,5,Unlikely,Better than Even,Better than Even
4710,6,Probable,Chances are Slight,Probable
4710,7,Highly Unlikely,Could Happen,Could Happen
4710,8,Likely,Very Good Chance,Very Good Chance
4710,9,Will Happen,Almost Certain,Almost Certain
4710,10,Improbable,Might Happen,Might Happen
4709,1,Likely,Improbable,Likely
4709,2,Highly Unlikely,Remote Chance,Highly Unlikely
4709,3,Better than Even,Could Happen,Could Happen
4709,4,Chances are Slight,Almost Certain,Almost Certain
4709,5,Almost No Chance,Highly Likely,Highly Likely
4709,6,Might Happen,Will Happen,Will Happen
4709,7,Realistic Possibility,May Happen,Realistic Possibility
4709,8,Little Chance,Very Good Chance,Very Good Chance
4709,9,About Even,Unlikely,About Even
4709,10,Improbable,Likely,Likely
4708,1,Probable,Chances are Slight,Probable
4708,2,About Even,Improbable,About Even
4708,3,Might Happen,Highly Likely,Highly Likely
4708,4,Almost No Chance,Will Happen,Will Happen
4708,5,Unlikely,Little Chance,Unlikely
4708,6,May Happen,Highly Unlikely,May Happen
4708,7,Better than Even,Could Happen,Better than Even
4708,8,Remote Chance,Likely,Likely
4708,9,Almost Certain,Very Good Chance,Almost Certain
4708,10,Chances are Slight,Probable,Probable
4707,1,Unlikely,Might Happen,Might Happen
4707,2,Will Happen,Likely,Will Happen
4707,3,Little Chance,Highly Likely,Highly Likely
4707,4,Almost No Chance,Chances are Slight,Chances are Slight
4707,5,Improbable,Probable,Probable
4707,6,Could Happen,Remote Chance,Could Happen
4707,7,Realistic Possibility,Almost Certain,Almost Certain
4707,8,May Happen,About Even,May Happen
4707,9,Highly Unlikely,Better than Even,Better than Even
4707,10,Might Happen,Unlikely,Might Happen
4706,1,Improbable,Might Happen,Might Happen
4706,2,May Happen,Unlikely,May Happen
4706,3,About Even,Could Happen,Could Happen
4706,4,Likely,Remote Chance,Likely
4706,5,Realistic Possibility,Highly Unlikely,Realistic Possibility
4706,6,Probable,Almost No Chance,Probable
4706,7,Better than Even,Little Chance,Better than Even
4706,8,Will Happen,Almost Certain,Almost Certain
4706,9,Chances are Slight,Highly Likely,Highly Likely
4706,10,Might Happen,Improbable,Might Happen
4705,1,Little Chance,Probable,Probable
4705,2,Highly Unlikely,Will Happen,Will Happen
4705,3,Chances are Slight,Might Happen,Might Happen
4705,4,Likely,Improbable,Likely
4705,5,About Even,Almost Certain,Almost Certain
4705,6,Highly Likely,Almost No Chance,Highly Likely
4705,7,Better than Even,May Happen,Better than Even
4705,8,Very Good Chance,Unlikely,Very Good Chance
4705,9,Could Happen,Realistic Possibility,Realistic Possibility
4705,10,Probable,Little Chance,Probable
4704,1,Little Chance,Unlikely,Little Chance
4704,2,About Even,Could Happen,Could Happen
4704,3,Might Happen,Almost Certain,Almost Certain
4704,4,May Happen,Will Happen,Will Happen
4704,5,Better than Even,Highly Likely,Highly Likely
4704,6,Very Good Chance,Almost No Chance,Very Good Chance
4704,7,Probable,Realistic Possibility,Probable
4704,8,Likely,Highly Unlikely,Likely
4704,9,Chances are Slight,Remote Chance,Remote Chance
4704,10,Unlikely,Little Chance,Little Chance
4703,1,May Happen,Realistic Possibility,Realistic Possibility
4703,2,Might Happen,Remote Chance,Might Happen
4703,3,Could Happen,Will Happen,Will Happen
4703,4,Almost Certain,Likely,Almost Certain
4703,5,Almost No Chance,Unlikely,Unlikely
4703,6,Highly Unlikely,About Even,About Even
4703,7,Probable,Chances are Slight,Probable
4703,8,Highly Likely,Very Good Chance,Highly Likely
4703,9,Better than Even,Little Chance,Better than Even
4703,10,Realistic Possibility,May Happen,Realistic Possibility
4702,1,Very Good Chance,Will Happen,Will Happen
4702,2,Might Happen,Little Chance,Might Happen
4702,3,Unlikely,Chances are Slight,Unlikely
4702,4,Almost Certain,Could Happen,Almost Certain
4702,5,May Happen,Realistic Possibility,Realistic Possibility
4702,6,Better than Even,About Even,Better than Even
4702,7,Remote Chance,Almost No Chance,Remote Chance
4702,8,Improbable,Probable,Probable
4702,9,Likely,Highly Unlikely,Likely
4702,10,Will Happen,Very Good Chance,Will Happen
4701,1,Will Happen,Highly Unlikely,Will Happen
4701,2,Better than Even,Probable,Better than Even
4701,3,Almost Certain,Very Good Chance,Almost Certain
4701,4,Highly Likely,Might Happen,Highly Likely
4701,5,Improbable,Little Chance,Little Chance
4701,6,Likely,About Even,Likely
4701,7,Unlikely,May Happen,May Happen
4701,8,Remote Chance,Realistic Possibility,Realistic Possibility
4701,9,Could Happen,Chances are Slight,Could Happen
4701,10,Highly Unlikely,Will Happen,Will Happen
4700,1,Will Happen,About Even,Will Happen
4700,2,Could Happen,Highly Unlikely,Could Happen
4700,3,Unlikely,Better than Even,Better than Even
4700,4,Little Chance,Might Happen,Might Happen
4700,5,Remote Chance,Probable,Probable
4700,6,Almost No Chance,Chances are Slight,Chances are Slight
4700,7,Almost Certain,Realistic Possibility,Almost Certain
4700,8,Improbable,May Happen,May Happen
4700,9,Very Good Chance,Highly Likely,Very Good Chance
4700,10,About Even,Will Happen,Will Happen
4699,1,Little Chance,Realistic Possibility,Realistic Possibility
4699,2,Remote Chance,May Happen,May Happen
4699,3,Might Happen,Improbable,Might Happen
4699,4,Could Happen,Chances are Slight,Could Happen
4699,5,Will Happen,Highly Unlikely,Will Happen
4699,6,Almost Certain,Unlikely,Almost Certain
4699,7,About Even,Likely,Likely
4699,8,Almost No Chance,Highly Likely,Highly Likely
4699,9,Probable,Better than Even,Probable
4699,10,Realistic Possibility,Little Chance,Realistic Possibility
4698,1,Highly Likely,About Even,Highly Likely
4698,2,Might Happen,Realistic Possibility,Realistic Possibility
4698,3,Highly Unlikely,Will Happen,Will Happen
4698,4,Remote Chance,Unlikely,Unlikely
4698,5,Almost No Chance,Almost Certain,Almost Certain
4698,6,Probable,Likely,Likely
4698,7,Improbable,Better than Even,Better than Even
4698,8,Chances are Slight,Little Chance,Chances are Slight
4698,9,Very Good Chance,Could Happen,Very Good Chance
4698,10,About Even,Highly Likely,Highly Likely
4697,1,Almost Certain,Likely,Almost Certain
4697,2,Highly Unlikely,Could Happen,Could Happen
4697,3,Highly Likely,Probable,Probable
4697,4,Remote Chance,Better than Even,Better than Even
4697,5,Realistic Possibility,About Even,Realistic Possibility
4697,6,Chances are Slight,Almost No Chance,Chances are Slight
4697,7,Unlikely,Improbable,Unlikely
4697,8,Might Happen,Will Happen,Will Happen
4697,9,Little Chance,May Happen,May Happen
4697,10,Likely,Almost Certain,Almost Certain
4696,1,Little Chance,Realistic Possibility,Realistic Possibility
4696,2,Remote Chance,May Happen,May Happen
4696,3,Might Happen,Improbable,Might Happen
4696,4,Could Happen,Chances are Slight,Could Happen
4696,5,Will Happen,Highly Unlikely,Will Happen
4696,6,Almost Certain,Unlikely,Almost Certain
4696,7,About Even,Likely,Likely
4696,8,Almost No Chance,Highly Likely,Highly Likely
4696,9,Probable,Better than Even,Probable
4696,10,Realistic Possibility,Little Chance,Realistic Possibility
4695,1,Unlikely,Might Happen,Might Happen
4695,2,Will Happen,Likely,Will Happen
4695,3,Little Chance,Highly Likely,Highly Likely
4695,4,Almost No Chance,Chances are Slight,Chances are Slight
4695,5,Improbable,Probable,Probable
4695,6,Could Happen,Remote Chance,Could Happen
4695,7,Realistic Possibility,Almost Certain,Almost Certain
4695,8,May Happen,About Even,About Even
4695,9,Highly Unlikely,Better than Even,Better than Even
4695,10,Might Happen,Unlikely,Might Happen
4694,1,Almost Certain,Likely,Almost Certain
4694,2,Highly Unlikely,Could Happen,Could Happen
4694,3,Highly Likely,Probable,Highly Likely
4694,4,Remote Chance,Better than Even,Better than Even
4694,5,Realistic Possibility,About Even,Realistic Possibility
4694,6,Chances are Slight,Almost No Chance,Chances are Slight
4694,7,Unlikely,Improbable,Unlikely
4694,8,Might Happen,Will Happen,Will Happen
4694,9,Little Chance,May Happen,May Happen
4694,10,Likely,Almost Certain,Almost Certain
4693,1,Improbable,Realistic Possibility,Realistic Possibility
4693,2,About Even,May Happen,May Happen
4693,3,Probable,Remote Chance,Probable
4693,4,Might Happen,Highly Unlikely,Might Happen
4693,5,Highly Likely,Very Good Chance,Highly Likely
4693,6,Almost Certain,Better than Even,Almost Certain
4693,7,Unlikely,Likely,Likely
4693,8,Little Chance,Chances are Slight,Chances are Slight
4693,9,Almost No Chance,Could Happen,Could Happen
4693,10,Realistic Possibility,Improbable,Realistic Possibility
4692,1,Unlikely,Improbable,Unlikely
4692,2,Better than Even,Almost Certain,Almost Certain
4692,3,Very Good Chance,Realistic Possibility,Very Good Chance
4692,4,May Happen,About Even,About Even
4692,5,Chances are Slight,Highly Unlikely,Chances are Slight
4692,6,Highly Likely,Might Happen,Highly Likely
4692,7,Remote Chance,Little Chance,Little Chance
4692,8,Almost No Chance,Likely,Likely
4692,9,Could Happen,Probable,Probable
4692,10,Improbable,Unlikely,Unlikely
4691,1,Almost Certain,Likely,Almost Certain
4691,2,Highly Unlikely,Could Happen,Highly Unlikely
4691,3,Highly Likely,Probable,Highly Likely
4691,4,Remote Chance,Better than Even,Better than Even
4691,5,Realistic Possibility,About Even,Realistic Possibility
4691,6,Chances are Slight,Almost No Chance,Chances are Slight
4691,7,Unlikely,Improbable,Unlikely
4691,8,Might Happen,Will Happen,Will Happen
4691,9,Little Chance,May Happen,May Happen
4691,10,Likely,Almost Certain,Almost Certain
4690,1,Highly Unlikely,Highly Likely,Highly Likely
4690,2,Might Happen,Remote Chance,Might Happen
4690,3,Could Happen,Little Chance,Could Happen
4690,4,Better than Even,Realistic Possibility,Better than Even
4690,5,About Even,Almost No Chance,About Even
4690,6,Very Good Chance,Will Happen,Will Happen
4690,7,Likely,Probable,Likely
4690,8,Unlikely,May Happen,May Happen
4690,9,Improbable,Chances are Slight,Chances are Slight
4690,10,Highly Likely,Highly Unlikely,Highly Likely
4689,1,Highly Unlikely,Unlikely,Unlikely
4689,2,Remote Chance,Better than Even,Better than Even
4689,3,Almost No Chance,Probable,Probable
4689,4,Highly Likely,Almost Certain,Almost Certain
4689,5,Chances are Slight,Very Good Chance,Very Good Chance
4689,6,Improbable,Might Happen,Might Happen
4689,7,Little Chance,May Happen,May Happen
4689,8,Realistic Possibility,About Even,About Even
4689,9,Will Happen,Could Happen,Will Happen
4689,10,Unlikely,Highly Unlikely,Unlikely
4688,1,About Even,Little Chance,About Even
4688,2,Very Good Chance,Improbable,Very Good Chance
4688,3,Highly Unlikely,Probable,Probable
4688,4,Almost Certain,Likely,Almost Certain
4688,5,Will Happen,Almost No Chance,Will Happen
4688,6,Better than Even,Highly Likely,Highly Likely
4688,7,Realistic Possibility,Remote Chance,Realistic Possibility
4688,8,Might Happen,Chances are Slight,Might Happen
4688,9,May Happen,Could Happen,May Happen
4688,10,Little Chance,About Even,About Even
4687,1,Almost No Chance,Better than Even,Better than Even
4687,2,Very Good Chance,Unlikely,Very Good Chance
4687,3,May Happen,About Even,May Happen
4687,4,Chances are Slight,Little Chance,Little Chance
4687,5,Might Happen,Realistic Possibility,Might Happen
4687,6,Improbable,Almost Certain,Almost Certain
4687,7,Probable,Highly Likely,Highly Likely
4687,8,Could Happen,Likely,Likely
4687,9,Highly Unlikely,Remote Chance,Remote Chance
4687,10,Better than Even,Almost No Chance,Better than Even
4686,1,Likely,Highly Unlikely,Likely
4686,2,Remote Chance,Almost No Chance,Remote Chance
4686,3,Little Chance,Will Happen,Will Happen
4686,4,May Happen,Highly Likely,Highly Likely
4686,5,Very Good Chance,Unlikely,Very Good Chance
4686,6,Might Happen,Almost Certain,Almost Certain
4686,7,Probable,Better than Even,Probable
4686,8,Improbable,Could Happen,Could Happen
4686,9,About Even,Realistic Possibility,Realistic Possibility
4686,10,Highly Unlikely,Likely,Likely
4685,1,Improbable,Realistic Possibility,Realistic Possibility
4685,2,About Even,May Happen,About Even
4685,3,Probable,Remote Chance,Probable
4685,4,Might Happen,Highly Unlikely,Might Happen
4685,5,Highly Likely,Very Good Chance,Highly Likely
4685,6,Almost Certain,Better than Even,Almost Certain
4685,7,Unlikely,Likely,Likely
4685,8,Little Chance,Chances are Slight,Little Chance
4685,9,Almost No Chance,Could Happen,Could Happen
4685,10,Realistic Possibility,Improbable,Realistic Possibility
4684,1,Improbable,Highly Likely,Highly Likely
4684,2,Might Happen,Remote Chance,Might Happen
4684,3,Better than Even,Almost No Chance,Better than Even
4684,4,Chances are Slight,Could Happen,Could Happen
4684,5,Little Chance,Unlikely,Unlikely
4684,6,Almost Certain,Will Happen,Will Happen
4684,7,May Happen,Likely,Likely
4684,8,About Even,Highly Unlikely,About Even
4684,9,Probable,Realistic Possibility,Realistic Possibility
4684,10,Highly Likely,Improbable,Highly Likely
4683,1,Almost No Chance,Highly Unlikely,Highly Unlikely
4683,2,Improbable,Unlikely,Unlikely
4683,3,Highly Likely,Could Happen,Highly Likely
4683,4,Will Happen,Remote Chance,Will Happen
4683,5,About Even,Very Good Chance,Very Good Chance
4683,6,Little Chance,Realistic Possibility,Realistic Possibility
4683,7,Likely,Almost Certain,Almost Certain
4683,8,Chances are Slight,May Happen,May Happen
4683,9,Better than Even,Might Happen,Better than Even
4683,10,Highly Unlikely,Almost No Chance,Highly Unlikely
4682,1,Realistic Possibility,Chances are Slight,Realistic Possibility
4682,2,Little Chance,Might Happen,Might Happen
4682,3,May Happen,Could Happen,Could Happen
4682,4,Very Good Chance,Will Happen,Will Happen
4682,5,Likely,Highly Unlikely,Likely
4682,6,Improbable,Probable,Probable
4682,7,About Even,Almost No Chance,About Even
4682,8,Almost Certain,Unlikely,Almost Certain
4682,9,Better than Even,Highly Likely,Highly Likely
4682,10,Chances are Slight,Realistic Possibility,Realistic Possibility
4681,1,Almost No Chance,Better than Even,Better than Even
4681,2,May Happen,Could Happen,Could Happen
4681,3,Realistic Possibility,Remote Chance,Realistic Possibility
4681,4,Highly Unlikely,Almost Certain,Almost Certain
4681,5,Very Good Chance,Improbable,Very Good Chance
4681,6,Little Chance,Unlikely,Unlikely
4681,7,Probable,Chances are Slight,Probable
4681,8,Likely,About Even,Likely
4681,9,Highly Likely,Might Happen,Highly Likely
4681,10,Better than Even,Almost No Chance,Better than Even
4680,1,Almost Certain,Highly Likely,Almost Certain
4680,2,Almost No Chance,Very Good Chance,Very Good Chance
4680,3,May Happen,Unlikely,May Happen
4680,4,Remote Chance,Could Happen,Could Happen
4680,5,Realistic Possibility,Little Chance,Realistic Possibility
4680,6,Chances are Slight,Better than Even,Better than Even
4680,7,Improbable,About Even,About Even
4680,8,Probable,Likely,Probable
4680,9,Will Happen,Might Happen,Will Happen
4680,10,Highly Likely,Almost Certain,Almost Certain
4679,1,Realistic Possibility,Could Happen,Realistic Possibility
4679,2,Almost Certain,Highly Likely,Almost Certain
4679,3,Might Happen,Highly Unlikely,Might Happen
4679,4,About Even,Unlikely,About Even
4679,5,Better than Even,Chances are Slight,Better than Even
4679,6,Likely,Will Happen,Will Happen
4679,7,Remote Chance,May Happen,May Happen
4679,8,Very Good Chance,Probable,Probable
4679,9,Almost No Chance,Little Chance,Little Chance
4679,10,Could Happen,Realistic Possibility,Realistic Possibility
4678,1,About Even,Very Good Chance,Very Good Chance
4678,2,Little Chance,Highly Likely,Highly Likely
4678,3,Unlikely,Better than Even,Better than Even
4678,4,Remote Chance,Improbable,Remote Chance
4678,5,Might Happen,Almost Certain,Almost Certain
4678,6,Chances are Slight,Likely,Likely
4678,7,Probable,Highly Unlikely,Probable
4678,8,Realistic Possibility,Could Happen,Realistic Possibility
