response_id,timestamp,age_band,english_background,education_level,country_of_residence
3394,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3393,2026-01,35-44,English is my first language,Bachelor,United States
3392,2026-01,25-34,English is my first language,Postgraduate,United States
3391,2026-01,35-44,English is my first language,Postgraduate,United States
3390,2026-01,35-44,English is my first language,Bachelor,United States
3389,2026-01,NA,NA,NA,NA
3388,2026-01,18-24,NA,NA,NA
3387,2026-01,NA,NA,NA,NA
3386,2026-01,18-24,English is my first language,Some college,United States
3385,2026-01,18-24,English is my first language,Some college,United States
3384,2026-01,NA,NA,NA,NA
3383,2026-01,18-24,English is my first language,Some college,United States
3382,2026-01,18-24,English is not my first language but I am fluent,Some college,United Kingdom
3381,2026-01,NA,NA,NA,NA
3380,2026-01,18-24,English is my first language,High school,United States
3379,2026-01,18-24,English is my first language,High school,United States
3378,2026-01,18-24,English is my first language,High school,United States
3377,2026-01,35-44,English is my first language,Postgraduate,United States
3376,2026-01,75+,English is my first language,High school,United Kingdom
3375,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Spain
3374,2026-01,NA,NA,NA,NA
3373,2026-01,NA,NA,NA,NA
3372,2026-01,55-64,English is my first language,Postgraduate,United States
3371,2026-01,45-54,English is my first language,Postgraduate,Canada
3370,2026-01,35-44,English is my first language,Postgraduate,Canada
3369,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Sweden
3368,2026-01,35-44,English is my first language,Postgraduate,Canada
3367,2026-01,35-44,English is my first language,Postgraduate,Norway
3366,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Bulgaria
3365,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Norway
3364,2026-01,NA,NA,NA,NA
3363,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3362,2026-01,35-44,English is my first language,Postgraduate,Afghanistan
3361,2026-01,NA,NA,NA,NA
3360,2026-01,NA,NA,NA,NA
3359,2026-01,65-74,English is my first language,Postgraduate,Federated States of Micronesia
3358,2026-01,35-44,English is my first language,Postgraduate,Norway
3357,2026-01,NA,NA,NA,NA
3356,2026-01,35-44,English is my first language,Postgraduate,Australia
3355,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3354,2026-01,25-34,English is not my first language but I am fluent,Bachelor,Portugal
3353,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Denmark
3352,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
3351,2026-01,25-34,English is my first language,Bachelor,Japan
3350,2026-01,35-44,English is my first language,Postgraduate,Australia
3349,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Russia
3348,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Luxembourg
3347,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Norway
3346,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Netherlands
3345,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
3344,2026-01,35-44,English is my first language,Postgraduate,United States
3343,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
3342,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,China
3341,2026-01,55-64,English is not my first language but I am fluent,Some college,Germany
3340,2026-01,45-54,English is my first language,Postgraduate,United States
3339,2026-01,Under 18,English is my first language,Less than high school,United States
3338,2026-01,45-54,English is my first language,Postgraduate,United States
3337,2026-01,35-44,English is my first language,Bachelor,United States
3336,2026-01,55-64,English is my first language,Postgraduate,United States
3335,2026-01,25-34,English is my first language,Some college,United States
3334,2026-01,35-44,English is my first language,Postgraduate,United States
3333,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3332,2026-01,35-44,English is my first language,Bachelor,United States
3331,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Mexico
3330,2026-01,65-74,English is my first language,Bachelor,United States
3329,2026-01,NA,NA,NA,NA
3328,2026-01,45-54,English is my first language,Postgraduate,United States
3327,2026-01,45-54,English is my first language,Postgraduate,United States
3326,2026-01,25-34,English is my first language,Bachelor,Australia
3325,2026-01,55-64,English is my first language,Postgraduate,United States
3324,2026-01,45-54,English is my first language,Postgraduate,United States
3323,2026-01,25-34,English is my first language,Postgraduate,United States
3322,2026-01,35-44,English is my first language,Postgraduate,United States
3321,2026-01,35-44,English is my first language,Bachelor,United States
3320,2026-01,25-34,English is my first language,Postgraduate,Canada
3319,2026-01,45-54,English is my first language,Postgraduate,Canada
3318,2026-01,65-74,English is my first language,Bachelor,United States
3317,2026-01,35-44,English is not my first language but I am fluent,Bachelor,Indonesia
3316,2026-01,35-44,English is my first language,Postgraduate,United States
3315,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Canada
3314,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3313,2026-01,55-64,English is my first language,Postgraduate,United States
3312,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
3311,2026-01,35-44,English is my first language,Postgraduate,United States
3310,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Mexico
3309,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
3308,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3307,2026-01,75+,English is my first language,Bachelor,United Kingdom
3306,2026-01,35-44,English is my first language,Postgraduate,United States
3305,2026-01,25-34,English is my first language,Postgraduate,United States
3304,2026-01,25-34,English is my first language,Some college,United States
3303,2026-01,45-54,English is my first language,Postgraduate,Canada
3302,2026-01,55-64,English is my first language,Postgraduate,United States
3301,2026-01,25-34,English is my first language,Bachelor,United States
3300,2026-01,NA,NA,NA,NA
3299,2026-01,35-44,English is my first language,Postgraduate,United States
3298,2026-01,35-44,English is my first language,Postgraduate,Norway
3297,2026-01,55-64,English is my first language,Postgraduate,United States
3296,2026-01,55-64,English is my first language,Bachelor,United States
3295,2026-01,45-54,English is my first language,Postgraduate,United States
3294,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,United Kingdom
3293,2026-01,65-74,English is my first language,Postgraduate,Canada
3292,2026-01,35-44,English is my first language,Postgraduate,United States
3291,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Mexico
3290,2026-01,25-34,English is my first language,Postgraduate,United States
3289,2026-01,35-44,English is my first language,Postgraduate,Canada
3288,2026-01,25-34,English is my first language,Bachelor,Canada
3287,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
3286,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Norway
3285,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
3284,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Canada
3283,2026-01,NA,NA,NA,NA
3282,2026-01,35-44,English is my first language,Postgraduate,United States
3281,2026-01,25-34,English is not my first language but I am fluent,Bachelor,United States
3280,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,France
3279,2026-01,18-24,English is my first language,Some college,United States
3278,2026-01,25-34,English is my first language,Postgraduate,United States
3277,2026-01,35-44,English is my first language,Postgraduate,United States
3276,2026-01,55-64,English is not my first language but I am fluent,Some college,Italy
3275,2026-01,55-64,English is my first language,Postgraduate,United States
3274,2026-01,25-34,English is my first language,Postgraduate,United States
3273,2026-01,65-74,English is my first language,Bachelor,United States
3272,2026-01,45-54,English is my first language,Postgraduate,Canada
3271,2026-01,45-54,English is my first language,Bachelor,United States
3270,2026-01,65-74,English is my first language,Postgraduate,Canada
3269,2026-01,45-54,English is my first language,Bachelor,United States
3268,2026-01,NA,NA,NA,NA
3267,2026-01,25-34,English is my first language,Postgraduate,United States
3266,2026-01,45-54,English is my first language,Postgraduate,United States
3265,2026-01,35-44,English is my first language,Postgraduate,Canada
3264,2026-01,25-34,English is my first language,Bachelor,United States
3263,2026-01,25-34,English is my first language,Bachelor,United States
3262,2026-01,35-44,English is my first language,Postgraduate,United States
3261,2026-01,35-44,English is my first language,Bachelor,United States
3260,2026-01,35-44,English is my first language,Postgraduate,United States
3259,2026-01,NA,NA,NA,NA
3258,2026-01,45-54,English is my first language,Postgraduate,United States
3257,2026-01,55-64,English is my first language,Postgraduate,United States
3256,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
3255,2026-01,65-74,English is my first language,Postgraduate,United States
3254,2026-01,NA,NA,NA,NA
3253,2026-01,25-34,English is my first language,Bachelor,United States
3252,2026-01,45-54,English is my first language,Postgraduate,United States
3251,2026-01,45-54,English is my first language,Bachelor,United States
3250,2026-01,35-44,English is my first language,Bachelor,United States
3249,2026-01,35-44,English is my first language,Postgraduate,United States
3248,2026-01,18-24,English is my first language,Some college,United States
3247,2026-01,25-34,English is my first language,Postgraduate,Canada
3246,2026-01,55-64,English is my first language,Postgraduate,United States
3245,2026-01,NA,NA,NA,NA
3244,2026-01,55-64,English is my first language,Postgraduate,North Macedonia
3243,2026-01,35-44,English is my first language,Bachelor,Canada
3242,2026-01,35-44,English is my first language,Bachelor,United States
3241,2026-01,35-44,English is my first language,Bachelor,United States
3240,2026-01,35-44,English is my first language,Postgraduate,United States
3239,2026-01,55-64,English is my first language,Postgraduate,Canada
3238,2026-01,45-54,English is my first language,Postgraduate,United States
3237,2026-01,55-64,English is my first language,Postgraduate,NA
3236,2026-01,45-54,English is my first language,Postgraduate,United States
3235,2026-01,45-54,English is my first language,Postgraduate,United States
3234,2026-01,NA,NA,NA,NA
3233,2026-01,NA,NA,NA,NA
3232,2026-01,35-44,English is my first language,Postgraduate,United States
3231,2026-01,NA,NA,NA,NA
3230,2026-01,35-44,English is my first language,Bachelor,United Kingdom
3229,2026-01,55-64,English is my first language,Postgraduate,United States
3228,2026-01,NA,NA,NA,NA
3227,2026-01,NA,NA,NA,NA
3226,2026-01,25-34,English is my first language,Postgraduate,United States
3225,2026-01,25-34,English is my first language,Postgraduate,United States
3224,2026-01,35-44,English is my first language,Postgraduate,United States
3223,2026-01,18-24,English is my first language,Bachelor,United States
3222,2026-01,45-54,English is my first language,Postgraduate,United States
3221,2026-01,35-44,English is my first language,Postgraduate,United States
3220,2026-01,45-54,English is my first language,Postgraduate,United States
