review_number,brand,variety,style,country,stars
2097,CarJEN,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),Pack,Malaysia,5
2096,Maruchan,Seimen Noukou Toro Tonkotsu,Bowl,Japan,4
2095,Nissin,Straits Kitchen Laksa,Pack,Singapore,5
2094,Nongshim,Champong Noodle Soup Spicy Seafood Flavor,Pack,South Korea,5
2093,Oni Hot Pot,Seaweed Flavour Noodle,Pack,Taiwan,2
2092,Doll,Instant Noodle Preserved Vegetable Flavour,Pack,Hong Kong,4
2091,MyKuali,Penang Hokkien Prawn Noodle Authentic Taste,Cup,Malaysia,5
2090,Nissin,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,Hong Kong,5
2089,Nissin,Big Cup Noodles Seafood Curry Flavour,Cup,Hong Kong,5
2088,Nissin,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,4
2087,Nissin,Mie Goreng Indonesia Stir Noodle Original Flavour,Pack,Hong Kong,4
2086,Nissin,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,5
2085,Fuku,Superior Soup Instant Rice Vermicelli,Bowl,Hong Kong,5
2084,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5
2083,Nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,5
2082,Nissin,Cup Noodles Pork Chowder Flavour,Cup,Hong Kong,4
2081,Nissin,Cup Mifun Spicy Beef Flavour,Cup,Hong Kong,4
2080,Fuku,Non-Fried Superior Soup Noodle,Pack,Hong Kong,4
2079,Nissin,Nupasta Carbonara Flavour Instant Noodle,Cup,Hong Kong,5
2078,Nissin,Demae Iccho Curry Beef Flavour,Cup,Hong Kong,4
2077,Nissin,Cup Noodles Big Spicy Seafood Flavour,Cup,Hong Kong,5
2076,Nissin,Demae Iccho Black Garlic Oil Tonkotsu,Bowl,Hong Kong,3.75
2075,Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5
2074,Nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,3.5
2073,Great Value,Spicy Ramen Noodles,Pack,Canada,4
2072,Maruchan,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,United States,5
2071,A-Sha Dry Noodle,Tainan Noodle Original Sauce,Pack,Taiwan,5
2070,Tokushima Seifun,Negi Ramen,Bowl,Japan,1.75
2069,Doll,Instant Noodle Vegetarian Flavour,Pack,Hong Kong,3.75
2068,Maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,5
2067,Samyang Foods,Fresh Jjajang,Pack,South Korea,4.5
2066,Marutai,Hakata Tonkotsu Ramen,Pack,Japan,5
2065,Four Seas,Kung Tak Lam Vegetarian Noodle (Mushroom),Pack,Hong Kong,3
2064,Nongshim,Arrabiata Rice Bucatini,Pack,United States,5
2063,Mamee,Pepper Noodles Vegetarian,Pack,Hong Kong,3.25
2062,Ottogi,Ramyon Sabor Mariscos,Pack,Mexico,3.75
2061,Kamfen,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,4.25
2060,Nissin,Cup Noodle Light+ Cheese Fondue,Cup,Japan,5
2059,Four Seas,Beef And Radish Flavour Instant Noodle,Pack,Hong Kong,2.5
2058,Zow Zow,Instant Noodle Shrimp Tom Yam Flavoured,Pack,Thailand,3.75
2057,Nissin,RapiFideo Sabor A Chile Y Limon,Cup,Mexico,3.75
2056,Koyo,Garlic Pepper Reduced Sodium Ramen,Pack,United States,0
2055,Nissin,Tokyo Tokunou Gyokai Tonkotsu,Bowl,Japan,5
2054,Suimin,Noodles Curried Prawn Flavour,Cup,Australia,3.25
2053,Maruchan,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,Cup,United States,3.75
2052,Indomie,Pop Mie Mi Instan Cup Rasa Ayam,Cup,Indonesia,3.5
2051,Master Kong,Artificial Pork Ribs Flavour Instant Noodle,Pack,China,3.5
2050,MyKuali,Penang Red Tom Yum Goong Noodle Authentic Taste,Cup,Malaysia,5
2049,Ottogi,Ramyon Sabor A Res,Pack,Mexico,3.5
2048,Acecook,Kadomen Koikoku Tonkotsu,Bowl,Japan,3.75
2047,Oni Hot Pot,XO Sauce Noodle,Pack,Taiwan,4.5
2046,E-Zee,Perisa Asam Pedas Mi Segera,Pack,Malaysia,3.75
2045,Great Value,Chicken Style Ramen Noodles,Pack,Canada,3.5
2044,Doll,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Cup,Hong Kong,3
2043,ORee Garden,Malaysia Green Curry Noodle,Bowl,Malaysia,5
2042,Suimin,Noodles Mi Goreng,Cup,Australia,4.25
2041,Master Kong,Tomato Sauce Instant Noodle,Pack,China,4.5
2040,Nissin,Cup Noodles Sabor Franhp Com Requeijao,Cup,Brazil,5
2039,Tokushima Seifun,Yakibuta Ramen,Bowl,Japan,5
2038,A1,Vegetarian Herbal Noodle,Pack,Malaysia,1.5
2037,Migawon,Hovenia Ramen Vegetable Flavor,Pack,South Korea,3.5
2036,A-Sha Dry Noodle,Hakka BBQ Sauce Noodle,Pack,Taiwan,4.25
2035,Acecook,Maru Uma Curry Udon,Cup,Japan,3.5
2034,Fantastic,Noodles Oriental Flavour,Cup,Australia,3.25
2033,Chaudhary's Wai Wai,Instant Noodles Artificial Chicken & Shrimp Flavored,Pack,India,2.5
2032,Kamfen,Noodle King Artificial Beef Soup Flavored,Bowl,Hong Kong,3.75
2031,CarJEN,Otentiq Cheezy Curry Instant Noodles (Improved Taste),Pack,Malaysia,5
2030,Myojo,Charumera Atyificial Tonkotsu Shouyu Flavor,Pack,Japan,3.75
2029,Singa-Me,Instant Noodles Beef Flavour,Cup,Australia,2
2028,Maruchan,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Pack,Mexico,3.5
2027,Nissin,Shinshu Miso Ramen,Bowl,Japan,5
2026,MyKuali,Penang White Curry Authentic Taste Cup,Cup,Malaysia,4.75
2025,Urban Noodle,Authentic Street Food Chow Mein,Cup,UK,2
2024,Urban Noodle,Authentic Street Food Pad Thai,Cup,UK,2.5
2023,Urban Noodle,Authentic Street Food Black Bean,Cup,UK,0
2022,Urban Noodle,Authentic Street Food Thai Red Curry,Cup,UK,3
2021,Urban Noodle,Authentic Street Food Satay,Cup,UK,5
2020,Kang Shi Fu,Artificial Roasted Beef,Pack,China,3.5
2019,Acecook,Seabura Tonkotsu Ramen,Cup,Japan,3.75
2018,Pulmuone,Noodle With Spicy Oyster Soup,Pack,South Korea,4
2017,Samyang Foods,Honey & Cheese Big Bowl,Bowl,South Korea,0
2016,Great Value,Chicken Style Noodles With Vegetables,Cup,Canada,3.5
2015,E-Zee,Perisa Kari Mi Segera (Improved Taste),Pack,Malaysia,5
2014,Oni Hot Pot,Ghost Pepper Noodle,Pack,Taiwan,4.5
2013,Great Value,Beef Style Ramen Noodles,Pack,Canada,3.5
2012,MAMA,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,2
2011,Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2
2010,MAMA,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,3.75
2009,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,2.75
2008,Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5
2007,Nongshim,Rice Fettucini Alfredo,Pack,United States,3.75
2006,Kamfen,Wonton Noodles Beef Flavour,Bowl,Hong Kong,3.75
2005,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.5
2004,Nissin,Donbei Dashi Shoyu Yakiudon,Bowl,Japan,3.75
2003,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5
2002,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.75
2001,Nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,3.5
2000,Nissin,Chikin Ramen Donburi,Bowl,Japan,5
1999,Nissin,Curry Udon,Cup,Japan,5
1998,Nissin,Men Shokunin Shoyu,Bowl,Japan,5
1997,Nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,4.25
1996,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4
1995,Nissin,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,5
1994,Nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,5
1993,Nissin,Raoh Tonkotsu,Pack,Japan,5
1992,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5
1991,Nissin,Cup Noodle Milk Chikin Ramen,Cup,Japan,4.5
1990,Nissin,Cup Noodle,Cup,Japan,5
1989,MyKuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5
1988,MAMA,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.5
1987,Nissin,Yokohama Walker Iekei Ramen,Bowl,Japan,4.5
1986,A-Sha Dry Noodle,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,Taiwan,4.25
1985,Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,5
1984,Nissin,Chinese Tan Tan Vermicelli,Cup,Hong Kong,5
1983,Tokushima Seifun,Tokushima Ramen,Pack,Japan,4
1982,Master Kong,Assorted Pork Bone Noodle,Pack,China,4.25
1981,MyKuali,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,5
1980,Suimin,Noodles Witrh Prawn & Chicken Flavour,Cup,Australia,3.5
1979,Nissin,BIG Cup Noodle Ajillo,Cup,Japan,3
1978,CarJEN,Nyonya Curry Laksa (Improved Taste),Pack,Malaysia,5
1977,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5
1976,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,4.25
1975,Nissin,Soba Fried Noodles Classic,Pack,Germany,3.25
1974,Samyang Foods,Cheese Curry Ramyun,Pack,South Korea,5
1973,Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,4.25
1972,Doll,Spicy Flavour Instant Mifun,Pack,Hong Kong,2.75
1971,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,3.5
1970,MyOri,Malaysia Penang Red Curry Noodle,Pack,Malaysia,5
1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,United States,4.75
1968,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,United States,3.5
1967,Tokushima Seifun,Kinchan Ramen,Pack,Japan,4.5
1966,Wei Lih,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,3.75
1965,MyKuali,Penang Spicy Prawn Soup Noodle Authentic Taste,Pack,Malaysia,5
1964,MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5
1963,Kabuto Noodles,Rice Noodles Vegetable Laksa,Cup,UK,3.75
1962,Kabuto Noodles,Rice Noodles Chicken Pho,Cup,UK,3.5
1961,Kabuto Noodles,Chicken Ramen,Cup,UK,4.25
1960,Kabuto Noodles,Chilli Chicken Ramen,Cup,UK,4
1959,Myojo,Charumera Shoyu Ramen,Pack,Japan,4
1958,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,United States,4
1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4
1956,Maruchan,Spicy Tomato Salsa Ramen,Cup,Japan,0
1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,United States,4.75
1954,Koh Thai,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,Netherlands,2
1953,Prima Taste,Singapore Fish Soup La Mian,Pack,Singapore,5
1952,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,United States,4.25
1950,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,4
1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5
1948,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5
1947,Prima Taste,Singapore Laksa Wholegrain La Mian,Pack,Singapore,5
1946,Nissin,Raoh Shio Ramen,Pack,Japan,4.75
1945,MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5
1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5
1943,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5
1942,Ibumie,Always Mi Goreng Perisa Sambal Udang,Pack,Malaysia,3.5
1941,Unox,Good Noodles Tandoori,Pack,Netherlands,2.5
1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5
1939,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,5
1938,Nissin,Donbei Kamodashi Soba,Bowl,Japan,5
1937,MAMA,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,3.75
1936,Fortune,Rice Noodle Coconut Curry,Pack,United States,1
1935,Love Cook,Guanmiao Dried Noodles With Oleum Sesami,Pack,Taiwan,3.75
1934,Love Cook,Guanmiao Dried Noodles With Spicy Sauce,Pack,Taiwan,5
1933,Love Cook,Guanmiao Dried Noodles With Authentic Sauce,Pack,Taiwan,4.5
1932,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75
1931,Bonasia,Instant Noodles chicken Flavour,Pack,Hungary,3.75
1930,Koh Thai,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,Netherlands,0.25
1929,MAMA,Instant Noodles Minced Pork Flavour,Pack,Cambodia,3.5
1928,Bamee,Instant Noodles Oriental Style Chicken Flavour,Pack,Thailand,3
1927,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,3.5
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,United States,4
1925,Prima,Juzz's Mee Creamy Chicken Flavour,Pack,Singapore,5
1924,Sichuan Baijia,Broad Noodle Artificial Beef Flavor,Pack,China,3.5
1923,Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,0.5
1922,Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,1.5
1921,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,United States,3.5
1920,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75
1919,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5
1918,iMee,Instant Noodles chicken Flavour,Pack,Netherlands,3.5
1917,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,United States,0.25
1916,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3
1915,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5
1914,Prima,Juzz's Mee Curry Flavour,Pack,Singapore,5
1913,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,United States,0
1912,MAMA,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,3.75
1911,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5
1910,Nissin,Chow Mein Pad Thai,Tray,United States,3
1909,Asia Gold,Instant Noodles With Chicken Flavouring,Pack,Hungary,3.5
1908,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75
1907,Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,5
1906,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5
1905,Pirkka,Nuudeli Kana Nudlar Kyckling,Pack,Finland,3.5
1904,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3
1903,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5
1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5
1901,Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5
1900,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5
1899,Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,1.5
1898,Master Kong,Spicy Fish Noodle,Bowl,China,3
1897,Nissin,Cup Noodle Massaman Curry,Cup,Japan,3.5
1896,Asia Gold,Instant Noodles Duck Flavour,Pack,Hungary,3.5
1895,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5
1894,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,2.75
1893,Nissin,Cup Noodle Sio,Cup,Japan,5
1892,Ottogi,Cheese Ramen,Pack,South Korea,4
1891,Nissin,Cup Noodles Homestyle Chicken,Cup,United States,3.5
1890,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5
1889,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,2.75
1888,Nissin,Cup Noodles Kyushu White Flavour,Cup,Singapore,3.5
1887,Myojo,Mee Poh Dry,Pack,Singapore,4.25
1886,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75
1885,Myojo,Ramen Char Mee 100,Pack,Singapore,3
1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5
1883,Myojo,Mee Goreng,Pack,Singapore,4
1882,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75
1881,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5
1880,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75
1879,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5
1878,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5
1877,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5
1876,Myojo,Chicken Flavour,Pack,Singapore,3.75
1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,United States,5
1874,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5
1873,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0
1872,Itsuki,Hakata Ossyoi,Pack,Japan,5
1871,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.75
1870,Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,2.75
1869,Nissin,Soba Fried Noodles Chili,Pack,Germany,3.5
1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4
1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4
1866,MyKuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5
1865,Mama,Shrimp Tom Yum Flavour Cup Noodles,Cup,Myanmar,3.5
1864,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,United States,5
1863,Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0
1862,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75
1861,Conimex,Oriental Noodles Groene Curry,Cup,Netherlands,0.5
1860,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75
1859,Mama,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,5
1858,Myojo,Wantan Men,Bowl,Japan,5
1857,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,United States,3.25
1856,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5
1855,Daraz,Negi Man Ramen,Pack,Japan,3
1854,Mama,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,3.5
1853,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5
1852,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,United States,3.25
1851,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5
1850,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,United States,4.5
1849,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5
1848,MyKuali,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,5
1847,Conimex,Oriental Noodles Hot & Spicy,Pack,Netherlands,3
1846,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor,Tray,United States,4.5
1845,Mama,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,3.25
1844,Seven & I,Gold Sumire Ramen,Bowl,Japan,5
1843,Forest Noodles,Sunbaked Noodles With Sesame Sauce,Pack,Taiwan,4.5
1842,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5
1841,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4
1840,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25
1839,Vit's,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5
1838,Vit's,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,Pack,Malaysia,4.5
1837,Vit's,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,5
1836,Vit's,Taste Of Malaysia Penang White Curry Fried Instant Noodle,Pack,Malaysia,5
1835,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5
1834,Vit's,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,5
1833,Vit's,Instant Noodles With Chicken Flavour,Pack,Malaysia,3.75
1832,Yum Yum,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,Pack,Thailand,3.5
1831,Kuriki,Plum Mayo Ramen,Pack,Japan,4
1830,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,4.75
1829,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,5
1828,Tseng Noodles,Scallion With Sichuan Pepper Flavor,Pack,Taiwan,5
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5
1826,Mama,Instant Noodles Stewed Beef Flavour,Pack,Cambodia,3.5
1825,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,4.5
1824,Nongshim,Soon Veggie Noodle Soup,Cup,United States,5
1823,MyKuali,MeeKuali spicy Fried Noodle,Pack,Malaysia,4
1822,Mi Sedaap,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,3.5
1821,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,United States,3.25
1820,Ten-In,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,1.5
1819,Yum Yum,Premier Bowl Instant Noodles Suki Flavour,Bowl,Thailand,5
1818,Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5
1817,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4
1816,Vifon,Asian Style Instant Noodles Artificial Beef Flavor,Bowl,Vietnam,3.25
1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4
1814,Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3
1813,Nissin,Soba Fried Noodles Curry,Pack,Germany,4.25
1812,Master Kong,Mushroom Instant Noodle,Bowl,China,4.25
1811,Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5
1810,MyKuali,Penang White Curry Noodle (New Version),Pack,Malaysia,5
1809,Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75
1808,Mama,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,Thailand,3.5
1807,Wai Wai,Tom Yum Goong Flavour Instant Noodle,Cup,Thailand,3.5
1806,Cintan,Mi Segera Mmm... Perisa Goreng Ala Indonesia,Pack,Malaysia,3.5
1805,Mama,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,4
1804,Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,4.75
1803,Mama,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,4
1802,Nissin,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package),Cup,United States,3.5
1801,Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China,3.75
1800,Crystal Noodle,Soup All Natural Hot & Sour,Cup,United States,0.25
1799,Thai Smile,Spring Onion Rice Noodle Soup Bowl,Bowl,United States,2.5
1798,iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75
1797,Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5
1796,Fujiwara,Salty Taste Chanko Noodle,Pack,Japan,4.75
1795,Azami,Kimchee Flavour Noodle Soup,Pack,Canada,0
1794,Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,3
1793,Cintan,Mi Segera Mmm... Perisa Asam Laksa,Pack,Malaysia,3.5
1792,A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,3.5
1791,Vit's,Tom Yam Instant Noodles,Pack,Malaysia,4.25
1790,Super,Kimchi,Cup,Malaysia,4.5
1789,Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,3.5
1788,Super,Curry Flavour Noodles,Cup,Malaysia,3
1787,Pama,Kua Teaw Segera,Pack,Malaysia,4
1786,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,United States,4.25
1785,Super,Instant Noodles Black Pepper Crab Mi Goreng,Cup,Malaysia,3.5
1784,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5
1783,iMee,Instant Noodles Creamy Tom Yum Shrimp Flavour,Pack,Netherlands,4.5
1782,Western Family,Beef Flavour Instant Noodles,Pack,Canada,0
1781,MyKuali,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),Bowl,Malaysia,5
1780,Pulmuone,Non-Fried Noodle Blackbean Sauce Noodle With Squid,Pack,South Korea,4.5
1779,Chering Chang,Instant Non-Fried Noodles Tomato Flavour,Pack,Taiwan,3.25
1778,JML,Spicy King Spicy Chicken,Pack,China,5
1777,JML,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,China,3.5
1776,JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5
1775,JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China,4.25
1774,JML,Spicy King Spicy Pork,Pack,China,5
1773,JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,4
1772,JML,Spicy King Spicy Beef,Pack,China,5
1771,JML,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,China,3.5
1770,JML,Spicy King Bowl Noodle Spicy Pork,Bowl,China,4.5
1769,Mamee,Chef Lontong Flavour,Pack,Malaysia,5
1768,New Touch,Negi Miso No Ippin Ramen,Bowl,Japan,5
1767,Mama,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,4
1766,Paldo,Bulnak Boeummyun King Noodle,Bowl,South Korea,3.5
1765,Nissin,Cup Noodles Ramen Noodles With Shrimp (New Package),Cup,United States,3.5
1764,Pirkka,Nuudeli Tom Yum Katkarapu,Pack,Finland,3.75
1763,Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5
1762,Mom's Dry Noodle,Sesame & Pepper,Pack,Taiwan,4
1761,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,United States,1
1760,New Touch,Homestyle Tonjiru,Bowl,Japan,4.5
1759,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4
1758,Vit's,Duck Instant Noodles,Pack,Malaysia,3.5
1757,iMee,Instant Noodles Beef Flavour,Pack,Netherlands,3.25
