spec_name,acc_genus,acc_species,palm_tribe,palm_subfamily,climbing,acaulescent,erect,stem_solitary,stem_armed,leaves_armed,max_stem_height_m,max_stem_dia_cm,understorey_canopy,max_leaf_number,max__blade__length_m,max__rachis__length_m,max__petiole_length_m,average_fruit_length_cm,min_fruit_length_cm,max_fruit_length_cm,average_fruit_width_cm,min_fruit_width_cm,max_fruit_width_cm,fruit_size_categorical,fruit_shape,fruit_color_description,main_fruit_colors,conspicuousness
Ceroxylon alpinum,Ceroxylon,alpinum,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,21,30,canopy,25,5,2.7,2.4,1.8,NA,NA,1.8,1,2,small,ovoid,orange-red; red at maturity,red,conspicuous
Ceroxylon amazonicum,Ceroxylon,amazonicum,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,12,25,canopy,22,5,2.9,2.2,1.85,NA,NA,1.85,1.7,2,small,ovoid,orange-red; red at maturity,red,conspicuous
Ceroxylon ceriferum,Ceroxylon,ceriferum,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,25,30,canopy,23,NA,3.35,0.95,1.65,NA,NA,1.65,1.5,1.8,small,globose,orange-red,orange; red,conspicuous
Ceroxylon echinulatum,Ceroxylon,echinulatum,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,30,canopy,23,4.2,3.35,0.97,2,NA,NA,2,1,2,small,NA,orange-red,orange; red,conspicuous
Ceroxylon parvifrons,Ceroxylon,parvifrons,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,35,canopy,17,3.6,2.7,NA,2,NA,NA,2,1.5,2.5,small,NA,orange-red to bright red,orange; red,conspicuous
Ceroxylon parvum,Ceroxylon,parvum,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,10,17,canopy,20,2.5,1.68,0.94,1.5,NA,NA,1.5,1.2,2,small,ovoid,orange-red,orange; red,conspicuous
Ceroxylon peruvianum,Ceroxylon,peruvianum,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,12,26,canopy,21,NA,3.62,0.6,2.15,2,2.3,2.1,2,2.2,small,globose,green to red,green; red,conspicuous
Ceroxylon pityrophyllum,Ceroxylon,pityrophyllum,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,22,40,canopy,25,NA,2.9,1.05,1.9,NA,NA,1.7,NA,NA,small,globose,orange-red,orange; red,conspicuous
Ceroxylon quindiuense,Ceroxylon,quindiuense,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,61,40,canopy,30,6.2,5.4,0.92,1.8,NA,NA,1.8,1.7,1.9,small,ovoid,orange-red to bright red,orange; red,conspicuous
Ceroxylon sasaimae,Ceroxylon,sasaimae,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,30,canopy,15,3.15,3,NA,1.65,NA,NA,1.65,1.5,1.8,small,pyramidal,orange-red,orange; red,conspicuous
Ceroxylon ventricosum,Ceroxylon,ventricosum,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,35,60,canopy,20,3.93,3.34,0.64,1.65,NA,NA,1.65,1,1.8,small,globose,orange-red,orange; red,conspicuous
Ceroxylon vogelianum,Ceroxylon,vogelianum,Ceroxyleae,Ceroxyloideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,17,25,canopy,18,4,2.7,1.35,1.65,NA,NA,1.65,1.3,1.8,small,globose,red to orange-red; bluish green; often becomming dull orange just before droppping,red; orange; green,conspicuous
Chamaedorea adscendens,Chamaedorea,adscendens,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2.5,2,understorey,7,0.4,0.16,0.26,0.8,NA,NA,0.8,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea allenii,Chamaedorea,allenii,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,2,understorey,6,0.7,0.45,0.4,1.425,1.35,1.5,1,0.7,1.3,small,globose,orange ripening black,black,cryptic
Chamaedorea alternans,Chamaedorea,alternans,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,6,4,canopy,5,2,1.5,0.55,2,NA,NA,1,NA,NA,small,NA,black,black,cryptic
Chamaedorea amabilis,Chamaedorea,amabilis,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,1,understorey,5,0.5,0.2,0.33,1.2,NA,NA,0.9,NA,NA,small,ovoid,black; glossy,black,cryptic
Chamaedorea anemophila,Chamaedorea,anemophila,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,1.3,understorey,6,0.3,0.3,NA,1.1,NA,NA,0.7,NA,NA,small,NA,black,black,cryptic
Chamaedorea angustisecta,Chamaedorea,angustisecta,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,3,understorey,8,2.56,1.56,0.95,1.55,1.3,1.8,0.65,0.5,0.8,small,globose,black,black,cryptic
Chamaedorea arenbergiana,Chamaedorea,arenbergiana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,3,understorey,6,2,1.25,0.8,1.2,NA,NA,1.9,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea atrovirens,Chamaedorea,atrovirens,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,1.5,understorey,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,red?,red,conspicuous
Chamaedorea benziei,Chamaedorea,benziei,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,5,3.5,understorey,6,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,black,black,cryptic
Chamaedorea binderi,Chamaedorea,binderi,Chamaedoreeae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0.5,NA,understorey,4,0.28,0.28,NA,0.7,NA,NA,0.7,0.6,0.8,small,pyramidal,black,black,cryptic
Chamaedorea brachyclada,Chamaedorea,brachyclada,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0,3,understorey,5,2,NA,NA,0.4,NA,NA,0.4,0.3,0.5,small,ovoid,black,black,cryptic
Chamaedorea brachypoda,Chamaedorea,brachypoda,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2.5,0.7,understorey,8,0.3,0.12,0.2,0.75,0.5,1,NA,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea carchensis,Chamaedorea,carchensis,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,5,5,understorey,6,2.7,1.7,NA,1,NA,NA,0.9,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea castillo-montii,Chamaedorea,castillo-montii,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.5,2.5,understorey,15,NA,NA,NA,1.3,NA,NA,0.7,NA,NA,small,NA,black,black,cryptic
Chamaedorea cataractarum,Chamaedorea,cataractarum,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2,4,understorey,5,2,1,NA,1,NA,NA,0.7,0.6,0.8,small,globose,black,black,cryptic
Chamaedorea christinae,Chamaedorea,christinae,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,2.5,understorey,5,1.3,1.3,NA,1.5,NA,NA,1,NA,NA,small,globose,green (immature); possibly black,black,cryptic
Chamaedorea correae,Chamaedorea,correae,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,1,understorey,5,0.25,0.15,NA,0.65,0.5,0.8,NA,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea costaricana,Chamaedorea,costaricana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,8,6,canopy,6,2,1.25,0.8,1.25,1.2,1.3,0.85,0.7,1,small,globose,black or purplish black,black,cryptic
Chamaedorea crucensis,Chamaedorea,crucensis,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,2,understorey,5,0.8,0.8,0.22,1.3,NA,NA,0.9,NA,NA,small,ovoid,ripen through red to black,red; black,conspicuous
Chamaedorea dammeriana,Chamaedorea,dammeriana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,0.8,understorey,15,0.5,0.3,0.22,1.15,0.8,1.5,0.75,0.5,1,small,NA,black,black,cryptic
Chamaedorea deckeriana,Chamaedorea,deckeriana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,3,understorey,5,0.7,0.35,0.4,1.25,1,1.5,0.75,0.5,1,small,NA,red-orange ripening black,black,cryptic
Chamaedorea deneversiana,Chamaedorea,deneversiana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,1.6,understorey,4,1.05,0.6,0.6,0.75,1,1.5,0.55,0.5,0.6,small,ovoid,black,black,cryptic
Chamaedorea elatior,Chamaedorea,elatior,Chamaedoreeae,Arecoideae,both,acaulescent,both,both,armed,armed,20,2,canopy,15,3.3,3,0.33,1.5,NA,NA,0.95,0.8,1.1,small,ovoid,black,black,cryptic
Chamaedorea elegans,Chamaedorea,elegans,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,2,understorey,8,1,0.6,0.45,0.55,0.4,0.7,0.55,0.4,0.7,small,ovoid,black,black,cryptic
Chamaedorea ernesti-augusti,Chamaedorea,ernesti-augusti,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,1.5,understorey,8,0.5,0.25,0.28,1.25,1,1.5,0.9,0.8,1,small,ovoid,black,black,cryptic
Chamaedorea falcifera,Chamaedorea,falcifera,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,6,0.7,canopy,5,0.25,0.25,NA,1.4,NA,NA,0.4,NA,NA,small,NA,orange to red,orange; red,conspicuous
Chamaedorea foveata,Chamaedorea,foveata,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2.5,3,understorey,5,1.25,0.6,0.7,NA,NA,NA,NA,NA,NA,NA,globose,black,black,cryptic
Chamaedorea fractiflexa,Chamaedorea,fractiflexa,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,0.8,understorey,8,0.25,0.2,0.07,0.75,NA,NA,0.75,0.7,0.8,small,NA,black,black,cryptic
Chamaedorea fragrans,Chamaedorea,fragrans,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,4,1.5,understorey,7,0.5,0.2,0.33,1.2,NA,NA,0.6,NA,NA,small,elongate,black; lustrous,black,cryptic
Chamaedorea frondosa,Chamaedorea,frondosa,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.7,1.5,understorey,20,0.42,0.32,0.12,0.55,NA,NA,0.55,0.5,0.6,small,globose,black,black,cryptic
Chamaedorea geonomiformis,Chamaedorea,geonomiformis,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,1,understorey,10,0.65,0.22,0.48,0.9,NA,NA,0.9,0.6,1.2,small,globose,black; bluish-black,black,cryptic
Chamaedorea glaucifolia,Chamaedorea,glaucifolia,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,3.5,understorey,5,2.4,2,0.45,0.8,NA,NA,0.85,0.7,1,small,globose,black,black,cryptic
Chamaedorea graminifolia,Chamaedorea,graminifolia,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,3,3,understorey,6,1.5,1.1,0.45,0.8,NA,NA,0.8,0.6,1,small,ovoid,black,black,cryptic
Chamaedorea guntheriana,Chamaedorea,guntheriana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,0.7,understorey,5,0.21,0.12,0.11,0.6,NA,NA,0.6,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea hodelii,Chamaedorea,hodelii,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,2,understorey,6,NA,0.54,0.47,1.05,1,1.1,0.9,0.8,1,small,NA,dark purple or black,purple; black,cryptic
Chamaedorea hooperiana,Chamaedorea,hooperiana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,4,2.5,understorey,7,1.35,1,0.4,0.75,NA,NA,0.75,0.7,0.8,small,NA,black,black,cryptic
Chamaedorea ibarrae,Chamaedorea,ibarrae,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.3,1,understorey,NA,2,0.5,NA,0.9,0.8,1,0.6,0.5,0.7,small,NA,black,black,cryptic
Chamaedorea incrustata,Chamaedorea,incrustata,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,6,3,canopy,5,0.85,0.85,NA,0.9,NA,NA,0.5,NA,NA,small,globose,green (immature); possibly black,black,cryptic
Chamaedorea keelerorum,Chamaedorea,keelerorum,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,2.5,understorey,4,0.7,0.7,NA,0.9,0.8,1,0.7,0.6,0.8,small,globose,black,black,cryptic
Chamaedorea klotzschiana,Chamaedorea,klotzschiana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,3,understorey,6,1.4,1,0.45,1.05,0.9,1.2,0.8,0.7,0.9,small,ovoid,black,black,cryptic
Chamaedorea lehmannii,Chamaedorea,lehmannii,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,2,understorey,7,0.65,0.45,0.22,0.65,NA,NA,0.65,0.6,0.7,small,globose,black,black,cryptic
Chamaedorea liebmannii,Chamaedorea,liebmannii,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,2,understorey,9,0.72,0.45,0.3,1,NA,NA,1,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea linearis,Chamaedorea,linearis,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,10,8,canopy,8,3.8,2.3,1.55,1.65,NA,NA,1.65,0.8,2.5,small,ovoid,orange to deep red,orange; red,conspicuous
Chamaedorea lucidifrons,Chamaedorea,lucidifrons,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,3,understorey,5,1.1,0.65,0.5,0.55,0.5,0.6,0.45,0.4,0.5,small,globose,orange; black,orange; black,conspicuous
Chamaedorea macrospadix,Chamaedorea,macrospadix,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,2.5,understorey,7,1.25,0.6,0.7,0.85,0.7,1,0.7,0.6,0.8,small,globose,black,black,cryptic
Chamaedorea matae,Chamaedorea,matae,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,2,understorey,7,0.7,0.7,NA,0.75,0.7,0.8,0.55,0.5,0.6,small,NA,black,black,cryptic
Chamaedorea metallica,Chamaedorea,metallica,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,1.5,understorey,16,0.36,0.32,0.06,1.1,1,1.2,0.85,0.8,0.9,small,ovoid,black,black,cryptic
Chamaedorea microphylla,Chamaedorea,microphylla,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,1.5,understorey,5,0.35,0.25,0.12,0.6,NA,NA,0.4,NA,NA,small,NA,black,black,cryptic
Chamaedorea microspadix,Chamaedorea,microspadix,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,3,1,understorey,NA,0.75,0.5,0.28,1,NA,NA,1,NA,NA,small,NA,orange-red or red,orange; red,conspicuous
Chamaedorea moliniana,Chamaedorea,moliniana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,1.75,understorey,5,0.65,0.65,NA,1,NA,NA,1,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea nationsiana,Chamaedorea,nationsiana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2.5,3,understorey,6,1.75,1,0.8,1.25,NA,NA,1.25,1,1.5,small,NA,black,black,cryptic
Chamaedorea neurochlamys,Chamaedorea,neurochlamys,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4.5,2.5,understorey,5,0.94,0.65,0.32,1,NA,NA,0.5,NA,NA,small,NA,yellow to bright orange-red ageing to brown,yellow; orange; red; brown,conspicuous
Chamaedorea nubium,Chamaedorea,nubium,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,3,1,understorey,7,0.58,0.45,0.15,1.2,1,1.4,1.1,NA,NA,small,elongate,black,black,cryptic
Chamaedorea oblongata,Chamaedorea,oblongata,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,2.5,understorey,8,0.99,0.6,0.44,1.1,0.8,1.4,0.7,0.6,0.8,small,ovoid,black; shiny,black,cryptic
Chamaedorea oreophila,Chamaedorea,oreophila,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,2,understorey,13,1.15,0.8,0.4,0.95,0.6,1.3,0.6,0.4,0.8,small,globose,red; ripens green to yellow and red,yellow; red,conspicuous
Chamaedorea pachecoana,Chamaedorea,pachecoana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.3,1,understorey,12,0.4,0.2,0.22,1,NA,NA,0.7,0.6,0.8,small,ovoid,black,black,cryptic
Chamaedorea palmeriana,Chamaedorea,palmeriana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,1,understorey,7,0.4,0.25,0.17,1.2,NA,NA,0.9,0.8,1,small,elongate,black,black,cryptic
Chamaedorea parvifolia,Chamaedorea,parvifolia,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,1.5,understorey,8,0.38,0.23,0.17,NA,NA,NA,NA,NA,NA,NA,globose,black,black,cryptic
Chamaedorea parvisecta,Chamaedorea,parvisecta,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,0.7,understorey,5,0.7,0.4,0.33,1,NA,NA,0.9,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea pauciflora,Chamaedorea,pauciflora,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,2,understorey,9,1.25,0.64,0.66,1.35,1,1.5,0.65,0.5,0.8,small,ovoid,black,black,cryptic
Chamaedorea pedunculata,Chamaedorea,pedunculata,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,2.5,understorey,6,1,1,NA,0.75,NA,NA,0.75,0.7,0.8,small,ovoid,black,black,cryptic
Chamaedorea pinnatifrons,Chamaedorea,pinnatifrons,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4.5,3,understorey,10,1.5,0.75,0.8,1.25,0.5,2,0.45,0.4,1.8,small,NA,green to orange or red; ripening black,black,cryptic
Chamaedorea piscifolia,Chamaedorea,piscifolia,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1.5,0.6,understorey,14,0.26,0.19,0.09,1.2,NA,NA,0.8,NA,NA,small,globose,black,black,cryptic
Chamaedorea pittieri,Chamaedorea,pittieri,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,2,understorey,9,0.55,0.4,0.17,1,NA,NA,0.6,NA,NA,small,globose,black,black,cryptic
Chamaedorea plumosa,Chamaedorea,plumosa,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,6.5,understorey,9,1.35,1,0.4,1.1,NA,NA,1.1,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea pochutlensis,Chamaedorea,pochutlensis,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,5,3,understorey,5,1.3,1,0.33,1.35,1.2,1.5,0.9,0.8,1,small,globose,black,black,cryptic
Chamaedorea ponderosa,Chamaedorea,ponderosa,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,2.5,understorey,NA,0.75,0.5,0.28,0.8,NA,NA,0.7,NA,NA,small,ovoid,orange,orange,conspicuous
Chamaedorea pumila,Chamaedorea,pumila,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.5,2,understorey,15,0.4,0.15,0.28,0.8,0.6,1,0.8,0.6,1,small,NA,black; purple-black,black,cryptic
Chamaedorea pygmaea,Chamaedorea,pygmaea,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.75,2,understorey,8,0.41,0.16,0.28,0.7,0.6,0.8,0.7,0.6,0.8,small,ovoid,black,black,cryptic
Chamaedorea queroana,Chamaedorea,queroana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,3,understorey,5,1.1,0.4,0.75,1.4,NA,NA,0.75,0.7,0.8,small,NA,black,black,cryptic
Chamaedorea radicalis,Chamaedorea,radicalis,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,3,understorey,8,1.2,0.9,0.33,1.2,NA,NA,0.9,NA,NA,small,globose,reddish,red,conspicuous
Chamaedorea recurvata,Chamaedorea,recurvata,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2.5,1,understorey,4,0.35,0.35,NA,0.775,0.75,0.8,NA,NA,NA,small,globose,NA,NA,NA
Chamaedorea rhizomatosa,Chamaedorea,rhizomatosa,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2.5,0.9,understorey,6,0.55,0.35,0.22,NA,NA,NA,NA,NA,NA,NA,globose,NA,NA,NA
Chamaedorea ricardoi,Chamaedorea,ricardoi,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,8,3,canopy,10,0.84,0.84,NA,2.15,1.8,2.5,0.9,0.6,0.9,small,NA,black,black,cryptic
Chamaedorea rigida,Chamaedorea,rigida,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,1.5,understorey,15,0.45,0.2,0.28,0.75,NA,NA,0.75,0.7,0.8,small,ovoid,black,black,cryptic
Chamaedorea robertii,Chamaedorea,robertii,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.5,5,understorey,7,0.5,0.2,0.33,0.7,NA,NA,0.7,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea rojasiana,Chamaedorea,rojasiana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,1,understorey,6,0.23,0.18,0.07,0.8,0.7,0.9,0.9,0.7,1.1,small,elongate,orange at first then maturing purple-black,purple; black,cryptic
Chamaedorea rosibeliae,Chamaedorea,rosibeliae,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,0.6,NA,6,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamaedorea rossteniorum,Chamaedorea,rossteniorum,Chamaedoreeae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0.5,3,understorey,8,1.1,0.7,0.45,1.4,NA,NA,0.9,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea sartorii,Chamaedorea,sartorii,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,1.6,understorey,6,0.95,0.5,0.5,1.05,0.9,1.2,0.75,0.7,0.8,small,ovoid,black,black,cryptic
Chamaedorea scheryi,Chamaedorea,scheryi,Chamaedoreeae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,1.5,3,understorey,6,1.45,1,0.5,0.6,NA,NA,0.6,0.5,0.7,small,NA,black,black,cryptic
Chamaedorea schiedeana,Chamaedorea,schiedeana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,3,understorey,5,1.05,0.7,0.4,0.75,NA,NA,0.75,0.6,0.9,small,NA,black,black,cryptic
Chamaedorea schippii,Chamaedorea,schippii,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,3,3,understorey,6,1.5,1.1,0.45,0.8,NA,NA,0.8,0.6,1,small,ovoid,black,black,cryptic
Chamaedorea seifrizii,Chamaedorea,seifrizii,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,0.25,2,understorey,5,0.63,0.45,0.2,0.8,NA,NA,0.8,NA,NA,small,NA,greenish-black to black,black,cryptic
Chamaedorea serpens,Chamaedorea,serpens,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,1.5,1,understorey,5,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,globose,NA,NA,NA
Chamaedorea simplex,Chamaedorea,simplex,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,1.2,understorey,6,0.19,0.05,0.16,1.05,0.9,1.2,0.825,0.75,0.9,small,ovoid,black; shining,black,cryptic
Chamaedorea skutchii,Chamaedorea,skutchii,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2.5,1.2,understorey,5,0.27,0.27,NA,1,NA,NA,0.8,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea smithii,Chamaedorea,smithii,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,NA,understorey,NA,0.75,0.29,0.51,0.9,NA,NA,0.9,0.8,1,small,ovoid,red,red,conspicuous
Chamaedorea stenocarpa,Chamaedorea,stenocarpa,Chamaedoreeae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,2,understorey,5,0.4,0.27,0.15,0.7,NA,NA,0.7,0.6,0.8,small,NA,shiny black,black,cryptic
Chamaedorea stolonifera,Chamaedorea,stolonifera,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2,0.8,understorey,8,0.3,0.1,0.22,0.8,NA,NA,0.8,0.7,0.9,small,ovoid,black,black,cryptic
Chamaedorea stricta,Chamaedorea,stricta,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1.5,3,understorey,7,1.15,0.55,0.65,0.8,NA,NA,0.8,NA,NA,small,ovoid,black,black,cryptic
Chamaedorea subjectifolia,Chamaedorea,subjectifolia,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3.5,2.5,understorey,8,0.32,0.32,NA,0.9,NA,NA,0.6,NA,NA,small,ovoid,NA,NA,NA
