disease,state,year,weeks_reporting,count,population
Measles,Rhode Island,1961,45,6573,868324
Measles,Rhode Island,1962,46,3301,877859
Measles,Rhode Island,1963,47,1223,887842
Measles,Rhode Island,1964,50,2472,898009
Measles,Rhode Island,1965,52,3972,908087
Measles,Rhode Island,1966,51,88,917788
Measles,Rhode Island,1967,51,62,926815
Measles,Rhode Island,1968,48,67,934857
Measles,Rhode Island,1969,44,27,941600
Measles,Rhode Island,1970,49,110,946725
Measles,Rhode Island,1971,48,241,950018
Measles,Rhode Island,1972,50,510,951693
Measles,Rhode Island,1973,50,647,952081
Measles,Rhode Island,1974,47,62,951518
Measles,Rhode Island,1975,45,5,950344
Measles,Rhode Island,1976,49,21,948899
Measles,Rhode Island,1977,41,64,947522
Measles,Rhode Island,1978,41,8,946548
Measles,Rhode Island,1979,47,103,946313
Measles,Rhode Island,1980,49,2,947154
Measles,Rhode Island,1981,0,0,949324
Measles,Rhode Island,1982,0,0,952732
Measles,Rhode Island,1983,0,0,957207
Measles,Rhode Island,1984,0,0,962573
Measles,Rhode Island,1985,0,0,968656
Measles,Rhode Island,1986,36,2,975280
Measles,Rhode Island,1987,29,2,982261
Measles,Rhode Island,1988,0,0,989415
Measles,Rhode Island,1989,44,39,996548
Measles,Rhode Island,1990,41,30,1003464
Measles,Rhode Island,1991,31,4,1009992
Measles,Rhode Island,1992,26,23,1016091
Measles,Rhode Island,1993,10,1,1021749
Measles,Rhode Island,1994,40,7,1026958
Measles,Rhode Island,1995,48,5,1031708
Measles,Rhode Island,1996,0,0,1035992
Measles,Rhode Island,1997,1,5,1039802
Measles,Rhode Island,1998,0,0,1043130
Measles,Rhode Island,1999,0,0,1045971
Measles,Rhode Island,2000,0,0,1048319
Measles,Rhode Island,2001,0,0,1050177
Measles,Rhode Island,2002,0,0,1051584
Measles,Rhode Island,2003,0,0,1052590
Measles,South Carolina,1928,43,19798,1725482
Measles,South Carolina,1929,25,211,1731262
Measles,South Carolina,1930,7,252,1738765
Measles,South Carolina,1931,50,3330,1748374
Measles,South Carolina,1932,52,3192,1760000
Measles,South Carolina,1933,52,6319,1773435
Measles,South Carolina,1934,52,11222,1788467
Measles,South Carolina,1935,45,818,1804885
Measles,South Carolina,1936,46,859,1822468
Measles,South Carolina,1937,47,1787,1840992
Measles,South Carolina,1938,52,6853,1860221
Measles,South Carolina,1939,51,1134,1879910
Measles,South Carolina,1940,48,618,1899804
Measles,South Carolina,1941,48,9457,1919702
Measles,South Carolina,1942,50,4381,1939658
Measles,South Carolina,1943,47,3025,1959791
Measles,South Carolina,1944,47,7067,1980229
Measles,South Carolina,1945,48,1528,2001103
Measles,South Carolina,1946,47,6936,2022551
Measles,South Carolina,1947,50,3225,2044714
Measles,South Carolina,1948,43,2409,2067743
Measles,South Carolina,1949,51,9193,2091793
Measles,South Carolina,1950,45,1915,2117027
Measles,South Carolina,1951,47,743,2143533
Measles,South Carolina,1952,48,1786,2171063
Measles,South Carolina,1953,44,1949,2199271
Measles,South Carolina,1954,46,5546,2227791
Measles,South Carolina,1955,49,1173,2256238
Measles,South Carolina,1956,52,8576,2284208
Measles,South Carolina,1957,50,5644,2311278
Measles,South Carolina,1958,42,10879,2337005
Measles,South Carolina,1959,40,1946,2360934
Measles,South Carolina,1960,45,1284,2382594
Measles,South Carolina,1961,50,3292,2401718
Measles,South Carolina,1962,45,930,2418891
Measles,South Carolina,1963,48,2356,2434940
Measles,South Carolina,1964,47,4001,2450715
Measles,South Carolina,1965,52,1262,2467090
Measles,South Carolina,1966,50,663,2484962
Measles,South Carolina,1967,51,517,2505256
Measles,South Carolina,1968,49,38,2528934
Measles,South Carolina,1969,51,136,2556998
Measles,South Carolina,1970,50,638,2590516
Measles,South Carolina,1971,49,892,2630285
Measles,South Carolina,1972,49,211,2675776
Measles,South Carolina,1973,49,79,2726085
Measles,South Carolina,1974,49,58,2780252
Measles,South Carolina,1975,16,17,2837244
Measles,South Carolina,1976,47,5,2895937
Measles,South Carolina,1977,44,101,2955112
Measles,South Carolina,1978,50,200,3013449
Measles,South Carolina,1979,43,105,3069523
Measles,South Carolina,1980,44,160,3121820
Measles,South Carolina,1981,14,0,3169128
Measles,South Carolina,1982,0,0,3211758
Measles,South Carolina,1983,0,0,3250471
Measles,South Carolina,1984,0,0,3286086
Measles,South Carolina,1985,1,1,3319478
Measles,South Carolina,1986,42,255,3351569
Measles,South Carolina,1987,23,2,3383318
Measles,South Carolina,1988,0,0,3415724
Measles,South Carolina,1989,21,18,3449826
Measles,South Carolina,1990,39,4,3486703
Measles,South Carolina,1991,42,13,3527239
Measles,South Carolina,1992,32,29,3571367
Measles,South Carolina,1993,0,0,3618770
Measles,South Carolina,1994,0,0,3669116
Measles,South Carolina,1995,0,0,3722058
Measles,South Carolina,1996,0,0,3777228
Measles,South Carolina,1997,22,2,3834238
Measles,South Carolina,1998,0,0,3892671
Measles,South Carolina,1999,0,0,3952085
Measles,South Carolina,2000,0,0,4012012
Measles,South Carolina,2001,0,0,4072049
Measles,South Carolina,2002,0,0,4132165
Measles,South Carolina,2003,0,0,4192431
Measles,South Dakota,1928,45,1097,687649
Measles,South Dakota,1929,47,1158,691258
Measles,South Dakota,1930,44,2400,692849
Measles,South Dakota,1931,50,1474,692136
Measles,South Dakota,1932,39,667,689387
Measles,South Dakota,1933,45,2064,685014
Measles,South Dakota,1934,51,9370,679438
Measles,South Dakota,1935,43,1127,673071
Measles,South Dakota,1936,39,224,666315
Measles,South Dakota,1937,25,65,659559
Measles,South Dakota,1938,21,1379,653177
Measles,South Dakota,1939,51,7572,647529
Measles,South Dakota,1940,48,1631,642961
Measles,South Dakota,1941,48,377,639735
Measles,South Dakota,1942,50,844,637786
Measles,South Dakota,1943,47,2979,636978
Measles,South Dakota,1944,47,1463,637179
Measles,South Dakota,1945,49,584,638265
Measles,South Dakota,1946,44,1116,640115
Measles,South Dakota,1947,50,1312,642608
Measles,South Dakota,1948,40,859,645624
Measles,South Dakota,1949,48,993,649042
Measles,South Dakota,1950,45,672,652740
Measles,South Dakota,1951,49,699,656597
Measles,South Dakota,1952,45,755,660505
Measles,South Dakota,1953,37,446,664360
Measles,South Dakota,1954,46,809,668052
Measles,South Dakota,1955,42,422,671471
Measles,South Dakota,1956,41,581,674506
Measles,South Dakota,1957,36,543,677041
Measles,South Dakota,1958,31,121,678964
Measles,South Dakota,1959,28,861,680159
Measles,South Dakota,1960,12,120,680514
Measles,South Dakota,1961,28,151,679970
Measles,South Dakota,1962,38,453,678678
Measles,South Dakota,1963,22,89,676841
Measles,South Dakota,1964,20,69,674663
Measles,South Dakota,1965,52,116,672343
Measles,South Dakota,1966,49,40,670081
Measles,South Dakota,1967,50,58,668073
Measles,South Dakota,1968,51,4,666513
Measles,South Dakota,1969,32,51,665593
Measles,South Dakota,1970,45,106,665507
Measles,South Dakota,1971,48,212,666387
Measles,South Dakota,1972,48,12,668116
Measles,South Dakota,1973,7,3,670515
Measles,South Dakota,1974,47,28,673407
Measles,South Dakota,1975,51,356,676610
Measles,South Dakota,1976,41,5,679942
Measles,South Dakota,1977,45,73,683215
Measles,South Dakota,1978,0,0,686240
Measles,South Dakota,1979,44,2,688823
Measles,South Dakota,1980,0,0,690768
Measles,South Dakota,1981,0,0,691942
Measles,South Dakota,1982,0,0,692468
Measles,South Dakota,1983,0,0,692533
Measles,South Dakota,1984,0,0,692326
Measles,South Dakota,1985,0,0,692038
Measles,South Dakota,1986,0,0,691857
Measles,South Dakota,1987,0,0,691972
Measles,South Dakota,1988,0,0,692574
Measles,South Dakota,1989,0,0,693853
Measles,South Dakota,1990,33,16,696004
Measles,South Dakota,1991,0,0,699170
Measles,South Dakota,1992,0,0,703282
Measles,South Dakota,1993,0,0,708215
Measles,South Dakota,1994,0,0,713843
Measles,South Dakota,1995,0,0,720041
Measles,South Dakota,1996,0,0,726678
Measles,South Dakota,1997,36,9,733619
Measles,South Dakota,1998,0,0,740725
Measles,South Dakota,1999,0,0,747850
Measles,South Dakota,2000,0,0,754844
Measles,South Dakota,2001,0,0,761582
Measles,South Dakota,2002,0,0,768060
Measles,South Dakota,2003,0,0,774306
Measles,Tennessee,1928,43,8276,2556451
Measles,Tennessee,1929,51,860,2586671
Measles,Tennessee,1930,51,4712,2616556
Measles,Tennessee,1931,51,3581,2645862
Measles,Tennessee,1932,47,1870,2674701
Measles,Tennessee,1933,52,3667,2703283
Measles,Tennessee,1934,52,18036,2731827
Measles,Tennessee,1935,46,1436,2760562
Measles,Tennessee,1936,48,1400,2789728
Measles,Tennessee,1937,49,2974,2819573
Measles,Tennessee,1938,52,11391,2850358
Measles,Tennessee,1939,51,3118,2882353
Measles,Tennessee,1940,48,2797,2915841
Measles,Tennessee,1941,48,8269,2951018
Measles,Tennessee,1942,50,3127,2987674
Measles,Tennessee,1943,47,5796,3025489
Measles,Tennessee,1944,47,5290,3064120
Measles,Tennessee,1945,48,1897,3103211
Measles,Tennessee,1946,52,4626,3142386
Measles,Tennessee,1947,49,1931,3181247
Measles,Tennessee,1948,44,4102,3219381
Measles,Tennessee,1949,52,8179,3256355
Measles,Tennessee,1950,49,3452,3291718
Measles,Tennessee,1951,49,2719,3325115
Measles,Tennessee,1952,49,6725,3356627
Measles,Tennessee,1953,49,2814,3386451
Measles,Tennessee,1954,52,13987,3414802
Measles,Tennessee,1955,49,5876,3441902
Measles,Tennessee,1956,52,21071,3467984
Measles,Tennessee,1957,51,15659,3493289
Measles,Tennessee,1958,49,27544,3518068
Measles,Tennessee,1959,48,9720,3542580
Measles,Tennessee,1960,52,19158,3567089
Measles,Tennessee,1961,50,14600,3591913
Measles,Tennessee,1962,52,24474,3617553
Measles,Tennessee,1963,48,6825,3644569
Measles,Tennessee,1964,51,23734,3673536
Measles,Tennessee,1965,52,9043,3705053
Measles,Tennessee,1966,51,12718,3739738
Measles,Tennessee,1967,52,2068,3778242
Measles,Tennessee,1968,52,65,3821245
Measles,Tennessee,1969,50,19,3869470
Measles,Tennessee,1970,50,546,3923687
Measles,Tennessee,1971,50,1013,3984366
Measles,Tennessee,1972,49,195,4050556
Measles,Tennessee,1973,49,165,4120877
Measles,Tennessee,1974,37,56,4193856
Measles,Tennessee,1975,51,178,4267912
Measles,Tennessee,1976,49,212,4341349
Measles,Tennessee,1977,48,707,4412355
Measles,Tennessee,1978,52,1016,4479008
Measles,Tennessee,1979,50,80,4539293
Measles,Tennessee,1980,47,179,4591120
Measles,Tennessee,1981,27,4,4633030
Measles,Tennessee,1982,51,6,4666274
Measles,Tennessee,1983,1,1,4692880
Measles,Tennessee,1984,0,0,4714961
Measles,Tennessee,1985,0,0,4734690
Measles,Tennessee,1986,35,58,4754285
Measles,Tennessee,1987,0,0,4776001
Measles,Tennessee,1988,12,1,4802137
Measles,Tennessee,1989,36,139,4835051
Measles,Tennessee,1990,44,96,4877185
Measles,Tennessee,1991,35,10,4930426
Measles,Tennessee,1992,0,0,4994036
Measles,Tennessee,1993,2,0,5066591
Measles,Tennessee,1994,44,27,5146619
Measles,Tennessee,1995,0,0,5232571
Measles,Tennessee,1996,17,2,5322798
Measles,Tennessee,1997,1,3,5415540
Measles,Tennessee,1998,15,0,5508905
Measles,Tennessee,1999,0,0,5600871
Measles,Tennessee,2000,0,0,5689283
Measles,Tennessee,2001,0,0,5772329
Measles,Tennessee,2002,0,0,5849996
Measles,Tennessee,2003,0,0,5922777
Measles,Texas,1928,49,5524,5616818
Measles,Texas,1929,52,4107,5726488
Measles,Texas,1930,51,4275,5824715
Measles,Texas,1931,44,2336,5909149
Measles,Texas,1932,48,4564,5981038
Measles,Texas,1933,52,21734,6042719
Measles,Texas,1934,52,29699,6096708
Measles,Texas,1935,50,3923,6145658
Measles,Texas,1936,49,7776,6192333
Measles,Texas,1937,51,14694,6239589
Measles,Texas,1938,52,6011,6290372
Measles,Texas,1939,51,7380,6347728
Measles,Texas,1940,48,16060,6414824
Measles,Texas,1941,47,20305,6494322
Measles,Texas,1942,50,34717,6586352
Measles,Texas,1943,47,16370,6690408
Measles,Texas,1944,47,37283,6805995
Measles,Texas,1945,48,12892,6932606
Measles,Texas,1946,52,29521,7069715
Measles,Texas,1947,50,8090,7216764
Measles,Texas,1948,44,44525,7373147
Measles,Texas,1949,52,57133,7538201
Measles,Texas,1950,50,13658,7711194
Measles,Texas,1951,49,65601,7891257
Measles,Texas,1952,48,23560,8077195
Measles,Texas,1953,48,73840,8267630
Measles,Texas,1954,50,75953,8461038
Measles,Texas,1955,49,39466,8655749
Measles,Texas,1956,52,66685,8849938
Measles,Texas,1957,48,42797,9041624
Measles,Texas,1958,50,82299,9228679
Measles,Texas,1959,48,33917,9408830
Measles,Texas,1960,52,49678,9579678
Measles,Texas,1961,51,16111,9739609
Measles,Texas,1962,52,66915,9890620
Measles,Texas,1963,48,16697,10035820
Measles,Texas,1964,37,39353,10178544
Measles,Texas,1965,52,29509,10322334
Measles,Texas,1966,51,25178,10470937
Measles,Texas,1967,52,13283,10628322
Measles,Texas,1968,52,5146,10798697
Measles,Texas,1969,51,4957,10986554
Measles,Texas,1970,51,8327,11196730
Measles,Texas,1971,51,9101,11433080
Measles,Texas,1972,50,1582,11694123
Measles,Texas,1973,51,500,11976810
Measles,Texas,1974,48,179,12277800
Measles,Texas,1975,50,281,12593389
Measles,Texas,1976,52,262,12919453
Measles,Texas,1977,49,1889,13251403
Measles,Texas,1978,51,1047,13584154
Measles,Texas,1979,52,648,13912114
Measles,Texas,1980,51,197,14229191
Measles,Texas,1981,48,924,14530385
Measles,Texas,1982,46,175,14816758
Measles,Texas,1983,43,37,15091213
Measles,Texas,1984,45,543,15356979
Measles,Texas,1985,44,423,15617586
Measles,Texas,1986,43,372,15876848
Measles,Texas,1987,47,417,16138855
Measles,Texas,1988,39,14,16407975
Measles,Texas,1989,46,3129,16688868
Measles,Texas,1990,43,3898,16986510
Measles,Texas,1991,32,214,17305041
Measles,Texas,1992,32,1002,17644041
Measles,Texas,1993,22,10,18001811
Measles,Texas,1994,41,16,18376501
Measles,Texas,1995,22,13,18766087
Measles,Texas,1996,38,27,19168347
Measles,Texas,1997,39,9,19580842
Measles,Texas,1998,0,0,20000905
Measles,Texas,1999,46,7,20425620
Measles,Texas,2000,0,0,20851820
Measles,Texas,2001,39,0,21276781
Measles,Texas,2002,20,1,21700457
Measles,Texas,2003,0,0,22123555
Measles,Utah,1928,38,85,498717
Measles,Utah,1929,44,350,503528
Measles,Utah,1930,47,5318,507847
Measles,Utah,1931,40,153,511652
Measles,Utah,1932,36,72,515071
Measles,Utah,1933,51,2091,518278
Measles,Utah,1934,51,11405,521449
Measles,Utah,1935,43,264,524767
Measles,Utah,1936,49,621,528418
Measles,Utah,1937,51,2099,532593
Measles,Utah,1938,52,9682,537493
Measles,Utah,1939,50,5445,543325
Measles,Utah,1940,48,7531,550310
Measles,Utah,1941,48,1550,558636
Measles,Utah,1942,50,14888,568306
Measles,Utah,1943,47,7644,579279
Measles,Utah,1944,47,1215,591513
Measles,Utah,1945,48,4410,604968
Measles,Utah,1946,52,7942,619600
Measles,Utah,1947,49,632,635362
Measles,Utah,1948,44,5949,652201
Measles,Utah,1949,51,3533,670057
Measles,Utah,1950,50,6119,688862
Measles,Utah,1951,48,2340,708526
Measles,Utah,1952,49,4727,728898
Measles,Utah,1953,49,5730,749797
Measles,Utah,1954,52,7829,771019
Measles,Utah,1955,48,791,792335
Measles,Utah,1956,51,2299,813491
Measles,Utah,1957,50,14454,834210
Measles,Utah,1958,50,3877,854190
Measles,Utah,1959,45,5837,873110
Measles,Utah,1960,52,4966,890627
Measles,Utah,1961,51,1681,906523
Measles,Utah,1962,51,4125,921125
Measles,Utah,1963,48,3080,934935
Measles,Utah,1964,51,2550,948491
Measles,Utah,1965,52,4422,962366
Measles,Utah,1966,51,688,977165
Measles,Utah,1967,50,385,993534
Measles,Utah,1968,47,21,1012163
Measles,Utah,1969,42,11,1033800
Measles,Utah,1970,45,39,1059273
Measles,Utah,1971,48,341,1089254
Measles,Utah,1972,48,160,1123473
Measles,Utah,1973,42,129,1161369
Measles,Utah,1974,30,15,1202301
Measles,Utah,1975,36,355,1245526
Measles,Utah,1976,52,2197,1290183
Measles,Utah,1977,46,24,1335272
Measles,Utah,1978,46,46,1379653
Measles,Utah,1979,49,22,1422044
Measles,Utah,1980,48,45,1461037
Measles,Utah,1981,0,0,1495481
Measles,Utah,1982,10,3,1525668
Measles,Utah,1983,4,10,1552360
Measles,Utah,1984,52,28,1576418
Measles,Utah,1985,0,0,1598784
Measles,Utah,1986,26,13,1620472
Measles,Utah,1987,0,0,1642554
Measles,Utah,1988,0,0,1666165
Measles,Utah,1989,30,119,1692503
Measles,Utah,1990,31,147,1722850
Measles,Utah,1991,36,220,1758275
Measles,Utah,1992,0,0,1798646
Measles,Utah,1993,0,0,1843507
Measles,Utah,1994,39,153,1892358
Measles,Utah,1995,8,0,1944650
Measles,Utah,1996,32,119,1999766
Measles,Utah,1997,22,1,2057008
Measles,Utah,1998,0,0,2115593
Measles,Utah,1999,27,2,2174640
Measles,Utah,2000,37,3,2233169
Measles,Utah,2001,0,0,2290312
Measles,Utah,2002,4,0,2345993
Measles,Utah,2003,0,0,2400368
Measles,Vermont,1928,48,1199,358599
Measles,Vermont,1929,41,378,359226
Measles,Vermont,1930,42,852,359611
Measles,Vermont,1931,45,1143,359712
Measles,Vermont,1932,46,4103,359580
Measles,Vermont,1933,43,1116,359293
Measles,Vermont,1934,44,1359,358925
Measles,Vermont,1935,51,1390,358551
Measles,Vermont,1936,42,10620,358248
Measles,Vermont,1937,41,1030,358089
Measles,Vermont,1938,48,5886,358149
Measles,Vermont,1939,50,3688,358505
Measles,Vermont,1940,48,880,359231
Measles,Vermont,1941,48,1339,360380
Measles,Vermont,1942,50,3677,361899
Measles,Vermont,1943,47,7600,363711
Measles,Vermont,1944,47,2361,365737
Measles,Vermont,1945,48,568,367895
Measles,Vermont,1946,52,2938,370105
Measles,Vermont,1947,44,4776,372282
Measles,Vermont,1948,40,1462,374340
Measles,Vermont,1949,47,6315,376191
Measles,Vermont,1950,47,597,377747
Measles,Vermont,1951,49,4275,378949
Measles,Vermont,1952,48,5246,379869
Measles,Vermont,1953,46,565,380612
Measles,Vermont,1954,51,2866,381283
Measles,Vermont,1955,46,7106,381989
Measles,Vermont,1956,50,1285,382839
Measles,Vermont,1957,43,2863,383942
Measles,Vermont,1958,47,2087,385407
Measles,Vermont,1959,45,2034,387348
Measles,Vermont,1960,47,3475,389881
Measles,Vermont,1961,44,1154,393098
Measles,Vermont,1962,47,2037,396971
Measles,Vermont,1963,41,1611,401442
Measles,Vermont,1964,49,2381,406453
Measles,Vermont,1965,52,1457,411945
Measles,Vermont,1966,51,327,417855
Measles,Vermont,1967,51,42,424120
Measles,Vermont,1968,47,8,430670
Measles,Vermont,1969,41,3,437433
Measles,Vermont,1970,42,9,444330
Measles,Vermont,1971,46,123,451289
Measles,Vermont,1972,48,80,458274
Measles,Vermont,1973,48,121,465258
Measles,Vermont,1974,39,57,472211
Measles,Vermont,1975,38,74,479102
Measles,Vermont,1976,30,169,485900
Measles,Vermont,1977,47,235,492570
Measles,Vermont,1978,49,53,499077
Measles,Vermont,1979,51,119,505385
Measles,Vermont,1980,50,216,511456
Measles,Vermont,1981,45,2,517263
Measles,Vermont,1982,51,2,522825
Measles,Vermont,1983,0,0,528174
Measles,Vermont,1984,33,4,533345
Measles,Vermont,1985,0,0,538373
Measles,Vermont,1986,0,0,543296
Measles,Vermont,1987,48,22,548155
Measles,Vermont,1988,0,0,552989
Measles,Vermont,1989,37,1,557842
Measles,Vermont,1990,0,0,562758
Measles,Vermont,1991,38,4,567766
Measles,Vermont,1992,0,0,572831
Measles,Vermont,1993,48,31,577902
Measles,Vermont,1994,25,1,582926
Measles,Vermont,1995,0,0,587845
Measles,Vermont,1996,42,1,592604
Measles,Vermont,1997,1,59,597142
Measles,Vermont,1998,20,0,601400
Measles,Vermont,1999,0,0,605316
Measles,Vermont,2000,28,1,608827
Measles,Vermont,2001,44,1,611887
Measles,Vermont,2002,0,0,614522
Measles,Vermont,2003,0,0,616773
Measles,Virginia,1928,0,0,2401199
Measles,Virginia,1929,0,0,2410933
Measles,Virginia,1930,0,0,2421851
Measles,Virginia,1931,0,0,2434415
Measles,Virginia,1932,27,1309,2448960
Measles,Virginia,1933,52,8656,2465798
Measles,Virginia,1934,52,28795,2485254
Measles,Virginia,1935,52,18329,2507671
Measles,Virginia,1936,49,3263,2533410
Measles,Virginia,1937,50,8739,2562857
Measles,Virginia,1938,52,12557,2596428
Measles,Virginia,1939,51,10529,2634570
Measles,Virginia,1940,48,5550,2677773
Measles,Virginia,1941,48,29558,2726395
Measles,Virginia,1942,50,5398,2780108
Measles,Virginia,1943,47,10684,2838384
Measles,Virginia,1944,47,15444,2900653
Measles,Virginia,1945,48,2058,2966294
Measles,Virginia,1946,52,12393,3034625
Measles,Virginia,1947,50,7753,3104896
Measles,Virginia,1948,44,6135,3176279
Measles,Virginia,1949,52,21377,3247869
Measles,Virginia,1950,51,2832,3318680
Measles,Virginia,1951,49,14035,3387860
Measles,Virginia,1952,48,13200,3455383
Measles,Virginia,1953,49,4943,3521459
Measles,Virginia,1954,52,23945,3586328
