date,weightclass,fighter,rank
2018-04-18,Women's Strawweight,Carla Esparza,6
2018-04-18,Women's Strawweight,Michelle Waterson-Gomez,7
2018-04-18,Women's Strawweight,Felice Herrig,8
2018-04-18,Women's Strawweight,Alexa Grasso,9
2018-04-18,Women's Strawweight,Cortney Casey,10
2018-04-18,Women's Strawweight,Randa Markos,11
2018-04-18,Women's Strawweight,Tatiana Suarez,12
2018-04-18,Women's Strawweight,Joanne Wood,13
2018-04-18,Women's Strawweight,Nina Nunes,14
2018-04-18,Women's Strawweight,Angela Hill,15
2018-04-18,Women's Flyweight,Nicco Montano,0
2018-04-18,Women's Flyweight,Valentina Shevchenko,1
2018-04-18,Women's Flyweight,Sijara Eubanks,2
2018-04-18,Women's Flyweight,Lauren Murphy,3
2018-04-18,Women's Flyweight,Alexis Davis,4
2018-04-18,Women's Flyweight,Roxanne Modafferi,5
2018-04-18,Women's Flyweight,Barb Honchak,6
2018-04-18,Women's Flyweight,Liz Carmouche,7
2018-04-18,Women's Flyweight,Katlyn Cerminara,8
2018-04-18,Women's Flyweight,Jessica-Rose Clark,9
2018-04-18,Women's Flyweight,Jessica Eye,10
2018-04-18,Women's Flyweight,Ashlee Evans-Smith,11
2018-04-18,Women's Flyweight,Mara Borella,12
2018-04-18,Women's Flyweight,Paige VanZant,13
2018-04-18,Women's Flyweight,Montana De La Rosa,14
2018-04-18,Women's Flyweight,Rachael Ostovich,15
2018-04-18,Women's Bantamweight,Amanda Nunes,0
2018-04-18,Women's Bantamweight,Holly Holm,1
2018-04-18,Women's Bantamweight,Raquel Pennington,2
2018-04-18,Women's Bantamweight,Julianna Pena,3
2018-04-18,Women's Bantamweight,Ketlen Vieira,4
2018-04-18,Women's Bantamweight,Germaine de Randamie,5
2018-04-18,Women's Bantamweight,Cat Zingano,6
2018-04-18,Women's Bantamweight,Marion Reneau,7
2018-04-18,Women's Bantamweight,Sara McMann,8
2018-04-18,Women's Bantamweight,Leslie Smith,9
2018-04-18,Women's Bantamweight,Aspen Ladd,10
2018-04-18,Women's Bantamweight,Bethe Correia,11
2018-04-18,Women's Bantamweight,Irene Aldana,12
2018-04-18,Women's Bantamweight,Lucie Pudilova,13
2018-04-18,Women's Bantamweight,Sarah Moras,14
2018-04-18,Women's Bantamweight,Lina Lansberg,15
2018-04-18,Women's Featherweight,Cris Cyborg,0
2018-04-23,Pound-for-Pound,Demetrious Johnson,1
2018-04-23,Pound-for-Pound,Georges St-Pierre,2
2018-04-23,Pound-for-Pound,Conor McGregor,3
2018-04-23,Pound-for-Pound,Stipe Miocic,3
2018-04-23,Pound-for-Pound,Daniel Cormier,5
2018-04-23,Pound-for-Pound,Max Holloway,6
2018-04-23,Pound-for-Pound,TJ Dillashaw,7
2018-04-23,Pound-for-Pound,Tyron Woodley,8
2018-04-23,Pound-for-Pound,Khabib Nurmagomedov,9
2018-04-23,Pound-for-Pound,Cris Cyborg,10
2018-04-23,Pound-for-Pound,Tony Ferguson,11
2018-04-23,Pound-for-Pound,Amanda Nunes,12
2018-04-23,Pound-for-Pound,Robert Whittaker,13
2018-04-23,Pound-for-Pound,Cody Garbrandt,14
2018-04-23,Pound-for-Pound,Rose Namajunas,15
2018-04-23,Flyweight,Demetrious Johnson,0
2018-04-23,Flyweight,Joseph Benavidez,1
2018-04-23,Flyweight,Henry Cejudo,2
2018-04-23,Flyweight,Ray Borg,3
2018-04-23,Flyweight,Jussier Formiga,4
2018-04-23,Flyweight,Sergio Pettis,5
2018-04-23,Flyweight,John Moraga,6
2018-04-23,Flyweight,Brandon Moreno,7
2018-04-23,Flyweight,Wilson Reis,8
2018-04-23,Flyweight,Ben Nguyen,9
2018-04-23,Flyweight,Dustin Ortiz,10
2018-04-23,Flyweight,Matheus Nicolau,11
2018-04-23,Flyweight,Alexandre Pantoja,12
2018-04-23,Flyweight,Tim Elliott,13
2018-04-23,Flyweight,Deiveson Figueiredo,14
2018-04-23,Flyweight,Magomed Bibulatov,15
2018-04-23,Bantamweight,TJ Dillashaw,0
2018-04-23,Bantamweight,Cody Garbrandt,1
2018-04-23,Bantamweight,Dominick Cruz,2
2018-04-23,Bantamweight,Raphael Assuncao,3
2018-04-23,Bantamweight,Jimmie Rivera,4
2018-04-23,Bantamweight,Marlon Moraes,5
2018-04-23,Bantamweight,John Lineker,6
2018-04-23,Bantamweight,John Dodson,7
2018-04-23,Bantamweight,Aljamain Sterling,8
2018-04-23,Bantamweight,Bryan Caraway,9
2018-04-23,Bantamweight,Pedro Munhoz,10
2018-04-23,Bantamweight,Cody Stamann,11
2018-04-23,Bantamweight,Rob Font,12
2018-04-23,Bantamweight,Thomas Almeida,13
2018-04-23,Bantamweight,Brett Johns,14
2018-04-23,Bantamweight,Eddie Wineland,15
2018-04-23,Featherweight,Max Holloway,0
2018-04-23,Featherweight,Brian Ortega,1
2018-04-23,Featherweight,Jose Aldo,2
2018-04-23,Featherweight,Frankie Edgar,3
2018-04-23,Featherweight,Jeremy Stephens,4
2018-04-23,Featherweight,Cub Swanson,5
2018-04-23,Featherweight,Josh Emmett,6
2018-04-23,Featherweight,Ricardo Lamas,7
2018-04-23,Featherweight,Chan Sung Jung,8
2018-04-23,Featherweight,Renato Moicano,9
2018-04-23,Featherweight,Darren Elkins,10
2018-04-23,Featherweight,Yair Rodriguez,11
2018-04-23,Featherweight,Mirsad Bektic,12
2018-04-23,Featherweight,Zabit Magomedsharipov,13
2018-04-23,Featherweight,Dooho Choi,14
2018-04-23,Featherweight,Calvin Kattar,15
2018-04-23,Featherweight,Myles Jury,15
2018-04-23,Lightweight,Khabib Nurmagomedov,0
2018-04-23,Lightweight,Conor McGregor,1
2018-04-23,Lightweight,Tony Ferguson,2
2018-04-23,Lightweight,Eddie Alvarez,3
2018-04-23,Lightweight,Dustin Poirier,4
2018-04-23,Lightweight,Kevin Lee,5
2018-04-23,Lightweight,Edson Barboza,6
2018-04-23,Lightweight,Justin Gaethje,7
2018-04-23,Lightweight,Nate Diaz,8
2018-04-23,Lightweight,Michael Chiesa,9
2018-04-23,Lightweight,Al Iaquinta,10
2018-04-23,Lightweight,James Vick,11
2018-04-23,Lightweight,Anthony Pettis,12
2018-04-23,Lightweight,Alexander Hernandez,13
2018-04-23,Lightweight,Paul Felder,14
2018-04-23,Lightweight,Olivier Aubin-Mercier,15
2018-04-23,Welterweight,Tyron Woodley,0
2018-04-23,Welterweight,Stephen Thompson,1
2018-04-23,Welterweight,Rafael Dos Anjos,2
2018-04-23,Welterweight,Colby Covington,3
2018-04-23,Welterweight,Robbie Lawler,4
2018-04-23,Welterweight,Demian Maia,5
2018-04-23,Welterweight,Jorge Masvidal,6
2018-04-23,Welterweight,Kamaru Usman,7
2018-04-23,Welterweight,Darren Till,8
2018-04-23,Welterweight,Neil Magny,9
2018-04-23,Welterweight,Santiago Ponzinibbio,10
2018-04-23,Welterweight,Donald Cerrone,11
2018-04-23,Welterweight,Gunnar Nelson,12
2018-04-23,Welterweight,Alex Oliveira,13
2018-04-23,Welterweight,Leon Edwards,14
2018-04-23,Welterweight,Dong Hyun Kim,15
2018-04-23,Middleweight,Robert Whittaker,0
2018-04-23,Middleweight,Yoel Romero,1
2018-04-23,Middleweight,Ronaldo Souza,2
2018-04-23,Middleweight,Luke Rockhold,3
2018-04-23,Middleweight,Chris Weidman,4
2018-04-23,Middleweight,Kelvin Gastelum,5
2018-04-23,Middleweight,Michael Bisping,6
2018-04-23,Middleweight,Derek Brunson,7
2018-04-23,Middleweight,David Branch,8
2018-04-23,Middleweight,Vitor Belfort,9
2018-04-23,Middleweight,Brad Tavares,10
2018-04-23,Middleweight,Uriah Hall,11
2018-04-23,Middleweight,Lyoto Machida,12
2018-04-23,Middleweight,Antonio Carlos Junior,13
2018-04-23,Middleweight,Thiago Santos,13
2018-04-23,Middleweight,Paulo Costa,15
2018-04-23,Light Heavyweight,Daniel Cormier,0
2018-04-23,Light Heavyweight,Alexander Gustafsson,1
2018-04-23,Light Heavyweight,Volkan Oezdemir,2
2018-04-23,Light Heavyweight,Glover Teixeira,3
2018-04-23,Light Heavyweight,Ilir Latifi,4
2018-04-23,Light Heavyweight,Jan Blachowicz,5
2018-04-23,Light Heavyweight,Jimi Manuwa,6
2018-04-23,Light Heavyweight,Mauricio Rua,7
2018-04-23,Light Heavyweight,Ovince Saint Preux,7
2018-04-23,Light Heavyweight,Corey Anderson,9
2018-04-23,Light Heavyweight,Misha Cirkunov,10
2018-04-23,Light Heavyweight,Patrick Cummins,11
2018-04-23,Light Heavyweight,Tyson Pedro,12
2018-04-23,Light Heavyweight,Gadzhimurad Antigulov,13
2018-04-23,Light Heavyweight,Gian Villante,14
2018-04-23,Light Heavyweight,Jordan Johnson,15
2018-04-23,Heavyweight,Stipe Miocic,0
2018-04-23,Heavyweight,Francis Ngannou,1
2018-04-23,Heavyweight,Alistair Overeem,2
2018-04-23,Heavyweight,Alexander Volkov,3
2018-04-23,Heavyweight,Curtis Blaydes,4
2018-04-23,Heavyweight,Fabricio Werdum,5
2018-04-23,Heavyweight,Derrick Lewis,6
2018-04-23,Heavyweight,Mark Hunt,6
2018-04-23,Heavyweight,Marcin Tybura,8
2018-04-23,Heavyweight,Andrei Arlovski,9
2018-04-23,Heavyweight,Aleksei Oleinik,10
2018-04-23,Heavyweight,Stefan Struve,11
2018-04-23,Heavyweight,Tai Tuivasa,12
2018-04-23,Heavyweight,Shamil Abdurakhimov,13
2018-04-23,Heavyweight,Junior Albini,14
2018-04-23,Heavyweight,Justin Willis,15
2018-04-23,Women's Strawweight,Rose Namajunas,0
2018-04-23,Women's Strawweight,Joanna Jedrzejczyk,1
2018-04-23,Women's Strawweight,Jessica Andrade,2
2018-04-23,Women's Strawweight,Claudia Gadelha,3
2018-04-23,Women's Strawweight,Karolina Kowalkiewicz,4
2018-04-23,Women's Strawweight,Tecia Pennington,5
2018-04-23,Women's Strawweight,Carla Esparza,6
2018-04-23,Women's Strawweight,Michelle Waterson-Gomez,7
2018-04-23,Women's Strawweight,Felice Herrig,8
2018-04-23,Women's Strawweight,Alexa Grasso,9
2018-04-23,Women's Strawweight,Cortney Casey,10
2018-04-23,Women's Strawweight,Randa Markos,11
2018-04-23,Women's Strawweight,Tatiana Suarez,12
2018-04-23,Women's Strawweight,Joanne Wood,13
2018-04-23,Women's Strawweight,Nina Nunes,14
2018-04-23,Women's Strawweight,Angela Hill,15
2018-04-23,Women's Flyweight,Nicco Montano,0
2018-04-23,Women's Flyweight,Valentina Shevchenko,1
2018-04-23,Women's Flyweight,Sijara Eubanks,2
2018-04-23,Women's Flyweight,Lauren Murphy,3
2018-04-23,Women's Flyweight,Alexis Davis,4
2018-04-23,Women's Flyweight,Katlyn Cerminara,5
2018-04-23,Women's Flyweight,Roxanne Modafferi,5
2018-04-23,Women's Flyweight,Barb Honchak,7
2018-04-23,Women's Flyweight,Liz Carmouche,8
2018-04-23,Women's Flyweight,Jessica-Rose Clark,9
2018-04-23,Women's Flyweight,Jessica Eye,10
2018-04-23,Women's Flyweight,Ashlee Evans-Smith,11
2018-04-23,Women's Flyweight,Mara Borella,12
2018-04-23,Women's Flyweight,Paige VanZant,13
2018-04-23,Women's Flyweight,Montana De La Rosa,14
2018-04-23,Women's Flyweight,Rachael Ostovich,15
2018-04-23,Women's Bantamweight,Amanda Nunes,0
2018-04-23,Women's Bantamweight,Holly Holm,1
2018-04-23,Women's Bantamweight,Raquel Pennington,2
2018-04-23,Women's Bantamweight,Julianna Pena,3
2018-04-23,Women's Bantamweight,Ketlen Vieira,4
2018-04-23,Women's Bantamweight,Germaine de Randamie,5
2018-04-23,Women's Bantamweight,Cat Zingano,6
2018-04-23,Women's Bantamweight,Marion Reneau,7
2018-04-23,Women's Bantamweight,Sara McMann,8
2018-04-23,Women's Bantamweight,Aspen Ladd,9
2018-04-23,Women's Bantamweight,Bethe Correia,10
2018-04-23,Women's Bantamweight,Irene Aldana,11
2018-04-23,Women's Bantamweight,Lucie Pudilova,12
2018-04-23,Women's Bantamweight,Sarah Moras,13
2018-04-23,Women's Bantamweight,Lina Lansberg,14
2018-04-23,Women's Bantamweight,Gina Mazany,15
2018-04-23,Women's Featherweight,Cris Cyborg,0
2018-05-16,Pound-for-Pound,Demetrious Johnson,1
2018-05-16,Pound-for-Pound,Georges St-Pierre,2
2018-05-16,Pound-for-Pound,Conor McGregor,3
2018-05-16,Pound-for-Pound,Stipe Miocic,3
2018-05-16,Pound-for-Pound,Daniel Cormier,5
2018-05-16,Pound-for-Pound,Max Holloway,6
2018-05-16,Pound-for-Pound,TJ Dillashaw,7
2018-05-16,Pound-for-Pound,Tyron Woodley,8
2018-05-16,Pound-for-Pound,Khabib Nurmagomedov,9
2018-05-16,Pound-for-Pound,Cris Cyborg,10
2018-05-16,Pound-for-Pound,Tony Ferguson,11
2018-05-16,Pound-for-Pound,Amanda Nunes,12
2018-05-16,Pound-for-Pound,Robert Whittaker,13
2018-05-16,Pound-for-Pound,Cody Garbrandt,14
2018-05-16,Pound-for-Pound,Rose Namajunas,15
2018-05-16,Flyweight,Demetrious Johnson,0
2018-05-16,Flyweight,Joseph Benavidez,1
2018-05-16,Flyweight,Henry Cejudo,2
2018-05-16,Flyweight,Ray Borg,3
2018-05-16,Flyweight,Jussier Formiga,4
2018-05-16,Flyweight,Sergio Pettis,5
2018-05-16,Flyweight,John Moraga,6
2018-05-16,Flyweight,Brandon Moreno,7
2018-05-16,Flyweight,Wilson Reis,8
2018-05-16,Flyweight,Ben Nguyen,9
2018-05-16,Flyweight,Dustin Ortiz,10
2018-05-16,Flyweight,Matheus Nicolau,11
2018-05-16,Flyweight,Alexandre Pantoja,12
2018-05-16,Flyweight,Tim Elliott,13
2018-05-16,Flyweight,Deiveson Figueiredo,14
2018-05-16,Flyweight,Magomed Bibulatov,15
2018-05-16,Bantamweight,TJ Dillashaw,0
2018-05-16,Bantamweight,Cody Garbrandt,1
2018-05-16,Bantamweight,Dominick Cruz,2
2018-05-16,Bantamweight,Raphael Assuncao,3
2018-05-16,Bantamweight,Jimmie Rivera,4
2018-05-16,Bantamweight,Marlon Moraes,5
2018-05-16,Bantamweight,John Lineker,6
2018-05-16,Bantamweight,John Dodson,7
2018-05-16,Bantamweight,Aljamain Sterling,8
2018-05-16,Bantamweight,Bryan Caraway,9
2018-05-16,Bantamweight,Pedro Munhoz,10
2018-05-16,Bantamweight,Cody Stamann,11
2018-05-16,Bantamweight,Rob Font,12
2018-05-16,Bantamweight,Thomas Almeida,13
2018-05-16,Bantamweight,Brett Johns,14
2018-05-16,Bantamweight,Eddie Wineland,15
2018-05-16,Featherweight,Max Holloway,0
2018-05-16,Featherweight,Brian Ortega,1
2018-05-16,Featherweight,Jose Aldo,2
2018-05-16,Featherweight,Frankie Edgar,3
2018-05-16,Featherweight,Jeremy Stephens,4
2018-05-16,Featherweight,Cub Swanson,5
2018-05-16,Featherweight,Josh Emmett,6
2018-05-16,Featherweight,Ricardo Lamas,7
2018-05-16,Featherweight,Chan Sung Jung,8
2018-05-16,Featherweight,Renato Moicano,9
2018-05-16,Featherweight,Darren Elkins,10
2018-05-16,Featherweight,Mirsad Bektic,11
2018-05-16,Featherweight,Zabit Magomedsharipov,12
2018-05-16,Featherweight,Myles Jury,13
2018-05-16,Featherweight,Dooho Choi,14
2018-05-16,Featherweight,Calvin Kattar,15
2018-05-16,Lightweight,Khabib Nurmagomedov,0
2018-05-16,Lightweight,Conor McGregor,1
2018-05-16,Lightweight,Tony Ferguson,2
2018-05-16,Lightweight,Eddie Alvarez,3
2018-05-16,Lightweight,Dustin Poirier,4
2018-05-16,Lightweight,Kevin Lee,5
2018-05-16,Lightweight,Edson Barboza,6
2018-05-16,Lightweight,Justin Gaethje,7
2018-05-16,Lightweight,Nate Diaz,8
2018-05-16,Lightweight,Michael Chiesa,9
2018-05-16,Lightweight,Al Iaquinta,10
2018-05-16,Lightweight,James Vick,11
2018-05-16,Lightweight,Anthony Pettis,12
2018-05-16,Lightweight,Alexander Hernandez,13
2018-05-16,Lightweight,Paul Felder,14
2018-05-16,Lightweight,Olivier Aubin-Mercier,15
2018-05-16,Welterweight,Tyron Woodley,0
2018-05-16,Welterweight,Stephen Thompson,1
2018-05-16,Welterweight,Rafael Dos Anjos,2
2018-05-16,Welterweight,Colby Covington,3
2018-05-16,Welterweight,Robbie Lawler,4
2018-05-16,Welterweight,Demian Maia,5
2018-05-16,Welterweight,Jorge Masvidal,6
2018-05-16,Welterweight,Kamaru Usman,7
2018-05-16,Welterweight,Darren Till,8
2018-05-16,Welterweight,Neil Magny,9
2018-05-16,Welterweight,Santiago Ponzinibbio,10
2018-05-16,Welterweight,Donald Cerrone,11
2018-05-16,Welterweight,Gunnar Nelson,12
2018-05-16,Welterweight,Alex Oliveira,13
2018-05-16,Welterweight,Leon Edwards,14
2018-05-16,Welterweight,Dong Hyun Kim,15
2018-05-16,Middleweight,Robert Whittaker,0
2018-05-16,Middleweight,Yoel Romero,1
2018-05-16,Middleweight,Luke Rockhold,2
2018-05-16,Middleweight,Chris Weidman,3
2018-05-16,Middleweight,Kelvin Gastelum,4
2018-05-16,Middleweight,Ronaldo Souza,5
2018-05-16,Middleweight,Michael Bisping,6
2018-05-16,Middleweight,Derek Brunson,7
2018-05-16,Middleweight,David Branch,8
2018-05-16,Middleweight,Lyoto Machida,9
2018-05-16,Middleweight,Brad Tavares,10
2018-05-16,Middleweight,Uriah Hall,11
2018-05-16,Middleweight,Antonio Carlos Junior,12
2018-05-16,Middleweight,Thiago Santos,12
2018-05-16,Middleweight,Paulo Costa,14
2018-05-16,Middleweight,Elias Theodorou,15
2018-05-16,Light Heavyweight,Daniel Cormier,0
2018-05-16,Light Heavyweight,Alexander Gustafsson,1
2018-05-16,Light Heavyweight,Volkan Oezdemir,2
2018-05-16,Light Heavyweight,Glover Teixeira,3
2018-05-16,Light Heavyweight,Ilir Latifi,4
2018-05-16,Light Heavyweight,Jan Blachowicz,5
2018-05-16,Light Heavyweight,Jimi Manuwa,6
2018-05-16,Light Heavyweight,Mauricio Rua,7
2018-05-16,Light Heavyweight,Ovince Saint Preux,7
2018-05-16,Light Heavyweight,Corey Anderson,9
2018-05-16,Light Heavyweight,Misha Cirkunov,10
2018-05-16,Light Heavyweight,Patrick Cummins,11
2018-05-16,Light Heavyweight,Tyson Pedro,12
2018-05-16,Light Heavyweight,Gadzhimurad Antigulov,13
2018-05-16,Light Heavyweight,Gian Villante,14
2018-05-16,Light Heavyweight,Jordan Johnson,15
2018-05-16,Heavyweight,Stipe Miocic,0
2018-05-16,Heavyweight,Francis Ngannou,1
2018-05-16,Heavyweight,Alistair Overeem,2
2018-05-16,Heavyweight,Alexander Volkov,3
2018-05-16,Heavyweight,Curtis Blaydes,4
2018-05-16,Heavyweight,Fabricio Werdum,5
2018-05-16,Heavyweight,Derrick Lewis,6
2018-05-16,Heavyweight,Mark Hunt,7
2018-05-16,Heavyweight,Marcin Tybura,8
2018-05-16,Heavyweight,Andrei Arlovski,9
2018-05-16,Heavyweight,Aleksei Oleinik,10
2018-05-16,Heavyweight,Stefan Struve,11
2018-05-16,Heavyweight,Tai Tuivasa,12
2018-05-16,Heavyweight,Shamil Abdurakhimov,13
2018-05-16,Heavyweight,Justin Willis,14
2018-05-16,Heavyweight,Junior dos Santos,15
2018-05-16,Women's Strawweight,Rose Namajunas,0
2018-05-16,Women's Strawweight,Joanna Jedrzejczyk,1
2018-05-16,Women's Strawweight,Jessica Andrade,2
2018-05-16,Women's Strawweight,Claudia Gadelha,3
2018-05-16,Women's Strawweight,Karolina Kowalkiewicz,4
2018-05-16,Women's Strawweight,Tecia Pennington,5
2018-05-16,Women's Strawweight,Carla Esparza,6
2018-05-16,Women's Strawweight,Michelle Waterson-Gomez,7
2018-05-16,Women's Strawweight,Felice Herrig,8
2018-05-16,Women's Strawweight,Alexa Grasso,9
2018-05-16,Women's Strawweight,Cortney Casey,10
2018-05-16,Women's Strawweight,Randa Markos,11
2018-05-16,Women's Strawweight,Tatiana Suarez,12
2018-05-16,Women's Strawweight,Joanne Wood,13
2018-05-16,Women's Strawweight,Nina Nunes,14
2018-05-16,Women's Strawweight,Mackenzie Dern,15
2018-05-16,Women's Flyweight,Nicco Montano,0
2018-05-16,Women's Flyweight,Valentina Shevchenko,1
2018-05-16,Women's Flyweight,Sijara Eubanks,2
2018-05-16,Women's Flyweight,Lauren Murphy,3
2018-05-16,Women's Flyweight,Alexis Davis,4
2018-05-16,Women's Flyweight,Katlyn Cerminara,5
2018-05-16,Women's Flyweight,Roxanne Modafferi,6
2018-05-16,Women's Flyweight,Barb Honchak,7
2018-05-16,Women's Flyweight,Liz Carmouche,8
2018-05-16,Women's Flyweight,Jessica-Rose Clark,9
2018-05-16,Women's Flyweight,Jessica Eye,10
2018-05-16,Women's Flyweight,Ashlee Evans-Smith,11
2018-05-16,Women's Flyweight,Mara Borella,12
2018-05-16,Women's Flyweight,Paige VanZant,13
2018-05-16,Women's Flyweight,Montana De La Rosa,14
2018-05-16,Women's Flyweight,Rachael Ostovich,15
2018-05-16,Women's Bantamweight,Amanda Nunes,0
2018-05-16,Women's Bantamweight,Holly Holm,1
2018-05-16,Women's Bantamweight,Ketlen Vieira,2
2018-05-16,Women's Bantamweight,Julianna Pena,3
2018-05-16,Women's Bantamweight,Raquel Pennington,4
2018-05-16,Women's Bantamweight,Germaine de Randamie,5
2018-05-16,Women's Bantamweight,Cat Zingano,6
2018-05-16,Women's Bantamweight,Marion Reneau,7
2018-05-16,Women's Bantamweight,Sara McMann,8
2018-05-16,Women's Bantamweight,Aspen Ladd,9
2018-05-16,Women's Bantamweight,Bethe Correia,10
2018-05-16,Women's Bantamweight,Irene Aldana,11
2018-05-16,Women's Bantamweight,Lucie Pudilova,12
2018-05-16,Women's Bantamweight,Sarah Moras,13
2018-05-16,Women's Bantamweight,Lina Lansberg,14
2018-05-16,Women's Bantamweight,Gina Mazany,15
2018-05-16,Women's Featherweight,Cris Cyborg,0
2018-05-23,Pound-for-Pound,Demetrious Johnson,1
2018-05-23,Pound-for-Pound,Georges St-Pierre,2
2018-05-23,Pound-for-Pound,Conor McGregor,3
2018-05-23,Pound-for-Pound,Stipe Miocic,3
2018-05-23,Pound-for-Pound,Daniel Cormier,5
2018-05-23,Pound-for-Pound,Max Holloway,6
2018-05-23,Pound-for-Pound,TJ Dillashaw,7
2018-05-23,Pound-for-Pound,Tyron Woodley,8
2018-05-23,Pound-for-Pound,Khabib Nurmagomedov,9
2018-05-23,Pound-for-Pound,Cris Cyborg,10
2018-05-23,Pound-for-Pound,Tony Ferguson,11
2018-05-23,Pound-for-Pound,Amanda Nunes,12
2018-05-23,Pound-for-Pound,Robert Whittaker,13
2018-05-23,Pound-for-Pound,Cody Garbrandt,14
2018-05-23,Pound-for-Pound,Rose Namajunas,15
2018-05-23,Flyweight,Demetrious Johnson,0
2018-05-23,Flyweight,Joseph Benavidez,1
2018-05-23,Flyweight,Henry Cejudo,2
2018-05-23,Flyweight,Ray Borg,3
2018-05-23,Flyweight,Jussier Formiga,4
2018-05-23,Flyweight,Sergio Pettis,5
2018-05-23,Flyweight,John Moraga,6
2018-05-23,Flyweight,Wilson Reis,7
2018-05-23,Flyweight,Alexandre Pantoja,8
2018-05-23,Flyweight,Brandon Moreno,9
2018-05-23,Flyweight,Dustin Ortiz,10
2018-05-23,Flyweight,Ben Nguyen,11
2018-05-23,Flyweight,Matheus Nicolau,12
2018-05-23,Flyweight,Tim Elliott,13
2018-05-23,Flyweight,Deiveson Figueiredo,14
2018-05-23,Flyweight,Magomed Bibulatov,15
2018-05-23,Bantamweight,TJ Dillashaw,0
2018-05-23,Bantamweight,Cody Garbrandt,1
2018-05-23,Bantamweight,Dominick Cruz,2
2018-05-23,Bantamweight,Raphael Assuncao,3
2018-05-23,Bantamweight,Jimmie Rivera,4
2018-05-23,Bantamweight,Marlon Moraes,5
2018-05-23,Bantamweight,John Lineker,6
2018-05-23,Bantamweight,John Dodson,7
2018-05-23,Bantamweight,Aljamain Sterling,8
2018-05-23,Bantamweight,Bryan Caraway,9
2018-05-23,Bantamweight,Pedro Munhoz,10
2018-05-23,Bantamweight,Cody Stamann,11
2018-05-23,Bantamweight,Rob Font,12
2018-05-23,Bantamweight,Thomas Almeida,13
2018-05-23,Bantamweight,Brett Johns,14
2018-05-23,Bantamweight,Eddie Wineland,15
2018-05-23,Featherweight,Max Holloway,0
2018-05-23,Featherweight,Brian Ortega,1
2018-05-23,Featherweight,Jose Aldo,2
2018-05-23,Featherweight,Frankie Edgar,3
2018-05-23,Featherweight,Jeremy Stephens,4
2018-05-23,Featherweight,Cub Swanson,5
2018-05-23,Featherweight,Josh Emmett,6
2018-05-23,Featherweight,Ricardo Lamas,7
2018-05-23,Featherweight,Chan Sung Jung,8
2018-05-23,Featherweight,Renato Moicano,9
2018-05-23,Featherweight,Darren Elkins,10
2018-05-23,Featherweight,Mirsad Bektic,11
2018-05-23,Featherweight,Zabit Magomedsharipov,12
2018-05-23,Featherweight,Myles Jury,13
2018-05-23,Featherweight,Dooho Choi,14
2018-05-23,Featherweight,Calvin Kattar,15
2018-05-23,Lightweight,Khabib Nurmagomedov,0
2018-05-23,Lightweight,Conor McGregor,1
2018-05-23,Lightweight,Tony Ferguson,2
2018-05-23,Lightweight,Eddie Alvarez,3
2018-05-23,Lightweight,Dustin Poirier,4
2018-05-23,Lightweight,Kevin Lee,5
2018-05-23,Lightweight,Edson Barboza,6
2018-05-23,Lightweight,Justin Gaethje,7
2018-05-23,Lightweight,Nate Diaz,8
2018-05-23,Lightweight,Michael Chiesa,9
2018-05-23,Lightweight,Al Iaquinta,10
2018-05-23,Lightweight,James Vick,11
