name,nickname,weight_class,url,profile_name,profile_nickname,status,place_of_birth,age,height,weight,octagon_debut,sig_strikes_landed,sig_strikes_attempted,sig_str_landed,sig_str_absorbed,takedown_avg,submission_avg,sig_str_defense,takedown_defense,knockdown_avg,average_fight_time,takedowns_attempted,fighting_style,reach,leg_reach,takedowns_landed,trains_at,wins,losses,draws,standing_count,standing_pct,clinch_count,clinch_percent,ground_count,ground_percent,ko_tko_win,ko_tko_percent,dec_wins,dec_percent,sub_wins,sub_percent
Tanner Boser,The Bulldozer,Heavyweight,https://www.ufc.com/athlete/tanner-boser,Tanner Boser,The Bulldozer,Active,"Bonnyville, Canada",34,74,204.5,2019-07-27,576,1076,4.82,3,0,0,0.58,0.7000000000000001,0.25,10M 52S,1,Karate,75.5,43,NA,Bulldozer MMA,22,11,1,498,0.86,52,0.09,26,0.05,12,0.55,8,0.36,2,0.09
Steve Bosse,The Boss,Light Heavyweight,https://www.ufc.com/athlete/steve-bosse,Steve Bosse,The Boss,Not Fighting,Canada,41,71.5,205,2015-06-27,98,185,5.99,5.38,0.92,0,0.51,1,0.92,5M 27S,3,NA,72,40,1,PRO GYM - Saint-Jean,12,2,0,61,0.62,15,0.15,22,0.22,9,0.75,2,0.17,1,0.08
Marcus Bossett,NA,NA,https://www.ufc.com/athlete/skott-beyker-2,Marcus Bossett,NA,Not Fighting,United States,NA,0,0,1994-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poliana Botelho,NA,Women's Flyweight,https://www.ufc.com/athlete/poliana-botelho,Poliana Botelho,NA,Not Fighting,"State of Minas Gerais, Brazil",34,68,125.5,2017-10-07,204,348,2.9,2.8,0.85,0,0.54,0.77,0.21,10M 2S,7,MMA,67,39,1,Nova União,8,5,0,112,0.55,70,0.34,22,0.11,6,0.75,2,0.25,0,0
Tai Bowden,NA,NA,https://www.ufc.com/athlete/skott-beyker-3,Tai Bowden,NA,Not Fighting,United States,NA,0,0,1996-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melton Bowen,NA,NA,https://www.ufc.com/athlete/melton-bowen,Melton Bowen,NA,Not Fighting,"Irmo, United States",53,0,0,1994-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyron Bowen,NA,Middleweight,https://www.ufc.com/athlete/kyron-bowen,Kyron Bowen,NA,Not Fighting,"Springfield, United States",29,NA,180.5,2026-06-27,4,7,2.73,2.05,0,0,0.4,NA,0,1M 28S,NA,NA,NA,NA,NA,NA,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0
Brian Bowles,NA,Bantamweight,https://www.ufc.com/athlete/brian-bowles,Brian Bowles,NA,Not Fighting,"Charleston, United States",NA,67,135,2011-03-04,178,669,2.36,2.98,1.39,1.39,0.64,0.55,1,7M 32S,10,NA,NA,NA,NA,NA,10,3,0,120,0.67,32,0.18,26,0.15,0,0,0,0,0,0
Roger Bowling,Relentless,Lightweight,https://www.ufc.com/athlete/roger-bowling,Roger Bowling,Relentless,Not Fighting,United States,41,69,155,2012-03-04,265,561,3.9,3.86,3.09,0.88,0.51,0.27,0.22,8M 55S,32,NA,68,NA,NA,NA,11,5,0,192,0.72,41,0.15,32,0.12,8,0.73,2,0.18,1,0.09
Anvar Boynazarov,NA,Featherweight,https://www.ufc.com/athlete/anvar-boynazarov,Anvar Boynazarov,NA,Active,Uzbekistan,34,NA,144,2026-06-26,0,2,0,7.83,0,0,0.29,NA,0,1M 32S,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Bradley,NA,Lightweight,https://www.ufc.com/athlete/kayl-dakas,Kyle Bradley,NA,Not Fighting,"Denham Springs, United States",40,69,155,2008-02-02,46,115,1.99,3.45,0.65,0,0.59,0.4,0,5M 48S,2,NA,NA,NA,NA,NA,14,7,0,36,0.78,7,0.15,3,0.07,0,0,0,0,0,0
Paul Bradley,The Gentleman,Welterweight,https://www.ufc.com/athlete/paul-bradley-0,Paul Bradley,The Gentleman,Not Fighting,NA,40,NA,171,2026-06-25,91,284,2.26,4.13,1.12,0,0.56,1,0,9M 19S,18,NA,NA,NA,NA,NA,18,4,0,74,0.81,16,0.18,1,0.01,0,0,0,0,0,0
Sean Brady,NA,Welterweight,https://www.ufc.com/athlete/sean-brady,Sean Brady,NA,Active,"Philadelphia, United States",33,70,169.4,2019-10-18,599,1125,4.08,2.77,3.58,0.82,0.6,0.87,0.1,13M 21S,68,Jiu-Jitsu,72,40,2,Marquez MMA,19,2,0,430,0.72,24,0.04,145,0.24,3,0.16,10,0.53,6,0.32
Ebenezer Braga,NA,Middleweight,https://www.ufc.com/athlete/kayl-dakas-0,Ebenezer Braga,NA,Not Fighting,"Rio de Janeiro, Brazil",54,0,0,1998-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramiz Brahimaj,NA,Welterweight,https://www.ufc.com/athlete/ramiz-brahimaj,Ramiz Brahimaj,NA,Active,"The Bronx, United States",33,70,170.5,2020-11-07,172,353,2.29,3.27,1.99,1.6,0.47000000000000003,0.45,0.2,8M 21S,29,MMA,72,39,4,Valle Flow Striking Academy,13,6,0,137,0.8,28,0.16,7,0.04,1,0.08,0,0,12,0.92
Joe Brammer,The South Side Strangler,Lightweight,https://www.ufc.com/athlete/joe-brammer,Joe Brammer,The South Side Strangler,Not Fighting,"Des Moines, United States",39,68,156,2009-12-05,40,126,2.15,2.8,0.81,0,0.5700000000000001,0.5,0,9M 18S,2,NA,NA,NA,NA,NA,7,2,1,32,0.8,8,0.2,0,0,0,0,0,0,0,0
David Branch,NA,Middleweight,https://www.ufc.com/athlete/david-branch,David Branch,NA,Not Fighting,"Bronx, United States",41,73,185.5,2010-07-03,137,344,1.66,1.91,2.55,0,0.5700000000000001,0.44,0.18,9M 9S,43,NA,78,42,11,NA,22,6,0,68,0.5,48,0.35000000000000003,21,0.15,6,0.27,9,0.41000000000000003,7,0.32
Diego Brandao,DB,Featherweight,https://www.ufc.com/athlete/diego-brandao,Diego Brandao,DB,Not Fighting,Brazil,36,67,146,2011-12-04,233,486,2.94,3.38,3.21,0.57,0.62,0.81,0.57,7M 56S,25,NA,68,38,NA,NA,24,11,0,162,0.7000000000000001,26,0.11,45,0.19,11,0.46,8,0.33,5,0.21
Bruna Brasil,NA,Women's Strawweight,https://www.ufc.com/athlete/bruna-brasil,Bruna Brasil,NA,Not Fighting,"Paranavaí, Brazil",32,66,115.5,2023-04-15,313,548,2.56,3.75,1.23,0.12,0.52,0.5700000000000001,0.12,13M 35S,19,MMA,65.5,38,NA,The Fighting Nerds,11,7,1,236,0.75,67,0.21,10,0.03,3,0.27,6,0.55,2,0.18
Martin Bravo,El Toro,Featherweight,https://www.ufc.com/athlete/martin-bravo,Martin Bravo,El Toro,Not Fighting,"Rosarito, Mexico",29,68,144,2016-11-06,221,559,7.66,5.72,2.6,0,0.51,0.86,0.52,7M 13S,14,NA,71.5,38,3,NA,12,3,0,204,0.92,10,0.05,7,0.03,5,0.42,2,0.17,5,0.42
Mike Breeden,Money,Lightweight,https://www.ufc.com/athlete/mike-breeden,Mike Breeden,Money,Not Fighting,"Springfield, United States",34,70,159.5,2021-10-02,263,583,5.75,7.28,0.98,0,0.43,0.68,0.33,9M 9S,10,Striker,70,39.5,NA,NA,11,6,0,241,0.92,19,0.07,3,0.01,9,0.8200000000000001,2,0.18,0,0
Tom Breese,NA,Middleweight,https://www.ufc.com/athlete/tom-breese,Tom Breese,NA,Not Fighting,"Birmingham, United Kingdom",31,75,186,2015-05-30,188,369,3.34,2.81,0,1.07,0.61,0.71,1.07,7M 2S,7,Boxing,73.5,44,NA,Tristar Gym - Montreal,12,3,0,139,0.74,25,0.13,24,0.13,5,0.42,1,0.08,6,0.5
Elves Brener,NA,Lightweight,https://www.ufc.com/athlete/elves-brener,Elves Brener,NA,Active,"Maués, Brazil",27,70,155.5,2023-02-11,361,760,4.76,5.86,0.99,0,0.51,0.76,0.4,12M 39S,30,Jiu-Jitsu,72.5,39.5,NA,Chute Boxe,16,6,0,333,0.92,11,0.03,17,0.05,3,0.19,2,0.13,11,0.6900000000000001
Chris Brennan,The Westside Strangler,Welterweight,https://www.ufc.com/athlete/kris-avila-0,Chris Brennan,The Westside Strangler,Not Fighting,"Compton, United States",44,68,170,1998-03-13,21,52,0.6,0.97,0,2.14,0.5,0.25,0,8M 45S,2,NA,NA,NA,NA,NA,11,5,1,10,0.48,6,0.29,5,0.24,0,0,0,0,0,0
Lucas Brennan,Skywalker,Lightweight,https://www.ufc.com/athlete/lucas-brennan,Lucas Brennan,Skywalker,Active,"Irvine, United States",25,70,155,2026-04-25,9,36,0.6,2.2,0,1,0.52,0.33,0,15M 0S,6,Grappler,72,41,NA,Syndicate MMA,11,3,0,9,1,0,0,0,0,2,0.18,1,0.09,8,0.73
Charlie Brenneman,The Spaniard,Lightweight,https://www.ufc.com/athlete/charlie-brenneman,Charlie Brenneman,The Spaniard,Not Fighting,"Hollidaysburg, United States",42,70,156,2010-03-31,129,228,1.52,1.55,4.23,0,0.47000000000000003,0.73,0,7M 44S,57,NA,72,NA,NA,NA,19,8,0,31,0.24,18,0.14,80,0.62,0,0,0,0,0,0
Marcos Brigagao,NA,Light Heavyweight,https://www.ufc.com/athlete/marcos-brigagao,Marcos Brigagao,NA,Active,NA,27,NA,202.5,2026-06-25,46,106,3.07,3.27,0,0,0.26,0.36,0,15M 0S,1,NA,NA,NA,NA,NA,0,0,0,36,0.78,10,0.22,0,0,0,0,0,0,0,0
Jason Brilz,Hitman,Light Heavyweight,https://www.ufc.com/athlete/jason-brilz,Jason Brilz,Hitman,Not Fighting,"Bismarck, United States",47,71,204,2008-09-17,185,459,2.66,1.78,2.37,1.29,0.65,0.25,0,9M 56S,44,NA,71,NA,NA,NA,18,5,1,75,0.41000000000000003,55,0.3,55,0.3,0,0,0,0,0,0
Marcus Brimage,The Bama Beast,Bantamweight,https://www.ufc.com/athlete/marcus-brimage,Marcus Brimage,The Bama Beast,Not Fighting,United States,38,64,136,2011-12-04,319,896,3.97,3.64,0.56,0,0.5700000000000001,0.8,0.37,10M 3S,3,NA,71,NA,NA,NA,7,5,0,299,0.9400000000000001,18,0.06,2,0.01,3,0.43,4,0.5700000000000001,0,0
Aaron Brink,NA,Heavyweight,https://www.ufc.com/athlete/aaron-brink,Aaron Brink,NA,Not Fighting,United States,48,75,231,2000-11-17,11,26,3.49,5.71,0,0,0.5700000000000001,NA,0,1M 51S,3,NA,NA,NA,NA,NA,8,3,0,2,0.18,9,0.8200000000000001,0,0,0,0,0,0,0,0
Henry Briones,Bure,Bantamweight,https://www.ufc.com/athlete/henry-briones,Henry Briones,Bure,Not Fighting,"Tijuana, Mexico",42,68,136,2014-11-15,178,417,3.47,4.68,0,0.58,0.53,0.52,0.29,10M 16S,1,NA,69,38,NA,"Entram Gym (Tijuana, Mexico) and Alliance MMA (San Diego, CA)",19,8,1,150,0.84,20,0.11,8,0.04,10,0.53,3,0.16,6,0.32
Kaik Brito,NA,Welterweight,https://www.ufc.com/athlete/kaik-brito,Kaik Brito,NA,Active,NA,26,NA,NA,2026-06-29,42,110,2.8,3.87,0,2,0.55,0.56,0,15M 0S,NA,NA,NA,NA,NA,NA,0,1,0,31,0.74,8,0.19,3,0.07,0,0,0,0,0,0
Joanderson Brito,Tubarao,Featherweight,https://www.ufc.com/athlete/joanderson-brito,Joanderson Brito,Tubarao,Active,"Santa Helena, Brazil",31,68,145.5,2022-01-15,232,458,2.38,2.28,3.23,1.23,0.44,0.58,0.15,8M 52S,31,Striker,72,38,2,NA,19,5,1,139,0.6,33,0.14,60,0.26,8,0.42,3,0.16,8,0.42
Antwain Britt,The Juggernaut,Middleweight,https://www.ufc.com/athlete/antwain-britt,Antwain Britt,The Juggernaut,Not Fighting,United States,45,73,185,2026-06-26,28,71,1.46,2.81,1.56,0,0.44,0.5,0,6M 3S,5,NA,NA,NA,NA,NA,0,0,0,18,0.64,3,0.11,7,0.25,0,0,0,0,0,0
Will Brooks,Ill Will,Lightweight,https://www.ufc.com/athlete/will-brooks,Will Brooks,Ill Will,Not Fighting,"Chicago, United States",36,70,156,2016-07-09,493,835,4.26,2.54,2.08,0.26,0.56,0.8300000000000001,0,14M 27S,31,NA,72,40,7,"American Top Team ATT Coconut Creek, FL",18,4,0,230,0.47000000000000003,164,0.33,99,0.2,5,0.28,9,0.5,4,0.22
Jarred Brooks,The Monkey God,Flyweight,https://www.ufc.com/athlete/jarred-brooks,Jarred Brooks,The Monkey God,Not Fighting,"Warsaw, United States",30,63,125.5,2017-07-30,112,243,2.12,1.66,4.54,0.57,0.63,0.6900000000000001,0,13M 14S,28,NA,62,36,16,NA,14,2,0,45,0.4,20,0.18,47,0.42,2,0.17,5,0.42,5,0.42
Rob Broughton,The Bear,Heavyweight,https://www.ufc.com/athlete/rob-broughton,Rob Broughton,The Bear,Not Fighting,"St. Helens, United Kingdom",40,74,258,2010-10-16,118,196,2.83,2.54,0,3.24,0.52,0.27,0,13M 54S,1,NA,NA,NA,NA,NA,15,7,1,78,0.66,11,0.09,29,0.25,0,0,0,0,0,0
TJ Brown,Downtown,Featherweight,https://www.ufc.com/athlete/tj-brown,TJ Brown,Downtown,Not Fighting,"Pine Bluff, United States",34,69,146,2019-08-27,385,865,3.37,2.89,3.41,1.31,0.49,0.37,0,12M 42S,45,MMA,72,38,15,NA,17,11,0,284,0.74,48,0.12,53,0.14,4,0.24,3,0.18,10,0.59
Todd Brown,Bulldog,Light Heavyweight,https://www.ufc.com/athlete/todd-brown,Todd Brown,Bulldog,Not Fighting,"Mishawaka, United States",46,71,205,2010-08-07,43,95,2.15,3.85,0,0,0.49,0.5,0,10M 0S,3,NA,NA,NA,NA,NA,15,3,0,25,0.58,18,0.42,0,0,0,0,0,0,0,0
Matt Brown,The Immortal,Welterweight,https://www.ufc.com/athlete/matt-brown,Matt Brown,The Immortal,Retired,"Xenia, United States",44,72,170,2008-06-21,1039,1874,3.76,2.92,1.68,1.3,0.55,0.64,0.6,9M 13S,66,Brawler,75,43,23,None,26,19,0,586,0.56,276,0.27,177,0.17,17,0.65,2,0.08,7,0.27
Randy Brown,Rudeboy,Welterweight,https://www.ufc.com/athlete/randy-brown,Randy Brown,Rudeboy,Active,"Spanish Town, Jamaica",35,75,171,2016-01-31,1016,2158,4.39,3.35,0.71,0.52,0.54,0.75,0.39,10M 31S,32,NA,78,45.5,5,Budokan Martial Arts,20,8,0,784,0.77,154,0.15,78,0.08,8,0.4,7,0.35000000000000003,5,0.25
Damien Brown,Beatdown,Lightweight,https://www.ufc.com/athlete/damien-brown,Damien Brown,Beatdown,Not Fighting,NA,38,70,156,2016-03-20,242,627,3.66,4.86,0.68,0.68,0.5,0.54,0.45,11M 1S,11,NA,68.5,42.5,3,NA,17,12,0,208,0.86,13,0.05,21,0.09,3,0.18,6,0.35000000000000003,8,0.47000000000000003
Mike Brown,NA,Featherweight,https://www.ufc.com/athlete/mike-brown,Mike Brown,NA,Not Fighting,"Portland, United States",47,66,145.5,2004-04-02,359,800,2.98,2.45,3.23,0.62,0.61,0.67,0.37,8M 37S,65,NA,70,NA,NA,NA,26,9,0,113,0.31,127,0.35000000000000003,119,0.33,0,0,0,0,0,0
Humberto Brown,El Gato Negro,Featherweight,https://www.ufc.com/athlete/humberto-brown,Humberto Brown,El Gato Negro,Not Fighting,Panama,38,70,146,2014-11-15,18,36,1.71,2.19,1.43,0,0.62,NA,0,10M 30S,4,NA,71,NA,NA,NA,4,5,0,8,0.44,3,0.17,7,0.39,1,0.25,1,0.25,2,0.5
Travis Browne,Hapa,Heavyweight,https://www.ufc.com/athlete/travis-browne,Travis Browne,Hapa,Active,"Honolulu, United States",40,78.5,247.5,2010-06-19,400,964,2.93,4.31,1.21,0.22,0.43,0.75,0.66,8M 2S,16,NA,79,45.5,11,Glendale Fighting Club CA,18,7,1,248,0.62,56,0.14,96,0.24,0,0,0,0,0,0
Junie Browning,The Lunatic,Lightweight,https://www.ufc.com/athlete/junie-browning,Junie Browning,The Lunatic,Not Fighting,"Lexington, United States",39,69,156,2008-12-13,32,66,3.76,1.76,3.53,3.53,0.67,NA,0,4M 15S,3,NA,NA,NA,NA,NA,3,2,0,26,0.81,3,0.09,3,0.09,0,0,0,0,0,0
Jules Bruchez,Cotton Mouth from the South,Light Heavyweight,https://www.ufc.com/athlete/jules-bruchez,Jules Bruchez,Cotton Mouth from the South,Not Fighting,"Lafayette, United States",45,72,205,2008-12-13,1,2,0.69,5.52,0,0,0.47000000000000003,NA,0,1M 27S,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Stephanie Luciano,Rondinha,Women's Strawweight,https://www.ufc.com/athlete/stephanie-bruna-luciano,Stephanie Luciano,Rondinha,Active,"Belo Horizonte, Brazil",25,66,116,2024-03-23,301,702,5.2,3.04,1.3,0.26,0.65,0.81,0.26,14M 28S,7,Muay Thai,65.5,37.5,NA,NA,7,2,1,256,0.85,25,0.08,20,0.07,2,0.29,4,0.5700000000000001,1,0.14
Cody Brundage,NA,Middleweight,https://www.ufc.com/athlete/cody-brundage,Cody Brundage,NA,Active,"Chapin, United States",32,72,204,2021-09-25,313,613,2.5,2.95,1.8,0.48,0.51,0.67,0.48,7M 22S,36,Wrestler,72,42,1,Factory X,12,9,1,198,0.63,28,0.09,87,0.28,7,0.64,1,0.09,3,0.27
Steve Bruno,Hollywood,Welterweight,https://www.ufc.com/athlete/steve-bruno,Steve Bruno,Hollywood,Not Fighting,"Brooklyn, United States",41,70,171,2008-08-09,37,71,0.96,3.38,1.94,0.39,0.36,0.46,0,12M 55S,20,NA,NA,NA,NA,NA,13,5,0,25,0.68,9,0.24,3,0.08,0,0,0,0,0,0
Derek Brunson,The 1,Middleweight,https://www.ufc.com/athlete/derek-brunson,Derek Brunson,The 1,Not Fighting,"Wilmington, United States",39,73,185.5,2012-08-19,688,1452,3.51,3.05,3.14,0.61,0.51,0.86,0.54,8M 37S,123,NA,77,43,13,Sanford MMA,23,9,0,429,0.62,103,0.15,156,0.23,12,0.52,7,0.3,4,0.17
Dennis Bryant,The Beard,Light Heavyweight,https://www.ufc.com/athlete/dennis-bryant,Dennis Bryant,The Beard,Not Fighting,"Yuba City, United States",37,73,205.5,2026-06-28,19,32,10.56,10.56,0,0,0.14,NA,0,1M 48S,NA,NA,72,NA,NA,NA,5,2,0,19,1,0,0,0,0,0,0,0,0,0,0
Josh Bryant,The Beast,Middleweight,https://www.ufc.com/athlete/josh-bryant,Josh Bryant,The Beast,Not Fighting,"Broken Arrow, United States",43,70,185,2010-06-19,9,45,1.1,6.1,0,0,0.43,NA,0,8M 12S,2,NA,NA,NA,NA,NA,10,2,0,9,1,0,0,0,0,0,0,0,0,0,0
Robert Bryczek,NA,Middleweight,https://www.ufc.com/athlete/robert-bryczek,Robert Bryczek,NA,Active,"Bielsko-Biała, Poland",35,72,186,2024-02-10,117,308,2.8,4.51,0.36,0.36,0.55,0.71,0.36,13M 54S,1,Boxing,75,42,NA,Uniq Fight Club,18,7,0,90,0.77,11,0.09,16,0.14,12,0.67,5,0.28,1,0.06
Lukasz Brzeski,The Bull,Heavyweight,https://www.ufc.com/athlete/lukasz-brzeski,Lukasz Brzeski,The Bull,Not Fighting,"Zakopane, Poland",33,75,242,2022-08-13,357,712,4.9,3.65,0.41,0.41,0.55,0.35000000000000003,0,9M 7S,6,Striker,78,43,NA,WCA Warszawa,9,7,1,305,0.85,33,0.09,19,0.05,6,0.67,2,0.22,1,0.11
Marcus Buchecha,NA,Heavyweight,https://www.ufc.com/athlete/marcus-buchecha,Marcus Buchecha,NA,Active,"State of São Paulo, Brazil",36,74,251.5,2025-07-26,59,117,1.59,2.15,2.02,0.4,0.5,NA,0,12M 23S,31,NA,77.5,41,1,American Top Team,5,3,1,25,0.42,8,0.14,26,0.44,1,0.2,0,0,4,0.8
Justin Buchholz,NA,Lightweight,https://www.ufc.com/athlete/justin-buchholz,Justin Buchholz,NA,Not Fighting,"Fairbanks, United States",39,72,156,2008-01-23,89,335,2.35,4.14,0,0.79,0.51,0.33,0.4,7M 35S,1,NA,NA,NA,NA,NA,9,5,0,56,0.63,23,0.26,10,0.11,0,0,0,0,0,0
Joaquin Buckley,New Mansa,Welterweight,https://www.ufc.com/athlete/joaquin-buckley,Joaquin Buckley,New Mansa,Active,United States,32,70,171,2020-08-08,723,1988,3.62,3.1,1.43,0.08,0.59,0.7000000000000001,0.68,11M 45S,42,Freestyle,76,40,7,STL Boxing,21,8,0,544,0.75,42,0.06,137,0.19,15,0.71,6,0.29,0,0
Martin Buday,Badys,Heavyweight,https://www.ufc.com/athlete/martin-buday,Martin Buday,Badys,Not Fighting,"Nitra, Slovakia",33,76,266,2022-04-16,446,838,4.39,4.49,0.15,0.15,0.56,0.93,0.3,11M 18S,5,Jiu-Jitsu,77,43,NA,Spartakus Fight Gym,16,2,0,309,0.6900000000000001,125,0.28,12,0.03,7,0.44,7,0.44,2,0.13
Dylan Budka,The Mindless Hulk,Middleweight,https://www.ufc.com/athlete/dylan-budka,Dylan Budka,The Mindless Hulk,Not Fighting,"Baltimore, United States",25,72,186,2024-04-06,41,107,1.06,1.8,1.93,0.39,0.43,0.77,0,9M 42S,13,Freestyle,75,42,3,NA,7,5,0,20,0.49,17,0.41000000000000003,4,0.1,1,0.14,4,0.5700000000000001,2,0.29
Paul Buentello,The Headhunter,Heavyweight,https://www.ufc.com/athlete/paul-buentello,Paul Buentello,The Headhunter,Not Fighting,"Amarillo, United States",49,74,246,2005-02-05,261,569,3.29,3.83,0.19,0.38,0.52,0.39,0.76,7M 52S,3,NA,NA,NA,NA,NA,25,12,0,151,0.58,94,0.36,16,0.06,0,0,0,0,0,0
Marek Bujlo,Bujdzilla,Heavyweight,https://www.ufc.com/athlete/marek-bujlo,Marek Bujlo,Bujdzilla,Not Fighting,"Elk, Masuria, Poland",33,76,256.5,2025-11-22,31,80,2.07,3.27,0,0,0.38,NA,0,15M 0S,NA,Grappler,77,45,NA,Dragons Den Fight Club,6,1,0,31,1,0,0,0,0,0,0,0,0,0,0
Modestas Bukauskas,The Baltic Gladiator,Light Heavyweight,https://www.ufc.com/athlete/modestas-bukauskas,Modestas Bukauskas,The Baltic Gladiator,Active,"Klaipeda, Lithuania",32,75,204,2020-07-15,411,955,3.14,3.86,0.23,0.11,0.51,0.8200000000000001,0.11,10M 4S,3,Kickboxer,76,42,NA,Gintas Combat / BST Academy,20,7,0,355,0.86,37,0.09,19,0.05,11,0.55,6,0.3,3,0.15
Felipe Bunes,Felipinho,Flyweight,https://www.ufc.com/athlete/felipe-bunes,Felipe Bunes,Felipinho,Not Fighting,"Natal, Brazil",36,67,126,2023-06-17,132,286,3.17,4.57,1.08,1.44,0.47000000000000003,0.4,0,10M 24S,12,Brazilian Jiu-Jitsu,69,38.5,2,NA,14,9,0,128,0.97,4,0.03,0,0,3,0.21,2,0.14,9,0.64
Wuliji Buren,Beast Master,Bantamweight,https://www.ufc.com/athlete/wuliji-buren,Wuliji Buren,Beast Master,Not Fighting,"Inner Mongolia, China",34,69,135.5,2017-11-25,66,155,1.61,3.02,3.28,0.37,0.56,0.78,0,10M 17S,21,NA,69,38,6,NA,10,8,0,46,0.7000000000000001,9,0.14,11,0.17,2,0.2,4,0.4,4,0.4
Shane Burgos,Hurricane,Featherweight,https://www.ufc.com/athlete/shane-burgos,Shane Burgos,Hurricane,Not Fighting,"New York, United States",32,71,145.8,2016-12-10,1040,1984,7.4,6.78,0.43,0.43,0.56,0.92,0.64,12M 46S,9,MMA,75.5,40,2,"Tiger Schulmann's MMA - Elmwood Park, NJ",15,3,0,854,0.8200000000000001,106,0.1,80,0.08,5,0.28,8,0.44,5,0.28
Joshua Burkman,The People's Warrior,Welterweight,https://www.ufc.com/athlete/joshua-burkman,Joshua Burkman,The People's Warrior,Not Fighting,United States,43,70,170.5,2005-11-05,543,1245,2.69,3.13,2.53,0.3,0.52,0.73,0.15,10M 37S,92,NA,72,39,34,NA,29,17,0,364,0.67,125,0.23,54,0.1,0,0,0,0,0,0
Justin Burlinson,NA,Welterweight,https://www.ufc.com/athlete/justin-burlinson,Justin Burlinson,NA,Active,"Sunderland, United Kingdom",26,73,170.5,2026-06-24,2,5,1.24,3.09,0,9.28,0.62,1,0,1M 37S,NA,NA,74,41,NA,NA,0,1,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0
Mads Burnell,NA,Featherweight,https://www.ufc.com/athlete/mads-burnell,Mads Burnell,NA,Not Fighting,Denmark,29,68,146,2017-09-02,50,120,1.28,2.71,3.45,0.38,0.51,0.22,0,13M 2S,19,NA,69,39,9,NA,9,3,0,29,0.58,4,0.08,17,0.34,0,0,4,0.44,5,0.56
Mikey Burnett,The Eastside Assassin,Lightweight,https://www.ufc.com/athlete/mikey-burnett,Mikey Burnett,The Eastside Assassin,Not Fighting,"Tulsa, United States",49,66,170,1998-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herbert Burns,The Blaze,Featherweight,https://www.ufc.com/athlete/herbert-burns,Herbert Burns,The Blaze,Not Fighting,"Niterói, Brazil",37,69,146,2019-08-06,76,208,1.86,5.17,2.94,1.84,0.42,0.67,0.37,5M 50S,23,Jiu-Jitsu,73.5,40,1,Sanford MMA,11,6,0,49,0.64,16,0.21,11,0.14,1,0.09,2,0.18,8,0.73
Kevin Burns,The Fire,Welterweight,https://www.ufc.com/athlete/kevin-burns,Kevin Burns,The Fire,Not Fighting,"Carroll, United States",43,71,171,2008-06-07,145,373,2.74,4.3,0.28,0.85,0.53,0.48,0.57,10M 34S,2,NA,NA,NA,NA,NA,8,4,0,108,0.74,24,0.17,13,0.09,0,0,0,0,0,0
Gilbert Burns,Durinho,Welterweight,https://www.ufc.com/athlete/gilbert-burns,Gilbert Burns,Durinho,Retired,"Niterói, Brazil",39,70,170,2014-07-26,974,2025,3.16,3.68,2.04,0.44,0.53,0.54,0.19,12M 21S,118,Brazilian Jiu-Jitsu,71,40,13,Jaco Hybrid Training Center,22,10,0,737,0.76,99,0.1,138,0.14,6,0.27,7,0.32,9,0.41000000000000003
Nah-Shon Burrell,The Rock n Rolla,Welterweight,https://www.ufc.com/athlete/nah-shon-burrell,Nah-Shon Burrell,The Rock n Rolla,Not Fighting,"Philadelphia, United States",33,71,171,2012-01-08,234,491,4.83,3.45,0,0.31,0.56,0.52,0,11M 49S,1,NA,76,NA,NA,NA,9,3,0,154,0.66,51,0.22,29,0.12,0,0,0,0,0,0
Martin Buschkamp,Barracuda,Featherweight,https://www.ufc.com/athlete/martin-buschkamp,Martin Buschkamp,Barracuda,Not Fighting,"Itapira, Brazil",32,69,145,2026-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,70,40,NA,NA,9,0,0,0,0,0,0,0,0,0,0,2,0.22,7,0.78
Bubba Bush,The Fighting Texas Aggie,Middleweight,https://www.ufc.com/athlete/bubba-bush,Bubba Bush,The Fighting Texas Aggie,Not Fighting,United States,37,72,185,2014-07-05,10,18,0.63,7.01,2.82,0,0.26,0.6,0,8M 0S,6,NA,73,NA,NA,NA,8,3,0,5,0.5,1,0.1,4,0.4,4,0.5,1,0.13,3,0.38
