name,wins,losses,draws,nc,height,weight,reach,stance,dob,s_lp_m,str_acc,s_ap_m,str_def,td_avg,td_acc,td_def,sub_avg
Allan Goes,10,5,2,0,"6' 0""",205 lbs.,NA,Orthodox,"Apr 20, 1971",0.64,52%,1.35,41%,1.75,40%,0%,2.6
Billy Ray Goff,9,4,0,0,"5' 10""",170 lbs.,"72""",Switch,"Jun 18, 1998",7.51,46%,5.02,59%,1.75,16%,66%,0
Amiran Gogoladze,14,3,0,0,"6' 1""",170 lbs.,"74""",Switch,"Dec 09, 1997",1.64,66%,0.82,0%,0,0%,0%,0
Jonny Goh,3,4,0,0,"5' 11""",155 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Hannah Goldy,6,4,0,0,"5' 4""",115 lbs.,"61""",Orthodox,"May 18, 1992",5.19,47%,4.67,50%,0.66,12%,54%,0.2
Marcelo Golm,6,3,0,0,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992",4.27,58%,4.3,45%,0.45,50%,87%,0.5
Denise Gomes,12,3,0,0,"5' 2""",115 lbs.,"63""",Orthodox,"Dec 30, 1999",4.43,49%,3.16,51%,1.45,34%,66%,0.7
Sergio Gomez,10,3,0,0,"5' 6""",155 lbs.,NA,Orthodox,"Apr 29, 1982",1.5,42%,1.16,56%,2.57,66%,31%,0
Frank Gomez,10,6,0,0,"5' 10""",135 lbs.,"67""",Orthodox,"Mar 31, 1986",1.52,48%,0.79,66%,1.14,60%,70%,0.8
Alan Gomez,2,0,0,0,NA,155 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
David Gomez,1,2,0,0,NA,155 lbs.,NA,NA,"Aug 08, 1983",0,0%,0,0%,0,0%,0%,0
Ulysses Gomez,9,5,0,0,"5' 6""",125 lbs.,NA,Orthodox,"May 25, 1983",2.72,25%,3.57,68%,0,0%,0%,0
Joey Gomez,6,2,0,0,"5' 10""",135 lbs.,"73""",Orthodox,"Jul 21, 1986",2.44,28%,4.46,55%,0.62,100%,50%,0
Luis Gomez,4,1,0,0,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995",1.57,33%,4.03,55%,4.48,50%,33%,0
Joey Gomez,7,1,0,0,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989",3.73,49%,3.33,50%,2,28%,0%,0
Edson Gomez,6,2,0,0,"5' 8""",170 lbs.,"69""",Switch,"Feb 23, 1991",2.66,32%,8.78,45%,0,0%,0%,0
Silvana Gomez Juarez,11,5,0,0,"5' 3""",115 lbs.,"65""",Orthodox,"Dec 06, 1984",4.26,32%,4.04,61%,0,0%,30%,0
Takanori Gomi,35,14,0,1,"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978",3.81,41%,3.52,60%,1.23,65%,63%,0.8
William Gomis,15,4,0,0,"6' 0""",145 lbs.,"73""",Southpaw,"Jun 13, 1997",3.2,48%,2.6,61%,0.73,38%,77%,0.3
Akihiro Gono,35,21,8,0,"5' 7""",170 lbs.,"68""",Switch,"Oct 07, 1974",2.18,48%,2.67,63%,1.01,84%,46%,0.5
Gabriel Gonzaga,17,11,0,0,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",2.12,45%,2.94,57%,2.8,39%,66%,1.1
Justin Gonzales,6,0,0,0,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 28, 1991",6.67,80%,0.87,43%,14,73%,100%,0
Fernando Gonzalez,26,14,0,0,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983",4.47,47%,4.03,65%,0.86,33%,43%,1.4
Nick Gonzalez,17,12,0,1,"5' 6""",155 lbs.,NA,Orthodox,"Mar 03, 1981",0.59,20%,2.35,33%,0,0%,50%,0
Fabian Gonzalez,2,1,0,0,"5' 10""",135 lbs.,NA,NA,NA,3.9,48%,4.39,51%,0,0%,66%,0
Lewis Gonzalez,11,3,0,0,"5' 10""",170 lbs.,NA,Orthodox,"Sep 19, 1987",1.4,37%,1.87,41%,2,33%,62%,0
Jason Gonzalez,11,5,0,0,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",3.06,39%,3.13,58%,0,0%,30%,1
Pearl Gonzalez,6,3,0,0,"5' 4""",115 lbs.,NA,Orthodox,"Aug 12, 1986",2.23,37%,4.07,57%,1.04,11%,0%,0.5
Jorge Gonzalez,16,4,0,0,"6' 2""",205 lbs.,"76""",Orthodox,"Feb 29, 1984",0,0%,0,0%,0,0%,0%,0
Mikey Gonzalez,7,2,0,0,"5' 11""",155 lbs.,"74""",Orthodox,"Aug 13, 1985",0.91,16%,14.55,11%,0,0%,0%,0
Erick Gonzalez,14,8,0,0,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 20, 1992",2.4,36%,8.08,40%,6,55%,50%,0
Jennifer Gonzalez,13,5,0,0,"5' 2""",125 lbs.,NA,NA,"Mar 22, 1986",0,0%,0,0%,0,0%,0%,0
Kier Gooch,2,7,0,0,NA,155 lbs.,NA,NA,"Apr 21, 1986",0,0%,0,0%,0,0%,0%,0
Lyman Good,21,6,0,1,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",5.34,48%,4.01,63%,0.27,100%,75%,0
Jared Gooden,23,10,0,0,"6' 0""",170 lbs.,"77""",Orthodox,"Dec 05, 1993",4.4,48%,6.74,45%,0.91,45%,65%,0.4
Gary Goodridge,23,22,1,0,"6' 3""",249 lbs.,NA,Orthodox,"Jan 17, 1966",1.84,56%,2.14,48%,0.4,100%,53%,0.8
Jordan Goodwin,0,0,0,0,NA,155 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Gerard Gordeau,2,2,0,0,"6' 5""",216 lbs.,NA,Orthodox,"Mar 30, 1959",0,0%,0,0%,0,0%,0%,0
Eddie Gordon,8,4,0,0,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",2.03,32%,2.57,60%,1.93,83%,63%,0
Jared Gordon,21,9,0,1,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988",5.57,53%,4.11,55%,1.91,34%,60%,0
Tebaris Gordon,3,1,0,0,"6' 1""",265 lbs.,NA,Orthodox,"Jul 19, 1988",3.53,16%,49.41,22%,0,0%,0%,0
Malcolm Gordon,14,8,0,0,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",2.5,45%,2,43%,1.72,35%,26%,1
Tresean Gore,7,4,0,0,"6' 0""",185 lbs.,"75""",Switch,"Jun 21, 1994",3.41,49%,7,40%,1.91,72%,83%,1
Alex Gorgees,6,1,0,0,"6' 2""",155 lbs.,"74""",Switch,"Aug 11, 1995",0.67,32%,2.27,38%,0,0%,54%,0
Themba Gorimbo,14,7,0,0,"6' 1""",170 lbs.,"77""",Orthodox,"Jan 23, 1991",2.7,56%,1.75,51%,4.52,62%,73%,0.4
Tim Gorman,9,4,0,0,"5' 5""",135 lbs.,NA,Southpaw,"Apr 29, 1983",2.73,31%,5.57,46%,1,9%,33%,0
Chase Gormley,14,6,0,1,"6' 3""",265 lbs.,NA,Orthodox,"Aug 11, 1983",3.6,42%,6.03,44%,3.12,42%,0%,1
Jonathan Goulet,23,12,0,1,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",1.61,41%,2.01,46%,4.17,70%,45%,0.6
Thibault Gouti,12,5,0,0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987",3.68,34%,5.64,50%,1.23,80%,83%,0.3
Wilson Gouveia,14,8,0,0,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",3.02,39%,4.06,56%,0.9,66%,57%,2.2
Todd Gouwenberg,9,5,0,0,"6' 1""",205 lbs.,NA,Orthodox,"Sep 25, 1974",0.52,23%,2.93,42%,1.57,33%,50%,0
Hugo Govea,0,1,0,0,NA,NA,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Justin Governale,5,5,0,0,NA,145 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Damian Grabowski,20,5,0,0,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980",4,36%,7.65,51%,0,0%,0%,0
Patryk Grabowski,5,1,0,0,NA,205 lbs.,NA,NA,"Nov 12, 1995",0,0%,0,0%,0,0%,0%,0
Royce Gracie,15,2,3,0,"6' 1""",175 lbs.,NA,Southpaw,"Dec 12, 1966",0.88,41%,1.13,37%,0,0%,66%,0.8
Crosley Gracie,2,2,0,0,"5' 9""",190 lbs.,NA,Orthodox,"Jul 18, 1979",1.69,37%,1.54,60%,3.46,85%,50%,0.6
Daniel Gracie,5,4,1,0,"6' 2""",225 lbs.,NA,Orthodox,"Jun 28, 1972",1.9,38%,1.33,59%,0.36,100%,80%,2.1
Ralph Gracie,6,1,0,0,"5' 9""",183 lbs.,NA,Orthodox,"May 25, 1971",0.86,37%,1.72,31%,0,0%,25%,4
Renzo Gracie,13,7,1,1,"5' 10""",185 lbs.,NA,Orthodox,"Mar 11, 1967",1.71,41%,1.67,55%,1.13,20%,40%,0.8
Rickson Gracie,11,0,0,0,"5' 10""",185 lbs.,NA,Switch,"Nov 20, 1958",0,0%,0,0%,0,0%,0%,0
Rodrigo Gracie,6,2,1,0,"6' 0""",183 lbs.,NA,Orthodox,"Apr 11, 1975",1.34,51%,0.86,46%,1.49,50%,75%,0.4
Royler Gracie,5,5,1,0,"5' 8""",150 lbs.,NA,Southpaw,"Dec 06, 1965",0,0%,0,0%,0,0%,0%,0
Ryan Gracie,5,2,0,0,"5' 9""",200 lbs.,NA,Orthodox,"Aug 14, 1974",0.82,61%,0.5,40%,2.83,75%,25%,0.9
Ralek Gracie,3,1,0,0,"6' 2""",210 lbs.,NA,Orthodox,"Oct 04, 1985",1.61,46%,1.05,55%,2.5,75%,0%,1.7
Rolles Gracie,8,4,0,0,"6' 4""",242 lbs.,NA,Orthodox,"Jul 14, 1978",2.3,32%,3.38,55%,2.3,10%,0%,0
Cesar Gracie,0,1,0,0,"5' 10""",181 lbs.,NA,Orthodox,NA,0,0%,17.14,50%,0,0%,0%,0
Roger Gracie,8,2,0,0,"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981",1.78,35%,1.79,61%,1.87,53%,60%,1.9
Igor Gracie,5,4,0,0,"5' 11""",170 lbs.,NA,NA,"Feb 04, 1980",1.86,60%,0.99,50%,3.72,50%,0%,3.7
Neiman Gracie,6,0,0,0,"6' 0""",170 lbs.,NA,NA,NA,0.77,100%,0.38,75%,5.77,100%,0%,5.8
Kron Gracie,5,3,0,0,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988",2.95,42%,5.73,51%,0.35,25%,0%,0.7
Bogdan Grad,15,4,0,0,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 28, 1995",4.06,51%,5.06,49%,4.22,40%,75%,0
Steven Graham,2,1,0,0,"6' 1""",290 lbs.,NA,Orthodox,NA,0,0%,0,0%,0,0%,0%,0
Scott Graham,3,1,0,0,"6' 4""",185 lbs.,NA,Orthodox,NA,0.91,42%,2.27,28%,0,0%,0%,0
Miranda Granger,7,3,0,0,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 13, 1992",2.79,47%,2.57,57%,0,0%,33%,0
TJ Grant,21,5,0,0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",3.95,54%,3.21,56%,1.63,43%,36%,0.6
Davey Grant,18,8,0,0,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985",5.58,45%,4.04,54%,0.95,38%,65%,0.2
Dwight Grant,11,6,0,0,"6' 1""",185 lbs.,"76""",Switch,"Sep 14, 1984",3.29,36%,2.66,60%,0.61,100%,66%,0
Alexa Grasso,17,5,1,0,"5' 5""",125 lbs.,"66""",Orthodox,"Aug 09, 1993",4.11,41%,3.71,58%,0.4,35%,54%,0.7
Tony Gravely,23,9,0,0,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",3.82,48%,4.47,44%,5.4,41%,52%,0.3
Michael Graves,6,0,1,0,"5' 10""",170 lbs.,"71""",Orthodox,"Jan 08, 1991",1.25,54%,1.47,58%,4.8,52%,66%,0.4
Shelton Graves,7,3,0,0,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985",2.19,69%,0.81,33%,4.86,57%,0%,0
James Gray,4,1,0,0,"5' 9""",135 lbs.,NA,Orthodox,"Oct 25, 1987",2.61,50%,18.26,44%,0,0%,0%,0
Kevin Gray,9,4,0,0,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985",3.45,62%,4.48,66%,0,0%,0%,0
Sam Greco,3,1,1,0,"6' 2""",205 lbs.,NA,Orthodox,"May 03, 1967",2.4,75%,1.33,53%,0,0%,25%,1
King Green,35,17,1,1,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986",6.46,53%,3.55,62%,1.33,43%,72%,0.3
Desmond Green,23,8,0,0,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989",3.7,46%,2.51,69%,1.62,50%,75%,0
Gabe Green,12,5,0,0,"5' 10""",155 lbs.,"73""",Switch,"May 02, 1993",5.6,45%,6.19,47%,0.71,50%,50%,0.5
Maurice Greene,9,7,0,0,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986",3.28,45%,3.61,45%,0,0%,27%,0.4
Matt Grice,15,5,0,0,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",4.09,53%,2.69,56%,2.19,37%,82%,0.5
Forrest Griffin,19,7,0,0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",4.38,36%,2.81,61%,1.05,48%,57%,0.7
Tyson Griffin,16,8,0,0,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",3.71,41%,2.3,65%,1.87,46%,59%,0.9
Max Griffin,20,13,0,0,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",3.7,47%,3.69,58%,1.44,41%,69%,0.2
Jordan Griffin,18,9,0,0,"5' 10""",145 lbs.,"73""",Southpaw,"Feb 28, 1990",2.52,46%,3.02,50%,1.45,35%,42%,1.9
Chad Griggs,11,3,0,0,"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978",2.67,50%,2.22,46%,1.51,66%,41%,0
Charalampos Grigoriou,8,5,0,0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 31, 1992",2.62,48%,3.97,46%,2.62,80%,90%,0
Chuck Grigsby,23,10,0,0,"6' 6""",205 lbs.,NA,Orthodox,"Aug 15, 1972",0.71,16%,3.29,46%,0,0%,66%,0
Rodrigo Gripp de Sousa,7,9,0,0,"5' 11""",205 lbs.,NA,Orthodox,NA,0.48,23%,4.81,52%,0,0%,0%,9.6
Maxim Grishin,32,10,2,0,"6' 3""",205 lbs.,"78""",Orthodox,"May 02, 1984",3.26,52%,2.27,58%,0.21,16%,66%,0
Josh Grispi,14,5,0,0,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988",1.44,41%,3.71,50%,1.97,36%,16%,2.2
Garrett Gross,11,7,0,0,"5' 9""",155 lbs.,NA,Orthodox,"Aug 08, 1988",2.39,45%,1.67,46%,0,0%,52%,0
Kendall Grove,23,17,0,1,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",2.31,41%,2.4,54%,0.49,45%,56%,1.7
Neil Grove,12,8,1,0,"6' 6""",265 lbs.,NA,Orthodox,"Jan 18, 1971",0,0%,0,0%,0,0%,100%,14.3
Chris Gruetzemacher,15,5,0,0,"5' 8""",155 lbs.,"68""",Orthodox,"Jun 16, 1986",6.18,57%,4.96,52%,0.21,50%,65%,0
Vik Grujic,6,6,0,0,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 06, 1977",2.24,48%,3.39,41%,1.18,33%,26%,0.4
Mike Grundy,12,4,0,0,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987",2.09,45%,4.45,56%,4.06,28%,50%,0.4
Wang Guan,20,1,1,0,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",4.73,43%,3.27,60%,0,0%,0%,0
Anthony Guarascio,3,1,0,1,"6' 2""",233 lbs.,"72""",Orthodox,"Feb 26, 1994",7.5,28%,41.25,35%,0,0%,0%,0
Nandor Guelmino,11,5,1,0,"6' 3""",230 lbs.,NA,NA,"Dec 20, 1975",3.62,56%,3.16,33%,0,0%,42%,0
Fabricio Guerreiro,21,5,0,1,"5' 10""",145 lbs.,NA,NA,"Jul 24, 1990",1.87,31%,2.2,67%,2,50%,0%,0
Rainn Guerrero,5,2,0,0,"5' 6""",125 lbs.,"65""",Orthodox,"May 13, 1992",0.65,33%,0.87,50%,3.27,100%,0%,0
Shannon Gugerty,15,7,0,0,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 30, 1981",1.25,39%,1.88,58%,2.13,27%,50%,3.4
Clay Guida,38,22,0,0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2.63,33%,3,61%,3.1,35%,66%,0.6
Jason Guida,19,28,0,2,"5' 10""",214 lbs.,NA,NA,"Aug 04, 1977",1.87,40%,3.33,52%,1,14%,50%,1
Melvin Guillard,32,18,2,3,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 30, 1983",2.96,40%,1.85,66%,1.3,63%,61%,0.2
Chris Guillen,13,16,0,0,"6' 0""",240 lbs.,NA,Orthodox,"Dec 09, 1972",0.82,27%,1.91,36%,0,0%,0%,0
Marcelo Guimaraes,9,2,1,0,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983",4.67,51%,4.41,62%,1.99,13%,0%,0
Leonardo Guimaraes,11,5,0,1,"6' 0""",185 lbs.,NA,Orthodox,"Apr 15, 1982",2.35,56%,2.99,44%,0,0%,52%,1
Brad Gumm,10,6,1,1,"5' 11""",170 lbs.,NA,Orthodox,NA,0,0%,0,0%,0,0%,0%,0
John Gunderson,35,16,2,0,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979",1.04,27%,1.71,58%,1.67,33%,11%,2
John Gunther,5,1,0,0,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 24, 1985",1.65,37%,3.72,46%,7.08,42%,0%,0
Jorge Gurgel,14,10,0,0,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",3.37,32%,3.62,62%,0.81,23%,60%,0.5
Fabio Gurgel,3,2,0,0,"6' 0""",205 lbs.,NA,Orthodox,"Jan 18, 1970",0,0%,0,0%,0,0%,0%,0
Luis Gurule,11,4,0,0,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 16, 1993",5.44,43%,5.35,57%,0.64,15%,60%,0.2
Bogdan Guskov,18,3,1,0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 12, 1992",4.57,55%,4.09,44%,0,0%,57%,0.7
Gugun Gusman,8,4,0,0,"5' 7""",135 lbs.,"68""",Orthodox,"Mar 03, 1990",0.88,27%,6.18,41%,0,0%,33%,0
Andre Gusmao,6,3,0,0,"6' 0""",205 lbs.,NA,Orthodox,"May 19, 1977",2.79,43%,3.28,60%,0,0%,60%,0
Alexander Gustafsson,18,8,0,0,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",4.03,40%,3.53,51%,1.53,39%,83%,0.4
Andreas Gustafsson,12,3,0,0,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 20, 1991",5.82,71%,3.63,45%,6.19,58%,100%,0
Justin Guthrie,18,9,0,0,"6' 1""",170 lbs.,NA,NA,"Jan 19, 1981",0.16,33%,3.74,14%,2.44,25%,0%,4.9
Horacio Gutierrez,4,3,0,0,"5' 10""",145 lbs.,NA,NA,"Sep 15, 1990",0.86,26%,2.91,46%,0,0%,50%,0
Chris Gutierrez,22,7,2,0,"5' 9""",135 lbs.,"67""",Orthodox,"Apr 22, 1991",4.4,57%,2.65,63%,0.3,30%,67%,0.1
Mando Gutierrez,7,2,0,0,"5' 6""",135 lbs.,"70""",Southpaw,"Feb 24, 1997",0.8,75%,1.33,50%,1,100%,40%,1
Mike Guymon,15,6,1,0,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974",2.75,65%,0.79,66%,1.87,37%,54%,1.2
Chelsea Hackett,3,1,1,0,"5' 4""",125 lbs.,"66""",Switch,"Aug 16, 1998",2.58,51%,4.85,46%,0,0%,57%,0
Keith Hackney,2,2,0,0,"5' 11""",200 lbs.,NA,Sideways,"Apr 15, 1958",0,0%,0,0%,0,0%,0%,0
Cody Haddon,9,1,0,0,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 08, 1998",8.84,56%,2.72,62%,2.96,35%,83%,0.6
Jake Hadley,11,4,0,0,"5' 7""",135 lbs.,"70""",Southpaw,"Aug 03, 1996",3.8,43%,4.16,61%,0.33,11%,54%,1.1
Steve Hadsel,3,0,0,0,"5' 8""",170 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Damir Hadzovic,14,8,0,0,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",3.34,47%,3.74,59%,0.91,54%,34%,0.1
Bassil Hafez,9,4,1,0,"5' 11""",170 lbs.,"72""",Orthodox,"Jan 31, 1992",3.71,38%,5.68,41%,2.21,24%,50%,0
Tim Hague,21,13,0,0,"6' 4""",260 lbs.,"76""",Orthodox,"May 09, 1983",2.79,47%,4.14,46%,1.72,33%,85%,0.9
Theo Haig,6,1,0,0,"6' 2""",185 lbs.,"77""",Orthodox,"Aug 23, 1996",0,0%,28.33,0%,0,0%,0%,0
Yazan Hajeh,6,1,0,0,"5' 9""",145 lbs.,NA,Orthodox,"Sep 04, 1992",1.54,25%,17.44,44%,0,0%,100%,0
Stoney Hale,5,3,0,0,"6' 0""",NA,NA,NA,"Oct 18, 1979",0,0%,0,0%,0,0%,0%,0
Kevin Haley,6,4,0,0,"6' 2""",205 lbs.,NA,NA,NA,0.87,59%,0.87,64%,3,100%,0%,2
Mark Hall,5,6,0,0,"6' 0""",190 lbs.,NA,Orthodox,"Jan 26, 1961",0,0%,0,0%,0,0%,0%,0
Uriah Hall,18,11,0,0,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",3.23,48%,3.85,54%,0.54,38%,64%,0.1
Ryan Hall,9,2,0,0,"5' 10""",145 lbs.,"70""",Southpaw,"Feb 22, 1985",2.38,50%,1.33,65%,0.22,9%,0%,2.2
Dennis Hallman,53,20,2,1,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975",1.12,44%,1.96,43%,1.79,30%,25%,2.1
Piotr Hallmann,18,6,0,0,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987",3.98,45%,3.17,58%,2.55,44%,70%,0.4
Tony Halme,0,4,0,0,"6' 3""",300 lbs.,NA,Orthodox,"Jan 06, 1963",0,0%,0,0%,0,0%,0%,0
Brandon Halsey,9,3,0,0,"6' 0""",185 lbs.,NA,NA,"Sep 16, 1986",1.74,47%,0.87,65%,4.98,53%,100%,1.2
John Halverson,16,8,0,1,"5' 9""",155 lbs.,NA,Southpaw,"Sep 08, 1972",2.94,43%,5.29,47%,0,0%,66%,2
Seo Hee Ham,17,8,0,0,"5' 2""",115 lbs.,"62""",Southpaw,"Mar 08, 1987",4.2,39%,5.15,61%,0,0%,66%,0.2
Frank Hamaker,1,0,0,0,NA,NA,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Kazuhiro Hamanaka,5,7,1,0,"6' 0""",185 lbs.,NA,Southpaw,"Oct 24, 1978",1.7,37%,0.91,60%,0,0%,50%,0
Rami Hamed,13,3,0,0,"6' 1""",170 lbs.,"71""",Orthodox,"Apr 25, 1991",3.87,51%,3.4,50%,0,0%,50%,0
Matt Hamill,12,8,0,0,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",3.69,42%,3.8,61%,3,34%,91%,0
Jeremy Hamilton,9,2,0,0,NA,185 lbs.,NA,NA,"Nov 14, 1984",0,0%,0,0%,0,0%,0%,0
Anthony Hamilton,15,9,0,0,"6' 5""",260 lbs.,"76""",Orthodox,"Apr 14, 1980",3.91,65%,3.02,45%,2.62,42%,78%,0
CJ Hamilton,11,4,0,0,"5' 7""",125 lbs.,"68""",Switch,"Oct 07, 1986",2.47,31%,3.93,58%,0,0%,62%,0
Jared Hamman,14,6,0,0,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982",5.15,42%,3.93,55%,1.57,46%,30%,0
James Hammortree,6,3,0,0,"6' 3""",185 lbs.,NA,Orthodox,"Nov 29, 1983",1.93,30%,4.13,44%,2,50%,100%,1
Dean Hancock,2,1,0,0,NA,155 lbs.,NA,NA,NA,7.97,63%,1.94,67%,1.71,33%,75%,1.7
Chad Hanekom,9,3,0,0,"6' 4""",185 lbs.,"74""",Orthodox,"Apr 20, 1990",0.73,47%,1.47,33%,0,0%,71%,1
Joachim Hansen,23,14,1,0,"5' 7""",150 lbs.,NA,Southpaw,"May 26, 1979",2.01,43%,2.04,58%,2.21,58%,34%,1.9
Kay Hansen,7,6,0,0,"5' 2""",115 lbs.,"63""",Orthodox,"Aug 14, 1999",3.01,50%,3.19,51%,1.83,22%,37%,0.8
Nasrat Haqparast,18,6,0,0,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",6.36,45%,6,63%,0.34,20%,86%,0
Shin Haraguchi,8,2,0,1,"5' 5""",145 lbs.,"68""",Switch,"Nov 27, 1998",2.02,63%,1.84,43%,12.32,51%,0%,0
Janay Harding,2,3,0,0,NA,135 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Antoni Hardonk,8,6,0,0,"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976",3.4,61%,3.07,46%,0,0%,40%,0.9
George Hardwick,12,2,0,0,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 06, 1996",3.6,38%,4.6,71%,0,0%,83%,0
Harry Hardwick,13,5,1,0,"5' 8""",145 lbs.,"71""",Switch,"Sep 29, 1994",5.47,42%,8.54,44%,0,0%,0%,0
Dan Hardy,25,10,0,1,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",2.46,35%,3.44,51%,0.73,35%,35%,0.4
Veronica Hardy,10,5,1,0,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995",3.06,45%,3.24,50%,0.82,41%,51%,0.3
Greg Hardy,7,5,0,1,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988",4.79,50%,3.31,55%,0.2,33%,64%,0
Tobias Harila,12,3,0,0,NA,NA,NA,NA,"Jan 13, 1994",0,0%,0,0%,0,0%,0%,0
Baru Harn,1,2,0,0,NA,265 lbs.,NA,NA,"Oct 24, 1977",0,0%,0,0%,0,0%,0%,0
Scott Harper,12,7,0,0,"6' 0""",185 lbs.,NA,Orthodox,"Apr 14, 1972",1.3,54%,4.98,47%,3.25,100%,0%,0
Josiah Harrell,11,1,0,0,"5' 7""",170 lbs.,"68""",Southpaw,"Nov 13, 1998",2.32,50%,10.94,29%,0,0%,0%,0
Gerry Harris,1,4,0,0,"6' 8""",270 lbs.,NA,Orthodox,NA,0,0%,0,0%,0,0%,0%,0
Gerald Harris,23,5,0,0,"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979",1.41,29%,1.58,62%,2.96,54%,72%,0
Phil Harris,22,12,0,2,"5' 4""",125 lbs.,"65""",Orthodox,"Sep 04, 1983",2.34,26%,3.16,68%,1.76,21%,60%,0
Walt Harris,13,10,0,1,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",3.05,39%,3.33,54%,0.29,28%,70%,0.1
Dhafir Harris,2,0,0,1,NA,257 lbs.,NA,NA,"Aug 04, 1977",0,0%,0,0%,0,0%,0%,0
