sex,race,ethnic_origin,age,year,quarter,n_persons,median_weekly_earn
Both Sexes,All Races,All Origins,55 years and over,2010,3,18145000,840
Both Sexes,All Races,All Origins,55 years and over,2010,4,18055000,833
Both Sexes,All Races,All Origins,55 years and over,2011,1,18036000,863
Both Sexes,All Races,All Origins,55 years and over,2011,2,18355000,854
Both Sexes,All Races,All Origins,55 years and over,2011,3,18725000,849
Both Sexes,All Races,All Origins,55 years and over,2011,4,18972000,861
Both Sexes,All Races,All Origins,55 years and over,2012,1,19431000,872
Both Sexes,All Races,All Origins,55 years and over,2012,2,19405000,873
Both Sexes,All Races,All Origins,55 years and over,2012,3,19600000,863
Both Sexes,All Races,All Origins,55 years and over,2012,4,20381000,887
Both Sexes,All Races,All Origins,55 years and over,2013,1,20264000,873
Both Sexes,All Races,All Origins,55 years and over,2013,2,20436000,893
Both Sexes,All Races,All Origins,55 years and over,2013,3,20544000,879
Both Sexes,All Races,All Origins,55 years and over,2013,4,20880000,916
Both Sexes,All Races,All Origins,55 years and over,2014,1,20938000,884
Both Sexes,All Races,All Origins,55 years and over,2014,2,21326000,881
Both Sexes,All Races,All Origins,55 years and over,2014,3,21208000,913
Both Sexes,All Races,All Origins,55 years and over,2014,4,21620000,915
Both Sexes,All Races,All Origins,55 years and over,2015,1,21797000,893
Both Sexes,All Races,All Origins,55 years and over,2015,2,22045000,916
Both Sexes,All Races,All Origins,55 years and over,2015,3,22182000,927
Both Sexes,All Races,All Origins,55 years and over,2015,4,22721000,930
Both Sexes,All Races,All Origins,55 years and over,2016,1,22488000,953
Both Sexes,All Races,All Origins,55 years and over,2016,2,22558000,928
Both Sexes,All Races,All Origins,55 years and over,2016,3,22791000,934
Both Sexes,All Races,All Origins,55 years and over,2016,4,22658000,944
Both Sexes,All Races,All Origins,55 years and over,2017,1,23061000,951
Both Sexes,All Races,All Origins,55 years and over,2017,2,23465000,955
Both Sexes,All Races,All Origins,55 years and over,2017,3,23839000,980
Both Sexes,All Races,All Origins,55 years and over,2017,4,23569000,963
Both Sexes,All Races,All Origins,55 years and over,2018,1,23566000,956
Both Sexes,All Races,All Origins,55 years and over,2018,2,24230000,994
Both Sexes,All Races,All Origins,55 years and over,2018,3,24652000,971
Both Sexes,All Races,All Origins,55 years and over,2018,4,24539000,1015
Both Sexes,All Races,All Origins,55 years and over,2019,1,24732000,991
Both Sexes,All Races,All Origins,55 years and over,2019,2,24989000,999
Both Sexes,All Races,All Origins,55 years and over,2019,3,25141000,991
Both Sexes,All Races,All Origins,55 years and over,2019,4,25416000,1030
Both Sexes,All Races,All Origins,55 years and over,2020,1,24962000,1047
Both Sexes,All Races,All Origins,55 years and over,2020,2,22626000,1072
Both Sexes,All Races,All Origins,55 years and over,2020,3,23789000,1087
Both Sexes,All Races,All Origins,55 years and over,2020,4,24249000,1095
Men,All Races,All Origins,55 years and over,2010,1,9178000,964
Men,All Races,All Origins,55 years and over,2010,2,9565000,937
Men,All Races,All Origins,55 years and over,2010,3,9681000,967
Men,All Races,All Origins,55 years and over,2010,4,9645000,980
Men,All Races,All Origins,55 years and over,2011,1,9550000,970
Men,All Races,All Origins,55 years and over,2011,2,9909000,965
Men,All Races,All Origins,55 years and over,2011,3,10233000,964
Men,All Races,All Origins,55 years and over,2011,4,10155000,1005
Men,All Races,All Origins,55 years and over,2012,1,10473000,980
Men,All Races,All Origins,55 years and over,2012,2,10370000,991
Men,All Races,All Origins,55 years and over,2012,3,10645000,960
Men,All Races,All Origins,55 years and over,2012,4,11068000,1016
Men,All Races,All Origins,55 years and over,2013,1,10862000,969
Men,All Races,All Origins,55 years and over,2013,2,10924000,1018
Men,All Races,All Origins,55 years and over,2013,3,11168000,984
Men,All Races,All Origins,55 years and over,2013,4,11312000,1036
Men,All Races,All Origins,55 years and over,2014,1,11307000,979
Men,All Races,All Origins,55 years and over,2014,2,11492000,993
Men,All Races,All Origins,55 years and over,2014,3,11663000,1034
Men,All Races,All Origins,55 years and over,2014,4,11782000,1019
Men,All Races,All Origins,55 years and over,2015,1,11784000,1029
Men,All Races,All Origins,55 years and over,2015,2,11988000,1032
Men,All Races,All Origins,55 years and over,2015,3,12199000,1069
Men,All Races,All Origins,55 years and over,2015,4,12340000,1092
Men,All Races,All Origins,55 years and over,2016,1,12138000,1102
Men,All Races,All Origins,55 years and over,2016,2,12188000,1049
Men,All Races,All Origins,55 years and over,2016,3,12559000,1095
Men,All Races,All Origins,55 years and over,2016,4,12392000,1084
Men,All Races,All Origins,55 years and over,2017,1,12499000,1045
Men,All Races,All Origins,55 years and over,2017,2,12846000,1046
Men,All Races,All Origins,55 years and over,2017,3,13250000,1125
Men,All Races,All Origins,55 years and over,2017,4,12787000,1116
Men,All Races,All Origins,55 years and over,2018,1,12824000,1097
Men,All Races,All Origins,55 years and over,2018,2,13328000,1117
Men,All Races,All Origins,55 years and over,2018,3,13543000,1111
Men,All Races,All Origins,55 years and over,2018,4,13359000,1166
Men,All Races,All Origins,55 years and over,2019,1,13401000,1149
Men,All Races,All Origins,55 years and over,2019,2,13815000,1141
Men,All Races,All Origins,55 years and over,2019,3,13846000,1143
Men,All Races,All Origins,55 years and over,2019,4,13833000,1168
Men,All Races,All Origins,55 years and over,2020,1,13671000,1197
Men,All Races,All Origins,55 years and over,2020,2,12559000,1191
Men,All Races,All Origins,55 years and over,2020,3,12918000,1231
Men,All Races,All Origins,55 years and over,2020,4,13345000,1202
Women,All Races,All Origins,55 years and over,2010,1,8124000,701
Women,All Races,All Origins,55 years and over,2010,2,8335000,712
Women,All Races,All Origins,55 years and over,2010,3,8464000,725
Women,All Races,All Origins,55 years and over,2010,4,8410000,723
Women,All Races,All Origins,55 years and over,2011,1,8486000,741
Women,All Races,All Origins,55 years and over,2011,2,8446000,744
Women,All Races,All Origins,55 years and over,2011,3,8492000,737
Women,All Races,All Origins,55 years and over,2011,4,8816000,730
Women,All Races,All Origins,55 years and over,2012,1,8958000,761
Women,All Races,All Origins,55 years and over,2012,2,9034000,748
Women,All Races,All Origins,55 years and over,2012,3,8956000,755
Women,All Races,All Origins,55 years and over,2012,4,9313000,746
Women,All Races,All Origins,55 years and over,2013,1,9402000,754
Women,All Races,All Origins,55 years and over,2013,2,9513000,769
Women,All Races,All Origins,55 years and over,2013,3,9376000,765
Women,All Races,All Origins,55 years and over,2013,4,9568000,776
Women,All Races,All Origins,55 years and over,2014,1,9631000,767
Women,All Races,All Origins,55 years and over,2014,2,9834000,768
Women,All Races,All Origins,55 years and over,2014,3,9544000,778
Women,All Races,All Origins,55 years and over,2014,4,9839000,784
Women,All Races,All Origins,55 years and over,2015,1,10013000,768
Women,All Races,All Origins,55 years and over,2015,2,10057000,782
Women,All Races,All Origins,55 years and over,2015,3,9983000,781
Women,All Races,All Origins,55 years and over,2015,4,10380000,768
Women,All Races,All Origins,55 years and over,2016,1,10350000,821
Women,All Races,All Origins,55 years and over,2016,2,10370000,785
Women,All Races,All Origins,55 years and over,2016,3,10232000,793
Women,All Races,All Origins,55 years and over,2016,4,10265000,810
Women,All Races,All Origins,55 years and over,2017,1,10562000,828
Women,All Races,All Origins,55 years and over,2017,2,10620000,859
Women,All Races,All Origins,55 years and over,2017,3,10589000,859
Women,All Races,All Origins,55 years and over,2017,4,10781000,818
Women,All Races,All Origins,55 years and over,2018,1,10743000,819
Women,All Races,All Origins,55 years and over,2018,2,10902000,868
Women,All Races,All Origins,55 years and over,2018,3,11110000,826
Women,All Races,All Origins,55 years and over,2018,4,11180000,873
Women,All Races,All Origins,55 years and over,2019,1,11332000,859
Women,All Races,All Origins,55 years and over,2019,2,11174000,871
Women,All Races,All Origins,55 years and over,2019,3,11295000,854
Women,All Races,All Origins,55 years and over,2019,4,11582000,892
Women,All Races,All Origins,55 years and over,2020,1,11291000,895
Women,All Races,All Origins,55 years and over,2020,2,10066000,977
Women,All Races,All Origins,55 years and over,2020,3,10871000,942
Women,All Races,All Origins,55 years and over,2020,4,10904000,965
Both Sexes,All Races,All Origins,55 to 64 years,2010,1,14760000,866
Both Sexes,All Races,All Origins,55 to 64 years,2010,2,15142000,842
Both Sexes,All Races,All Origins,55 to 64 years,2010,3,15384000,863
Both Sexes,All Races,All Origins,55 to 64 years,2010,4,15277000,872
Both Sexes,All Races,All Origins,55 to 64 years,2011,1,15297000,881
Both Sexes,All Races,All Origins,55 to 64 years,2011,2,15563000,887
Both Sexes,All Races,All Origins,55 to 64 years,2011,3,15804000,867
Both Sexes,All Races,All Origins,55 to 64 years,2011,4,15901000,885
Both Sexes,All Races,All Origins,55 to 64 years,2012,1,16319000,895
Both Sexes,All Races,All Origins,55 to 64 years,2012,2,16340000,897
Both Sexes,All Races,All Origins,55 to 64 years,2012,3,16348000,887
Both Sexes,All Races,All Origins,55 to 64 years,2012,4,17067000,911
Both Sexes,All Races,All Origins,55 to 64 years,2013,1,16940000,891
Both Sexes,All Races,All Origins,55 to 64 years,2013,2,17007000,907
Both Sexes,All Races,All Origins,55 to 64 years,2013,3,17030000,893
Both Sexes,All Races,All Origins,55 to 64 years,2013,4,17289000,923
Both Sexes,All Races,All Origins,55 to 64 years,2014,1,17335000,896
Both Sexes,All Races,All Origins,55 to 64 years,2014,2,17586000,896
Both Sexes,All Races,All Origins,55 to 64 years,2014,3,17627000,928
Both Sexes,All Races,All Origins,55 to 64 years,2014,4,17882000,922
Both Sexes,All Races,All Origins,55 to 64 years,2015,1,17838000,903
Both Sexes,All Races,All Origins,55 to 64 years,2015,2,17965000,925
Both Sexes,All Races,All Origins,55 to 64 years,2015,3,18105000,937
Both Sexes,All Races,All Origins,55 to 64 years,2015,4,18525000,943
Both Sexes,All Races,All Origins,55 to 64 years,2016,1,18376000,975
Both Sexes,All Races,All Origins,55 to 64 years,2016,2,18532000,935
Both Sexes,All Races,All Origins,55 to 64 years,2016,3,18532000,951
Both Sexes,All Races,All Origins,55 to 64 years,2016,4,18544000,954
Both Sexes,All Races,All Origins,55 to 64 years,2017,1,18828000,962
Both Sexes,All Races,All Origins,55 to 64 years,2017,2,19255000,966
Both Sexes,All Races,All Origins,55 to 64 years,2017,3,19351000,987
Both Sexes,All Races,All Origins,55 to 64 years,2017,4,19193000,979
Both Sexes,All Races,All Origins,55 to 64 years,2018,1,19156000,970
Both Sexes,All Races,All Origins,55 to 64 years,2018,2,19537000,993
Both Sexes,All Races,All Origins,55 to 64 years,2018,3,19810000,978
Both Sexes,All Races,All Origins,55 to 64 years,2018,4,19835000,1037
Both Sexes,All Races,All Origins,55 to 64 years,2019,1,19977000,1017
Both Sexes,All Races,All Origins,55 to 64 years,2019,2,19967000,1009
Both Sexes,All Races,All Origins,55 to 64 years,2019,3,19997000,999
Both Sexes,All Races,All Origins,55 to 64 years,2019,4,20320000,1053
Both Sexes,All Races,All Origins,55 to 64 years,2020,1,19886000,1082
Both Sexes,All Races,All Origins,55 to 64 years,2020,2,18169000,1090
Both Sexes,All Races,All Origins,55 to 64 years,2020,3,18819000,1108
Both Sexes,All Races,All Origins,55 to 64 years,2020,4,19194000,1109
Men,All Races,All Origins,55 to 64 years,2010,1,7808000,980
Men,All Races,All Origins,55 to 64 years,2010,2,7987000,953
Men,All Races,All Origins,55 to 64 years,2010,3,8152000,983
Men,All Races,All Origins,55 to 64 years,2010,4,8058000,1003
Men,All Races,All Origins,55 to 64 years,2011,1,8118000,975
Men,All Races,All Origins,55 to 64 years,2011,2,8318000,1001
Men,All Races,All Origins,55 to 64 years,2011,3,8513000,985
Men,All Races,All Origins,55 to 64 years,2011,4,8440000,1029
Men,All Races,All Origins,55 to 64 years,2012,1,8689000,992
Men,All Races,All Origins,55 to 64 years,2012,2,8671000,1015
Men,All Races,All Origins,55 to 64 years,2012,3,8815000,980
Men,All Races,All Origins,55 to 64 years,2012,4,9178000,1035
Men,All Races,All Origins,55 to 64 years,2013,1,8937000,983
Men,All Races,All Origins,55 to 64 years,2013,2,8993000,1023
Men,All Races,All Origins,55 to 64 years,2013,3,9208000,1001
Men,All Races,All Origins,55 to 64 years,2013,4,9260000,1048
Men,All Races,All Origins,55 to 64 years,2014,1,9342000,992
Men,All Races,All Origins,55 to 64 years,2014,2,9464000,1012
Men,All Races,All Origins,55 to 64 years,2014,3,9646000,1053
Men,All Races,All Origins,55 to 64 years,2014,4,9730000,1029
Men,All Races,All Origins,55 to 64 years,2015,1,9632000,1038
Men,All Races,All Origins,55 to 64 years,2015,2,9691000,1037
Men,All Races,All Origins,55 to 64 years,2015,3,9927000,1077
Men,All Races,All Origins,55 to 64 years,2015,4,10004000,1119
Men,All Races,All Origins,55 to 64 years,2016,1,9888000,1124
Men,All Races,All Origins,55 to 64 years,2016,2,9877000,1054
Men,All Races,All Origins,55 to 64 years,2016,3,10112000,1117
Men,All Races,All Origins,55 to 64 years,2016,4,10090000,1113
Men,All Races,All Origins,55 to 64 years,2017,1,10169000,1061
Men,All Races,All Origins,55 to 64 years,2017,2,10448000,1058
Men,All Races,All Origins,55 to 64 years,2017,3,10663000,1133
Men,All Races,All Origins,55 to 64 years,2017,4,10323000,1130
Men,All Races,All Origins,55 to 64 years,2018,1,10360000,1113
Men,All Races,All Origins,55 to 64 years,2018,2,10711000,1127
Men,All Races,All Origins,55 to 64 years,2018,3,10793000,1116
Men,All Races,All Origins,55 to 64 years,2018,4,10724000,1191
Men,All Races,All Origins,55 to 64 years,2019,1,10774000,1174
Men,All Races,All Origins,55 to 64 years,2019,2,10888000,1158
Men,All Races,All Origins,55 to 64 years,2019,3,10853000,1153
Men,All Races,All Origins,55 to 64 years,2019,4,10996000,1188
Men,All Races,All Origins,55 to 64 years,2020,1,10812000,1223
Men,All Races,All Origins,55 to 64 years,2020,2,9966000,1220
Men,All Races,All Origins,55 to 64 years,2020,3,10153000,1252
Men,All Races,All Origins,55 to 64 years,2020,4,10403000,1222
Women,All Races,All Origins,55 to 64 years,2010,1,6952000,733
Women,All Races,All Origins,55 to 64 years,2010,2,7155000,730
Women,All Races,All Origins,55 to 64 years,2010,3,7232000,739
Women,All Races,All Origins,55 to 64 years,2010,4,7220000,742
Women,All Races,All Origins,55 to 64 years,2011,1,7179000,752
Women,All Races,All Origins,55 to 64 years,2011,2,7246000,753
Women,All Races,All Origins,55 to 64 years,2011,3,7291000,748
Women,All Races,All Origins,55 to 64 years,2011,4,7460000,742
Women,All Races,All Origins,55 to 64 years,2012,1,7630000,779
Women,All Races,All Origins,55 to 64 years,2012,2,7669000,760
Women,All Races,All Origins,55 to 64 years,2012,3,7533000,766
Women,All Races,All Origins,55 to 64 years,2012,4,7889000,759
Women,All Races,All Origins,55 to 64 years,2013,1,8003000,771
Women,All Races,All Origins,55 to 64 years,2013,2,8013000,789
Women,All Races,All Origins,55 to 64 years,2013,3,7822000,769
Women,All Races,All Origins,55 to 64 years,2013,4,8028000,789
Women,All Races,All Origins,55 to 64 years,2014,1,7993000,776
Women,All Races,All Origins,55 to 64 years,2014,2,8122000,770
Women,All Races,All Origins,55 to 64 years,2014,3,7981000,787
Women,All Races,All Origins,55 to 64 years,2014,4,8153000,790
Women,All Races,All Origins,55 to 64 years,2015,1,8205000,777
Women,All Races,All Origins,55 to 64 years,2015,2,8274000,794
Women,All Races,All Origins,55 to 64 years,2015,3,8179000,789
Women,All Races,All Origins,55 to 64 years,2015,4,8521000,775
Women,All Races,All Origins,55 to 64 years,2016,1,8488000,839
Women,All Races,All Origins,55 to 64 years,2016,2,8655000,795
Women,All Races,All Origins,55 to 64 years,2016,3,8421000,806
Women,All Races,All Origins,55 to 64 years,2016,4,8454000,816
Women,All Races,All Origins,55 to 64 years,2017,1,8659000,836
Women,All Races,All Origins,55 to 64 years,2017,2,8806000,869
Women,All Races,All Origins,55 to 64 years,2017,3,8688000,873
Women,All Races,All Origins,55 to 64 years,2017,4,8870000,835
Women,All Races,All Origins,55 to 64 years,2018,1,8796000,827
Women,All Races,All Origins,55 to 64 years,2018,2,8826000,856
Women,All Races,All Origins,55 to 64 years,2018,3,9017000,838
Women,All Races,All Origins,55 to 64 years,2018,4,9111000,895
Women,All Races,All Origins,55 to 64 years,2019,1,9203000,886
Women,All Races,All Origins,55 to 64 years,2019,2,9079000,869
Women,All Races,All Origins,55 to 64 years,2019,3,9145000,855
Women,All Races,All Origins,55 to 64 years,2019,4,9323000,922
Women,All Races,All Origins,55 to 64 years,2020,1,9073000,921
Women,All Races,All Origins,55 to 64 years,2020,2,8203000,973
Women,All Races,All Origins,55 to 64 years,2020,3,8666000,959
Women,All Races,All Origins,55 to 64 years,2020,4,8791000,966
Both Sexes,All Races,All Origins,65 years and over,2010,1,2541000,662
Both Sexes,All Races,All Origins,65 years and over,2010,2,2758000,681
Both Sexes,All Races,All Origins,65 years and over,2010,3,2761000,704
Both Sexes,All Races,All Origins,65 years and over,2010,4,2778000,685
