industry,major_occupation,minor_occupation,race_gender,industry_total,employ_n,year
Public administration,Sales and office occupations,Sales and related occupations,Women,3481000,26000,2020
Public administration,Sales and office occupations,Office and administrative support occupations,Women,3481000,951000,2020
Public administration,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,3481000,5000,2020
Public administration,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,3481000,5000,2020
Public administration,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,3481000,3000,2020
Public administration,"Production, transportation, and material moving occupations",Production occupations,Women,3481000,10000,2020
Public administration,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,3481000,24000,2020
NA,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,NA,NA,2020
NA,"Management, professional, and related occupations",Professional and related occupations,Women,NA,NA,2020
NA,Service occupations,Protective service occupations,Women,NA,NA,2020
NA,Service occupations,"Service occupations, except protective",Women,NA,NA,2020
NA,Sales and office occupations,Sales and related occupations,Women,NA,NA,2020
NA,Sales and office occupations,Office and administrative support occupations,Women,NA,NA,2020
NA,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,NA,NA,2020
NA,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,NA,NA,2020
NA,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,NA,NA,2020
NA,"Production, transportation, and material moving occupations",Production occupations,Women,NA,NA,2020
NA,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,NA,NA,2020
White,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,NA,NA,2020
White,"Management, professional, and related occupations",Professional and related occupations,Women,NA,NA,2020
White,Service occupations,Protective service occupations,Women,NA,NA,2020
