season,week,order,contestant,song,artist,song_theme,result
Season_06,20070327_top_10_perform,9,Jordin Sparks,Hey Baby,No Doubt,NA,Safe
Season_06,20070327_top_10_perform,10,Chris Richardson,Don't Speak,No Doubt,NA,Safe
Season_06,20070403_top_9_perform,1,Blake Lewis,Mack The Knife,Louis Armstrong,NA,Safe
Season_06,20070403_top_9_perform,2,Phil Stacey,Night And Day,Fred Astaire,NA,Bottom three
Season_06,20070403_top_9_perform,3,Melinda Doolittle,I Got Rhythm,Ethel Merman,NA,Top three
Season_06,20070403_top_9_perform,4,Chris Richardson,Don't Get Around Much Anymore,Duke Ellington,NA,Safe
Season_06,20070403_top_9_perform,5,Jordin Sparks,On a Clear Day You Can See Forever,John Cullum,NA,Top three
Season_06,20070403_top_9_perform,6,Gina Glocksen,Smile,Charlie Chaplin,NA,Eliminated
Season_06,20070403_top_9_perform,7,Sanjaya Malakar,Cheek to Cheek,Fred Astaire,NA,Safe
Season_06,20070403_top_9_perform,8,Haley Scarnato,Ain't Misbehavin,Fats Waller,NA,Bottom two
Season_06,20070403_top_9_perform,9,Lakisha Jones,Stormy Weather,Ethel Waters,NA,Top three
Season_06,20070410_top_8_perform,1,Melinda Doolittle,Sway,Dean Martin,NA,Safe
Season_06,20070410_top_8_perform,2,Lakisha Jones,Conga,Gloria Estefan,NA,Safe
Season_06,20070410_top_8_perform,3,Chris Richardson,Smooth,Santana,NA,Bottom three
Season_06,20070410_top_8_perform,4,Haley Scarnato,Turn the Beat Around,Vicki Sue Robinson,NA,Eliminated
Season_06,20070410_top_8_perform,5,Phil Stacey,Maria Maria,Santana,NA,Bottom two
Season_06,20070410_top_8_perform,6,Jordin Sparks,Rhythm Is Gonna Get You,Gloria Estefan,NA,Safe
Season_06,20070410_top_8_perform,7,Blake Lewis,I Need to Know,Marc Anthony,NA,Safe
Season_06,20070410_top_8_perform,8,Sanjaya Malakar,Bésame Mucho,Andy Russell,NA,Safe
Season_06,20070417_top_7_perform,1,Phil Stacey,Where the Blacktop Ends,Keith Urban,NA,Safe
Season_06,20070417_top_7_perform,2,Jordin Sparks,A Broken Wing,Martina McBride,NA,Safe
Season_06,20070417_top_7_perform,3,Sanjaya Malakar,Something to Talk About,Bonnie Raitt,NA,Eliminated
Season_06,20070417_top_7_perform,4,Lakisha Jones,"Jesus, Take the Wheel",Carrie Underwood,NA,Bottom two
Season_06,20070417_top_7_perform,5,Chris Richardson,Mayberry,Rascal Flatts,NA,Safe
Season_06,20070417_top_7_perform,6,Melinda Doolittle,Trouble Is a Woman,Julie Reeves,NA,Safe
Season_06,20070417_top_7_perform,7,Blake Lewis,When the Stars Go Blue,Ryan Adams,NA,Bottom three
Season_06,20070424_top_6_perform,1,Chris Richardson,Change the World,Eric Clapton,NA,Safe
Season_06,20070424_top_6_perform,2,Melinda Doolittle,There Will Come a Day,Faith Hill,NA,Safe
Season_06,20070424_top_6_perform,3,Blake Lewis,Imagine,John Lennon,NA,Safe
Season_06,20070424_top_6_perform,4,Lakisha Jones,I Believe,Fantasia,NA,Safe
Season_06,20070424_top_6_perform,5,Phil Stacey,The Change,Garth Brooks,NA,Safe
Season_06,20070424_top_6_perform,6,Jordin Sparks,You'll Never Walk Alone,Carousel,NA,Safe
Season_06,20070501_top_6_performs_again,1,Phil Stacey,Blaze of Glory,Jon Bon Jovi,NA,Eliminated
Season_06,20070501_top_6_performs_again,2,Jordin Sparks,Livin' on a Prayer,Bon Jovi,NA,Safe
Season_06,20070501_top_6_performs_again,3,Lakisha Jones,This Ain't a Love Song,Bon Jovi,NA,Safe
Season_06,20070501_top_6_performs_again,4,Blake Lewis,You Give Love a Bad Name,Bon Jovi,NA,Safe
Season_06,20070501_top_6_performs_again,5,Chris Richardson,Wanted Dead or Alive,Bon Jovi,NA,Eliminated
Season_06,20070501_top_6_performs_again,6,Melinda Doolittle,Have a Nice Day,Bon Jovi,NA,Safe
Season_06,20070508_top_4_perform,1,Melinda Doolittle,Love You Inside Out,Bee Gees,NA,Safe
Season_06,20070508_top_4_perform,2,Blake Lewis,You Should Be Dancing,Bee Gees,NA,Safe
Season_06,20070508_top_4_perform,3,Lakisha Jones,Stayin' Alive,Bee Gees,NA,Eliminated
Season_06,20070508_top_4_perform,4,Jordin Sparks,To Love Somebody,Bee Gees,NA,Safe
Season_06,20070508_top_4_perform,5,Melinda Doolittle,How Can You Mend a Broken Heart?,Bee Gees,NA,Safe
Season_06,20070508_top_4_perform,6,Blake Lewis,This Is Where I Came In,Bee Gees,NA,Safe
Season_06,20070508_top_4_perform,7,Lakisha Jones,Run to Me,Bee Gees,NA,Eliminated
Season_06,20070508_top_4_perform,8,Jordin Sparks,Woman in Love,Barbra Streisand,NA,Safe
Season_06,20070515_top_3_perform,1,Jordin Sparks,Wishing on a Star,Rose Royce,Judge Choice,Safe
Season_06,20070515_top_3_perform,2,Blake Lewis,Roxanne,The Police,Judge Choice,Safe
Season_06,20070515_top_3_perform,3,Melinda Doolittle,I Believe in You and Me,Don Williams,Judge Choice,Third place
Season_06,20070515_top_3_perform,4,Jordin Sparks,She Works Hard for the Money,Donna Summer,Producers Choice,Safe
Season_06,20070515_top_3_perform,5,Blake Lewis,This Love,Maroon 5,Producers Choice,Safe
Season_06,20070515_top_3_perform,6,Melinda Doolittle,Nutbush City Limits,Ike & Tina Turner,Producers Choice,Third place
Season_06,20070515_top_3_perform,7,Jordin Sparks,I (Who Have Nothing),Ben E. King,Contestant Choice,Safe
Season_06,20070515_top_3_perform,8,Blake Lewis,When I Get You Alone,Robin Thicke,Contestant Choice,Safe
Season_06,20070515_top_3_perform,9,Melinda Doolittle,I'm a Woman,Peggy Lee,Contestant Choice,Third place
Season_06,20070522_top_2_perform,1,Blake Lewis,You Give Love a Bad Name,Bon Jovi,Contestant Choice,Runner-Up
Season_06,20070522_top_2_perform,2,Jordin Sparks,Fighter,Christina Aguilera,Contestant Choice,Winner
Season_06,20070522_top_2_perform,3,Blake Lewis,She Will Be Loved,Maroon 5,Contestant Reprise,Runner-Up
Season_06,20070522_top_2_perform,4,Jordin Sparks,A Broken Wing,Martina McBride,Contestant Reprise,Winner
Season_06,20070522_top_2_perform,5,Blake Lewis,This Is My Now,Jordin Sparks,Winner Single,Runner-Up
Season_06,20070522_top_2_perform,6,Jordin Sparks,This Is My Now,Jordin Sparks,Winner Single,Winner
Season_07,20080219_top_12_men_perform,1,David Hernandez,In the Midnight Hour,Wilson Pickett,NA,Safe
Season_07,20080219_top_12_men_perform,2,Chikezie,More Today Than Yesterday,The Spiral Starecase,NA,Safe
Season_07,20080219_top_12_men_perform,3,David Cook,Happy Together,The Turtles,NA,Safe
Season_07,20080219_top_12_men_perform,4,Jason Yeager,Moon River,Andy Williams,NA,Safe
Season_07,20080219_top_12_men_perform,5,Robbie Carrico,One,Harry Nilsson,NA,Safe
Season_07,20080219_top_12_men_perform,6,David Archuleta,Shop Around,Smokey Robinson & the Miracles,NA,Safe
Season_07,20080219_top_12_men_perform,7,Danny Noriega,Jailhouse Rock,Elvis Presley,NA,Safe
Season_07,20080219_top_12_men_perform,8,Luke Menard,Everybody's Talkin',Fred Neil,NA,Safe
Season_07,20080219_top_12_men_perform,9,Colton Berry,Suspicious Minds,Mark James,NA,Eliminated
Season_07,20080219_top_12_men_perform,10,Garrett Haley,Breaking Up Is Hard to Do,Neil Sedaka,NA,Eliminated
Season_07,20080219_top_12_men_perform,11,Jason Castro,Daydream,The Lovin' Spoonful,NA,Safe
Season_07,20080219_top_12_men_perform,12,Michael Johns,Light My Fire,The Doors,NA,Safe
Season_07,20080220_top_12_women_perform,1,Kristy Lee Cook,Rescue Me,Fontella Bass,NA,Safe
Season_07,20080220_top_12_women_perform,2,Joanne Borgella,I Say a Little Prayer,Dionne Warwick,NA,Eliminated
Season_07,20080220_top_12_women_perform,3,Alaina Whitaker,More Today Than Yesterday,The Spiral Starecase,NA,Safe
Season_07,20080220_top_12_women_perform,4,Amanda Overmyer,"Baby, Please Don't Go",Big Joe Williams,NA,Safe
Season_07,20080220_top_12_women_perform,5,Amy Davis,Where the Boys Are,Connie Francis,NA,Eliminated
Season_07,20080220_top_12_women_perform,6,Brooke White,Happy Together,The Turtles,NA,Safe
Season_07,20080220_top_12_women_perform,7,Alexandréa Lushington,Spinning Wheel,"Blood, Sweat & Tears",NA,Safe
Season_07,20080220_top_12_women_perform,8,Kady Malloy,A Groovy Kind of Love,The Mindbenders,NA,Safe
Season_07,20080220_top_12_women_perform,9,Asia'h Epperson,Piece of My Heart,Erma Franklin,NA,Safe
Season_07,20080220_top_12_women_perform,10,Ramiele Malubay,You Don't Have to Say You Love Me,Dusty Springfield,NA,Safe
Season_07,20080220_top_12_women_perform,11,Syesha Mercado,Tobacco Road,John D. Loudermilk,NA,Safe
Season_07,20080220_top_12_women_perform,12,Carly Smithson,The Shadow of Your Smile,Tony Bennett,NA,Safe
Season_07,20080226_top_10_men_perform,1,Michael Johns,Go Your Own Way,Fleetwood Mac,NA,Safe
Season_07,20080226_top_10_men_perform,2,Jason Castro,I Just Want to Be Your Everything,Andy Gibb,NA,Safe
Season_07,20080226_top_10_men_perform,3,Luke Menard,Killer Queen,Queen,NA,Safe
Season_07,20080226_top_10_men_perform,4,Robbie Carrico,Hot Blooded,Foreigner,NA,Eliminated
Season_07,20080226_top_10_men_perform,5,Danny Noriega,Superstar,Delaney & Bonnie,NA,Safe
Season_07,20080226_top_10_men_perform,6,David Hernandez,Papa Was a Rollin' Stone,The Undisputed Truth,NA,Safe
Season_07,20080226_top_10_men_perform,7,Jason Yeager,Long Train Running,The Doobie Brothers,NA,Eliminated
Season_07,20080226_top_10_men_perform,8,Chikezie,I Believe to My Soul,Donny Hathaway,NA,Safe
Season_07,20080226_top_10_men_perform,9,David Cook,All Right Now,Free,NA,Safe
Season_07,20080226_top_10_men_perform,10,David Archuleta,Imagine,John Lennon,NA,Safe
Season_07,20080227_top_10_women_perform,1,Carly Smithson,Crazy on You,Heart,NA,Safe
Season_07,20080227_top_10_women_perform,2,Syesha Mercado,Me and Mrs. Jones,Billy Paul,NA,Safe
Season_07,20080227_top_10_women_perform,3,Brooke White,You're So Vain,Carly Simon,NA,Safe
Season_07,20080227_top_10_women_perform,4,Ramiele Malubay,Don't Leave Me This Way,Harold Melvin & the Blue Notes,NA,Safe
Season_07,20080227_top_10_women_perform,5,Kristy Lee Cook,You're No Good,Betty Everett,NA,Safe
Season_07,20080227_top_10_women_perform,6,Amanda Overmyer,Carry On Wayward Son,Kansas,NA,Safe
Season_07,20080227_top_10_women_perform,7,Alaina Whitaker,Hopelessly Devoted to You,Olivia Newton-John,NA,Eliminated
Season_07,20080227_top_10_women_perform,8,Alexandréa Lushington,If You Leave Me Now,Chicago,NA,Eliminated
Season_07,20080227_top_10_women_perform,9,Kady Malloy,Magic Man,Heart,NA,Safe
Season_07,20080227_top_10_women_perform,10,Asia'h Epperson,All by Myself,Eric Carmen,NA,Safe
Season_07,20080304_top_8_men_perform,1,Luke Menard,Wake Me Up Before You Go-Go,Wham!,NA,Eliminated
Season_07,20080304_top_8_men_perform,2,David Archuleta,Another Day in Paradise,Phil Collins,NA,Advanced
Season_07,20080304_top_8_men_perform,3,Danny Noriega,Tainted Love,Gloria Jones,NA,Eliminated
Season_07,20080304_top_8_men_perform,4,David Hernandez,It's All Coming Back to Me Now,Pandora's Box,NA,Advanced
Season_07,20080304_top_8_men_perform,5,Michael Johns,Don't You (Forget About Me),Simple Minds,NA,Advanced
Season_07,20080304_top_8_men_perform,6,David Cook,Hello,Lionel Richie,NA,Advanced
Season_07,20080304_top_8_men_perform,7,Jason Castro,Hallelujah,Leonard Cohen,NA,Advanced
Season_07,20080304_top_8_men_perform,8,Chikezie,All the Man That I Need,Linda Clifford,NA,Advanced
Season_07,20080305_top_8_women_perform,1,Asia'h Epperson,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,NA,Eliminated
Season_07,20080305_top_8_women_perform,2,Kady Malloy,Who Wants to Live Forever,Queen,NA,Eliminated
Season_07,20080305_top_8_women_perform,3,Amanda Overmyer,I Hate Myself for Loving You,Joan Jett,NA,Advanced
Season_07,20080305_top_8_women_perform,4,Carly Smithson,I Drove All Night,Cyndi Lauper,NA,Advanced
Season_07,20080305_top_8_women_perform,5,Kristy Lee Cook,Faithfully,Journey,NA,Advanced
Season_07,20080305_top_8_women_perform,6,Ramiele Malubay,Against All Odds (Take a Look at Me Now),Phil Collins,NA,Advanced
Season_07,20080305_top_8_women_perform,7,Brooke White,Love Is a Battlefield,Pat Benatar,NA,Advanced
Season_07,20080305_top_8_women_perform,8,Syesha Mercado,Saving All My Love for You,Whitney Houston,NA,Advanced
Season_07,20080311_top_12_perform,1,Syesha Mercado,Got to Get You into My Life,The Beatles,NA,Bottom three
Season_07,20080311_top_12_perform,2,Chikezie,She's a Woman,Billy Joel,NA,Safe
Season_07,20080311_top_12_perform,3,Ramiele Malubay,In My Life,The Beatles,NA,Safe
Season_07,20080311_top_12_perform,4,Jason Castro,If I Fell,The Beatles,NA,Safe
Season_07,20080311_top_12_perform,5,Carly Smithson,Come Together,The Beatles,NA,Safe
Season_07,20080311_top_12_perform,6,David Cook,Eleanor Rigby,The Beatles,NA,Safe
Season_07,20080311_top_12_perform,7,Brooke White,Let It Be,The Beatles,NA,Safe
Season_07,20080311_top_12_perform,8,David Hernandez,I Saw Her Standing There,The Beatles,NA,Eliminated
Season_07,20080311_top_12_perform,9,Amanda Overmyer,You Can't Do That,The Beatles,NA,Safe
Season_07,20080311_top_12_perform,10,Michael Johns,Across the Universe,The Beatles,NA,Safe
Season_07,20080311_top_12_perform,11,Kristy Lee Cook,Eight Days a Week,The Beatles,NA,Bottom two
Season_07,20080311_top_12_perform,12,David Archuleta,We Can Work It Out,Stevie Wonder,NA,Safe
Season_07,20080318_top_11_perform,1,Amanda Overmyer,Back in the U.S.S.R.,The Beatles,NA,Eliminated
Season_07,20080318_top_11_perform,2,Kristy Lee Cook,You've Got to Hide Your Love Away,The Beatles,NA,Bottom two
Season_07,20080318_top_11_perform,3,David Archuleta,The Long and Winding Road,The Beatles,NA,Safe
Season_07,20080318_top_11_perform,4,Michael Johns,A Day in the Life,The Beatles,NA,Safe
Season_07,20080318_top_11_perform,5,Brooke White,Here Comes the Sun,The Beatles,NA,Safe
Season_07,20080318_top_11_perform,6,David Cook,Day Tripper,The Beatles,NA,Safe
Season_07,20080318_top_11_perform,7,Carly Smithson,Blackbird,Sarah McLachlan,NA,Bottom three
Season_07,20080318_top_11_perform,8,Jason Castro,Michelle,Sir Chloe,NA,Safe
Season_07,20080318_top_11_perform,9,Syesha Mercado,Yesterday,David Schultz,NA,Safe
Season_07,20080318_top_11_perform,10,Chikezie,I've Just Seen a Face,The Beatles,NA,Safe
Season_07,20080318_top_11_perform,11,Ramiele Malubay,I Should Have Known Better,The Beatles,NA,Safe
Season_07,20080325_top_10_perform,1,Ramiele Malubay,Alone,Jimin,NA,Safe
Season_07,20080325_top_10_perform,2,Jason Castro,Fragile,Laufey,NA,Bottom three
Season_07,20080325_top_10_perform,3,Syesha Mercado,If I Were Your Woman,Gladys Knight & The Pips,NA,Bottom two
Season_07,20080325_top_10_perform,4,Chikezie,If Only for One Night,"Dave Koz,Brian Culbertson",NA,Eliminated
Season_07,20080325_top_10_perform,5,Brooke White,Every Breath You Take,The Police,NA,Safe
Season_07,20080325_top_10_perform,6,Michael Johns,We Will Rock You / We Are the Champions,Queen,NA,Safe
Season_07,20080325_top_10_perform,7,Carly Smithson,Total Eclipse of the Heart,Bonnie Tyler,NA,Safe
Season_07,20080325_top_10_perform,8,David Archuleta,You're the Voice,"John Travolta,Olivia Newton-John",NA,Safe
Season_07,20080325_top_10_perform,9,Kristy Lee Cook,God Bless the USA,Lee Greenwood,NA,Safe
Season_07,20080325_top_10_perform,10,David Cook,Billie Jean,Michael Jackson,NA,Safe
Season_07,20080401_top_9_perform,1,Brooke White,Jolene,Dolly Parton,NA,Bottom three
Season_07,20080401_top_9_perform,2,David Cook,Little Sparrow,Dolly Parton,NA,Safe
Season_07,20080401_top_9_perform,3,Ramiele Malubay,Do I Ever Cross Your Mind,Chet Atkins and Dolly Parton,NA,Eliminated
Season_07,20080401_top_9_perform,4,Jason Castro,Travelin' Thru,Dolly Parton,NA,Safe
Season_07,20080401_top_9_perform,5,Carly Smithson,Here You Come Again,Dolly Parton,NA,Safe
Season_07,20080401_top_9_perform,6,David Archuleta,Smoky Mountain Memories,Larry Sparks,NA,Safe
Season_07,20080401_top_9_perform,7,Kristy Lee Cook,Coat of Many Colors,Dolly Parton,NA,Bottom two
Season_07,20080401_top_9_perform,8,Syesha Mercado,I Will Always Love You,Dolly Parton,NA,Safe
Season_07,20080401_top_9_perform,9,Michael Johns,"It's All Wrong, But It's All Right",Dolly Parton,NA,Safe
Season_07,20080408_top_8_perform,1,Michael Johns,Dream On,Aerosmith,NA,Eliminated
Season_07,20080408_top_8_perform,2,Syesha Mercado,I Believe,The Darkness,NA,Bottom three
Season_07,20080408_top_8_perform,3,Jason Castro,Over the Rainbow,Israel Kamakawiwo'ole,NA,Safe
Season_07,20080408_top_8_perform,4,Kristy Lee Cook,Anyway,Noah Kahan,NA,Safe
Season_07,20080408_top_8_perform,5,David Cook,Innocent,Taylor Swift,NA,Safe
Season_07,20080408_top_8_perform,6,Carly Smithson,The Show Must Go On,Queen,NA,Bottom three
Season_07,20080408_top_8_perform,7,David Archuleta,Angels,Thomas Rhett,NA,Safe
Season_07,20080408_top_8_perform,8,Brooke White,You've Got a Friend,James Taylor,NA,Safe
Season_07,20080415_top_7_perform,1,David Archuleta,When You Believe,"Michelle Pfeiffer,Sally Dworsky",NA,Safe
Season_07,20080415_top_7_perform,2,Carly Smithson,Without You,Lana Del Rey,NA,Safe
Season_07,20080415_top_7_perform,3,Syesha Mercado,Vanishing,Lamb of God,NA,Bottom three
Season_07,20080415_top_7_perform,4,Brooke White,Hero,Skillet,NA,Bottom two
Season_07,20080415_top_7_perform,5,Kristy Lee Cook,Forever,"Drake,Kanye West,Lil Wayne,Eminem",NA,Eliminated
Season_07,20080415_top_7_perform,6,David Cook,Always Be My Baby,Mariah Carey,NA,Safe
Season_07,20080415_top_7_perform,7,Jason Castro,I Don't Wanna Cry,Mariah Carey,NA,Safe
Season_07,20080422_top_6_perform,1,Syesha Mercado,One Rock & Roll Too Many,"Andrew Lloyd Webber,“Starlight Express” Original Cast,Michael Staniforth,Jeff Shankley",Starlight Express,Bottom two
Season_07,20080422_top_6_perform,2,Jason Castro,Memory,"Andrew Lloyd Webber,""Cats"" 1983 Broadway Cast,Cynthia Onrubia,Betty Buckley",Cats,Safe
Season_07,20080422_top_6_perform,3,Brooke White,You Must Love Me,Lana Del Rey,Evita,Safe
Season_07,20080422_top_6_perform,4,David Archuleta,Think of Me,"Andrew Lloyd Webber,Emmy Rossum,Patrick Wilson",The Phantom Of The Opera,Safe
Season_07,20080422_top_6_perform,5,Carly Smithson,Superstar,USHER,Jesus Christ Superstar,Eliminated
Season_07,20080422_top_6_perform,6,David Cook,The Music of the Night,"Andrew Lloyd Webber,Phantom Of The Opera Original London Cast,Michael Crawford",The Phantom Of The Opera,Safe
Season_07,20080429_top_5_perform,1,Jason Castro,Forever in Blue Jeans,Neil Diamond,NA,Safe
Season_07,20080429_top_5_perform,2,David Cook,I'm Alive,Céline Dion,NA,Safe
Season_07,20080429_top_5_perform,3,Brooke White,I'm a Believer,The Monkees,NA,Eliminated
Season_07,20080429_top_5_perform,4,David Archuleta,Sweet Caroline,Neil Diamond,NA,Safe
Season_07,20080429_top_5_perform,5,Syesha Mercado,Hello Again,Neil Diamond,NA,Safe
Season_07,20080429_top_5_perform,6,Jason Castro,September Morn,Neil Diamond,NA,Safe
Season_07,20080429_top_5_perform,7,David Cook,All I Really Need Is You,The Marías,NA,Safe
Season_07,20080429_top_5_perform,8,Brooke White,I Am...I Said,Neil Diamond,NA,Eliminated
Season_07,20080429_top_5_perform,9,David Archuleta,America,"Ariana DeBose,David Alvarez,Ana Isabelle,Jennifer Florentino,Natalie Toro,Arianna Rosario,Ilda Mason,Jeanette Delgado,Annelise Cepero,Tanairi Sade Vazquez,Jamila Velazquez,Edriz E. Rosa Pérez,Melody Martí,Gaby Diaz,Juliette Feliciano,Isabella Ward,Maria Alexis Rodriguez,Yesenia Ayala,Gabriela M. Soto,Sebastian Serra,Julius Anthony Rubio,Ricardo A. Zayas,Yurel Echezarreta,Kelvin Delgado,Ricky Ubeda,Carlos Sánchez Falú,Adriel Flete,Jacob Guzman,Carlos E. Gonzalez,David Avilés Morales,Andrei Chagas,David Guzman",NA,Safe
Season_07,20080429_top_5_perform,10,Syesha Mercado,Thank the Lord for the Night Time,Neil Diamond,NA,Safe
Season_07,20080506_top_4_perform,1,David Cook,Hungry Like the Wolf,Duran Duran,NA,Safe
Season_07,20080506_top_4_perform,2,Syesha Mercado,Proud Mary,Creedence Clearwater Revival,NA,Safe
Season_07,20080506_top_4_perform,3,Jason Castro,I Shot the Sheriff,The Wailers,NA,Eliminated
Season_07,20080506_top_4_perform,4,David Archuleta,Stand by Me,Ben E. King,NA,Safe
Season_07,20080506_top_4_perform,5,David Cook,Baba O'Riley,The Who,NA,Safe
Season_07,20080506_top_4_perform,6,Syesha Mercado,A Change Is Gonna Come,Sam Cooke,NA,Safe
Season_07,20080506_top_4_perform,7,Jason Castro,Mr. Tambourine Man,Bob Dylan,NA,Eliminated
Season_07,20080506_top_4_perform,8,David Archuleta,Love Me Tender,Elvis Presley,NA,Safe
