make,model,vehicle_year,chassis,extra,vehicle_class,origin_country,built_in,made_for,movie_title,movie_type,movie_year,movie_year_end,vehicle_url,movie_url
Kawasaki,W3 650 RS,NA,W3,NA,Road,Japan,NA,NA,"Kare no ootobai, kanojo no shima",Movie,1986,NA,https://www.imcdb.org/vehicle_927083-Kawasaki-W3-650-RS-W3.html,https://www.imcdb.org/movie_125298-Kare-no-ootobai%2C-kanojo-no-shima.html
Kawasaki,ZX-6R Ninja,NA,NA,NA,Racing,Japan,NA,NA,Rookie,Movie,2021,NA,https://www.imcdb.org/vehicle_1648968-Kawasaki-ZX-6R-Ninja.html,https://www.imcdb.org/movie_8130824-Rookie.html
KdF,Innenlenker,1938,Typ 38,NA,Sedan,Germany,NA,NA,Karlsbader Reise. Im Volkswagen auf Goethes Spuren von Weimar nach Karlsbad,Short Movie,1940,NA,https://www.imcdb.org/vehicle_908047-KdF-Innenlenker-Typ-38-1938.html,https://www.imcdb.org/movie_1209409-Karlsbader-Reise-Im-Volkswagen-auf-Goethes-Spuren-von-Weimar-nach-Karlsbad.html
Kenworth,849,1968,NA,NA,Trailer truck (tractor),USA (United States of America),Canada,India (1947+),ഓവർ ടേക്ക് (Overtake),Movie,2017,NA,https://www.imcdb.org/vehicle_2043313-Kenworth-849-1968.html,https://www.imcdb.org/movie_7273546-%E0%B4%93%E0%B4%B5%E0%B5%BC-%E0%B4%9F%E0%B5%87%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%8D.html
Kenworth,K-100,NA,NA,NA,Trailer truck (tractor),USA (United States of America),NA,NA,B.J. and the Bear,TV Series,1978,1981,https://www.imcdb.org/vehicle_45250-Kenworth-K-100.html,https://www.imcdb.org/movie_78564-BJ-and-the-Bear.html
Kenworth,K-100 Aerodyne,NA,NA,NA,Trailer truck (tractor),USA (United States of America),NA,NA,B.J. and the Bear,TV Series,1978,1981,https://www.imcdb.org/vehicle_42863-Kenworth-K-100-Aerodyne.html,https://www.imcdb.org/movie_78564-BJ-and-the-Bear.html
Kenworth,T-600 A,1990,NA,NA,Trailer truck (tractor),USA (United States of America),NA,NA,Fontána pre Zuzanu 2,Movie,1993,NA,https://www.imcdb.org/vehicle_88876-Kenworth-T-600-A-1990.html,https://www.imcdb.org/movie_213663-Font%C3%A1na-pre-Zuzanu-2.html
Kenworth,W-900 A,1974,NA,V.I.T.,Trailer truck (tractor),USA (United States of America),NA,NA,Movin' On,TV Series,1974,1976,https://www.imcdb.org/vehicle_42128-Kenworth-W-900-A-1974.html,https://www.imcdb.org/movie_71012-Movin--On.html
Kenworth,W-900 A,1975,NA,VIT,Trailer truck (tractor),USA (United States of America),NA,NA,Thunder Run,Movie,1986,NA,https://www.imcdb.org/vehicle_209403-Kenworth-W-900-A-1975.html,https://www.imcdb.org/movie_90169-Thunder-Run.html
Kenworth,W-900 B,1982,NA,NA,Trailer truck (tractor),USA (United States of America),NA,NA,Dokken: It's Not Love,Music Video,1986,NA,https://www.imcdb.org/vehicle_983675-Kenworth-W-900-B-1982.html,https://www.imcdb.org/movie_8923754-Dokken--It-s-Not-Love.html
Kenworth,W-925,1976,NA,NA,Trailer truck (tractor),USA (United States of America),NA,NA,The Last of the Cowboys,Movie,1977,NA,https://www.imcdb.org/vehicle_40305-Kenworth-W-925-1976.html,https://www.imcdb.org/movie_74589-The-Last-of-the-Cowboys.html
Kenworth,W-990,2020,NA,NA,Trailer truck (tractor),USA (United States of America),NA,NA,The Ice Road,Movie,2021,NA,https://www.imcdb.org/vehicle_1531237-Kenworth-W-990-2020.html,https://www.imcdb.org/movie_3758814-The-Ice-Road.html
KhADI,9-II,1978,NA,MiG 21 jet engine,Proto / Concept,USSR,NA,NA,Скорость (Speed),Movie,1983,NA,https://www.imcdb.org/vehicle_283216-KhADI-9-II-1978.html,https://www.imcdb.org/movie_86317-Skorost.html
KhPZ,T-34/76,1942,NA,NA,Military armored vehicle,USSR,NA,NA,Szczesciarz Antoni,Movie,1960,NA,https://www.imcdb.org/vehicle_191430-KhPZ-T-34-76-1942.html,https://www.imcdb.org/movie_55498-Szczesciarz-Antoni.html
KhTZM,Kharkovchanka,1958,NA,Izdelie 404С,Tracked vehicle,USSR,NA,NA,72 градуса ниже нуля (72 Celsius degrees below zero),Movie,1976,NA,https://www.imcdb.org/vehicle_385173-KhTZM-Kharkovchanka-1958.html,https://www.imcdb.org/movie_312316-72-%D0%B3%D1%80%D0%B0%D0%B4%D1%83%D1%81%D0%B0-%D0%BD%D0%B8%D0%B6%D0%B5-%D0%BD%D1%83%D0%BB%D1%8F.html
Kia,Bongo III,2017,PU,NA,Chassis Cab,South Korea,NA,NA,신이랑 법률사무소 (Phantom Lawyer),TV Series,2026,NA,https://www.imcdb.org/vehicle_2095969-Kia-Bongo-III-PU-2017.html,https://www.imcdb.org/movie_39837101-Sin-i-rang-Beom-nyul-sa-mu-so.html
Kia,Brisa,1977,NA,NA,Sedan,Japan,South Korea,South Korea (1971+),택시운전사 (A Taxi Driver),Movie,2017,NA,https://www.imcdb.org/vehicle_1038218-Kia-Brisa-1977.html,https://www.imcdb.org/movie_6878038-Taeksi-Woonjunsa.html
Kia,Forte Koup,2010,XK,NA,Coupé,South Korea,NA,NA,변신자동차 또봇 (Tobot),Animation Series,2010,2016,https://www.imcdb.org/vehicle_1021958-Kia-Forte-Koup-XK-2010.html,https://www.imcdb.org/movie_7936336-Byeonsinjadongcha-Ttobot.html
Kia,K5,2010,TF,2.0 Smart Taxi,Sedan,South Korea,NA,NA,모범택시 (Taxi Driver),TV Series,2021,2026,https://www.imcdb.org/vehicle_1515382-Kia-K5-TF-2010.html,https://www.imcdb.org/movie_13759970-Mobeomtaeksi.html
Kia,K5,2015,JF,MX,Sedan,South Korea,NA,NA,터널 (Tunnel),Movie,2016,NA,https://www.imcdb.org/vehicle_928729-Kia-K5-JF-2015.html,https://www.imcdb.org/movie_5910280-Teoneol.html
Kia,K5,2015,JF,NA,Sedan,South Korea,NA,NA,애슬론 또봇 (Tobot Athlon),Animation Series,2016,2017,https://www.imcdb.org/vehicle_1932990-Kia-K5-JF-2015.html,https://www.imcdb.org/movie_10368512-Tobot-Athlon.html
Kia,Niro,2017,DE,NA,Hatchback,South Korea,NA,NA,애슬론 또봇 (Tobot Athlon),Animation Series,2016,2017,https://www.imcdb.org/vehicle_1932993-Kia-Niro-DE-2017.html,https://www.imcdb.org/movie_10368512-Tobot-Athlon.html
Kia,Optima,2016,JF,NA,Sedan,South Korea,NA,NA,Кентавр (Centaur),Movie,2023,NA,https://www.imcdb.org/vehicle_1873926-Kia-Optima-JF-2016.html,https://www.imcdb.org/movie_27241551-Kentavr.html
Kia,Soul,2010,AM,NA,Hatchback,South Korea,NA,NA,변신자동차 또봇 (Tobot),Animation Series,2010,2016,https://www.imcdb.org/vehicle_1021952-Kia-Soul-AM-2010.html,https://www.imcdb.org/movie_7936336-Byeonsinjadongcha-Ttobot.html
Kia,Sportage,2015,SL,NA,Off-road / SUV,South Korea,NA,NA,Eczema,Movie,2017,NA,https://www.imcdb.org/vehicle_1301010-Kia-Sportage-SL-2015.html,https://www.imcdb.org/movie_8386652-Eczema.html
King Long,XMQ 6105 G4,NA,NA,NA,Single-deck,China,NA,NA,开端 (Reset),TV Series,2022,NA,https://www.imcdb.org/vehicle_1750607-King-Long-XMQ-6105-G4.html,https://www.imcdb.org/movie_17506706-Kai-Duan.html
Koenigsegg,One:1,2014,7106,NA,Convertible,Sweden,NA,NA,Apex: The Story of the Hypercar,Documentary,2016,NA,https://www.imcdb.org/vehicle_946722-Koenigsegg-One-1-7106-2014.html,https://www.imcdb.org/movie_4325400-Apex--The-Story-of-the-Hypercar.html
Krauss-Maffei,KML 110,NA,NA,NA,Single-deck,Germany,NA,NA,Italienreise - Liebe inbegriffen,Movie,1958,NA,https://www.imcdb.org/vehicle_169720-Krauss-Maffei-KML-110.html,https://www.imcdb.org/movie_51788-Italienreise-Liebe-inbegriffen.html
Krupp,Pz.Kpfw.IV,NA,NA,Ausf. H,Military armored vehicle,Germany,NA,NA,ガールズ＆パンツァー 劇場版 (Girls und Panzer der Film),Animation Movie,2015,NA,https://www.imcdb.org/vehicle_1183346-Krupp-PzKpfwIV.html,https://www.imcdb.org/movie_5284414-G%C4%81ruzu-ando-Pants%C4%81-Gekij%C5%8Dban.html
Krupp,Pz.Kpfw.IV,1939,NA,Ausf.D,Military armored vehicle,Germany,NA,NA,ガールズ&パンツァー (Girls und Panzer),Animation Series,2012,2013,https://www.imcdb.org/vehicle_559178-Krupp-PzKpfwIV-1939.html,https://www.imcdb.org/movie_2294076-Garuzu-ando-Pantsa.html
Kurganmashzavod,BMP-1,NA,NA,NA,Military armored vehicle,USSR,NA,NA,Tankboy,Non-fiction TV,2009,NA,https://www.imcdb.org/vehicle_221450-Kurganmashzavod-BMP-1.html,https://www.imcdb.org/movie_1343678-Tankboy.html
Lada,1200,1977,2101,NA,Sedan,USSR,NA,NA,Dami kanyat,Movie,1980,NA,https://www.imcdb.org/vehicle_529705-Lada-1200-2101-1977.html,https://www.imcdb.org/movie_169731-Dami-kanyat.html
Lada,1300,1986,2104,S,Wagon,USSR,NA,NA,Novata kola na tatko,Short Movie,2005,NA,https://www.imcdb.org/vehicle_581503-Lada-1300-2104-1986.html,https://www.imcdb.org/movie_1004514111-Novata-kola-na-tatko.html
Lada,1600,1991,2106,S,Sedan,USSR,NA,Chile (1930+),Taxi para tres,Movie,2001,NA,https://www.imcdb.org/vehicle_353393-Lada-1600-2106-1991.html,https://www.imcdb.org/movie_291507-Taxi-para-tres.html
Lada,4x4,2006,21214,NA,Off-road / SUV,Russia,NA,NA,Goran,Movie,2016,NA,https://www.imcdb.org/vehicle_1200352-Lada-4x4-21214-2006.html,https://www.imcdb.org/movie_4757570-Goran.html
Lada,Niva,1994,21213,4x4,Off-road / SUV,Russia,NA,NA,Tschick,Movie,2016,NA,https://www.imcdb.org/vehicle_1115231-Lada-Niva-21213-1994.html,https://www.imcdb.org/movie_4911940-Tschick.html
Lada,Riva,1982,2105,1300 S,Sedan,USSR,NA,Yugoslavia (1954..2003),Mara i Lole: Trese mi se Lada,Music Video,2012,NA,https://www.imcdb.org/vehicle_923001-Lada-Riva-2105-1982.html,https://www.imcdb.org/movie_1004517259-Mara-i-Lole--Trese-mi-se-Lada.html
Laksana,Legacy SR2,2019,NA,NA,Single-deck,Indonesia,NA,NA,Dunia Loko,Animation Series,2019,2026,https://www.imcdb.org/vehicle_2043718-Laksana-Legacy-SR2-2019.html,https://www.imcdb.org/movie_1004526086-Dunia-Loko.html
Laksana,Legacy SR2,2021,NA,NA,Single-deck,Indonesia,NA,NA,Dunia Loko,Animation Series,2019,2026,https://www.imcdb.org/vehicle_2043684-Laksana-Legacy-SR2-2021.html,https://www.imcdb.org/movie_1004526086-Dunia-Loko.html
Lamborghini,Aventador LP 700-4,2011,NA,NA,Coupé,Italy,NA,NA,Marko Vanilla feat. Goga Sekulić: Lambo,Music Video,2018,NA,https://www.imcdb.org/vehicle_1225412-Lamborghini-Aventador-LP-700-4-2011.html,https://www.imcdb.org/movie_1004520069-Marko-Vanilla-feat-Goga-Sekuli%C4%87--Lambo.html
Lamborghini,Countach LP 400,1974,NA,NA,Coupé,Italy,NA,NA,Automan,TV Series,1983,1984,https://www.imcdb.org/vehicle_2309-Lamborghini-Countach-LP-400-1974.html,https://www.imcdb.org/movie_84978-Automan.html
Lamborghini,Countach Replica,NA,NA,NA,Coupé,Italy,NA,NA,It Takes Two,Movie,1988,NA,https://www.imcdb.org/vehicle_128807-Lamborghini-Countach-Replica.html,https://www.imcdb.org/movie_95384-It-Takes-Two.html
Lamborghini,Diablo,1990,NA,NA,Coupé,Italy,NA,NA,Bilderbuch: Maschin,Music Video,2013,NA,https://www.imcdb.org/vehicle_723267-Lamborghini-Diablo-1990.html,https://www.imcdb.org/movie_1004515765-Bilderbuch--Maschin.html
Lamborghini,Gallardo LP560-4,2009,NA,NA,Coupé,Italy,NA,NA,메탈카드봇 (Metal Cardbot),Animation Series,2023,NA,https://www.imcdb.org/vehicle_1900998-Lamborghini-Gallardo-LP560-4-2009.html,https://www.imcdb.org/movie_32245465-Metal-Kadeubot.html
Lancia,Appia Convertibile,1957,812,Vignale Customized 'Lahme Ente',Convertible,Italy,NA,NA,Polizeifunk ruft,TV Series,1966,1970,https://www.imcdb.org/vehicle_1392915-Lancia-Appia-Convertibile-812-1957.html,https://www.imcdb.org/movie_169484-Polizeifunk-ruft.html
Lancia,Aurelia Convertibile,1956,B24S,GT 2500,Convertible,Italy,NA,NA,Il sorpasso,Movie,1962,NA,https://www.imcdb.org/vehicle_3578-Lancia-Aurelia-Convertibile-B24S-1956.html,https://www.imcdb.org/movie_56512-Il-sorpasso.html
Lancia,Delta S4,1985,SE038,NA,Racecar,Italy,NA,NA,La voglia di vincere,Mini-Series,1987,NA,https://www.imcdb.org/vehicle_365721-Lancia-Delta-S4-SE038-1985.html,https://www.imcdb.org/movie_215449-La-voglia-di-vincere.html
Lancia,Eptajota,NA,NA,NA,Simple truck,Italy,NA,NA,L'ultimo giorno di scuola prima delle vacanze di Natale,Movie,1975,NA,https://www.imcdb.org/vehicle_1528286-Lancia-Eptajota.html,https://www.imcdb.org/movie_214227-L-ultimo-giorno-di-scuola-prima-delle-vacanze-di-Natale.html
Lancia,Rally Evo,1983,SE037,Group B,Racecar,Italy,NA,NA,Race for Glory - Audi vs. Lancia,Movie,2024,NA,https://www.imcdb.org/vehicle_1848755-Lancia-Rally-Evo-SE037-1983.html,https://www.imcdb.org/movie_20112600-Race-for-Glory-Audi-vs-Lancia.html
Land-Rover,109'' Series IIa,1961,NA,NA,Off-road / SUV,United Kingdom,South Africa,NA,"Clarence, the Cross-Eyed Lion",Movie,1965,NA,https://www.imcdb.org/vehicle_146008-Land-Rover-109---Series-IIa-1961.html,https://www.imcdb.org/movie_59039-Clarence%2C-the-Cross-Eyed-Lion.html
Land-Rover,109'' Series III,1971,NA,NA,Off-road / SUV,United Kingdom,NA,NA,Solid Base: This Is How We Do It,Music Video,1999,NA,https://www.imcdb.org/vehicle_1171179-Land-Rover-109---Series-III-1971.html,https://www.imcdb.org/movie_1004519548-Solid-Base--This-Is-How-We-Do-It.html
Land-Rover,86'' Series I,1954,NA,Modified for Movie,Off-road / SUV,United Kingdom,NA,NA,Un taxi pour Tobrouk,Movie,1960,NA,https://www.imcdb.org/vehicle_4282-Land-Rover-86---Series-I-1954.html,https://www.imcdb.org/movie_54425-Un-taxi-pour-Tobrouk.html
Land-Rover,88'' Series I,1956,NA,'The Antichrist',Off-road / SUV,United Kingdom,South Africa,NA,The Gods Must Be Crazy,Movie,1980,NA,https://www.imcdb.org/vehicle_8169-Land-Rover-88---Series-I-1956.html,https://www.imcdb.org/movie_80801-The-Gods-Must-Be-Crazy.html
Land-Rover,Defender 110 Series II,2020,L663,as Dolus,Off-road / SUV,United Kingdom,Slovakia,Canada,Locked,Movie,2025,NA,https://www.imcdb.org/vehicle_1981827-Land-Rover-Defender-110-L663-2020.html,https://www.imcdb.org/movie_26671996-Locked.html
Land-Rover,Discovery Series II,1999,L318,NA,Off-road / SUV,United Kingdom,NA,NA,Centigrade,Movie,2020,NA,https://www.imcdb.org/vehicle_1504076-Land-Rover-Discovery-L318-1999.html,https://www.imcdb.org/movie_8945942-Centigrade.html
Land-Rover,Range Rover Series IV,2013,L405,NA,Off-road / SUV,United Kingdom,NA,NA,Smash & Grab,Short Movie,2022,NA,https://www.imcdb.org/vehicle_1653439-Land-Rover-Range-Rover-L405-2013.html,https://www.imcdb.org/movie_14770458-Smash-%26-Grab.html
LAZ,695 M,1974,NA,Lviv,Single-deck,USSR,NA,NA,Женатый холостяк (Married bachelor),Movie,1983,NA,https://www.imcdb.org/vehicle_371278-LAZ-695-M-1974.html,https://www.imcdb.org/movie_178116-Zhenatyy-kholostyak.html
LAZ,695 N,1986,NA,Lviv,Single-deck,USSR,NA,NA,Взбесившийся автобус (Vzbesivshiysya avtobus),Movie,1990,NA,https://www.imcdb.org/vehicle_546459-LAZ-695-N-1986.html,https://www.imcdb.org/movie_227759-Vzbesivshiysya-avtobus.html
LDV,Convoy,1996,NA,NA,Single-deck,United Kingdom,NA,NA,Cropped,Short Movie,2015,NA,https://www.imcdb.org/vehicle_1600764-LDV-Convoy-1996.html,https://www.imcdb.org/movie_5474028-Cropped.html
LEVC,TX,2019,NA,Vista Comfort Plus,Sedan,United Kingdom,NA,NA,Trigger,Short Movie,2022,NA,https://www.imcdb.org/vehicle_2037773-LEVC-TX-2019.html,https://www.imcdb.org/movie_13218866-Trigger.html
Lexus,IS 200,NA,GXE10,NA,Sedan,Japan,NA,Europe,H4z4ard (Hazard),Movie,2022,NA,https://www.imcdb.org/vehicle_2075820-Lexus-IS-200-GXE10.html,https://www.imcdb.org/movie_14683284-H4z4ard.html
Leyland,Atlantean AN68B/1R,1981,NA,Alexander,Double-deck,United Kingdom,NA,NA,Everly Pregnant Brothers: 69 to Rovvrum,Music Video,2019,NA,https://www.imcdb.org/vehicle_1888923-Leyland-Atlantean-AN68B-1R-1981.html,https://www.imcdb.org/movie_1004524467-Everly-Pregnant-Brothers--69-to-Rovvrum.html
Leyland,Fleetline,1976,NA,Metsec,Double-deck,United Kingdom,Hong Kong SAR,Hong Kong (1932+),鬼巴士 (Ghostly Bus),Movie,1995,NA,https://www.imcdb.org/vehicle_252480-Leyland-Fleetline-1976.html,https://www.imcdb.org/movie_113232-Gwai-ba-si.html
Leyland,Marathon,1977,NA,NA,Trailer truck (tractor),United Kingdom,NA,NA,Destination Doha,Documentary,1977,NA,https://www.imcdb.org/vehicle_829733-Leyland-Marathon-1977.html,https://www.imcdb.org/movie_1004516613-Destination-Doha.html
Leyland,Mini Moke Californian,1980,NA,Sand Vulcan,Off-road / SUV,United Kingdom,Australia,Japan,Taiyô sentai San Barukan: Za Mubi,Short Movie,1981,NA,https://www.imcdb.org/vehicle_1406099-Leyland-Mini-Moke-Californian-1980.html,https://www.imcdb.org/movie_138854-Taiy%C3%B4-sentai-San-Barukan--Za-Mubi.html
Leyland,Tigress FT,1932,NA,Pump escape,Fire truck,United Kingdom,NA,NA,Go to Blazes,Movie,1962,NA,https://www.imcdb.org/vehicle_785668-Leyland-Tigress-FT-1932.html,https://www.imcdb.org/movie_56032-Go-to-Blazes.html
Leyland,Titan PD1A,1947,NA,BBW body,Double-deck,United Kingdom,NA,NA,Top Deck,Short Movie,1962,NA,https://www.imcdb.org/vehicle_1483331-Leyland-Titan-PD1A-1947.html,https://www.imcdb.org/movie_6782980-Top-Deck.html
LGOC,B-Type,1913,NA,B5052,Double-deck,United Kingdom,NA,NA,The Rocket Bus,Movie,1929,NA,https://www.imcdb.org/vehicle_62370-LGOC-B-Type-1913.html,https://www.imcdb.org/movie_20337-The-Rocket-Bus.html
Lincoln,Continental,1963,74A,Four-Door Convertible,Convertible,USA (United States of America),NA,NA,Homer and Eddie,Movie,1989,NA,https://www.imcdb.org/vehicle_117498-Lincoln-Continental-74A-1963.html,https://www.imcdb.org/movie_97521-Homer-and-Eddie.html
Lincoln,Continental,1964,74A,Four-Door Convertible,Convertible,USA (United States of America),NA,NA,Inspector Gadget,Movie,1999,NA,https://www.imcdb.org/vehicle_2343-Lincoln-Continental-74A-1964.html,https://www.imcdb.org/movie_141369-Inspector-Gadget.html
Lincoln,Continental,1964,74A,Four-Door Convertible,Convertible,USA (United States of America),NA,NA,Inspector Gadget 2,Movie,2003,NA,https://www.imcdb.org/vehicle_31822-Lincoln-Continental-74A-1964.html,https://www.imcdb.org/movie_301454-Inspector-Gadget-2.html
Lincoln,Continental,1968,53A,NA,Sedan,USA (United States of America),NA,NA,Dreamland,Movie,2007,NA,https://www.imcdb.org/vehicle_370125-Lincoln-Continental-53A-1968.html,https://www.imcdb.org/movie_391095-Dreamland.html
Lincoln,Continental,1979,60B,Town Coupé,Coupé,USA (United States of America),NA,NA,Trunk,Movie,2009,NA,https://www.imcdb.org/vehicle_267948-Lincoln-Continental-60B-1979.html,https://www.imcdb.org/movie_1260694-Trunk.html
Lincoln,Continental Mark III,1970,89-65A,Two-Door Hardtop,Coupé,USA (United States of America),NA,France,The French Connection,Movie,1971,NA,https://www.imcdb.org/vehicle_2340-Lincoln-Continental-Mark-III-89-65A-1970.html,https://www.imcdb.org/movie_67116-The-French-Connection.html
Lincoln,Continental Mark III,1970,89-65A,Custom Made Convertible,Convertible,USA (United States of America),NA,NA,Trouble Bound,Movie,1993,NA,https://www.imcdb.org/vehicle_26361-Lincoln-Continental-Mark-III-89-65A-1970.html,https://www.imcdb.org/movie_105645-Trouble-Bound.html
Lincoln,Continental Mark III,1971,89-65A,Barris Kustoms,Custom,USA (United States of America),NA,NA,The Car,Movie,1977,NA,https://www.imcdb.org/vehicle_3779-Lincoln-Continental-Mark-III-89-65A-1971.html,https://www.imcdb.org/movie_75809-The-Car.html
Lincoln,Continental Mark IV,1974,89-65D,NA,Coupé,USA (United States of America),NA,NA,The Devil at Your Heels,Documentary,1981,NA,https://www.imcdb.org/vehicle_338128-Lincoln-Continental-Mark-IV-89-65D-1974.html,https://www.imcdb.org/movie_132082-The-Devil-at-Your-Heels.html
Lincoln,Continental Mark V,1979,89-65D,NA,Coupé,USA (United States of America),NA,NA,Aim for the Roses,Documentary,2016,NA,https://www.imcdb.org/vehicle_1272128-Lincoln-Continental-Mark-V-89-65D-1979.html,https://www.imcdb.org/movie_3360824-Aim-for-the-Roses.html
Lincoln,Continental Presidential Limousine,1961,NA,SS-100-X Presidential State Car Hess & Eisenhardt,Convertible,USA (United States of America),NA,NA,Zapruder Film of Kennedy Assassination,Short Movie,1963,NA,https://www.imcdb.org/vehicle_259523-Lincoln-Continental-Presidential-Limousine-1961.html,https://www.imcdb.org/movie_131658-Zapruder-Film-of-Kennedy-Assassination.html
Lincoln,Futura,1955,NA,NA,Proto / Concept,USA (United States of America),NA,NA,It Started with a Kiss,Movie,1959,NA,https://www.imcdb.org/vehicle_2349-Lincoln-Futura-1955.html,https://www.imcdb.org/movie_52934-It-Started-with-a-Kiss.html
Lincoln,Futura Batmobile,NA,NA,Barris Kustoms,Custom,USA (United States of America),NA,NA,Batman: Return of The Caped Crusaders,Animation Movie,2016,NA,https://www.imcdb.org/vehicle_953064-Lincoln-Futura-Batmobile.html,https://www.imcdb.org/movie_5973626-Batman--Return-of-The-Caped-Crusaders.html
Lincoln,Futura Batmobile,NA,NA,Barris Kustoms,Custom,USA (United States of America),NA,NA,Batman vs. Two-Face,Animation Movie,2017,NA,https://www.imcdb.org/vehicle_1117219-Lincoln-Futura-Batmobile.html,https://www.imcdb.org/movie_6142314-Batman-vs-Two-Face.html
Lincoln,Futura Batmobile,1966,NA,Barris Kustoms,Custom,USA (United States of America),NA,NA,Batman,TV Series,1966,1968,https://www.imcdb.org/vehicle_4918-Lincoln-Futura-Batmobile-1966.html,https://www.imcdb.org/movie_59968-Batman.html
Lincoln,Futura Batmobile,1966,NA,Barris Kustoms,Custom,USA (United States of America),NA,NA,Batman,Movie,1966,NA,https://www.imcdb.org/vehicle_13597-Lincoln-Futura-Batmobile-1966.html,https://www.imcdb.org/movie_60153-Batman.html
Lincoln,Premiere,1957,58B,Four-Door Sedan,Sedan,USA (United States of America),NA,NA,Alfred Hitchcock Presents,TV Series,1955,1962,https://www.imcdb.org/vehicle_348394-Lincoln-Premiere-58B-1957.html,https://www.imcdb.org/movie_47708-Alfred-Hitchcock-Presents.html
Lincoln,Town Car,1986,54D,NA,Sedan,USA (United States of America),NA,NA,The Lincoln Lawyer,Movie,2011,NA,https://www.imcdb.org/vehicle_384273-Lincoln-Town-Car-54D-1986.html,https://www.imcdb.org/movie_1189340-The-Lincoln-Lawyer.html
Lincoln,Town Car,1986,54D,NA,Sedan,USA (United States of America),NA,NA,Riders on the Storm,Movie,2020,NA,https://www.imcdb.org/vehicle_1619149-Lincoln-Town-Car-54D-1986.html,https://www.imcdb.org/movie_5028270-Riders-on-the-Storm.html
