"","yearly_rank","region","state","loc_id","city","airport_name","airport_classification","hub_type","year","passengers"
"2725",1952,"NM","ID","EUL","Caldwell","Caldwell Industrial","General Aviation",NA,2012,11
"2726",3,"GL","IL","ORD","Chicago","Chicago O'Hare International","Primary","Large",2012,32171795
"2727",24,"GL","IL","MDW","Chicago","Chicago Midway International","Primary","Large",2012,9436387
"2728",133,"GL","IL","MLI","Moline","Quad City International","Primary","Small",2012,396460
"2729",158,"GL","IL","PIA","Peoria","General Downing - Peoria International","Primary","Nonhub",2012,286507
"2730",174,"GL","IL","BMI","Bloomington-Normal Airport","Central IL Regional Airport at Bloomington-Normal","Primary","Nonhub",2012,240181
"2731",223,"GL","IL","RFD","Rockford","Chicago/Rockford International","Primary","Nonhub",2012,106412
"2732",240,"GL","IL","CMI","Savoy","University of Illinois-Willard","Primary","Nonhub",2012,86408
"2733",248,"GL","IL","SPI","Springfield","Abraham Lincoln Capital","Primary","Nonhub",2012,65756
"2734",373,"GL","IL","BLV","Belleville","Scott AFB/Midamerica","Primary","Nonhub",2012,2314
"2735",396,"GL","IL","MWA","Marion","Williamson County Regional","Primary","Nonhub",2012,11411
"2736",401,"GL","IL","UIN","Quincy","Quincy Regional-Baldwin Field","Primary","Nonhub",2012,10165
"2737",439,"GL","IL","DEC","Decatur","Decatur","Commercial Service",NA,2012,7753
"2738",489,"GL","IL","PWK","Wheeling","Chicago Executive","General Aviation",NA,2012,2147
"2739",609,"GL","IL","CPS","Cahokia","St Louis Downtown","General Aviation",NA,2012,244
"2740",695,"GL","IL","DPA","DuPage (County)","Dupage","General Aviation",NA,2012,337
"2741",713,"GL","IL","UGN","Waukegan","Waukegan Regional","General Aviation",NA,2012,227
"2742",806,"GL","IL","MDH","Carbondale","Southern Illinois","General Aviation",NA,2012,21
"2743",867,"GL","IL","ARR","Aurora","Aurora Municipal","General Aviation",NA,2012,29
"2744",918,"GL","IL","MTO","Mattoon","Coles County Memorial","General Aviation",NA,2012,2
"2745",973,"GL","IL","LOT","Romeo (RR name for Romeoville)","Lewis University","General Aviation",NA,2012,5
"2746",1103,"GL","IL","ALN","Alton","St Louis Regional","General Aviation",NA,2012,15
"2747",1156,"GL","IL","DKB","De Kalb","De Kalb Taylor Municipal","General Aviation",NA,2012,0
"2748",1165,"GL","IL","DNV","Danville","Vermilion Regional","General Aviation",NA,2012,0
"2749",1219,"GL","IL","GBG","Galesburg","Galesburg Municipal","General Aviation",NA,2012,0
"2750",1255,"GL","IL","VYS","Peru","Illinois Valley Regional-Walter A Duncan Field","General Aviation",NA,2012,0
"2751",1258,"GL","IL","HSB","Harrisburg","Harrisburg-Raleigh","General Aviation",NA,2012,0
"2752",1399,"GL","IL","IKK","Kankakee","Greater Kankakee","General Aviation",NA,2012,6
"2753",1465,"GL","IL","IJX","Jacksonville","Jacksonville Municipal","General Aviation",NA,2012,0
"2754",1563,"GL","IL","SQI","Sterling","Whiteside County-Jos H Bittorf Field","General Aviation",NA,2012,0
"2755",1589,"GL","IL","MVN","Mount Vernon","Mount Vernon","General Aviation",NA,2012,0
"2756",1685,"GL","IL","1LL9","Loami","Reyhan","General Aviation",NA,2012,0
"2757",1757,"GL","IL","3MY","Peoria","Mount Hawley Auxiliary","General Aviation",NA,2012,18
"2758",1813,"GL","IL","SLO","Salem","Salem-Leckrone","General Aviation",NA,2012,0
"2759",1822,"GL","IL","1H2","Effingham","Effingham County Memorial","General Aviation",NA,2012,3
"2760",1862,"GL","IL","FEP","Freeport","Albertus","General Aviation",NA,2012,1
"2761",1966,"GL","IL","MQB","Macomb","Macomb Municipal","General Aviation",NA,2012,21
"2762",48,"GL","IN","IND","Indianapolis","Indianapolis International","Primary","Medium",2012,3586422
"2763",144,"GL","IN","SBN","South Bend","South Bend International","Primary","Nonhub",2012,299592
"2764",154,"GL","IN","FWA","Fort Wayne","Fort Wayne International","Primary","Nonhub",2012,280732
"2765",195,"GL","IN","EVV","Evansville","Evansville Regional","Primary","Nonhub",2012,164767
"2766",417,"GL","IN","GYY","Gary","Gary/Chicago International","Commercial Service",NA,2012,11443
"2767",563,"GL","IN","LAF","Lafayette","Purdue University","General Aviation",NA,2012,3114
"2768",684,"GL","IN","BMG","Bloomington","Monroe County","General Aviation",NA,2012,1956
"2769",747,"GL","IN","MIE","Muncie","Delaware County Regional","General Aviation",NA,2012,470
"2770",775,"GL","IN","HUF","Terre Haute","Terre Haute International-Hulman Field","General Aviation",NA,2012,494
"2771",790,"GL","IN","TYQ","Zionsville","Indianapolis Executive","General Aviation",NA,2012,17
"2772",876,"GL","IN","MQJ","McCordsville","Indianapolis Regional","General Aviation",NA,2012,7
"2773",995,"GL","IN","GUS","Peru","Grissom ARB","General Aviation",NA,2012,0
"2774",1012,"GL","IN","JVY","Jeffersonville","Clark Regional","General Aviation",NA,2012,0
"2775",1041,"GL","IN","VPZ","Valparaiso","Porter County Regional","General Aviation",NA,2012,2
"2776",1084,"GL","IN","BAK","Columbus","Columbus Municipal","General Aviation",NA,2012,2096
"2777",1184,"GL","IN","IMS","Madison","Madison Municipal","General Aviation",NA,2012,0
"2778",1272,"GL","IN","PPO","La Porte","La Porte Municipal","General Aviation",NA,2012,0
"2779",1300,"GL","IN","GEZ","Shelbyville","Shelbyville Municipal","General Aviation",NA,2012,0
"2780",1310,"GL","IN","4I7","Greencastle","Putnam County","General Aviation",NA,2012,13
"2781",1314,"GL","IN","GSH","Goshen","Goshen Municipal","General Aviation",NA,2012,9
"2782",1358,"GL","IN","FRH","French Lick","French Lick Municipal","General Aviation",NA,2012,0
"2783",1421,"GL","IN","MZZ","Marion","Marion Municipal","General Aviation",NA,2012,7
"2784",1445,"GL","IN","RID","Richmond","Richmond Municipal","General Aviation",NA,2012,66
"2785",1447,"GL","IN","SER","Seymour","Freeman Municipal","General Aviation",NA,2012,0
"2786",1510,"GL","IN","ASW","Warsaw","Warsaw Municipal","General Aviation",NA,2012,102
"2787",1512,"GL","IN","CFJ","Crawfordsville","Crawfordsville Municipal","General Aviation",NA,2012,0
"2788",1520,"GL","IN","HNB","Huntingburg","Huntingburg","General Aviation",NA,2012,8
"2789",1538,"GL","IN","C62","Kendallville","Kendallville Municipal","General Aviation",NA,2012,0
"2790",1547,"GL","IN","EYE","Indianapolis","Eagle Creek Airpark","General Aviation",NA,2012,61
"2791",1559,"GL","IN","OKK","Kokomo","Kokomo Municipal","General Aviation",NA,2012,0
"2792",1567,"GL","IN","UMP","Fishers","Indianapolis Metropolitan","General Aviation",NA,2012,2
"2793",1579,"GL","IN","EKM","Elkhart","Elkhart Municipal","General Aviation",NA,2012,5
"2794",1582,"GL","IN","HFY","Greenwood","Greenwood Municipal","General Aviation",NA,2012,0
"2795",1583,"GL","IN","IWH","Wabash","Wabash Municipal","General Aviation",NA,2012,0
"2796",1636,"GL","IN","PLD","Portland","Portland Municipal","General Aviation",NA,2012,0
"2797",1710,"GL","IN","FKR","Frankfort","Frankfort Municipal","General Aviation",NA,2012,0
"2798",1748,"GL","IN","UWL","New Castle","New Castle-Henry Co Municipal","General Aviation",NA,2012,0
"2799",1765,"GL","IN","BFR","Bedford","Virgil I Grissom Municipal","General Aviation",NA,2012,0
"2800",1834,"GL","IN","AID","Anderson","Anderson Municipal-Darlington Field","General Aviation",NA,2012,8
"2801",1847,"GL","IN","C65","Plymouth","Plymouth Municipal","General Aviation",NA,2012,9
"2802",1872,"GL","IN","HLB","Batesville","Batesville","General Aviation",NA,2012,0
"2803",1971,"GL","IN","RCR","Rochester","Fulton County","General Aviation",NA,2012,0
"2804",100,"CE","KS","ICT","Wichita","Wichita Dwight D Eisenhower National","Primary","Small",2012,735270
"2805",250,"CE","KS","MHK","Manhattan","Manhattan Regional","Primary","Nonhub",2012,69038
"2806",324,"CE","KS","GCK","Garden City","Garden City Regional","Primary","Nonhub",2012,18375
"2807",397,"CE","KS","LBL","Liberal","Liberal Mid-America Regional","Primary","Nonhub",2012,10487
"2808",419,"CE","KS","FOE","Topeka","Forbes Field","Commercial Service",NA,2012,8476
"2809",420,"CE","KS","HYS","Hays","Hays Regional","Commercial Service",NA,2012,10381
"2810",452,"CE","KS","DDC","Dodge City","Dodge City Regional","Commercial Service",NA,2012,6155
"2811",536,"CE","KS","SLN","Salina","Salina Regional","Commercial Service",NA,2012,3526
"2812",676,"CE","KS","GBD","Great Bend","Great Bend Municipal","General Aviation",NA,2012,943
"2813",782,"CE","KS","IXD","Olathe","New Century Aircenter","General Aviation",NA,2012,97
"2814",890,"CE","KS","LWC","Lawrence","Lawrence Municipal","General Aviation",NA,2012,32
"2815",903,"CE","KS","AAO","Wichita","Colonel James Jabara","General Aviation",NA,2012,0
"2816",1123,"CE","KS","IAB","Wichita","McConnell AFB","General Aviation",NA,2012,93
"2817",1139,"CE","KS","TOP","Topeka","Philip Billard Municipal","General Aviation",NA,2012,62
"2818",1158,"CE","KS","OJC","Olathe","Johnson County Executive","General Aviation",NA,2012,0
"2819",1212,"CE","KS","HUT","Hutchinson","Hutchinson Municipal","General Aviation",NA,2012,3
"2820",1398,"CE","KS","IDP","Independence","Independence Municipal","General Aviation",NA,2012,0
"2821",1437,"CE","KS","EWK","Newton","Newton-City-County","General Aviation",NA,2012,0
"2822",1452,"CE","KS","ULS","Ulysses","Ulysses","General Aviation",NA,2012,0
"2823",1487,"CE","KS","FLV","Fort Leavenworth","Sherman AAF","General Aviation",NA,2012,0
"2824",1494,"CE","KS","MPR","McPherson","McPherson","General Aviation",NA,2012,0
"2825",1549,"CE","KS","GLD","Goodland","Renner Field /Goodland Municipal/","General Aviation",NA,2012,493
"2826",1612,"CE","KS","BEC","Wichita","Beech Factory","General Aviation",NA,2012,0
"2827",1658,"CE","KS","EMP","Emporia","Emporia Municipal","General Aviation",NA,2012,2
"2828",1808,"CE","KS","PTS","Pittsburg","Atkinson Municipal","General Aviation",NA,2012,241
"2829",1903,"CE","KS","PPF","Parsons","Tri-City","General Aviation",NA,2012,0
"2830",1905,"CE","KS","PTT","Pratt","Pratt Regional","General Aviation",NA,2012,0
"2831",1918,"CE","KS","UKL","Burlington","Coffey County","General Aviation",NA,2012,0
"2832",53,"SO","KY","CVG","Cincinnati","Cincinnati/Northern Kentucky International","Primary","Medium",2012,2937850
"2833",66,"SO","KY","SDF","Louisville","Louisville International-Standiford Field","Primary","Small",2012,1642790
"2834",114,"SO","KY","LEX","Lexington","Blue Grass","Primary","Small",2012,535541
"2835",333,"SO","KY","OWB","Owensboro","Owensboro-Daviess County","Primary","Nonhub",2012,30795
"2836",337,"SO","KY","PAH","Paducah","Barkley Regional","Primary","Nonhub",2012,20734
"2837",432,"SO","KY","HOP","Fort Campbell","Campbell AAF (Fort Campbell)","General Aviation",NA,2012,9960
"2838",686,"SO","KY","BWG","Bowling Green","Bowling Green-Warren County Regional","General Aviation",NA,2012,750
"2839",1038,"SO","KY","27K","Georgetown","Georgetown Scott County - Marshall Field","General Aviation",NA,2012,0
"2840",1198,"SO","KY","IOB","Mount Sterling","Mount Sterling-Montgomery County","General Aviation",NA,2012,0
"2841",1204,"SO","KY","2I0","Madisonville","Madisonville Municipal","General Aviation",NA,2012,2
"2842",1207,"SO","KY","HVC","Hopkinsville","Hopkinsville-Christian County","General Aviation",NA,2012,29
"2843",1286,"SO","KY","DWU","Worthington","Ashland Regional","General Aviation",NA,2012,4
"2844",1287,"SO","KY","FFT","Frankfort","Capital City","General Aviation",NA,2012,17
"2845",1344,"SO","KY","DVK","Danville","Stuart Powell Field","General Aviation",NA,2012,2
"2846",1366,"SO","KY","PBX","Pikeville","Pike County-Hatcher Field","General Aviation",NA,2012,6
"2847",1389,"SO","KY","CPF","Hazard","Wendell H Ford","General Aviation",NA,2012,4
"2848",1402,"SO","KY","LOU","Louisville","Bowman Field","General Aviation",NA,2012,450
"2849",1403,"SO","KY","LOZ","London","London-Corbin Airport-Magee Field","General Aviation",NA,2012,0
"2850",1411,"SO","KY","5M9","Marion","Marion-Crittenden County","General Aviation",NA,2012,0
"2851",1436,"SO","KY","EKX","Elizabethtown","Addington Field","General Aviation",NA,2012,0
"2852",1479,"SO","KY","AAS","Campbellsville","Taylor County","General Aviation",NA,2012,0
"2853",1548,"SO","KY","FGX","Flemingsburg","Fleming-Mason","General Aviation",NA,2012,0
"2854",1566,"SO","KY","TWT","Sturgis","Sturgis Municipal","General Aviation",NA,2012,0
"2855",1597,"SO","KY","SME","Somerset","Lake Cumberland Regional","General Aviation",NA,2012,0
"2856",1639,"SO","KY","SJS","Debord","Big Sandy Regional","General Aviation",NA,2012,0
"2857",1653,"SO","KY","BRY","Bardstown","Samuels Field","General Aviation",NA,2012,0
"2858",1763,"SO","KY","6I2","Springfield","Lebanon-Springfield","General Aviation",NA,2012,3
"2859",1848,"SO","KY","CEY","Murray","Kyle-Oakley Field","General Aviation",NA,2012,0
"2860",1868,"SO","KY","GLW","Glasgow","Glasgow Municipal","General Aviation",NA,2012,0
"2861",1950,"SO","KY","EHR","Henderson","Henderson City-County","General Aviation",NA,2012,0
"2862",37,"SW","LA","MSY","Metairie","Louis Armstrong New Orleans International","Primary","Medium",2012,4293624
"2863",128,"SW","LA","BTR","Baton Rouge","Baton Rouge Metropolitan, Ryan Field","Primary","Small",2012,406318
"2864",160,"SW","LA","SHV","Shreveport","Shreveport Regional","Primary","Nonhub",2012,276460
"2865",169,"SW","LA","LFT","Lafayette","Lafayette Regional","Primary","Nonhub",2012,226504
"2866",187,"SW","LA","AEX","Alexandria","Alexandria International","Primary","Nonhub",2012,189476
"2867",216,"SW","LA","MLU","Monroe","Monroe Regional","Primary","Nonhub",2012,101034
"2868",251,"SW","LA","LCH","Lake Charles","Lake Charles Regional","Primary","Nonhub",2012,56815
"2869",525,"SW","LA","ARA","New Iberia","Acadiana Regional","General Aviation",NA,2012,833
"2870",663,"SW","LA","BAD","Bossier City","Barksdale AFB","General Aviation",NA,2012,1452
"2871",703,"SW","LA","NEW","New Orleans","Lakefront","General Aviation",NA,2012,391
"2872",773,"SW","LA","CWF","Lake Charles","Chennault International","General Aviation",NA,2012,279
"2873",924,"SW","LA","NBG","New Orleans","New Orleans NAS Jrb/Alvin Callender Field/","General Aviation",NA,2012,206
"2874",927,"SW","LA","L31","Covington","St Tammany Regional","General Aviation",NA,2012,75
"2875",988,"SW","LA","HDC","Hammond","Hammond Northshore Regional","General Aviation",NA,2012,14
"2876",992,"SW","LA","HUM","Houma","Houma-Terrebonne","General Aviation",NA,2012,14
"2877",1006,"SW","LA","PTN","Patterson","Harry P Williams Memorial","General Aviation",NA,2012,0
"2878",1051,"SW","LA","DTN","Shreveport","Shreveport Downtown","General Aviation",NA,2012,40
"2879",1116,"SW","LA","RSN","Ruston","Ruston Regional","General Aviation",NA,2012,0
"2880",1188,"SW","LA","ASD","Slidell","Slidell","General Aviation",NA,2012,13
"2881",1357,"SW","LA","DRI","DeRidder","Beauregard Regional","General Aviation",NA,2012,0
"2882",1450,"SW","LA","TVR","Tallulah","Vicksburg Tallulah Regional","General Aviation",NA,2012,0
"2883",1489,"SW","LA","IER","Natchitoches","Natchitoches Regional","General Aviation",NA,2012,24
"2884",1560,"SW","LA","OPL","Opelousas","St Landry Parish-Ahart Field","General Aviation",NA,2012,0
"2885",1568,"SW","LA","UXL","Sulphur","Southland Field","General Aviation",NA,2012,8
"2886",1614,"SW","LA","BXA","Bogalusa","George R Carr Memorial Air Field","General Aviation",NA,2012,0
"2887",1718,"SW","LA","IYA","Abbeville","Abbeville Chris Crusta Memorial","General Aviation",NA,2012,0
"2888",1758,"SW","LA","3R7","Jennings","Jennings","General Aviation",NA,2012,0
"2889",1789,"SW","LA","L38","Gonzales","Louisiana Regional","General Aviation",NA,2012,0
"2890",1866,"SW","LA","GAO","Galliano","South Lafourche Leonard Miller Jr","General Aviation",NA,2012,19
"2891",18,"NE","MA","BOS","Boston","General Edward Lawrence Logan International","Primary","Large",2012,14293695
"2892",188,"NE","MA","ACK","Nantucket","Nantucket Memorial","Primary","Nonhub",2012,179128
"2893",236,"NE","MA","HYA","Hyannis","Barnstable Municipal-Boardman/Polando Field","Primary","Nonhub",2012,95717
"2894",267,"NE","MA","MVY","Vineyard Haven","Martha's Vineyard","Primary","Nonhub",2012,50484
"2895",384,"NE","MA","BED","Bedford","Laurence G Hanscom Field","General Aviation",NA,2012,11097
"2896",394,"NE","MA","PVC","Provincetown","Provincetown Municipal","Primary","Nonhub",2012,11580
"2897",404,"NE","MA","EWB","New Bedford","New Bedford Regional","Primary","Nonhub",2012,12256
"2898",430,"NE","MA","ORH","Worcester","Worcester Regional","Commercial Service",NA,2012,10750
"2899",606,"NE","MA","CEF","Chicopee","Westover ARB/Metropolitan","General Aviation",NA,2012,1302
"2900",839,"NE","MA","BAF","Westfield","Westfield-Barnes Regional","General Aviation",NA,2012,448
"2901",851,"NE","MA","BVY","Beverly","Beverly Municipal","General Aviation",NA,2012,100
"2902",852,"NE","MA","OWD","Norwood","Norwood Memorial","General Aviation",NA,2012,58
"2903",880,"NE","MA","PSF","Pittsfield","Pittsfield Municipal","General Aviation",NA,2012,53
"2904",968,"NE","MA","LWM","Lawrence","Lawrence Municipal","General Aviation",NA,2012,16
"2905",1086,"NE","MA","0B5","Montague","Turners Falls","General Aviation",NA,2012,0
"2906",1127,"NE","MA","PYM","Plymouth","Plymouth Municipal","General Aviation",NA,2012,12
"2907",1144,"NE","MA","FIT","Fitchburg","Fitchburg Municipal","General Aviation",NA,2012,4
"2908",1264,"NE","MA","7B2","Northampton","Northampton","General Aviation",NA,2012,7
"2909",1313,"NE","MA","CQX","Chatham","Chatham Municipal","General Aviation",NA,2012,42
"2910",1323,"NE","MA","1B9","Mansfield","Mansfield Municipal","General Aviation",NA,2012,10
"2911",1347,"NE","MA","ORE","Orange","Orange Municipal","General Aviation",NA,2012,0
"2912",1370,"NE","MA","AQW","North Adams","Harriman-And-West","General Aviation",NA,2012,3
"2913",1867,"NE","MA","GHG","Marshfield","Marshfield Municipal - George Harlow Field","General Aviation",NA,2012,0
"2914",22,"EA","MD","BWI","Glen Burnie","Baltimore/Washington International Thurgood Marshall","Primary","Large",2012,11186444
"2915",254,"EA","MD","SBY","Salisbury","Salisbury-Ocean City Wicomico Regional","Primary","Nonhub",2012,76372
"2916",383,"EA","MD","HGR","Hagerstown","Hagerstown Regional-Richard A Henson Field","Primary","Nonhub",2012,10207
"2917",507,"EA","MD","ADW","Camp Springs","Joint Base Andrews","General Aviation",NA,2012,4744
"2918",766,"EA","MD","MTN","Middle River","Martin State","General Aviation",NA,2012,219
"2919",837,"EA","MD","ESN","Easton","Easton/Newnam Field","General Aviation",NA,2012,72
