id,name,normalized_name
3398,Black Van,black van
3399,SNEAKERS VAN,sneakers van
3400,Taj-Mah-All-You-Can-Eat,taj-mah-all-you-can-eat
3401,SPRINGFIELD NATIONAL FOREST- ACCIDENT SITE,springfield national forest- accident site
3402,"""mistress-style"" Apartment",mistress-style apartment
3403,PRINCE HOUSE,prince house
3404,BUTTERFLY ENCLOSURE,butterfly enclosure
3405,Chazz Busby Ballet Academy,chazz busby ballet academy
3406,BALLET ACADEMY,ballet academy
3407,Springfield Ballet Theater,springfield ballet theater
3408,Raccoon Hutch,raccoon hutch
3409,RURAL HIGHWAY,rural highway
3410,Other Car,other car
3411,Main Farm Building,main farm building
3412,CHEDDARBARREL FARM,cheddarbarrel farm
3413,PIG PEN,pig pen
3414,CHICKEN AREA,chicken area
3415,PICNIC TABLE,picnic table
3416,DAIRY BARN,dairy barn
3417,CALF JUDGING TENT,calf judging tent
3418,FEEDLOT,feedlot
3419,RURAL FARM,rural farm
3420,SPUCKLER HOUSE,spuckler house
3421,TRANSPORT VEHICLE,transport vehicle
3422,COW SUIT,cow suit
3423,Feedlot Truck,feedlot truck
3424,VEHICLE,vehicle
3425,Near Simpson Car,near simpson car
3426,UTAH MOUNTAINS,utah mountains
3427,Sundance Institute,sundance institute
3428,MOUNTAIN TOP HIGHWAY,mountain top highway
3429,PARK CITY,park city
3430,CHILI TENT,chili tent
3431,Nelson's Trailer,nelson trailer
3432,Stuff-N-Hug,stuff-n-hug
3433,Abe and Mona's House,abe and mona house
3434,Springfield Funeral Home,springfield funeral home
3435,SPRINGFIELD MONUMENT PARK,springfield monument park
3436,HIGHER UP ON MESA,higher up on mesa
3437,FOOT OF MOUNTAIN,foot of mountain
3438,FURTHER UP MESA,further up mesa
3439,Butte,butte
3440,TOP OF BUTTE,top of butte
3441,SECRET BASE,secret base
3442,MOUNTAIN SECRET BASE,mountain secret base
3443,SPRINGFIELD HILTON,springfield hilton
3444,SOUND STAGE,sound stage
3445,THE KRUSTY SHOW SOUNDSTAGE,the krusty show soundstage
3446,Krusty's Cabin,krusty cabin
3447,Gavelby's Auction House,gavelby auction house
3448,DOWNTOWN SPRINGFIELD STREET,downtown springfield street
3449,LUCKY JIM'S BAIL BONDS,lucky jim bail bonds
3450,LUCKY JIM'S,lucky jim
3451,Au Naturel,au naturel
3452,Homer And Ned's Office,homer and ned office
3453,SUBWAY PLATFORM,subway platform
3454,CONCRETE,concrete
3455,PENITENTIARY,penitentiary
3456,Tunisian Desert,tunisian desert
3457,HAWAIIAN BAR,hawaiian bar
3458,"SYDNEY, AUSTRALIA",sydney australia
3459,Australian Bar,australian bar
3460,"STOCKHOLM, SWEDEN",stockholm sweden
3461,Inga-Bar Beerman's,inga-bar beerman
3462,Andes Mountains,andes mountains
3463,Machu Picchu,machu picchu
3464,WOOSTERFIELD HOTEL,woosterfield hotel
3465,REGENCY BALLROOM,regency ballroom
3466,Bathroom Stalls,bathroom stalls
3467,WOOSTERFIELD MANOR,woosterfield manor
3468,Incredibly Cool Indoor Pool,incredibly cool indoor pool
3469,HUGE STATELY LIBRARY,huge stately library
3470,SIMON'S ROOM,simon room
3471,WOOSTERFIELD ESTATE,woosterfield estate
3472,Aspen,aspen
3473,DOWNTOWN ASPEN,downtown aspen
3474,MOUNTAINSIDE,mountainside
3475,SKI LIFT CHAIR,ski lift chair
3476,PICTURESQUE ROADSIDE,picturesque roadside
3477,Homer's Roadster,homer roadster
3478,Millionaire's House,millionaire house
3479,Kozy Kabins,kozy kabins
3480,BOUVIER RESIDENCE,bouvier residence
3481,Party,party
3482,Cabana,cabana
3483,Pool Area,pool area
3484,GLIDER,glider
3485,WOODS NEAR KOZY KOTTAGES,woods near kozy kottages
3486,Kozy Lake,kozy lake
3487,WOODS NEARBY,woods nearby
3488,WOODS NEAR KOZY KABINS,woods near kozy kabins
3489,PARK RANGER OBSERVATION TOWER,park ranger observation tower
3490,CHASM,chasm
3491,LICENSE BUREAU,license bureau
3492,GAY DANCE CLUB,gay dance club
3493,Springfield Hyatt,springfield hyatt
3494,SPRINGFIELD - ESTABLISHING,springfield - establishing
3495,Springfield Mall Parking Lot,springfield mall parking lot
3496,Mapple Store,mapple store
3497,SPRINGFIELD STREET - EARLY EVENING,springfield street - early evening
3498,SPRINGFIELD - MORNING,springfield - morning
3499,STREETS OF SPRINGFIELD - NIGHT,streets of springfield - night
3500,BASHIR'S HOUSE,bashir house
3501,AMID'S STUDY,amid study
3502,OFFICE #1,office 1
3503,UNDER SEA,under sea
3504,Mapple World Headquarters,mapple world headquarters
3505,BILLIONAIRES RETREAT,billionaires retreat
3506,CAMPING LODGE,camping lodge
3507,Dallas,dallas
3508,Burns's Box,burns box
3509,Springfield Sports Palace,springfield sports palace
3510,SPORTS PALACE - CONTINUOUS,sports palace - continuous
3511,Greenhouse,greenhouse
3512,SPRINGFIELD - NIGHT,springfield - night
3513,EXCITEMENT ARENA,excitement arena
3514,JUMBOTRON BOOTH,jumbotron booth
3515,ARENA COURT - CONTINUOUS,arena court - continuous
3516,Springfield Excitement Arena,springfield excitement arena
3517,SPRINGFIELD REC CENTER,springfield rec center
3518,Kung Fu Class,kung fu class
3519,REC CENTER,rec center
3520,FANCY PRIVATE SCHOOL,fancy private school
3521,PINKBERRY-TYPE YOGURT STORE,pinkberry-type yogurt store
3522,HOBBES HOUSE,hobbes house
3523,Ellis island,ellis island
3524,LARGE FUNCTION ROOM,large function room
3525,Clam-elot Seafood,clam-elot seafood
3526,Clam-a-lot Seafood,clam-a-lot seafood
3527,SPRINGFIELD HIGH (1970S) - AUDITORIUM,springfield high - auditorium
3528,RETIREMENT COMMUNITY,retirement community
3529,Luigi's Back Room,luigi back room
3530,SPRINGFIELD HIGH (1970S) - ALTERNATE REALITY,springfield high - alternate reality
3531,Luigi's Kitchen,luigi kitchen
3532,SPRINGFIELD HIGH (1970S) - GYM,springfield high - gym
3533,LARGE BEAUTIFUL HOUSE,large beautiful house
3534,Springfield Wall of Fame,springfield wall of fame
3535,Outskirts Of Capital City,outskirts of capital city
3536,RUNDOWN DOWNTOWN GAS STATION,rundown downtown gas station
3537,GAS STATION RESTROOM DOOR,gas station restroom door
3538,Seedy Gas Station Bathroom,seedy gas station bathroom
3539,Seedy Gas Station,seedy gas station
3540,GARBAGE BARGE,garbage barge
3541,COUNTRYFINE MORTGAGE BROKERS,countryfine mortgage brokers
3542,Countryfine Bank,countryfine bank
3543,NED'S HOUSE,ned house
3544,USA,usa
3545,Poison Store,poison store
3546,River Bank,river bank
3547,CONVENT,convent
3548,CONVENT STEPS,convent steps
3549,Clock Tower,clock tower
3550,SAILING SHIP,sailing ship
3551,FIELD NEAR BEACH,field near beach
3552,BELL TOWER,bell tower
3553,Hillside Near Springfield Sign,hillside near springfield sign
3554,Ireland,ireland
3555,Irish Countryside,irish countryside
3556,Dunkilderry,dunkilderry
3557,TOM O'FLANAGAN'S,tom oflanagan
3558,TOM O'FLANAGAN'S PUB,tom oflanagan pub
3559,Giant's Causeway,giant causeway
3560,Guinness Brewery,guinness brewery
3561,BLARNEY CASTLE,blarney castle
3562,Dublin,dublin
3563,Simpson & Son Pub,simpson son pub
3564,Irish Police Station,irish police station
3565,Coast Guard Headquarters,coast guard headquarters
3566,Bridal store,bridal store
3567,Bakery,bakery
3568,Swell-Air Hotel,swell-air hotel
3569,GROOM'S ROOM,groom room
3570,DARK MYSTERIOUS ROOM,dark mysterious room
3571,SWELL-AIR HOTEL- BRIDE'S ROOM,swell-air hotel- bride room
3572,Small Creepy House,small creepy house
3573,SPINSTER ARMS,spinster arms
3574,CHILDREN'S PARK,children park
3575,LOVERS' LANE,lovers lane
3576,Moe's Car,moe car
3577,Ogdenville,ogdenville
3578,WOODED STREET,wooded street
3579,MAYA'S HOUSE,maya house
3580,ALCATRAZ AVENUE,alcatraz avenue
3581,DOORSTEP,doorstep
3582,Dr. Hibbert's Office Building,dr hibbert office building
3583,Crafty Art's Arts & Crafts,crafty art arts crafts
3584,Model Store,model store
3585,Westminster Abbey,westminster abbey
3586,Red Blazer Real Estate Office,red blazer real estate office
3587,Waverly Hills Apartments,waverly hills apartments
3588,Two-story Apartment Building,two-story apartment building
3589,Waverly Hills,waverly hills
3590,Waverly Hills City Hall,waverly hills city hall
3591,Homer's Waverly Hills Apt. Bldg.,homer waverly hills apt bldg
3592,Waverly Hills Elementary School,waverly hills elementary school
3593,PHONE COMPANY CONTROL ROOM,phone company control room
3594,Homer's Apartment Building,homer apartment building
3595,Party Apartment,party apartment
3596,TAPAS BAR,tapas bar
3597,Rodeo Drive-type Street,rodeo drive-type street
3598,Bart's Tree House,bart tree house
3599,Finger-Looking Good Nail Salon,finger-looking good nail salon
3600,DODGER STADIUM,dodger stadium
3601,RICHMOND PALACE,richmond palace
3602,SPANISH CASTLE,spanish castle
3603,ELIZABETH'S CASTLE,elizabeth castle
3604,ENGLISH BEACH,english beach
3605,ENGLISH SHIP,english ship
3606,DECK OF SPANISH SHIP,deck of spanish ship
3607,ELIZABETH'S PALACE,elizabeth palace
3608,MINE,mine
3609,DWARVES' COTTAGE,dwarves cottage
3610,SCOTTISH CASTLE,scottish castle
3611,Sideshow Mel's Dressing Room,sideshow mel dressing room
3612,SPRINGFIELD THEATER,springfield theater
3613,COMMUNITY THEATER,community theater
3614,911 OPERATOR OFFICE,911 operator office
3615,Mediocri-Tots Daycare Center,mediocri-tots daycare center
3616,Ginormous Pictures Studios,ginormous pictures studios
3617,Ginormous Pictures,ginormous pictures
3618,STAHL CASE STUDY HOUSE,stahl case study house
3619,PRIVATE GYM,private gym
3620,SPRINGFIELD SOUNDSTAGE,springfield soundstage
3621,Mrs. Krabappel's Car,mrs krabappel car
3622,FANCY PREP SCHOOL,fancy prep school
3623,KRABAPPEL'S APT.,krabappel apt
3624,MRS. KRABAPPEL'S APT.,mrs krabappel apt
3625,Edna's Edibles,edna edibles
3626,FIGHT ARENA,fight arena
3627,PROMOTER'S SKYBOX,promoter skybox
3628,MARTIAL ARTS ACADEMY,martial arts academy
3629,Stately Gothic Building,stately gothic building
3630,YALE CLUB,yale club
3631,SPRINGFIELD ELEMENTARY FIELD,springfield elementary field
3632,JEEP,jeep
3633,DESERT AREA,desert area
3634,SAFE ZONE,safe zone
3635,Photo Studio,photo studio
3636,Carl's Office,carl office
3637,"""SMOOCHES ON THE BEACH"" HOTEL",smooches on the beach hotel
3638,FRENCH PRESIDENTIAL PALACE,french presidential palace
3639,FRONT LAWN,front lawn
3640,FROZEN LAKE,frozen lake
3641,SNOW-COVERED SHACK,snow-covered shack
3642,NEAR STILL,near still
3643,SPUCKLER PORCH,spuckler porch
3644,Field Near Cletus's Shack,field near cletus shack
3645,SPRINGFIELD WOODS,springfield woods
3646,HOLLOWED-OUT TREE,hollowed-out tree
3647,SPRINGFIELD HILL COUNTRY,springfield hill country
3648,HILLBILLY REGION,hillbilly region
3649,SNOWY WOODS,snowy woods
3650,SPRINGFIELD COURTROOM,springfield courtroom
3651,GUMDROP COMPANY,gumdrop company
3652,BART'S POWERLESS ROOM,bart powerless room
3653,SNOW PILE,snow pile
3654,SNOW CHAMBER,snow chamber
3655,Giant Snow Bank,giant snow bank
3656,Seaworld-type Park,seaworld-type park
3657,Clam Stroller,clam stroller
3658,SLIMU STADIUM,slimu stadium
3659,INSIDE AQUATIC STADIUM,inside aquatic stadium
3660,Springfield Union Station,springfield union station
3661,MARSHALL GOLDMAN'S OFFICE,marshall goldman office
3662,TINSELTOWN STARLINER,tinseltown starliner
3663,Grampa's Compartment,grampa compartment
3664,Train Car,train car
3665,Krustylu Studio Store,krustylu studio store
3666,Capital City Nuclear Plant,capital city nuclear plant
3667,PENELOPE'S DRESSING ROOM,penelope dressing room
3668,Capital City Four Seasons,capital city four seasons
3669,Country Club Banquet Hall,country club banquet hall
3670,TORAH ROOM,torah room
3671,SIDEWALK CAFÉ,sidewalk cafÉ
3672,ELSEWHERE IN PARIS,elsewhere in paris
3673,SURFACE OF WATER,surface of water
3674,Circuit Circus,circuit circus
3675,Electronics Store,electronics store
3676,LOWER DOWN MOUNTAIN,lower down mountain
3677,STAPLES CENTER-TYPE ARENA,staples center-type arena
3678,ZERO-G JET,zero-g jet
3679,SPRINGFIELD ICE RINK,springfield ice rink
3680,Mrs. Skinner's Womb,mrs skinner womb
3681,Denver,denver
3682,BROOMFIELD EVENT CENTER,broomfield event center
3683,BROOMFIELD ICE ARENA,broomfield ice arena
3684,Vancouver,vancouver
3685,Vancouver Street,vancouver street
3686,Vancouver Olympic Stadium,vancouver olympic stadium
3687,Olympic Village,olympic village
3688,SKI JUMP,ski jump
3689,Vancouver Olympic Centre,vancouver olympic centre
3690,Vancouver Olympic Village,vancouver olympic village
3691,Marge and Homer's Apartment,marge and homer apartment
3692,SPORTS CHALET SET,sports chalet set
3693,SPOT-LIT THEATRICAL STAGE,spot-lit theatrical stage
3694,MODEST 1860S' HOUSE,modest 1860s house
3695,Burns's Plantation House,burns plantation house
3696,Garden Outside Burns's Ballroom,garden outside burns ballroom
3697,Burns's Plantation,burns plantation
3698,WILDERNESS,wilderness
3699,Traveling Circus,traveling circus
3700,OLD SIMPSON HOUSE,old simpson house
3701,FILM VAULT,film vault
3702,Niagara Falls,niagara falls
3703,MODEST SNOW-COVERED HOUSE,modest snow-covered house
3704,SUBWAY STAIRWELL,subway stairwell
3705,SUBTERRANEAN TUNNEL,subterranean tunnel
3706,Abandoned Subway Station,abandoned subway station
3707,SUBWAY TUNNEL,subway tunnel
3708,PARK PLAYGROUND,park playground
3709,Subway,subway
3710,SUBWAY TERMINAL,subway terminal
3711,SUBWAY TRACK,subway track
3712,SUBWAY CONTROL BOOTH,subway control booth
3713,FUTURISTIC WORLD,futuristic world
3714,MISS HOOVER'S ROOM,miss hoover room
3715,Miss Stringham's Classroom,miss stringham classroom
3716,SPRINGFIELD IMAX THEATER,springfield imax theater
3717,Ben Gurion Airport,ben gurion airport
3718,Mt. Zion,mt zion
3719,Near the Western Wall,near the western wall
3720,Western Wall,western wall
3721,Church of the Holy Sepulchre,church of the holy sepulchre
3722,STREETS OF OLD JERUSALEM,streets of old jerusalem
3723,DOME OF THE ROCK,dome of the rock
3724,Israeli Air Airplane,israeli air airplane
3725,Burns's Wine Cellar,burns wine cellar
3726,GRASSY FIELD,grassy field
3727,FRONT OF PARTY HOUSE,front of party house
3728,SPRINGFIELD PLAY PARK,springfield play park
3729,Louie's Car,louie car
3730,ALTERNATIVE ENERGY FAIR,alternative energy fair
3731,OPEN WATER,open water
3732,MONITOR ROOM,monitor room
3733,SURVEILLANCE CENTER,surveillance center
3734,1980s Volkswagen Mini-van,1980s volkswagen mini-van
3735,Ocean Ferry Docks,ocean ferry docks
3736,LOBSTER TRAP,lobster trap
3737,FERRY DECK,ferry deck
3738,Weasel Island,weasel island
3739,Civil War Prison,civil war prison
3740,CRIB,crib
3741,Street In Front Of Apu And Manjula's Apartment,street in front of apu and manjula apartment
3742,STREET NEAR SPRINGFIELD FERRY DOCK,street near springfield ferry dock
3743,Iceland,iceland
3744,WALT WARREN BACKYARD,walt warren backyard
3745,WALT'S HOUSE,walt house
3746,"""WALT'S"" CAR",walt car
3747,TWO-MAN CELL,two-man cell
3748,HOSPITAL MEDICAL WARD,hospital medical ward
3749,PADDED CELL,padded cell
3750,GAS & GRUB,gas grub
3751,REMOTE WILDERNESS,remote wilderness
3752,TIJUANA STREETS,tijuana streets
3753,Five Corners,five corners
3754,Ugly Dog Contest Stage,ugly dog contest stage
3755,Springfield Elks Lodge,springfield elks lodge
3756,SPRINGFIELD UNIVERSITY MEDICAL SCHOOL - ESTABLISHING,springfield university medical school - establishing
3757,SPRINGFIELD UNIVERSITY MEDICAL SCHOOL - A LITTLE LATER,springfield university medical school - a little later
3758,LOS ANGELES AIRPORT,los angeles airport
3759,LAX,lax
3760,SPRINGFIELD STREET - EVENING,springfield street - evening
3761,SPORTS BAR,sports bar
3762,HOLLYWOOD - DAY,hollywood - day
3763,20th Century Fox Studios,20th century fox studios
3764,American Idol Set,american idol set
3765,Springfield Municipal Golf Course,springfield municipal golf course
3766,Krusty's Limo,krusty limo
3767,Road Leading Away From Airport,road leading away from airport
3768,ARTS CAMP,arts camp
3769,Cabin 12,cabin 12
3770,EXPRESSIONS- THE NEXT MORNING,expressions- the next morning
3771,CAMP STAGE,camp stage
3772,EXPRESSIONS- WOODED CLEARING,expressions- wooded clearing
3773,"THE HAGUE, NETHERLANDS",the hague netherlands
3774,INTERNATIONAL COURT OF JUSTICE,international court of justice
3775,EXPRESSIONS- GREAT LAWN,expressions- great lawn
3776,EXPRESSIONS,expressions
3777,SPROOKLYN,sprooklyn
3778,Run-down Apartment Building,run-down apartment building
3779,The Hague,the hague
3780,Nearly-empty Coffee House,nearly-empty coffee house
3781,Ethan and Kurt's Apartment,ethan and kurt apartment
3782,FANCY NIGHTCLUB,fancy nightclub
3783,"LARGE, PILLARED, IMPOSING-LOOKING BANK",large pillared imposing-looking bank
3784,Asia de Cuba de Springfield,asia de cuba de springfield
3785,NELSON'S BIKE SHOP,nelson bike shop
3786,ROLLER RINK,roller rink
3787,ISOTOTS STADIUM,isotots stadium
3788,PRESS BOOTH,press booth
3789,ON DECK CIRCLE,on deck circle
3790,BROADCASTERS' BOOTH,broadcasters booth
3791,Various Locations Around Capital City,various locations around capital city
3792,DROPS AND RISERS GAME,drops and risers game
3793,SIMPSON HOUSE FRONT LAWN,simpson house front lawn
3794,WATER,water
3795,SOUTH PACIFIC,south pacific
3796,SAILBOAT,sailboat
3797,ALBATROSS,albatross
3798,Simpsons' Boat,simpsons boat
3799,SIMPSON BOAT,simpson boat
3800,Homer And Marge's Yacht,homer and marge yacht
3801,Marge And Homer's Yacht,marge and homer yacht
3802,MISTY FOREST,misty forest
3803,CHURCH BELL TOWER,church bell tower
3804,West Springfield,west springfield
3805,Texxon Station,texxon station
3806,MARGE'S CHILDHOOD ROOM,marge childhood room
3807,Lisa's Window,lisa window
3808,Cloisters Academy,cloisters academy
3809,Statue of Liberty's Crown,statue of liberty crown
3810,NEWSROOM SET,newsroom set
3811,HOSPITAL LOBBY,hospital lobby
3812,Cliff Overlooking The Sea,cliff overlooking the sea
3813,SKY NEAR CLIFF,sky near cliff
3814,DICK CHENEY'S HOUSE,dick cheney house
3815,Doctor Thurston' Office,doctor thurston office
3816,OSTRICH FARM,ostrich farm
3817,Ostrich World,ostrich world
3818,North Pole,north pole
3819,TRAIN PLATFORM,train platform
3820,WRAPPING ROOM,wrapping room
3821,TOY INSPECTION AREA,toy inspection area
3822,CLAUSCO BUILDING,clausco building
3823,1940S VERSION OF SIMPSON HOUSE,1940s version of simpson house
3824,ARDENNES FOREST,ardennes forest
3825,Springfield Aircraft Plant,springfield aircraft plant
3826,1943 SPRINGFIELD,1943 springfield
3827,LE GAMAAR MOVIE THEATER,le gamaar movie theater
3828,SNOWY LANDSCAPE,snowy landscape
3829,BROADWAY SHOW,broadway show
3830,Court House,court house
3831,Court House Clerical Area,court house clerical area
3832,COURT ROOM,court room
3833,FEDERAL BUILDING,federal building
3834,FBI Observation Van,fbi observation van
3835,Prison Cafeteria,prison cafeteria
3836,SURVEILLANCE ROOM,surveillance room
3837,ITALIAN SOCIAL CLUB,italian social club
3838,Art Classroom,art classroom
3839,5th Grade Classroom,5th grade classroom
3840,SPRINGFIELD PLAYGROUND,springfield playground
3841,ENCHANTED SNAIL RESTAURANT,enchanted snail restaurant
3842,The Enchanted Snail,the enchanted snail
3843,Springfield Four Seasons Hotel,springfield four seasons hotel
3844,Burns's Library,burns library
3845,LEAGUE OF EXTRA-HORNY GENTLEMEN,league of extra-horny gentlemen
3846,MO'S TAVERN,mo tavern
3847,MO'S,mo
3848,Zip Zap and 'Za Pizza Arcade,zip zap and za pizza arcade
3849,PATRICK'S HOUSE,patrick house
3850,ZOO ENTRANCE,zoo entrance
3851,Apiary,apiary
3852,SHELDON LEAVITT'S OFFICE,sheldon leavitt office
3853,Springfield Airport Motor Lodge,springfield airport motor lodge
3854,Julio's Hair Salon,julio hair salon
3855,Homer's Head,homer head
3856,SINGLES CLUB,singles club
3857,STARBUCKS-STYLE COFFEE SHOP,starbucks-style coffee shop
3858,RICE PADDY,rice paddy
3859,CHINA - DAY,china - day
3860,MONASTERY,monastery
3861,NOBLEMAN'S FORTRESS,nobleman fortress
3862,COURTYARD OF FORTRESS,courtyard of fortress
3863,Yogurt Nook,yogurt nook
3864,LATE '90S-ERA INTERNET START-UP OFFICE,late 90s-era internet start-up office
3865,Animation Studios,animation studios
3866,BULLPEN,bullpen
3867,BUILDING 1,building 1
3868,PROJECTION ROOM,projection room
3869,BEVERLY HILTON-TYPE HOTEL,beverly hilton-type hotel
3870,Hotel Hollywood Hotel,hotel hollywood hotel
3871,Kodak Theater,kodak theater
3872,WATTS TOWERS - MEANWHILE,watts towers - meanwhile
3873,L.A. FREEWAY,la freeway
3874,HOLLYWOOD BLVD. - A LITTLE LATER,hollywood blvd - a little later
3875,English Village,english village
3876,OFF IN THE SAGEBRUSH,off in the sagebrush
3877,DESERT STATE PARK,desert state park
3878,GOLD MINE,gold mine
3879,ELSEWHERE IN DESERT,elsewhere in desert
3880,Upstairs Bathroom,upstairs bathroom
3881,Springfield Pharmaceuticals,springfield pharmaceuticals
3882,TARMAC OUTSIDE SPRINGFIELD PHARMACEUTICALS,tarmac outside springfield pharmaceuticals
3883,NEAR PARK,near park
3884,THE SIMPSON ATTIC,the simpson attic
3885,Springfield Clamphitheater,springfield clamphitheater
3886,SHABBY HOUSE,shabby house
3887,Tour Van,tour van
3888,CAT LADY'S HOUSE,cat lady house
3889,OUTDOOR HALF-SHELL STAGE,outdoor half-shell stage
3890,Wacky's Comedy Club,wacky comedy club
3891,COMEDY CLUB,comedy club
3892,MAZE,maze
3893,CAPITOL CITY THEATER,capitol city theater
3894,Ogdenville Barley Palace,ogdenville barley palace
3895,SKY ABOVE PLANT,sky above plant
3896,Springfield Atoms Stadium,springfield atoms stadium
3897,ELSEWHERE IN STADIUM CONCOURSE,elsewhere in stadium concourse
3898,COUNSELING CENTER,counseling center
3899,Homeless Camp,homeless camp
3900,FIELD OF CACTI,field of cacti
3901,FREESTONE FAMILY PEACH ORCHARD,freestone family peach orchard
3902,PEACH ORCHARD,peach orchard
3903,Springfield Day Spa,springfield day spa
3904,HORTICULTURE SOCIETY,horticulture society
3905,Little Baltimore,little baltimore
3906,VICTORIAN BROWNSTONE,victorian brownstone
3907,RAYMONDO'S HOUSE,raymondo house
3908,VICTORIAN TOWNHOUSE,victorian townhouse
3909,RAYMONDO'S MANSION,raymondo mansion
3910,SPRINGFIELD MAGIC PALACE,springfield magic palace
3911,GRASSY AREA NEXT TO FOREST,grassy area next to forest
3912,FBI Surveillance Truck,fbi surveillance truck
3913,Hotel Parking Lot,hotel parking lot
3914,FAT TONY'S BEACH HOUSE,fat tony beach house
3915,HOMER'S BOYHOOD HOUSE,homer boyhood house
3916,Homer's Salon,homer salon
3917,SPRINGFIELD INN,springfield inn
3918,Policeman's Ball,policeman ball
3919,NARROW MOUNTAIN ROAD,narrow mountain road
3920,Duff Brewery Grounds,duff brewery grounds
3921,Springfield Elementary School Basement,springfield elementary school basement
3922,Key Store,key store
3923,WOODSHOP,woodshop
3924,SKIES OVER SPRINGFIELD,skies over springfield
3925,Mysterious Basement Classroom,mysterious basement classroom
3926,Circular Classroom,circular classroom
3927,Imposing Downtown Springfield Building,imposing downtown springfield building
3928,Administrative Detention Room,administrative detention room
3929,DETENTION FACILITY,detention facility
3930,RUBBER ROOM,rubber room
3931,Administrative Suspension Building,administrative suspension building
3932,MALL RESTAURANT,mall restaurant
3933,Comic Book Guy's Office,comic book guy office
3934,"""top Chef"" Kitchen",top chef kitchen
3935,HIGH-TECH TRAINING FACILITY,high-tech training facility
3936,CIA OFFICE,cia office
3937,Sleep-Eazy Motel,sleep-eazy motel
3938,GUTTER,gutter
3939,Kiev,kiev
3940,VIKTOR'S MANSION,viktor mansion
3941,ICE SKATING FACILITY,ice skating facility
3942,PEP CLOSET,pep closet
3943,Chalmers' House,chalmers house
3944,BOX,box
3945,SPRINGFIELD LAKE,springfield lake
3946,A LUSH JUNGLE PLANET,a lush jungle planet
3947,MILITARY BRIEFING ROOM,military briefing room
3948,AVATAR LINKING STATION,avatar linking station
3949,PANDORA,pandora
3950,RIGEL 7,rigel 7
3951,JUNGLE CLEARING,jungle clearing
3952,DR. FRANKENSTEIN'S CASTLE,dr frankenstein castle
3953,SIDE OF POND,side of pond
3954,Homer and Roz's Workstations,homer and roz workstations
3955,RETIREMENT CASTLE RECREATION ROOM,retirement castle recreation room
3956,Roz's Workstation,roz workstation
3957,E4,e4
3958,EVENT CENTER,event center
3959,STRANGE NEIGHBORHOOD,strange neighborhood
3960,ETHIOPIAN NEIGHBORHOOD,ethiopian neighborhood
3961,Little Ethiopia,little ethiopia
3962,ETHIOPIAN RESTAURANT,ethiopian restaurant
3963,MARGE'S DREAM,marge dream
3964,English Bedroom,english bedroom
3965,El Chemistri,el chemistri
3966,WRONG ADDRESS,wrong address
3967,REAL EL CHEMISTRI,real el chemistri
3968,Meth Lab,meth lab
3969,Burning Meth Lab,burning meth lab
3970,Krustyland,krustyland
3971,Duff Center Arena,duff center arena
3972,OUTER CONCOURSE,outer concourse
3973,Changing Room,changing room
3974,CORPORATE SKYSCRAPER,corporate skyscraper
3975,"""TWEEN LIT INC."" MEETING ROOM",tween lit inc meeting room
3976,CONVENTION FLOOR,convention floor
3977,SLICK PUBLISHER'S OFFICE,slick publisher office
3978,LITERARY TOWERS,literary towers
3979,LITERARY TOWERS LOBBY,literary towers lobby
3980,PRINTING ROOM FLOOR,printing room floor
3981,BOOKACCINOS,bookaccinos
3982,The Loin King,the loin king
3983,Chophouse,chophouse
3984,SPORTS STADIUM,sports stadium
3985,Condo Skyscraper,condo skyscraper
3986,Robert Marlowe's Fancy Apartment,robert marlowe fancy apartment
3987,Rattler River Canyon,rattler river canyon
3988,Simpson Raft,simpson raft
3989,BALLET STAGE,ballet stage
3990,CHANNEL SIX OFFICE BUILDING,channel six office building
3991,CHANNEL SIX STUDIOS CONFERENCE ROOM,channel six studios conference room
3992,UPA Agency building,upa agency building
3993,Dinky Office Building,dinky office building
3994,Small Office Building,small office building
3995,The Village Id,the village id
3996,THE OFF-BROADWAY DELI,the off-broadway deli
3997,Annie's Apartment,annie apartment
3998,ANNIE'S TALENT AGENCY,annie talent agency
3999,HBO-TYPE CABLE NETWORK BOARDROOM,hbo-type cable network boardroom
4000,HBOWTIME STUDIO,hbowtime studio
4001,NETWORK BOARDROOM,network boardroom
4002,Krusty's Bedroom,krusty bedroom
4003,Lisa's House,lisa house
4004,Maggie's Suite,maggie suite
4005,Heathrow Teleport,heathrow teleport
4006,Bart's Old Bedroom,bart old bedroom
4007,APU AND MANJULA'S HOUSE,apu and manjula house
4008,THE ULTRANET,the ultranet
4009,HOVER-CAR,hover-car
4010,Cryogenic Facility,cryogenic facility
4011,SECURITY EXAMINATION ROOM,security examination room
4012,TV SHOW SET,tv show set
4013,"""GUT CHECK"" SET",gut check set
4014,ALL-AMERICAN HOUSE,all-american house
4015,Spiffany's,spiffany
4016,"MAIN STREET, USA",main street usa
4017,Colonial Meeting House,colonial meeting house
4018,"""gut Check With Homer Simpson"" Soundstage",gut check with homer simpson soundstage
4019,Lotion Store,lotion store
4020,CINNABUN STORE,cinnabun store
4021,VILLAGE,village
4022,MEDIEVAL SHACK,medieval shack
4023,French Village,french village
4024,MARGUERITE'S HOUSE,marguerite house
4025,CLIFFSIDE ROAD,cliffside road
4026,BOTTOM OF THE CLIFF,bottom of the cliff
4027,Persia,persia
4028,Sistine Chapel,sistine chapel
4029,Dust Bowl,dust bowl
