id,name,normalized_name,gender
2355,Female Crowd Members,female crowd members,NA
2356,Manjula's Mother,manjulas mother,NA
2357,Siegfried,siegfried,NA
2358,Guests,guests,NA
2359,Ganesh,ganesh,NA
2360,Burly Guest,burly guest,NA
2361,Indian Singers,indian singers,NA
2362,Mall Executive,mall executive,NA
2363,Pr Man,pr man,NA
2364,Caveman,caveman,NA
2365,Stephen Jay Gould,stephen jay gould,NA
2277,Duffman,duffman,m
2304,Armin,armin,m
2269,Commandant,commandant,m
2303,Sgt. Skinner,sgt skinner,m
2366,SOUTH AMERICAN BIDDER,south american bidder,NA
2367,Johnny D,johnny d,NA
2368,City Clerk,city clerk,NA
2370,Cookie,cookie,NA
2371,Assorted Agents,assorted agents,NA
2372,Lionel Hutz's Head,lionel hutzs head,NA
2373,Female Victim,female victim,NA
2374,Other Realtors,other realtors,NA
2375,Dove,dove,NA
2376,Shopper,shopper,NA
2377,Cheerleader,cheerleader,NA
2378,Toy,toy,NA
2379,Patches,patches,NA
2380,Poor Violet,poor violet,NA
2381,Sullen Teen,sullen teen,NA
2382,Sean,sean,NA
2383,Alex Trebek,alex trebek,NA
2384,Goon #1,goon 1,NA
2385,Hombre,hombre,NA
2386,Clint Eastwood,clint eastwood,NA
2387,Townspeople Chorus,townspeople chorus,NA
2388,Lee Marvin,lee marvin,NA
2389,Female Chorus,female chorus,NA
2390,SECOND FEMALE CHORUS,second female chorus,NA
2391,Kids On Ride,kids on ride,NA
2392,Carny,carny,NA
2393,Dracula Voice,dracula voice,NA
2394,Maintenance Man,maintenance man,NA
2395,Game Announcer,game announcer,NA
2397,Spud,spud,NA
2398,Performer,performer,NA
2399,Camel,camel,NA
2400,Fantastic Dan,fantastic dan,NA
2401,Passengers,passengers,NA
2402,Hari Krishna,hari krishna,NA
2403,Christian,christian,NA
2404,Jane,jane,NA
2406,Movementarians,movementarians,NA
2407,Don,don,NA
2408,Homer's Stomach,homers stomach,NA
2409,Homer's Feet,homers feet,NA
2410,Leader,leader,NA
2411,THE LEADER,the leader,NA
2412,Noah,noah,NA
2413,Singing Children,singing children,NA
2414,Chinese Sailor #1,chinese sailor 1,NA
2415,Chinese Sailor #2,chinese sailor 2,NA
2416,Bill Gates,bill gates,NA
2417,James Earl Jones,james earl jones,NA
2418,Volunteer,volunteer,NA
2419,Steven Wright,steven wright,NA
2420,Bobcat Goldthwaite,bobcat goldthwaite,NA
2421,JANEANE,janeane,NA
2422,Bruce Baum,bruce baum,NA
2423,COMPUTER ON STOOL,computer on stool,NA
2424,Comics,comics,NA
2425,Mr. Teeny,mr teeny,NA
2426,Businessman #1,businessman 1,NA
2427,Businessman #2,businessman 2,NA
2428,Jay Leno,jay leno,NA
2429,HANK WILLIAMS JR.,hank williams jr,NA
2431,Republican Candidate,republican candidate,NA
2432,Drunken Cop,drunken cop,NA
2433,Photographer Cop,photographer cop,NA
2434,Homer's Voice,homers voice,NA
2435,GHOSTLY HOMER,ghostly homer,NA
2436,Square Guy,square guy,NA
2437,Station Manager,station manager,NA
2438,Great Uncle Chet,great uncle chet,NA
2439,Well-dressed Relative,well-dressed relative,NA
2440,Relative #1,relative 1,NA
2441,Relative #2,relative 2,NA
2442,Relative #3,relative 3,NA
2443,Relative #4,relative 4,NA
2444,Relative #5,relative 5,NA
2445,Dr. Simpson,dr simpson,NA
2446,Simpson Woman #1,simpson woman 1,NA
2447,Simpson Woman #2,simpson woman 2,NA
2448,Simpson Woman #3,simpson woman 3,NA
2449,Nerdy Kids,nerdy kids,NA
2450,Female Computer,female computer,NA
2451,Bullies,bullies,NA
2452,Elderly Night Watchman,elderly night watchman,NA
2453,Leprechaun,leprechaun,NA
2454,General Donut,general donut,NA
2455,Donuts,donuts,NA
2456,Roddy McDonut,roddy mcdonut,NA
2457,Big Donut,big donut,NA
2458,Big Hand Guy,big hand guy,NA
2459,Naval Announcer,naval announcer,NA
2460,Recruiting Officer,recruiting officer,NA
2461,Asian Man,asian man,NA
2462,Drill Instructor,drill instructor,NA
2463,Barney's Mom,barneys mom,NA
2464,Head Chef,head chef,NA
2465,Head Instructor,head instructor,NA
2466,WORLD WAR I RECREATIONISTS,world war i recreationists,NA
2467,Other Kids,other kids,NA
2468,Bob Denver,bob denver,NA
2469,Captain Tenille,captain tenille,NA
2470,Female Ensign,female ensign,NA
2471,Enemy Crewperson,enemy crewperson,NA
2396,Cooder,cooder,m
2405,Glen,glen,m
2430,Renee,renee,f
2472,Enemy Captain,enemy captain,NA
2473,Asian Ensign,asian ensign,NA
2474,Hick,hick,NA
2475,Russian Ambassador,russian ambassador,NA
2476,U.S. Ambassador,us ambassador,NA
2477,Lenin,lenin,NA
2478,Sonar Operator,sonar operator,NA
2479,AIRCRAFT CARRIER CAPTAIN,aircraft carrier captain,NA
2480,Thought Bubble Moe,thought bubble moe,NA
2481,Thought Bubble Bart,thought bubble bart,NA
2482,Penguins,penguins,NA
2483,Admiral #1,admiral 1,NA
2484,Admiral #3,admiral 3,NA
2485,Admiral #4,admiral 4,NA
2486,Janitor,janitor,NA
2487,Myron,myron,NA
2488,Agent Miller,agent miller,NA
2489,Lucius Sweet,lucius sweet,NA
2490,Mission Impossible Voice,mission impossible voice,NA
2491,Truman,truman,NA
2492,British Official,british official,NA
2493,Spanish Official,spanish official,NA
2494,French Official,french official,NA
2495,Customs Official,customs official,NA
2496,Street Vendor,street vendor,NA
2497,Castro,castro,NA
2498,Cuban Officials,cuban officials,NA
2499,Cuban Undersecretary,cuban undersecretary,NA
2500,Agency Clerk,agency clerk,NA
2501,Mojo,mojo,NA
2502,Cat Lady,cat lady,NA
2503,Computer Voice,computer voice,NA
2504,Head Chocobot,head chocobot,NA
2505,Major Nougat,major nougat,NA
2506,All Chocobots,all chocobots,NA
2507,Young Exec,young exec,NA
2508,Older Exec,older exec,NA
2509,Female Exec,female exec,NA
2510,Other Executives,other executives,NA
2511,Garbage Man #1,garbage man 1,NA
2512,Garbage Man #2,garbage man 2,NA
2514,Paul,paul,NA
2515,Susie,susie,NA
2516,Bono,bono,NA
2517,The Edge,the edge,NA
2518,Adam Clayton,adam clayton,NA
2519,Security Guys,security guys,NA
2520,A Few People,a few people,NA
2521,Giant-nosed Man,giant-nosed man,NA
2522,Garbage Men,garbage men,NA
2523,U2,u2,NA
2524,Oskar,oskar,NA
2525,Union Leader,union leader,NA
2526,Second Indian,second indian,NA
2527,First Indian,first indian,NA
2528,Commie Nazi,commie nazi,NA
2529,Other Team,other team,NA
2530,Muscular Man,muscular man,NA
2531,Sherpa #1,sherpa 1,NA
2532,Sherpa #2,sherpa 2,NA
2533,Sherpas,sherpas,NA
2534,Geese,geese,NA
2535,Faucet-head Kid's Mother,faucet-head kids mother,NA
2536,Soldier,soldier,NA
2537,Russian Man #1,russian man 1,NA
2538,Russian Man #2,russian man 2,NA
2539,HOMER'S VOICE MAIL,homers voice mail,NA
2540,FISH-HAG,fish-hag,NA
2541,Telephone Repairman,telephone repairman,NA
2542,Bridge Operator,bridge operator,NA
2543,Cow,cow,NA
2544,Studio Audience,studio audience,NA
2545,Pirate Captain,pirate captain,NA
2546,Pirate #1,pirate 1,NA
2547,Ilsa,ilsa,NA
2548,Golf Course Crowd,golf course crowd,NA
2549,Minister,minister,NA
2550,Stadium Announcer,stadium announcer,NA
2551,Stadium Crowd,stadium crowd,NA
2552,Kicker,kicker,NA
2554,Thug #1,thug 1,NA
2555,Thug #2,thug 2,NA
2556,Cardinal Flanders,cardinal flanders,NA
2557,President Lenny,president lenny,NA
2558,Heckle,heckle,NA
2559,Jeckle,jeckle,NA
2560,Passerby,passerby,NA
2561,Edison's Ghost,edisons ghost,NA
2562,Visitor,visitor,NA
2563,Female Visitor,female visitor,NA
2564,Eagle,eagle,NA
2565,Toucan,toucan,NA
2566,Vulture,vulture,NA
2567,Birds,birds,NA
2568,Library Lady Tress,library lady tress,NA
2569,Birders,birders,NA
2570,Ed McMahon,ed mcmahon,NA
2571,Regis Philbin,regis philbin,NA
2572,KATHIE LEE,kathie lee,NA
2573,Jerry Springer,jerry springer,NA
2574,Woman In Audience,woman in audience,NA
2575,Homie Bear,homie bear,NA
2576,BART BART,bart bart,NA
2577,Ranger Ned,ranger ned,NA
2579,Alec Baldwin,alec baldwin,m
2578,Kim Basinger,kim basinger,f
2553,Alex,alex,f
2581,Gentleman,gentleman,NA
2582,ALEC/KIM,aleckim,NA
2583,ALEC/KIM/RON,aleckimron,NA
2584,STUDIO EXECUTIVE,studio executive,NA
2585,Seth,seth,NA
2586,Munchie,munchie,NA
2587,Middle-aged Grampa,middle-aged grampa,NA
2588,Young Mona,young mona,NA
2589,Young Munchie,young munchie,NA
2590,Young Seth,young seth,NA
2591,Hippie Girl #1,hippie girl 1,NA
2592,Hippie Girl #2,hippie girl 2,NA
2593,Ginsberg,ginsberg,NA
2594,Jill St. John,jill st john,NA
2595,Phyllis Diller,phyllis diller,NA
2596,Sarah Ferguson,sarah ferguson,NA
2597,Skeleton,skeleton,NA
2598,Lips,lips,NA
2599,Range-rover Mom,range-rover mom,NA
2600,Lobster Clerk,lobster clerk,NA
2601,Documentary Narrator,documentary narrator,NA
2602,Taskmaster,taskmaster,NA
2603,Mr. Toad,mr toad,NA
2604,President Of Harvard,president of harvard,NA
2605,Comptroller Atkins,comptroller atkins,NA
2606,REAL COMPT. ATKINS,real compt atkins,NA
2607,Robot Cowboy #1,robot cowboy 1,NA
2608,Robot Cowboy #2,robot cowboy 2,NA
2609,Robot Cowboy #3,robot cowboy 3,NA
2610,Curly,curly,NA
2611,Old Curly,old curly,NA
2612,3-Year-Old Homer,3-year-old homer,NA
2613,Admitting Nurse,admitting nurse,NA
2614,Taffy Shop Clerk,taffy shop clerk,NA
2615,Sad-looking Frenchman,sad-looking frenchman,NA
2616,Man In Dinner Jacket,man in dinner jacket,NA
2617,British Raj Man,british raj man,NA
2618,Woman In Wedding Dress,woman in wedding dress,NA
2619,Caribbean Outcast,caribbean outcast,NA
2620,Son,son,NA
2621,Young Woman,young woman,NA
2622,Hideous Alien #1,hideous alien 1,NA
2623,Hideous Alien #2,hideous alien 2,NA
2624,C-3PO,c-3po,NA
2625,Chewbacca,chewbacca,NA
2626,Neil Armstrong,neil armstrong,NA
2627,Dr. Smith,dr smith,NA
2628,Nerdy Young Woman,nerdy young woman,NA
2629,Crowd Of Nerds,crowd of nerds,NA
2631,Ernie,ernie,NA
2632,Big Tom,big tom,NA
2633,Leavelle,leavelle,NA
2634,Gangsters/molls,gangstersmolls,NA
2635,Theater Owner,theater owner,NA
2636,Demolition Foreman,demolition foreman,NA
2637,Don Rickles,don rickles,NA
2638,Car Wash Employee,car wash employee,NA
2639,Babe,babe,NA
2640,Samoan Attorney,samoan attorney,NA
2641,Hunter S. Thompson,hunter s thompson,NA
2642,Joan Rivers,joan rivers,NA
2643,LANCE,lance,NA
2644,Pit Boss,pit boss,NA
2645,WAITRESS #1,waitress 1,NA
2646,Ginger,ginger,NA
2647,Tiger,tiger,NA
2648,Graeme Edge,graeme edge,NA
2649,Justin Hayward,justin hayward,NA
2650,John Lodge,john lodge,NA
2651,Ray Thomas,ray thomas,NA
2652,VULTURES,vultures,NA
2653,Cyndi Lauper,cyndi lauper,NA
2654,Dennis Conroy,dennis conroy,NA
2655,WHINY TWENTYSOMETHING GUY,whiny twentysomething guy,NA
2656,SASSY TWENTYSOMETHING GAL,sassy twentysomething gal,NA
2657,Wacky Friend,wacky friend,NA
2658,Deep-voiced Announcer,deep-voiced announcer,NA
2659,Higher Nasal Announcer,higher nasal announcer,NA
2661,Craggy Farmer,craggy farmer,NA
2662,Creepy English Boy #2,creepy english boy 2,NA
2663,Creepy English Girl #1,creepy english girl 1,NA
2664,Constable,constable,NA
2665,Creepy English Girl #2,creepy english girl 2,NA
2666,Townsfolk,townsfolk,NA
2667,Pyro,pyro,NA
2668,Adults,adults,NA
2669,Postmaster Bill,postmaster bill,NA
2670,Man In Military Uniform,man in military uniform,NA
2671,Government Official,government official,NA
2672,Mailman #1,mailman 1,NA
2673,Mailman #2,mailman 2,NA
2674,Mailman #3,mailman 3,NA
2676,Guys,guys,NA
2677,Rudy,rudy,NA
2678,Rosey Grier,rosey grier,NA
2679,Old Player,old player,NA
2680,Little Guy,little guy,NA
2681,Troy Aikman,troy aikman,NA
2682,Dan Marino,dan marino,NA
2683,Man Next To Dan,man next to dan,NA
2660,Mrs. Muntz,mrs muntz,f
2630,Mark Hamill,mark hamill,m
2580,Ron Howard,ron howard,m
2684,Male Voice,male voice,NA
2685,Vincent Price,vincent price,NA
2686,Ticket Scalper,ticket scalper,NA
2687,Pat Summerall,pat summerall,NA
2688,John Madden,john madden,NA
2689,Dolly Parton,dolly parton,NA
2690,Rupert Murdoch,rupert murdoch,NA
2691,Enchanted Policemen,enchanted policemen,NA
2692,Football Players,football players,NA
2693,Reporter #4,reporter 4,NA
2694,Linemen,linemen,NA
2695,JODY PRICE,jody price,NA
2696,Archie Bunker,archie bunker,NA
2697,Bad Flanders,bad flanders,NA
2698,Lieutenant,lieutenant,NA
2699,Commander,commander,NA
2700,Bank Robber #1,bank robber 1,NA
2701,Bank Robber #2,bank robber 2,NA
2702,POLICECOP #2,policecop 2,NA
2703,POLICECOP #1,policecop 1,NA
2704,Banker,banker,NA
2705,DETECTIVE HOMER SIMPSON,detective homer simpson,NA
2706,2nd Producer,2nd producer,NA
2707,3rd Producer,3rd producer,NA
2708,4th Producer,4th producer,NA
2709,5th Producer,5th producer,NA
2711,TRENT,trent,NA
2712,Valet,valet,NA
2713,Guest #1,guest 1,NA
2714,"Ed Begley, Jr.",ed begley jr,NA
2715,Lorne Michaels,lorne michaels,NA
2716,Guest #2,guest 2,NA
2717,Bald Eagle,bald eagle,NA
2718,Police Car,police car,NA
2719,MACAW,macaw,NA
2720,Crewman,crewman,NA
2721,Elton John,elton john,NA
2722,Female S.U.V. Voice,female suv voice,NA
2723,Sergeant Crew,sergeant crew,NA
2724,Astronaut In Space Suit,astronaut in space suit,NA
2725,Curtis E. Bear,curtis e bear,NA
2726,Lemur,lemur,NA
2727,Australian Gamekeeper,australian gamekeeper,NA
2728,Workmen,workmen,NA
2729,Omnitouch Rep,omnitouch rep,NA
2730,Security Guard #2,security guard 2,NA
2731,New Age Clerk,new age clerk,NA
2732,Deep Male Voice,deep male voice,NA
2733,Repo Man #1,repo man 1,NA
2734,Repo Man #2,repo man 2,NA
2735,RED,red,NA
2736,Cow #1,cow 1,NA
2737,Red's Friend #1,reds friend 1,NA
2738,Red's Friend #2,reds friend 2,NA
2739,ABBA,abba,NA
2740,Missionary #1,missionary 1,NA
2741,Missionary #2,missionary 2,NA
2742,Old Lady,old lady,NA
2743,Tourist #1,tourist 1,NA
2744,Trucker #3,trucker 3,NA
2745,Various Truckers,various truckers,NA
2746,Trucker #5,trucker 5,NA
2747,Trucker #4,trucker 4,NA
2748,Navitron Auto-drive,navitron auto-drive,NA
2749,Truckers,truckers,NA
2750,Señor Ding-Dong,señor ding-dong,NA
2751,Gopher,gopher,NA
2752,Unicorn,unicorn,NA
2753,Slavedriver Willie,slavedriver willie,NA
2754,Pharaoh Skinner,pharaoh skinner,NA
2755,BURNING BUSH,burning bush,NA
2756,Moses/milhouse,mosesmilhouse,NA
2757,LISA & MOSES/MILHOUSE,lisa mosesmilhouse,NA
2758,Egyptians,egyptians,NA
2759,Methuselah Grampa,methuselah grampa,NA
2760,Goliath/nelson,goliathnelson,NA
2761,Sheep,sheep,NA
2762,Teen,teen,NA
2763,Tv Handyman,tv handyman,NA
2764,HANDYMAN,handyman,NA
2765,Astrid Weller,astrid weller,NA
2766,Jasper Johns,jasper johns,NA
2767,Human Proportions Guy,human proportions guy,NA
2768,Cubist Musician,cubist musician,NA
2769,Andy Warhol,andy warhol,NA
2770,Burn Victims,burn victims,NA
2771,French Representative,french representative,NA
2772,Ioc Chairman,ioc chairman,NA
2773,Russian Representative,russian representative,NA
2774,Latin Representative,latin representative,NA
2775,OTHER REPRESENTATIVES,other representatives,NA
2776,JAPANESE REPRESENTATIVE,japanese representative,NA
2777,Olympic Representatives,olympic representatives,NA
2778,Swiss Representative,swiss representative,NA
2779,Seniors,seniors,NA
2780,Sweet Elderly Lady,sweet elderly lady,NA
2781,Scarlett,scarlett,NA
2782,Rhett,rhett,NA
2783,Other Seniors,other seniors,NA
2784,Native-american Man,native-american man,NA
2785,Jack LaLanne,jack lalanne,NA
2786,Male Host,male host,NA
2787,Appraiser,appraiser,NA
3108,SATAN,satan,NA
2788,Everyone In Store,everyone in store,NA
2789,Kevin Costner,kevin costner,NA
2790,PEOPLE,people,NA
2791,Arthur Fortune,arthur fortune,NA
2792,Conga Line,conga line,NA
2793,PEDESTRIANS,pedestrians,NA
2794,Crickets,crickets,NA
2795,Jerry Rude,jerry rude,NA
2796,Local,local,NA
2797,3rd Local,3rd local,NA
2798,Loch Ness Monster,loch ness monster,NA
2799,Commercial Anncr,commercial anncr,NA
2800,Pudding Representative,pudding representative,NA
2801,Horse,horse,NA
2802,MENSANS,mensans,NA
2803,HAWKING,hawking,NA
2804,Computer Voice 2,computer voice 2,NA
2805,GARABEDIAN,garabedian,NA
2806,Mr. Pennybags,mr pennybags,NA
2807,Japanese Stewardess,japanese stewardess,NA
2808,Jim Belushi,jim belushi,NA
2809,Toilet,toilet,NA
2810,TV CHARACTER,tv character,NA
2811,Woody Allen,woody allen,NA
2812,Sumo,sumo,NA
2813,Magic Fish,magic fish,NA
2814,Cartoon Squid,cartoon squid,NA
2815,Japanese Father,japanese father,NA
2816,Gameshow Host,gameshow host,NA
2817,Canadian Man,canadian man,NA
2818,CANADIAN WOMAN,canadian woman,NA
2819,Somber Announcer,somber announcer,NA
2820,Salesperson,salesperson,NA
2821,Electric Car Computer,electric car computer,NA
2822,WILLIAM/ROBYN,williamrobyn,NA
2823,Mel Gibson,mel gibson,NA
2824,WILLIAM,william,NA
2825,ROBYN,robyn,NA
2826,MR.SMITH/MEL,mrsmithmel,NA
2827,John Travolta,john travolta,NA
2828,MAN ON RIGHT,man on right,NA
2829,MAN ON LEFT,man on left,NA
2830,Bus Tour Guide,bus tour guide,NA
2831,Anne,anne,NA
2832,MR. SMITH/MEL,mr smithmel,NA
2833,Senators,senators,NA
2834,Senator Payne,senator payne,NA
2835,Senate Leader,senate leader,NA
2836,DISTINGUISHED-LOOKING MAN,distinguished-looking man,NA
2837,Tram Guide,tram guide,NA
2838,Irene Ryan,irene ryan,NA
2839,Batman,batman,NA
2840,Robin,robin,NA
2841,EDWARD/WILLIAM/ROBYN,edwardwilliamrobyn,NA
2842,Hosey the Bear,hosey the bear,NA
2843,Researcher #1,researcher 1,NA
2844,Researcher #2,researcher 2,NA
2845,Video Game,video game,NA
2846,Staffer,staffer,NA
2847,Electronic Organizer,electronic organizer,NA
2848,Navajo Boy,navajo boy,NA
2849,Dancer,dancer,NA
2850,SOLIDIER #1,solidier 1,NA
2851,Sir Widebottom,sir widebottom,NA
2852,SCHOOLKIDS,schoolkids,NA
2853,Satellite,satellite,NA
2854,Mark McGwire,mark mcgwire,NA
2855,Homer Effigy,homer effigy,NA
2856,Newspaper Worker #1,newspaper worker 1,NA
2857,Newspaper Worker #2,newspaper worker 2,NA
2858,SHREWISH WOMAN,shrewish woman,NA
2860,Mimi,mimi,NA
2861,German Man,german man,NA
2862,German Woman,german woman,NA
2863,Farm Critic,farm critic,NA
2864,Tv Critic,tv critic,NA
2865,Theater Critic,theater critic,NA
2866,Herald,herald,NA
2867,Salvatore,salvatore,NA
2868,DINNER THEATRE OWNER,dinner theatre owner,NA
2869,Deli Owner,deli owner,NA
2870,French Chef,french chef,NA
2871,Dinner Theater Owner,dinner theater owner,NA
2872,RESTAURANT OWNERS,restaurant owners,NA
2873,CREEPY VOICE,creepy voice,NA
2874,Lucy Lawless,lucy lawless,NA
2875,Dick Clark,dick clark,NA
2876,Band Member #1,band member 1,NA
2877,Band Member #2,band member 2,NA
2878,Band Member #3,band member 3,NA
2879,Rick James,rick james,NA
2880,WAFFLE IRON,waffle iron,NA
2881,Tom Arnold,tom arnold,NA
2882,Pauly Shore,pauly shore,NA
2883,Rosie O'Donnell,rosie odonnell,NA
2884,Terrible Celebrities,terrible celebrities,NA
2885,ROSIE O'DONNEL,rosie odonnel,NA
2886,GERMAN SOLDIER,german soldier,NA
2887,G.I.,gi,NA
2888,Dead German Soldier,dead german soldier,NA
2889,Musketeer,musketeer,NA
2890,Man In The Iron Mask,man in the iron mask,NA
2891,Zorro,zorro,NA
2892,Princess,princess,NA
3109,Troll,troll,NA
2893,Scarlet Pimpernel,scarlet pimpernel,NA
2894,King Arthur,king arthur,NA
2895,Rap Singer,rap singer,NA
2896,B-52'S,b-52s,NA
2897,HOMERA,homera,NA
2898,COLONEL'S WIFE,colonels wife,NA
2899,Farmer #2,farmer 2,NA
2900,Storekeeper,storekeeper,NA
2901,Elephant,elephant,NA
2902,Sandy,sandy,NA
2903,J.P.,jp,NA
2904,Laramie Employees,laramie employees,NA
2905,New Yorker,new yorker,NA
2906,Burns Ball,burns ball,NA
2907,PENN,penn,NA
2908,Smiley the Elf,smiley the elf,NA
2909,Happy The Elf,happy the elf,NA
2910,Giggly The Elf,giggly the elf,NA
2911,Pat O'Brien,pat obrien,NA
2912,Nancy O'Dell,nancy odell,NA
2913,Man In Line,man in line,NA
2914,Boy In Car,boy in car,NA
2915,Girl In Car,girl in car,NA
2916,Homer Monster,homer monster,NA
2917,Allen,allen,NA
2918,Shelbyville Father,shelbyville father,NA
2919,SHELBYVILLE FATHER AND MOTHER,shelbyville father and mother,NA
2920,Forklift Driver,forklift driver,NA
2921,OCTUPLETS,octuplets,NA
2922,Businessman,businessman,NA
2923,ZOO OWNER,zoo owner,NA
2924,Butch Patrick,butch patrick,NA
2925,Anoop,anoop,NA
2926,Poonam,poonam,NA
2927,Flamboyant Theater-type,flamboyant theater-type,NA
2928,Christopher,christopher,NA
2929,Koala,koala,NA
2930,Mother Gorilla,mother gorilla,NA
2931,Man With No Face,man with no face,NA
2932,Fast-talking Announcer,fast-talking announcer,NA
2933,Jay North,jay north,NA
2934,Johnny Bobby,johnny bobby,NA
2935,NRBQ,nrbq,NA
2936,Fretful Mother,fretful mother,NA
2937,Grim Father,grim father,NA
2938,Cop,cop,NA
2939,Rebel,rebel,NA
2941,Ramrod,ramrod,NA
2942,Bikers,bikers,NA
2943,BURLY BARTENDER,burly bartender,NA
2944,NURSING STUDENTS,nursing students,NA
2945,Plaintiff,plaintiff,NA
2946,Defendant,defendant,NA
2948,LINDSEY,lindsey,NA
2950,Dixie Chicks,dixie chicks,NA
2951,Funzo,funzo,NA
2952,Gary Coleman,gary coleman,NA
2953,Goodwill Driver,goodwill driver,NA
2954,Chair Lift Operator,chair lift operator,NA
2955,Ski Instructor,ski instructor,NA
2956,DEER,deer,NA
2957,Lodge Employee #1,lodge employee 1,NA
2958,Lodge Employee #2,lodge employee 2,NA
2959,Mr. Sakamoto,mr sakamoto,NA
2960,Ricky,ricky,NA
2961,Lucy,lucy,NA
2962,Fred,fred,NA
2963,John Wayne,john wayne,NA
2964,RASPY VOICE,raspy voice,NA
2965,Left Snake,left snake,NA
2966,Right Snake,right snake,NA
2967,Both Snakes,both snakes,NA
2968,Virtual Doctor,virtual doctor,NA
2969,Lubchenko,lubchenko,NA
2970,Men's Singing Group,mens singing group,NA
2971,Frat Boy #1,frat boy 1,NA
2972,Frat Boy #2,frat boy 2,NA
2974,Bart's Congregation,barts congregation,NA
2975,Float Singers,float singers,NA
2976,FAN,fan,NA
2977,Britney Spears,britney spears,NA
2978,SEAT FILLER,seat filler,NA
