dataset_url,contact_name,contact_email,bureau_code,program_code,category,tags,publisher,public_access_level,footnotes,license,source_link,issued,geographic_coverage,temporal_applicability,update_frequency,described_by,homepage,geographic_unit_of_analysis,suggested_citation,geospatial_resolution,references,glossary_methodology,access_level_comment,analytical_methods_reference,language,collection
https://archive.org/download/20250128-cdc-datasets/Measles_Case_and_Genetic_Metadata_Operation_Allies_Welcome-meta.csv,Nina Masters,rhv2@cdc.gov,009:20,009:026,Models,"sequencing, measles, modeling",https://www.cdc.gov/ncird/,public,NA,Public Domain U.S. Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Medicaid_Claims_MAX_Vision_and_Eye_Health_Surveillance-meta.csv,DDT Public Inquiries,ddtpubsmailbox@cdc.gov,009:20,009:020,Vision & Eye Health,"medicaid, claims, service utilization, screening, eye exams, max, medical diagnoses, diagnosed prevalence",Centers for Disease Control and Prevention,public,NA,Open Data Commons Attribution License,https://www.cdc.gov/visionhealth/visionhealthdata/index.html,7/27/2023,NA,NA,NA,https://chronicdata.cdc.gov/Vision-Eye-Health/Private-Medicaid-Claims-MAX-Vision-and-Eye-Health-/bwx3-gx66,https://www.cdc.gov/visionhealth/vehss/index.html,NA,NA,NA,"https://wwwdev.cdc.gov/visionhealth/vehss/data/claims/medicaid.html, https://www.medicaid.gov/medicaid/index.html",NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Medicaid_Coverage_Of_Cessation_Treatments_And_Barriers_To_Treatments-meta.csv,CDC INFO,nccdoshinquiries@cdc.gov,009:20,009:020,Cessation Coverage,"american lung association, osh, office on smoking and health, cessation coverage, medicaid coverage of cessation treatment, comprehensive medicaid coverage",Centers for Disease Control and Prevention,public,NA,Public Domain,http://www.lung.org/stop-smoking/tobacco-control-advocacy/states-communities/cessation-coverage.html,NA,NA,NA,NA,https://chronicdata.cdc.gov/Cessation-Coverage-/Medicaid-Coverage-Of-Cessation-Treatments-And-Barr/ntaa-dtex,NA,NA,NA,NA,https://chronicdata.cdc.gov/d/x7ys-5vpn,https://chronicdata.cdc.gov/d/x7ys-5vpn,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Medicaid_Glossary_Methodology_8-17-23-meta.csv,CDC INFO,nccdoshinquiries@cdc.gov,009:20,009:020,Cessation Coverage,"glossary, methodology",Centers for Disease Control and Prevention,public,NA,Public Domain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Medicaid_coverage_among_persons_under_age_65_by_selected_characteristics_US-meta.csv,National Center for Health Statistics,healthus@cdc.gov,009:20,009:020,NCHS,"alaskan natives, american natives, african americans, divorce, hispanic americans, medicaid, poverty, sex, marital status, european continental ancestry group, asian continental ancestry group, oceanic ancestry group, continental population groups, age, health insurance, health us, sdoh-poverty-income, sdoh-access-to-health-care",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2021/05/14,United States,1984-01-01/2019-12-31,r/p1y,NA,https://www.cdc.gov/nchs/hus,NA,"National Center for Health Statistics. Medicaid coverage among persons under age 65, by selected characteristics: United States. Data accessed [Last accessed date]. Available from https://data.cdc.gov/d/km5s-4339.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Mental_Health-Related_Disparities_in_Cigarette_Smoking_Among_Adults-meta.csv,OSHData Support,nccdoshinquiries@cdc.gov,009:20,009:020,Survey Data,"tobacco, cigarette smoking, disparities, dashboard, brfss",NA,public,NA,Open Data Commons Attribution License,https://www.cdc.gov/tobacco/health-equity/disparities-dashboard.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Mental_Health_Care_in_the_Last_4_Weeks-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"covid-19, mental health, sdoh-use-of-health-care",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2020-09-23,US,2020-08-19/2022-05-09,r/p2w,NA,https://www.cdc.gov/nchs/covid19/pulse/mental-health-care.htm,NA,National Center for Health Statistics. Mental Health Care in the Last 4 Weeks. Data accessed [Last accessed date]. Available from: https://data.cdc.gov/d/yni7-er2q.,State,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Military_Health_System_MHS_Vision_and_Eye_Health_Surveillance_System_VEHSS-meta.csv,CDC Info,ddtpubsmailbox@cdc.gov,009:20,009:020,Vision & Eye Health,vision,NA,public,NA,Open Data Commons Attribution License,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Monthly_COVID-19_Death_Rates_per_100_000_Population_by_Age_Group_Race_and_Ethnicity_Sex_and_Region-meta.csv,CDC-INFO,cdcinfo@cdcinquiry.onmicrosoft.com,009:20,009:026,Public Health Surveillance,"coronavirus, covid-19, mortality, deaths, demographics, ncird-corvd",CDC/NCIRD/CORVD,public,NA,Public Domain U.S. Government,NA,NA,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Monthly_COVID-19_Death_Rates_per_100_000_Population_by_Age_Group_Race_and_Ethnicity_Sex_and_Region_with_Double_Stratification-meta.csv,CDC-INFO,cdcinfo@cdcinquiry.onmicrosoft.com,009:20,009:026,Public Health Surveillance,"coronavirus, covid-19, sex, age group, race and ethnicity, mortality, deaths, age-adjusted, ncird-corvd",CDC/NCIRD/CORVD,public,NA,Public Domain U.S. Government,NA,NA,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Monthly_Counts_of_Deaths_by_Select_Causes_2014-2019-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"monthly, deaths, mortality, united states, all causes, nchs, nvss, causes of death, natural cause, cancer, diabetes, alzheimer disease, influenza, pneumonia, chronic lower respiratory disease, respiratory disease, kidney disease, diseases of heart, cerebrovascular disease, motor vehicle accidents, unintentional injuries, suicide, homicide, drug overdose, septicemia",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/,2021-02-03,United States,2014/2019,r/p1m,NA,https://www.cdc.gov/nchs/nvss/index.htm,NA,"National Center for Health Statistics. Monthly Counts of Deaths by Select Causes, 2014-2019. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/bxq8-mugm.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Monthly_Cumulative_Influenza_Vaccination_Coverage_by_Race_Ethnicity_Pregnant_Persons_18_years_to_49_years_US-meta.csv,Vax Views,VaxView@cdc.gov,009:20,009:020,Pregnancy & Vaccination,"influenza, flu, pregnant persons, vaccine coverage",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"* For both seasons, these during-season estimates for each month may change as the season progresses.",Public Domain U.S. Government,https://www.cdc.gov/flu/fluvaxview/dashboard/vaccination-dashboard.html,NA,United States,"2019-2020, 2020-2021",NA,NA,https://www.cdc.gov/flu/fluvaxview/dashboard/vaccination-dashboard.html,NA,"National Center for Immunization and Respiratory Diseases, US Centers for Disease Control and Prevention. Monthly Cumulative Influenza Vaccination Coverage, by Race/Ethnicity, Pregnant Persons 18 years to 49 years, United States, Comparing 2019-20 with 2020-21.",National,Vaccine Safety Datalink,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Monthly_Cumulative_Number_and_Percent_of_Adults_60_Years_and_Older_Who_Received_at_least_one_RSV_Vaccination_Doses_by_Jurisdiction_US-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Vaccinations,"rsv vaccination, iis, immunization information system",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"RSV vaccination coverage for adults is assessed through U.S. jurisdictions’ Immunization Information Systems (IIS) data, submitted from jurisdictions to CDC monthly in aggregate by age group (https://www.cdc.gov/vaccines/programs/iis/about.html). RSV vaccination coverage estimate numerators include the number of people receiving at least one dose of an RSV vaccine since July 2023, based on information that state, territorial, and local public health agencies report to CDC. Some jurisdictions may report data submitted by tribes. Estimates include persons who are deceased but received a vaccination during the current season. People receiving doses are attributed to the jurisdiction in which the person resides unless noted otherwise. Quality and completeness of data may vary across jurisdictions. RSV vaccination coverage denominators are obtained from 2020 U.S. Census Bureau population estimates. Monthly estimates shown are cumulative, reflecting all persons vaccinated from July 2023 through the end of the reporting month. Cumulative estimates include any historical data reported since the previous submission. National estimates are not presented since not all U.S. jurisdictions are currently reporting their IIS data to CDC. Jurisdictions reporting data to CDC include U.S. states, some localities, and territories. Because IIS data are intended to capture all vaccinations administered within a jurisdiction rather than a sample, standard errors were not calculated. Laws and policies regarding the submission of vaccination data to an IIS vary by state, which may impact the completeness of vaccination coverage reflected for a jurisdiction (https://www.cdc.gov/vaccines/programs/iis/policy-legislation.html). Coverage estimates based on IIS data are expected to differ from National Immunization Survey (NIS) estimates for adults (https://www.cdc.gov/vaccines/imz-managers/coverage/rsvvaxview/adults-60-coverage-intent.html). NIS estimates are based on a sample that may not be representative after survey weighting, and vaccination status is determined by survey respondent rather than vaccine records or administrations. Quality and completeness of IIS data may vary across jurisdictions. In general, NIS estimates tend to overestimate coverage due to overreporting and IIS estimates may underestimate coverage due to incompleteness of data in certain jurisdictions. IIS coverage estimates reported on jurisdictions’ dashboards may use different criteria for numerators and denominators (e.g. jurisdictions may use IIS-based denominator instead of census population) and thus IIS estimates may differ from those reported on CDC’s Weekly RSV Vaccination dashboard. These data include both valid and invalid doses, persons with last known addresses in the jurisdiction, and persons with unknown addresses within the jurisdiction. Data excludes people whom a provider has indicated have left the jurisdiction. RSV vaccination coverage was calculated among adults aged 60 years or older as of September 30, 2023. Number of doses administered, and coverage estimates for a given month may change over time for some jurisdictions. New York City (New York) and Philadelphia (Pennsylvania) report data separately from their respective states. New York state data exclude New York City and Pennsylvania state data exclude Philadelphia County. Figure 2A (line graph) will not display any lines for jurisdictions whose data have not been submitted to CDC; these jurisdictions appear gray in the Figures 2B. Some Pacific Island jurisdictions’ vaccination programs may be aligned to regional virus circulation patterns (i.e., they may vaccinate on a different schedule than the continental U.S.).",Public Domain U.S. Government,https://www.cdc.gov/vaccines/imz-managers/coverage/respvaxview/index.html,NA,"Jurisdictions - States, District of Columbia, Islands, and US cities",2023-2024,monthly,NA,https://www.cdc.gov/vaccines/vaxview/index.html,NA,"National Center for Immunization and Respiratory Diseases, U.S. Centers for Disease Control and Prevention. Monthly Cumulative Percent of Persons Who Received 1+ RSV Vaccination Doses by Jurisdiction, United States.",Jurisdictions,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Monthly_Cumulative_Number_and_Percent_of_Adults_75_Years_and_Older_Who_Received_1_RSV_Vaccination_Doses_by_Jurisdiction_US-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Vaccinations,"iis, nis-acm, vsd, iqvia, rsv vaccination",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"RSV vaccination coverage estimate numerators include persons aged 75 years and older as of September 30, 2024 and who received at least one dose of an RSV vaccine since the vaccine was first recommended for this population on June 21, 2023. Some jurisdictions may report data submitted by tribes; however, CDC is unable to report estimates by tribe. Estimates include persons who are deceased but received a vaccination during the current season. People receiving doses are attributed to the jurisdiction in which the person resides unless noted otherwise. Quality and completeness of data may vary across jurisdictions. RSV vaccination coverage denominators are obtained from 2020 U.S. Census Bureau population estimates. Monthly estimates shown are cumulative, reflecting all persons vaccinated from June 21, 2023 through the end of the reporting month. Cumulative estimates include any historical data reported since the previous submission. National estimates are not presented since not all U.S. jurisdictions are currently reporting their IIS data to CDC. Jurisdictions reporting data to CDC include U.S. states, some localities, and territories. Because IIS data are intended to capture all vaccinations administered within a jurisdiction rather than a sample, standard errors are not calculated. Laws and policies (https://www.cdc.gov/iis/about/) regarding the submission of vaccination data to an IIS vary by state, which may impact the completeness of vaccination coverage reflected for a jurisdiction. Coverage estimates based on IIS data are expected to differ from National Immunization Survey (NIS) estimates for adults (https://www.cdc.gov/rsvvaxview/dashboard/adults-60-coverage-intent.html). NIS estimates are based on a sample that may not be representative after survey weighting, and vaccination status is determined by survey respondent rather than vaccine records or administrations. Quality and completeness of IIS data may vary across jurisdictions. In general, NIS estimates tend to overestimate coverage due to overreporting and IIS estimates may underestimate coverage due to incompleteness of data in certain jurisdictions. IIS coverage estimates reported on jurisdictions’ dashboards may use different criteria for numerators and denominators (e.g. jurisdictions may use IIS-based denominator instead of census population) and thus IIS estimates may differ from those reported on CDC’s Weekly RSV Vaccination dashboard. Some jurisdictions’ data are not displayed if they were not available by data retrieval timelines. Data displayed include both valid and invalid doses, persons with last known addresses in the jurisdiction, and persons with unknown addresses within the jurisdiction. Data excludes people whom a provider has indicated have left the jurisdiction. RSV vaccination coverage was calculated among adults aged 75 years or older as of September 30, 2024. Number of doses administered, and coverage estimates for a given month may change over time for some jurisdictions. New York City (New York) and Philadelphia (Pennsylvania) report data separately from their respective states. New York state data exclude New York City and Pennsylvania state data exclude Philadelphia County. Figure 2A (line graph) will not display any lines for jurisdictions whose data have not been submitted to CDC; these jurisdictions appear gray in the Figures 2B. Some jurisdictions’ vaccination programs may be aligned to regional virus circulation patterns (e.g., some Pacific Islands may vaccinate on a different schedule than the continental U.S.).",Public Domain U.S. Government,https://www.cdc.gov/respvaxview/about/,NA,United States- National,2024-2025,monthly,NA,https://www.cdc.gov/vaccines/data-reporting/,NA,"National Center for Immunization and Respiratory Diseases, U.S. Centers for Disease Control and Prevention. Monthly Cumulative Doses and Percent of Persons Who Received 1+ Doses RSV Vaccination, by Jurisdiction, United States.",Jurisdictions,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/Monthly_Cumulative_Number_and_Percent_of_Children_20_Months_Who_Received_Nirsevimab_by_Age_Group_and_Jurisdiction_US-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Vaccinations,"rsv vaccination, iis, immunization information system",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"Nirsevimab coverage for children 0 to 19 months is assessed through U.S. jurisdictions’ Immunization Information Systems (IIS) data, submitted from jurisdictions to CDC monthly in aggregate by age group (https://www.cdc.gov/vaccines/programs/iis/about.html). Nirsevimab coverage estimate numerators include the number of children who received at least one dose of nirsevimab from July 1, 2023, through the end of the reporting month, based on information that state, territorial, and local public health agencies report to CDC. Some jurisdictions may report data submitted by tribes. Estimates include children who are deceased but received nirsevimab during the current season. Children receiving doses are attributed to the jurisdiction in which the child resides unless noted otherwise. Quality and completeness of data may vary across jurisdictions. Nirsevimab coverage denominators are obtained from 2020 U.S. Census Bureau population estimates. Monthly estimates shown are cumulative, reflecting all children who received nirsevimab from July 2023 through the end of the reporting month. Cumulative estimates include any historical data reported since the previous submission. National estimates are not presented since not all U.S. jurisdictions are currently reporting their IIS data to CDC. Jurisdictions reporting data to CDC include U.S. states, some localities, and territories. Because IIS data are intended to capture all doses administered within a jurisdiction rather than a sample, standard errors were not calculated. Laws and policies regarding the submission of these data to an IIS vary by state, which may impact the completeness of coverage reflected for a jurisdiction (https://www.cdc.gov/vaccines/programs/iis/policy-legislation.html). Coverage estimates based on IIS data are expected to differ from National Immunization Survey (NIS) estimates for children (https://www.cdc.gov/vaccines/imz-managers/coverage/rsvvaxview/nirsevimab-coverage.html). NIS estimates are based on a sample that may not be representative after survey weighting and vaccination status is determined by survey respondent rather than vaccine records or administrations. Quality and completeness of IIS data may vary across jurisdictions. In general, NIS estimates tend to overestimate coverage due to overreporting and IIS estimates may underestimate coverage due to incompleteness of data in certain jurisdictions. The NIS and IIS estimates are based on different groups of children recommended to receive nirsevimab. The IIS estimates include only those children recommended as of September 30, 2023, and excludes children who would become eligible on or after October 1, 2023 (e.g., children born or turning age 19 months in October 2023 or later). In NIS, nirsevimab receipt by the baby is only asked of female survey respondents aged 18-49 years with an infant <8 months in the household; this would include children born after September 30, 2023, but would not include children ages 8-19 months at increased risk for severe RSV disease. NIS estimates may not be representative of households with infants <8 months without a female 18-49 years in the household, for which the survey respondent was a female age 50 years or more, or had a male survey respondent aged 18 or more years. IIS coverage estimates reported on jurisdictions’ dashboards may use different criteria for numerators and denominators (e.g. jurisdictions may use IIS-based denominator instead of census population) and thus IIS estimates may differ from those reported on CDC’s Weekly RSV Vaccination dashboard. These data include both valid and invalid doses, persons with last known addresses in the jurisdiction, and persons with unknown addresses within the jurisdiction. Data excludes people whom a provider has indicated have left the jurisdiction. Age is calculated as of September 30, 2023, and children who were born on or after October 1, 2023 are not included. Number of doses administered, and coverage estimates for a given month during the 2023-24 season may change over time for some jurisdictions. New York City (New York) and Philadelphia (Pennsylvania) report data separately from their respective states. New York state data exclude New York City and Pennsylvania state data exclude Philadelphia County. Figure 6A (line graph) will not display any lines for jurisdictions whose data have not been submitted to CDC; these jurisdictions appear gray in the Figures 6B. Some Pacific Island jurisdictions’ vaccination programs may be aligned to regional virus circulation patterns (i.e., they may administer nirsevimab on a different schedule than the continental U.S.).",Public Domain U.S. Government,https://www.cdc.gov/vaccines/imz-managers/coverage/respvaxview/index.html,NA,"Jurisdictions - States, District of Columbia, Islands, and US cities",2023-2024,monthly,NA,https://www.cdc.gov/vaccines/vaxview/index.html,NA,"National Center for Immunization and Respiratory Diseases, U.S. Centers for Disease Control and Prevention. Monthly Cumulative Number and Percent of Children Who Received Nirsevimab, by Age Group and Jurisdiction, Among Children <20 Months, United States.",Jurisdictions,NA,NA,NA,NA,en-US,NA
