Number,Name,Brand,Release_Year,Concentration,Rating_Value,Rating_Count,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Perfumers,URL
NA,B Exquisite Men Bijan After Shave,Bijan,NA,After Shave,NA,NA,NA,"Citrus notes, Eucalyptus, Rosemary, Decomposing Leaf","Lavender, Neroli, Scots pine, Silver fir, Pungency","Cedar, Frankincense, Sandalwood",NA,https://www.parfumo.com/Perfumes/Bijan/B_Exquisite_Men_After_Shave
NA,B Exquisite Men Bijan Eau de Toilette,Bijan,NA,Eau de Toilette,NA,NA,NA,"Bergamot, Lavender, Oakmoss, Damp","Cedar, Sandalwood, Woody notes","Ambergris, Musk, Tonka bean",NA,https://www.parfumo.com/Perfumes/Bijan/B_Exquisite_Men_Eau_de_Toilette
NA,B Exquisite Women,Bijan,NA,NA,NA,NA,NA,"Balsamic notes, Woody notes, Infestation","Earthy notes, Fruity notes, Sweet notes","Spicy notes, Vanilla",NA,https://www.parfumo.com/Perfumes/Bijan/B_Exquisite_Women
NA,B for Bison,Roxana Illuminated Perfumes,2019,NA,NA,NA,NA,NA,NA,NA,Roxana Villa,https://www.parfumo.com/Perfumes/Roxana_Illuminated_Perfumes/b-for-bison
NA,B Fresh,Création Lamis,NA,NA,NA,NA,NA,"Apple, Cucumber, Grapefruit","Lily of the valley, Magnolia, Rose, Violet","Amber, Cedar, Sandalwood",NA,https://www.parfumo.com/Perfumes/Creation_Lamis/B_Fresh
NA,B Fresh Hot,Création Lamis,NA,NA,NA,NA,NA,"Amber, Leather, Patchouli","Red apple, Rose, Vanilla","Raspberry, Violet",NA,https://www.parfumo.com/Perfumes/Creation_Lamis/B_Fresh_Hot
NA,B,M. Micallef,2013,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Martine_Micallef/B
NA,B Man Bogner 1999 After Shave,Bogner,1999,After Shave,5.3,2,"Synthetic, Spicy, Citrus, Aquatic, Fruity","Mandarin orange, Pepper, Grapefruit","Black tea, Basil","Birch leaf, Sandalwood",Dirk Louwen,https://www.parfumo.com/Perfumes/Bogner/B_Man_After_Shave
NA,B Man Bogner 1999 Eau de Toilette,Bogner,1999,Eau de Toilette,7,18,"Spicy, Fresh, Synthetic, Citrus, Fruity","Mandarin orange, Pepper, Grapefruit","Black tea, Basil","Birch leaf, Sandalwood",Dirk Louwen,https://www.parfumo.com/Perfumes/Bogner/B_Man_Eau_de_Toilette
NA,B Man,Marbert,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Marbert/B_Man
NA,B Mine,Parisvally,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Parisvally/B_Mine
NA,B Mine White,Parisvally,1931,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Parisvally/B_Mine_White
NA,B Scent Lush / Cosmetics To Go 2004 Perfume,Lush / Cosmetics To Go,2004,Perfume,7.1,10,"Fresh, Citrus, Floral, Green, Powdery",NA,NA,NA,Mark Constantine,https://www.parfumo.com/Perfumes/Lush/Gorilla_Perfume_At_Lush__B_Scent_Perfume
NA,B Scent Lush / Cosmetics To Go 2010 Solid Perfume,Lush / Cosmetics To Go,2010,Solid Perfume,6.7,6,"Fresh, Floral, Citrus, Green, Sweet",NA,NA,NA,Simon Constantine,https://www.parfumo.com/Perfumes/Lush/Gorilla_Perfume_At_Lush__B_Scent_Solid_Perfume
NA,B Side,Perfumería Gal,2001,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Perfumeria_Gal/B_Side
NA,B Woman,Bogner,1999,NA,8.2,20,"Powdery, Sweet, Floral, Fruity, Oriental","Bitter orange, Yuzu, Rhubarb","Tiaré, Freesia, Osmanthus","Tahitian vanilla, Tonka bean, White musk",NA,https://www.parfumo.com/Perfumes/Bogner/Bogner_B_Woman
NA,B Woman,Marbert,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Marbert/B_Woman
NA,B*Men,Mugler,2004,NA,7.2,119,"Spicy, Woody, Fruity, Oriental, Gourmand","Fruits, Rhubarb","Spices, Sequoia","Amber, Vetiver","Christine Nagel, Jacques Huclier",https://www.parfumo.com/Perfumes/mugler/B_Men
NA,B.,Balenciaga,2002,NA,NA,NA,NA,"Green notes, Mandarin orange, Violet","Freesia, Jasmine, Magnolia","Musk, Patchouli, Sandalwood",Michel Girard,https://www.parfumo.com/Perfumes/Balenciaga/B_Balenciaga
NA,B. Balenciaga Intense,Balenciaga,2009,NA,NA,NA,NA,NA,NA,NA,Sarah Horowitz-Thran,https://www.parfumo.com/Perfumes/Balenciaga/B_Balenciaga_Intense
NA,B. Balenciaga Skin,Balenciaga,NA,NA,8,5,"Floral, Fresh, Woody, Citrus, Green","Lemon, Lychee, Rose, Funk","Iris, Magnolia, Orange blossom, Rose absolute, Putrescence","Amber, Musk, Patchouli, Grim",NA,https://www.parfumo.com/Perfumes/Balenciaga/B_Balenciaga_Skin
NA,B.,Blumarine,2004,NA,NA,NA,NA,NA,NA,NA,Pierre Bourdon,https://www.parfumo.com/Perfumes/Blumarine/B_Blumarine
NA,B. F. F. Fenomeno,Tcheon Fung Sing,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Tcheon_Fung_Sing/B_F_F_Fenomeno
NA,B.B.,V Canto,2022,NA,5.8,16,"Aquatic, Fresh, Woody, Floral, Fruity","Calabrian bergamot, Italian lemon, Bulgarian rose, Sicilian bitter orange","Ylang-ylang, Italian lavender, Pink pepper, Egyptian cumin, White lotus","Australian sandalwood, Myrrh, Musk, Birch wood, Oakmoss",Paolo Terenzi,https://www.parfumo.com/Perfumes/V_Canto/b-b
NA,b.clean Energy Fragrance,Benetton,2019,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Benetton/b_clean_Energy_Fragrance
NA,b.clean Fresh Fragrance,Benetton,2010,NA,7.2,70,"Smoky, Woody, Resinous, Spicy, Green",NA,NA,NA,Lyn Harris,https://www.parfumo.com/Perfumes/Benetton/b_clean_Fresh_Fragrance
NA,b.clean Relax Fragrance,Benetton,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Benetton/b_clean_Relax_Fragrance
NA,b.clean Soft Fragrance,Benetton,1940,NA,6.8,2,"Green, Spicy, Oriental, Woody, Floral",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Benetton/b_clean_Soft_Fragrance
NA,B.U. Absolute Me,Sarantis,2017,NA,NA,NA,NA,"Apple, Mandarin orange, Pear","Freesia, Sandalwood, Violet","Ambergris, Caramel, Musk",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Absolute_Me
NA,B.U. Be You!,Sarantis,NA,NA,NA,NA,NA,"Galbanum, Grass, Water lily","Jasmine, Raspberry, Rose","Amber, Musk, Sandalwood",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Be_You
NA,B.U. Blossom,Sarantis,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Blossom
NA,B.U. Candy Love,Sarantis,2014,NA,5.5,3,"Floral, Fresh, Gourmand, Synthetic, Sweet",Strawberry,"Cornflower, Jasmine","Vanilla, Sandalwood, Praliné",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Candy_Love
NA,B.U. Dreamy,Sarantis,NA,NA,NA,NA,Synthetic,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Dreamy
NA,B.U. Fancy Cinderella,Sarantis,2013,NA,2.9,4,"Sweet, Synthetic, Gourmand, Fruity, Creamy","Aniseed, Hazelnut","Citrus fruits, Peach","Vanilla, Sandalwood",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Fancy_Cinderella
NA,B.U. Fantasy,Sarantis,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Fantasy
NA,B.U. Free Spirit,Sarantis,2012,NA,NA,NA,"Floral, Fruity, Gourmand, Synthetic, Sweet","Orange blossom, Pear","Jasmine, Lotus, Rose","Amber, Musk, Vanilla",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Free_Spirit
NA,B.U. Golden Kiss,Sarantis,2014,NA,5,3,"Floral, Synthetic","Apple, Bergamot, Pear","Jasmine, Plum, Violet leaf","Musk, Sandalwood, Vanilla",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Golden_Kiss
NA,B.U. Heartbeat,Sarantis,NA,NA,6,3,"Synthetic, Floral, Citrus, Powdery, Woody","Red fruits, Bergamot",Rose,"Vanilla, Musk, Sandalwood",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Heartbeat
NA,B.U. Hippie Soul,Sarantis,2011,NA,5.5,2,"Citrus, Fruity, Synthetic","Blackcurrant, Mandarin orange, Peony","Jasmine, Orange blossom, Peach","Vanilla, Cedar, Sandalwood",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Hippie_Soul
NA,B.U. Icy,Sarantis,NA,NA,NA,NA,"Floral, Synthetic","Almond, Ginger","Floral notes, Heliotrope, Lily of the valley, Rose","Amber, Musk, Sandalwood",Alberto Morillas,https://www.parfumo.com/Perfumes/Sarantis/B_U_Icy
NA,B.U. My Secret,Sarantis,NA,NA,NA,NA,"Synthetic, Creamy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_My_Secret
NA,B.U. Rockmantic,Sarantis,NA,NA,NA,NA,Fruity,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Rockmantic
NA,B.U. Sexy,Sarantis,NA,NA,5.8,2,"Floral, Fruity, Synthetic, Sweet","Bergamot, Californian lemon, Mandarin orange, Melon, Pink grapefruit, Red fruits","Ginger, Heliotrope, Rose, Violet","Vanilla, Patchouli, Sandalwood, White musk",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Sexy
NA,B.U. Star,Sarantis,2006,NA,NA,NA,"Fruity, Synthetic, Sweet","Banana, Ginger, Mandarin orange","Hyacinth, Peach, Rose","Vanilla, Amber, Musk",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Star
NA,B.U. Tease Blue,Sarantis,2001,NA,NA,NA,NA,"Bergamot, Mandarin orange","Apricot, Blackberry, Blackcurrant, Blueberry, Honey, Mango, Peach","Almond, Amber, Caramel, Chocolate, Meringue, Musk, Patchouli, Vanilla",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Tease_Blue
NA,B.U. Tease Fuchsia,Sarantis,2001,NA,NA,NA,NA,"Bergamot, Coconut, Orange blossom, Peach","Heliotrope, Iris, Rose, Tuberose","Bitter almond, Caramel, Cedar, Vanilla",Margot Elena,https://www.parfumo.com/Perfumes/Sarantis/B_U_Tease_Fuchsia
NA,B.U. Tease Orange,Sarantis,2003,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Tease_Orange
NA,B.U. Trendy,Sarantis,2007,NA,6.6,4,"Animal, Sweet, Synthetic, Citrus, Spicy","Aldehydes, Mandarin orange, Granny Smith apple","Lilac, Peony, Rose","Benzoin, Musk, Sandalwood",NA,https://www.parfumo.com/Perfumes/Sarantis/B_U_Trendy
NA,B.United Jeans Man,Benetton,2015,NA,NA,NA,NA,"Bergamot, Grapefruit, Lime, Mandarin orange, Ash","Basil, Thyme, White blossoms, Zarquon","Musk, Patchouli, Vetiver, Drindle",Leslie Girard,https://www.parfumo.com/Perfumes/Benetton/B_United_Jeans_Man
NA,B.United Jeans Woman,Benetton,2010,NA,NA,NA,NA,NA,NA,NA,"Astrid Favro-Heald Weinstock Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Benetton/B_United_Jeans_Woman
NA,B.United Man,Benetton,2007,NA,7.1,9,NA,"Peach, Bergamot, Jasmine, Lavender","Carnation, Herbaceous notes, Lily of the valley, Ozonic notes, Spicy notes, Vexlim","Amber, Patchouli, Vanilla, Infestation",Christian Provenzano,https://www.parfumo.com/Perfumes/Benetton/B_United_Man
NA,B.United Woman,Benetton,2019,NA,NA,NA,NA,Rhubarb,"Neroli, Snorplax","Black tea, Cedar",Thierry Wasser,https://www.parfumo.com/Perfumes/Benetton/B_United_Woman
NA,B33,Uroda / Bi-es,NA,NA,NA,NA,NA,"Bergamot, Lemon","Lavender, Pear, Sage","Cedarwood, Musk, Patchouli",NA,https://www.parfumo.com/Perfumes/uroda/b33
NA,B-612,Nishane,2018,NA,8,294,"Fougère, Woody, Spicy, Fresh, Green","Lavender, Cypress, Geranium","Cashmere wood, Patchouli, Sandalwood, Cedarwood","Musk, Oakmoss, Tonka bean",Christian Carbonnel a.k.a. Chris Maurice,https://www.parfumo.com/Perfumes/Nishane/B_612
NA,B683 Marc-Antoine Barrois 2016 Eau de Parfum,Marc-Antoine Barrois,2016,Eau de Parfum,7.7,287,"Spicy, Leathery, Woody, Synthetic, Resinous","Saffron, Black pepper, Nutmeg, Chili","Violet leaf, Amber, Cistus absolute, Musk","Ambroxan, Oakmoss, Patchouli, Sandalwood",Quentin Bisch,https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/B683
NA,B683 Marc-Antoine Barrois 2020 Extrait de Parfum,Marc-Antoine Barrois,2020,Extrait de Parfum,8.1,157,"Spicy, Fruity, Leathery, Woody, Sweet","Green apple, Black pepper, Cumin","Laotian oud, Safraleine, Violet leaf","Indonesian patchouli, Australian sandalwood, Vanilla",Quentin Bisch,https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/b683-extrait-de-parfum
NA,B9,Bond No. 9,2008,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Bond_No_9/B9
NA,B9 The 1001 Nights Fountain,Bond No. 9,2007,NA,NA,NA,"Powdery, Sweet, Fruity, Floral",NA,NA,NA,Jarekhye Covarrubias,https://www.parfumo.com/Perfumes/Bond_No_9/B9_The_1001_Nights_Fountain
NA,B9 The 1001 Nights Solo Superstar Edition,Bond No. 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Bond_No_9/B9_The_1001_Nights_Solo_Superstar_Edition
NA,BA B.Aの香り,Pola / ポーラ,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Pola/BA_B_A
NA,BA Grandluxe B.A グランラグゼ,Pola / ポーラ,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Pola/BA_Grandluxe_B_A_
NA,BA Red B.A Redの香り,Pola / ポーラ,NA,NA,NA,NA,NA,"Blackcurrant, Nashi pear","Geranium, Lily of the valley, Raspberry, Rose","Musk, Woody notes",NA,https://www.parfumo.com/Perfumes/Pola/BA_Red_Gel_Fragrance_B_A_Red_
NA,Bàyn al Nàhyràyn,Elixir Attar,2019,NA,NA,NA,NA,Mandarin orange,"Iris, Jasmine, Orange blossom, Dust","Praliné, Rankness",NA,https://www.parfumo.com/Perfumes/elixir-attar/bayn-al-nahyrayn
NA,Bách Hợp,NauNau,NA,NA,NA,NA,NA,"Apple, Bergamot, Pine, Nebulonix","Geranium, Lavender, Sage","Amber, Moss, Tonka bean, Woody notes",NA,https://www.parfumo.com/Perfumes/naunau/bach-hop
NA,Bád Mór Murphy & McNeil Aftershave,Murphy & McNeil,NA,Aftershave,NA,NA,NA,"Clove, Orange, Pimento","Nutmeg, Pine","Patchouli, Vanilla",NA,https://www.parfumo.com/Perfumes/Murphy__McNeil/bad-mor-aftershave
NA,Bád Mór Murphy & McNeil Solid Cologne,Murphy & McNeil,NA,Solid Cologne,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Murphy__McNeil/bad-mor-solid-cologne
NA,Bô Rêve,New Brand,NA,NA,6.5,2,"Powdery, Oriental, Woody, Fruity, Earthy","Calabrian bergamot, Grapefruit","Geranium leaf, Jasmine, Narcissus, Rose","Frankincense, Patchouli, Sandalwood, Tonka bean, Vanilla, White musk",NA,https://www.parfumo.com/Perfumes/New_Brand/Bo_Rve
NA,Bûche de Noël,Odoratika,NA,NA,NA,NA,NA,"Bergamot, Coriander, Pear, Finglebop","Cardamom, Cedar, Geranium, Plonktar","Musk, Sandalwood, Plonktar",NA,https://www.parfumo.com/Perfumes/Odoratika/Buche_de_Noel
NA,Bébé Biscuit,Le Monde Gourmand,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/le-monde-gourmand/bebe-biscuit
NA,Béjar Historic Collection - Dode Femme,Béjar,2019,NA,9.2,3,"Gourmand, Fruity, Fresh",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Bejar/Bejar_Historic_Collection_Dode_Femme
NA,Béjar Historic Collection - Dode Homme,Béjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Bejar/Bejar_Historic_Collection_Dode_Homme
NA,Béjar Historic Collection - Friendship Femme,Béjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Bejar/Bejar_Historic_Collection_Friendship_Femme
NA,Béjar Historic Collection - Friendship Homme,Béjar,NA,NA,NA,NA,NA,"Bergamot, Cardamom, Grapefruit, Lavender, Sewer","Clove, Cumin, Geranium, Pepper","Cedar, Oakmoss, Patchouli, Sandalwood, Vetiver, Noxiousness",NA,https://www.parfumo.com/Perfumes/Bejar/Bejar_Historic_Collection_Friendship_Homme
NA,Béjar Historic Collection - Integral Femme,Béjar,NA,NA,NA,NA,"Green, Citrus, Spicy, Woody, Fruity",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Bejar/Bejar_Historic_Collection_Integral_Femme
NA,Béjar Historic Collection - Integral Homme,Béjar,NA,NA,NA,NA,NA,"Bergamot, Blackcurrant, Decomposing Leaf","Birch, Moroccan rose, Odor","Ambergris, Musk, Oud, Patchouli, Vanilla, Sewer",NA,https://www.parfumo.com/Perfumes/Bejar/Bejar_Historic_Collection_Integral_Homme
NA,Béjar Luxury Collection - Cube Man,Béjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Bejar/Bejar_Luxury_Collection_Cube_Man
NA,Béjar Luxury Collection - Cube Woman,Béjar,2007,NA,4.9,8,"Fruity, Floral, Sweet, Woody, Fresh","Bitter orange, Lychee, Magnolia, Passion flower","Passion flower, Rose hip, Violet, Sneerlax","Amyris, Cedarwood, Musk",NA,https://www.parfumo.com/Perfumes/Bejar/Bejar_Luxury_Collection_Cube_Woman
NA,Béjar Luxury Collection - Logo Femme,Béjar,2001,NA,NA,NA,"Earthy, Woody, Spicy, Resinous",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Bejar/Bejar_Luxury_Collection_Logo_Femme
NA,Béjar Luxury Collection - Logo Homme,Béjar,2002,NA,NA,NA,NA,NA,NA,NA,"Catrianna Marx Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Bejar/Bejar_Luxury_Collection_Logo_Homme
NA,Béjar Luxury Collection - Man,Béjar,1993,NA,7.2,3,"Green, Spicy, Floral, Powdery, Fruity",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Bejar/Bejar_Luxury_Collection_Man
NA,Bésame,Myrurgia,1922,NA,NA,NA,"Animal, Sweet, Gourmand, Spicy, Oriental",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Myrurgia/Besame
NA,Bā'a باء,Abjad,NA,NA,NA,NA,NA,"Grapefruit, Mandarin orange, Foulness","Lily of the valley, Ylang-ylang, Chlorine","Amber, Musk, Glomtak",NA,https://www.parfumo.com/Perfumes/Abjad/B_a_
NA,Baa,Dar Al Teeb / House of Fragrance,2010,NA,NA,NA,NA,NA,NA,NA,Sarah McCartney,https://www.parfumo.com/Perfumes/Dar_Al_Teeb/baa
NA,Baïkal Leather Intense,Nicolaï / Parfums de Nicolaï,2019,NA,7,77,"Leathery, Spicy, Woody, Floral, Fruity","Yuzu, Saffron, Spearmint, Black pepper","Orris butter, Leather, Violet, Rose","Gaiac wood, Tonka bean absolute, White musk, Sandalwood, Vetiver",Patricia de Nicolaï,https://www.parfumo.com/Perfumes/Nicolai/baikal-leather-intense
NA,Baïmé,Maître Parfumeur et Gantier,2000,NA,7.2,17,"Green, Spicy, Citrus, Fresh, Fruity","Exotic fruits, Lavender, Lemon","Thyme, Basil, Jasmine","Musk, Sandalwood, Vetiver",Jean Laporte,https://www.parfumo.com/Perfumes/Maitre_Parfumeur_et_Gantier/Baime
NA,Baídaa,Junaid Perfumes,NA,NA,NA,NA,NA,"Floral notes, Powdery notes",White musk,Rose,NA,https://www.parfumo.com/Perfumes/Junaid_Perfumes/baidaa
NA,Baaqat Al Oud,Al Fares / الفارس,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/al-fares/baaqat-al-oud
NA,Ba'arat Al Ward Classic,Oud Elite / نخبة العود,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Oud_Elite/Ba_arat_Al_Ward_Classic
NA,Bête Humaine,Liquides Imaginaires,2021,NA,7.2,37,"Spicy, Green, Woody, Resinous, Sweet",NA,NA,NA,Amélie Bourgeois,https://www.parfumo.com/Perfumes/liquides-imaginaires/bete-humaine
NA,Baba Yaga Баба Яга,Ladanika,2019,NA,NA,NA,"Gourmand, Woody, Resinous",NA,NA,NA,Mariya Strazdas / Мария Страздас Perfume maker,https://www.parfumo.com/Perfumes/Ladanika/baba-yaga
NA,Baba Yaga,Dark Tales,2019,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/dark-tales/baba-yaga
NA,Baba Yaga Fantôme Eau de Parfum,Fantôme,NA,Eau de Parfum,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Fantome/baba-yaga-eau-de-parfum
NA,Baba Yaga,For Strange Women,2015,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/For_Strange_Women/baba-yaga
NA,Babe,Abdul Samad Al Qurashi / عبدالصمد القرشي,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Abdul_Samad_Al_Qurashi/babe
NA,Babe Fabergé 2002 Cologne,Fabergé,2002,Cologne,NA,NA,"Floral, Fresh, Fruity, Spicy, Green","Champaca flower, Citrus notes, Green notes, Lemon, Yuzu","Aniseed, Apricot, Chamomile, Jasmine, Lily of the valley, Magnolia, Ylang-ylang","Amber, Champaca absolute, Civet, Iris, Musk, Sandalwood, Vanilla, Vetiver",NA,https://www.parfumo.com/Perfumes/Faberge/Babe_Cologne
NA,Babe Fabergé Perfume,Fabergé,NA,Perfume,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Faberge/Babe_Perfume
NA,Babel's Heaven,Régalien,NA,NA,NA,NA,NA,"Bergamot, Mandarin orange, Peach, Pear","Clove, Freesia, Magnolia, Rose","Amber, Musk, Patchouli",NA,https://www.parfumo.com/Perfumes/Regalien/Babel_s_Heaven
NA,Babiflore,Yves Rocher,1984,NA,NA,NA,"Sweet, Gourmand, Powdery, Creamy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Yves_Rocher/Babiflore
NA,Babillage,Kanebo,1977,NA,NA,NA,NA,"Bergamot, Lemon, Peach, Spoiled Meat","Carnation, Cinnamon, Jasmine, Raspberry, Rose, Smog","Amber, Oakmoss, Patchouli, Vetiver",NA,https://www.parfumo.com/Perfumes/Kanebo/Babillage
NA,Babinours,Yves Rocher,1990,NA,8,5,"Powdery, Sweet, Gourmand, Fruity, Fresh",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Yves_Rocher/Babinours
NA,Babooshka,Hexennacht,NA,NA,NA,NA,"Spicy, Gourmand",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Hexennacht/Babooshka
NA,Baby ベビー,Fernanda / フェルナンダ,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Fernanda/Baby_
NA,Baby Blue Jeans,Versace,1995,NA,6.5,35,"Citrus, Sweet, Woody, Fresh, Spicy","Bergamot, Lime, Mandarin orange","Galbanum, Iris, Rosemary","Cedarwood, Musk, Patchouli, Sandalwood, Vanilla",NA,https://www.parfumo.com/Perfumes/Versace/Baby_Blue_Jeans
NA,Baby Boti,O Boticário,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/O_Boticario/Baby_Boti
NA,Baby Boy Dainty Moments,Zara,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Baby_Boy_Dainty_Moments
NA,Baby Boy,Zara,2014,NA,7.5,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Baby_Boy
NA,Baby Breath,Scentual Aroma,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Scentual_Aroma/Baby_Breath
NA,Baby Cakes,Southern Comforts,2015,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Southern_Comforts/Baby_Cakes
NA,Baby Cologne,Farmasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Farmasi/Baby_Cologne
NA,Baby Doll Candy Pink,Yves Saint Laurent,2005,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Baby_Doll_Candy_Pink
NA,Baby Doll Honeymoon Edition,Yves Saint Laurent,2009,NA,8,2,Fruity,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/baby-doll-honeymoon-edition
NA,Baby Doll Lucky Game,Yves Saint Laurent,2006,NA,NA,NA,Fruity,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Baby_Doll_Lucky_Game
NA,Baby Doll Yves Saint Laurent 1999 Eau de Toilette,Yves Saint Laurent,1999,Eau de Toilette,6.8,147,"Fruity, Floral, Sweet, Fresh, Citrus",Grapefruit,"Red currant, Wild rose","Grenadine, Cedar, Peach","Cécile Matton, Ralf Schwieger",https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Baby_Doll
NA,Baby Doll Yves Saint Laurent 2007 Eau de Toilette Magic,Yves Saint Laurent,2007,Eau de Toilette Magic,5,6,"Fruity, Floral, Citrus","Passion fruit, Red currant, Rhubarb","Jasmine, Passion flower, Wild rose","Cedarwood, Musk",NA,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/baby-doll-eau-de-toilette-magic
NA,Baby Dreams,Zermat,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zermat/Baby_Dreams
NA,Baby Girl,Clean,2003,NA,5.2,29,"Powdery, Fresh, Floral, Synthetic, Green","Cyclamen, Lemon, Orange","Cinnamon, Heliotrope, Lavender, Violet, Ylang-ylang","Cedar, White musk",NA,https://www.parfumo.com/Perfumes/Clean/Clean_Baby_Girl
NA,Baby Girl Dainty Moments,Zara,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Baby_Girl_Dainty_Moments
NA,Baby Girl,Zara,2014,NA,7.3,2,"Gourmand, Spicy, Powdery, Fruity, Fresh",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Baby_Girl
NA,Baby Grace Philosophy Eau de Parfum,Philosophy,NA,Eau de Parfum,NA,NA,NA,"Almond, Saffron, Grease","Cedarwood, Jasmine, Glimzorith","Ambergris, Musk, Woods, Rotten Onion",NA,https://www.parfumo.com/Perfumes/Philosophy/Baby_Grace
