Entity,Code,Year,Cereal yield index,Change to land area used for cereal production since 1961,Total population (Gapminder)
Belgium,BEL,1867,,,4996546
Belgium,BEL,1868,,,5034227
Belgium,BEL,1869,,,5072908
Belgium,BEL,1870,,,5112495
Belgium,BEL,1871,,,5153748
Belgium,BEL,1872,,,5196572
Belgium,BEL,1873,,,5235513
Belgium,BEL,1874,,,5280844
Belgium,BEL,1875,,,5327808
Belgium,BEL,1876,,,5376561
Belgium,BEL,1877,,,5420308
Belgium,BEL,1878,,,5472678
Belgium,BEL,1879,,,5523637
Belgium,BEL,1880,,,5574831
Belgium,BEL,1881,,,5624971
Belgium,BEL,1882,,,5677656
Belgium,BEL,1883,,,5730541
Belgium,BEL,1884,,,5786032
Belgium,BEL,1885,,,5841590
Belgium,BEL,1886,,,5898456
Belgium,BEL,1887,,,5957462
Belgium,BEL,1888,,,6014482
Belgium,BEL,1889,,,6071776
Belgium,BEL,1890,,,6129251
Belgium,BEL,1891,,,6185454
Belgium,BEL,1892,,,6242658
Belgium,BEL,1893,,,6301043
Belgium,BEL,1894,,,6360611
Belgium,BEL,1895,,,6421361
Belgium,BEL,1896,,,6485475
Belgium,BEL,1897,,,6552681
Belgium,BEL,1898,,,6622343
Belgium,BEL,1899,,,6693823
Belgium,BEL,1900,,,6767030
Belgium,BEL,1901,,,6841511
Belgium,BEL,1902,,,6912568
Belgium,BEL,1903,,,6994152
Belgium,BEL,1904,,,7077403
Belgium,BEL,1905,,,7161766
Belgium,BEL,1906,,,7239239
Belgium,BEL,1907,,,7333048
Belgium,BEL,1908,,,7397676
Belgium,BEL,1909,,,7449502
Belgium,BEL,1910,,,7499928
Belgium,BEL,1911,,,7536153
Belgium,BEL,1912,,,7592180
Belgium,BEL,1913,,,7660877
Belgium,BEL,1914,,,7717239
Belgium,BEL,1915,,,7749263
Belgium,BEL,1916,,,7751283
Belgium,BEL,1917,,,7718297
Belgium,BEL,1918,,,7673616
Belgium,BEL,1919,,,7614606
Belgium,BEL,1920,,,7562598
Belgium,BEL,1921,,,7543594
Belgium,BEL,1922,,,7571266
Belgium,BEL,1923,,,7638944
Belgium,BEL,1924,,,7708289
Belgium,BEL,1925,,,7777967
Belgium,BEL,1926,,,7843645
Belgium,BEL,1927,,,7906655
Belgium,BEL,1928,,,7969332
Belgium,BEL,1929,,,8026675
Belgium,BEL,1930,,,8079351
Belgium,BEL,1931,,,8130693
Belgium,BEL,1932,,,8182368
Belgium,BEL,1933,,,8227709
Belgium,BEL,1934,,,8261715
Belgium,BEL,1935,,,8289719
Belgium,BEL,1936,,,8317724
Belgium,BEL,1937,,,8346395
Belgium,BEL,1938,,,8372066
Belgium,BEL,1939,,,8372066
Belgium,BEL,1940,,,8339394
Belgium,BEL,1941,,,8291053
Belgium,BEL,1942,,,8256380
Belgium,BEL,1943,,,8261381
Belgium,BEL,1944,,,8292053
Belgium,BEL,1945,,,8333727
Belgium,BEL,1946,,,8386735
Belgium,BEL,1947,,,8459414
Belgium,BEL,1948,,,8541761
Belgium,BEL,1949,,,8601268
Belgium,BEL,1950,,,8638000
Belgium,BEL,1951,,,8680000
Belgium,BEL,1952,,,8728000
Belgium,BEL,1953,,,8779000
Belgium,BEL,1954,,,8833000
Belgium,BEL,1955,,,8887000
Belgium,BEL,1956,,,8942000
Belgium,BEL,1957,,,8998000
Belgium,BEL,1958,,,9054000
Belgium,BEL,1959,,,9110000
Belgium,BEL,1960,,,9167000
Belgium,BEL,2015,,,11288000
Belgium,BEL,2016,,,11354000
Belgium,BEL,2017,,,11420000
Belgium,BEL,2018,,,11482000
Belgium,BEL,2019,,,11539000
Belize,BLZ,1961,100,100,95000
Belize,BLZ,1962,100,67,97000
Belize,BLZ,1963,116,68,100000
Belize,BLZ,1964,117,90,103000
Belize,BLZ,1965,124,96,106000
Belize,BLZ,1966,92,100,109000
Belize,BLZ,1967,172,100,113000
Belize,BLZ,1968,197,103,116000
Belize,BLZ,1969,213,108,119000
Belize,BLZ,1970,273,146,122000
Belize,BLZ,1971,256,164,125000
Belize,BLZ,1972,237,177,127000
Belize,BLZ,1973,312,160,129000
Belize,BLZ,1974,220,190,131000
Belize,BLZ,1975,177,194,133000
Belize,BLZ,1976,243,207,135000
Belize,BLZ,1977,267,198,137000
Belize,BLZ,1978,311,172,139000
Belize,BLZ,1979,287,159,141000
Belize,BLZ,1980,333,170,144000
Belize,BLZ,1981,347,190,148000
Belize,BLZ,1982,340,176,151000
Belize,BLZ,1983,313,156,156000
Belize,BLZ,1984,256,176,160000
Belize,BLZ,1985,254,205,165000
Belize,BLZ,1986,294,161,170000
Belize,BLZ,1987,286,201,174000
Belize,BLZ,1988,283,209,179000
Belize,BLZ,1989,270,218,183000
Belize,BLZ,1990,338,182,188000
Belize,BLZ,1991,382,227,191000
Belize,BLZ,1992,352,223,194000
Belize,BLZ,1993,357,252,198000
Belize,BLZ,1994,294,242,202000
Belize,BLZ,1995,298,299,207000
Belize,BLZ,1996,420,275,214000
Belize,BLZ,1997,402,308,222000
Belize,BLZ,1998,412,261,230000
Belize,BLZ,1999,471,273,239000
Belize,BLZ,2000,406,243,247000
Belize,BLZ,2001,520,227,255000
Belize,BLZ,2002,423,283,262000
Belize,BLZ,2003,496,233,269000
Belize,BLZ,2004,423,241,277000
Belize,BLZ,2005,510,239,284000
Belize,BLZ,2006,376,246,291000
Belize,BLZ,2007,442,293,299000
Belize,BLZ,2008,407,302,307000
Belize,BLZ,2009,498,310,315000
Belize,BLZ,2010,507,360,322000
Belize,BLZ,2011,529,358,330000
Belize,BLZ,2012,579,327,338000
Belize,BLZ,2013,606,381,346000
Belize,BLZ,2014,603,323,353000
Belize,BLZ,1800,,,25526
Belize,BLZ,1801,,,25526
Belize,BLZ,1802,,,25526
Belize,BLZ,1803,,,25526
Belize,BLZ,1804,,,25526
Belize,BLZ,1805,,,25526
Belize,BLZ,1806,,,25526
Belize,BLZ,1807,,,25526
Belize,BLZ,1808,,,25526
Belize,BLZ,1809,,,25526
Belize,BLZ,1810,,,25526
Belize,BLZ,1811,,,25527
Belize,BLZ,1812,,,25528
Belize,BLZ,1813,,,25529
Belize,BLZ,1814,,,25531
Belize,BLZ,1815,,,25534
Belize,BLZ,1816,,,25537
Belize,BLZ,1817,,,25541
Belize,BLZ,1818,,,25546
Belize,BLZ,1819,,,25551
Belize,BLZ,1820,,,25556
Belize,BLZ,1821,,,25562
Belize,BLZ,1822,,,25569
Belize,BLZ,1823,,,25576
Belize,BLZ,1824,,,25583
Belize,BLZ,1825,,,25592
Belize,BLZ,1826,,,25600
Belize,BLZ,1827,,,25610
Belize,BLZ,1828,,,25620
Belize,BLZ,1829,,,25630
Belize,BLZ,1830,,,25641
Belize,BLZ,1831,,,25652
Belize,BLZ,1832,,,25664
Belize,BLZ,1833,,,25675
Belize,BLZ,1834,,,25687
Belize,BLZ,1835,,,25698
Belize,BLZ,1836,,,25710
Belize,BLZ,1837,,,25722
Belize,BLZ,1838,,,25733
Belize,BLZ,1839,,,25745
Belize,BLZ,1840,,,25756
Belize,BLZ,1841,,,25768
Belize,BLZ,1842,,,25779
Belize,BLZ,1843,,,25791
Belize,BLZ,1844,,,25802
Belize,BLZ,1845,,,25814
Belize,BLZ,1846,,,25826
Belize,BLZ,1847,,,25837
Belize,BLZ,1848,,,25849
Belize,BLZ,1849,,,25860
Belize,BLZ,1850,,,25872
Belize,BLZ,1851,,,25884
Belize,BLZ,1852,,,25891
Belize,BLZ,1853,,,25893
Belize,BLZ,1854,,,25889
Belize,BLZ,1855,,,25880
Belize,BLZ,1856,,,25866
Belize,BLZ,1857,,,25846
Belize,BLZ,1858,,,25821
Belize,BLZ,1859,,,25791
Belize,BLZ,1860,,,25755
Belize,BLZ,1861,,,25714
Belize,BLZ,1862,,,25682
Belize,BLZ,1863,,,25659
Belize,BLZ,1864,,,25644
Belize,BLZ,1865,,,25638
Belize,BLZ,1866,,,25641
Belize,BLZ,1867,,,25654
Belize,BLZ,1868,,,25675
Belize,BLZ,1869,,,25705
Belize,BLZ,1870,,,25745
Belize,BLZ,1871,,,25794
Belize,BLZ,1872,,,25860
Belize,BLZ,1873,,,25860
Belize,BLZ,1874,,,25970
Belize,BLZ,1875,,,26105
Belize,BLZ,1876,,,26266
Belize,BLZ,1877,,,26372
Belize,BLZ,1878,,,26593
Belize,BLZ,1879,,,26843
Belize,BLZ,1880,,,27123
Belize,BLZ,1881,,,27365
Belize,BLZ,1882,,,27671
Belize,BLZ,1883,,,27992
Belize,BLZ,1884,,,28282
Belize,BLZ,1885,,,28639
Belize,BLZ,1886,,,29022
Belize,BLZ,1887,,,29404
Belize,BLZ,1888,,,29836
Belize,BLZ,1889,,,30286
Belize,BLZ,1890,,,30754
Belize,BLZ,1891,,,31240
Belize,BLZ,1892,,,31746
Belize,BLZ,1893,,,32270
Belize,BLZ,1894,,,32815
Belize,BLZ,1895,,,33380
Belize,BLZ,1896,,,33966
Belize,BLZ,1897,,,34539
Belize,BLZ,1898,,,35089
Belize,BLZ,1899,,,35614
Belize,BLZ,1900,,,36115
Belize,BLZ,1901,,,36589
Belize,BLZ,1902,,,37116
Belize,BLZ,1903,,,37527
Belize,BLZ,1904,,,37902
Belize,BLZ,1905,,,38241
Belize,BLZ,1906,,,38541
Belize,BLZ,1907,,,38838
Belize,BLZ,1908,,,39144
Belize,BLZ,1909,,,39451
Belize,BLZ,1910,,,39793
Belize,BLZ,1911,,,40125
Belize,BLZ,1912,,,40549
Belize,BLZ,1913,,,41030
Belize,BLZ,1914,,,41518
Belize,BLZ,1915,,,42011
Belize,BLZ,1916,,,42510
Belize,BLZ,1917,,,43015
Belize,BLZ,1918,,,43524
Belize,BLZ,1919,,,44040
Belize,BLZ,1920,,,44561
Belize,BLZ,1921,,,45100
Belize,BLZ,1922,,,45657
Belize,BLZ,1923,,,46232
Belize,BLZ,1924,,,46815
Belize,BLZ,1925,,,47404
Belize,BLZ,1926,,,48001
Belize,BLZ,1927,,,48606
Belize,BLZ,1928,,,49218
Belize,BLZ,1929,,,49838
Belize,BLZ,1930,,,50466
Belize,BLZ,1931,,,51053
Belize,BLZ,1932,,,51599
Belize,BLZ,1933,,,52103
Belize,BLZ,1934,,,52612
Belize,BLZ,1935,,,53125
Belize,BLZ,1936,,,53644
Belize,BLZ,1937,,,54167
Belize,BLZ,1938,,,54696
Belize,BLZ,1939,,,55230
Belize,BLZ,1940,,,55769
Belize,BLZ,1941,,,56313
Belize,BLZ,1942,,,56863
Belize,BLZ,1943,,,57418
Belize,BLZ,1944,,,57979
Belize,BLZ,1945,,,58545
Belize,BLZ,1946,,,59704
Belize,BLZ,1947,,,61487
Belize,BLZ,1948,,,63922
Belize,BLZ,1949,,,66454
Belize,BLZ,1950,,,69000
Belize,BLZ,1951,,,71000
Belize,BLZ,1952,,,73000
Belize,BLZ,1953,,,76000
Belize,BLZ,1954,,,78000
Belize,BLZ,1955,,,80000
Belize,BLZ,1956,,,82000
Belize,BLZ,1957,,,85000
Belize,BLZ,1958,,,87000
Belize,BLZ,1959,,,89000
Belize,BLZ,1960,,,92000
Belize,BLZ,2015,,,361000
Belize,BLZ,2016,,,368000
Belize,BLZ,2017,,,376000
Belize,BLZ,2018,,,383000
Belize,BLZ,2019,,,390000
Benin,BEN,1961,100,100,2466000
Benin,BEN,1962,90,110,2503000
Benin,BEN,1963,92,104,2543000
Benin,BEN,1964,97,105,2586000
Benin,BEN,1965,101,98,2632000
Benin,BEN,1966,97,93,2682000
Benin,BEN,1967,106,102,2735000
Benin,BEN,1968,105,96,2792000
Benin,BEN,1969,102,93,2851000
Benin,BEN,1970,106,93,2912000
Benin,BEN,1971,98,84,2977000
Benin,BEN,1972,102,92,3044000
Benin,BEN,1973,126,94,3114000
Benin,BEN,1974,130,89,3187000
Benin,BEN,1975,135,76,3265000
Benin,BEN,1976,133,72,3347000
Benin,BEN,1977,138,81,3433000
Benin,BEN,1978,136,106,3524000
Benin,BEN,1979,132,102,3619000
Benin,BEN,1980,132,91,3717000
Benin,BEN,1981,120,104,3820000
Benin,BEN,1982,119,102,3928000
Benin,BEN,1983,110,110,4040000
Benin,BEN,1984,146,114,4157000
Benin,BEN,1985,157,118,4279000
Benin,BEN,1986,153,112,4405000
Benin,BEN,1987,133,104,4535000
Benin,BEN,1988,153,125,4673000
Benin,BEN,1989,156,124,4820000
Benin,BEN,1990,155,121,4978000
Benin,BEN,1991,161,126,5149000
Benin,BEN,1992,167,125,5332000
Benin,BEN,1993,168,128,5522000
Benin,BEN,1994,175,127,5714000
Benin,BEN,1995,199,127,5906000
Benin,BEN,1996,185,133,6094000
Benin,BEN,1997,205,148,6282000
Benin,BEN,1998,193,154,6470000
Benin,BEN,1999,213,158,6664000
Benin,BEN,2000,202,169,6866000
Benin,BEN,2001,196,166,7077000
Benin,BEN,2002,173,184,7295000
Benin,BEN,2003,210,171,7521000
Benin,BEN,2004,210,182,7750000
Benin,BEN,2005,208,191,7982000
Benin,BEN,2006,206,156,8217000
Benin,BEN,2007,186,189,8455000
Benin,BEN,2008,229,206,8697000
Benin,BEN,2009,233,199,8945000
Benin,BEN,2010,220,209,9199000
Benin,BEN,2011,278,191,9461000
Benin,BEN,2012,251,216,9729000
Benin,BEN,2013,256,220,10005000
Benin,BEN,2014,267,221,10287000
Benin,BEN,1800,,,636559
Benin,BEN,1801,,,636559
Benin,BEN,1802,,,636559
Benin,BEN,1803,,,636559
Benin,BEN,1804,,,636559
Benin,BEN,1805,,,636559
Benin,BEN,1806,,,636559
Benin,BEN,1807,,,636559
Benin,BEN,1808,,,636559
Benin,BEN,1809,,,636559
Benin,BEN,1810,,,636559
Benin,BEN,1811,,,636855
Benin,BEN,1812,,,637451
Benin,BEN,1813,,,638349
Benin,BEN,1814,,,639552
Benin,BEN,1815,,,641063
Benin,BEN,1816,,,642886
Benin,BEN,1817,,,645022
Benin,BEN,1818,,,647476
Benin,BEN,1819,,,650250
Benin,BEN,1820,,,653348
Benin,BEN,1821,,,656772
Benin,BEN,1822,,,660526
Benin,BEN,1823,,,664614
Benin,BEN,1824,,,669038
Benin,BEN,1825,,,673801
Benin,BEN,1826,,,678907
Benin,BEN,1827,,,684360
Benin,BEN,1828,,,690162
Benin,BEN,1829,,,696317
Benin,BEN,1830,,,702829
Benin,BEN,1831,,,709702
Benin,BEN,1832,,,716641
Benin,BEN,1833,,,723648
Benin,BEN,1834,,,730723
Benin,BEN,1835,,,737868
Benin,BEN,1836,,,745083
Benin,BEN,1837,,,752368
Benin,BEN,1838,,,759725
Benin,BEN,1839,,,767153
Benin,BEN,1840,,,774654
Benin,BEN,1841,,,782228
Benin,BEN,1842,,,789877
Benin,BEN,1843,,,797600
Benin,BEN,1844,,,805398
Benin,BEN,1845,,,813273
Benin,BEN,1846,,,821225
Benin,BEN,1847,,,829255
Benin,BEN,1848,,,837363
Benin,BEN,1849,,,845551
Benin,BEN,1850,,,853818
Benin,BEN,1851,,,862203
Benin,BEN,1852,,,870670
Benin,BEN,1853,,,879220
Benin,BEN,1854,,,887855
Benin,BEN,1855,,,896574
Benin,BEN,1856,,,905378
Benin,BEN,1857,,,914269
Benin,BEN,1858,,,923248
Benin,BEN,1859,,,932314
Benin,BEN,1860,,,941470
Benin,BEN,1861,,,950715
Benin,BEN,1862,,,960052
Benin,BEN,1863,,,969479
Benin,BEN,1864,,,979000
Benin,BEN,1865,,,988614
Benin,BEN,1866,,,998323
Benin,BEN,1867,,,1008126
Benin,BEN,1868,,,1018026
Benin,BEN,1869,,,1028024
Benin,BEN,1870,,,1038119
Benin,BEN,1871,,,1048314
Benin,BEN,1872,,,1058608
Benin,BEN,1873,,,1068667
Benin,BEN,1874,,,1079162
Benin,BEN,1875,,,1089759
Benin,BEN,1876,,,1100461
Benin,BEN,1877,,,1110952
Benin,BEN,1878,,,1121862
Benin,BEN,1879,,,1132879
Benin,BEN,1880,,,1144004
Benin,BEN,1881,,,1154947
Benin,BEN,1882,,,1166289
Benin,BEN,1883,,,1177742
Benin,BEN,1884,,,1189045
Benin,BEN,1885,,,1200722
Benin,BEN,1886,,,1212514
Benin,BEN,1887,,,1224189
Benin,BEN,1888,,,1236211
Benin,BEN,1889,,,1248351
Benin,BEN,1890,,,1260610
Benin,BEN,1891,,,1272989
Benin,BEN,1892,,,1285490
Benin,BEN,1893,,,1298114
Benin,BEN,1894,,,1310862
Benin,BEN,1895,,,1323735
Benin,BEN,1896,,,1336734
Benin,BEN,1897,,,1349861
Benin,BEN,1898,,,1363117
Benin,BEN,1899,,,1376503
Benin,BEN,1900,,,1390021
Benin,BEN,1901,,,1403671
Benin,BEN,1902,,,1417232
Benin,BEN,1903,,,1431149
Benin,BEN,1904,,,1445203
Benin,BEN,1905,,,1459396
Benin,BEN,1906,,,1473727
Benin,BEN,1907,,,1487871
Benin,BEN,1908,,,1502482
Benin,BEN,1909,,,1517236
Benin,BEN,1910,,,1532136
Benin,BEN,1911,,,1547084
Benin,BEN,1912,,,1562277
Benin,BEN,1913,,,1577619
Benin,BEN,1914,,,1593111
Benin,BEN,1915,,,1608756
Benin,BEN,1916,,,1624554
Benin,BEN,1917,,,1640508
Benin,BEN,1918,,,1656525
Benin,BEN,1919,,,1672722
Benin,BEN,1920,,,1689077
Benin,BEN,1921,,,1705592
Benin,BEN,1922,,,1722269
Benin,BEN,1923,,,1739109
Benin,BEN,1924,,,1756113
Benin,BEN,1925,,,1773284
Benin,BEN,1926,,,1790623
Benin,BEN,1927,,,1808131
Benin,BEN,1928,,,1825810
Benin,BEN,1929,,,1843663
Benin,BEN,1930,,,1861689
Benin,BEN,1931,,,1879892
Benin,BEN,1932,,,1898273
Benin,BEN,1933,,,1916834
Benin,BEN,1934,,,1935576
Benin,BEN,1935,,,1954502
Benin,BEN,1936,,,1973612
Benin,BEN,1937,,,1992910
Benin,BEN,1938,,,2012396
Benin,BEN,1939,,,2032072
Benin,BEN,1940,,,2051941
Benin,BEN,1941,,,2072005
Benin,BEN,1942,,,2092264
Benin,BEN,1943,,,2112722
Benin,BEN,1944,,,2133379
Benin,BEN,1945,,,2154239
Benin,BEN,1946,,,2175302
Benin,BEN,1947,,,2196572
Benin,BEN,1948,,,2218049
Benin,BEN,1949,,,2239736
Benin,BEN,1950,,,2255000
Benin,BEN,1951,,,2258000
Benin,BEN,1952,,,2265000
Benin,BEN,1953,,,2274000
Benin,BEN,1954,,,2287000
Benin,BEN,1955,,,2304000
Benin,BEN,1956,,,2323000
Benin,BEN,1957,,,2346000
Benin,BEN,1958,,,2371000
Benin,BEN,1959,,,2400000
Benin,BEN,1960,,,2432000
Benin,BEN,2015,,,10576000
Benin,BEN,2016,,,10872000
Benin,BEN,2017,,,11175000
Benin,BEN,2018,,,11485000
Benin,BEN,2019,,,11801000
Bermuda,BMU,1961,,,46000
Bermuda,BMU,1962,,,47000
Bermuda,BMU,1963,,,48000
Bermuda,BMU,1964,,,49000
Bermuda,BMU,1965,,,49000
Bermuda,BMU,1966,,,50000
Bermuda,BMU,1967,,,51000
Bermuda,BMU,1968,,,51000
Bermuda,BMU,1969,,,52000
Bermuda,BMU,1970,,,53000
Bermuda,BMU,1971,,,53000
Bermuda,BMU,1972,,,54000
Bermuda,BMU,1973,,,54000
Bermuda,BMU,1974,,,55000
Bermuda,BMU,1975,,,55000
Bermuda,BMU,1976,,,56000
Bermuda,BMU,1977,,,56000
Bermuda,BMU,1978,,,57000
Bermuda,BMU,1979,,,57000
Bermuda,BMU,1980,,,58000
Bermuda,BMU,1981,,,58000
Bermuda,BMU,1982,,,58000
Bermuda,BMU,1983,,,59000
Bermuda,BMU,1984,,,59000
Bermuda,BMU,1985,,,60000
Bermuda,BMU,1986,,,60000
Bermuda,BMU,1987,,,60000
Bermuda,BMU,1988,,,61000
Bermuda,BMU,1989,,,61000
Bermuda,BMU,1990,,,62000
Bermuda,BMU,1991,,,62000
Bermuda,BMU,1992,,,62000
Bermuda,BMU,1993,,,63000
Bermuda,BMU,1994,,,63000
Bermuda,BMU,1995,,,63000
Bermuda,BMU,1996,,,64000
Bermuda,BMU,1997,,,64000
Bermuda,BMU,1998,,,64000
Bermuda,BMU,1999,,,65000
Bermuda,BMU,2000,,,65000
Bermuda,BMU,2001,,,65000
Bermuda,BMU,2002,,,66000
Bermuda,BMU,2003,,,66000
Bermuda,BMU,2004,,,66000
Bermuda,BMU,2005,,,66000
Bermuda,BMU,2006,,,66000
Bermuda,BMU,2007,,,66000
Bermuda,BMU,2008,,,66000
Bermuda,BMU,2009,,,66000
Bermuda,BMU,2010,,,65000
Bermuda,BMU,2011,,,65000
Bermuda,BMU,2012,,,65000
Bermuda,BMU,2013,,,64000
Bermuda,BMU,2014,,,64000
Bermuda,BMU,1950,,,37000
Bermuda,BMU,1951,,,38000
Bermuda,BMU,1952,,,38000
Bermuda,BMU,1953,,,39000
Bermuda,BMU,1954,,,40000
Bermuda,BMU,1955,,,41000
Bermuda,BMU,1956,,,42000
Bermuda,BMU,1957,,,42000
Bermuda,BMU,1958,,,43000
Bermuda,BMU,1959,,,44000
Bermuda,BMU,1960,,,45000
Bermuda,BMU,2015,,,64000
Bermuda,BMU,2016,,,63000
Bermuda,BMU,2017,,,63000
Bermuda,BMU,2018,,,63000
Bermuda,BMU,2019,,,63000
Bhutan,BTN,1961,100,100,229000
Bhutan,BTN,1962,100,103,235000
Bhutan,BTN,1963,100,106,241000
Bhutan,BTN,1964,100,109,247000
Bhutan,BTN,1965,100,112,254000
Bhutan,BTN,1966,100,115,262000
Bhutan,BTN,1967,100,118,270000
Bhutan,BTN,1968,99,123,279000
Bhutan,BTN,1969,100,125,288000
Bhutan,BTN,1970,100,128,297000
Bhutan,BTN,1971,100,131,307000
Bhutan,BTN,1972,100,134,317000
Bhutan,BTN,1973,100,137,327000
Bhutan,BTN,1974,100,140,337000
Bhutan,BTN,1975,100,143,348000
Bhutan,BTN,1976,100,146,360000
Bhutan,BTN,1977,100,149,371000
Bhutan,BTN,1978,100,152,383000
Bhutan,BTN,1979,100,157,395000
Bhutan,BTN,1980,99,162,407000
Bhutan,BTN,1981,101,164,418000
Bhutan,BTN,1982,100,168,429000
Bhutan,BTN,1983,99,176,440000
Bhutan,BTN,1984,100,182,451000
Bhutan,BTN,1985,96,177,464000
Bhutan,BTN,1986,95,175,479000
Bhutan,BTN,1987,82,173,494000
Bhutan,BTN,1988,71,136,510000
Bhutan,BTN,1989,70,137,522000
Bhutan,BTN,1990,89,139,531000
Bhutan,BTN,1991,76,163,535000
Bhutan,BTN,1992,77,153,535000
Bhutan,BTN,1993,81,147,533000
Bhutan,BTN,1994,89,151,532000
Bhutan,BTN,1995,95,160,535000
Bhutan,BTN,1996,102,162,541000
Bhutan,BTN,1997,107,161,552000
Bhutan,BTN,1998,108,158,564000
Bhutan,BTN,1999,105,147,578000
Bhutan,BTN,2000,100,109,591000
Bhutan,BTN,2001,101,116,604000
Bhutan,BTN,2002,108,86,616000
Bhutan,BTN,2003,124,87,628000
Bhutan,BTN,2004,208,75,639000
Bhutan,BTN,2005,162,121,649000
Bhutan,BTN,2006,153,123,657000
Bhutan,BTN,2007,139,140,665000
Bhutan,BTN,2008,190,89,672000
Bhutan,BTN,2009,150,97,678000
Bhutan,BTN,2010,171,86,686000
Bhutan,BTN,2011,194,96,693000
Bhutan,BTN,2012,204,83,702000
Bhutan,BTN,2013,204,79,710000
Bhutan,BTN,2014,217,78,719000
Bhutan,BTN,1800,,,89989
Bhutan,BTN,1801,,,89989
Bhutan,BTN,1802,,,89989
Bhutan,BTN,1803,,,89989
Bhutan,BTN,1804,,,89989
Bhutan,BTN,1805,,,89989
Bhutan,BTN,1806,,,89989
Bhutan,BTN,1807,,,89989
Bhutan,BTN,1808,,,89989
Bhutan,BTN,1809,,,89989
Bhutan,BTN,1810,,,89989
Bhutan,BTN,1811,,,90010
Bhutan,BTN,1812,,,90051
Bhutan,BTN,1813,,,90114
Bhutan,BTN,1814,,,90197
Bhutan,BTN,1815,,,90302
Bhutan,BTN,1816,,,90427
Bhutan,BTN,1817,,,90574
Bhutan,BTN,1818,,,90743
Bhutan,BTN,1819,,,90933
Bhutan,BTN,1820,,,91144
Bhutan,BTN,1821,,,91378
Bhutan,BTN,1822,,,91633
Bhutan,BTN,1823,,,91910
Bhutan,BTN,1824,,,92209
Bhutan,BTN,1825,,,92530
Bhutan,BTN,1826,,,92874
Bhutan,BTN,1827,,,93239
Bhutan,BTN,1828,,,93628
Bhutan,BTN,1829,,,94039
Bhutan,BTN,1830,,,94472
Bhutan,BTN,1831,,,94929
Bhutan,BTN,1832,,,95387
Bhutan,BTN,1833,,,95848
Bhutan,BTN,1834,,,96311
Bhutan,BTN,1835,,,96776
Bhutan,BTN,1836,,,97244
Bhutan,BTN,1837,,,97714
Bhutan,BTN,1838,,,98186
Bhutan,BTN,1839,,,98660
Bhutan,BTN,1840,,,99137
Bhutan,BTN,1841,,,99616
Bhutan,BTN,1842,,,100097
Bhutan,BTN,1843,,,100581
Bhutan,BTN,1844,,,101066
Bhutan,BTN,1845,,,101555
Bhutan,BTN,1846,,,102045
Bhutan,BTN,1847,,,102538
Bhutan,BTN,1848,,,103034
Bhutan,BTN,1849,,,103531
Bhutan,BTN,1850,,,104032
Bhutan,BTN,1851,,,104596
Bhutan,BTN,1852,,,105163
Bhutan,BTN,1853,,,105733
Bhutan,BTN,1854,,,106306
Bhutan,BTN,1855,,,106883
Bhutan,BTN,1856,,,107462
Bhutan,BTN,1857,,,108045
Bhutan,BTN,1858,,,108630
Bhutan,BTN,1859,,,109219
Bhutan,BTN,1860,,,109811
Bhutan,BTN,1861,,,110406
Bhutan,BTN,1862,,,111005
Bhutan,BTN,1863,,,111606
Bhutan,BTN,1864,,,112211
Bhutan,BTN,1865,,,112819
Bhutan,BTN,1866,,,113430
Bhutan,BTN,1867,,,114045
Bhutan,BTN,1868,,,114662
Bhutan,BTN,1869,,,115284
Bhutan,BTN,1870,,,115908
Bhutan,BTN,1871,,,116536
Bhutan,BTN,1872,,,117167
Bhutan,BTN,1873,,,117792
Bhutan,BTN,1874,,,118430
Bhutan,BTN,1875,,,119071
Bhutan,BTN,1876,,,119716
Bhutan,BTN,1877,,,120356
Bhutan,BTN,1878,,,121008
Bhutan,BTN,1879,,,121663
Bhutan,BTN,1880,,,122321
Bhutan,BTN,1881,,,122976
Bhutan,BTN,1882,,,123641
Bhutan,BTN,1883,,,124310
Bhutan,BTN,1884,,,124976
Bhutan,BTN,1885,,,125653
Bhutan,BTN,1886,,,126333
Bhutan,BTN,1887,,,127010
Bhutan,BTN,1888,,,127697
Bhutan,BTN,1889,,,128388
Bhutan,BTN,1890,,,129083
Bhutan,BTN,1891,,,129781
Bhutan,BTN,1892,,,130483
Bhutan,BTN,1893,,,131189
Bhutan,BTN,1894,,,131898
Bhutan,BTN,1895,,,132612
Bhutan,BTN,1896,,,133329
Bhutan,BTN,1897,,,134050
Bhutan,BTN,1898,,,134775
Bhutan,BTN,1899,,,135503
Bhutan,BTN,1900,,,136236
Bhutan,BTN,1901,,,136972
Bhutan,BTN,1902,,,137708
Bhutan,BTN,1903,,,138452
Bhutan,BTN,1904,,,139200
Bhutan,BTN,1905,,,139953
Bhutan,BTN,1906,,,140709
Bhutan,BTN,1907,,,141462
Bhutan,BTN,1908,,,142226
Bhutan,BTN,1909,,,142995
Bhutan,BTN,1910,,,143767
Bhutan,BTN,1911,,,144542
Bhutan,BTN,1912,,,145323
Bhutan,BTN,1913,,,146108
Bhutan,BTN,1914,,,146897
Bhutan,BTN,1915,,,147690
Bhutan,BTN,1916,,,148488
Bhutan,BTN,1917,,,149290
Bhutan,BTN,1918,,,149983
Bhutan,BTN,1919,,,150708
Bhutan,BTN,1920,,,151436
Bhutan,BTN,1921,,,152167
