id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
346,cradily,346,1.5,60.4,173,rock,grass,86,81,97,81,107,43,#B8A038,#78C850,#A8A93D,water3,NA,//archives.bulbagarden.net/media/upload/6/68/346MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/346.png
347,anorith,347,0.7,12.5,71,rock,bug,45,95,50,40,50,75,#B8A038,#A8B820,#B4A532,water3,NA,//archives.bulbagarden.net/media/upload/f/ff/347MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/347.png
348,armaldo,348,1.5,68.2,173,rock,bug,75,125,100,70,80,45,#B8A038,#A8B820,#B4A532,water3,NA,//archives.bulbagarden.net/media/upload/d/dc/348MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/348.png
349,feebas,349,0.6,7.4,40,water,NA,20,15,20,10,55,80,#6890F0,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/9/97/349MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/349.png
350,milotic,350,6.2,162,189,water,NA,95,60,79,100,125,81,#6890F0,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/8/8d/350MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/350.png
351,castform,351,0.3,0.8,147,normal,NA,70,70,70,70,70,70,#A8A878,NA,NA,fairy,indeterminate,//archives.bulbagarden.net/media/upload/e/ef/351MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/351.png
352,kecleon,352,1,22,154,normal,NA,60,90,70,60,120,40,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/d/de/352MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/352.png
353,shuppet,353,0.6,2.3,59,ghost,NA,44,75,35,63,33,45,#705898,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/4/4a/353MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/353.png
354,banette,354,1.1,12.5,159,ghost,NA,64,115,65,83,63,65,#705898,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/7/79/354MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/354.png
355,duskull,355,0.8,15,59,ghost,NA,20,40,90,30,90,25,#705898,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/d/d3/355MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/355.png
356,dusclops,356,1.6,30.6,159,ghost,NA,40,70,130,60,130,25,#705898,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/f/fe/356MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/356.png
357,tropius,357,2,100,161,grass,flying,99,68,83,72,87,51,#78C850,#A890F0,#83BA76,monster,plant,//archives.bulbagarden.net/media/upload/7/77/357MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/357.png
358,chimecho,358,0.6,1,159,psychic,NA,75,50,80,95,90,65,#F85888,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/1/1a/358MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/358.png
359,absol,359,1.2,47,163,dark,NA,65,130,60,75,60,75,#705848,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/0/07/359MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/359.png
360,wynaut,360,0.6,14,52,psychic,NA,95,23,48,23,48,23,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/8/82/360MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/360.png
361,snorunt,361,0.7,16.8,60,ice,NA,50,50,50,50,50,50,#98D8D8,NA,NA,fairy,mineral,//archives.bulbagarden.net/media/upload/a/a2/361MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/361.png
362,glalie,362,1.5,256.5,168,ice,NA,80,80,80,80,80,80,#98D8D8,NA,NA,fairy,mineral,//archives.bulbagarden.net/media/upload/5/50/362MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/362.png
363,spheal,363,0.8,39.5,58,ice,water,70,40,50,55,50,25,#98D8D8,#6890F0,#8CC6DD,water1,ground,//archives.bulbagarden.net/media/upload/2/26/363MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/363.png
364,sealeo,364,1.1,87.6,144,ice,water,90,60,70,75,70,45,#98D8D8,#6890F0,#8CC6DD,water1,ground,//archives.bulbagarden.net/media/upload/0/09/364MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/364.png
365,walrein,365,1.4,150.6,239,ice,water,110,80,90,95,90,65,#98D8D8,#6890F0,#8CC6DD,water1,ground,//archives.bulbagarden.net/media/upload/b/b8/365MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/365.png
366,clamperl,366,0.4,52.5,69,water,NA,35,64,85,74,55,32,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/6/67/366MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/366.png
367,huntail,367,1.7,27,170,water,NA,55,104,105,94,75,52,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/4/4d/367MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/367.png
368,gorebyss,368,1.8,22.6,170,water,NA,55,84,105,114,75,52,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/1/11/368MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/368.png
369,relicanth,369,1,23.4,170,water,rock,100,90,130,45,65,55,#6890F0,#B8A038,#7B93C3,water1,water2,//archives.bulbagarden.net/media/upload/f/f4/369MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/369.png
370,luvdisc,370,0.6,8.7,116,water,NA,43,30,55,40,65,97,#6890F0,NA,NA,water2,NA,//archives.bulbagarden.net/media/upload/1/1b/370MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/370.png
371,bagon,371,0.6,42.1,60,dragon,NA,45,75,60,40,30,50,#7038F8,NA,NA,dragon,NA,//archives.bulbagarden.net/media/upload/4/4c/371MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/371.png
372,shelgon,372,1.1,110.5,147,dragon,NA,65,95,100,60,50,50,#7038F8,NA,NA,dragon,NA,//archives.bulbagarden.net/media/upload/4/43/372MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/372.png
373,salamence,373,1.5,102.6,270,dragon,flying,95,135,80,110,80,100,#7038F8,#A890F0,#7D4DF6,dragon,NA,//archives.bulbagarden.net/media/upload/5/5f/373MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/373.png
374,beldum,374,0.6,95.2,60,steel,psychic,40,55,80,35,60,30,#B8B8D0,#F85888,#C7A0BE,mineral,NA,//archives.bulbagarden.net/media/upload/c/c6/374MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/374.png
375,metang,375,1.2,202.5,147,steel,psychic,60,75,100,55,80,50,#B8B8D0,#F85888,#C7A0BE,mineral,NA,//archives.bulbagarden.net/media/upload/6/67/375MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/375.png
376,metagross,376,1.6,550,270,steel,psychic,80,135,130,95,90,70,#B8B8D0,#F85888,#C7A0BE,mineral,NA,//archives.bulbagarden.net/media/upload/6/66/376MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/376.png
377,regirock,377,1.7,230,261,rock,NA,80,100,200,50,100,50,#B8A038,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/a/a7/377MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/377.png
378,regice,378,1.8,175,261,ice,NA,80,50,100,100,200,50,#98D8D8,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/3/3e/378MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/378.png
379,registeel,379,1.9,205,261,steel,NA,80,75,150,75,150,50,#B8B8D0,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/c/c0/379MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/379.png
380,latias,380,1.4,40,270,dragon,psychic,80,80,90,110,130,110,#7038F8,#F85888,#903FDC,no-eggs,NA,//archives.bulbagarden.net/media/upload/e/e1/380MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/380.png
381,latios,381,2,60,270,dragon,psychic,80,90,80,130,110,110,#7038F8,#F85888,#903FDC,no-eggs,NA,//archives.bulbagarden.net/media/upload/5/56/381MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/381.png
382,kyogre,382,4.5,352,302,water,NA,100,100,90,150,140,90,#6890F0,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/9/95/382MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/382.png
383,groudon,383,3.5,950,302,ground,NA,100,150,140,100,90,90,#E0C068,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/0/0c/383MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/383.png
384,rayquaza,384,7,206.5,306,dragon,flying,105,150,90,150,90,95,#7038F8,#A890F0,#7D4DF6,no-eggs,NA,//archives.bulbagarden.net/media/upload/d/d0/384MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/384.png
385,jirachi,385,0.3,1.1,270,steel,psychic,100,100,100,100,100,100,#B8B8D0,#F85888,#C7A0BE,no-eggs,NA,//archives.bulbagarden.net/media/upload/4/4a/385MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/385.png
386,deoxys-normal,386,1.7,60.8,270,psychic,NA,50,150,50,150,50,150,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/6/6a/386MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/386.png
387,turtwig,387,0.4,10.2,64,grass,NA,55,68,64,45,55,31,#78C850,NA,NA,monster,plant,//archives.bulbagarden.net/media/upload/8/89/387MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/387.png
388,grotle,388,1.1,97,142,grass,NA,75,89,85,55,65,36,#78C850,NA,NA,monster,plant,//archives.bulbagarden.net/media/upload/1/1b/388MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/388.png
389,torterra,389,2.2,310,236,grass,ground,95,109,105,75,85,56,#78C850,#E0C068,#91C655,monster,plant,//archives.bulbagarden.net/media/upload/6/61/389MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/389.png
390,chimchar,390,0.5,6.2,62,fire,NA,44,58,44,58,44,61,#F08030,NA,NA,ground,humanshape,//archives.bulbagarden.net/media/upload/3/3c/390MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/390.png
391,monferno,391,0.9,22,142,fire,fighting,64,78,52,78,52,81,#F08030,#C03028,#E46C2E,ground,humanshape,//archives.bulbagarden.net/media/upload/b/bd/391MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/391.png
392,infernape,392,1.2,55,240,fire,fighting,76,104,71,104,71,108,#F08030,#C03028,#E46C2E,ground,humanshape,//archives.bulbagarden.net/media/upload/5/5f/392MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/392.png
393,piplup,393,0.4,5.2,63,water,NA,53,51,53,61,56,40,#6890F0,NA,NA,water1,ground,//archives.bulbagarden.net/media/upload/3/30/393MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/393.png
394,prinplup,394,0.8,23,142,water,NA,64,66,68,81,76,50,#6890F0,NA,NA,water1,ground,//archives.bulbagarden.net/media/upload/7/71/394MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/394.png
395,empoleon,395,1.7,84.5,239,water,steel,84,86,88,111,101,60,#6890F0,#B8B8D0,#7B99E8,water1,ground,//archives.bulbagarden.net/media/upload/1/13/395MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/395.png
396,starly,396,0.3,2,49,normal,flying,40,55,30,30,30,60,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/7/72/396MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/396.png
397,staravia,397,0.6,15.5,119,normal,flying,55,75,50,40,40,80,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/4/4e/397MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/397.png
398,staraptor,398,1.2,24.9,218,normal,flying,85,120,70,50,60,100,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/0/0e/398MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/398.png
399,bidoof,399,0.5,20,50,normal,NA,59,45,40,35,40,31,#A8A878,NA,NA,water1,ground,//archives.bulbagarden.net/media/upload/9/9f/399MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/399.png
400,bibarel,400,1,31.5,144,normal,water,79,85,60,55,60,71,#A8A878,#6890F0,#98A295,water1,ground,//archives.bulbagarden.net/media/upload/7/7d/400MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/400.png
401,kricketot,401,0.3,2.2,39,bug,NA,37,25,41,25,41,25,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/1/1c/401MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/401.png
402,kricketune,402,1,25.5,134,bug,NA,77,85,51,55,51,65,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/7/75/402MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/402.png
403,shinx,403,0.5,9.5,53,electric,NA,45,65,34,40,34,45,#F8D030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/f/fe/403MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/403.png
404,luxio,404,0.9,30.5,127,electric,NA,60,85,49,60,49,60,#F8D030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/b/bc/404MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/404.png
405,luxray,405,1.4,42,235,electric,NA,80,120,79,95,79,70,#F8D030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/1/1e/405MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/405.png
406,budew,406,0.2,1.2,56,grass,poison,40,30,35,50,70,55,#78C850,#A040A0,#81A763,no-eggs,NA,//archives.bulbagarden.net/media/upload/0/0e/406MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/406.png
407,roserade,407,0.9,14.5,232,grass,poison,60,70,65,125,105,90,#78C850,#A040A0,#81A763,fairy,plant,//archives.bulbagarden.net/media/upload/4/4e/407MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/407.png
408,cranidos,408,0.9,31.5,70,rock,NA,67,125,40,30,30,58,#B8A038,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/a/a0/408MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/408.png
409,rampardos,409,1.6,102.5,173,rock,NA,97,165,60,65,50,58,#B8A038,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/1/14/409MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/409.png
410,shieldon,410,0.5,57,70,rock,steel,30,42,118,42,88,30,#B8A038,#B8B8D0,#B8A55C,monster,NA,//archives.bulbagarden.net/media/upload/e/ec/410MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/410.png
411,bastiodon,411,1.3,149.5,173,rock,steel,60,52,168,47,138,30,#B8A038,#B8B8D0,#B8A55C,monster,NA,//archives.bulbagarden.net/media/upload/d/d7/411MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/411.png
412,burmy,412,0.2,3.4,45,bug,NA,40,29,45,29,45,36,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/3/33/412MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/412.png
413,wormadam-plant,413,0.5,6.5,148,bug,grass,60,59,85,79,105,36,#A8B820,#78C850,#9CBB2B,bug,NA,//archives.bulbagarden.net/media/upload/e/ef/413MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/413.png
414,mothim,414,0.9,23.3,148,bug,flying,70,94,50,94,50,66,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/0/03/414MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/414.png
415,combee,415,0.3,5.5,49,bug,flying,30,30,42,30,42,70,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/7/72/415MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/415.png
416,vespiquen,416,1.2,38.5,166,bug,flying,70,80,102,80,102,40,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/6/69/416MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/416.png
417,pachirisu,417,0.4,3.9,142,electric,NA,60,45,70,45,90,95,#F8D030,NA,NA,ground,fairy,//archives.bulbagarden.net/media/upload/4/46/417MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/417.png
418,buizel,418,0.7,29.5,66,water,NA,55,65,35,60,30,85,#6890F0,NA,NA,water1,ground,//archives.bulbagarden.net/media/upload/7/7a/418MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/418.png
419,floatzel,419,1.1,33.5,173,water,NA,85,105,55,85,50,115,#6890F0,NA,NA,water1,ground,//archives.bulbagarden.net/media/upload/b/bb/419MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/419.png
420,cherubi,420,0.4,3.3,55,grass,NA,45,35,45,62,53,35,#78C850,NA,NA,fairy,plant,//archives.bulbagarden.net/media/upload/9/98/420MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/420.png
421,cherrim,421,0.5,9.3,158,grass,NA,70,60,70,87,78,85,#78C850,NA,NA,fairy,plant,//archives.bulbagarden.net/media/upload/8/87/421MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/421.png
422,shellos,422,0.3,6.3,65,water,NA,76,48,48,57,62,34,#6890F0,NA,NA,water1,indeterminate,//archives.bulbagarden.net/media/upload/f/f2/422MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/422.png
423,gastrodon,423,0.9,29.9,166,water,ground,111,83,68,92,82,39,#6890F0,#E0C068,#859BCF,water1,indeterminate,//archives.bulbagarden.net/media/upload/2/21/423MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/423.png
424,ambipom,424,1.2,20.3,169,normal,NA,75,100,66,60,66,115,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/6/68/424MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/424.png
425,drifloon,425,0.4,1.2,70,ghost,flying,90,50,34,60,44,70,#705898,#A890F0,#7D65AD,indeterminate,NA,//archives.bulbagarden.net/media/upload/4/4c/425MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/425.png
426,drifblim,426,1.2,15,174,ghost,flying,150,80,44,90,54,80,#705898,#A890F0,#7D65AD,indeterminate,NA,//archives.bulbagarden.net/media/upload/b/b0/426MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/426.png
427,buneary,427,0.4,5.5,70,normal,NA,55,66,44,44,56,85,#A8A878,NA,NA,ground,humanshape,//archives.bulbagarden.net/media/upload/8/82/427MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/427.png
428,lopunny,428,1.2,33.3,168,normal,NA,65,76,84,54,96,105,#A8A878,NA,NA,ground,humanshape,//archives.bulbagarden.net/media/upload/d/de/428MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/428.png
429,mismagius,429,0.9,4.4,173,ghost,NA,60,60,60,105,105,105,#705898,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/d/d7/429MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/429.png
430,honchkrow,430,0.9,27.3,177,dark,flying,100,125,52,105,52,71,#705848,#A890F0,#7D6570,flying,NA,//archives.bulbagarden.net/media/upload/a/a7/430MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/430.png
431,glameow,431,0.5,3.9,62,normal,NA,49,55,42,42,37,85,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/0/06/431MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/431.png
432,purugly,432,1,43.8,158,normal,NA,71,82,64,64,59,112,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/5/5a/432MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/432.png
