season_title,episode_num,episode_title,air_date,IMDB_rating,total_votes,desc
Lightspeed Rescue,32,Sorcerer of the Sands,11/9/2000,8,71,Ryan searches for a sorcerer to help him decrypt an ancient spell to banish Bansheera from Earth again.
Lightspeed Rescue,33,Olympius Unbound,11/10/2000,8.6,85,Olympius fights to return to Earth while Jinxer hypnotizes Captain Mitchell into draining the Aquabase's power.
Lightspeed Rescue,34,Neptune's Daughter,11/11/2000,8.2,73,Marina warns Chad that Diabolico has stolen her father's magical trident to drain the ocean leaving the Aquabase vulnerable to attack.
Lightspeed Rescue,35,Web War,11/13/2000,7.9,67,The Arachnor monster traps the Rangers in its web forcing Carter to deploy the Trans Armor Cycle: Mega Armor mode.
Lightspeed Rescue,36,In the Limelight,11/14/2000,7.1,64,Dana balances being a glamorous supermodel with her duties as the Pink Ranger.
Lightspeed Rescue,37,Wrath of the Queen,11/15/2000,8.2,64,Bansheera unleashes her magnificent power on friend and foe alike.
Lightspeed Rescue,38,Rise of the Super Demons,11/16/2000,8.3,64,Olympius and Diabolico join forces prompting the Rangers to risk using the Lifeforce Megazord powered by their own life energy.
Lightspeed Rescue,39,The Fate of Lightspeed: Part 1,11/17/2000,8.7,65,Jinxer launches a crippling attack on the Aquabase.
Lightspeed Rescue,40,The Fate of Lightspeed: Part 2,11/18/2000,8.8,64,The Lightspeed Rescue Rangers take their battle against Queen Bansheera into her very lair.
Time Force,1,Force from the Future: Part 1,2/3/2001,8.1,74,In the year 3000 the evil mutant fugitive Ransik escapes the custody of the elite police force known as Time Force.
Time Force,2,Force from the Future: Part 2,2/10/2001,8.2,67,"The Rangers have found someone who looks like Alex, Jen tries to persuade him to use the morpher, once so they can unlock the other morphers. Wes Collins, though, is rich and will not cooperate partly because he doesn't believe Jen's from the future and also he doesn't really care that much. But then he witnesses Jen using some of her future devices. As the Ranger face Ransick again, Wes shows up, willing to help. With Wes using Alex's morpher, they're able to stop a rampaging mutant. After the battle, Jen takes back Alex's morpher, she doesn't think Wes is suited for..."
Time Force,3,Something to Fight For,2/17/2001,7.9,57,Wes weighs his privileged lifestyle against the responsibilities of joining the Power Rangers Time Force as the new Red Ranger.
Time Force,4,Ransik Lives,2/24/2001,7.7,54,"Wes offers the Rangers a place to stay. A clock tower that his father owns. They set up the tower as their home and Wes helps them blend in with the people from the present. A business person notices an old sign on the entrance to the clock tower advertising odd jobs. He hires Wes and Jen for some painting at a new station. Ransick attacks the news station and captures Wes. He tells Wes about how he was treated in the future, causing Wes have some doubts."
Time Force,5,A Blue Streak,3/3/2001,6.9,51,"Wes allows Lucas to drive his sports car, unaware that Lucas is a race car driver. He's cited by the police, and must get a driver's license. A mutant with a knack for speed leads Lucas on a chase during his driving exam. Trip breaks out the Time Force Cycles."
Time Force,6,A Parting of Ways,3/10/2001,6.9,48,"Ransick sends a mutant to capture a bus load of children and holds them for ransom. While the Rangers try to locate the children/free them. Wes goes to his father to ask for money to pay the ransom. His father refuses, Wes tricks a business client of his father into giving him a check. Wes offers the money to the mutants, but they refuse to release the hostages. The rangers manage to defeat the mutant. When Wes comes home with the money, his father is furious at Wes. The press found out about the money, and thought Mr Collins had donated it willingly to free the ..."
Time Force,7,Short-Circuited,3/17/2001,6.5,47,"Nadira watches as Circuit helps the Rangers in their battle. Realizing Circuit summons the Megazord, Nadira hatches a plan to keep Circuit from helping them. Trip uses his Gem to read Lucas's mind, and is forbidden from using his Gem for a day. Nadira takes advantage of Trip's good nature and rewires Circuit. When the mutant attacks the city, the Rangers can't summon their Megazord without Circuit. Lucas tells Trip it's okay to use his powers and orders him to search for Circuit. Will he find Circuit in time?"
Time Force,8,Jen's Revenge,3/24/2001,8.3,49,"Jen tracks down Fat Cat Fish she's encountered him before, the mutant offers her a deal, in exchange for some leniency, he'll lead her to Ransick. But Jen also wants Fat Cat Fish for personal reasons."
Time Force,9,The Time Shadow,3/31/2001,6.7,49,"Mr. Collns's company develops a new weapon, an armored tank to defend itself against Ransick's attacks. But it's no match for the mutant attacks. Even the Rangers Megazord can't stand up to the latest mutant. In the future, a mysterious figure sends them the Time Shadow."
Time Force,10,Future Unknown,4/7/2001,7.4,48,"The Rangers try to fight some 21st century weapons to help them. They discover some technology was developed as a result of Ransick's attacks. Consequently, the future has been altered. This creates doubts for Katie who starts to question their reason for being in this time. Frax unleashes a mutant on the city. Now each Ranger must find their own motivation for stopping this latest mutant."
Time Force,11,Uniquely Trip,4/14/2001,7.2,50,"Lacking self-confidence, Trip decides he needs to be more like his friends and less like himself."
Time Force,12,Worlds Apart,4/21/2001,8,49,"Mr. Collins drives to work, and spots Wes and his friends picking up trash. Mr Collins stops the car and tells his son how bitterly disappointed he is in him. The Silver Guardians arrive as Nadira and some crybots ""Shop""/attack a business. The Rangers, in their civilian guise, watch as the Guardians easily handle the crybots. One of the Guardians spots, Wes. Eric Meyers talks to Wes, the went to the same Prep School. Fraxx unleashes a mutant from the X vault, the silver guardians arrive but can't handle him. Time Force shows up, and Wes takes a shot that was intended ..."
Time Force,13,The Quantum Quest,4/28/2001,8.4,49,"On a dig, some researchers discover a metallic object. As word of the discovery spreads, Ransick recognizes the object as the Quantum Controller, and unleashes a mutant to get it for him. Circuit also recognizes the object, and the Time Force Rangers try to recover the object before it falls into the wrong hands. As the Rangers fight the mutant, one ambitious Guardian manages to take the controller, and hides it away. He then tries to become the Guardian's new leader, but is turned down. So he goes back to where the controller is. The mutant attacks. As the Rangers ..."
Time Force,14,Clash for Control: Part 1,5/5/2001,8.1,47,"Even without the Quantum morpher, Ransick wants to possess the Quantum Rex, the Quantum Ranger's megazord. He sends Commandcom to retrieve it. The Rangers try to talk Eric into giving up the morpher, but he refuses. They all witness a time portal opening, realizing someone is after the Q Rex, Eric summons the Eagle flyer and enters the portal. Wes jumps on to the flyer. In the past, they try to locate the Q-Rex. But Commandcom gets to it first, and takes control of the Q-Rex and journeys back to the 21 century. Eric and Wes follow him back through the time portal."
Time Force,15,Clash for Control: Part 2,5/12/2001,8.1,47,"The Q-Rex is rampaging in the city. The Rangers need the Quantum Morpher to get control of the the Q-Rex. While Wes tries to talk to Eric, Mr Collins makes the other Rangers an offer to join the Silver Guardians, with his company they could defeat Ransick faster. Will they join the Guardins?"
Time Force,16,Bodyguard in Blue,5/19/2001,7.8,44,"As Dr Zaskin works to unlock the secrets of the Quantum Morpher, his daughter, Holly, witnesses Nadira, and a squad of Cyclobots, abduct her father! Holly manages to escape, and tries to hire a hesitant Lucas -- as her own personal bodyguard! When he discovers who her father is, Lucas -- reluctantly -- agrees to be her bodyguard, while the other Rangers search for Dr. Zaskin. Lucas protects Holly from Ransik's latest monster, Klawiox -- to the point of sacrificing his secret identity, as the Blue Ranger!"
Time Force,17,The Legend of the Clock Tower,5/19/2001,7,47,"The Rangers try to fix the clock in the tower. But are having no luck. Wes tells them of a ghost that is supposed to inhabit the tower. That night Katie hears a noise, an investigates. She finds herself the past, and meets the people from Wes's story. With her help, there's a different ending to the story, then she wakes up as a mutant attacks. After the battle, she tells her friends about her dream and how the ending had changed, but Wes corrects her and says that's how he had told it. Leaving her wondering if it really was a dream."
Time Force,18,Trust and Triumph,6/2/2001,7.5,46,"Jen tells Wes to guard the back so the Rangers can cut off Nadira's escape route. But the Guardians show up, and Wes tries to deal with them, giving Nadira a chance to escape. Jen yells at Wes saying she can't trust him. Turtlecon attacks and sends the Rangers to a different dimension after a short battle with duplicate Ranger, Wes and Jen manage to escape. They have to learn to trust each other if they want to rescue their friends."
Time Force,19,Trip Takes a Stand,6/9/2001,8,48,"Frax release Notacon, only to find he's a gentle mutant. Frax attach's a device to Notacon, to control him but Notacon escapes. In the city, people are afraid of the mutant. Trip finds him and learns he was in the vault for stealing vegetables, he only stole because he was hungry, his only desire is to go back into the vault. Eric shows up wanting to destroy the mutant, and is willing to do almost anything to accomplish his goal."
Time Force,20,Quantum Secrets,6/16/2001,7.9,49,"As researchers work on unlocking the secrets of the Quantum Morpher, Ransik release Wingcon. Wingcon captures Eric, takes the morpher, and replicates Eric's voice, which lets him take control of the Q-Rex. Eric finds out where/when the morpher comes from. The Rangers show up, and try to help out but Eric wants to handle it alone, he does get some help from the future, and uses Mega Battle mode. Will Eric reveal the Rangers secrets."
Time Force,21,Lovestruck Rangers,6/23/2001,7.6,48,"The male members of Time Force all seem to be attracted to the same girl for different reasons. When it starts to cause friction in the team, she orders them to stop seeing her. Hearing Wes missed a job, Jen tracks him down and finds he's still seeing Angelique, who it turns out is a mutant. Now it's up to Jen and Katie to free their team mates from her influence."
Time Force,22,The Last Race,7/7/2001,6.6,51,"Lucas has to attend traffic school. Nadira releases Dash, a former racing champion, to be her personal driver. The Rangers arrive, Dash and Lucas recognize each other. Dash had caused a huge accident while street racing, Lucas had to testify against him. Dash challenges him to one last race. If Lucas wins, he promises to accept responsibility for his actions and turn himself in. But Nadira has other plans for him."
Time Force,23,Full Exposure,7/14/2001,6.8,49,"A photographer working for a tabloid is given a new assignment, to take pictures of the Rangers in their civilian guise. He needs help carrying his equipment and hires Katie to help him. His first attempt fails, and Katie manages to warn the others. Katie sticks with him so she can keep tabs on him. Artillicon attack again, the Rangers attack backfires on them resulting in them reverting to their civilian identities. As the photographer prepares to sell his pictures, Katie tries to talk him out of it."
Time Force,24,Movie Madness: Part 1,7/21/2001,8.3,53,The heroes are trapped by Ransik's gang in various movie genre dimensions.
Time Force,25,Movie Madness: Part 2,7/28/2001,8.2,51,"The Rangers are still trapped in the movie dimensions. Wes and Trip figure a way to free everyone from their dimensional movies. They appear on set, and the Cyclobots give chase. Cinecon puts the Rangers in their Megazord, and summons the Q-Rex. He wants to destroy all the Rangers at once, even summons the Transwarp Megazord. Everything has been written for Cinecon's movie ""End of the Power Rangers,"" can the Rangers find another ending?"
Time Force,26,Time Force Traitor,8/4/2001,8.3,53,"Former Time Force officer, Steelix is released. And is determined to get revenge on his former partner, Jen."
Time Force,27,Frax's Fury,8/11/2001,8.1,55,"Frax unleashes Venomark on the city. Venomark attacks the Rangers, everyone but Wes falls victim to his bite. Ransick finds out Venomark has been freed and goes after him, Venomark attacked Ransick in the future, so Ransick wants revenge. Wes notices Ransick taking medicine to fight off the effects of Venomark's poison, and gets a sample to his father, so they can mass produce a cure for everyone affected. An unexpected visitor from the visitor shows up and shakes up the Rangers"
