binomial_name,country,continent,group,year_last_seen,red_list_category,action_type,action_taken
Cyperus chionocephalus,Ethiopia,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Cyperus multifolius,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Cyperus multifolius,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Cyperus multifolius,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Cyperus multifolius,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Cyperus multifolius,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Cyperus multifolius,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Cyperus rockii,United States,North America,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Cyperus rockii,United States,North America,Flowering Plant,1900-1919,Extinct,Species Management,0
Cyperus rockii,United States,North America,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Cyperus rockii,United States,North America,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Cyperus rockii,United States,North America,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Cyperus rockii,United States,North America,Flowering Plant,1900-1919,Extinct,Unknown,1
Cyphostemma michelii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Cyphostemma michelii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Cyphostemma michelii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Cyphostemma michelii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Cyphostemma michelii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Cyphostemma michelii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Cyrtandra crenata,United States,North America,Flowering Plant,1940-1959,Extinct,Land & Water Protection,1
Cyrtandra crenata,United States,North America,Flowering Plant,1940-1959,Extinct,Species Management,0
Cyrtandra crenata,United States,North America,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Cyrtandra crenata,United States,North America,Flowering Plant,1940-1959,Extinct,Research & Monitoring,1
Cyrtandra crenata,United States,North America,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Cyrtandra crenata,United States,North America,Flowering Plant,1940-1959,Extinct,Unknown,0
Cyrtandra olona,United States,North America,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Cyrtandra olona,United States,North America,Flowering Plant,1900-1919,Extinct,Species Management,0
Cyrtandra olona,United States,North America,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Cyrtandra olona,United States,North America,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Cyrtandra olona,United States,North America,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Cyrtandra olona,United States,North America,Flowering Plant,1900-1919,Extinct,Unknown,1
Cyrtandra waiolani,United States,North America,Flowering Plant,1940-1959,Extinct in the Wild,Land & Water Protection,0
Cyrtandra waiolani,United States,North America,Flowering Plant,1940-1959,Extinct in the Wild,Species Management,0
Cyrtandra waiolani,United States,North America,Flowering Plant,1940-1959,Extinct in the Wild,Law & Policy,0
Cyrtandra waiolani,United States,North America,Flowering Plant,1940-1959,Extinct in the Wild,Research & Monitoring,0
Cyrtandra waiolani,United States,North America,Flowering Plant,1940-1959,Extinct in the Wild,Education & Awareness,0
Cyrtandra waiolani,United States,North America,Flowering Plant,1940-1959,Extinct in the Wild,Unknown,1
Dalea sabinalis,United States,North America,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Dalea sabinalis,United States,North America,Flowering Plant,1940-1959,Extinct,Species Management,0
Dalea sabinalis,United States,North America,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Dalea sabinalis,United States,North America,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Dalea sabinalis,United States,North America,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Dalea sabinalis,United States,North America,Flowering Plant,1940-1959,Extinct,Unknown,1
Delilia inelegans,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Delilia inelegans,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Delilia inelegans,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Delilia inelegans,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Delilia inelegans,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Delilia inelegans,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Delissea niihauensis,United States,North America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Delissea niihauensis,United States,North America,Flowering Plant,Before 1900,Extinct,Species Management,0
Delissea niihauensis,United States,North America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Delissea niihauensis,United States,North America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Delissea niihauensis,United States,North America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Delissea niihauensis,United States,North America,Flowering Plant,Before 1900,Extinct,Unknown,1
Delissea rhytidosperma,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Land & Water Protection,1
Delissea rhytidosperma,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Species Management,1
Delissea rhytidosperma,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Law & Policy,0
Delissea rhytidosperma,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Research & Monitoring,1
Delissea rhytidosperma,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Education & Awareness,0
Delissea rhytidosperma,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Delissea subcordata,United States,North America,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Delissea subcordata,United States,North America,Flowering Plant,1920-1939,Extinct,Species Management,0
Delissea subcordata,United States,North America,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Delissea subcordata,United States,North America,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Delissea subcordata,United States,North America,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Delissea subcordata,United States,North America,Flowering Plant,1920-1939,Extinct,Unknown,1
Delissea takeuchii,United States,North America,Flowering Plant,1980-1999,Extinct,Land & Water Protection,0
Delissea takeuchii,United States,North America,Flowering Plant,1980-1999,Extinct,Species Management,0
Delissea takeuchii,United States,North America,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Delissea takeuchii,United States,North America,Flowering Plant,1980-1999,Extinct,Research & Monitoring,1
Delissea takeuchii,United States,North America,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Delissea takeuchii,United States,North America,Flowering Plant,1980-1999,Extinct,Unknown,0
Delissea undulata,United States,North America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Delissea undulata,United States,North America,Flowering Plant,Before 1900,Extinct,Species Management,0
Delissea undulata,United States,North America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Delissea undulata,United States,North America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Delissea undulata,United States,North America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Delissea undulata,United States,North America,Flowering Plant,Before 1900,Extinct,Unknown,1
Delonix tomentosa,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Delonix tomentosa,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Delonix tomentosa,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Delonix tomentosa,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Delonix tomentosa,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Delonix tomentosa,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Dendrobium bandaense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Land & Water Protection,1
Dendrobium bandaense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Species Management,0
Dendrobium bandaense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Dendrobium bandaense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Dendrobium bandaense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Dendrobium bandaense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Unknown,0
Dendrobium brillianum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Dendrobium brillianum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Species Management,1
Dendrobium brillianum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Dendrobium brillianum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Dendrobium brillianum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Dendrobium brillianum,Indonesia,Oceania,Flowering Plant,1900-1919,Extinct,Unknown,0
Devillea flagelliformis,Brazil,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Devillea flagelliformis,Brazil,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Devillea flagelliformis,Brazil,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Devillea flagelliformis,Brazil,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Devillea flagelliformis,Brazil,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Devillea flagelliformis,Brazil,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Dicoma pretoriensis,South Africa,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Dicoma pretoriensis,South Africa,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Dicoma pretoriensis,South Africa,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Dicoma pretoriensis,South Africa,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Dicoma pretoriensis,South Africa,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Dicoma pretoriensis,South Africa,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Dillenia fischeri,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Dillenia fischeri,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Species Management,0
Dillenia fischeri,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Dillenia fischeri,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Dillenia fischeri,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Dillenia fischeri,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Unknown,1
Diospyros katendei,Uganda,Africa,Flowering Plant,2000-2020,Extinct,Land & Water Protection,0
Diospyros katendei,Uganda,Africa,Flowering Plant,2000-2020,Extinct,Species Management,0
Diospyros katendei,Uganda,Africa,Flowering Plant,2000-2020,Extinct,Law & Policy,0
Diospyros katendei,Uganda,Africa,Flowering Plant,2000-2020,Extinct,Research & Monitoring,0
Diospyros katendei,Uganda,Africa,Flowering Plant,2000-2020,Extinct,Education & Awareness,0
Diospyros katendei,Uganda,Africa,Flowering Plant,2000-2020,Extinct,Unknown,1
Diospyros ketsensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Diospyros ketsensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Diospyros ketsensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Diospyros ketsensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Diospyros ketsensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Diospyros ketsensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Diospyros subtrinervis,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Diospyros subtrinervis,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Species Management,0
Diospyros subtrinervis,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Diospyros subtrinervis,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Diospyros subtrinervis,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Diospyros subtrinervis,Madagascar,Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Diplazium laffanianum,Bermuda,North America,Ferns and Allies,1900-1919,Extinct in the Wild,Land & Water Protection,0
Diplazium laffanianum,Bermuda,North America,Ferns and Allies,1900-1919,Extinct in the Wild,Species Management,1
Diplazium laffanianum,Bermuda,North America,Ferns and Allies,1900-1919,Extinct in the Wild,Law & Policy,0
Diplazium laffanianum,Bermuda,North America,Ferns and Allies,1900-1919,Extinct in the Wild,Research & Monitoring,0
Diplazium laffanianum,Bermuda,North America,Ferns and Allies,1900-1919,Extinct in the Wild,Education & Awareness,0
Diplazium laffanianum,Bermuda,North America,Ferns and Allies,1900-1919,Extinct in the Wild,Unknown,0
Diplazium ulugurense,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Land & Water Protection,0
Diplazium ulugurense,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Species Management,0
Diplazium ulugurense,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Law & Policy,0
Diplazium ulugurense,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Research & Monitoring,0
Diplazium ulugurense,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Education & Awareness,0
Diplazium ulugurense,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Unknown,1
Discocactus subterraneo-proliferans,Brazil,South America,Flowering Plant,1980-1999,Extinct in the Wild,Land & Water Protection,0
Discocactus subterraneo-proliferans,Brazil,South America,Flowering Plant,1980-1999,Extinct in the Wild,Species Management,1
Discocactus subterraneo-proliferans,Brazil,South America,Flowering Plant,1980-1999,Extinct in the Wild,Law & Policy,1
Discocactus subterraneo-proliferans,Brazil,South America,Flowering Plant,1980-1999,Extinct in the Wild,Research & Monitoring,0
Discocactus subterraneo-proliferans,Brazil,South America,Flowering Plant,1980-1999,Extinct in the Wild,Education & Awareness,0
Discocactus subterraneo-proliferans,Brazil,South America,Flowering Plant,1980-1999,Extinct in the Wild,Unknown,0
Disperis bosseri,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Disperis bosseri,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Species Management,1
Disperis bosseri,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,1
Disperis bosseri,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Disperis bosseri,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Disperis bosseri,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Disperis egregia,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Disperis egregia,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Disperis egregia,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Disperis egregia,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Disperis egregia,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Disperis egregia,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Dissotis longisepala,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Dissotis longisepala,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Dissotis longisepala,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Dissotis longisepala,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Dissotis longisepala,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Dissotis longisepala,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Dombeya macropoda,Madagascar,Africa,Flowering Plant,1980-1999,Extinct,Land & Water Protection,1
Dombeya macropoda,Madagascar,Africa,Flowering Plant,1980-1999,Extinct,Species Management,0
Dombeya macropoda,Madagascar,Africa,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Dombeya macropoda,Madagascar,Africa,Flowering Plant,1980-1999,Extinct,Research & Monitoring,0
Dombeya macropoda,Madagascar,Africa,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Dombeya macropoda,Madagascar,Africa,Flowering Plant,1980-1999,Extinct,Unknown,0
Dombeya micrantha,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
