ori,county,latitude,longitude,state_abbr,state,agency_name,agency_type,is_nibrs,nibrs_start_date
KY0070200,BELL,36.72268,-83.681046,KY,Kentucky,Pineville Police Department,City,TRUE,2009-01-01
KY0071000,BELL,NA,NA,KY,Kentucky,Bell County School District,NA,TRUE,2022-01-01
KY0100100,BOYD,38.360004000000004,-82.681406,KY,Kentucky,Ashland Police Department,City,TRUE,2001-05-01
KY0100000,BOYD,38.360004000000004,-82.681406,KY,Kentucky,Boyd County Sheriff's Office,County,TRUE,2009-01-01
KY0100200,BOYD,38.360004000000004,-82.681406,KY,Kentucky,Catlettsburg Police Department,City,TRUE,2009-01-01
KY0100400,BOYD,38.360004000000004,-82.681406,KY,Kentucky,FIVCO Area Drug Task Force,Other,TRUE,2009-01-01
KY0100900,BOYD,NA,NA,KY,Kentucky,Northeast Kentucky Drug Task Force,NA,TRUE,2019-01-01
KY0260000,CLAY,37.155434,-83.763435,KY,Kentucky,Clay County Sheriff's Office,County,TRUE,2009-01-01
KY0260100,CLAY,37.164466,-83.710762,KY,Kentucky,Manchester Police Department,City,TRUE,2009-01-01
KY0260200,CLAY,37.15577,-83.76407,KY,Kentucky,Clay County Schools,Other,TRUE,2014-01-01
KY0500000,HART,37.313856,-85.881994,KY,Kentucky,Hart County Sheriff's Office,County,TRUE,2009-01-01
KY0500100,HART,37.313856,-85.881994,KY,Kentucky,Horse Cave Police Department,City,TRUE,2009-01-01
KY0500200,HART,37.313856,-85.881994,KY,Kentucky,Munfordville Police Department,City,TRUE,2009-01-01
KY0610000,KNOX,36.887476,-83.85563,KY,Kentucky,Knox County Sheriff's Office,County,TRUE,2009-01-01
KY0610100,KNOX,36.887476,-83.85563,KY,Kentucky,Barbourville Police Department,City,TRUE,2009-01-01
KY0720200,LYON,37.023976,-88.083391,KY,Kentucky,Eddyville Police Department,City,TRUE,2002-01-01
KY0720000,LYON,37.023976,-88.083391,KY,Kentucky,Lyon County Sheriff's Office,County,TRUE,2009-01-01
KY0920000,OHIO,37.477859,-86.844871,KY,Kentucky,Ohio County Sheriff's Office,County,TRUE,2009-01-01
KY0920400,OHIO,37.477859,-86.844871,KY,Kentucky,Centertown Police Department,City,TRUE,2011-04-01
KY0920200,OHIO,37.477859,-86.844871,KY,Kentucky,Beaver Dam Police Department,City,TRUE,2009-01-01
KY0920100,OHIO,37.477859,-86.844871,KY,Kentucky,Hartford Police Department,City,TRUE,2009-01-01
KY0940100,OWEN,38.499588,-84.841492,KY,Kentucky,Owenton Police Department,City,TRUE,2009-01-01
KY0940000,OWEN,38.53603,-84.83784,KY,Kentucky,Owen County Sheriff's Office,County,TRUE,2009-01-01
KY0980200,PIKE,37.482067,-82.402869,KY,Kentucky,Elkhorn City Police Department,City,TRUE,2014-06-01
KY0980000,PIKE,37.482067,-82.402869,KY,Kentucky,Pike County Sheriff's Office,County,TRUE,2009-01-01
KY0980500,PIKE,37.51611,-82.56422,KY,Kentucky,Coal Run Village Police Department,City,TRUE,2009-01-01
KY0980100,PIKE,37.48007,-82.518326,KY,Kentucky,Pikeville Police Department,City,TRUE,2009-01-01
KY1100300,TODD,36.840338,-87.183642,KY,Kentucky,Guthrie Police Department,City,TRUE,2009-01-01
KY1100000,TODD,36.840338,-87.183642,KY,Kentucky,Todd County Sheriff's Office,County,TRUE,2009-01-01
KY1100100,TODD,36.840338,-87.183642,KY,Kentucky,Elkton Police Department,City,TRUE,2009-01-01
KY1100400,TODD,36.840338,-87.183642,KY,Kentucky,Trenton Police Department,City,TRUE,2009-01-01
KY0010000,ADAIR,37.105559,-85.28138,KY,Kentucky,Adair County Sheriff's Office,County,TRUE,2009-01-01
KY0010100,ADAIR,37.10318,-85.30553,KY,Kentucky,Columbia Police Department,City,TRUE,2009-01-01
KY0020000,ALLEN,36.748547,-86.19544,KY,Kentucky,Allen County Sheriff's Office,County,TRUE,2009-01-01
KY0020100,ALLEN,36.75077,-86.192458,KY,Kentucky,Scottsville Police Department,City,TRUE,2009-01-01
KY0080200,BOONE,38.996952,-84.6432,KY,Kentucky,Florence Police Department,City,TRUE,2009-01-01
KY0080000,BOONE,38.974595,-84.731431,KY,Kentucky,Boone County Sheriff's Office,County,TRUE,2009-01-01
KY0080500,BOONE,38.974595,-84.731431,KY,Kentucky,Cincinnati-Northern Kentucky International Airport,Other,TRUE,2009-01-01
KY0110100,BOYLE,37.618104,-84.868352,KY,Kentucky,Danville Police Department,City,TRUE,2009-01-01
KY0110000,BOYLE,37.645885,-84.77323,KY,Kentucky,Boyle County Sheriff's Office,County,TRUE,2009-01-01
KY0110300,BOYLE,37.618104,-84.868352,KY,Kentucky,Perryville Police Department,City,TRUE,2013-09-01
KY0230000,CASEY,37.321962,-84.92822,KY,Kentucky,Casey County Sheriff's Office,County,TRUE,2009-01-01
KY0230100,CASEY,37.321962,-84.92822,KY,Kentucky,Liberty Police Department,City,TRUE,2009-01-01
KY0250000,CLARK,37.99308,-84.17733,KY,Kentucky,Clark County Sheriff's Office,County,TRUE,2009-01-01
KY0250100,CLARK,37.970133,-84.144974,KY,Kentucky,Winchester Police Department,City,TRUE,2009-01-01
KY0250400,CLARK,37.981075,-84.192696,KY,Kentucky,Clark County School System,Other,TRUE,2009-01-01
KY0360100,FLOYD,37.672394,-82.73068,KY,Kentucky,Prestonsburg Police Department,City,TRUE,2009-01-01
KY0360200,FLOYD,37.558283,-82.740337,KY,Kentucky,Wheelwright Police Department,City,TRUE,2010-06-01
KY0360300,FLOYD,37.558283,-82.740337,KY,Kentucky,Martin Police Department,City,TRUE,2011-05-01
KY0360400,FLOYD,37.558283,-82.740337,KY,Kentucky,Wayland Police Department,City,TRUE,2013-06-01
KY0360500,FLOYD,37.558283,-82.740337,KY,Kentucky,Allen Police Department,City,TRUE,2015-05-01
KY0360000,FLOYD,37.558283,-82.740337,KY,Kentucky,Floyd County Sheriff's Office,County,TRUE,2009-01-01
KY0410000,GRANT,38.637524,-84.560555,KY,Kentucky,Grant County Sheriff's Office,County,TRUE,2009-01-01
KY0410100,GRANT,38.64921,-84.625946,KY,Kentucky,Williamstown Police Department,City,TRUE,2009-01-01
KY0410200,GRANT,38.64921,-84.625946,KY,Kentucky,Dry Ridge Police Department,City,TRUE,2009-01-01
KY0440000,GREEN,37.261383,-85.50374,KY,Kentucky,Green County Sheriff's Office,County,TRUE,2009-01-01
KY0440100,GREEN,37.262486,-85.501656,KY,Kentucky,Greensburg Police Department,City,TRUE,2009-01-01
KY0520000,HENRY,38.451561,-85.120079,KY,Kentucky,Henry County Sheriff's Office,County,TRUE,2009-01-01
KY0520200,HENRY,38.451561,-85.120079,KY,Kentucky,Eminence Police Department,City,TRUE,2009-01-01
KY0520400,HENRY,38.451561,-85.120079,KY,Kentucky,Campbellsburg Police Department,City,TRUE,2015-05-01
KY0600200,KNOTT,37.354703,-82.949138,KY,Kentucky,Pippa Passes Police Department,City,TRUE,2015-05-01
KY0600000,KNOTT,37.354703,-82.949138,KY,Kentucky,Knott County Sheriff's Office,County,TRUE,2009-01-01
KY0600500,KNOTT,NA,NA,KY,Kentucky,Knott County Police Department,NA,FALSE,NA
KY0620100,LARUE,37.57546,-85.74037,KY,Kentucky,Hodgenville Police Department,City,TRUE,2009-01-01
KY0620000,LARUE,37.572735,-85.73919,KY,Kentucky,Larue County Sheriff's Office,County,TRUE,2009-01-01
KY0680000,LEWIS,38.532054,-83.37329,KY,Kentucky,Lewis County Sheriff's Office,County,TRUE,2009-01-01
KY0680100,LEWIS,38.532054,-83.37329,KY,Kentucky,Vanceburg Police Department,City,TRUE,2009-01-01
KY0710300,LOGAN,36.859829,-86.881436,KY,Kentucky,Adairville Police Department,City,TRUE,2013-01-01
KY0710400,LOGAN,36.859829,-86.881436,KY,Kentucky,Lewisburg Police Department,City,TRUE,2009-01-01
KY0710200,LOGAN,36.859829,-86.881436,KY,Kentucky,Auburn Police Department,City,TRUE,2009-01-01
KY0710100,LOGAN,36.859829,-86.881436,KY,Kentucky,Russellville Police Department,City,TRUE,2001-01-01
KY0710000,LOGAN,36.859829,-86.881436,KY,Kentucky,Logan County Sheriff's Office,County,TRUE,2009-01-01
KY0710900,LOGAN,-9,-9,KY,Kentucky,South Central Kentucky Drug Task Force,Other,TRUE,2009-01-01
KY0810000,MASON,38.594068,-83.828052,KY,Kentucky,Mason County Sheriff's Office,County,TRUE,2009-01-01
KY0810100,MASON,38.646015,-83.761024,KY,Kentucky,Maysville Police Department,City,TRUE,2009-01-01
KY0820100,MEADE,37.967476,-86.200863,KY,Kentucky,Brandenburg Police Department,City,TRUE,2009-01-01
KY0820200,MEADE,37.938435,-85.990654,KY,Kentucky,Muldraugh Police Department,City,TRUE,2009-04-01
KY0820000,MEADE,38.00081,-86.17289,KY,Kentucky,Meade County Sheriff's Office,County,TRUE,2009-01-01
KY0970100,PERRY,37.241282,-83.217772,KY,Kentucky,Hazard Police Department,City,TRUE,2009-01-01
KY0970000,PERRY,37.241282,-83.217772,KY,Kentucky,Perry County Sheriff's Office,County,TRUE,2009-01-01
KY1030000,ROWAN,38.17511,-83.439575,KY,Kentucky,Rowan County Sheriff's Office,County,TRUE,2009-01-01
KY1030200,ROWAN,38.205852,-83.425949,KY,Kentucky,Morehead State University,University or College,TRUE,2009-01-01
KY1030100,ROWAN,38.180748,-83.43604,KY,Kentucky,Morehead Police Department,City,TRUE,2000-02-01
KY1050000,SCOTT,38.210552,-84.55804,KY,Kentucky,Scott County Sheriff's Office,County,TRUE,2009-01-01
KY1050100,SCOTT,38.289882,-84.579376,KY,Kentucky,Georgetown Police Department,City,TRUE,2008-07-01
KY1050200,SCOTT,38.289882,-84.579376,KY,Kentucky,Stamping Ground Police Department,City,TRUE,2009-01-01
KY1050300,SCOTT,38.289882,-84.579376,KY,Kentucky,Sadieville Police Department,City,TRUE,2009-01-01
KY1110100,TRIGG,36.807681,-87.858652,KY,Kentucky,Cadiz Police Department,City,TRUE,2009-01-01
KY1110000,TRIGG,36.807681,-87.858652,KY,Kentucky,Trigg County Sheriff's Office,County,TRUE,2009-01-01
KY1130300,UNION,37.658029,-87.95165,KY,Kentucky,Uniontown Police Department,City,TRUE,2009-01-01
KY1130200,UNION,37.546783,-87.985085,KY,Kentucky,Sturgis Police Department,City,TRUE,2009-01-01
KY1130100,UNION,37.683617,-87.91654,KY,Kentucky,Morganfield Police Department,City,TRUE,2008-07-01
KY1130000,UNION,37.658029,-87.95165,KY,Kentucky,Union County Sheriff's Office,County,TRUE,2009-01-01
KY1160000,WAYNE,36.949425,-84.81451,KY,Kentucky,Wayne County Sheriff's Office,County,TRUE,2009-01-01
KY1160100,WAYNE,36.94846,-84.81419,KY,Kentucky,Monticello Police Department,City,TRUE,2009-01-01
KY1190000,WOLFE,37.743774,-83.495068,KY,Kentucky,Wolfe County Sheriff's Office,County,TRUE,2009-01-01
KY0050000,BARREN,36.995705,-85.91198,KY,Kentucky,Barren County Sheriff's Office,County,TRUE,2009-01-01
KY0050100,BARREN,36.963614,-85.92499,KY,Kentucky,Glasgow Police Department,City,TRUE,2009-01-01
KY0050200,BARREN,36.963614,-85.92499,KY,Kentucky,Cave City Police Department,City,TRUE,2009-01-01
KY0051100,BARREN,36.99597,-85.91205,KY,Kentucky,Barren County Drug Task Force,Other,TRUE,2009-01-01
KY0160000,BUTLER,37.207013,-86.682471,KY,Kentucky,Butler County Sheriff's Office,County,TRUE,2009-01-01
KY0160100,BUTLER,37.207013,-86.682471,KY,Kentucky,Morgantown Police Department,City,TRUE,2009-01-01
KY0220000,CARTER,38.309555,-83.048821,KY,Kentucky,Carter County Sheriff's Office,County,TRUE,2009-01-01
KY0220100,CARTER,38.3317,-82.94438,KY,Kentucky,Grayson Police Department,City,TRUE,2009-01-01
KY0220200,CARTER,38.309555,-83.048821,KY,Kentucky,Olive Hill Police Department,City,TRUE,2009-01-01
KY0330000,ESTILL,37.69921,-83.9752,KY,Kentucky,Estill County Sheriff's Office,County,TRUE,2009-01-01
KY0330100,ESTILL,37.692449,-83.963983,KY,Kentucky,Irvine Police Department,City,TRUE,2009-01-01
KY0330200,ESTILL,37.685017,-83.95427,KY,Kentucky,Ravenna Police Department,City,TRUE,2010-02-01
KY0380000,FULTON,36.55262,-89.187723,KY,Kentucky,Fulton County Sheriff's Office,County,TRUE,2009-01-01
KY0380100,FULTON,36.55262,-89.187723,KY,Kentucky,Fulton Police Department,City,TRUE,2009-01-01
KY0380200,FULTON,36.55262,-89.187723,KY,Kentucky,Hickman Police Department,City,TRUE,2015-05-01
KY0420000,GRAVES,36.74067,-88.635704,KY,Kentucky,Graves County Sheriff's Office,County,TRUE,2009-01-01
KY0420100,GRAVES,36.741657,-88.637344,KY,Kentucky,Mayfield Police Department,City,TRUE,2009-01-01
KY0420700,GRAVES,36.723344,-88.649897,KY,Kentucky,Graves County Schools,Other,TRUE,2009-01-01
KY0471500,HARDIN,37.682365,-85.89936,KY,Kentucky,Greater Hardin County Narcotics Task Force,Other,TRUE,2009-01-01
KY0470000,HARDIN,37.693172,-85.857796,KY,Kentucky,Hardin County Sheriff's Office,County,TRUE,2009-01-01
KY0470100,HARDIN,37.687885,-85.86853,KY,Kentucky,Elizabethtown Police Department,City,TRUE,2009-01-01
KY0470200,HARDIN,37.838306,-85.94496,KY,Kentucky,Radcliff Police Department,City,TRUE,2008-10-01
KY0470300,HARDIN,37.695836,-85.963183,KY,Kentucky,Vine Grove Police Department,City,TRUE,2009-01-01
KY0470400,HARDIN,38.000317,-85.94753,KY,Kentucky,West Point Police Department,City,TRUE,2009-01-01
KY0480000,HARLAN,36.859223,-83.221497,KY,Kentucky,Harlan County Sheriff's Office,County,TRUE,2009-01-01
KY0480200,HARLAN,36.859223,-83.221497,KY,Kentucky,Harlan Police Department,City,TRUE,2009-01-01
KY0480300,HARLAN,36.859223,-83.221497,KY,Kentucky,Loyall Police Department,City,TRUE,2009-01-01
KY0480400,HARLAN,36.859223,-83.221497,KY,Kentucky,Lynch Police Department,City,TRUE,2009-01-01
KY0480500,HARLAN,36.859223,-83.221497,KY,Kentucky,Evarts Police Department,City,TRUE,2009-01-01
KY0480600,HARLAN,36.859223,-83.221497,KY,Kentucky,Benham Police Department,City,TRUE,2009-01-01
KY0481300,HARLAN,NA,NA,KY,Kentucky,Harlan County Schools ,NA,TRUE,2023-06-01
KY0480100,HARLAN,36.975155,-82.981926,KY,Kentucky,Cumberland Police Department,City,TRUE,2009-01-01
KY0590100,KENTON,38.930477,-84.533492,KY,Kentucky,Covington Police Department,City,TRUE,2009-01-01
KY0590000,KENTON,39.08857,-84.50888,KY,Kentucky,Kenton County Sheriff's Office,County,TRUE,2009-01-01
KY0590400,KENTON,39.05317,-84.53542,KY,Kentucky,Fort Wright Police Department,City,TRUE,2009-01-01
KY0590200,KENTON,39.00639,-84.614204,KY,Kentucky,Elsmere Police Department,City,TRUE,2009-01-01
KY0590300,KENTON,39.023567,-84.60823,KY,Kentucky,Erlanger Police Department,City,TRUE,2009-01-01
KY0590500,KENTON,38.91117,-84.54626,KY,Kentucky,Kenton County Police Department,County,TRUE,2006-07-01
KY0590600,KENTON,39.07152,-84.532616,KY,Kentucky,Park Hills Police Department,City,TRUE,2009-01-01
KY0590700,KENTON,38.930477,-84.533492,KY,Kentucky,Ludlow Police Department,City,TRUE,2009-01-01
KY0591000,KENTON,38.930477,-84.533492,KY,Kentucky,Lakeside Park-Crestview Hills Police Department,City,TRUE,2009-01-01
KY0591100,KENTON,38.977615,-84.50171,KY,Kentucky,Taylor Mill Police Department,City,TRUE,2009-01-01
KY0591200,KENTON,39.051662,-84.59707,KY,Kentucky,Villa Hills Police Department,City,TRUE,2009-01-01
KY0591300,KENTON,38.930477,-84.533492,KY,Kentucky,Fort Mitchell Police Department,City,TRUE,2009-01-01
KY0591700,KENTON,39.00818,-84.56576,KY,Kentucky,Edgewood Police Department,City,TRUE,2009-01-01
KY0591900,KENTON,38.933533,-84.544464,KY,Kentucky,Independence Police Department,City,TRUE,2009-01-01
KY0592600,KENTON,38.930477,-84.533492,KY,Kentucky,Northern Kentucky Drug Strike Force,Other,TRUE,2009-12-01
KY0630100,LAUREL,37.125866,-84.08101,KY,Kentucky,London Police Department,City,TRUE,2009-01-01
KY0630900,LAUREL,NA,NA,KY,Kentucky,Laurel County Public Schools,NA,TRUE,2022-12-01
KYDOA0100,LAUREL,37.094696,-84.00452,KY,Kentucky,Daniel Boone National Forest,Other,TRUE,2015-05-01
KY0630000,LAUREL,37.127853,-84.083916,KY,Kentucky,Laurel County Sheriff's Office,County,TRUE,2009-01-01
KY0660000,LESLIE,37.087846,-83.388617,KY,Kentucky,Leslie County Sheriff's Office,County,TRUE,2012-01-01
KY0660100,LESLIE,37.087846,-83.388617,KY,Kentucky,Hyden Police Department,City,TRUE,2015-05-01
KY0780100,MARION,37.552604,-85.268959,KY,Kentucky,Lebanon Police Department,City,TRUE,2009-01-01
KY0780000,MARION,37.568565,-85.25187,KY,Kentucky,Marion County Sheriff's Office,County,TRUE,2009-01-01
KY0800000,MARTIN,37.796774,-82.506623,KY,Kentucky,Martin County Sheriff's Office,County,TRUE,2009-01-01
KY0750000,MCLEAN,37.530575,-87.262931,KY,Kentucky,McLean County Sheriff's Office,County,TRUE,2009-01-01
KY0840800,MERCER,NA,NA,KY,Kentucky,Mercer County Schools ,NA,TRUE,2023-01-01
KY0840200,MERCER,37.812085,-84.879694,KY,Kentucky,Burgin Police Department,City,TRUE,2016-08-01
KY0840100,MERCER,37.7669,-84.84166,KY,Kentucky,Harrodsburg Police Department,City,TRUE,2009-01-01
KY0840000,MERCER,37.812085,-84.879694,KY,Kentucky,Mercer County Sheriff's Office,County,TRUE,2009-01-01
KY0860000,MONROE,36.69852,-85.695045,KY,Kentucky,Monroe County Sheriff's Office,County,TRUE,2011-03-01
KY0860100,MONROE,36.700085,-85.692024,KY,Kentucky,Tompkinsville Police Department,City,TRUE,2009-01-01
KY0860300,MONROE,36.714077,-85.713508,KY,Kentucky,Fountain Run Police Department,City,TRUE,2015-05-01
KY0880000,MORGAN,37.92294,-83.258944,KY,Kentucky,Morgan County Sheriff's Office,County,TRUE,2016-09-01
KY0880100,MORGAN,37.92294,-83.258944,KY,Kentucky,West Liberty Police Department,City,TRUE,2009-01-01
KY0900100,NELSON,37.81244,-85.46941,KY,Kentucky,Bardstown Police Department,City,TRUE,2009-01-01
KY0900000,NELSON,37.806103,-85.45096,KY,Kentucky,Nelson County Sheriff's Office,County,TRUE,2009-01-01
KY0900200,NELSON,37.803188,-85.465955,KY,Kentucky,Bloomfield Police Department,City,TRUE,2012-01-01
KY0900700,NELSON,NA,NA,KY,Kentucky,Bardstown Schools,NA,TRUE,2022-01-01
KY0930100,OLDHAM,38.410076,-85.37376,KY,Kentucky,La Grange Police Department,City,TRUE,2009-01-01
KY0930000,OLDHAM,38.41098,-85.461105,KY,Kentucky,Oldham County Sheriff's Office,County,TRUE,2009-01-01
KY0930300,OLDHAM,38.310127,-85.488525,KY,Kentucky,Pewee Valley Police Department,City,TRUE,2009-01-01
KY0930400,OLDHAM,38.41098,-85.461105,KY,Kentucky,Oldham County Police Department,County,TRUE,2009-01-01
KY0950000,OWSLEY,37.423614,-83.691628,KY,Kentucky,Owsley County Sheriff's Office,County,TRUE,2011-01-01
KY0950100,OWSLEY,37.423614,-83.691628,KY,Kentucky,Booneville Police Department,City,TRUE,2015-05-01
KY0990100,POWELL,37.800423,-83.819883,KY,Kentucky,Stanton Police Department,City,TRUE,2009-01-01
KY0990000,POWELL,37.800423,-83.819883,KY,Kentucky,Powell County Sheriff's Office,County,TRUE,2009-01-01
KY0990200,POWELL,37.800423,-83.819883,KY,Kentucky,Clay City Police Department,City,TRUE,2009-01-01
KY1060900,SHELBY,38.239426,-85.22836,KY,Kentucky,Simpsonville Police Department,City,TRUE,2009-01-01
KY1060000,SHELBY,38.210976,-85.21582,KY,Kentucky,Shelby County Sheriff's Office,County,TRUE,2009-01-01
KY1060100,SHELBY,38.21079,-85.212906,KY,Kentucky,Shelbyville Police Department,City,TRUE,2009-01-01
KY1091000,TAYLOR,NA,NA,KY,Kentucky,Taylor County Schools,NA,TRUE,2021-01-01
KY1090000,TAYLOR,37.33881,-85.34253,KY,Kentucky,Taylor County Sheriff's Office,County,TRUE,2009-01-01
KY1090100,TAYLOR,37.34084,-85.34592,KY,Kentucky,Campbellsville Police Department,City,TRUE,2009-01-01
KY1091100,TAYLOR,NA,NA,KY,Kentucky,Campbellsville Independent Public Schools ,NA,TRUE,2021-01-01
KY1140400,WARREN,36.995634,-86.423579,KY,Kentucky,Woodburn Police Department,City,TRUE,2015-05-01
KY1140300,WARREN,37.05265,-86.20838,KY,Kentucky,Smiths Grove Police Department,City,TRUE,2010-02-01
KY1140500,WARREN,36.992683,-86.44256,KY,Kentucky,Warren County Drug Task Force,Other,TRUE,2015-05-01
KY1140100,WARREN,36.995796,-86.44383,KY,Kentucky,Bowling Green Police Department,City,TRUE,2008-10-01
KY1140000,WARREN,36.992683,-86.44256,KY,Kentucky,Warren County Sheriff's Office,County,TRUE,2009-01-01
KY1140200,WARREN,36.995634,-86.423579,KY,Kentucky,Western Kentucky University,University or College,TRUE,2009-01-01
KY0040000,BALLARD,37.05112,-89.009178,KY,Kentucky,Ballard County Sheriff's Office,County,TRUE,2009-01-01
KY0040300,BALLARD,37.05112,-89.009178,KY,Kentucky,La Center Police Department,City,TRUE,2010-07-01
KY0090000,BOURBON,38.21276,-84.249535,KY,Kentucky,Bourbon County Sheriff's Office,County,TRUE,2009-01-01
KY0090100,BOURBON,38.21166,-84.2516,KY,Kentucky,Paris Police Department,City,TRUE,2009-01-01
KY0090800,BOURBON,NA,NA,KY,Kentucky,Bourbon County Schools,NA,TRUE,2020-11-01
KY0120000,BRACKEN,38.677557,-84.10468,KY,Kentucky,Bracken County Sheriff's Office,County,TRUE,2009-01-01
KY0120100,BRACKEN,38.677557,-84.10468,KY,Kentucky,Augusta Police Department,City,TRUE,2010-02-01
KY0120200,BRACKEN,38.677557,-84.10468,KY,Kentucky,Brooksville Police Department,City,TRUE,2015-05-01
KY0150000,BULLITT,37.969572,-85.703036,KY,Kentucky,Bullitt County Sheriff's Office,County,TRUE,2009-01-01
KY0150100,BULLITT,37.969572,-85.703036,KY,Kentucky,Shepherdsville Police Department,City,TRUE,2010-01-01
KY0150200,BULLITT,37.969572,-85.703036,KY,Kentucky,Lebanon Junction Police Department,City,TRUE,2010-01-01
KY0150300,BULLITT,37.969572,-85.703036,KY,Kentucky,Mount Washington Police Department,City,TRUE,2009-01-01
KY0150500,BULLITT,38.079086,-85.676926,KY,Kentucky,Hillview Police Department,City,TRUE,2009-01-01
KY0150600,BULLITT,37.969572,-85.703036,KY,Kentucky,Pioneer Village Police Department,City,TRUE,2009-01-01
KY0210000,CARROLL,38.73744,-85.061615,KY,Kentucky,Carroll County Sheriff's Office,County,TRUE,2010-01-01
KY0210100,CARROLL,38.668284,-85.124083,KY,Kentucky,Carrollton Police Department,City,TRUE,2000-01-01
KY0270000,CLINTON,36.728865,-85.153426,KY,Kentucky,Clinton County Sheriff's Office,County,TRUE,2012-01-01
KY0270100,CLINTON,36.728865,-85.153426,KY,Kentucky,Albany Police Department,City,TRUE,2009-01-01
KY0300000,DAVIESS,37.774654,-87.11237,KY,Kentucky,Daviess County Sheriff's Office,County,TRUE,1999-01-01
KY0300100,DAVIESS,37.731671,-87.087139,KY,Kentucky,Owensboro Police Department,City,TRUE,2007-01-01
KY0320000,ELLIOTT,38.115438,-83.097209,KY,Kentucky,Elliott County Sheriff's Office,County,TRUE,2012-01-01
KY0340000,FAYETTE,38.047245,-84.49579,KY,Kentucky,Fayette County Sheriff's Office,County,TRUE,2015-05-01
KY034019P,FAYETTE,NA,NA,KY,Kentucky,Transylvania University,NA,TRUE,2009-01-01
KY0340200,FAYETTE,38.045673,-84.496284,KY,Kentucky,Lexington Police Department,City,TRUE,2010-10-01
KY0340300,FAYETTE,38.037777,-84.4997,KY,Kentucky,University of Kentucky,University or College,TRUE,2001-01-01
KY0340400,FAYETTE,38.036545,-84.48592,KY,Kentucky,Fayette County Schools,Other,TRUE,2009-01-01
