name,id,name_type,class,mass,fall,year,lat,long,geolocation
Frontier Mountain 01089,10272,Valid,Ureilite,2.1,Found,2001,-72.95222,160.45556,"(-72.95222, 160.45556)"
Frontier Mountain 01090,10273,Valid,LL(L)3,9.9,Found,2001,-72.95222,160.46028,"(-72.95222, 160.46028)"
Frontier Mountain 01091,10274,Valid,L4,1.6,Found,2001,-72.95194,160.45444,"(-72.95194, 160.45444)"
Frontier Mountain 01092,10275,Valid,H3-6,4.9,Found,2001,-72.95194,160.45444,"(-72.95194, 160.45444)"
Frontier Mountain 01093,10276,Valid,L6,26.4,Found,2001,-72.95194,160.45556,"(-72.95194, 160.45556)"
Frontier Mountain 01094,10277,Valid,L/LL3,3.7,Found,2001,-72.95361,160.45306,"(-72.95361, 160.45306)"
Frontier Mountain 01095,10278,Valid,H6,21.6,Found,2001,-72.95333,160.46083,"(-72.95333, 160.46083)"
Frontier Mountain 01096,10279,Valid,H6,3.3,Found,2001,-72.95333,160.46194,"(-72.95333, 160.46194)"
Frontier Mountain 01097,10280,Valid,L6,0.9,Found,2001,-72.95417,160.43833,"(-72.95417, 160.43833)"
Frontier Mountain 01098,10281,Valid,L6,10.1,Found,2001,-72.95167,160.51167,"(-72.95167, 160.51167)"
Frontier Mountain 01099,10282,Valid,H5-6,3.7,Found,2001,-72.95167,160.51167,"(-72.95167, 160.51167)"
Frontier Mountain 01100,10283,Valid,H4,11.3,Found,2001,-72.95167,160.51167,"(-72.95167, 160.51167)"
Frontier Mountain 01101,10284,Valid,LL4,2.2,Found,2001,-72.95194,160.46056,"(-72.95194, 160.46056)"
Frontier Mountain 01102,10285,Valid,H4,17.4,Found,2001,-72.95222,160.46139,"(-72.95222, 160.46139)"
Frontier Mountain 01103,10286,Valid,L4,2,Found,2001,-72.95417,160.41306,"(-72.95417, 160.41306)"
Frontier Mountain 01104,10287,Valid,H4/5,13.9,Found,2001,-72.95167,160.51111,"(-72.95167, 160.51111)"
Frontier Mountain 01105,10288,Valid,H6,2.5,Found,2001,-72.95028,160.51194,"(-72.95028, 160.51194)"
Frontier Mountain 01106,10289,Valid,H5,9.5,Found,2001,-72.95194,160.50833,"(-72.95194, 160.50833)"
Frontier Mountain 01107,10290,Valid,L4,9.2,Found,2001,-72.95222,160.50611,"(-72.95222, 160.50611)"
Frontier Mountain 01108,10291,Valid,H6,11.7,Found,2001,-72.95278,160.46528,"(-72.95278, 160.46528)"
Frontier Mountain 01109,10292,Valid,H6,4.7,Found,2001,-72.95278,160.46361,"(-72.95278, 160.46361)"
Frontier Mountain 01110,10293,Valid,H6,0.8,Found,2001,-72.95222,160.4625,"(-72.95222, 160.4625)"
Frontier Mountain 01111,10294,Valid,L4,5,Found,2001,-72.95167,160.51167,"(-72.95167, 160.51167)"
Frontier Mountain 01112,10295,Valid,L4,37,Found,2001,-72.95306,160.49861,"(-72.95306, 160.49861)"
Frontier Mountain 01113,10296,Valid,H6,31.2,Found,2001,-72.95417,160.46222,"(-72.95417, 160.46222)"
Frontier Mountain 01114,10297,Valid,H6,0.3,Found,2001,-72.95194,160.45917,"(-72.95194, 160.45917)"
Frontier Mountain 01115,10298,Valid,H3,3.4,Found,2001,-72.95278,160.52056,"(-72.95278, 160.52056)"
Frontier Mountain 01116,10299,Valid,H3,4.6,Found,2001,-72.99444,160.40056,"(-72.99444, 160.40056)"
Frontier Mountain 01117,10300,Valid,H3/4,11.2,Found,2001,-72.97056,160.52306,"(-72.97056, 160.52306)"
Frontier Mountain 01118,10301,Valid,H6,4.7,Found,2001,-72.99083,160.40444,"(-72.99083, 160.40444)"
Frontier Mountain 01119,10302,Valid,H3,7.2,Found,2001,-72.99194,160.4,"(-72.99194, 160.4)"
Frontier Mountain 01120,10303,Valid,H3,0.5,Found,2001,-72.99194,160.40028,"(-72.99194, 160.40028)"
Frontier Mountain 01121,10304,Valid,H5,5.1,Found,2001,-72.95222,160.4625,"(-72.95222, 160.4625)"
Frontier Mountain 01122,10305,Valid,H4-5,3.5,Found,2001,-72.95194,160.46361,"(-72.95194, 160.46361)"
Frontier Mountain 01123,10306,Valid,H6,0.7,Found,2001,-72.95167,160.46306,"(-72.95167, 160.46306)"
Frontier Mountain 01124,10307,Valid,H6,3.2,Found,2001,-72.9525,160.465,"(-72.9525, 160.465)"
Frontier Mountain 01125,10308,Valid,H6,0.3,Found,2001,-72.95194,160.46722,"(-72.95194, 160.46722)"
Frontier Mountain 01126,10309,Valid,L6,1.3,Found,2001,-72.95167,160.46306,"(-72.95167, 160.46306)"
Frontier Mountain 01127,10310,Valid,H6,2.9,Found,2001,-72.95194,160.45944,"(-72.95194, 160.45944)"
Frontier Mountain 01128,10311,Valid,L3,0.8,Found,2001,-72.95222,160.45917,"(-72.95222, 160.45917)"
Frontier Mountain 01129,10312,Valid,H6,0.3,Found,2001,-72.95306,160.45667,"(-72.95306, 160.45667)"
Frontier Mountain 01130,10313,Valid,H3,3.6,Found,2001,-72.99222,160.39972,"(-72.99222, 160.39972)"
Frontier Mountain 01131,10314,Valid,H3,2,Found,2001,-72.99222,160.39972,"(-72.99222, 160.39972)"
Frontier Mountain 01132,10315,Valid,L6,4.6,Found,2001,-72.9925,160.4,"(-72.9925, 160.4)"
Frontier Mountain 01134,10316,Valid,H5,18.2,Found,2001,-72.99222,160.4,"(-72.99222, 160.4)"
Frontier Mountain 01135,10317,Valid,H5,1.9,Found,2001,-72.9925,160.40167,"(-72.9925, 160.40167)"
Frontier Mountain 01136,10318,Valid,H3,2.4,Found,2001,-72.99361,160.41389,"(-72.99361, 160.41389)"
Frontier Mountain 01137,10319,Valid,H5,19.6,Found,2001,-72.99222,160.39611,"(-72.99222, 160.39611)"
Frontier Mountain 01138,10320,Valid,H3,4.2,Found,2001,-72.99472,160.39972,"(-72.99472, 160.39972)"
Frontier Mountain 01139,10321,Valid,H6,2.2,Found,2001,-72.99472,160.39972,"(-72.99472, 160.39972)"
Frontier Mountain 01140,10322,Valid,H6,38.2,Found,2001,-72.9775,160.51083,"(-72.9775, 160.51083)"
Frontier Mountain 01141,10323,Valid,H5/6,13.9,Found,2001,-72.99222,160.40028,"(-72.99222, 160.40028)"
Frontier Mountain 01142,10324,Valid,H4,0.8,Found,2001,-72.99222,160.4,"(-72.99222, 160.4)"
Frontier Mountain 01143,10325,Valid,H3,1.4,Found,2001,-72.99222,160.4,"(-72.99222, 160.4)"
Frontier Mountain 01144,10326,Valid,H3,8.4,Found,2001,-72.99306,160.40028,"(-72.99306, 160.40028)"
Frontier Mountain 01145,10327,Valid,H4,12.3,Found,2001,-72.99306,160.40056,"(-72.99306, 160.40056)"
Frontier Mountain 01146,10328,Valid,H6,1,Found,2001,-72.99278,160.40694,"(-72.99278, 160.40694)"
Frontier Mountain 01147,10329,Valid,Ureilite,0.5,Found,2001,-72.97361,160.33806,"(-72.97361, 160.33806)"
Frontier Mountain 01148,10330,Valid,L4,3.3,Found,2001,-72.93417,160.64861,"(-72.93417, 160.64861)"
Frontier Mountain 01149,10331,Valid,H4,1.5,Found,2001,-72.98833,160.34667,"(-72.98833, 160.34667)"
Frontier Mountain 01150,10332,Valid,H6,11,Found,2001,-72.95972,160.64889,"(-72.95972, 160.64889)"
Frontier Mountain 01151,10333,Valid,H3,3.6,Found,2001,-72.98778,160.40083,"(-72.98778, 160.40083)"
Frontier Mountain 01152,10334,Valid,H4,1.5,Found,2001,-72.98806,160.39917,"(-72.98806, 160.39917)"
Frontier Mountain 01153,10335,Valid,H3,6.7,Found,2001,-72.98833,160.40139,"(-72.98833, 160.40139)"
Frontier Mountain 01154,10336,Valid,H3-5,8.9,Found,2001,-72.98833,160.40139,"(-72.98833, 160.40139)"
Frontier Mountain 01155,10337,Valid,H3,0.3,Found,2001,-72.98833,160.40139,"(-72.98833, 160.40139)"
Frontier Mountain 01156,10338,Valid,H3/4,0.1,Found,2001,-72.98944,160.40222,"(-72.98944, 160.40222)"
Frontier Mountain 01157,10339,Valid,H5,0.7,Found,2001,-72.98944,160.40222,"(-72.98944, 160.40222)"
Frontier Mountain 01158,10340,Valid,H5/6,0.6,Found,2001,-72.98944,160.40222,"(-72.98944, 160.40222)"
Frontier Mountain 01159,10341,Valid,H3,0.6,Found,2001,-72.98944,160.40222,"(-72.98944, 160.40222)"
Frontier Mountain 01160,10342,Valid,H3,0.9,Found,2001,-72.98972,160.40306,"(-72.98972, 160.40306)"
Frontier Mountain 01161,10343,Valid,H5,0.3,Found,2001,-72.9925,160.39528,"(-72.9925, 160.39528)"
Frontier Mountain 01162,10344,Valid,H3,2.5,Found,2001,-72.99333,160.4,"(-72.99333, 160.4)"
Frontier Mountain 01163,10345,Valid,H3,0.9,Found,2001,-72.99333,160.4,"(-72.99333, 160.4)"
Frontier Mountain 01164,10346,Valid,H4,0.8,Found,2001,-72.98944,160.40278,"(-72.98944, 160.40278)"
Frontier Mountain 01165,10347,Valid,H3/4,4.5,Found,2001,-72.98917,160.40417,"(-72.98917, 160.40417)"
Frontier Mountain 01166,10348,Valid,H5,5.5,Found,2001,-72.98694,160.40833,"(-72.98694, 160.40833)"
Frontier Mountain 01167,10349,Valid,H6,3.9,Found,2001,-72.95194,160.52222,"(-72.95194, 160.52222)"
Frontier Mountain 01168,10350,Valid,H5,4,Found,2001,-72.95167,160.52139,"(-72.95167, 160.52139)"
Frontier Mountain 01169,10351,Valid,H6,6.2,Found,2001,-72.95278,160.52222,"(-72.95278, 160.52222)"
Frontier Mountain 01170,10352,Valid,H4-5,4.9,Found,2001,-72.9525,160.52389,"(-72.9525, 160.52389)"
Frontier Mountain 01171,10353,Valid,H6,3.8,Found,2001,-72.9525,160.46944,"(-72.9525, 160.46944)"
Frontier Mountain 01172,10354,Valid,L3,150.2,Found,2001,-72.97222,160.33833,"(-72.97222, 160.33833)"
Frontier Mountain 03001,10355,Valid,Lodranite,1.5,Found,2003,-72.95386,160.49097,"(-72.95386, 160.49097)"
Frontier Mountain 03002,10356,Valid,H6,12.7,Found,2003,-72.95292,160.49742,"(-72.95292, 160.49742)"
Frontier Mountain 03003,10357,Valid,H3,15.3,Found,2003,-72.95275,160.49733,"(-72.95275, 160.49733)"
Frontier Mountain 03004,10358,Valid,H5/6,4.5,Found,2003,-72.95275,160.4975,"(-72.95275, 160.4975)"
Frontier Mountain 03005,30566,Valid,EL4,20.66,Found,2004,-72.95514,160.38425,"(-72.95514, 160.38425)"
Frontier Mountain 03006,10359,Valid,H6,8.4,Found,2003,-72.95219,160.50636,"(-72.95219, 160.50636)"
Frontier Mountain 03007,10360,Valid,H5,1.8,Found,2003,-72.95236,160.50719,"(-72.95236, 160.50719)"
Frontier Mountain 03008,30567,Valid,H6,4.67,Found,2003,-72.95111,160.51078,"(-72.95111, 160.51078)"
Frontier Mountain 03009,30568,Valid,H6,7.13,Found,2003,-72.95131,160.51306,"(-72.95131, 160.51306)"
Frontier Mountain 03010,30569,Valid,L6,10.1,Found,2003,-72.95131,160.51306,"(-72.95131, 160.51306)"
Frontier Mountain 03011,30570,Valid,LL3,8.64,Found,2003,-72.95169,160.51428,"(-72.95169, 160.51428)"
Frontier Mountain 03012,30571,Valid,H5,10.5,Found,2003,-72.95169,160.51428,"(-72.95169, 160.51428)"
Frontier Mountain 03013,30572,Valid,H~5,1.41,Found,2003,-72.95186,160.51403,"(-72.95186, 160.51403)"
Frontier Mountain 03014,30573,Valid,H5,3.26,Found,2003,-72.95147,160.51397,"(-72.95147, 160.51397)"
Frontier Mountain 03015,30574,Valid,H5,2.65,Found,2003,-72.95217,160.52081,"(-72.95217, 160.52081)"
Frontier Mountain 03016,30575,Valid,H5,2.71,Found,2003,-72.95233,160.52183,"(-72.95233, 160.52183)"
Frontier Mountain 03017,30576,Valid,H5,17.39,Found,2003,-72.95272,160.48664,"(-72.95272, 160.48664)"
Frontier Mountain 03018,30577,Valid,H6,3.99,Found,2003,-72.95308,160.4765,"(-72.95308, 160.4765)"
Frontier Mountain 03019,30578,Valid,H6,9.02,Found,2003,-72.95269,160.47017,"(-72.95269, 160.47017)"
Frontier Mountain 03020,30579,Valid,L6,1.36,Found,2003,-72.95269,160.47017,"(-72.95269, 160.47017)"
Frontier Mountain 03021,10361,Valid,H6,7.3,Found,2003,-72.95114,160.46364,"(-72.95114, 160.46364)"
Frontier Mountain 03022,30580,Valid,Ureilite-pmict,2.47,Found,2003,-72.95089,160.45994,"(-72.95089, 160.45994)"
Frontier Mountain 03023,30581,Valid,H6,1.84,Found,2003,-72.95175,160.45458,"(-72.95175, 160.45458)"
Frontier Mountain 03024,30582,Valid,H4,1.53,Found,2003,-72.95267,160.45167,"(-72.95267, 160.45167)"
Frontier Mountain 03025,30583,Valid,H6,3,Found,2003,-72.95261,160.44547,"(-72.95261, 160.44547)"
Frontier Mountain 03026,30584,Valid,L6,7.76,Found,2003,-72.95422,160.45097,"(-72.95422, 160.45097)"
Frontier Mountain 03027,30585,Valid,L3-6,5,Found,2003,-72.95275,160.49819,"(-72.95275, 160.49819)"
Frontier Mountain 03028,30586,Valid,H5,10.17,Found,2003,-72.95275,160.49833,"(-72.95275, 160.49833)"
Frontier Mountain 03029,30587,Valid,H5,26.11,Found,2003,-72.95275,160.49833,"(-72.95275, 160.49833)"
Frontier Mountain 03030,30588,Valid,L4,28.1,Found,2003,-72.95275,160.49856,"(-72.95275, 160.49856)"
Frontier Mountain 03031,30589,Valid,H6,3.44,Found,2003,-72.95203,160.50939,"(-72.95203, 160.50939)"
Frontier Mountain 03032,30590,Valid,L6,2.97,Found,2003,-72.95203,160.50939,"(-72.95203, 160.50939)"
Frontier Mountain 03033,30591,Valid,H~5,2.55,Found,2003,-72.95203,160.50939,"(-72.95203, 160.50939)"
Frontier Mountain 03034,30592,Valid,H5,6.74,Found,2003,-72.95156,160.51194,"(-72.95156, 160.51194)"
Frontier Mountain 03035,30593,Valid,L5,9.96,Found,2003,-72.9515,160.51303,"(-72.9515, 160.51303)"
Frontier Mountain 03036,30594,Valid,H5,7.18,Found,2003,-72.95144,160.51325,"(-72.95144, 160.51325)"
Frontier Mountain 03037,30595,Valid,L4,4.47,Found,2003,-72.95144,160.51325,"(-72.95144, 160.51325)"
Frontier Mountain 03038,30596,Valid,L3,3.15,Found,2003,-72.95161,160.51372,"(-72.95161, 160.51372)"
Frontier Mountain 03039,30597,Valid,H5,1.31,Found,2003,-72.95161,160.51408,"(-72.95161, 160.51408)"
Frontier Mountain 03040,30598,Valid,H5,3.35,Found,2003,-72.95161,160.51408,"(-72.95161, 160.51408)"
Frontier Mountain 03041,30599,Valid,H3-4,12.31,Found,2003,-72.95108,160.51425,"(-72.95108, 160.51425)"
Frontier Mountain 03042,30600,Valid,H4,15.47,Found,2003,-72.95136,160.51608,"(-72.95136, 160.51608)"
Frontier Mountain 03043,30601,Valid,H4-5,6.32,Found,2003,-72.95192,160.51983,"(-72.95192, 160.51983)"
Frontier Mountain 03044,30602,Valid,H6,5.4,Found,2003,-72.95194,160.52222,"(-72.95194, 160.52222)"
Frontier Mountain 03045,30603,Valid,H6,3.71,Found,2003,-72.95194,160.52222,"(-72.95194, 160.52222)"
Frontier Mountain 03046,30604,Valid,H5-6,11.55,Found,2003,-72.95217,160.5225,"(-72.95217, 160.5225)"
Frontier Mountain 03047,30605,Valid,H4/5,8.23,Found,2003,-72.95333,160.48944,"(-72.95333, 160.48944)"
Frontier Mountain 03048,30606,Valid,H6,9.75,Found,2003,-72.95258,160.46725,"(-72.95258, 160.46725)"
Frontier Mountain 03049,30607,Valid,L3,8.18,Found,2003,-72.95222,160.46639,"(-72.95222, 160.46639)"
Frontier Mountain 03050,30608,Valid,L3,11.77,Found,2003,-72.95222,160.46639,"(-72.95222, 160.46639)"
Frontier Mountain 03051,30609,Valid,H6,5.54,Found,2003,-72.95358,160.49214,"(-72.95358, 160.49214)"
Frontier Mountain 03052,30610,Valid,H6,4.51,Found,2003,-72.95358,160.49214,"(-72.95358, 160.49214)"
Frontier Mountain 03053,30611,Valid,H6,21.54,Found,2003,-72.95281,160.46431,"(-72.95281, 160.46431)"
Frontier Mountain 03054,30612,Valid,L6,0.94,Found,2003,-72.95244,160.46161,"(-72.95244, 160.46161)"
Frontier Mountain 03055,30613,Valid,H4,3.37,Found,2003,-72.95131,160.45906,"(-72.95131, 160.45906)"
Frontier Mountain 03056,30614,Valid,H5,3.84,Found,2003,-72.95164,160.45825,"(-72.95164, 160.45825)"
Frontier Mountain 03057,30615,Valid,L6,61,Found,2003,-72.95275,160.45725,"(-72.95275, 160.45725)"
Frontier Mountain 03058,30616,Valid,H6,2.42,Found,2003,-72.95242,160.44842,"(-72.95242, 160.44842)"
Frontier Mountain 03060,30617,Valid,H6,1.59,Found,2003,-72.95308,160.44036,"(-72.95308, 160.44036)"
Frontier Mountain 03061,30618,Valid,H3-4,1.75,Found,2004,-72.988,160.40606,"(-72.988, 160.40606)"
Frontier Mountain 03062,30619,Valid,H3,1.63,Found,2004,-72.98897,160.40506,"(-72.98897, 160.40506)"
Frontier Mountain 03063,30620,Valid,H5,9.57,Found,2004,-72.99542,160.39733,"(-72.99542, 160.39733)"
Frontier Mountain 03064,30621,Valid,H4,3.51,Found,2004,-72.99542,160.39733,"(-72.99542, 160.39733)"
Frontier Mountain 03065,30622,Valid,H5,26.43,Found,2004,-72.99558,160.39492,"(-72.99558, 160.39492)"
Frontier Mountain 03066,30623,Valid,H6,4.34,Found,2004,-72.99564,160.394,"(-72.99564, 160.394)"
Frontier Mountain 03067,30624,Valid,H3,2.25,Found,2004,-72.99486,160.39028,"(-72.99486, 160.39028)"
Frontier Mountain 03068,30625,Valid,H3,0.73,Found,2004,-72.99517,160.38925,"(-72.99517, 160.38925)"
Frontier Mountain 03069,30626,Valid,H3-6,1.52,Found,2004,-72.99486,160.39875,"(-72.99486, 160.39875)"
Frontier Mountain 03070,30627,Valid,H3,0.46,Found,2004,-72.99453,160.39992,"(-72.99453, 160.39992)"
Frontier Mountain 03071,30628,Valid,H5/6,0.17,Found,2004,-72.95297,160.44314,"(-72.95297, 160.44314)"
Frontier Mountain 03072,30629,Valid,H4,1.94,Found,2004,-72.95336,160.44256,"(-72.95336, 160.44256)"
Frontier Mountain 03073,30630,Valid,H6,0.41,Found,2004,-72.95339,160.44231,"(-72.95339, 160.44231)"
Frontier Mountain 03074,30631,Valid,H5,12.05,Found,2004,-72.95233,160.45447,"(-72.95233, 160.45447)"
Frontier Mountain 03076,30632,Valid,H4,24.27,Found,2003,-72.95397,160.48642,"(-72.95397, 160.48642)"
Frontier Mountain 03077,30633,Valid,H5,352.2,Found,2003,-72.95281,160.44414,"(-72.95281, 160.44414)"
Frontier Mountain 03078,30634,Valid,L6,1.43,Found,2003,-72.95256,160.44364,"(-72.95256, 160.44364)"
Frontier Mountain 03079,30635,Valid,H6,19.1,Found,2003,-72.95414,160.44164,"(-72.95414, 160.44164)"
Frontier Mountain 03080,30636,Valid,H3,2.05,Found,2003,-72.98778,160.40728,"(-72.98778, 160.40728)"
Frontier Mountain 03081,30637,Valid,H4,42.9,Found,2003,-72.98886,160.40603,"(-72.98886, 160.40603)"
Frontier Mountain 03082,30638,Valid,H4-6,3.16,Found,2003,-72.99531,160.39394,"(-72.99531, 160.39394)"
Frontier Mountain 03083,30639,Valid,H3-6,8.25,Found,2003,-72.99547,160.39372,"(-72.99547, 160.39372)"
Frontier Mountain 03084,30640,Valid,H3-5,2.51,Found,2003,-72.99547,160.39372,"(-72.99547, 160.39372)"
Frontier Mountain 03085,30641,Valid,H5,19.51,Found,2003,-72.99478,160.39561,"(-72.99478, 160.39561)"
Frontier Mountain 03086,30642,Valid,H5,14.96,Found,2003,-72.95669,160.47436,"(-72.95669, 160.47436)"
Frontier Mountain 03087,30643,Valid,H4,8.76,Found,2004,-72.96133,160.69708,"(-72.96133, 160.69708)"
Frontier Mountain 03088,30644,Valid,H4,16.07,Found,2004,-72.96433,160.68992,"(-72.96433, 160.68992)"
Frontier Mountain 03089,30645,Valid,H3/4,5.6,Found,2004,-72.99394,160.3915,"(-72.99394, 160.3915)"
Frontier Mountain 03090,30646,Valid,L6,6.1,Found,2004,-72.99503,160.389,"(-72.99503, 160.389)"
Frontier Mountain 03091,30647,Valid,H3,0.7,Found,2004,-72.99422,160.40414,"(-72.99422, 160.40414)"
Frontier Mountain 03092,30648,Valid,H6,2.29,Found,2004,-72.95144,160.51233,"(-72.95144, 160.51233)"
Frontier Mountain 03093,30649,Valid,L6,0.85,Found,2004,-72.95144,160.51436,"(-72.95144, 160.51436)"
Frontier Mountain 03094,30650,Valid,H~5,0.21,Found,2004,-72.95161,160.51531,"(-72.95161, 160.51531)"
Frontier Mountain 03095,30651,Valid,L6,0.78,Found,2004,-72.95178,160.50997,"(-72.95178, 160.50997)"
Frontier Mountain 03096,30652,Valid,H~5,0.41,Found,2004,-72.95178,160.50997,"(-72.95178, 160.50997)"
Frontier Mountain 03097,30653,Valid,H4,0.74,Found,2004,-72.95222,160.50161,"(-72.95222, 160.50161)"
Frontier Mountain 03098,30654,Valid,H4,0.95,Found,2004,-72.95228,160.50106,"(-72.95228, 160.50106)"
Frontier Mountain 03099,30655,Valid,H5,17.16,Found,2004,-72.95228,160.50106,"(-72.95228, 160.50106)"
Frontier Mountain 03100,10362,Valid,H4,0.9,Found,2004,-72.95228,160.50106,"(-72.95228, 160.50106)"
Frontier Mountain 09001,55349,Valid,H5,4,Found,2009,-72.95275,160.44483,"(-72.95275, 160.44483)"
Frontier Mountain 09002,55350,Valid,L4,2.4,Found,2009,-72.95273,160.44657,"(-72.95273, 160.44657)"
Frontier Mountain 09003,55351,Valid,L5,8.4,Found,2009,-72.95295,160.44718,"(-72.95295, 160.44718)"
Frontier Mountain 09004,55352,Valid,H6,0.4,Found,2009,-72.95355,160.45005,"(-72.95355, 160.45005)"
Frontier Mountain 09005,55353,Valid,H4,15.1,Found,2009,-72.95388,160.45022,"(-72.95388, 160.45022)"
Frontier Mountain 09006,55354,Valid,L6,49.9,Found,2009,-72.9539,160.45248,"(-72.9539, 160.45248)"
Frontier Mountain 09007,55355,Valid,L4,23.4,Found,2009,-72.95392,160.45612,"(-72.95392, 160.45612)"
Frontier Mountain 09008,56548,Valid,L3,27,Found,2009,-72.95302,160.45972,"(-72.95302, 160.45972)"
Frontier Mountain 09009,55356,Valid,H5,19.7,Found,2009,-72.95267,160.46532,"(-72.95267, 160.46532)"
Frontier Mountain 09010,55357,Valid,H6,0.6,Found,2009,-72.95267,160.46532,"(-72.95267, 160.46532)"
Frontier Mountain 09011,55358,Valid,H6,4.5,Found,2009,-72.95267,160.46532,"(-72.95267, 160.46532)"
Frontier Mountain 09012,55359,Valid,H6,12.7,Found,2009,-72.95267,160.46532,"(-72.95267, 160.46532)"
Frontier Mountain 09013,56549,Valid,L3,16,Found,2009,-72.95278,160.47237,"(-72.95278, 160.47237)"
Frontier Mountain 09014,55360,Valid,H6,10.6,Found,2009,-72.95278,160.47237,"(-72.95278, 160.47237)"
Frontier Mountain 09015,55361,Valid,H6,27.3,Found,2009,-72.95225,160.4715,"(-72.95225, 160.4715)"
Frontier Mountain 09016,55362,Valid,H4,8.5,Found,2009,-72.95295,160.47652,"(-72.95295, 160.47652)"
Frontier Mountain 09017,55363,Valid,L4,2.3,Found,2009,-72.95277,160.47958,"(-72.95277, 160.47958)"
Frontier Mountain 09018,55364,Valid,H5,41.4,Found,2009,-72.95275,160.4837,"(-72.95275, 160.4837)"
Frontier Mountain 09019,55365,Valid,L4,16.6,Found,2009,-72.95275,160.4837,"(-72.95275, 160.4837)"
Frontier Mountain 09020,55366,Valid,H4,12.9,Found,2009,-72.95243,160.48522,"(-72.95243, 160.48522)"
Frontier Mountain 09021,55367,Valid,L4,16.2,Found,2009,-72.9531,160.48677,"(-72.9531, 160.48677)"
Frontier Mountain 09022,55368,Valid,H6,8.2,Found,2009,-72.95252,160.48928,"(-72.95252, 160.48928)"
Frontier Mountain 09023,55369,Valid,H5,26,Found,2009,-72.95245,160.49077,"(-72.95245, 160.49077)"
Frontier Mountain 09024,55370,Valid,H5,13.7,Found,2009,-72.95312,160.49633,"(-72.95312, 160.49633)"
Frontier Mountain 09025,55585,Valid,H4,11.7,Found,2009,-72.95312,160.49633,"(-72.95312, 160.49633)"
Frontier Mountain 10002,54799,Valid,H6,2.7,Found,2011,-72.9529,160.47965,"(-72.9529, 160.47965)"
Frontier Mountain 10003,54844,Valid,L3,2.9,Found,2011,-72.95268,160.48213,"(-72.95268, 160.48213)"
Frontier Mountain 10015,54800,Valid,H4,3.5,Found,2011,-72.95215,160.50155,"(-72.95215, 160.50155)"
Frontier Mountain 10018,54801,Valid,H6,2.6,Found,2011,-72.95205,160.4872,"(-72.95205, 160.4872)"
Frontier Mountain 10019,54802,Valid,H4,4.3,Found,2011,-72.9523,160.5038,"(-72.9523, 160.5038)"
Frontier Mountain 10024,54803,Valid,H5,3.9,Found,2011,-72.95202,160.50618,"(-72.95202, 160.50618)"
Frontier Mountain 10027,54804,Valid,H5,4,Found,2011,-72.95202,160.50618,"(-72.95202, 160.50618)"
Frontier Mountain 10028,54845,Valid,H4,0.9,Found,2011,-72.95243,160.49085,"(-72.95243, 160.49085)"
Frontier Mountain 10035,54805,Valid,H6,2.5,Found,2011,-72.9519,160.51957,"(-72.9519, 160.51957)"
Frontier Mountain 10041,54806,Valid,H6,0.4,Found,2011,-72.95235,160.48365,"(-72.95235, 160.48365)"
Frontier Mountain 10044,54846,Valid,H4,15.2,Found,2011,-72.96418,160.51073,"(-72.96418, 160.51073)"
Frontier Mountain 10057,54847,Valid,H3,3,Found,2011,-72.95183,160.50678,"(-72.95183, 160.50678)"
Frontier Mountain 10062,54807,Valid,L6,0.6,Found,2011,-72.9505,160.4636,"(-72.9505, 160.4636)"
Frontier Mountain 10063,54877,Valid,Ureilite,13.1,Found,2011,-72.95077,160.4584,"(-72.95077, 160.4584)"
Frontier Mountain 10066,54808,Valid,L6,1.9,Found,2011,-72.95163,160.45017000000001,"(-72.95163, 160.45017)"
Frontier Mountain 10069,54878,Valid,Ureilite,11.4,Found,2011,-72.9533,160.44603,"(-72.9533, 160.44603)"
Frontier Mountain 10074,54809,Valid,H6,3.9,Found,2011,-72.95212,160.46458,"(-72.95212, 160.46458)"
