submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation
RzBqyp,25-34 years old,2,At home,"Espresso, Pour over, Cold brew",NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Sweet,Somewhat strong,Light,Full caffeine,6,3,3,3,Stone fruit,2,2,1,"Earthy, coca, ashy",3,4,3,Fruity,2,5,5,"Fruity, citrus",Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"I need the ritual, It tastes good",NA,Yes,Yes,More than $20,More than $20,No,$500-$1000,Yes,Male,NA,Bachelor's degree,Black/African American,NA,Employed full-time,2,Independent
1r2Q0M,45-54 years old,2,At home,"Pour over, French press, Other",Aeropress,NA,NA,Latte,NA,No - just black,NA,NA,NA,Bright,Medium,Medium,Full caffeine,3,2,4,3,"Mild caramel
Earthy
Savory",3,2,3,Mild neutral coffee flavor,3,3,2,Mild,2,2,5,"Berry scent
Grassy taste",Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, It makes me go to the bathroom, I need the caffeine",NA,Yes,Yes,$10-$15,$6-$8,Yes,$500-$1000,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
GrBOO2,35-44 years old,3,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Sweet,Medium,Light,Full caffeine,8,2,4,4,"Stone Fruit
Semi-sweet Chocolate
Medium botter",4,1,3,"Full bodied
Desertt coffee. 
Middle smokey.",4,4,2,"Baking chocolate
Tabacco  
Thin boddy",1,5,5,"Tropical fruit and strawberries
Oddly silky?",Coffee A,Coffee A,Coffee D,I primarily work from home,$20-$40,It tastes good,NA,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,NA,Doctorate or professional degree,White/Caucasian,NA,Employed full-time,2,Democrat
jB98V6,35-44 years old,1,"At home, On the go","Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",NA,Pourover,NA,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",NA,Half and half,Granulated Sugar,Floral,Very strong,Medium,Half caff,8,2,3,3,NA,3,2,4,NA,2,2,3,NA,2,3,4,NA,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,"I need the ritual, It tastes good, I need the caffeine",NA,Yes,Yes,$6-$8,NA,Yes,$100-$300,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
QABNpg,18-24 years old,3,"At home, At the office","French press, Pour over",NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Full Bodied,Somewhat strong,Medium,Full caffeine,6,2,4,3,Squash,3,2,3,Light feel almost sweet,5,3,4,Milk chocolate and nutty,1,4,3,"Banana, esters like in a Jamaican rum",Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$10-$15,$15-$20,Yes,$500-$1000,Yes,Male,NA,Master's degree,White/Caucasian,NA,Student,None,Democrat
DVvR6j,25-34 years old,2,At home,"Espresso, Pour over, Coffee extract (e.g. Cometeer)",NA,NA,NA,Cortado,NA,"Milk, dairy alternative, or coffee creamer, No - just black",NA,Whole milk,NA,Fruity,Medium,Light,Full caffeine,6,3,4,2,NA,2,3,3,NA,2,2,3,"Nutty, balanced",1,4,4,"Fruity, jammy, apples, bright citrus",Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the ritual",NA,Yes,Yes,$15-$20,$15-$20,No,"More than $1,000",Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
xdN8q9,25-34 years old,1,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Bright,Somewhat strong,Light,Full caffeine,6,1,4,4,NA,2,4,3,NA,3,3,3,NA,2,4,4,NA,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",NA,Yes,Yes,$4-$6,$8-$10,No,$50-$100,Yes,Female,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
xdN8W9,25-34 years old,2,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,5,2,4,5,NA,4,1,2,NA,3,3,3,NA,2,5,4,NA,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,It tastes good,NA,Yes,Yes,$15-$20,$8-$10,No,$300-$500,Yes,Female,NA,Bachelor's degree,Asian/Pacific Islander,NA,Employed full-time,None,No affiliation
9dJAzX,25-34 years old,2,"At home, At the office","Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",NA,NA,NA,Americano,NA,No - just black,NA,NA,NA,Nutty,Somewhat strong,Medium,Full caffeine,6,5,2,4,NA,3,5,3,NA,2,4,5,NA,2,5,2,NA,Coffee C,Coffee A,Coffee C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlr8ep,>65 years old,4,"At the office, At home, On the go, At a cafe","Espresso, Pour over",NA,"Local cafe, Specialty coffee shop",NA,Espresso,NA,No - just black,NA,NA,NA,Chocolatey,Somewhat strong,Medium,Full caffeine,6,2,4,3,Caramel,4,3,4,NA,4,5,2,NA,4,4,2,NA,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,It tastes good,NA,Yes,Yes,$4-$6,$6-$8,Yes,"More than $1,000",Yes,Female,NA,Master's degree,White/Caucasian,NA,Employed full-time,3,No affiliation
WApa4L,25-34 years old,2,"At home, At the office, On the go, At a cafe","Espresso, Cold brew, Pour over",NA,"National chain (e.g. Starbucks, Dunkin)",NA,Iced coffee,NA,"Milk, dairy alternative, or coffee creamer",NA,"Oat milk, Whole milk",NA,Fruity,Very strong,Blonde,Full caffeine,4,1,2,4,"Fruity, apple or pear",1,1,2,“Coffee”? I couldn’t liken the taste to anything.,1,1,2,“Coffee”? I also couldn’t liken the taste to anything for this one :(,1,1,5,"Loved. Fruity, very berry to me.",Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the ritual",NA,Yes,Yes,$8-$10,$6-$8,Yes,"More than $1,000",Yes,Female,NA,High school graduate,Asian/Pacific Islander,NA,Employed full-time,None,Democrat
lNl8pV,35-44 years old,2,At home,French press,NA,NA,NA,Latte,NA,No - just black,NA,NA,NA,Chocolatey,Medium,Medium,Full caffeine,4,2,3,3,NA,3,2,4,NA,3,3,2,NA,1,4,3,NA,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,"I need the caffeine, I need the ritual, It tastes good",NA,Yes,Yes,$6-$8,$4-$6,No,$20-$50,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Independent
9dJAbX,25-34 years old,2,"At home, At a cafe, On the go",Pour over,NA,Specialty coffee shop,NA,Pourover,NA,No - just black,NA,NA,NA,Juicy,Medium,Light,Full caffeine,7,2,3,2,Bread,1,2,1,Tastes burnt and not so good,3,2,2,Tastes like nothing,1,3,3,"Fruity, maybe grapes",Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",NA,Yes,Yes,$10-$15,More than $20,No,$300-$500,Yes,Female,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
zKQ8A1,25-34 years old,2,"At the office, At home, On the go","Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Espresso, Cold brew",NA,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",NA,Cappuccino,NA,"Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Caramalized,Somewhat strong,Medium,Full caffeine,5,3,1,3,"Velvet finish,  fruitful, caramel  full body",4,4,1,"Burnt, sour, dark chocolate",1,1,5,"Light, cherry, dark chocolate",2,4,3,"Wine, apricot, grape , full body",Coffee C,Coffee A,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,No,$4-$6,$4-$6,Yes,$50-$100,No,Female,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,None,Independent
QABNP1,35-44 years old,2,At home,"Coffee extract (e.g. Cometeer), Pour over",NA,NA,NA,Other,Hot black coffee,No - just black,NA,NA,NA,Floral,Very strong,Medium,Full caffeine,2,2,4,2,Tart,2,3,3,Bold,2,2,2,Muted,2,3,4,Lovely,Coffee B,Coffee D,Coffee D,I primarily work from home,<$20,It tastes good,NA,Yes,No,$8-$10,$8-$10,No,"More than $1,000",Yes,Female,NA,Bachelor's degree,Asian/Pacific Islander,NA,Employed full-time,None,NA
pLPYEE,35-44 years old,Less than 1,At home,"Pour over, Cold brew, Other",Aeropress,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,Almond milk,Granulated Sugar,Full Bodied,Weak,Medium,Half caff,4,2,3,4,Light; small fragrance that I like,5,1,1,Don’t like,4,1,2,Burnt,2,4,3,"Lemony, bright",Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,It tastes good,NA,Yes,Yes,$6-$8,$8-$10,No,$20-$50,Yes,NA,NA,NA,NA,NA,NA,NA,NA
GrBOMQ,35-44 years old,2,"At home, At a cafe","Coffee brewing machine (e.g. Mr. Coffee), Pour over",NA,NA,NA,Cortado,NA,"Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Full Bodied,Medium,Light,NA,6,2,3,2,"Musty, nutty",2,3,2,Cinnamon,3,3,5,"Warm fruit pie, buttery",3,4,4,Cherry,Coffee C,Coffee D,Coffee B,I primarily work from home,$20-$40,"I need the caffeine, I need the ritual, It makes me go to the bathroom, It tastes good",NA,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,None,Democrat
RzBqpQ,25-34 years old,2,At home,"Pour over, Espresso",NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Juicy,Medium,Nordic,Full caffeine,5,2,4,4,"Light citrus, red fruit, better once cooled",3,2,2,"Heavy, silky, almost dark chocolate but muddier",2,3,3,Silky and round,1,5,5,"Tea like, almost like a fruity earl grey.",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,It tastes good,NA,Yes,Yes,$6-$8,$8-$10,No,"More than $1,000",Yes,Male,NA,High school graduate,Hispanic/Latino,NA,Employed full-time,None,No affiliation
24x9MM,18-24 years old,1,At home,Cold brew,NA,NA,NA,Cold brew,NA,Sugar or sweetener,NA,NA,Granulated Sugar,Sweet,Medium,Medium,Full caffeine,5,3,4,2,Sour,3,3,4,Nutty,3,2,3,Chocolate,3,3,4,Fruity,Coffee B,Coffee D,Coffee D,I primarily work in person,<$20,It tastes good,NA,Yes,No,$8-$10,More than $20,No,$100-$300,Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed part-time,None,Republican
7d9rX0,25-34 years old,2,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Juicy,Medium,Light,Full caffeine,7,1,5,4,NA,3,2,3,NA,4,3,3,NA,2,4,5,NA,Coffee A,Coffee D,Coffee D,I primarily work from home,<$20,"It tastes good, I need the ritual",NA,Yes,Yes,$6-$8,$4-$6,No,$100-$300,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,No affiliation
YZz72z,18-24 years old,Less than 1,"At a cafe, At home",Coffee brewing machine (e.g. Mr. Coffee),NA,NA,NA,Cappuccino,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Nutty,Medium,Medium,Full caffeine,3,1,4,3,"Mango, bright, light",3,2,5,"Marshmallow, caramel, smoke-y, very light",3,3,4,"Orange chocolate, dried fruit, apricot, heavier",2,5,2,"Cranberry, pineapple, fermented, smooth",Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,It tastes good,NA,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Other (please specify),Nonbinary woman,Some college or associate's degree,White/Caucasian,NA,Student,None,Independent
42Nl0b,18-24 years old,2,At home,Espresso,NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer, Flavor syrup",NA,"Whole milk, Oat milk",NA,Sweet,Medium,Dark,Full caffeine,3,3,2,2,Fruity berry,4,4,1,Popcorn,2,4,3,"Nutty, earthy",3,3,4,"Molasses, a little fruty",Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, It makes me go to the bathroom, I need the ritual, I need the caffeine",NA,Yes,Yes,$6-$8,$10-$15,Yes,$500-$1000,Yes,Other (please specify),Male + female,Some college or associate's degree,Black/African American,NA,Student,None,Democrat
lNl8JX,35-44 years old,1,At home,Espresso,NA,NA,NA,Espresso,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Chocolatey,Very strong,Medium,Full caffeine,5,3,5,4,toffee apple flavored,5,1,1,tasted like diner coffee,2,3,5,"nice blend, love well balanced, kind of like espresso",2,4,5,Love how complex / different this tasted. Very similar to A for me.,Coffee C,Coffee D,Coffee D,I primarily work from home,>$100,I need the ritual,NA,Yes,Yes,$10-$15,$6-$8,No,"More than $1,000",Yes,Male,NA,Master's degree,Asian/Pacific Islander,NA,Unemployed,None,No affiliation
xdN8kd,25-34 years old,Less than 1,At a cafe,NA,NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Sweet,Medium,Light,Half caff,3,2,4,5,Most like tea,3,2,1,Bland,3,3,2,"Mushroom, this is what I think about when I think ""coffee""",4,4,3,"Bright, cherry, fruity, tangy",Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,It tastes good,NA,Yes,No,$8-$10,$15-$20,No,$20-$50,Yes,Female,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Republican
VZ1WWE,35-44 years old,1,At home,"Pour over, French press, Cold brew, Other",Aeropress,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Caramalized,Somewhat strong,Medium,Full caffeine,8,3,4,4,"Cocoa, roasty, more complex as it cools, caramel, apple tart, more sour as it cools, would be fantastic iced",4,3,3,"Much more roasty, bit smoky, peanut, as it cools marshmallow and molasses stick out but also cereal",2,4,5,"Vanilla, dark chocolate, dried fruit, sweeter as it cools, best mouthfeel, most balanced, and overall favorite",3,5,2,"I don't dislike fermenty-funky, but this is a bit much, raspberry, sweet fruit, slight milk chocolate, natural, would have guessed it was Ethiopian, more complex and longer evolution/better finish as it cools, but still funkier than I prefer",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",NA,Yes,Yes,$8-$10,$8-$10,No,$50-$100,Yes,Male,NA,Doctorate or professional degree,White/Caucasian,NA,Employed full-time,2,Democrat
bl4QV6,25-34 years old,1,At the office,NA,NA,NA,NA,Mocha,NA,"Milk, dairy alternative, or coffee creamer",NA,Almond milk,NA,Bright,Medium,Medium,Full caffeine,1,1,4,4,NA,3,2,5,NA,3,3,3,NA,3,5,1,NA,Coffee B,Coffee A,Coffee A,I primarily work in person,<$20,I need the caffeine,NA,Yes,No,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,None,No affiliation
LdM4xG,55-64 years old,3,At home,Pour over,NA,NA,NA,Pourover,NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,Whole milk,Granulated Sugar,Floral,Medium,Light,Full caffeine,7,2,4,3,Floral,3,2,4,Chocolate caramel,3,2,2,Red wine,4,3,4,"Smokey
Dried fruits",Coffee B,Coffee A,Coffee D,I do a mix of both,$80-$100,"I need the ritual, It makes me go to the bathroom, I need the caffeine",NA,Yes,Yes,$15-$20,$4-$6,No,$500-$1000,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,1,Independent
VZ1OLj,25-34 years old,2,"At the office, At home","Pour over, Espresso, Coffee extract (e.g. Cometeer)",NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Juicy,Very strong,Light,Full caffeine,6,2,4,3,"Pear, Pithy, Lemon",4,1,2,"Leathery, Chocolate",3,2,4,"Earthy, Apricot, Woody, Caramel",2,5,5,"Apple, Strawberry",Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"It tastes good, I need the caffeine",NA,Yes,Yes,$6-$8,More than $20,Yes,"More than $1,000",Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Republican
KMBrrk,35-44 years old,1,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,7,1,4,4,"Chocolate, berries",4,3,1,Figs,4,2,2,White Bread,1,5,5,"Tropical fruit, citrus",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"I need the ritual, It tastes good",NA,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Female,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
5dqaWQ,25-34 years old,2,"At home, At the office, At a cafe","Pour over, Other, Cold brew","Phin Filter, Aeropress",NA,NA,Cappuccino,NA,"Milk, dairy alternative, or coffee creamer",NA,Half and half,NA,Full Bodied,Very strong,Medium,Full caffeine,5,3,4,2,NA,1,3,4,Fruity,2,3,5,NA,3,4,3,"Very sweet, almost chocolatey",Coffee C,Coffee D,Coffee C,I do a mix of both,$60-$80,"I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom",NA,Yes,No,$8-$10,$10-$15,No,$100-$300,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
NAB22W,35-44 years old,More than 4,"At the office, At home","French press, Espresso",NA,NA,NA,Regular drip coffee,NA,"Milk, dairy alternative, or coffee creamer, No - just black",NA,Half and half,NA,Nutty,Medium,Dark,Full caffeine,8,2,3,2,NA,1,1,4,NA,2,3,3,NA,1,5,2,NA,Coffee B,Coffee D,Coffee B,I do a mix of both,>$100,"It tastes good, I need the ritual",NA,Yes,No,$15-$20,$15-$20,Yes,"More than $1,000",Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,None,Democrat
eBxWZx,35-44 years old,3,"At home, At a cafe","Pour over, Espresso",NA,NA,NA,Espresso,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,Oat milk,NA,Fruity,Medium,Light,Full caffeine,8,2,3,4,fruity / winey,2,2,2,nutty woody,5,1,1,black tea full body,2,5,5,berry bright,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,"I need the ritual, It tastes good",NA,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
OABxOM,25-34 years old,2,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Full Bodied,Somewhat strong,Light,Full caffeine,7,3,2,4,Tomato soupy,2,4,4,No clarity?,4,4,2,"Very classic, bitter",2,5,3,"Extremely light, lacking body",Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,It tastes good,NA,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,NA,Bachelor's degree,Asian/Pacific Islander,NA,Employed full-time,None,Democrat
lNl825,25-34 years old,4,"At the office, At home","Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pour over",NA,NA,NA,Latte,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Caramalized,Medium,Medium,Full caffeine,5,3,2,4,"roasty toasty, smokey",3,4,2,"stale almonds, thin",3,4,4,NA,2,4,3,"raspberry, caramel, blueberry",Coffee C,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",NA,Yes,No,$8-$10,$4-$6,Yes,$500-$1000,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
EPboy2,25-34 years old,1,"At home, At the office, At a cafe","Pour over, Espresso",NA,NA,NA,Cortado,NA,No - just black,NA,NA,NA,Juicy,Somewhat strong,Medium,Full caffeine,8,1,4,4,"Raspberry, Arnold Palmer, Bright Clear and Juicy finish",3,2,3,"Cacao, Marshmallow, Molasses, tea like mouthfeel",4,1,2,"Almond, matcha tea bitterness, earthy green mouthfeel, sadly a bit flat",3,3,4,"Lemon Square, Red Grape (as it cools), Sweet Tea, floral finish and wonderfully light mouth feel. D is soo good it is so hard to say that A is better, its a tie!",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the ritual",NA,Yes,Yes,More than $20,$15-$20,Yes,"More than $1,000",Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,None,Independent
LdM48z,25-34 years old,2,"At home, At the office",Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,5,1,4,4,"Fruity and tart, fun to drink, a bit sour",2,2,5,I loved this one. You don't always have to be interesting to be good. This is the coffee archetype. Dale Cooper drank this coffee.,4,2,1,It's a no from me dawg,1,4,4,I also really liked this one. A bit more balanced than A but similarly bright and juicy. Less sour.,Coffee B,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$8-$10,$10-$15,No,$50-$100,Yes,Female,NA,Doctorate or professional degree,White/Caucasian,NA,Employed full-time,1,Democrat
KMBKYX,18-24 years old,3,"At a cafe, At home, At the office, On the go","Pour over, French press, Espresso, Other","Aeropress, Phin","Specialty coffee shop, Local cafe",NA,Regular drip coffee,NA,No - just black,NA,NA,NA,Bright,Very strong,Medium,Full caffeine,5,2,4,5,"Tropical, cherry, currants",2,1,4,Diner Coffee (Respectfully),5,3,2,"Charcoal, Ash.",4,4,5,"Fruit, juicy, very sweet. Starburst?",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",NA,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
NAB21W,25-34 years old,1,"At home, On the go, At the office","Pod/capsule machine (e.g. Keurig/Nespresso), Espresso",NA,"Deli or supermarket, Local cafe",NA,Latte,NA,"Milk, dairy alternative, or coffee creamer, Flavor syrup",NA,Oat milk,NA,Nutty,Medium,Medium,Half caff,5,3,4,3,Fruity - melon/pineapple,3,2,5,"Oak, chocolate, roasted",2,3,3,"Hazlenut, grainy",4,5,1,"Blackberry, sour and tangy",Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,"I need the ritual, I need the caffeine, It tastes good",NA,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Female,NA,Doctorate or professional degree,White/Caucasian,NA,Employed full-time,None,Democrat
