Date,Broadway Cycle Track North Of E Union St Total,NB,SB
08/06/2015 05:00:00 AM,10,1,9
08/06/2015 06:00:00 AM,20,5,15
08/06/2015 07:00:00 AM,32,4,28
08/06/2015 08:00:00 AM,30,9,21
08/06/2015 09:00:00 AM,17,6,11
08/06/2015 10:00:00 AM,11,9,2
08/06/2015 11:00:00 AM,20,6,14
08/06/2015 12:00:00 PM,16,11,5
08/06/2015 01:00:00 PM,22,14,8
08/06/2015 02:00:00 PM,15,8,7
08/06/2015 03:00:00 PM,19,11,8
08/06/2015 04:00:00 PM,45,30,15
08/06/2015 05:00:00 PM,46,25,21
08/06/2015 06:00:00 PM,38,22,16
08/06/2015 07:00:00 PM,21,10,11
08/06/2015 08:00:00 PM,21,15,6
08/06/2015 09:00:00 PM,16,6,10
08/06/2015 10:00:00 PM,5,2,3
08/06/2015 11:00:00 PM,15,6,9
08/07/2015 12:00:00 AM,21,11,10
08/07/2015 01:00:00 AM,16,8,8
08/07/2015 02:00:00 AM,4,0,4
08/07/2015 03:00:00 AM,2,1,1
08/07/2015 04:00:00 AM,3,0,3
08/07/2015 05:00:00 AM,9,2,7
08/07/2015 06:00:00 AM,22,8,14
08/07/2015 07:00:00 AM,30,6,24
08/07/2015 08:00:00 AM,28,3,25
08/07/2015 09:00:00 AM,16,10,6
08/07/2015 10:00:00 AM,15,7,8
08/07/2015 11:00:00 AM,20,11,9
08/07/2015 12:00:00 PM,18,14,4
08/07/2015 01:00:00 PM,13,10,3
08/07/2015 02:00:00 PM,20,12,8
08/07/2015 03:00:00 PM,21,16,5
08/07/2015 04:00:00 PM,44,32,12
08/07/2015 05:00:00 PM,69,50,19
08/07/2015 06:00:00 PM,52,32,20
08/07/2015 07:00:00 PM,26,15,11
08/07/2015 08:00:00 PM,14,8,6
08/07/2015 09:00:00 PM,7,5,2
08/07/2015 10:00:00 PM,10,5,5
08/07/2015 11:00:00 PM,19,13,6
08/08/2015 12:00:00 AM,13,8,5
08/08/2015 01:00:00 AM,16,5,11
08/08/2015 02:00:00 AM,21,12,9
08/08/2015 03:00:00 AM,1,0,1
08/08/2015 04:00:00 AM,1,0,1
08/08/2015 05:00:00 AM,2,0,2
08/08/2015 06:00:00 AM,8,2,6
08/08/2015 07:00:00 AM,6,2,4
08/08/2015 08:00:00 AM,8,6,2
08/08/2015 09:00:00 AM,8,4,4
08/08/2015 10:00:00 AM,5,5,0
08/08/2015 11:00:00 AM,14,5,9
08/08/2015 12:00:00 PM,11,5,6
08/08/2015 01:00:00 PM,14,7,7
08/08/2015 02:00:00 PM,15,8,7
08/08/2015 03:00:00 PM,14,8,6
08/08/2015 04:00:00 PM,14,8,6
08/08/2015 05:00:00 PM,8,2,6
08/08/2015 06:00:00 PM,12,5,7
08/08/2015 07:00:00 PM,17,8,9
08/08/2015 08:00:00 PM,12,7,5
08/08/2015 09:00:00 PM,11,4,7
08/08/2015 10:00:00 PM,12,7,5
08/08/2015 11:00:00 PM,15,7,8
08/09/2015 12:00:00 AM,13,5,8
08/09/2015 01:00:00 AM,10,1,9
08/09/2015 02:00:00 AM,6,3,3
08/09/2015 03:00:00 AM,0,0,0
08/09/2015 04:00:00 AM,1,1,0
08/09/2015 05:00:00 AM,3,0,3
08/09/2015 06:00:00 AM,8,1,7
08/09/2015 07:00:00 AM,6,2,4
08/09/2015 08:00:00 AM,8,3,5
08/09/2015 09:00:00 AM,8,5,3
08/09/2015 10:00:00 AM,6,6,0
08/09/2015 11:00:00 AM,15,7,8
08/09/2015 12:00:00 PM,10,6,4
08/09/2015 01:00:00 PM,22,11,11
08/09/2015 02:00:00 PM,24,15,9
08/09/2015 03:00:00 PM,17,9,8
08/09/2015 04:00:00 PM,19,10,9
08/09/2015 05:00:00 PM,13,6,7
08/09/2015 06:00:00 PM,16,5,11
08/09/2015 07:00:00 PM,12,8,4
08/09/2015 08:00:00 PM,9,5,4
08/09/2015 09:00:00 PM,11,4,7
08/09/2015 10:00:00 PM,12,3,9
08/09/2015 11:00:00 PM,9,3,6
08/10/2015 12:00:00 AM,5,3,2
08/10/2015 01:00:00 AM,4,3,1
08/10/2015 02:00:00 AM,0,0,0
08/10/2015 03:00:00 AM,0,0,0
08/10/2015 04:00:00 AM,2,0,2
08/10/2015 05:00:00 AM,7,1,6
08/10/2015 06:00:00 AM,18,5,13
08/10/2015 07:00:00 AM,30,8,22
08/10/2015 08:00:00 AM,23,4,19
08/10/2015 09:00:00 AM,18,7,11
08/10/2015 10:00:00 AM,7,5,2
08/10/2015 11:00:00 AM,24,9,15
08/10/2015 12:00:00 PM,14,6,8
08/10/2015 01:00:00 PM,17,12,5
08/10/2015 02:00:00 PM,16,9,7
08/10/2015 03:00:00 PM,28,14,14
08/10/2015 04:00:00 PM,41,28,13
08/10/2015 05:00:00 PM,48,29,19
08/10/2015 06:00:00 PM,41,23,18
08/10/2015 07:00:00 PM,24,13,11
08/10/2015 08:00:00 PM,16,8,8
08/10/2015 09:00:00 PM,9,2,7
08/10/2015 10:00:00 PM,13,7,6
08/10/2015 11:00:00 PM,6,1,5
08/11/2015 12:00:00 AM,4,0,4
08/11/2015 01:00:00 AM,2,0,2
08/11/2015 02:00:00 AM,1,1,0
08/11/2015 03:00:00 AM,4,1,3
08/11/2015 04:00:00 AM,1,1,0
08/11/2015 05:00:00 AM,12,2,10
08/11/2015 06:00:00 AM,17,3,14
08/11/2015 07:00:00 AM,32,9,23
08/11/2015 08:00:00 AM,30,12,18
08/11/2015 09:00:00 AM,22,8,14
08/11/2015 10:00:00 AM,17,10,7
08/11/2015 11:00:00 AM,23,10,13
08/11/2015 12:00:00 PM,27,16,11
08/11/2015 01:00:00 PM,16,10,6
08/11/2015 02:00:00 PM,24,11,13
08/11/2015 03:00:00 PM,18,7,11
08/11/2015 04:00:00 PM,34,23,11
08/11/2015 05:00:00 PM,55,29,26
08/11/2015 06:00:00 PM,45,25,20
08/11/2015 07:00:00 PM,15,6,9
08/11/2015 08:00:00 PM,18,8,10
08/11/2015 09:00:00 PM,20,13,7
08/11/2015 10:00:00 PM,7,5,2
08/11/2015 11:00:00 PM,10,4,6
08/12/2015 12:00:00 AM,5,4,1
08/12/2015 01:00:00 AM,4,3,1
08/12/2015 02:00:00 AM,5,1,4
08/12/2015 03:00:00 AM,2,1,1
08/12/2015 04:00:00 AM,2,0,2
08/12/2015 05:00:00 AM,7,1,6
08/12/2015 06:00:00 AM,19,6,13
08/12/2015 07:00:00 AM,35,10,25
08/12/2015 08:00:00 AM,38,13,25
08/12/2015 09:00:00 AM,30,15,15
08/12/2015 10:00:00 AM,10,7,3
08/12/2015 11:00:00 AM,22,10,12
08/12/2015 12:00:00 PM,15,9,6
08/12/2015 01:00:00 PM,21,11,10
08/12/2015 02:00:00 PM,21,10,11
08/12/2015 03:00:00 PM,25,15,10
08/12/2015 04:00:00 PM,45,25,20
08/12/2015 05:00:00 PM,51,34,17
08/12/2015 06:00:00 PM,41,23,18
08/12/2015 07:00:00 PM,30,10,20
08/12/2015 08:00:00 PM,16,5,11
08/12/2015 09:00:00 PM,12,8,4
08/12/2015 10:00:00 PM,10,2,8
08/12/2015 11:00:00 PM,4,2,2
08/13/2015 12:00:00 AM,4,2,2
08/13/2015 01:00:00 AM,7,2,5
08/13/2015 02:00:00 AM,5,4,1
08/13/2015 03:00:00 AM,2,0,2
08/13/2015 04:00:00 AM,4,2,2
08/13/2015 05:00:00 AM,14,3,11
08/13/2015 06:00:00 AM,19,9,10
08/13/2015 07:00:00 AM,30,7,23
08/13/2015 08:00:00 AM,33,11,22
08/13/2015 09:00:00 AM,12,4,8
08/13/2015 10:00:00 AM,11,3,8
08/13/2015 11:00:00 AM,20,13,7
08/13/2015 12:00:00 PM,17,9,8
08/13/2015 01:00:00 PM,20,6,14
08/13/2015 02:00:00 PM,16,9,7
08/13/2015 03:00:00 PM,22,13,9
08/13/2015 04:00:00 PM,28,18,10
08/13/2015 05:00:00 PM,48,31,17
08/13/2015 06:00:00 PM,57,30,27
08/13/2015 07:00:00 PM,24,16,8
08/13/2015 08:00:00 PM,21,13,8
08/13/2015 09:00:00 PM,14,5,9
08/13/2015 10:00:00 PM,15,3,12
08/13/2015 11:00:00 PM,3,1,2
08/14/2015 12:00:00 AM,9,2,7
08/14/2015 01:00:00 AM,4,2,2
08/14/2015 02:00:00 AM,5,1,4
08/14/2015 03:00:00 AM,1,0,1
08/14/2015 04:00:00 AM,4,1,3
08/14/2015 05:00:00 AM,7,1,6
08/14/2015 06:00:00 AM,11,4,7
08/14/2015 07:00:00 AM,29,7,22
08/14/2015 08:00:00 AM,17,8,9
08/14/2015 09:00:00 AM,18,5,13
08/14/2015 10:00:00 AM,8,5,3
08/14/2015 11:00:00 AM,15,6,9
08/14/2015 12:00:00 PM,18,13,5
08/14/2015 01:00:00 PM,3,1,2
08/14/2015 02:00:00 PM,15,8,7
08/14/2015 03:00:00 PM,18,14,4
08/14/2015 04:00:00 PM,23,15,8
08/14/2015 05:00:00 PM,21,15,6
08/14/2015 06:00:00 PM,14,9,5
08/14/2015 07:00:00 PM,7,5,2
08/14/2015 08:00:00 PM,15,8,7
08/14/2015 09:00:00 PM,5,1,4
08/14/2015 10:00:00 PM,3,1,2
08/14/2015 11:00:00 PM,10,5,5
08/15/2015 12:00:00 AM,5,1,4
08/15/2015 01:00:00 AM,2,2,0
08/15/2015 02:00:00 AM,1,0,1
08/15/2015 03:00:00 AM,3,2,1
08/15/2015 04:00:00 AM,1,1,0
08/15/2015 05:00:00 AM,33,29,4
08/15/2015 06:00:00 AM,11,3,8
08/15/2015 07:00:00 AM,10,3,7
08/15/2015 08:00:00 AM,6,3,3
08/15/2015 09:00:00 AM,4,2,2
08/15/2015 10:00:00 AM,2,0,2
08/15/2015 11:00:00 AM,14,8,6
08/15/2015 12:00:00 PM,7,3,4
08/15/2015 01:00:00 PM,19,9,10
08/15/2015 02:00:00 PM,15,8,7
08/15/2015 03:00:00 PM,12,7,5
08/15/2015 04:00:00 PM,13,8,5
08/15/2015 05:00:00 PM,16,7,9
08/15/2015 06:00:00 PM,10,4,6
08/15/2015 07:00:00 PM,12,6,6
08/15/2015 08:00:00 PM,13,7,6
08/15/2015 09:00:00 PM,17,7,10
08/15/2015 10:00:00 PM,13,6,7
08/15/2015 11:00:00 PM,13,4,9
08/16/2015 12:00:00 AM,13,1,12
08/16/2015 01:00:00 AM,13,4,9
08/16/2015 02:00:00 AM,12,4,8
08/16/2015 03:00:00 AM,3,2,1
08/16/2015 04:00:00 AM,1,1,0
08/16/2015 05:00:00 AM,4,0,4
08/16/2015 06:00:00 AM,5,3,2
08/16/2015 07:00:00 AM,1,1,0
08/16/2015 08:00:00 AM,5,3,2
08/16/2015 09:00:00 AM,4,3,1
08/16/2015 10:00:00 AM,8,3,5
08/16/2015 11:00:00 AM,8,2,6
08/16/2015 12:00:00 PM,22,8,14
08/16/2015 01:00:00 PM,16,5,11
08/16/2015 02:00:00 PM,20,4,16
08/16/2015 03:00:00 PM,8,3,5
08/16/2015 04:00:00 PM,19,9,10
08/16/2015 05:00:00 PM,17,12,5
08/16/2015 06:00:00 PM,13,8,5
08/16/2015 07:00:00 PM,12,7,5
08/16/2015 08:00:00 PM,9,3,6
08/16/2015 09:00:00 PM,15,9,6
08/16/2015 10:00:00 PM,12,5,7
08/16/2015 11:00:00 PM,4,1,3
08/17/2015 12:00:00 AM,1,0,1
08/17/2015 01:00:00 AM,1,1,0
08/17/2015 02:00:00 AM,0,0,0
08/17/2015 03:00:00 AM,0,0,0
08/17/2015 04:00:00 AM,1,1,0
08/17/2015 05:00:00 AM,9,0,9
08/17/2015 06:00:00 AM,24,5,19
08/17/2015 07:00:00 AM,26,5,21
08/17/2015 08:00:00 AM,29,10,19
08/17/2015 09:00:00 AM,20,9,11
08/17/2015 10:00:00 AM,13,9,4
08/17/2015 11:00:00 AM,25,17,8
08/17/2015 12:00:00 PM,22,11,11
08/17/2015 01:00:00 PM,21,6,15
08/17/2015 02:00:00 PM,22,15,7
08/17/2015 03:00:00 PM,25,17,8
08/17/2015 04:00:00 PM,41,25,16
08/17/2015 05:00:00 PM,53,30,23
08/17/2015 06:00:00 PM,33,19,14
08/17/2015 07:00:00 PM,19,12,7
08/17/2015 08:00:00 PM,18,6,12
08/17/2015 09:00:00 PM,12,4,8
08/17/2015 10:00:00 PM,8,1,7
08/17/2015 11:00:00 PM,6,2,4
08/18/2015 12:00:00 AM,8,5,3
08/18/2015 01:00:00 AM,1,0,1
08/18/2015 02:00:00 AM,3,1,2
08/18/2015 03:00:00 AM,2,1,1
08/18/2015 04:00:00 AM,1,0,1
08/18/2015 05:00:00 AM,9,0,9
08/18/2015 06:00:00 AM,20,5,15
08/18/2015 07:00:00 AM,33,9,24
08/18/2015 08:00:00 AM,29,10,19
08/18/2015 09:00:00 AM,18,14,4
08/18/2015 10:00:00 AM,16,11,5
08/18/2015 11:00:00 AM,20,8,12
08/18/2015 12:00:00 PM,23,11,12
08/18/2015 01:00:00 PM,25,18,7
08/18/2015 02:00:00 PM,23,9,14
08/18/2015 03:00:00 PM,22,16,6
08/18/2015 04:00:00 PM,33,24,9
08/18/2015 05:00:00 PM,53,30,23
08/18/2015 06:00:00 PM,50,26,24
08/18/2015 07:00:00 PM,23,12,11
08/18/2015 08:00:00 PM,24,10,14
08/18/2015 09:00:00 PM,12,6,6
08/18/2015 10:00:00 PM,15,8,7
08/18/2015 11:00:00 PM,9,5,4
08/19/2015 12:00:00 AM,5,4,1
08/19/2015 01:00:00 AM,1,0,1
08/19/2015 02:00:00 AM,0,0,0
08/19/2015 03:00:00 AM,1,0,1
08/19/2015 04:00:00 AM,2,2,0
08/19/2015 05:00:00 AM,8,0,8
08/19/2015 06:00:00 AM,23,10,13
08/19/2015 07:00:00 AM,35,7,28
08/19/2015 08:00:00 AM,30,11,19
08/19/2015 09:00:00 AM,23,16,7
08/19/2015 10:00:00 AM,13,7,6
08/19/2015 11:00:00 AM,17,11,6
08/19/2015 12:00:00 PM,20,8,12
08/19/2015 01:00:00 PM,23,12,11
08/19/2015 02:00:00 PM,27,12,15
08/19/2015 03:00:00 PM,27,14,13
08/19/2015 04:00:00 PM,49,36,13
08/19/2015 05:00:00 PM,42,24,18
08/19/2015 06:00:00 PM,46,22,24
08/19/2015 07:00:00 PM,34,20,14
08/19/2015 08:00:00 PM,18,7,11
08/19/2015 09:00:00 PM,11,5,6
08/19/2015 10:00:00 PM,10,5,5
08/19/2015 11:00:00 PM,7,1,6
08/20/2015 12:00:00 AM,5,2,3
08/20/2015 01:00:00 AM,25,9,16
08/20/2015 02:00:00 AM,5,3,2
08/20/2015 03:00:00 AM,2,1,1
08/20/2015 04:00:00 AM,2,0,2
08/20/2015 05:00:00 AM,14,1,13
08/20/2015 06:00:00 AM,14,3,11
08/20/2015 07:00:00 AM,34,12,22
08/20/2015 08:00:00 AM,21,6,15
08/20/2015 09:00:00 AM,12,8,4
08/20/2015 10:00:00 AM,11,6,5
08/20/2015 11:00:00 AM,20,8,12
08/20/2015 12:00:00 PM,18,8,10
08/20/2015 01:00:00 PM,23,11,12
08/20/2015 02:00:00 PM,18,8,10
08/20/2015 03:00:00 PM,20,18,2
08/20/2015 04:00:00 PM,37,26,11
08/20/2015 05:00:00 PM,52,33,19
08/20/2015 06:00:00 PM,32,18,14
08/20/2015 07:00:00 PM,19,9,10
08/20/2015 08:00:00 PM,30,19,11
08/20/2015 09:00:00 PM,16,5,11
08/20/2015 10:00:00 PM,10,2,8
08/20/2015 11:00:00 PM,4,3,1
08/21/2015 12:00:00 AM,6,4,2
08/21/2015 01:00:00 AM,4,2,2
08/21/2015 02:00:00 AM,1,0,1
08/21/2015 03:00:00 AM,1,0,1
08/21/2015 04:00:00 AM,4,0,4
08/21/2015 05:00:00 AM,5,0,5
08/21/2015 06:00:00 AM,13,1,12
08/21/2015 07:00:00 AM,28,3,25
08/21/2015 08:00:00 AM,29,5,24
08/21/2015 09:00:00 AM,11,2,9
08/21/2015 10:00:00 AM,14,7,7
08/21/2015 11:00:00 AM,16,8,8
08/21/2015 12:00:00 PM,20,11,9
08/21/2015 01:00:00 PM,23,8,15
08/21/2015 02:00:00 PM,24,18,6
08/21/2015 03:00:00 PM,22,15,7
08/21/2015 04:00:00 PM,31,20,11
08/21/2015 05:00:00 PM,38,24,14
08/21/2015 06:00:00 PM,21,11,10
08/21/2015 07:00:00 PM,13,6,7
08/21/2015 08:00:00 PM,10,4,6
08/21/2015 09:00:00 PM,7,4,3
08/21/2015 10:00:00 PM,10,6,4
08/21/2015 11:00:00 PM,11,6,5
08/22/2015 12:00:00 AM,9,6,3
08/22/2015 01:00:00 AM,10,0,10
08/22/2015 02:00:00 AM,9,1,8
08/22/2015 03:00:00 AM,3,1,2
08/22/2015 04:00:00 AM,1,0,1
08/22/2015 05:00:00 AM,6,1,5
08/22/2015 06:00:00 AM,6,1,5
08/22/2015 07:00:00 AM,10,4,6
08/22/2015 08:00:00 AM,5,5,0
08/22/2015 09:00:00 AM,7,5,2
08/22/2015 10:00:00 AM,7,4,3
08/22/2015 11:00:00 AM,13,5,8
08/22/2015 12:00:00 PM,18,9,9
08/22/2015 01:00:00 PM,19,7,12
08/22/2015 02:00:00 PM,16,9,7
08/22/2015 03:00:00 PM,12,4,8
08/22/2015 04:00:00 PM,16,10,6
08/22/2015 05:00:00 PM,15,4,11
08/22/2015 06:00:00 PM,11,4,7
08/22/2015 07:00:00 PM,19,10,9
08/22/2015 08:00:00 PM,19,11,8
08/22/2015 09:00:00 PM,10,1,9
08/22/2015 10:00:00 PM,10,5,5
08/22/2015 11:00:00 PM,13,6,7
08/23/2015 12:00:00 AM,6,2,4
08/23/2015 01:00:00 AM,12,2,10
08/23/2015 02:00:00 AM,12,3,9
08/23/2015 03:00:00 AM,0,0,0
08/23/2015 04:00:00 AM,2,1,1
08/23/2015 05:00:00 AM,3,0,3
08/23/2015 06:00:00 AM,7,1,6
08/23/2015 07:00:00 AM,7,2,5
08/23/2015 08:00:00 AM,2,1,1
08/23/2015 09:00:00 AM,14,9,5
08/23/2015 10:00:00 AM,9,8,1
08/23/2015 11:00:00 AM,14,7,7
08/23/2015 12:00:00 PM,22,9,13
08/23/2015 01:00:00 PM,24,10,14
08/23/2015 02:00:00 PM,24,9,15
08/23/2015 03:00:00 PM,19,10,9
08/23/2015 04:00:00 PM,23,12,11
08/23/2015 05:00:00 PM,13,8,5
08/23/2015 06:00:00 PM,7,6,1
08/23/2015 07:00:00 PM,16,12,4
08/23/2015 08:00:00 PM,14,6,8
08/23/2015 09:00:00 PM,20,9,11
08/23/2015 10:00:00 PM,4,1,3
08/23/2015 11:00:00 PM,8,4,4
08/24/2015 12:00:00 AM,3,1,2
08/24/2015 01:00:00 AM,1,0,1
08/24/2015 02:00:00 AM,1,1,0
08/24/2015 03:00:00 AM,1,0,1
08/24/2015 04:00:00 AM,2,1,1
08/24/2015 05:00:00 AM,11,0,11
08/24/2015 06:00:00 AM,15,3,12
08/24/2015 07:00:00 AM,22,7,15
08/24/2015 08:00:00 AM,30,7,23
08/24/2015 09:00:00 AM,23,9,14
08/24/2015 10:00:00 AM,16,12,4
08/24/2015 11:00:00 AM,26,11,15
08/24/2015 12:00:00 PM,29,15,14
08/24/2015 01:00:00 PM,23,11,12
08/24/2015 02:00:00 PM,21,11,10
08/24/2015 03:00:00 PM,22,13,9
08/24/2015 04:00:00 PM,28,17,11
08/24/2015 05:00:00 PM,64,41,23
08/24/2015 06:00:00 PM,34,27,7
08/24/2015 07:00:00 PM,29,15,14
08/24/2015 08:00:00 PM,27,12,15
08/24/2015 09:00:00 PM,9,3,6
08/24/2015 10:00:00 PM,7,4,3
08/24/2015 11:00:00 PM,11,5,6
08/25/2015 12:00:00 AM,5,3,2
08/25/2015 01:00:00 AM,4,2,2
08/25/2015 02:00:00 AM,0,0,0
08/25/2015 03:00:00 AM,0,0,0
08/25/2015 04:00:00 AM,1,0,1
08/25/2015 05:00:00 AM,7,0,7
08/25/2015 06:00:00 AM,21,4,17
08/25/2015 07:00:00 AM,34,8,26
08/25/2015 08:00:00 AM,31,10,21
08/25/2015 09:00:00 AM,14,10,4
08/25/2015 10:00:00 AM,15,11,4
08/25/2015 11:00:00 AM,16,8,8
08/25/2015 12:00:00 PM,25,11,14
08/25/2015 01:00:00 PM,30,9,21
08/25/2015 02:00:00 PM,18,11,7
08/25/2015 03:00:00 PM,23,15,8
08/25/2015 04:00:00 PM,38,23,15
08/25/2015 05:00:00 PM,57,34,23
08/25/2015 06:00:00 PM,33,18,15
08/25/2015 07:00:00 PM,35,18,17
08/25/2015 08:00:00 PM,18,9,9
08/25/2015 09:00:00 PM,17,7,10
08/25/2015 10:00:00 PM,8,3,5
08/25/2015 11:00:00 PM,4,2,2
08/26/2015 12:00:00 AM,1,1,0
08/26/2015 01:00:00 AM,6,3,3
08/26/2015 02:00:00 AM,3,3,0
08/26/2015 03:00:00 AM,0,0,0
08/26/2015 04:00:00 AM,3,0,3
08/26/2015 05:00:00 AM,5,0,5
08/26/2015 06:00:00 AM,20,3,17
08/26/2015 07:00:00 AM,33,8,25
08/26/2015 08:00:00 AM,35,9,26
08/26/2015 09:00:00 AM,21,10,11
08/26/2015 10:00:00 AM,18,11,7
08/26/2015 11:00:00 AM,15,6,9
08/26/2015 12:00:00 PM,15,5,10
08/26/2015 01:00:00 PM,19,7,12
08/26/2015 02:00:00 PM,17,9,8
08/26/2015 03:00:00 PM,28,18,10
08/26/2015 04:00:00 PM,43,21,22
08/26/2015 05:00:00 PM,62,37,25
08/26/2015 06:00:00 PM,42,24,18
08/26/2015 07:00:00 PM,25,11,14
08/26/2015 08:00:00 PM,36,14,22
08/26/2015 09:00:00 PM,8,2,6
08/26/2015 10:00:00 PM,9,4,5
08/26/2015 11:00:00 PM,12,8,4
08/27/2015 12:00:00 AM,6,0,6
08/27/2015 01:00:00 AM,3,2,1
08/27/2015 02:00:00 AM,3,2,1
08/27/2015 03:00:00 AM,0,0,0
08/27/2015 04:00:00 AM,1,0,1
08/27/2015 05:00:00 AM,7,1,6
08/27/2015 06:00:00 AM,20,4,16
08/27/2015 07:00:00 AM,27,8,19
08/27/2015 08:00:00 AM,22,3,19
08/27/2015 09:00:00 AM,18,10,8
08/27/2015 10:00:00 AM,14,8,6
08/27/2015 11:00:00 AM,11,7,4
08/27/2015 12:00:00 PM,25,7,18
08/27/2015 01:00:00 PM,20,9,11
08/27/2015 02:00:00 PM,9,4,5
08/27/2015 03:00:00 PM,18,9,9
08/27/2015 04:00:00 PM,33,19,14
08/27/2015 05:00:00 PM,53,32,21
08/27/2015 06:00:00 PM,37,15,22
08/27/2015 07:00:00 PM,36,16,20
08/27/2015 08:00:00 PM,21,13,8
08/27/2015 09:00:00 PM,18,7,11
08/27/2015 10:00:00 PM,19,5,14
08/27/2015 11:00:00 PM,10,8,2
08/28/2015 12:00:00 AM,13,10,3
08/28/2015 01:00:00 AM,11,3,8
08/28/2015 02:00:00 AM,2,1,1
08/28/2015 03:00:00 AM,2,1,1
08/28/2015 04:00:00 AM,3,1,2
08/28/2015 05:00:00 AM,5,0,5
08/28/2015 06:00:00 AM,13,5,8
08/28/2015 07:00:00 AM,15,3,12
08/28/2015 08:00:00 AM,25,11,14
08/28/2015 09:00:00 AM,16,8,8
08/28/2015 10:00:00 AM,10,7,3
08/28/2015 11:00:00 AM,24,12,12
08/28/2015 12:00:00 PM,12,7,5
08/28/2015 01:00:00 PM,16,7,9
08/28/2015 02:00:00 PM,18,4,14
08/28/2015 03:00:00 PM,10,7,3
08/28/2015 04:00:00 PM,32,19,13
08/28/2015 05:00:00 PM,34,20,14
08/28/2015 06:00:00 PM,33,20,13
08/28/2015 07:00:00 PM,21,11,10
08/28/2015 08:00:00 PM,10,5,5
08/28/2015 09:00:00 PM,11,5,6
08/28/2015 10:00:00 PM,12,5,7
08/28/2015 11:00:00 PM,12,6,6
08/29/2015 12:00:00 AM,6,3,3
08/29/2015 01:00:00 AM,7,1,6
08/29/2015 02:00:00 AM,3,1,2
08/29/2015 03:00:00 AM,0,0,0
08/29/2015 04:00:00 AM,0,0,0
08/29/2015 05:00:00 AM,1,0,1
08/29/2015 06:00:00 AM,2,2,0
08/29/2015 07:00:00 AM,3,2,1
08/29/2015 08:00:00 AM,6,5,1
08/29/2015 09:00:00 AM,2,0,2
08/29/2015 10:00:00 AM,6,2,4
08/29/2015 11:00:00 AM,6,4,2
08/29/2015 12:00:00 PM,11,4,7
08/29/2015 01:00:00 PM,6,2,4
08/29/2015 02:00:00 PM,11,3,8
08/29/2015 03:00:00 PM,6,3,3
08/29/2015 04:00:00 PM,9,5,4
08/29/2015 05:00:00 PM,8,1,7
08/29/2015 06:00:00 PM,7,2,5
08/29/2015 07:00:00 PM,13,5,8
08/29/2015 08:00:00 PM,9,4,5
08/29/2015 09:00:00 PM,2,0,2
08/29/2015 10:00:00 PM,0,0,0
08/29/2015 11:00:00 PM,3,1,2
08/30/2015 12:00:00 AM,1,0,1
08/30/2015 01:00:00 AM,4,1,3
08/30/2015 02:00:00 AM,0,0,0
08/30/2015 03:00:00 AM,0,0,0
08/30/2015 04:00:00 AM,0,0,0
08/30/2015 05:00:00 AM,0,0,0
08/30/2015 06:00:00 AM,0,0,0
08/30/2015 07:00:00 AM,0,0,0
08/30/2015 08:00:00 AM,0,0,0
08/30/2015 09:00:00 AM,0,0,0
08/30/2015 10:00:00 AM,0,0,0
08/30/2015 11:00:00 AM,0,0,0
08/30/2015 12:00:00 PM,2,0,2
08/30/2015 01:00:00 PM,1,0,1
08/30/2015 02:00:00 PM,2,0,2
08/30/2015 03:00:00 PM,0,0,0
08/30/2015 04:00:00 PM,2,0,2
08/30/2015 05:00:00 PM,3,0,3
08/30/2015 06:00:00 PM,24,9,15
08/30/2015 07:00:00 PM,3,0,3
08/30/2015 08:00:00 PM,3,0,3
08/30/2015 09:00:00 PM,2,1,1
08/30/2015 10:00:00 PM,5,0,5
08/30/2015 11:00:00 PM,1,0,1
08/31/2015 12:00:00 AM,1,1,0
08/31/2015 01:00:00 AM,0,0,0
08/31/2015 02:00:00 AM,0,0,0
08/31/2015 03:00:00 AM,0,0,0
08/31/2015 04:00:00 AM,0,0,0
08/31/2015 05:00:00 AM,2,0,2
08/31/2015 06:00:00 AM,3,1,2
08/31/2015 07:00:00 AM,4,0,4
08/31/2015 08:00:00 AM,4,0,4
08/31/2015 09:00:00 AM,3,0,3
08/31/2015 10:00:00 AM,3,0,3
08/31/2015 11:00:00 AM,4,0,4
08/31/2015 12:00:00 PM,3,0,3
08/31/2015 01:00:00 PM,4,0,4
08/31/2015 02:00:00 PM,8,0,8
08/31/2015 03:00:00 PM,7,0,7
08/31/2015 04:00:00 PM,9,0,9
08/31/2015 05:00:00 PM,15,0,15
08/31/2015 06:00:00 PM,18,0,18
08/31/2015 07:00:00 PM,5,0,5
08/31/2015 08:00:00 PM,3,0,3
08/31/2015 09:00:00 PM,1,0,1
08/31/2015 10:00:00 PM,5,0,5
08/31/2015 11:00:00 PM,3,0,3
09/01/2015 12:00:00 AM,0,0,0
09/01/2015 01:00:00 AM,1,0,1
09/01/2015 02:00:00 AM,0,0,0
09/01/2015 03:00:00 AM,1,0,1
09/01/2015 04:00:00 AM,0,0,0
09/01/2015 05:00:00 AM,1,0,1
09/01/2015 06:00:00 AM,3,0,3
09/01/2015 07:00:00 AM,3,0,3
09/01/2015 08:00:00 AM,7,0,7
09/01/2015 09:00:00 AM,4,0,4
09/01/2015 10:00:00 AM,10,4,6
09/01/2015 11:00:00 AM,14,6,8
09/01/2015 12:00:00 PM,15,5,10
09/01/2015 01:00:00 PM,17,7,10
09/01/2015 02:00:00 PM,12,5,7
09/01/2015 03:00:00 PM,22,13,9
