"","species","id","name","sex","accuracy","birthYear","acquisition","originDate","originLocation","mother","father","transfers","currently","region","status","statusDate","COD","notes","transferDate","transfer","entryDate"
"631","Bottlenose","NOA0006374, AZA 1210, 0610 (Harbor Branch), MML-0624, TT0107 (Marine Mammal Conservancy)","Castaway","F","e","1988","Rescue",2006-11-10,"Vero Beach, FL",NA,NA,"Vero Beach, Florida to Mote Marine Laboratory (10-Nov-2006) to Fort Pierce, Florida (30-Jan-2007) to Fort Pierce, Florida (30-Jan-2007) to Marine Mammal Conservancy (30-Jan-2007) to Dolphins Plus (25-Jul-2007)","Dolphins Plus Oceanside","US","Died",2010-01-18,"-","Offshore bottlenose, pregnant when stranded, re-stranded four times on attempted release and was moved to MMC to prepare for birth (calf died).  She was later determined to be deaf.",NA,"US",2006-11-10
"632","Bottlenose","NOA0006494, AZA ????","Marley","F","a","2008","Born",2008-08-01,"Dolphins Plus Oceanside","Samantha","Bob",NA,"Dolphins Plus Oceanside","US","Died",2008-08-25,"Acute bacterial pneumonia",NA,NA,"US",2008-08-01
"633","Bottlenose","NOA0010098, AZA ????","Calf","M","a","2013","Born",2013-08-25,"Dolphins Plus Oceanside",NA,NA,NA,"Dolphins Plus Oceanside","US","Died",2013-08-28,"-","Possibly born to Sarah or Bella (estimated)",NA,"US",2013-08-25
"634","Bottlenose","NOA0002236","Geno","M","e",NA,"Capture",1985-01-24,"Florida",NA,NA,"Florida, unknown to EPCOT Center (24-Jan-1985)","EPCOT The Seas","US","Died",1985-12-29,"death due to anoxia",NA,NA,"US",1985-01-24
"635","Bottlenose","NOA0002238","Toby","M","e","1981","Capture",1985-01-24,"Florida",NA,NA,"Florida, Unknown to EPCOT Center (24-Jan-1985)","EPCOT The Seas","US","Died",2002-05-10,"bacterial septicemia",NA,NA,"US",1985-01-24
"636","Bottlenose","NOA0002237","Tyke","M","e",NA,"Capture",1985-01-24,"Florida",NA,NA,"Florida, unknown to EPCOT Center (24-Jan-1985)","EPCOT The Seas","US","Died",1987-10-06,"complications due to osteomyelitis",NA,NA,"US",1985-01-24
"637","Bottlenose","NOA0002239","Christie","F","e",NA,"Capture",1985-05-02,"Florida",NA,NA,"Florida, unknown to EPCOT Center (02-May-1985)","EPCOT The Seas","US","Died",1987-10-03,"cerebellar hemorrhage","Believed to have been killed by aggressive tankmate (Bob)",NA,"US",1985-05-02
"638","Bottlenose","NOA0002240","Katie","F","e","1980","Capture",1985-05-08,"Florida",NA,NA,"Florida, unknown to EPCOT Center (08-May-1985)","EPCOT The Seas","US","Died",1990-08-21,"persistant thymus gland syndrome",NA,NA,"US",1985-05-08
"639","Beluga","NOA0000764, AZA 66, 06-665 (New York Aquarium)","Marina","F","e","1982","Capture",1987-07-25,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to New York Aquarium (02-Aug-1987) to Georgia Aquarium (06-Nov-2005)","Georgia Aquarium","US","Died",2007-12-01,"Lysomal storage disease",NA,NA,"US",1987-07-25
"640","Beluga","NOA0005587, AZA 98, 94-225 (New York Aquarium), M06010 (Georgia Aquarium)","Maris","F","a","1994","Capture",1994-07-28,"New York Aquarium","Natasha","Winston","New York Aquarium to Mystic Aquarium (18-Dec-2002) to New York Aquarium (26-May-2004) to Georgia Aquarium (06-Nov-2005) to SeaWorld San Antonio (05-Oct-2009) to Georgia Aquarium (22-Feb-2010)","Georgia Aquarium","US","Died",2015-10-22,"Acute heart failure",NA,NA,"US",1994-07-28
"641","Beluga","NOA0006291, AZA 85, DL0501 (Georgia Aquarium)","Gasper","M","e","1991","Capture",1997-01-01,"Sea of Okhotsk, Russia",NA,NA,"Okhotsk Sea, Russia to Utrish (~ 1997) to La Feria de Chapultapec (??-May-1998) to Georgia Aquarium (17-Oct-2005)","Georgia Aquarium","US","Died",2007-01-02,"Euthanasia due to chronic health conditions",NA,2005-10-17,"Foreign",2005-10-17
"642","Beluga","NOA0010375, M150001","Maris' Calf","F","a","2015","Born",2015-05-10,"Georgia Aquarium","Maris","Beethoven",NA,"Georgia Aquarium","US","Died",2015-06-05,"malnutrition due to gastrointestinal inabsorption, multiple congenital lesions including chylous ascites with a secondary viral infection",NA,NA,"US",2015-05-10
"643","Bottlenose","TT-669","Sushi","F","e","1977","Capture",1984-08-07,"Mississippi, Gulf of Mexico",NA,NA,"Mississippi, Gulf of Mexico to Holding, probably MAP (07-Aug-1984) to U.S. Navy MMP (27-Aug-1984) to Gulfarium (16-Sep-1994)","Gulfarium Marine Adventure","US","Died",1995-09-23,"Ruptured uterus, septic shock","Navy abbreviation is ""SUS""",NA,"US",1984-08-07
"644","Bottlenose","TT-670","Tiara","F","e","1976","Capture",1984-08-07,"Mississippi, Gulf of Mexico",NA,NA,"Mississippi, Gulf of Mexico to Holding, probably MAP (07-Aug-1984) to U.S. Navy MMP (27-Aug-1984) to Gulfarium (16-Sep-1994)","Gulfarium Marine Adventure","US","Died",1995-11-13,"Sepsis","Navy abbreviation is ""TIA""",NA,"US",1984-08-07
"645","Bottlenose","NOA0003758, 880396","Rah","F","e","1985","Capture",1988-06-03,"Gulf of Mexico, FL, US",NA,NA,"Gulf of Mexico, off Ft. Myers to Holding, Walker's Island (02-Jun-1988)","Indianapolis Zoo","US","Died",1988-06-05,"Drowning","Rah drowned after getting her jaw caught in the netting of the holding pen",NA,"US",1988-06-03
"646","Bottlenose","NOA0003762, 880400","Phoenix","F","e","1985","Capture",1988-06-05,"Gulf of Mexico, FL, US",NA,NA,"Gulf of Mexico, off Ft. Myers to Holding, Walker's Island (02-Jun-1988) to Indianapolis Zoo (11-Jan-1989) to Theater of the Sea (26-Oct-1991) to Indianapolis Zoo (08-Apr-1992)","Indianapolis Zoo","US","Died",2007-06-24,"Myelinic edema",NA,NA,"US",1988-06-05
"647","Bottlenose","NOA0003761, 880399","Shiloh","F","e","1985","Capture",1988-06-05,"Gulf of Mexico, FL, US",NA,NA,"Gulf of Mexico, off Ft. Myers to Holding, Walker's Island (02-Jun-1988) to Indianapolis Zoo (11-Jan-1989) to Theater of the Sea (26-Oct-1991) to Indianapolis Zoo (08-Apr-1992)","Indianapolis Zoo","US","Died",1997-05-23,"Sepsis, eosinophilic enteritis",NA,NA,"US",1988-06-05
"648","Bottlenose","NOA0003763, 880401","Sundance","M","e","1985","Capture",1988-06-05,"Gulf of Mexico, FL, US",NA,NA,"Gulf of Mexico, off Ft. Myers to Holding, Walker's Island (02-Jun-1988) to Indianapolis Zoo (11-Jan-1989) to Theater of the Sea (26-Oct-1991) to Indianapolis Zoo (08-Apr-1992) to Texas State Aquarium (02-May-2003) to Indianapolis Zoo (29-Jan-2004) to Texas State Aquarium (06-Apr-2004) to SeaWorld San Antonio (22-Sep-2005) to Texas State Aquarium (28-Sep-2005) to Indianapolis Zoo (25-Oct-2005)","Indianapolis Zoo","US","Died",2010-02-07,"Intra-abdominal abscess, sepsis",NA,NA,"US",1988-06-05
"649","Pseudorca","NOA0003769, 890135","Tsuki","F","e","1983","Capture",1988-12-01,"Taiji, Japan",NA,NA,"Hatakejiriwan, Taiji to Holding, Taiji (??-Dec-1988) to Indianapolis Zoo (20-Mar-1989) to Shedd Aquarium (??-Oct-1991) to Indianapolis Zoo (Spring 1992)","Indianapolis Zoo","US","Died",1992-10-12,"Bronchopneumonia",NA,NA,"US",1988-12-01
"650","Bottlenose","NOA0003772, 930072","Nova's Calf","M","a","1993","Born",1993-08-15,"Indianapolis Zoo","Nova",NA,NA,"Indianapolis Zoo","US","Died",1993-08-15,"-",NA,NA,"US",1993-08-15
"651","Bottlenose","NOA0005917, 200132","Ripley's Calf","F","a","2000","Born",2000-08-30,"Indianapolis Zoo","Ripley","Sundance",NA,"Indianapolis Zoo","US","Died",2000-09-14,"-",NA,NA,"US",2000-08-30
"652","Bottlenose","NOA0006748, 211026","Nova's Calf","M","a","2011","Born",2011-06-03,"Indianapolis Zoo","Nova","Kimo",NA,"Indianapolis Zoo","US","Died",2011-06-23,"Severe suppurative meningoencephalitis",NA,NA,"US",2011-06-03
"653","Bottlenose","NOA0006826, 212126","Kalei's Calf","M","a","2012","Born",2012-07-12,"Indianapolis Zoo","Kalei",NA,NA,"Indianapolis Zoo","US","Died",2012-07-14,"Pneumonia and colitis from amniotic aspiration",NA,NA,"US",2012-07-12
"654","Bottlenose","NOA0006828, 212128","Indy's Calf","M","a","2012","Born",2012-07-14,"Indianapolis Zoo","Indy",NA,NA,"Indianapolis Zoo","US","Died",2012-07-19,"Septicemia, immunocomp., pneumonia, colitis",NA,NA,"US",2012-07-14
"655","Bottlenose","NOA0006829, 212135","Nova's Calf","M","a","2012","Born",2012-08-09,"Indianapolis Zoo","Nova",NA,NA,"Indianapolis Zoo","US","Died",2012-08-18,"Brain edema, pneumonia, colitis",NA,NA,"US",2012-08-09
"656","Bottlenose","NOA0010295, 215050","Calf","M","a","2015","Born",2015-12-30,"Indianapolis Zoo",NA,NA,NA,"Indianapolis Zoo","US","Died",2015-12-30,"Hypoxia during labor (breech birth)",NA,NA,"US",2015-12-30
"657","Bottlenose","AZA 2","Susie","F","e","1940","Capture",1949-05-05,"Atlantic Ocean, FL",NA,NA,"Florida to Marineland of Florida (05-May-1949)","Marineland Florida","US","Died",1962-09-22,"-","Pregnant when captured; gave birth a few days later (Algae)",NA,"US",1949-05-05
"658","Bottlenose","NOA0004571, AZA 9, MLF-15","Nellie","F","a","1953","Born",1953-02-27,"Marineland Florida","Susie","Happy",NA,"Marineland Florida","US","Died",2014-04-30,"Euthanasia",NA,NA,"US",1953-02-27
"659","Bottlenose","NOA0004572, AZA 21, MLF-110","Lilly","F","e","1962","Capture",1964-02-01,"Steinhatchee River, FL",NA,NA,"Florida to Marineland of Florida (01-Feb-1964)","Marineland Florida","US","Died",2009-02-10,"Bilateral bronchial pneumonia","Lilly was a â€œblondeâ€ bottlenose dolphin, part of a group of dolphins exhibited at Marineland with a recessive genetic trait giving them a tan or blonde coloration.",NA,"US",1964-02-01
"660","River, Amazon","NOA0004567, MLF-162",NA,"U","e","1960","Capture",1966-09-01,"Amazon River, Peru",NA,NA,"Amazon River, Peru to Marineland of Florida (18-Sep-1966)","Marineland Florida","US","Died",1975-01-31,"gastric blockage",NA,NA,"US",1966-09-01
"661","White-sided, Pacific","MLF-193","Blaze","M","e",NA,"Capture",1966-11-04,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Marineland of the Pacific? (04-Nov-1966) to Marineland of Florida (??-???-1967)","Marineland Florida","US","Died",NA,"-",NA,NA,"US",1966-11-04
"662","Bottlenose","NOA0004573, MLF-216","Vicky","F","e","1958","Capture",1968-03-20,"Florida",NA,NA,"Florida to Marineland of Florida (20-Mar-1968)","Marineland Florida","US","Died",1982-04-08,"Old age, possible heart condition",NA,NA,"US",1968-03-20
"663","Bottlenose","NOA0004574, AZA 37, MLF-229","Rusty","M","e","1966","Capture",1968-04-23,"Florida",NA,NA,"Florida to Marineland of Florida (23-Apr-1968)","Marineland Florida","US","Died",1989-08-19,"Renal disease","Third ""blond"" dolphin captured.",NA,"US",1968-04-23
"664","Bottlenose","NOA0004576, MLF-233","Pancho Ii","M","e","1966","Capture",1968-05-01,"Florida",NA,NA,"Florida to Marineland of Florida (01-May-1968)","Marineland Florida","US","Died",1989-07-08,"Pancreatitis, hepatic lipidosis",NA,NA,"US",1968-05-01
"665","Bottlenose","NOA0004575, MLF-232","Snoopy","M","e","1967","Capture",1968-05-01,"Florida",NA,NA,"Florida to Marineland of Florida (01-May-1968)","Marineland Florida","US","Died",1982-11-28,"Pneumonia",NA,NA,"US",1968-05-01
"666","Bottlenose","NOA0004577, MLF-237","Splash Iii","M","e","1966","Capture",1968-05-31,"Florida",NA,NA,"Florida to Marineland of Florida (31-May-1968)","Marineland Florida","US","Died",1975-11-20,"Pneumonia",NA,NA,"US",1968-05-31
"667","Bottlenose","MLF-243",NA,"F","e",NA,"Capture",1968-08-01,"Florida",NA,NA,"Florida to Marineland of Florida (01-Aug-1968)","Marineland Florida","US","Died",NA,"-","Pregnant when captured.",NA,"US",1968-08-01
"668","Bottlenose","MLF-249",NA,"F","e",NA,"Capture",1968-08-19,"Florida",NA,NA,"Florida to Marineland of Florida (19-Aug-1968)","Marineland Florida","US","Died",NA,"-","Pregnant when captured.",NA,"US",1968-08-19
"669","Bottlenose","NOA0004600, MLF-251","Amber","F","e",NA,"Capture",1968-08-23,"Florida",NA,NA,"Florida to Marineland of Florida (23-Aug-1968)","Marineland Florida","US","Died",1973-02-12,"Pneumonia",NA,NA,"US",1968-08-23
"670","Tucuxi","MLF-255",NA,"F","e",NA,"Capture",1968-11-04,"Napa River, Peru",NA,NA,"Napa River, Peru to Marineland of Florida (12-Nov-1968)","Marineland Florida","US","Died",1968-12-19,"-",NA,NA,"US",1968-11-04
"671","Pilot, Short-finned","NOA0004569, MLF-270","Moby","M","e","1962","Capture",1969-06-02,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Marineland of the Pacific (02-Jun-1969) to Marineland of Florida (??-???-????)","Marineland Florida","US","Died",1978-06-05,"Pneumonia, enteritis",NA,NA,"US",1969-06-02
"672","Bottlenose","NOA0004596, MLF-280","Blackie Ii","M","e",NA,"Capture",1969-10-14,"Florida",NA,NA,"Florida, Atlantic Ocean, off New Smyrna to Marineland of Florida (14-Oct-1969)","Marineland Florida","US","Died",1973-08-04,"-",NA,NA,"US",1969-10-14
"673","Bottlenose","NOA0004579, MLF-291","Liz Iii","F","e","1967","Capture",1970-03-13,"Atlantic Ocean, FL, US",NA,NA,"Florida to Marineland of Florida (13-Mar-1970)","Marineland Florida","US","Died",1989-06-17,"Bronchopneumonia",NA,NA,"US",1970-03-13
"674","Bottlenose","NOA0004578, AZA 57, MLF-290","Mary","F","e","1968","Capture",1970-03-13,"Atlantic Ocean, FL, US",NA,NA,"Florida to Marineland of Florida (13-Mar-1970)","Marineland Florida","US","Died",2000-03-11,"-",NA,NA,"US",1970-03-13
"675","Bottlenose","NOA0004581, AZA 96, MLF-329, MPF-101","Pebbles Iii","F","e","1969","Capture",1971-12-11,"Gulf of Mexico, FL, US",NA,NA,"Florida to Marineland of Florida (11-Dec-1971)","Marineland Florida","US","Died",2013-05-13,"myocardial insufficiency","Captured in the Florida Panhandle",NA,"US",1971-12-11
"676","Bottlenose","NOA0004580, MLF-328","Sinbad Iv","M","e","1970","Capture",1971-12-11,"Gulf of Mexico, FL, US",NA,NA,"Florida to Marineland of Florida (11-Dec-1971)","Marineland Florida","US","Died",1975-12-08,"-","Captured in the Florida Panhandle",NA,"US",1971-12-11
"677","Bottlenose","NOA0004583, AZA 84, MLF-333, MPF-102","Chubby","M","e","1969","Capture",1971-12-16,"Gulf of Mexico, FL, US",NA,NA,"Florida to Marineland of Florida (16-Dec-1971)","Marineland Florida","US","Died",2015-09-22,"Euthanasia","Captured in the Florida Panhandle",NA,"US",1971-12-16
"678","Spotted, Atlantic","NOA0004568, MLF-338","Camelia","F","e","1970","Capture",1972-02-29,"Florida",NA,NA,"Florida to Marineland of Florida (29-Feb-1972)","Marineland Florida","US","Died",1976-11-18,"-",NA,NA,"US",1972-02-29
"679","Spotted, Atlantic","NOA0004601, MLF-339","Neona","F","e",NA,"Capture",1972-03-13,"Florida",NA,NA,"Florida to Marineland of Florida (13-Mar-1972)","Marineland Florida","US","Died",1973-11-23,"Pneumonia",NA,NA,"US",1972-03-13
"680","Bottlenose","NOA0004585, AZA 94, MLF-349","Alvin","M","e","1970","Capture",1972-04-27,"Gulf of Mexico, FL, US",NA,NA,"Gulf of Mexico, Florida Panhandle to Marineland of Florida (27-Apr-1972)","Marineland Florida","US","Died",2012-07-09,"Acute myocardial necrosis, hepatic congestion","Captured in the Florida Panhandle",NA,"US",1972-04-27
"681","Bottlenose","NOA0004584, MLF-347","Flippy V","M","e","1970","Capture",1972-04-27,"Gulf of Mexico, FL, US",NA,NA,"Gulf of Mexico, Florida Panhandle to Marineland of Florida (27-Apr-1972)","Marineland Florida","US","Died",1985-11-22,"Probable heart failure","Captured in the Florida Panhandle",NA,"US",1972-04-27
"682","Bottlenose","NOA0004586, MLF-352","Eva","F","e","1971","Capture",1972-09-17,"Florida",NA,NA,"Florida to Marineland of Florida (17-Sep-1972)","Marineland Florida","US","Died",1980-11-11,"Chronic ulcerative gastroenteritis",NA,NA,"US",1972-09-17
"683","Bottlenose","NOA0004586, MLF-352",NA,"U","e","1971","Capture",1972-09-19,"Florida",NA,NA,"Florida to Marineland of Florida (19-Sep-1972)","Marineland Florida","US","Died",1973-12-19,"Unknown",NA,NA,"US",1972-09-19
"684","Bottlenose","NOA0004587, MLF-353","Zippy Iv","M","e","1970","Capture",1972-09-19,"Florida",NA,NA,"Florida to Marineland of Florida (19-Sep-1972)","Marineland Florida","US","Died",1982-05-20,"Liver and/or kidney failure",NA,NA,"US",1972-09-19
"685","Bottlenose","NOA0004599, MLF-355","Leslie","F","e","1971","Capture",1972-09-23,"Gulf of Mexico, FL, US",NA,NA,"Florida to Marineland of Florida (23-Sep-1972)","Marineland Florida","US","Died",1973-12-14,"Unknown","Captured in the Florida Panhandle",NA,"US",1972-09-23
"686","Bottlenose","MLF-356","Lester","M","e",NA,"Capture",1972-09-30,"Florida",NA,NA,"Florida to Marineland of Florida (~ Sep 1972)","Marineland Florida","US","Died",NA,"-","Still alive at least in September 1975.",NA,"US",1972-09-30
"687","Bottlenose","NOA0004598, MLF-359",NA,"U","e",NA,"Capture",1972-10-03,"Florida",NA,NA,"Florida to Marineland of Florida (13-Oct-1972)","Marineland Florida","US","Died",1973-11-27,"Pneumonia",NA,NA,"US",1972-10-03
"688","Bottlenose","NOA0004591, MLF-365","Jenny","F","e","1969","Capture",1972-10-18,"Florida",NA,NA,"Florida to Marineland of Florida (18-Oct-1972)","Marineland Florida","US","Died",1974-02-25,"Pneumonia",NA,NA,"US",1972-10-18
"689","Bottlenose","NOA0004590, AZA 86, MLF-361","Kipper","M","e","1969","Capture",1972-10-25,"Gulf of Mexico, FL, US",NA,NA,"Gulf of Mexico, Florida Panhandle to Marineland of Florida (25-Oct-1972)","Marineland Florida","US","Died",1998-03-24,"Old age","Captured in the Florida Panhandle",NA,"US",1972-10-25
"690","Bottlenose","NOA0004589, MLF-360","Patti","F","e","1969","Capture",1972-10-30,"Florida",NA,NA,"Florida to Marineland of Florida (30-Oct-1972)","Marineland Florida","US","Died",1974-05-21,"Pneumonia",NA,NA,"US",1972-10-30
"691","Bottlenose","NOA0004597, MLF-368","Tommy","M","a","1973","Born",1973-04-29,"Marineland Florida",NA,NA,NA,"Marineland Florida","US","Died",1973-08-16,"Possible pneumonia",NA,NA,"US",1973-04-29
"692","Pilot, Short-finned","NOA0004570, MLF-371","Stormy","M","e","1970","Capture",1976-03-16,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Marineland of the Pacific (16-Mar-1976) to Marineland of Florida (30-Jun-1976)","Marineland Florida","US","Died",1978-03-26,"Gastritis",NA,NA,"US",1976-03-16
"693","Bottlenose","NOA0004592, AZA 218, MLF-381","June Iii","F","a","1978","Born",1978-06-28,"Marineland Florida","Nellie","Rusty",NA,"Marineland Florida","US","Died",1994-03-02,"Pancreatitis",NA,NA,"US",1978-06-28
"694","Bottlenose","NOA0004595, MLF-387","Scooter","M","a","1982","Born",1982-03-28,"Marineland Florida","Mary",NA,NA,"Marineland Florida","US","Died",1986-09-28,"Pneumonia, pulmonary edema",NA,NA,"US",1982-03-28
"695","Bottlenose","NOA0004594, MLF-388","Frankie","M","a","1982","Born",1982-08-26,"Marineland Florida",NA,NA,NA,"Marineland Florida","US","Died",1982-08-29,"Possible hydrocephalus",NA,NA,"US",1982-08-26
"696","Bottlenose","NOA0004608, MLF-417","Racy","M","a","1985","Born",1985-02-28,"Marineland Florida","Lilly","Rusty",NA,"Marineland Florida","US","Died",1993-01-27,"Undetermined",NA,NA,"US",1985-02-28
"697","Bottlenose","NOA0004610, MLF-423",NA,"F","a","1985","Born",1985-04-25,"Marineland Florida",NA,NA,NA,"Marineland Florida","US","Died",1982-08-29,"Possibly metabolic",NA,NA,"US",1985-04-25
"698","Bottlenose","NOA0004611, AZA 410, MLF-425","Taxi","M","a","1987","Born",1987-04-15,"Marineland Florida","Mary","Davy II",NA,"Marineland Florida","US","Died",1994-03-19,"Mucositis, gastritis",NA,NA,"US",1987-04-15
"699","Bottlenose","NOA0004612, MLF-426","April","F","a","1987","Born",1987-04-16,"Marineland Florida","Betty III",NA,NA,"Marineland Florida","US","Died",1987-04-25,"Pneumonia",NA,NA,"US",1987-04-16
"700","Bottlenose","NOA0004615, AZA 430, MLF-429","Melba Ii","F","a","1989","Born",1989-05-04,"Marineland Florida","Lilly","Rusty",NA,"Marineland Florida","US","Died",1995-05-26,"Hemorrhagic glomerulonephritis",NA,NA,"US",1989-05-04
"701","Bottlenose","NOA0004616, MLF-430",NA,"F","a","1989","Born",1989-11-24,"Marineland Florida","Nellie",NA,NA,"Marineland Florida","US","Died",1989-12-04,"-",NA,NA,"US",1989-11-24
"702","Bottlenose","AZA 1051","Bunny's Calf","U","a","1992","Stillbirth",1992-05-01,"Marineland Florida","Bunny",NA,NA,"Marineland Florida","US","Stillbirth",1992-05-01,"-",NA,NA,"US",1992-05-01
"703","Bottlenose","NOA0004619, AZA 1057, MLF-434",NA,"M","a","1992","Born",1992-08-16,"Marineland Florida","Nellie",NA,NA,"Marineland Florida","US","Died",1992-08-26,"-",NA,NA,"US",1992-08-16
"704","Bottlenose","AZA 1067","Bunny's Calf","U","a","1994","Stillbirth",1994-01-21,"Marineland Florida","Bunny",NA,NA,"Marineland Florida","US","Stillbirth",1994-01-21,"-",NA,NA,"US",1994-01-21
